,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_elalfa,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_greenscreen,hash_parati,hash_rd,hash_tiktok,hash_viral
0,DO,7093883933506424069,1651673564,IG rosannabeltrez,7052161790972822534,Yeimy Garcia,Sígueme en Instagram🔥😋😈👆,0,False,https://m.tiktok.com/v/7093883933506424069.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093883933506424069&source=h5_m,6433472,1697,328,1834,195656,6815707132504148741,6815707132504148741,72,6815707132504148741,original sound - mechyfissolo,Mechy Love ❤,6.754721054545282e+18,Mechy Love ❤,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1663991739172885.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7b3fab68b6e17157776cc56730269b7e.json,False,False,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
1,DO,7097276488629619973,1652463454,Muchacha 😂😂,6982259832071111686,jennycamachoR,"Mi cuenta nueva necesito su apoyo al 100% 😔❤️ 
La otra fue bloqueada 💔❤️‍🩹",0,False,https://m.tiktok.com/v/7097276488629619973.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097276488629619973&source=h5_m,2245497,328,254,2353,148978,7083178067576752130,7083178067576752130,10033,7083178067576752130,Parra Sin Doncon,El Alfa,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3ddaaffcd0014f2eada6ea5d6b2e289b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/19da2529dfad4d259867be56846f0a21,False,True,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
2,DO,7091728704635702533,1651171760,Suscríbete en YouTube Jean carlo MTB ❤️🙌❤️🙌❤️🙌,6903583079743554566,jeancarlo MTB,Cuento con su apoyo en mi Instagram sigan viendo 59,0,False,https://m.tiktok.com/v/7091728704635702533.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091728704635702533&source=h5_m,861439,702,251,530,74029,7091728702504962822,7091728702504962822,72,7091728702504962822,original sound - siganviendo59,jeancarlo MTB,6.903583079743555e+18,jeancarlo MTB,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091728695051815685.mp3,,False,False,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
3,DO,7071070423118580997,1646361880,💀💀,6533792425100448768,Yuseee❤️,"Sígueme en Instagram __yuseiry06👆🏻❤️

Dominican🇩🇴
200k?🥺",0,False,https://m.tiktok.com/v/7071070423118580997.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071070423118580997&source=h5_m,116284,72,19,174,11154,7069398715676543749,7069398715676543749,72,7069398715676543749,original sound - afrooqueen (Contains music from: Bong Bing - Laa Lee & Cristale),"Contains music from: ""Bong Bing""",6.859907355397146e+18,Afroqueen,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7069398715668220678.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/02d46e2046a5ad448ed0d183bdf4252a.json,False,False,Laa Lee & Cristale,Bong Bing,original sound - afrooqueen (Contains music from: Bong Bing - Laa Lee & Cristale),"Contains music from: ""Bong Bing""",[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
4,DO,7102442538803465478,1653666270,Conformidad mi querida @jeribel.b2  😒 etiquétenla para que sienta nuestros apoyo 😏#fypシ 🕊🕊 estamos con tigo,200862930597408768,Andrea estrella,"Cuenta oficial
Meta 1.m ❤️",0,False,https://m.tiktok.com/v/7102442538803465478.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102442538803465478&source=h5_m,2552841,375,403,1266,111338,7031748061173271302,7031748061173271302,72,7031748061173271302,original sound - lil._.anxiety07 (Contains music from: Our Song - Aventura),"Contains music from: ""Our Song""",7.011207690412475e+18,user6123456123,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7031748235664411397.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8ad368769c0cf260374e8913c9a42daf.json,False,False,Aventura,Our Song,original sound - lil._.anxiety07 (Contains music from: Our Song - Aventura),"Contains music from: ""Our Song""",[],0,0,Dominican Republic,#fypシ,0,0,0,0,1,0,0,0,0,0
5,DO,7092565318165417221,1651366551,##tattooreal #tattoo3d,6523725974196982799,Ink_tattoo_joshuat,Visualiza mi Instagram ☝🏼,0,False,https://m.tiktok.com/v/7092565318165417221.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092565318165417221&source=h5_m,10960061,1482,6605,31752,392060,7083178065446045698,7083178065446045698,10033,7083178065446045698,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4b3c5e3f160e4e65b438c55eecf9c5ed,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6302af0aec1f4b06ab20656a3f19c2db,False,True,,,,,[],0,0,Dominican Republic,##tattooreal #tattoo3d,0,0,0,0,0,0,0,0,0,0
6,DO,7091091148944592133,1651023320,#like #siganme #sienfuego #viraltiktok,6809005359153529862,Lisandro Almanzar,,0,False,https://m.tiktok.com/v/7091091148944592133.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091091148944592133&source=h5_m,4207639,1379,4392,1388,187145,6958240019769198593,6958240019769198593,10033,6958240019769198593,Mi Ghetto,El Fother,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9af7b9ea9afc4176bbc501a609f7f59d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d25f35da734b49df86b98d7dbba4628c,False,True,,,,,[],0,0,Dominican Republic,#like #siganme #sienfuego #viraltiktok,0,0,0,0,0,0,0,0,0,0
7,DO,7095117958841765126,1651960882,🍑#fypシ #fyp,7079238117073060870,Gata,"Twitter: lagatard21 
Instagram: lagataofficial1_2
Creadora de contenido 
👁👁👇",0,False,https://m.tiktok.com/v/7095117958841765126.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095117958841765126&source=h5_m,300807,453,581,444,43787,7065085061585996549,7065085061585996549,72,7065085061585996549,Sígueme Da like Copia el link y usa el audio,Jennbibxk,7.022257687762142e+18,Jennbibxk,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7065085060625550085.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cc4c0ae79f8d8c9ecf8ddf6fd6d35399.json,False,False,,,,,[],0,0,Dominican Republic,#fypシ #fyp,0,0,0,1,1,0,0,0,0,0
0,DO,7072500649757265158,1646694879,Los morenitos que comenten un ❤️,122479879287169024,Alba  👸🏽,"🚩Beba 🚩
SOLO CONTENIDO 🙅🏽‍♀️
300k? 😮‍💨",0,False,https://www.tiktok.com/@alba30055/video/7072500649757265158?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072500649757265158&source=h5_m,2783634,15760,5474,25765,255493,7072500625631709958,7072500625631709958,72,7072500625631709958,original sound - alba30055,Alba  👸🏽,1.2247987928716902e+17,Alba  👸🏽,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072500602735037190.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1a1727213d132bb65e99263b892a1150.json,False,False,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
1,DO,7079566465799572741,1648340018,😮‍💨😛🙈 lo intente 🥵😂 #envolverchallenge #anittachallenge  #lamaterialista #viral #parati #fyp,6518455592959349760,La Materialista,OFICIAL . Cantante 🎤 Actriz 🎬 y un poco loca para ser feliz 🤩🤪💛💫,0,False,https://www.tiktok.com/@lamaterialista1/video/7079566465799572741?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079566465799572741&source=h5_m,1059807,529,1146,2567,74431,7028498814554130433,7028498814554130433,10033,7028498814554130433,Envolver,Anitta,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b9da595ac92742758a78fa7efd992747,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/64d77a1ed52b41a39d8a5009811e2209,True,True,,,,,[],0,0,Dominican Republic,#envolverchallenge #anittachallenge #lamaterialista #viral #parati #fyp,0,0,0,1,0,0,1,0,0,1
2,CA,7071068601737841926,1646361456,#whatsthat #fyp #foryou #fypシ #viral #video #trending #family #dental #teeth #mouth #tiktok,6601540709500485637,Dr Massi Dental,"Dr Massi Dental Clinic 
We love your SMILE 
☎️🇨🇦 905 597 1117
    905 597 9117",0,False,https://www.tiktok.com/@drmassidental/video/7071068601737841926?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071068601737841926&source=h5_m,63921775,20898,14140,13616,1650886,6740248251825391617,6740248251825391617,10033,6740248251825391617,Forever,Labrinth,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/76620b22fa6148fc8a0f236baff8f4b8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/304fcf7798304e4b80402c83784c0348,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1481092680', 'external_song_key': 'apple_song_id'}]",0,0,Dominican Republic,#whatsthat #fyp #foryou #fypシ #viral #video #trending #family #dental #teeth #mouth #tiktok,0,1,0,1,1,0,0,0,1,1
3,DO,7076384358889803013,1647599127,Te extraño 😞 amor de mi vida 😭😭😭#viral #lgtbtiktok y siempre recuerda que aun que estés lejos de mí nunca dejare de sentir todo lo que siento por ti te amo ❤️ 😭😭😭😭,6693230775917839365,Yilda Marte ❤️,🌹Michelle & yilda🌹,0,False,https://www.tiktok.com/@yildamarte2/video/7076384358889803013?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076384358889803013&source=h5_m,1842904,609,664,1562,68483,7073165424174697222,7073165424174697222,72,7073165424174697222,original sound - yildamarte2 (Contains music from: José - Miri Ben-Ari & Aventura),"Contains music from: ""José""",6.693230775917839e+18,Yilda Marte ❤️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073165443644623621.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bed0b30ae88c6213fc10302416ceae16.json,False,False,Miri Ben-Ari & Aventura,José,original sound - yildamarte2 (Contains music from: José - Miri Ben-Ari & Aventura),"Contains music from: ""José""",[],0,0,Dominican Republic,#viral #lgtbtiktok,0,0,0,0,0,0,0,0,0,1
4,AR,7075808753228074246,1647465107,#series #zyxbca #series #zyxbca,7024484289903903750,muñeca de la mafia,🇨🇴 en 🇨🇭,0,False,https://www.tiktok.com/@la_muneca_de_la_mafia/video/7075808753228074246?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075808753228074246&source=h5_m,29521775,7031,7137,17332,1668284,7075808721397467910,7075808721397467910,72,7075808721397467910,original sound - la_muneca_de_la_mafia,muñeca de la mafia,7.024484289903904e+18,muñeca de la mafia,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075808743459392261.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/40f7f3c9594e224a35647cc3376bd138.json,False,False,,,,,[],0,0,Dominican Republic,#series #zyxbca #series #zyxbca,0,0,0,0,0,0,0,0,0,0
5,DO,7085217355810327813,1649655721,#fypシ゚viral 🫡,7052044880545842182,Pitufina💙,Ig: katherine_08k,0,False,https://www.tiktok.com/@kasterin.1/video/7085217355810327813?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085217355810327813&source=h5_m,695487,644,1032,2346,54639,7083713267918523142,7083713267918523142,72,7083713267918523142,original sound - shariinarodguez,Shary🦋,21946305.0,Shary🦋,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083713254333221638.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a1655d55aa9f8107a4c0927a539fc1b4.json,False,False,,,,,[],0,0,Dominican Republic,#fypシ゚viral,0,0,0,0,1,0,0,0,0,1
6,DO,7081691696823684358,1648834837,Hay hay hay 😂😂😂,6992627866556417029,Papalilo_RD💯🥵,"Papá Dios es la vuelta🙏💯


💯💯",0,False,https://www.tiktok.com/@javierlara9129/video/7081691696823684358?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081691696823684358&source=h5_m,5292342,4711,29302,3250,384414,7081691680285756165,7081691680285756165,72,7081691680285756165,original sound - javierlara9129,Papalilo_RD💯🥵,6.992627866556417e+18,Papalilo_RD💯🥵,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081691668420135686.mp3,,False,False,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
7,DO,7082066322745560326,1648922061,Bam 💥 #parati #viral #foryou #Queenmvp #fyp,7076927102926636038,Queen Mvp,"- 𝐏𝐫𝐢𝐦𝐞𝐫𝐨 𝐃𝐢𝐨𝐬 🙏❣️
- 𝐍𝐞𝐰 𝐂𝐮𝐞𝐧𝐭𝐚 (𝟗𝟎) 💔🥺",0,False,https://www.tiktok.com/@queen_mvp00/video/7082066322745560326?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082066322745560326&source=h5_m,2567215,11965,19920,8586,155059,7069089941535525637,7069089941535525637,72,7069089941535525637,Dj Madmaxx bong bing remix (Contains music from: Jump - RDX),"Contains music from: ""Jump""",6.803412724216497e+18,Dj MadMaXx,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7069089934572817158.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/651b978e4e2bd1c42d7ce9d73fa4b2b8.json,False,False,RDX,Jump,Dj Madmaxx bong bing remix (Contains music from: Jump - RDX),"Contains music from: ""Jump""",[],0,0,Dominican Republic,#parati #viral #foryou #Queenmvp #fyp,0,1,0,1,0,0,1,0,0,1
0,DO,7099977708897144069,1653092383,#parati #foryourpage,6880573624194581506,No fuis yo,!,0,False,https://www.tiktok.com/@nofuisyo/video/7099977708897144069?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099977708897144069&source=h5_m,5154887,2876,10306,16765,544455,7099977691147406086,7099977691147406086,72,7099977691147406086,original sound - nofuisyo,No fuis yo,6.880573624194582e+18,No fuis yo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099977709115198213.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cac3f6337305d401332006a1aa4d8b65.json,False,False,,,,,[],0,0,Dominican Republic,#parati #foryourpage,0,0,0,0,0,0,1,0,0,0
1,DO,7102494671347191046,1653678408, ,109919731062542336,Ash♥️ 🇩🇴🇩🇴,"Primero Dios🌻
Sonríe🇩🇴 
💗Bienvenidos🦋a mi🌍
📥ashmontero3@gmail.com",0,False,https://www.tiktok.com/@ashlymontero/video/7102494671347191046?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102494671347191046&source=h5_m,549946,224,75,1206,56578,7091056913370106629,7091056913370106629,72,7091056913370106629,Deep Coughing (Contains music from: Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix - Russ Millions & YV & SwitchOTR),"Contains music from: ""Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix""",6.958172207894922e+18,user3488332569599,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091056937957214982.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5964cbbb8ce89588d22b2e8cf3b4bdb8.json,False,False,Russ Millions & YV & SwitchOTR,Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix,Deep Coughing (Contains music from: Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix - Russ Millions & YV & SwitchOTR),"Contains music from: ""Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix""",[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
2,DO,7082935383536798981,1649124406,Que abra hecho ? 🙆‍♂️#parati #fyp #foryou #forever #foreverlove #viral,6878762411952882694,De todo🔥,"Mi otra cuenta thegrey_17🔥❤️
De todo para reír 🔥",0,False,https://www.tiktok.com/@greey_17/video/7082935383536798981?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082935383536798981&source=h5_m,2941659,3032,3308,7024,107232,7082935358777789189,7082935358777789189,72,7082935358777789189,original sound - greey_17,De todo🔥,6.878762411952883e+18,De todo🔥,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082935340268407558.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2247dd6c009e3e0c7eecc265d874f2d2.json,False,False,,,,,[],0,0,Dominican Republic,#parati #fyp #foryou #forever #foreverlove #viral,0,1,0,1,0,0,1,0,0,1
3,US,7075020348567162154,1647281542,DO YOU WANT TO SEE THE RESULTS!? This was soooo cool! Insta: pengpengclee #transitions #howtotransition #transitionsounds ib @Eriic,6675094753761543174,PENG PENG,"Welcome to the Penguin Family❤️🐧
🇨🇦 in LA
Find me on insta @pengpengclee",0,False,https://www.tiktok.com/@pengpengclee/video/7075020348567162154?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075020348567162154&source=h5_m,24691664,8266,4736,9097,2768995,7052117738004695855,7052117738004695855,72,7052117738004695855,original sound - .sosafr (Contains music from: Dip (#thewoah) - Tisakorean),"Contains music from: ""Dip (#thewoah)""",6.905552215877436e+18,sosa.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7052117745945299758.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/2d46616aaf5343988951cbe6f0fc6ab0.json,False,False,Tisakorean,Dip (#thewoah),original sound - .sosafr (Contains music from: Dip (#thewoah) - Tisakorean),"Contains music from: ""Dip (#thewoah)""",[],0,0,Dominican Republic,#transitions #howtotransition #transitionsounds,0,0,0,0,0,0,0,0,0,0
4,US,7072680608710790446,1646736783,I was 6months pregnant with Tymia😍🖤 #mommyandme #fyp #viral #mommytiktok #fashion #family,6921356152022991877,Goldenn Beautyy,"I’m a designer, all Mommy&Me Sets by me

Contact me at info@gmlofficial.com",0,False,https://www.tiktok.com/@goldennbeautyy/video/7072680608710790446?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072680608710790446&source=h5_m,3693066,1375,3097,10151,312151,7072680484920281902,7072680484920281902,72,7072680484920281902,original sound - goldennbeautyy (Contains music from: No More Parties - Remix - Coi Leray),"Contains music from: ""No More Parties - Remix""",6.921356152022992e+18,Goldenn Beautyy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072680544340855594.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/0a4938392051b9e2e510606a6d64f5bb.json,False,False,Coi Leray,No More Parties - Remix,original sound - goldennbeautyy (Contains music from: No More Parties - Remix - Coi Leray),"Contains music from: ""No More Parties - Remix""",[],0,0,Dominican Republic,#mommyandme #fyp #viral #mommytiktok #fashion #family,0,0,0,1,0,0,0,0,0,1
5,US,7096994643690229038,1652397831,Level hard,294077009104707584,Mailson junior,"🇧🇷 CT 
IG mailson_junior 
👻mjunior639 
E mail - mailsonjuniorpj@gmail.com",0,False,https://www.tiktok.com/@.mailsonjunior/video/7096994643690229038?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096994643690229038&source=h5_m,17742875,4497,3102,7302,1763284,7090836267558013738,7090836267558013738,72,7090836267558013738,original sound - rlly2fr,brandooooo,6.874749209318655e+18,brandooooo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7091094424675027758.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d23e5f6124c12f835ac22ee8cc7c01d2.json,False,False,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
6,PE,7075057303220669702,1647290146,les quiero shinguitos 🦅,6902972025528058886,asume una pregunta,,0,False,https://www.tiktok.com/@malenashan/video/7075057303220669702?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075057303220669702&source=h5_m,29834771,87874,187525,1373,1161273,6960372137257356037,6960372137257356037,10036,6960372137257356037,Touch It,KiDi,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/bdeeef5abb174b64951f65c49526af0e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b5692107326e4737a763503cca428fd9,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1560776665', 'external_song_key': 'apple_song_id'}]",0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
7,CO,7100723633152068869,1653266057,#viral #foryou #parati #trend,7085500180074677254,Val,"Nuevo perfil 
Sígueme en Instagram",0,False,https://www.tiktok.com/@valherreraaa/video/7100723633152068869?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100723633152068869&source=h5_m,4657885,4748,10075,85,907910,7098845188965812997,7098845188965812997,72,7098845188965812997,original sound - alesa.kinky (Contains music from: No no no Asi no Ponente En 4 Aca China - WZ Beat),"Contains music from: ""No no no Asi no Ponente En 4 Aca China""",6.897725213951116e+18,Alesa Kinky,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099098200459676422.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/240e338bd0b2891b88421570b13c4bc5.json,False,False,WZ Beat,No no no Asi no Ponente En 4 Aca China,original sound - alesa.kinky (Contains music from: No no no Asi no Ponente En 4 Aca China - WZ Beat),"Contains music from: ""No no no Asi no Ponente En 4 Aca China""",[],0,0,Dominican Republic,#viral #foryou #parati #trend,0,1,0,0,0,0,1,0,0,1
0,DO,7093218786748157189,1651518697,#fyp,6805646341190321158,isaury0306,"🇩🇴Sigueme en ig: isaury0306😋
Síganme en mi segunda cuenta🥰✨ @Isaury_c.r ✅",0,False,https://www.tiktok.com/@isaury0306/video/7093218786748157189?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093218786748157189&source=h5_m,815928,881,831,3278,94096,7087744357444471557,7087744357444471557,10036,7087744357444471557,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,,,,,[],0,0,Dominican Republic,#fyp,0,0,0,1,0,0,0,0,0,0
1,DO,7097235992612031749,1652454027,🤍,6787245484198102022,🐾🌸Estefany 🌸🐾,Libra ♎️ dominicana 🇩🇴 Santiago📍✨,0,False,https://www.tiktok.com/@yilianny19/video/7097235992612031749?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097235992612031749&source=h5_m,623804,623,720,2399,59164,7083178067576752130,7083178067576752130,10033,7083178067576752130,Parra Sin Doncon,El Alfa,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3ddaaffcd0014f2eada6ea5d6b2e289b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/19da2529dfad4d259867be56846f0a21,False,True,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
2,DO,7095372976983444742,1652020259,Responder a @ranfi_reyes sígueme en instagram 📥❤️#lasbravas #depeque #vallenato #storytime #conqueso #estasoyyo #foryou #fye #viral #parati,6824621358435566597,Osito🧸❤️ Detrás de Mi sueños❤,"DIOS ANTE TODO🌹🕊️
❤️SIGUEME EN INSTAGRAM🥺❤️👆🏻
TE ESPERO EN IG:🧸❤️🇩🇴👇🏻",0,False,https://www.tiktok.com/@osito_mvp/video/7095372976983444742?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095372976983444742&source=h5_m,3750459,779,21042,109688,179218,7095372961460390661,7095372961460390661,72,7095372961460390661,original sound - osito_mvp,Osito🧸❤️ Detrás de Mi sueños❤,6.824621358435567e+18,Osito🧸❤️ Detrás de Mi sueños❤,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095372985401363205.mp3,,False,False,,,,,[],0,0,Dominican Republic,#lasbravas #depeque #vallenato #storytime #conqueso #estasoyyo #foryou #fye #viral #parati,0,1,0,0,0,0,1,0,0,1
3,DO,7101031919067876654,1653337833,Ahahaaha 😂😂😂 amo hacer comedias con el bby @david_frimzy #melissarodriguez1,60291277342146560,ΜELIЅЅA RODRÍGUEZ 🥀,"DOMINICAN🇩🇴
Primero Dios🙏🏻
📩Melissabussines1@gmail.com📬
  👆🏻👇🏻",0,False,https://www.tiktok.com/@melissa.rodriguez_1/video/7101031919067876654?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101031919067876654&source=h5_m,333299,88,23,207,45140,7088780888351509254,7088780888351509254,72,7088780888351509254,original sound - diosteama1531,Dios te ama,7.045730441999779e+18,Dios te ama,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088780889954093829.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/38124ced40434d85f6bd0da184be3ae8.json,False,False,,,,,[],0,0,Dominican Republic,#melissarodriguez1,0,0,0,0,0,0,0,0,0,0
4,DO,7093732759830547717,1651638370, ,6778101826593637381,RECONOCIDOS.NET,Noticias | Farándula | Tecnología | Deportes | Cine | Evento | Radio & TV,0,False,https://www.tiktok.com/@reconocidosnet/video/7093732759830547717?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093732759830547717&source=h5_m,1562216,579,901,1732,109781,7093732703874419462,7093732703874419462,72,7093732703874419462,original sound - reconocidosnet,RECONOCIDOS.NET,6.778101826593637e+18,RECONOCIDOS.NET,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093732697058593541.mp3,,False,False,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
