,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,fyp_location,hashtags,hash_fiji,hash_fijitiktok,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_trending,hash_viral,hash_xyzbca
5,GB,7092845479486049541,1651431780,She didn’t get it 😞,7050617080755799045,Fabio Jackson,No bio yet,0,False,https://www.tiktok.com/@theefabiojackson/video/7092845479486049541?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092845479486049541&source=h5_m,10031921,4530,1833,9537,717039,7074928136126892826,7074928136126892826,24,7074928136126892826,original sound - cathyhkh,CathyH,6.80905415916336e+18,CathyH,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7074928132834233115.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/611efbd4a2b3cc0b9a53d3474625729e.json,False,False,[],0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
6,AU,7075642440543243521,1647426385,Fiji stand up 💕🇫🇯 #fijitiktok #djmix #kaivalagi #fijisongs #kvt_tiktok,6956048901690917889,Mistah Cee,"DJ📍Sydney, Australia
For all bookings & enquires 👇",0,False,https://www.tiktok.com/@mistah_cee/video/7075642440543243521?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075642440543243521&source=h5_m,552685,1095,1055,9997,65116,7075642442611362562,7075642442611362562,72,7075642442611362562,original sound - mistah_cee (Contains music from: Cori Mada Na Salusalu - Fiji Army),"Contains music from: ""Cori Mada Na Salusalu""",6.956048901690918e+18,Mistah Cee,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7075642449581951745.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/77246ef80f08b77a7b05ce94a2d88fd2.json,False,False,[],0,0,Fiji Army,Cori Mada Na Salusalu,original sound - mistah_cee (Contains music from: Cori Mada Na Salusalu - Fiji Army),"Contains music from: ""Cori Mada Na Salusalu""",Fiji,#fijitiktok #djmix #kaivalagi #fijisongs #kvt_tiktok,0,1,0,0,0,0,0,0,0,0
7,PH,7076002766975552795,1647510279,HAHAHA REAL OR FAKE?  🤪 Boring kasi pag traffic eh! Your 1st @ will do this ✨ Drive safely #Zaramon 😍 #fyp #zaralopez #viral,6790869847888643073,Zara lopez,"1/8 of Viva Hot Babes
Actress | Model 
For sponsorships
sweetreeces07@gmail.com",0,False,https://www.tiktok.com/@zaralopez999/video/7076002766975552795?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076002766975552795&source=h5_m,101333575,37360,26814,117441,5235552,6596673836274420486,6596673836274420486,72,6596673836274420486,Honking Challenge (Contains music from: Beep beep - Bytes),"Contains music from: ""Beep beep""",6.091431986912461e+16,Suleman Realtor DXB,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1610516073148421.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/09eed4293448f323b9ef300a7d937669.json,False,False,[],0,0,Bytes,Beep beep,Honking Challenge (Contains music from: Beep beep - Bytes),"Contains music from: ""Beep beep""",Fiji,#Zaramon #fyp #zaralopez #viral,0,0,0,0,0,1,0,0,1,0
0,FJ,7086374630419729665,1649925168,#captions @nehafj_,6800616928153404422,Neha Sharma,"💅🏼 fashion • fun • lifestyle 
 💉medical school
💌 nehafjsharma@gmail.com",0,False,https://www.tiktok.com/@nehafj_/video/7086374630419729665?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086374630419729665&source=h5_m,888037,113,532,5913,98003,6994468107465100033,6994468107465100033,72,6994468107465100033,original sound - ray.media,RAY.MEDIA,1.905340213013381e+17,RAY.MEDIA,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6994468043980032769.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/af5d68f9b75df2898ff8c9a981067214.json,False,False,[],0,0,,,,,Fiji,#captions,0,0,0,0,0,0,0,0,0,0
1,FJ,7091199669170081025,1651048585,Welcome to heaven• 😊 #fyp #foryoupage #fijitiktok #traveltiktok,6609385618810699781,Fiji i Love You 🤟🏽 🇫🇯,"Lifestyle Blogger 💁🏽‍♀️| Travel & Adventure ✈️ 🌺 Fiji Islands 🇫🇯•
🧿",0,False,https://www.tiktok.com/@fiji_i_love_you/video/7091199669170081025?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091199669170081025&source=h5_m,142929,17,43,171,6576,7025041963099409154,7025041963099409154,72,7025041963099409154,original sound - leca0319 (Contains music from: Touch It - KiDi),"Contains music from: ""Touch It""",6.799498563674031e+18,Carol,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7025041989456513793.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/be0cb2132ad6ad92ed8948e7a1083376.json,False,False,[],0,0,KiDi,Touch It,original sound - leca0319 (Contains music from: Touch It - KiDi),"Contains music from: ""Touch It""",Fiji,#fyp #foryoupage #fijitiktok #traveltiktok,0,1,0,1,0,1,0,0,0,0
2,US,7088903690937011499,1650514010, ,97614653324771328,Selena Gomez,REVELACIÓN is out now: http://smarturl.it/REVELACIONSG,0,False,https://www.tiktok.com/@selenagomez/video/7088903690937011499?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088903690937011499&source=h5_m,46041049,20612,91432,28144,6168789,6902943641598167813,6902943641598167813,72,6902943641598167813,original sound - tracydimarco,Tracy DiMarco,6.768968401794598e+18,Tracy DiMarco,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6902943706366692102.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/aea710e9888738ae226c5d8a75bb924f.json,False,False,[],0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
3,GB,7096944450076806406,1652386147,Shameless #recomendations #netflix #foyoupage #shameless,6922457277668803589,𝗇𝖾𝗍𝖿𝗅𝗂𝗑,Netflix shows/movies 💕✨🌿,0,False,https://www.tiktok.com/@netflix.moviesss3/video/7096944450076806406?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096944450076806406&source=h5_m,15503687,7354,3708,357,1804267,7096944430044760837,7096944430044760837,72,7096944430044760837,original sound - netflix.moviesss3,𝗇𝖾𝗍𝖿𝗅𝗂𝗑,6.922457277668804e+18,𝗇𝖾𝗍𝖿𝗅𝗂𝗑,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096944452304685829.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3c8df01c0efd5058f9473b8f0725997e.json,False,False,[],0,0,,,,,Fiji,#recomendations #netflix #foyoupage #shameless,0,0,0,0,0,0,0,0,0,0
4,DE,7085846353699409157,1649802168,Reply to @username72946 me vs my twin sis @notjuliagisella ✨#drawing #arttok #fyp #colourpencils,6816263266768733189,Julia Gisella,"Insta&YT👆🏻
💌 julia@kyra.com
Join my patreon here☺️👇",0,False,https://www.tiktok.com/@juliagisella/video/7085846353699409157?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085846353699409157&source=h5_m,36832206,73868,117938,2592,3843405,6808457731310094337,6808457731310094337,10033,6808457731310094337,Wildest Dreams,Duomo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/bc39672a1e7a4600ab594b21c4ebef06,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/06e3912968f3407685d38cb8b266814e,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1504307728', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Fiji,#drawing #arttok #fyp #colourpencils,0,0,0,0,0,1,0,0,0,0
5,VN,7094594290051026202,1651838955,🥴#DKawn,6925754997703623681,𝘿𝙆𝙖𝙬𝙣ッ,"Business ib Instagram ⬆️
Thanks 4M🖤
dkawnmusic@gmail.com
Instagram: dkawn_me",0,False,https://www.tiktok.com/@dkawn.me/video/7094594290051026202?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094594290051026202&source=h5_m,17963332,12996,44339,244741,2682903,7094594303535680283,7094594303535680283,24,7094594303535680283,original sound - dkawn.me,𝘿𝙆𝙖𝙬𝙣ッ,6.925754997703624e+18,𝘿𝙆𝙖𝙬𝙣ッ,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7094594326449146650.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/59b1fa81bf138ca7e9adf72c135c033f.json,False,False,[],0,0,,,,,Fiji,#DKawn,0,0,0,0,0,0,0,0,0,0
6,US,7072425809067216171,1646677455,You have your own sir! 🥺,6832705390443365381,Jaykindafunny,For More Muñañyo shi ↙️,0,False,https://www.tiktok.com/@jaykindafunny8/video/7072425809067216171?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072425809067216171&source=h5_m,41600242,17146,72090,34022,3111631,7072425759452777259,7072425759452777259,72,7072425759452777259,original sound - jaykindafunny8,Jaykindafunny,6.832705390443365e+18,Jaykindafunny,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072425798946294570.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d365b7231a0edf1b77baf08542c527ec.json,False,False,[],0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
7,MY,7074978824517160218,1647271874,hahahaha🤣🤣#funnyvideos #funny #cat#funnycats,7074574445357401089,Ťȋȋ₭ŤØØ₭ⒻɄɄⓃ,"Ꭻust for Fun
ℳake you Smile😂
ℋelp me subscribe❤️
My Youtube & IG😘
Thank Guys💕",0,False,https://www.tiktok.com/@tiiktookerr9/video/7074978824517160218?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074978824517160218&source=h5_m,97034050,30637,403705,698271,6815358,6920044332489771778,6920044332489771778,24,6920044332489771778,original sound - swieteniamofu234 (Contains music from: Percuma strings refix - Bytes),"Contains music from: ""Percuma strings refix""",6.805166067896649e+18,Ms.Mofu🦋,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6920044252235975426.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/31bdfb82adc6dbea06e2656147d7b9a4.json,False,False,[],0,0,Bytes,Percuma strings refix,original sound - swieteniamofu234 (Contains music from: Percuma strings refix - Bytes),"Contains music from: ""Percuma strings refix""",Fiji,#funnyvideos #funny #cat#funnycats,0,0,0,0,1,0,0,0,0,0
0,FJ,7091951394772602113,1651223610,I’m not single but this song tho😭🔥 #singlelivesmattertoo💀🤣 @JLO,6666098276528832518,Moon.Queen.of.the.Elves🧝‍♀️🌝,"🖤Dancer💃FootballGirl⚽️🖤BTS💜28
🥰1of the twins👭Jasipa💅SINGLE 4 Jimin💜",0,False,https://www.tiktok.com/@_dreiimond/video/7091951394772602113?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091951394772602113&source=h5_m,88705,51,8,301,7785,7087687131858062085,7087687131858062085,72,7087687131858062085,Love of My Life (Marry Me),d_puzzles,6.777888538614875e+18,d_puzzles,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087687136060656389.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fbeaa35201b2294f27917a14f16eebeb.json,False,False,[],0,0,,,,,Fiji,#singlelivesmattertoo💀🤣,0,0,0,0,0,0,0,0,0,0
1,FJ,7086670594019691778,1649994079,ohhh no #unexpected🤣🤣🤣 but e nice ehh😅😅😅#tiktokfjislands🇫🇯fyp,6869693718401074182,Nelly ft loddy🥰🤤,STARE HATERS!!👊❤🥵,0,False,https://www.tiktok.com/@nelznlodz/video/7086670594019691778?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086670594019691778&source=h5_m,152199,0,29,38,3841,7054467886286457602,7054467886286457602,72,7054467886286457602,original sound - blackcap_2,I gotchu🥵,6.866972542121887e+18,I gotchu🥵,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7054467906175847169.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/91523528ba8f852e63d63a5074a30423.json,False,False,[],0,0,,,,,Fiji,#unexpected🤣🤣🤣 #tiktokfjislands🇫🇯fyp,0,0,0,0,0,1,0,0,0,0
2,GB,7098706274761690374,1652796353,#uncharted #tomholland #movieclips #movie #filmclips #film #scene #fypシ #fyp #fy #foryou #foryoupage #foryourpage #clip #clips #viral #tiktok,7041105630857806853,MovieClips,"⬆️⬆️ Follow for more ⬆️⬆️🍿🎞🎬
Thank you for 100k🤩
🎯200k?🎯",0,False,https://www.tiktok.com/@movieclips.111/video/7098706274761690374?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098706274761690374&source=h5_m,15225005,3557,3935,7888,1504037,7098706266297600774,7098706266297600774,72,7098706266297600774,original sound - movieclips.111,MovieClips,7.041105630857807e+18,MovieClips,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098706254624836357.mp3,,False,False,[],0,0,,,,,Fiji,#uncharted #tomholland #movieclips #movie #filmclips #film #scene #fypシ #fyp #fy #foryou #foryoupage #foryourpage #clip #clips #viral #tiktok,0,0,1,1,0,1,1,0,1,0
3,AU,7102971292273495298,1653789382,Smoothest Jiggle Jiggle transition 😂🙏🏽 #jigglejiggle #mymoneydontjiggle #djremix #live #festival @Good Life Presents,6792172025965560837,DJHorizon,"📍 AUSTRALIA
🔌 SPAGS@LUCKYENT.COM
🔻 MY REMIXES",0,False,https://www.tiktok.com/@djhorizonaus/video/7102971292273495298?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102971292273495298&source=h5_m,415730,255,935,1234,47676,7102971252301712129,7102971252301712129,72,7102971252301712129,original sound - djhorizonaus,DJHorizon,6.792172025965561e+18,DJHorizon,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102971193019435777.mp3,,False,False,[],0,0,,,,,Fiji,#jigglejiggle #mymoneydontjiggle #djremix #live #festival,0,0,0,0,0,0,0,0,0,0
4,US,7100933218878197034,1653314854, ,7033780961532412933,80wvme0deb5,❤️ Share interesting things ❤️,0,False,https://www.tiktok.com/@80wvme0deb5/video/7100933218878197034?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100933218878197034&source=h5_m,8380256,8253,20429,21902,731273,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
5,GB,7092008330289286406,1651236867,#fyp #fypシ #fypage #fypシ゚viral #viral #viralvideo #virall #viraltiktok #illu #wow #funny #popular,6910511500496143362,Joe Horner,"Xbox name is XJH05
USE CODE OMF10 FOR 10% OF AT CHECKOUT GO TO👇",0,False,https://www.tiktok.com/@offical_omf/video/7092008330289286406?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092008330289286406&source=h5_m,11812147,11016,28451,53745,1002744,7092008285334801157,7092008285334801157,72,7092008285334801157,original sound - offical_omf,Joe Horner,6.910511500496143e+18,Joe Horner,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092008300023270149.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0ecae0b95f138e0137dee07619b46a18.json,False,False,[],0,0,,,,,Fiji,#fyp #fypシ #fypage #fypシ゚viral #viral #viralvideo #virall #viraltiktok #illu #wow #funny #popular,0,0,0,0,1,1,2,0,2,0
6,US,7095080917848493358,1651952257,I guess my husband didn’t like the picture?🙈😩 @therealhammytv,6757770926739162118,MRS_HAMMYTV,"Welcome to our chaos &
never taking life too seriously 😅👩🏻‍❤️‍👨🏻😘
#HAMFAM",0,False,https://www.tiktok.com/@mrs_hammytv/video/7095080917848493358?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095080917848493358&source=h5_m,39294922,27073,446050,1962,2031436,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
7,FR,7086752016805924102,1650013035,Attention femme méchante 😂#fypシ #pourtoi #muscularwoman #coach #blackwomanfitness #muscles #shape,6810834485560034309,Ines M,"🥇 EU Champion Streetlifting A. Classic 21’ 🇪🇸
💪🏾 PT/Coach
971-2 & 🇮🇳",0,False,https://www.tiktok.com/@inesm.tcs/video/7086752016805924102?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086752016805924102&source=h5_m,1674117,2201,2663,157,57703,7070211881109179138,7070211881109179138,72,7070211881109179138,they trunna be subway surf (Contains music from: go in - Heliqs),"Contains music from: ""go in""",7.01812634722386e+18,фэйри типо,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7070211868912913153.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c2106ba80d81666f2b40f75c4a9331da.json,False,False,[],0,0,Heliqs,go in,they trunna be subway surf (Contains music from: go in - Heliqs),"Contains music from: ""go in""",Fiji,#fypシ #pourtoi #muscularwoman #coach #blackwomanfitness #muscles #shape,0,0,0,0,0,0,1,0,0,0
0,FJ,7081501529525587201,1648790562,#fypシ,6877863688586445825,Nasty_marii_joanna!.,"IG- @mari_joanna.69_
typical fijian lady🥵 loves to get haters attention.",0,False,https://www.tiktok.com/@nasty_marii.69/video/7081501529525587201?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081501529525587201&source=h5_m,144487,260,84,9,4699,7077720348195982082,7077720348195982082,72,7077720348195982082,original sound - _matanitobua_ (Contains music from: Dilio - VT1S),"Contains music from: ""Dilio""",6.968032957723772e+18,_Matanitobua_,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7077720339819596546.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/20a031c8ffef9bfc287d15c6325f29a6.json,False,False,[],0,0,VT1S,Dilio,original sound - _matanitobua_ (Contains music from: Dilio - VT1S),"Contains music from: ""Dilio""",Fiji,#fypシ,0,0,0,0,0,0,1,0,0,0
1,FJ,7094493765859118338,1651815553,it was the beat one week ever 🥰🥰🥰🥰🥰,6741169779594544134,Tia Rokomatu,hawaii all the way 🥰🥰🥰,0,False,https://www.tiktok.com/@chichi57code/video/7094493765859118338?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094493765859118338&source=h5_m,61167,33,63,226,3286,7041517715005933570,7041517715005933570,10033,7041517715005933570,Mi Amor,Marioo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/dd4e5577dca043859dae8c8ecf4a6f07,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9410981b4a3c4b44b7af421d12d27acb,False,True,[],0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
2,US,7097421862317165870,1652497301,He just look so confused😭😭😭#LENOVOJUSTBEYOU #fypシ #foryoupage #qaundaledingle,6958267149849494534,Ej,,0,False,https://www.tiktok.com/@itzjussejj/video/7097421862317165870?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097421862317165870&source=h5_m,12323112,12566,29104,17782,1876469,7097421833758083882,7097421833758083882,72,7097421833758083882,original sound - itzjussejj (Contains music from: Ah Eh (What You Doing With That Uh Uh) - Dubskie),"Contains music from: ""Ah Eh (What You Doing With That Uh Uh)""",6.958267149849495e+18,Ej,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7097421855346281259.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/862ac22248b4b2feb953d2ffe77ebf03.json,False,False,[],0,0,Dubskie,Ah Eh (What You Doing With That Uh Uh),original sound - itzjussejj (Contains music from: Ah Eh (What You Doing With That Uh Uh) - Dubskie),"Contains music from: ""Ah Eh (What You Doing With That Uh Uh)""",Fiji,#LENOVOJUSTBEYOU #fypシ #foryoupage #qaundaledingle,0,0,0,1,0,0,1,0,0,0
3,US,7087638043682721067,1650219329,#distorted #bestiesforever #blowup #tagthem❤️  byeee!,7005307558454379525,༒ꨄChelsꨄ༒,"☆𝓟𝓻𝓮𝓹𝓹𝔂☆
  ♡︎𝓗𝓪𝓿𝓮 . 𝓖𝓸𝓸𝓭 𝓭𝓪𝔂♡
  ♡𝓙𝓸𝓪𝓵-100𝓴♡
  🫶🏻",0,False,https://www.tiktok.com/@hey_besties270/video/7087638043682721067?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087638043682721067&source=h5_m,8042189,23491,24043,35613,448274,7035450902429371142,7035450902429371142,72,7035450902429371142,original sound - jessicakocher87 (Contains music from: TWINNEM - Remix - Coi Leray),"Contains music from: ""TWINNEM - Remix""",6.84055809340883e+18,Jessica Kocher 🖤,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7035451006204775174.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bd9b299144c55cb50d7c6c5d52ed7c63.json,False,False,[],0,0,Coi Leray,TWINNEM - Remix,original sound - jessicakocher87 (Contains music from: TWINNEM - Remix - Coi Leray),"Contains music from: ""TWINNEM - Remix""",Fiji,#distorted #bestiesforever #blowup #tagthem❤️,0,0,0,0,0,0,0,0,0,0
4,US,7083626224890727722,1649285254,NEW #tutorial 🧙‍♀️😍 posting results before you can say HARRY POTTER 🤣,6783416556787876870,Taylor Red,"IG-taylorredmusic SC-taylorred_music 
contact@taylorredmusic.com
👇4M on YT 🎥👇",0,False,https://www.tiktok.com/@taylorred/video/7083626224890727722?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083626224890727722&source=h5_m,94086518,6199,2896,3423,6077822,7083626216246479662,7083626216246479662,72,7083626216246479662,original sound - taylorred,Taylor Red,6.783416556787877e+18,Taylor Red,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7083626232654449450.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/04f2f7b1b3cce59abe352ade8f795d9c.json,False,False,[],0,0,,,,,Fiji,#tutorial,0,0,0,0,0,0,0,0,0,0
5,US,7098733600991939883,1652802715,"No matter what, get to the finish line. @Damian Burris #motivation #inspiration #success",6741884267766891525,Wealth,"Helping YOU become the best version of yourself!
Follow Our Instagram ⬇️",0,False,https://www.tiktok.com/@wealth/video/7098733600991939883?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098733600991939883&source=h5_m,7952831,1044,28226,76287,412501,7098733483564141358,7098733483564141358,72,7098733483564141358,original sound - wealth,Wealth,6.741884267766892e+18,Wealth,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098733585569499947.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/0a37112a659d2d894e2d544895befbdb.json,False,False,[],0,0,,,,,Fiji,#motivation #inspiration #success,0,0,0,0,0,0,0,0,0,0
6,US,7095066458471812395,1651948891, ,6547329586299699201,Lisbeth_3,,0,False,https://www.tiktok.com/@ismelda_2/video/7095066458471812395?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095066458471812395&source=h5_m,1430963,333,8194,9306,90143,7092175253186644778,7092175253186644778,72,7092175253186644778,original sound - heartcalling,🖤🤍Heart Calling 🤍🖤,6.96481957057405e+18,🖤🤍Heart Calling 🤍🖤,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092175274892299054.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/b0a5878f371263b889043ea1a760c455.json,False,False,[],0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
7,DE,7097471466966486278,1652508857,…in my imagination,6972578704791421958,gibgassmann,"95% humor 
6% math",0,False,https://www.tiktok.com/@lady_commissioner/video/7097471466966486278?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097471466966486278&source=h5_m,28909522,22678,32979,760,3066622,6920684604005403398,6920684604005403398,72,6920684604005403398,"BEE GEES VS 50 cent (Contains music from: Stayin' Alive - From ""Saturday Night Fever"" Soundtrack - Bee Gees)","Contains music from: ""Stayin' Alive - From ""Saturday Night Fever"" Soundtrack""",6.873252360446166e+18,EZ,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6990286175609146114.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/65f57edfab659477b10db10049db9f83.json,False,False,[],0,0,Bee Gees,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack","BEE GEES VS 50 cent (Contains music from: Stayin' Alive - From ""Saturday Night Fever"" Soundtrack - Bee Gees)","Contains music from: ""Stayin' Alive - From ""Saturday Night Fever"" Soundtrack""",Fiji,,0,0,0,0,0,0,0,0,0,0
