,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypage,hash_fypシ,hash_protebe,hash_trend,hash_viral
3,GB,7100652948232998149,1653249599,Someone gotta let me knowww 😳 #fyp #foryou #prank #funny #xyzbca #viral #mohibsheraz,118964842803216384,mohibsheraz,"Follow the gram ❤️
New video every day at 5pm  
millie@edhopkinspr.co.uk 📨",0,False,https://www.tiktok.com/@mohibsheraz/video/7100652948232998149?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100652948232998149&source=h5_m,1490493,6704,2074,3243,112513,7100653252072819462,7100653252072819462,72,7100653252072819462,original sound - mohibsheraz,mohibsheraz,1.1896484280321638e+17,mohibsheraz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100653252894657286.mp3,,False,False,,,,,[],0,0,Czech Republic,#fyp #foryou #prank #funny #xyzbca #viral #mohibsheraz,1,0,1,0,1,0,0,0,0,1
4,CZ,7087456335092108549,1650177025,"argumenty pro nižší lidi- doufám, že se líbí. !! JE TO MŮJ NÁZOR!! další: argumenty pro nižší lidi. #foryou #kajamelio #rady #argumenty #fy #fypage #fyp #fypシ",7081948617116894213,rady a tipy pro všechny,"rady a tipy
pro všechny!",0,False,https://www.tiktok.com/@rady.a.tipyy/video/7087456335092108549?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087456335092108549&source=h5_m,229572,473,139,168,23856,7087456290636614405,7087456290636614405,72,7087456290636614405,original sound - rady.a.tipyy,rady a tipy pro všechny,7.081948617116894e+18,rady a tipy pro všechny,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087456307036343046.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6a0682ea2f6279bd0046224fa89b3f94.json,False,False,,,,,[],0,0,Czech Republic,#foryou #kajamelio #rady #argumenty #fy #fypage #fyp #fypシ,1,0,0,1,1,1,1,0,0,0
5,SK,7072000901988355333,1646578523,Matematika 😭 #cesi #cesko #slovensko #ukraine #preteba #nora #test,7025570312033911814,barbieandraquell,"Určite nezabudni kliknut sem hore⬆️  
A sem dole si kuknut videjka ⬇️",0,False,https://www.tiktok.com/@barbieandraquell/video/7072000901988355333?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072000901988355333&source=h5_m,519091,737,1336,2153,56711,7072000884338658054,7072000884338658054,72,7072000884338658054,original sound - barbieandraquell,barbieandraquell,7.025570312033912e+18,barbieandraquell,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072000870514281222.mp3,,False,False,,,,,[],0,0,Czech Republic,#cesi #cesko #slovensko #ukraine #preteba #nora #test,0,0,0,0,0,0,0,0,0,0
6,CZ,7095801243452443910,1652119972,označ @ chábry ❤️#fyp #protebe #foryou #foryourpage,6995501344112067589,flexybabka,POVINNĚ SLEDUJTE MŮJ INSTAGRAM @flexybabka 👈🏻 ROZJÍŽDÍM TAM BOMBY 😎😼,0,False,https://www.tiktok.com/@flexybabka/video/7095801243452443910?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095801243452443910&source=h5_m,440480,348,279,480,31053,7074568133306026757,7074568133306026757,72,7074568133306026757,original sound - sarajand (Contains music from: Hannah Montana - Calin),"Contains music from: ""Hannah Montana""",26713205.0,sara,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074568145167829765.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/af2a8faa3149ba9de62e3478266bb3be.json,False,False,Calin,Hannah Montana,original sound - sarajand (Contains music from: Hannah Montana - Calin),"Contains music from: ""Hannah Montana""",[],0,0,Czech Republic,#fyp #protebe #foryou #foryourpage,1,0,0,0,1,0,0,1,0,0
7,DE,7101284919082568965,1653396742,#foryou #fürdich #funny #laugh #meme,7085337084998779910,fuunyvideos1_,"If you laugh you lose 🔥😂
🔥Follow for more funny videos 🔥",0,False,https://www.tiktok.com/@fuunyvideos1_/video/7101284919082568965?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101284919082568965&source=h5_m,4195213,4865,17196,609,388286,7101284905593604870,7101284905593604870,72,7101284905593604870,original sound - fuunyvideos1_ (Contains music from: Risa Loca TikTok Drill - CaviarFlow),"Contains music from: ""Risa Loca TikTok Drill""",7.08533708499878e+18,fuunyvideos1_,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101284890519309061.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e3e448c170de3869bd59ae31aed1af78.json,False,False,CaviarFlow,Risa Loca TikTok Drill,original sound - fuunyvideos1_ (Contains music from: Risa Loca TikTok Drill - CaviarFlow),"Contains music from: ""Risa Loca TikTok Drill""",[],0,0,Czech Republic,#foryou #fürdich #funny #laugh #meme,1,0,1,0,0,0,0,0,0,0
0,CZ,7072004279288073478,1646579310,When someone talks about what was before...,7034988869850973189,☽︎𝐌𝐞𝐥𝐮𝐬𝐢𝐧☾︎,Prostě holka co má mentální zdraví v pici,0,False,https://www.tiktok.com/@suicidal_witch_melusin/video/7072004279288073478?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072004279288073478&source=h5_m,881,2,0,0,70,7041476153470651142,7041476153470651142,72,7041476153470651142,saddddd,A•L•€•X 🫀,6.612602884347691e+18,A•L•€•X 🫀,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7068977069408996101.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/14f3a94c19c3e2c9e6023ea3f3a1ed53.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
1,CZ,7100513796766043397,1653217200,"Kolik myslíte, že to stálo? 😂💰",6808468830311744518,POLČI,"Nejlepší ČR show na TikToku🇨🇿
Rapuju a mám Terminator ruku🦾
Čekni nový klip👇",0,False,https://www.tiktok.com/@lukas_polci_polcak/video/7100513796766043397?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100513796766043397&source=h5_m,1171413,392,461,1437,65604,6732536571318257666,6732536571318257666,10033,6732536571318257666,Funny Song,Cavendish Music,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/da56f6ac11374919bbc0e80be23f547f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c7234d4c6fed480998d07df5f912c333,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1571875728', 'external_song_key': 'apple_song_id'}]",0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
2,DE,7097158721989643526,1652436038,Other people vs. Me: #yzfamily cr @Akshay 🐼,6717651461067604997,YZ,"Spreading good vibes, love and happiness since 1998 ✨💝
📧younes@totallymgmt.com",0,False,https://www.tiktok.com/@youneszarou/video/7097158721989643526?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097158721989643526&source=h5_m,9401751,1169,929,366,515314,7097158686942038790,7097158686942038790,72,7097158686942038790,original sound - youneszarou (Contains music from: น้ำแดงน้ำส้ม (Nam Dang Nam Som) (Slowed) - SpaDJ),"Contains music from: ""น้ำแดงน้ำส้ม (Nam Dang Nam Som) (Slowed)""",6.717651461067605e+18,YZ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097158713827412742.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f3ce43560f8c9ceb5f6a89ecbc2ce8c4.json,False,False,SpaDJ,น้ำแดงน้ำส้ม (Nam Dang Nam Som) (Slowed),original sound - youneszarou (Contains music from: น้ำแดงน้ำส้ม (Nam Dang Nam Som) (Slowed) - SpaDJ),"Contains music from: ""น้ำแดงน้ำส้ม (Nam Dang Nam Som) (Slowed)""",[],0,0,Czech Republic,#yzfamily,0,0,0,0,0,0,0,0,0,0
3,CZ,7102831729651518725,1653756885,Toxic study habit to avoid during exam season. #fyp #study #studyhabits,7015240608122471429,study.future,"study motivation | quotes 
use code STUDYFUTURE for 10% off your pocket printer!",0,False,https://www.tiktok.com/@study.future/video/7102831729651518725?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102831729651518725&source=h5_m,246799,171,292,1334,58144,7089265858454981422,7089265858454981422,72,7089265858454981422,House of Memories with guitar christianrlocke (Contains music from: How - Legacy Hits),"Contains music from: ""How""",6.711890683365508e+18,Christian,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7089270214277483310.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/882c380e4106038fef29a4219687fdc0.json,False,False,Legacy Hits,How,House of Memories with guitar christianrlocke (Contains music from: How - Legacy Hits),"Contains music from: ""How""",[],0,0,Czech Republic,#fyp #study #studyhabits,0,0,0,0,1,0,0,0,0,0
4,CZ,7096908209352445189,1652377708,Vyžehleno @Angee 💞🕊,25020260,Adam Kajumi 🇨🇿,"Currently in 🇨🇿
adkajumi@gmail.com 📩
Come live and get 1000 followers🙏🏽",0,False,https://www.tiktok.com/@adamkajumi/video/7096908209352445189?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096908209352445189&source=h5_m,537841,327,191,347,42882,7096908183863577350,7096908183863577350,72,7096908183863577350,original sound - adamkajumi,Adam Kajumi 🇨🇿,25020260.0,Adam Kajumi 🇨🇿,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096908187013516037.mp3,,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
5,CZ,7102743340105452805,1653736307,Nezapomeň si to uložit haha📈 #foryou#fypシ#hah#oujes#girl#2022#🧚,6975968272903488518,🐉,"• vítej  haha •
7k 🫡",0,False,https://www.tiktok.com/@mrazzkaa/video/7102743340105452805?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102743340105452805&source=h5_m,115107,57,183,1159,15966,7074147247822965506,7074147247822965506,24,7074147247822965506,original sound - euphxxor,да ну его,7.050376239894791e+18,да ну его,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7074147227802929921.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1fe3ed9d0d1ffaf28dd103065f08a397.json,False,False,,,,,[],0,0,Czech Republic,#foryou#fypシ#hah#oujes#girl#2022#🧚,1,0,0,0,0,0,1,0,0,0
6,US,7101739556604595502,1653502593, ,7099003661279380522,Lindy and Jlo 🇺🇸,,0,False,https://www.tiktok.com/@mamalindy1204/video/7101739556604595502?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101739556604595502&source=h5_m,3734198,165,200,311,100676,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
7,MX,7097102273561513221,1652422894, ,6592758617698549766,Sam López,Hablemos por Instagram 👆🏼👆🏼,0,False,https://www.tiktok.com/@sam.lopezs/video/7097102273561513221?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097102273561513221&source=h5_m,12781390,11581,37711,2249,1391161,7097102186827614981,7097102186827614981,72,7097102186827614981,original sound - sam.lopezs,Sam López,6.59275861769855e+18,Sam López,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097102185019853574.mp3,,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
0,US,7100291316910656774,1653165399,Pasta with cheese please 🍝 #iihfworlds #2022iihfworlds #czechia #hockey,6772570318924366854,IIHFhockey,The home of hockey for #IIHFWorlds #WomensWorlds #WorldJuniors and #U18Worlds,0,False,https://www.tiktok.com/@iihfhockey/video/7100291316910656774?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100291316910656774&source=h5_m,1877954,736,676,1136,122273,7002050573671353094,7002050573671353094,72,7002050573671353094,pepas x memories juan diego viteri (Contains music from: Memories (feat. Kid Cudi) [Extended] - David Guetta),"Contains music from: ""Memories (feat. Kid Cudi) [Extended]""",6.789005471694767e+18,Juan Diego Viteri,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7002050730844556037.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/126f4f8e08d3dbd5756cc2c128c42565.json,False,False,David Guetta,Memories (feat. Kid Cudi) [Extended],pepas x memories juan diego viteri (Contains music from: Memories (feat. Kid Cudi) [Extended] - David Guetta),"Contains music from: ""Memories (feat. Kid Cudi) [Extended]""",[],0,0,Czech Republic,#iihfworlds #2022iihfworlds #czechia #hockey,0,0,0,0,0,0,0,0,0,0
1,CZ,7092815854324305158,1651424883,3. V @ bude do 3. Let těhotný😛 Sleduj Ig Honzimichalek⚠️ credit: random týpek z Ameriky,61712284686753792,Honza Michálek,"SLEDUJ IG @honzimichalek♥️ máš follow
📩Honza.michalek22@seznam.cz📩
  NEW VIDEO",0,False,https://www.tiktok.com/@honzimichalek/video/7092815854324305158?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092815854324305158&source=h5_m,844563,3375,558,1088,108794,7092815867532069637,7092815867532069637,72,7092815867532069637,original sound - honzimichalek,Honza Michálek,6.171228468675379e+16,Honza Michálek,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092815865980914438.mp3,,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
2,KW,7103348027842104578,1653877096, ,7103246521869091842,Nothing,,0,False,https://www.tiktok.com/@_.1i1i_/video/7103348027842104578?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103348027842104578&source=h5_m,1592744,302,2443,2906,161246,7052425323090070277,7052425323090070277,72,7052425323090070277,original sound - 00h.88m,Gui,7.011692524067833e+18,Gui,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7052425349879073542.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/91fbc26655625a143e825ce642aded90.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
3,CZ,7102363837457861893,1653647947,#strangerthings4 ❤️,6956512194780627973,Blázínkům patří svět,Lets be wild together,0,False,https://www.tiktok.com/@blazinkumpatrisvet/video/7102363837457861893?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102363837457861893&source=h5_m,215993,821,90,308,28245,7083171885895387910,7083171885895387910,72,7083171885895387910,original sound - nightcore444sounds,444,7.082424408765384e+18,444,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083171873894288133.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/df9f247fc9c4003ed49f95e9426d43b5.json,False,False,,,,,[],0,0,Czech Republic,#strangerthings4,0,0,0,0,0,0,0,0,0,0
4,CZ,7098728305012051206,1652801482,#foryou #fyp #protebe #czech #czechrepublic #youtuber #sofie #fail #viral #trending,6818430605803406338,Neflexim,"15k? 🔥👌
Fun fact N.O.C",0,False,https://www.tiktok.com/@br0ken_system/video/7098728305012051206?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098728305012051206&source=h5_m,657154,700,55,594,80308,7098728289356729094,7098728289356729094,72,7098728289356729094,original sound - br0ken_system,Neflexim,6.818430605803406e+18,Neflexim,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098728305351740166.mp3,,False,False,,,,,[],0,0,Czech Republic,#foryou #fyp #protebe #czech #czechrepublic #youtuber #sofie #fail #viral #trending,1,0,0,0,1,0,0,1,0,1
5,CZ,7100231394982399237,1653151450,Kolik už máte štípanců ? Já 6  #samuelsamake #fakebody⚠️ #fakeblood,138855160017186816,Samuel Samake,"🇸🇳🇨🇿 | 19 yo |📍 Prague 
 samuelsamake@welovefun.cz
⬇️KDE JSEM TAKY ?⬇️",0,False,https://www.tiktok.com/@samuelsamake/video/7100231394982399237?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100231394982399237&source=h5_m,285807,202,147,372,30073,6916184436459916038,6916184436459916038,72,6916184436459916038,original sound - heyitsdanielslovak,Danny 🏳️‍🌈💕,2.126849463673692e+17,Danny 🏳️‍🌈💕,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6916184413986507526.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/643ebae3e45ff36e4d91f80113a232bc.json,False,False,,,,,[],0,0,Czech Republic,#samuelsamake #fakebody⚠️ #fakeblood,0,0,0,0,0,0,0,0,0,0
6,CZ,7093532036656418053,1651591632,Jde nám to ? @✨Lyubov103  ✨ 😂😂 IG-_luktuma__ #luktuma,27205449,Lukáš Tuma,"Ig-_luktuma__
Spolupráce- lukastuma10@gmail.com",0,False,https://www.tiktok.com/@luktuma/video/7093532036656418053?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093532036656418053&source=h5_m,724354,925,334,1619,103374,7082084766517824261,7082084766517824261,72,7082084766517824261,Nn (Contains music from: Love Story - Indila),"Contains music from: ""Love Story""",6.954453706083534e+18,.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082084769500039942.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ad06f468364f6873b81bb545d33de4e4.json,False,False,Indila,Love Story,Nn (Contains music from: Love Story - Indila),"Contains music from: ""Love Story""",[],0,0,Czech Republic,#luktuma,0,0,0,0,0,0,0,0,0,0
7,ES,7103143018198355205,1653829364,🎭 | 🎥 @halcyonphoto | #jdm #cars #mafia #vibes #edit #viral #trending #parati #fyp #fypシ #lentejas #teamfx⚜️,7005155436963005446,𝐂𝐇𝐑𝐈𝐒𝐓,"TeamFX⚜️
-Car edits 😃🍀
396K❤️400K?
[Everyone have a good time]
·Car Music 👇🏻",0,False,https://www.tiktok.com/@editsbychrist/video/7103143018198355205?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103143018198355205&source=h5_m,1029056,500,1260,4885,198502,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Czech Republic,#jdm #cars #mafia #vibes #edit #viral #trending #parati #fyp #fypシ #lentejas #teamfx⚜️,0,0,0,0,1,0,1,0,0,1
0,CZ,7087879618069302533,1650275575, ,7012589349410391045,andretravelerofficial,"IG: andretravelerr
YouTube: Andre Traveler",0,False,https://www.tiktok.com/@andretravelerofficial/video/7087879618069302533?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087879618069302533&source=h5_m,936584,1354,4288,5978,112660,7087879578055641861,7087879578055641861,72,7087879578055641861,original sound - andretravelerofficial,andretravelerofficial,7.012589349410391e+18,andretravelerofficial,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087879555587836677.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/71882679a162c0791745a1b1c94f0d43.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
1,US,7094187452415446315,1651744237,"Voice of Cats audition, part 1 (bear🐻version)#catsoftiktok #cutecat #catlover #cat",6916916958085792774,Cash,"Helloew everyone, I'm talktive💰Cash and 💶Euro is my girl. 
Living in 📍L.A.",0,False,https://www.tiktok.com/@meow__cash/video/7094187452415446315?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094187452415446315&source=h5_m,13020485,27753,115094,2494,2843832,7094187161171266350,7094187161171266350,72,7094187161171266350,original sound - meow__cash,Cash,6.916916958085793e+18,Cash,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7094187383339404075.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/4f626332c7b4e3beda35705150a54fcd.json,False,False,,,,,[],0,0,Czech Republic,#catsoftiktok #cutecat #catlover #cat,0,0,0,0,0,0,0,0,0,0
2,DE,7095425899062971654,1652032580,#pov Ich beschütze dich vor deinem neuen Freund der wieder ausrastet weil er zu viel getrunken hat.@ellie_mirelli  #max18 #viral #acting #Love #couple,185528195281051648,Maximilian🤍,"Wer bist du?🧐
Twitch: @Imarealmax 💩
Koop/ Max@beacreator.de",0,False,https://www.tiktok.com/@imarealmax/video/7095425899062971654?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095425899062971654&source=h5_m,12635951,10379,7445,175,1468354,275519280505520128,275519280505520128,72,275519280505520128,original sound - fatii.elizalde,fati elizalde,2.3529639677682074e+17,fati elizalde,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6882100042719628038.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/46bfce40e47dff5921bfb132181faeca.json,False,False,,,,,[],0,0,Czech Republic,#pov #max18 #viral #acting #Love #couple,0,0,0,0,0,0,0,0,0,1
3,CZ,7099920234609413382,1653079000,Odpovědět @moje_ruzna_dobrodruzstvy,164589589804855296,a d e l a,"18 y. 
taurus 
ig: panuskaaduska",0,False,https://www.tiktok.com/@panuskaaduska/video/7099920234609413382?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099920234609413382&source=h5_m,257065,263,32,125,32555,7099920224271190790,7099920224271190790,72,7099920224271190790,original sound - panuskaaduska,a d e l a,1.645895898048553e+17,a d e l a,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099920232612989701.mp3,,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
4,CZ,7099823698458234118,1653056524, ,7099808823565206534,Alex Sigut,,0,False,https://www.tiktok.com/@alex.livee/video/7099823698458234118?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099823698458234118&source=h5_m,286493,199,202,2,20027,7080413240072751878,7080413240072751878,72,7080413240072751878,original sound - czechrap_edits (Contains music from: Hannah Montana - Calin),"Contains music from: ""Hannah Montana""",7.064620877435176e+18,🦋✨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080413265901275910.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/75b348737ca401374c03215b7f4f7b9b.json,False,False,Calin,Hannah Montana,original sound - czechrap_edits (Contains music from: Hannah Montana - Calin),"Contains music from: ""Hannah Montana""",[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
5,CZ,7101631818033564933,1653477511,MÁMA JELA NA NÁKUP A CHTĚLA PŮJČIT SKATE #fyp #foryourpage #foryou #skatetok #skateboarding #protebe,6694631308141888517,Martin Pek,"Skateboarding, lifehacky a NO STRESS 😮‍💨
👇🏻MŮJ SKATE NAJDEŠ V ODKAZU😎👇🏻",0,False,https://www.tiktok.com/@martinpek/video/7101631818033564933?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101631818033564933&source=h5_m,218946,475,581,2,44495,6506665225173732099,6506665225173732099,22,6506665225173732099,Boss,Lil Pump,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ba61a72cae884b3d8da8bf046a87e003,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/25c8c9d137e94400a0f2f7f1da891bc5,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1292382022', 'external_song_key': 'apple_song_id'}]",0,0,Czech Republic,#fyp #foryourpage #foryou #skatetok #skateboarding #protebe,1,0,0,0,1,0,0,1,0,0
6,US,7080691809428573441,1648602036,#asmr #asmrsounds #iceball,6945870964732675074,🦁 Alina Beskrovnaya 🦁,"Стрим в 23:00 (30.05) по МСК
Stream at 04:00 pm (05.30) NY

👇🏻 SUPPORT👇🏻",0,False,https://www.tiktok.com/@beskrovna_asmr/video/7080691809428573441?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080691809428573441&source=h5_m,846504,366,154,9,66949,7080691762821384961,7080691762821384961,72,7080691762821384961,original sound - beskrovna_asmr,🦁 Alina Beskrovnaya 🦁,6.945870964732675e+18,🦁 Alina Beskrovnaya 🦁,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7080691603840535298.mp3,,False,False,,,,,[],0,0,Czech Republic,#asmr #asmrsounds #iceball,0,0,0,0,0,0,0,0,0,0
7,MX,7101644547905572102,1653480474, ,7101642090127655941,👄 You Like My B1O 💖,😚 You Like It 👇,0,False,https://www.tiktok.com/@sscprg/video/7101644547905572102?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101644547905572102&source=h5_m,2267223,187,2212,842,45267,7094179885190908678,7094179885190908678,72,7094179885190908678,original sound - vvcstk,Tik Toker,7.094174843196868e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094179932762295046.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8cab0bac42836768496beb1b0dc43785.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
