,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_angola,hash_foryou,hash_foryoupage,hash_fy,hash_fyp,hash_fypシ,hash_tiktok,hash_tiktokangola,hash_truthbetold,hash_viral
2,IE,7071262111623630086,1646406510,🤣🇮🇪🍀 #foryoupage #MomsofTikTok #irish #ireland #kids #birthday,6822382847107040261,Donna Jacobs Mammy ☘️,"🇮🇪☘️ My funny little old soul ☘️🇮🇪
Follow us on Instagram 📷 jacobs_mammy",0,False,https://www.tiktok.com/@keepupwithjacob/video/7071262111623630086?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071262111623630086&source=h5_m,86258049,85679,353451,353805,11296667,7071262095039318789,7071262095039318789,72,7071262095039318789,original sound - keepupwithjacob,Donna Jacobs Mammy ☘️,6.82238284710704e+18,Donna Jacobs Mammy ☘️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071262116766452485.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/42ab9598121f37db944afaf8a3127df8.json,False,False,,,,,[],0,0,Angola,#foryoupage #MomsofTikTok #irish #ireland #kids #birthday,0,0,1,0,0,0,0,0,0,0
3,BR,7098693475532557574,1652793373,"Bom dia tudo bem? Vim trazer dicas, conhecimentos para as tentantes, sei bem como é frustrante estar nas tentativas, mas  acalma seu coração, vou dar dicas e fazer todo passo a passo para entenderem, eu amo esse assunto.  Venham comigo, curta mto e segui a página para eu sempre atualizar as novidades 💋 Vamos enfrentar esse momento juntas... #maternidade #tentantes #tentante2022🤰 #fé #foco #foryou #foryoupage #vamosvencerjuntos #fecundacao #RealTalkWithCharmee",7098690156794725382,AjudaParaTentantes,"Olá...
Vamos tomar um☕️ 
Dicas para tentantes🤰🏼.
Posso te ajudar🙋🏼‍♀️.
💞💋",0,False,https://www.tiktok.com/@ajudaparatentantes/video/7098693475532557574?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098693475532557574&source=h5_m,3627667,8901,5988,16328,325054,6696375008014371585,6696375008014371585,141,6696375008014371585,Countless,Official Sound Studio,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1ab7d66c399c47b3b2f66d32186a5568,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/610ae492c6bd4b18ba9e93603e28b70d,False,True,,,,,[],1691760520411138,0,Angola,#maternidade #tentantes #tentante2022🤰 #fé #foco #foryou #foryoupage #vamosvencerjuntos #fecundacao #RealTalkWithCharmee,0,1,1,0,0,0,0,0,0,0
4,BR,7102516019574361349,1653683378,O que aconteceu aqui?? 🤣📦 #viral,6676288821690680325,pedrinhuol,"📤 contatopedrinhuol@gmail.com
📦 MAIS SOBRE A CAIXA MÁGICA",0,False,https://www.tiktok.com/@pedrinhuol/video/7102516019574361349?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102516019574361349&source=h5_m,4096520,2132,810,1966,606665,7102516063040981766,7102516063040981766,72,7102516063040981766,original sound - pedrinhuol,pedrinhuol,6.67628882169068e+18,pedrinhuol,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102516065267469062.mp3,,False,False,,,,,[],0,0,Angola,#viral,0,0,0,0,0,0,0,0,0,1
5,AO,7100283890249583878,1653163670,Obviamente que eu tinha que dublar este áudio de uma forma diferente 😌😌💙 @AteliêdapequenaNeves  #fy  #fyp #dublagem #trending,2511586,Timira Santos Andrade,"•Atriz, Modelo, Cantora, Escritora (a arte em pessoa)
🇿🇦•🇦🇴",0,False,https://www.tiktok.com/@timirasantosandra/video/7100283890249583878?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100283890249583878&source=h5_m,89639,87,39,620,6950,7097353009151101702,7097353009151101702,72,7097353009151101702,original sound - bseven.ayam,Bseven🇯🇲,6.886938131368035e+18,Bseven🇯🇲,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097352485136108294.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1b1cde3a55376b61346e61ffc83e1e0b.json,False,False,,,,,[],0,0,Angola,#fy #fyp #dublagem #trending,0,0,0,1,1,0,0,0,0,0
6,AO,7087540047305641221,1650196514,#vaiprofycaramba #vaiprofycaramba #fypシ #fyyyyyyyyyyyyyyyy #viraltiktok #cocacola_064 #virall,6830782766503724034,Coca-Cola oficial,"bem vindo 
1-me segue que eu também te sigo 
2-comenta que eu respondo
meta ³⁰⁰⁰",0,False,https://www.tiktok.com/@cocacola_064/video/7087540047305641221?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087540047305641221&source=h5_m,184921,27,513,5447,4586,7077394432168888321,7077394432168888321,10033,7077394432168888321,Emcimbini (Nery pro Remake),Nery Pro,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e40dec2908bb49cfbce9d17738063cc6,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cfc1eab0dfa44c7fae15423f4121411d,False,True,,,,,[],0,0,Angola,#vaiprofycaramba #vaiprofycaramba #fypシ #fyyyyyyyyyyyyyyyy #viraltiktok #cocacola_064 #virall,0,0,0,0,0,1,0,0,0,0
7,US,7098752674631388458,1652807156,The glow up 😍😍😍 #relationshipgoals #couples #pov #fyp #viral,6800115885517816837,ZANDRIADAVEY,"YT:ZANDRIAANDDAVEY 
Ig:zan_day4L.
GOD💕
FL🌴
Subscribe ⬇️ New video 🔽",0,False,https://www.tiktok.com/@zandriadavey/video/7098752674631388458?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098752674631388458&source=h5_m,999757,310,265,2075,48338,6820816516800334597,6820816516800334597,72,6820816516800334597,yalllookthesame (Contains music from: 6 Jandi Kro Yaar - Lil.Man),"Contains music from: ""6 Jandi Kro Yaar""",6.8159869955063e+18,🌛,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/01b263b083c5c8ad9ea24956992228da.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5d16631f39e6b7f033025daa496e1dee.json,False,False,Lil.Man,6 Jandi Kro Yaar,yalllookthesame (Contains music from: 6 Jandi Kro Yaar - Lil.Man),"Contains music from: ""6 Jandi Kro Yaar""",[],0,0,Angola,#relationshipgoals #couples #pov #fyp #viral,0,0,0,0,1,0,0,0,0,1
0,AO,7074573598643522822,1647177526, ,6909521471401182213,Mufete de Frango,"“Venha aprender a viver em comunidade, vota no 2”
-Mufete de Frango🤡🇦🇴♥️",0,False,https://www.tiktok.com/@mufetedefrango_/video/7074573598643522822?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074573598643522822&source=h5_m,56233,62,222,1293,3952,7074573567577033477,7074573567577033477,72,7074573567577033477,original sound - mufetedefrango_,Mufete de Frango,6.909521471401182e+18,Mufete de Frango,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074573566754261766.mp3,,False,False,,,,,[],0,0,Angola,,0,0,0,0,0,0,0,0,0,0
1,BR,7098824231923748101,1652823817,#models vs #celebrities,7077789867400283142,Icon Moments,fashion and models,0,False,https://www.tiktok.com/@iconmomentss/video/7098824231923748101?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098824231923748101&source=h5_m,15700368,1378,967,5537,2065515,6924866031743765253,6924866031743765253,72,6924866031743765253,original sound - djprecise,DJ Precise,6.780923368507868e+18,DJ Precise,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6924866035933842182.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3385897ee2609c61c7c9024e8a8215d5.json,False,False,,,,,[],0,0,Angola,#models #celebrities,0,0,0,0,0,0,0,0,0,0
2,GP,7101296309901987078,1653399393, ,6839010383181808646,Huderson,Instagram👻 : huder_7,0,False,https://www.tiktok.com/@huderson_7/video/7101296309901987078?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101296309901987078&source=h5_m,660201,186,1286,171,63495,7046257538434026246,7046257538434026246,72,7046257538434026246,original sound - huderson_7 (Contains music from: Run Free (Original Mix) - Deep Chills & Deep Chills),"Contains music from: ""Run Free (Original Mix)""",6.839010383181809e+18,Huderson,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7046257671627868933.mp3,,False,False,Deep Chills & Deep Chills,Run Free (Original Mix),original sound - huderson_7 (Contains music from: Run Free (Original Mix) - Deep Chills & Deep Chills),"Contains music from: ""Run Free (Original Mix)""",[],0,0,Angola,,0,0,0,0,0,0,0,0,0,0
3,BR,7081369708376739077,1648759868,😍😍 #fyp #viraltiktok,6813056137333588998,TIA PERUCAS 🧏🏽‍♀️,"Não esquece de seguir no Instagram ✨
Humor 🔹",0,False,https://www.tiktok.com/@alaissantiagoof/video/7081369708376739077?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081369708376739077&source=h5_m,30476323,85536,85062,148312,2007517,7081369700487219973,7081369700487219973,72,7081369700487219973,original sound - alaissantiagoof (Contains music from: Meu Abrigo - Melim),"Contains music from: ""Meu Abrigo""",6.813056137333589e+18,TIA PERUCAS 🧏🏽‍♀️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081369692589345542.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c7fec9e68ecdfdd1a955c34121534610.json,False,False,Melim,Meu Abrigo,original sound - alaissantiagoof (Contains music from: Meu Abrigo - Melim),"Contains music from: ""Meu Abrigo""",[],0,0,Angola,#fyp #viraltiktok,0,0,0,0,1,0,0,0,0,0
4,AO,7087353775303740677,1650276000,Speaker: @steveharvey #truthbetold #forgiveness #LifeAdvice #lifetips #motivation #moveon #forgive,7028210671867560966,Truth Be Told,"Road To 1 Million
Just One More Step.",0,False,https://www.tiktok.com/@truth.be.told0/video/7087353775303740677?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087353775303740677&source=h5_m,55937,16,475,1398,5275,7087881433771084549,7087881433771084549,72,7087881433771084549,original sound - truth.be.told0,Truth Be Told,7.028210671867561e+18,Truth Be Told,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087881397926480645.mp3,,False,False,,,,,[],0,0,Angola,#truthbetold #forgiveness #LifeAdvice #lifetips #motivation #moveon #forgive,0,0,0,0,0,0,0,0,1,0
5,AO,7093593723711393029,1651605994,😭😭😭#vaiprofyinferno #naoflopatiktok,6792988201143124994,Memes AO,"AO 🇦🇴 
🚨Não curte todos os vídeos de uma só vez🚨 
3k 🚀",0,False,https://www.tiktok.com/@arrozdoce_commanga/video/7093593723711393029?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093593723711393029&source=h5_m,210695,96,1377,6561,32463,7089029652634684166,7089029652634684166,72,7089029652634684166,original sound - i_am_moise_kean (Contains music from: Tom Tom - Mulatoh Prod),"Contains music from: ""Tom Tom""",6.959652745692988e+18,Moise_kean,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089029654748596998.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/05fb4fc7f8fb46ed423a7f763200e93f.json,False,False,Mulatoh Prod,Tom Tom,original sound - i_am_moise_kean (Contains music from: Tom Tom - Mulatoh Prod),"Contains music from: ""Tom Tom""",[],0,0,Angola,#vaiprofyinferno #naoflopatiktok,0,0,0,0,0,0,0,0,0,0
6,AO,7087114880511184133,1650097522,#fpy #angola🇦🇴 😂🥱,6852283402240148486,@ Palmira611,R̶i̶s̶q̶u̶e̶i̶ ̶T̶o̶d̶o̶s̶ ̶F̶a̶l̶s̶o̶s̶😠,0,False,https://www.tiktok.com/@palmira611/video/7087114880511184133?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087114880511184133&source=h5_m,81087,8,6,260,2112,7078611267476376325,7078611267476376325,72,7078611267476376325,original sound - elisangelagomees (Contains music from: As Patrulha Pata - Tó Bem Teza na Pissa Dele - Popiloh),"Contains music from: ""As Patrulha Pata - Tó Bem Teza na Pissa Dele""",13557607.0,Elisângela Gomes,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078611302469389061.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5373aeba0e9d7aa96de0cede1b6c949b.json,False,False,Popiloh,As Patrulha Pata - Tó Bem Teza na Pissa Dele,original sound - elisangelagomees (Contains music from: As Patrulha Pata - Tó Bem Teza na Pissa Dele - Popiloh),"Contains music from: ""As Patrulha Pata - Tó Bem Teza na Pissa Dele""",[],0,0,Angola,#fpy #angola🇦🇴,1,0,0,0,0,0,0,0,0,0
7,FR,7085000609866239237,1649605253,rihanna in this>> #oceans8,6957206025368601605,𝘀𝗵𝗲𝗺𝘀𝘆,"my account is dt @svbriqa
wanda apologist",0,False,https://www.tiktok.com/@itstvdtime/video/7085000609866239237?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085000609866239237&source=h5_m,8636631,1220,2034,3955,831788,7085000593592322822,7085000593592322822,72,7085000593592322822,original sound - itstvdtime,𝘀𝗵𝗲𝗺𝘀𝘆,6.957206025368602e+18,𝘀𝗵𝗲𝗺𝘀𝘆,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085000600894802693.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/239ada48929d1adf60d770a19c9d2fae.json,False,False,,,,,[],0,0,Angola,#oceans8,0,0,0,0,0,0,0,0,0,0
0,AO,7102923582216441094,1653778272,quem lembra desse vídeo ?esse foi 🔥😭#viralvideo,6823168331077354501,Fabiana_sá,"IG: Fabianaa_sa
dançarina do ano 🔥🙌
Fabiana vem fabiana vai 💃",0,False,https://m.tiktok.com/v/7102923582216441094.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102923582216441094&source=h5_m,56720,86,66,1017,5779,7102923563623664389,7102923563623664389,72,7102923563623664389,original sound - fabianaa_sa1,Fabiana_sá,6.823168331077354e+18,Fabiana_sá,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102923578907134725.mp3,,False,False,,,,,[],0,0,Angola,#viralvideo,0,0,0,0,0,0,0,0,0,0
1,AO,7093928725116472581,1651683993,#foryou #casal #fy #fyp #viral #angola #fypシ #fy😍 #namoro #challenge #paravoce,63233782476009472,Denise Airosa,"• 🦅✨
  🇦🇴•🇨🇻
Instagram: @denise_airosa",0,False,https://m.tiktok.com/v/7093928725116472581.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093928725116472581&source=h5_m,82470,9,37,380,2931,6676057743184481030,6676057743184481030,72,6676057743184481030,Vokker & Darrow - Everyday (Contains music from: Everyday - Vokker & Darrow),"Contains music from: ""Everyday""",6.615830236179202e+18,辛宇-,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1629895673094150.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8b421e5dad89f7e1fb687eae3fb1edbf.json,False,False,Vokker & Darrow,Everyday,Vokker & Darrow - Everyday (Contains music from: Everyday - Vokker & Darrow),"Contains music from: ""Everyday""",[],0,0,Angola,#foryou #casal #fy #fyp #viral #angola #fypシ #fy😍 #namoro #challenge #paravoce,1,1,0,2,1,1,0,0,0,1
2,US,7099951809468321067,1653086350,Kizomba tutorial. Remember to have fun!#stepsongrid #kizomba #fyp #fypシ,6916905906043454469,STEPS ON GRID,"Instagram @STEPSONGRID_
Stepsongrid@gmail.com",0,False,https://m.tiktok.com/v/7099951809468321067.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099951809468321067&source=h5_m,2939455,478,5851,49329,141343,7099951766816738094,7099951766816738094,72,7099951766816738094,original sound - stepsongrid (Contains music from: Sip (Alcohol) - Joeboy),"Contains music from: ""Sip (Alcohol)""",6.916905906043454e+18,STEPS ON GRID,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7099951811179875118.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/04952eb6ff908656006941c9800ecb51.json,False,False,Joeboy,Sip (Alcohol),original sound - stepsongrid (Contains music from: Sip (Alcohol) - Joeboy),"Contains music from: ""Sip (Alcohol)""",[],0,0,Angola,#stepsongrid #kizomba #fyp #fypシ,0,0,0,0,1,1,0,0,0,0
3,AO,7097331316575833350,1652476221,Não pra nãoooo 🥹✨ #casadascasas #cubicomwangole #teamaryovaldo #patiotiktoker,227327111424909312,Azarias Aryovaldo,"Falo 3 idiomas: Português, Deboche e gritando.
 Meta 200k segue lá please 🥹👇🏽",0,False,https://m.tiktok.com/v/7097331316575833350.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097331316575833350&source=h5_m,43504,12,29,422,3619,7074925697076136710,7074925697076136710,72,7074925697076136710,original sound - eapolicia_official (Contains music from: Sabala - Éapolícia),"Contains music from: ""Sabala""",6.824088508828321e+18,ÉAPOLÍCIA_OFFICIAL✅👮🏾‍♂️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074925717531675397.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/75819a9e4c113392b8ad43994f18b32d.json,False,False,Éapolícia,Sabala,original sound - eapolicia_official (Contains music from: Sabala - Éapolícia),"Contains music from: ""Sabala""",[],0,0,Angola,#casadascasas #cubicomwangole #teamaryovaldo #patiotiktoker,0,0,0,0,0,0,0,0,0,0
4,AO,7081582521175018757,1648809418,Batido ganho de massa muscular ✨❤️✅ #Fitness #treino #postreino #proteina #massamuscular #fy #fyp,110897026040524800,Emanuela Audacia Munana,"Digital influencer/Hair influencer 
Sigam-me App vizinho 
Insta:emanuelamunana🥺",0,False,https://m.tiktok.com/v/7081582521175018757.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081582521175018757&source=h5_m,101106,41,220,2119,3062,7043046947216837403,7043046947216837403,24,7043046947216837403,original sound - music_stories_no1,Music life,7.0404980677874e+18,Music life,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7043046936928095003.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8ab6b98de9591efa1eaa62e04c836e6b.json,False,False,,,,,[],0,0,Angola,#Fitness #treino #postreino #proteina #massamuscular #fy #fyp,0,0,0,1,1,0,0,0,0,0
5,AO,7097479766562835717,1652510787,Blessed ❤️🙏👑,6920741238145647622,Gold_black09,Rapper🏆🎙Celebridade 👑❤️💎,0,False,https://m.tiktok.com/v/7097479766562835717.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097479766562835717&source=h5_m,39023,45,20,302,1728,7092517317963303686,7092517317963303686,72,7092517317963303686,original sound - mariantumbamitong (Contains music from: Jamais - Mjoe Zuka),"Contains music from: ""Jamais""",6.655323528600977e+18,Maria Ntumba Mitonga leader,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092518360679844613.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9029379fc5ca3fc6ad04b19085b8ea33.json,False,False,Mjoe Zuka,Jamais,original sound - mariantumbamitong (Contains music from: Jamais - Mjoe Zuka),"Contains music from: ""Jamais""",[],0,0,Angola,,0,0,0,0,0,0,0,0,0,0
6,BR,7093518284829592837,1651588430, ,6946962248972977157,💁‍♀️ Atrevidamente 6,"Sou Bi 🧚🏻💕😈🥵 
Tudo nesse perfil é loucura pura kkkk  🥵 RJ 😎",0,False,https://m.tiktok.com/v/7093518284829592837.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093518284829592837&source=h5_m,934515,2188,696,879,29622,7093518257512385286,7093518257512385286,72,7093518257512385286,original sound - likadanada,💁‍♀️ Atrevidamente 6,6.946962248972977e+18,💁‍♀️ Atrevidamente 6,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093518258359945990.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bb20662e18c686d1c32dd6398ec186e1.json,False,False,,,,,[],0,0,Angola,,0,0,0,0,0,0,0,0,0,0
7,GH,7096556096680152325,1652295725,Be minding your business 😂😂😂 @emmaifeanyi,6816226357635564550,FellaMakafui,"Actress,BUSINESS MOGUL !!",0,False,https://m.tiktok.com/v/7096556096680152325.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096556096680152325&source=h5_m,7253282,6464,21141,118430,398948,7096556103365872390,7096556103365872390,72,7096556103365872390,original sound - fella_makafui (Contains music from: Buga (Lo Lo Lo) - Kizz Daniel & Tekno),"Contains music from: ""Buga (Lo Lo Lo)""",6.816226357635565e+18,FellaMakafui,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096556112568126214.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7285d7e62b529e586da9186e3ec0af78.json,False,False,Kizz Daniel & Tekno,Buga (Lo Lo Lo),original sound - fella_makafui (Contains music from: Buga (Lo Lo Lo) - Kizz Daniel & Tekno),"Contains music from: ""Buga (Lo Lo Lo)""",[],0,0,Angola,,0,0,0,0,0,0,0,0,0,0
0,AO,7088400888485661957,1650396942,#eeuquenaotenhonada #tiktok #tiktok #foryou #viral #angola🇦🇴,13557607,Elisângela Gomes,𝔼𝕝𝕚𝕤𝕒̂𝕟𝕘𝕖𝕝𝕒 𝔾𝕠𝕞𝕖𝕤 💋,0,False,https://www.tiktok.com/@elisangelagomees/video/7088400888485661957?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088400888485661957&source=h5_m,91719,43,80,506,4483,7088400876280220421,7088400876280220421,72,7088400876280220421,original sound - elisangelagomees,Elisângela Gomes,13557607.0,Elisângela Gomes,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088400893476915974.mp3,,False,False,,,,,[],0,0,Angola,#eeuquenaotenhonada #tiktok #tiktok #foryou #viral #angola🇦🇴,1,1,0,0,0,0,2,0,0,1
1,BR,7099848529689971974,1653062305,POSE FASHION 📸📸,6739256886934012934,Catarina Leal,Edite suas fotos como eu em apenas alguns segundos 👇🏻,0,False,https://www.tiktok.com/@catarinarleal/video/7099848529689971974?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099848529689971974&source=h5_m,14575894,1021,6165,29800,846729,7099848525952977669,7099848525952977669,72,7099848525952977669,original sound - catarinarleal (Contains music from: Counterparty - Hipinozze),"Contains music from: ""Counterparty""",6.739256886934013e+18,Catarina Leal,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099848526057736966.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/feb2119d1a241237c966c920cde70846.json,False,False,Hipinozze,Counterparty,original sound - catarinarleal (Contains music from: Counterparty - Hipinozze),"Contains music from: ""Counterparty""",[],0,0,Angola,,0,0,0,0,0,0,0,0,0,0
2,US,7099987644356021550,1653094694,#fyp #vitiligo,6874296643975742470,TrayceeTeaa,"Black w/ vitiligo 🙄
ATL 📍
I’m also a little funny.",0,False,https://www.tiktok.com/@trayceeteaa/video/7099987644356021550?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099987644356021550&source=h5_m,2243108,2608,864,2546,244819,7076144574023928618,7076144574023928618,72,7076144574023928618,pretty girl,ilya/sheila,6.997445339024573e+18,ilya/sheila,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076144592009169707.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/6ce06903a959458d15e717e25006c38f.json,False,False,,,,,[],0,0,Angola,#fyp #vitiligo,0,0,0,0,1,0,0,0,0,0
3,AO,7085346548413992197,1649685798,#fypシ #viral #nzojadas,6848625832069121030,Nzojadas,"Só paz e alegria 💫
Rumo aos 20k🔥🤟
Siga no instagram⬇️⬇️",0,False,https://www.tiktok.com/@status.nzo/video/7085346548413992197?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085346548413992197&source=h5_m,98358,13,429,3367,7512,7085346510904331013,7085346510904331013,72,7085346510904331013,original sound - status.nzo,Nzojadas,6.848625832069121e+18,Nzojadas,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085346535038372613.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/304fb46079173bcea00783b0a9961303.json,False,False,,,,,[],0,0,Angola,#fypシ #viral #nzojadas,0,0,0,0,0,1,0,0,0,1
4,BR,7092347015744605445,1651315723,Sondagem vesical de demora em paciente masculino. #enfercomamor #sondagemvesical #enfermagem #enfermagemaserio,7089520201088680966,Enfermagem a Sério,"Assuntos relacionados a enfermagem 👩‍⚕️
Enf. Queite Jacqueline
Petrolina -Pe",0,False,https://www.tiktok.com/@enfermagemaserio/video/7092347015744605445?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092347015744605445&source=h5_m,21118908,3731,13523,30727,169558,7092346986011085574,7092346986011085574,72,7092346986011085574,original sound - enfermagemaserio,Enfermagem a Sério,7.089520201088681e+18,Enfermagem a Sério,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092347004726086405.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c7fa335c7cafa23457ddf4d280255fda.json,False,False,,,,,[],0,0,Angola,#enfercomamor #sondagemvesical #enfermagem #enfermagemaserio,0,0,0,0,0,0,0,0,0,0
5,AO,7078328319254482181,1648051739,#fy #tiktok #Bom apetite😋,6812239595284235270,@ Gloria_difuany,Diversão ❣💋,0,False,https://www.tiktok.com/@glorianzongogloria/video/7078328319254482181?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078328319254482181&source=h5_m,286233,49,1178,362,12499,7077088102317476614,7077088102317476614,72,7077088102317476614,original sound - thisisprinx,Prinx Emmanuel,6.903268061223306e+18,Prinx Emmanuel,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077088096101206790.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/545de4bb8f7dc61ce3a71aa9ddc5e4c0.json,False,False,,,,,[],0,0,Angola,#fy #tiktok #Bom,0,0,0,1,0,0,1,0,0,0
