,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_belize,hash_belizean,hash_belizeantiktokers,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_trending,hash_viral
0,BZ,7087219777529302277,1650121944,🥹#belizean #fypシ #fyp #belizeantiktokers #belizean,6771832961597621253,Evelyn ❤,"🇧🇿_🇭🇳
Follow my backup account 👇🏽
yani_backup18",0,False,https://m.tiktok.com/v/7087219777529302277.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087219777529302277&source=h5_m,105441,42,8,5,7432,7063109333492140806,7063109333492140806,72,7063109333492140806,Iskaba,Yahooze😕,7.043863493116265e+18,Yahooze😕,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7063109367993780997.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d8280708a0ddcc3b9fbd3409d2d663bc.json,False,False,,,,,[],0,0,Belize,#belizean #fypシ #fyp #belizeantiktokers #belizean,0,2,1,0,0,0,1,1,0,0
1,BZ,7098538250423291142,1652757233,I’m starting to do craziness lmao. I told him I wanted another haircut and then just walked out 😬😂 #jeydic #justforfun #spanishlookout with my bro @livingbelize,6783694854854640645,Jey,"Instagram = @ j.e.y.d.i 🇧🇿 🇬🇹 

❤️‍🔥Solo es por diversión❤️‍🔥",0,False,https://m.tiktok.com/v/7098538250423291142.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098538250423291142&source=h5_m,49625,29,19,11,2996,6757123505591945218,6757123505591945218,10033,6757123505591945218,Famalay,Skinny Fabulous & Machel Montano & Bunji Garlin,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7f22f802ac9e427cbf8c3eb3275a10ea,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0f3b394464f04847aa172a0465d7a42d,False,True,,,,,[],0,0,Belize,#jeydic #justforfun #spanishlookout,0,0,0,0,0,0,0,0,0,0
2,US,7091051772776664366,1651014149, ,6746733952927958021,Edith Galvéz,"food + vlogs🫶🏻
edithxbella@gmail.com",0,False,https://m.tiktok.com/v/7091051772776664366.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091051772776664366&source=h5_m,25833466,7276,26538,54100,2076505,7091051759547730730,7091051759547730730,72,7091051759547730730,original sound - edithxbella,Edith Galvéz,6.746733952927958e+18,Edith Galvéz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7091051794475240238.mp3,,False,False,,,,,[],0,0,Belize,,0,0,0,0,0,0,0,0,0,0
3,US,7101446654234037546,1653434396,Revenge pizza #relationshipproblems #exes #chicagopizza #slicefactory #jumboslice #10thingsihateaboutyou #chicagosuburbs #comedy #pizzalover,6727728560550233093,TheSliceFactory,"🍕❤️🔝
JUMBO PIZZA & SLICES
Chicago and suburbs",0,False,https://m.tiktok.com/v/7101446654234037546.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101446654234037546&source=h5_m,4819070,1733,1014,1273,345808,7078203601327278081,7078203601327278081,10033,7078203601327278081,10 Things I Hate About You,Leah Kate,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/11bc87c2c2ea4433a37c6aa94296f2b9,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cd1b2310c41a4d6e83660402ce07836c,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1617870178', 'external_song_key': 'apple_song_id'}]",0,0,Belize,#relationshipproblems #exes #chicagopizza #slicefactory #jumboslice #10thingsihateaboutyou #chicagosuburbs #comedy #pizzalover,0,0,0,0,0,0,0,0,0,0
4,AU,7086385593311104257,1649927721,Power Tools Racing Is INTENSE!!,6685562103825548294,howridiculous,You need to watch this👇,0,False,https://m.tiktok.com/v/7086385593311104257.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086385593311104257&source=h5_m,248584762,11337,16720,95290,7468550,7086385608368950018,7086385608368950018,24,7086385608368950018,original sound - howridiculous,howridiculous,6.685562103825548e+18,howridiculous,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7086385605927537409.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7f14346accc172b5f22acb7e0d695b54.json,False,False,,,,,[],0,0,Belize,,0,0,0,0,0,0,0,0,0,0
5,US,7101083060409535786,1653349740,#FrunktheBeat￼ #fyp #Funny,213111857245487104,Vibesswithalee,Follow me <3,0,False,https://m.tiktok.com/v/7101083060409535786.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101083060409535786&source=h5_m,3188981,3712,10012,9694,591077,7087744357444471557,7087744357444471557,10036,7087744357444471557,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,,,,,[],0,0,Belize,#FrunktheBeat￼ #fyp #Funny,0,0,0,0,0,1,1,0,0,0
6,US,7102114154013658411,1653589812,"Palm patterns change all the time, watch out for sudden appearance of new lines #chinese #palmreading #rich #money",6739305207208297478,Dr. Candise Lin,"廣州人🇨🇳🇺🇸 Edu Psyc PhD 
Dm for Cantonese/Mandarin tutoring
Tattoo consult👇🏻",0,False,https://m.tiktok.com/v/7102114154013658411.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102114154013658411&source=h5_m,2352620,2632,7597,10196,74882,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,Belize,#chinese #palmreading #rich #money,0,0,0,0,0,0,0,0,0,0
7,US,7103301929819852078,1653866361,Oh my! 🤣🤣🤣 #Normanfreeman,6711706430820893702,NormanFreeman,"Being a Silly Bastard is therapeutic! 
Laughter is the Cure

Check out MORE!👇🏽",0,False,https://m.tiktok.com/v/7103301929819852078.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103301929819852078&source=h5_m,148090,280,844,56,28998,7103301897653652267,7103301897653652267,72,7103301897653652267,original sound - norman_freeman_ (Contains music from: Mug Mirror - Legacy Hits),"Contains music from: ""Mug Mirror""",6.711706430820894e+18,NormanFreeman,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103301918583212843.mp3,,False,False,Legacy Hits,Mug Mirror,original sound - norman_freeman_ (Contains music from: Mug Mirror - Legacy Hits),"Contains music from: ""Mug Mirror""",[],0,0,Belize,#Normanfreeman,0,0,0,0,0,0,0,0,0,0
0,BZ,7071263061277035782,1646406731,☹️☹️#ITriedItIPrimedIt,6798358114409808902,Michyy leal,"Hey loves🤗
19🇺🇸🇧🇿",0,False,https://www.tiktok.com/@curlyhead_michh/video/7071263061277035782?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071263061277035782&source=h5_m,21918,5,3,3,1364,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Belize,#ITriedItIPrimedIt,0,0,0,0,0,0,0,0,0,0
1,BZ,7083180490907208966,1649181474,Y’all miss us @yani_mejia0 @❄️Ïćë-Kîñg👑 @#belizeantiktokers #fyp #foryoupage #trendingsong,6807745525551776774,Delisha Palacio,"insta: Its_deliciosha_
facebook: Delisha Palacio",0,False,https://www.tiktok.com/@its_deliciosha_/video/7083180490907208966?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083180490907208966&source=h5_m,69984,14,10,31,3363,6978793967794080514,6978793967794080514,72,6978793967794080514,Panda Transition (Contains music from: Panda - Desiigner),"Contains music from: ""Panda""",6.813533796643407e+18,𝚈𝚊𝚜𝚜𝚎𝚛 || بن سويلم 📸,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6978794043493141250.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b59462655ae2a71df5c98b908b7bb6d5.json,False,False,Desiigner,Panda,Panda Transition (Contains music from: Panda - Desiigner),"Contains music from: ""Panda""",[],0,0,Belize,#belizeantiktokers #fyp #foryoupage #trendingsong,0,0,1,0,1,0,1,0,0,0
2,SE,7070218931398642950,1646163625,Put it down#benchpress #squat #deadlift #pr #hardstyle,6707618966959293446,Jockelifts,"Sponsor dm on Instagram
Business mail: joachim.leyde1@gmail.com
S140 B95 D165",0,False,https://www.tiktok.com/@jockelifts/video/7070218931398642950?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070218931398642950&source=h5_m,15302073,12101,84936,87746,2684689,6988031765432551426,6988031765432551426,10036,6988031765432551426,3-second countdown,Official Sound Studio,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2756902c679a4b42a7298b2616b3ca16,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/7edbc26f58c04abcbe803fc78c5d01e0,False,True,,,,,[],0,0,Belize,#benchpress #squat #deadlift #pr #hardstyle,0,0,0,0,0,0,0,0,0,0
3,US,7076004324601548034,1647510643,Grandma learned some life tips after studying at Harvard University for 200 years#lifetips #fy,6915292698372178946,Lifetips,"The following link has unexpected surprises
👇👇👇",0,False,https://www.tiktok.com/@lifetipsli/video/7076004324601548034?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076004324601548034&source=h5_m,8683159,8213,39860,87719,451770,7076004332218567426,7076004332218567426,24,7076004332218567426,original sound - lifetipsli,Lifetips,6.915292698372179e+18,Lifetips,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7076004333589908225.mp3,,False,False,,,,,[],0,0,Belize,#lifetips #fy,0,0,0,0,0,0,0,0,0,0
4,AU,7101198087661571330,1653376523,Part 5 🫢😨 follow and like for more!! #foryoupage #fyp #god #revenge #livetv #news #crazy #xyzcba #greenscreenvideo,6609469039087992837,RyanCarter,"FOLLOW THE INSTA ☝🏼
💲DM INSTA FOR PROMO💲
🔥3 MILLY?!🔥
🔻STREAM MY NEW SONG🔻",0,False,https://www.tiktok.com/@ryancarter170/video/7101198087661571330?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101198087661571330&source=h5_m,1846481,1224,343,3251,213340,7088773673741682689,7088773673741682689,10033,7088773673741682689,Thousand Miles,The Kid LAROI,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d20c92b11e304be4b71657ff8a0a893f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9fbb3eec29d248e69067d0ca3d91a34a,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1618293972', 'external_song_key': 'apple_song_id'}]",0,0,Belize,#foryoupage #fyp #god #revenge #livetv #news #crazy #xyzcba #greenscreenvideo,0,0,0,0,1,0,1,0,0,0
5,CA,7084618485598375173,1649516283,Reply to @roblox_fanas  The end tho😌 #knifeskills #foodchallenge #cucumber #cucumberchallenge #asmr #asmrsound #asmrfood #satisfying #sosatisfying #oddlysatisfying #oddlysatisfyingvideo #didyouknow #tiktokfood #sustainability,6750864210178130949,Wallace W,"Full Recipes & Fitness Journey on IG⤴️
Decent with a knife",0,False,https://www.tiktok.com/@w2sixpackchef/video/7084618485598375173?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084618485598375173&source=h5_m,110463416,143627,118417,100514,16443876,6817665487665629186,6817665487665629186,10036,6817665487665629186,Chopin Nocturne No. 2 Piano Mono,moshimo sound design,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7776172bb19a49c89a9506853c72a930,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/048d06b24d194ba2997cd69ee708c1c7,False,True,,,,,[],0,0,Belize,#knifeskills #foodchallenge #cucumber #cucumberchallenge #asmr #asmrsound #asmrfood #satisfying #sosatisfying #oddlysatisfying #oddlysatisfyingvideo #didyouknow #tiktokfood #sustainability,0,0,0,0,0,0,0,0,0,0
6,CA,7102120672582847750,1653591329,Love is gone #tutorial #pianotutorial #fyp,6804136897129022469,Beeza,you found me :) Join the Fam Instagram ❤️,0,False,https://www.tiktok.com/@beezamuzic/video/7102120672582847750?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102120672582847750&source=h5_m,3083491,882,1886,10445,160637,7016025352825129733,7016025352825129733,72,7016025352825129733,original sound - pianonokanjii,Piano no kanji,6.895759461304092e+18,Piano no kanji,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7016025493975599878.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7db0452c669e2896f1f74912193a9402.json,False,False,,,,,[],0,0,Belize,#tutorial #pianotutorial #fyp,0,0,0,0,0,0,1,0,0,0
7,IT,7073557502935289093,1646940947,#ideiasincriveis #5minutecrafts,313263112386883584,prisciladerosa,prisciladerosaa@gmail.com. 🇧🇷🇮🇹📍Napoli ✅prodotti preferiti ✨qui link Amazon,0,False,https://www.tiktok.com/@prisciladerosa/video/7073557502935289093?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073557502935289093&source=h5_m,80450440,15535,130014,604927,5044751,7057270407434406661,7057270407434406661,10036,7057270407434406661,Ela Já Tá Louca,Anderson Neiff & John Johnis,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/731d965d34c8427eb02320385fa6e841,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b4f6974d31d04c6ab4d92d9cb87c8bee,False,True,,,,,[],0,0,Belize,#ideiasincriveis #5minutecrafts,0,0,0,0,0,0,0,0,0,0
0,BZ,7102084698037325061,1653582953,TOP 5 BELIZE #BELIZE #AMBERGRISCAYE #CARIBBEAN #FYP #TRAVEL #VACATION,6732130769415898118,Will Mitchell,"Can’t stop, won’t stop",0,False,https://m.tiktok.com/v/7102084698037325061.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102084698037325061&source=h5_m,62234,154,190,308,8029,6917422302402217986,6917422302402217986,10033,6917422302402217986,"Bitch, Don’t Kill My Vibe",Kendrick Lamar,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3bcc51f0d1be4d59a4b18d53f427d88d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/703a3a29c3c74ddba5cd5c793659bf21,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1471262166', 'external_song_key': 'apple_song_id'}]",0,0,Belize,#BELIZE #AMBERGRISCAYE #CARIBBEAN #FYP #TRAVEL #VACATION,1,0,0,0,0,0,1,0,0,0
1,BZ,7088053637854907653,1650316095, ,6806616747757519878,gordz,🥰🍍🍑,0,False,https://m.tiktok.com/v/7088053637854907653.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088053637854907653&source=h5_m,103520,45,566,617,2091,7088053650001922821,7088053650001922821,72,7088053650001922821,original sound - gordz.com,gordz,6.80661674775752e+18,gordz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088053624806443781.mp3,,False,False,,,,,[],0,0,Belize,,0,0,0,0,0,0,0,0,0,0
2,US,7097348656843590958,1652480256,This could change your entire day. 🙏 #bibleverse  #dailybread,6718437703614743558,lifechurch,"Whoever Finds God, Finds Life!
Pastor @CraigGroeschel
YouVersion Bible App",2,False,https://m.tiktok.com/v/7097348656843590958.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097348656843590958&source=h5_m,2941097,10048,26777,89387,395105,7097348630901738282,7097348630901738282,72,7097348630901738282,original sound - lifechurch,lifechurch,6.718437703614744e+18,lifechurch,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7097348658999479083.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/b8d454c4f5952acc25cbfba6f0cb85bc.json,False,False,,,,,[],0,0,Belize,#bibleverse #dailybread,0,0,0,0,0,0,0,0,0,0
3,GB,7087100701859417350,1650094222,Might not post much today🥺 #5minutecraftsneedtobestopped #5minutecraftsbelike #5minutecrafts #fiveminutecrafts #lipstick #highheels #watch #corn #shoe #weird #stop #why #trending #viral #fyp #trend,7074639305340191750,vidsthtyouneedtosee,"Tysm for 533K followers🎉
W5MCNTBS✨
Justice for Johnny Depp🫶🏻",0,False,https://m.tiktok.com/v/7087100701859417350.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087100701859417350&source=h5_m,46758336,40960,55479,54228,3075582,6776105930703637254,6776105930703637254,72,6776105930703637254,original sound - userx0w3eu1im1 (Contains music from: HOME ALONE SHITTY FLUTE - Harold Flute),"Contains music from: ""HOME ALONE SHITTY FLUTE""",6.776181172105774e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1654320200410150.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/09c4d1e91dc07f99f14f621dae099a6d.json,False,False,Harold Flute,HOME ALONE SHITTY FLUTE,original sound - userx0w3eu1im1 (Contains music from: HOME ALONE SHITTY FLUTE - Harold Flute),"Contains music from: ""HOME ALONE SHITTY FLUTE""",[],0,0,Belize,#5minutecraftsneedtobestopped #5minutecraftsbelike #5minutecrafts #fiveminutecrafts #lipstick #highheels #watch #corn #shoe #weird #stop #why #trending #viral #fyp #trend,0,0,0,0,0,0,1,0,1,1
4,GB,7099206098607033606,1652912728,#samdracottfarrier #oddlysatisfying #asmr #horse #horsetok #farmtok #horses #farriersoftiktok #farrier #learnontiktok,6920550587915224069,Sam Dracott Farrier,"SHARING MY SATISFYING WORK 🇬🇧 🐎 🔨
enquires 👉🏼 info@samdracottfarrier.com",0,False,https://m.tiktok.com/v/7099206098607033606.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099206098607033606&source=h5_m,3934341,286,405,139,113985,7099206096811821829,7099206096811821829,72,7099206096811821829,original sound - samdracott_farrier,Sam Dracott Farrier,6.920550587915224e+18,Sam Dracott Farrier,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099206106374753029.mp3,,False,False,,,,,[],0,0,Belize,#samdracottfarrier #oddlysatisfying #asmr #horse #horsetok #farmtok #horses #farriersoftiktok #farrier #learnontiktok,0,0,0,0,0,0,0,0,0,0
5,DE,7101703248133803270,1653494141,"Mensch ist Mensch🙏😘, wo soll ich als Nächstes kommen? #dfaguimba @f.dabo",6862427203654370310,dfaguimba,"Follow me🙏😘
Folg mir🙏😘
2.3M😘🙏",0,False,https://m.tiktok.com/v/7101703248133803270.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101703248133803270&source=h5_m,10630394,4598,1646,555,646762,6822352061254863622,6822352061254863622,10036,6822352061254863622,Jerusalema (feat. Nomcebo Zikode) [Edit],Master KG,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/943802d68d824978a368a93eded6ddfd,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bbc34a399fe246eda493353d9ca5c465,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1522736829', 'external_song_key': 'apple_song_id'}]",0,0,Belize,#dfaguimba,0,0,0,0,0,0,0,0,0,0
6,AU,7089731466879405313,1650706742,Saige’s first time trying avocado was an absolute fail. I feel abit bad for thinking she’s so funny😩😂#fyp  #bab #babiesoftiktok #OscarsAtHome,6730953416283423750,Kaitlyn graham,"Aussie gal
Mummy to saige👧🤍
Insta~ kaaitlyngrahamm",0,False,https://m.tiktok.com/v/7089731466879405313.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089731466879405313&source=h5_m,40172121,61309,308585,185750,4886006,7089731453944204033,7089731453944204033,72,7089731453944204033,original sound - kaitlyngrahammm,Kaitlyn graham,6.730953416283424e+18,Kaitlyn graham,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7089731455374347009.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/039ac6e812537540b89f0c308fef4800.json,False,False,,,,,[],0,0,Belize,#fyp #bab #babiesoftiktok #OscarsAtHome,0,0,0,0,0,0,1,0,0,0
7,US,7100578224874278187,1653232199,#distorted #BBPlayDate #ShowYourJOWO #fyp #viral #foryoupage #preppy #lanadelrey #rorygilmore #hotgirlsummer🧚🏽‍♂️,7071674496277103662,Melodysfidgetshop,"small fidget business!
all orders appreciated✨
shop here👇🏻",0,False,https://m.tiktok.com/v/7100578224874278187.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100578224874278187&source=h5_m,3853610,654,246,810,141545,7035450902429371142,7035450902429371142,72,7035450902429371142,original sound - jessicakocher87 (Contains music from: TWINNEM - Remix - Coi Leray),"Contains music from: ""TWINNEM - Remix""",6.84055809340883e+18,Jessica Kocher 🖤,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7035451006204775174.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bd9b299144c55cb50d7c6c5d52ed7c63.json,False,False,Coi Leray,TWINNEM - Remix,original sound - jessicakocher87 (Contains music from: TWINNEM - Remix - Coi Leray),"Contains music from: ""TWINNEM - Remix""",[],0,0,Belize,#distorted #BBPlayDate #ShowYourJOWO #fyp #viral #foryoupage #preppy #lanadelrey #rorygilmore #hotgirlsummer🧚🏽‍♂️,0,0,0,0,1,0,1,0,0,1
0,BZ,7080658008128097541,1648594162,#belize,7037197882017989637,dreezy138,,0,False,https://www.tiktok.com/@dreezy138/video/7080658008128097541?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080658008128097541&source=h5_m,80278,101,721,952,3205,7080658003178932998,7080658003178932998,72,7080658003178932998,original sound - dreezy138,dreezy138,7.03719788201799e+18,dreezy138,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080658009709398790.mp3,,False,False,,,,,[],0,0,Belize,#belize,1,0,0,0,0,0,0,0,0,0
1,BZ,7079557692997618950,1648337976, ,7037250460302099462,Sweet_syrupjames,"New account
Real sweet syrup",0,False,https://www.tiktok.com/@sweet_syrupjames/video/7079557692997618950?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079557692997618950&source=h5_m,115499,15,34,2,3114,7039991255066576897,7039991255066576897,10033,7039991255066576897,You're The One I Love,Shenseea & Rvssian,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/890d3db01bdb4b91953ec71bc52c3cab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8f7fc39bdf47459ea20287a7e90153f6,True,True,,,,,[],0,0,Belize,,0,0,0,0,0,0,0,0,0,0
2,US,7077751034642271531,1647917331,#weightloss #healthyweightloss #digestivehealth #transformation #loseweightnaturally #wellness #healthyliving #healthylifestyle #fatigue #lowenergy #help #highbloodpressure #sleepapnea #diabetes,6980763739718255622,Medical_Acupuncture,"Acupuncture Clinic | Altamonte Springs, FL
helpful tips here 🙂
no medical claim",0,False,https://www.tiktok.com/@medical_acupuncture/video/7077751034642271531?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077751034642271531&source=h5_m,14015320,3121,45365,84317,915870,7077751028673809194,7077751028673809194,72,7077751028673809194,original sound - medical_acupuncture,Medical_Acupuncture,6.980763739718256e+18,Medical_Acupuncture,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7077751052904876843.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/4ae83d0f80b0b34c36600d48a87cc273.json,False,False,,,,,[],0,0,Belize,#weightloss #healthyweightloss #digestivehealth #transformation #loseweightnaturally #wellness #healthyliving #healthylifestyle #fatigue #lowenergy #help #highbloodpressure #sleepapnea #diabetes,0,0,0,0,0,0,0,0,0,0
3,GB,7077265032492502277,1647804174,You’ll float too 🎈 Pennywise makeup! Who should I create next?,127290296282984448,Holly Murray Makeup,"IG: hollymurraymakeup 
MAKEUP 🖤
📧 elisha@connectmgt.com",0,False,https://www.tiktok.com/@hollymurraymakeup/video/7077265032492502277?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077265032492502277&source=h5_m,128158416,99300,151169,144796,15863034,6888805804963678978,6888805804963678978,72,6888805804963678978,original sound - kathryndenny (Contains music from: Popcorn! - Harlequinn),"Contains music from: ""Popcorn!""",6.747790119497713e+18,Kathryn Denny,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6990365588564626181.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8dc3c4706c0a91f01eb53f575ea06f72.json,False,False,Harlequinn,Popcorn!,original sound - kathryndenny (Contains music from: Popcorn! - Harlequinn),"Contains music from: ""Popcorn!""",[],0,0,Belize,,0,0,0,0,0,0,0,0,0,0
4,GB,7102280594352114950,1653628572,#no vie,7101907462891324422,🌵The sound of nature 💦,"🌱Give them a little love,the earth is our only home🥰",0,False,https://www.tiktok.com/@zxwvpn666/video/7102280594352114950?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102280594352114950&source=h5_m,2627038,347,109,204,35485,7102280552551549702,7102280552551549702,72,7102280552551549702,original sound - zxwvpn666,🌵The sound of nature 💦,7.101907462891324e+18,🌵The sound of nature 💦,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102280552912276230.mp3,,False,False,,,,,[],0,0,Belize,#no,0,0,0,0,0,0,0,0,0,0
