,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_humour,hash_pourtoi,hash_satisfying,hash_tiktok,hash_viral
4,FR,7101633217819708673,1653477834, ,7009903845237638150,Amina🇫🇷,,0,False,https://www.tiktok.com/@dr.amina_kosmetologie/video/7101633217819708673?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101633217819708673&source=h5_m,8688289,5519,49481,2183,332868,7101633214443227906,7101633214443227906,72,7101633214443227906,original sound - dr.amina_kosmetologie (Contains music from: Monkeys Spinning Monkeys - Kevin MacLeod),"Contains music from: ""Monkeys Spinning Monkeys""",7.009903845237638e+18,Amina🇫🇷,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101633164736744194.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a1a1a05c56c8d73ae4cd603b5b317f39.json,False,False,Kevin MacLeod,Monkeys Spinning Monkeys,original sound - dr.amina_kosmetologie (Contains music from: Monkeys Spinning Monkeys - Kevin MacLeod),"Contains music from: ""Monkeys Spinning Monkeys""",[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
5,FR,7103212458474507525,1653845530,je ris pour tout et pour rien 😻#fyp,6963659600008594437,k<33,"secret account
eren/armin stan account 
she/her
16
xiao main 😜",0,False,https://www.tiktok.com/@theycallmefreedom111/video/7103212458474507525?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103212458474507525&source=h5_m,940831,7277,5766,12,203117,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#fyp,0,0,0,1,0,0,0,0,0,0
6,FR,7102058766035602694,1653576916,#fyp #4u,6824107405448037382,clemence billet,,0,False,https://www.tiktok.com/@clemencebillet0/video/7102058766035602694?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102058766035602694&source=h5_m,472291,1426,875,1,90497,6943657986917206785,6943657986917206785,72,6943657986917206785,original sound - match.tv31,Ислам Алиханов,6.871523609513526e+18,Ислам Алиханов,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6943657935016872706.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/091bd9c0baf86b6a1d904b8de6a2e18d.json,False,False,,,,,[],0,0,French Guiana,#fyp #4u,0,0,0,1,0,0,0,0,0,0
7,ZA,7102053825313246470,1653575765,BURGER TRICK (How??) 🤯🍔 #magic #foryou #fyp #tiktoksa #viral,6596271198483693574,Wian,"FOLLOW MY INSTA + YOUTUBE☝🏻
Contact: 📫 wian@wianmagic.com",0,False,https://www.tiktok.com/@wian/video/7102053825313246470?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102053825313246470&source=h5_m,4404794,960,1024,5555,238945,6433566413058738946,6433566413058738946,22,6433566413058738946,Good Day ,Nappy Roots,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f673334e7fe7491f921336c9eaf4434f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/964295a01437470cb0717f5b0d0ee416,False,True,,,,,[],0,0,French Guiana,#magic #foryou #fyp #tiktoksa #viral,1,0,0,1,0,0,0,0,0,1
0,US,7093133286360321322,1651498791,Tapping out my airman❤️ #bmt #bmtgraduation #military #airforce #lacklandairforcebase #lackland #airman #militaryhomecoming,7039475883228283910,Military Coming Home TV,Welcome to my page. Please help me to get 100k Follow. Thank You!,0,False,https://www.tiktok.com/@militarycominghometv/video/7093133286360321322?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093133286360321322&source=h5_m,15938777,3500,8361,6983,2183201,7093133215350688558,7093133215350688558,72,7093133215350688558,original sound - militarycominghometv,Military Coming Home TV,7.039475883228284e+18,Military Coming Home TV,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093133266219404078.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/7a7d49cfac5c7ee1a8c276ce8600946a.json,False,False,,,,,[],0,0,French Guiana,#bmt #bmtgraduation #military #airforce #lacklandairforcebase #lackland #airman #militaryhomecoming,0,0,0,0,0,0,0,0,0,0
1,DE,7074916305400384773,1647257319,Behind the scenes @movlogs #yzfamily,6717651461067604997,YZ,"Spreading good vibes, love and happiness since 1998 ✨💝
📧younes@totallymgmt.com",0,False,https://www.tiktok.com/@youneszarou/video/7074916305400384773?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074916305400384773&source=h5_m,42341846,5016,1934,6299,1138733,7074916238476675845,7074916238476675845,72,7074916238476675845,original sound - youneszarou,YZ,6.717651461067605e+18,YZ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074916274823826182.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/26c6ffc9bea36666f56e07a3201afd75.json,False,False,,,,,[],0,0,French Guiana,#yzfamily,0,0,0,0,0,0,0,0,0,0
2,GB,7089128856119971077,1650566435,Suprising kids whilst I was shopping 🤣🤣🤣,198408532164268032,Andrew Henderson,"5X World Champion🏆🌎⚽️ 
📧 AHManagement@mail.com 🇬🇧 LDN
Tap below for my book",0,False,https://www.tiktok.com/@iamandrewhenderson/video/7089128856119971077?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089128856119971077&source=h5_m,21662030,8308,6973,13442,1793707,6854484968890959873,6854484968890959873,10033,6854484968890959873,El Anciano y el Niño,Cheo Gallego,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e21b2d8b3a864a828dd135dce8eb327d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/30f268dbc1ac4762bf8feab9fc1e1e34,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1524726603', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
3,GB,7073897990183800070,1647020223,Juice me🔋🪛 #iDoctor #fixtok #fyp,6890179699076383749,iDoctor,I fix things 📱🪛,0,False,https://www.tiktok.com/@idoctoruk/video/7073897990183800070?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073897990183800070&source=h5_m,8138173,2465,3000,14753,415181,6771810711942203393,6771810711942203393,10033,6771810711942203393,Avril 14th,Aphex Twin,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b6c46809ff6e49348e3e0d1f234b563a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8739e73eeafe477baab9c3181cd7afa6,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '282559791', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#iDoctor #fixtok #fyp,0,0,0,1,0,0,0,0,0,0
4,BR,7103563932551384326,1653927365,#EdySilvaDebochadoo #viraall,6674286332188066821,✨ Edenilson_Edy  ✨,"Debochado/Tímido 
Brasil 🇧🇷 
Leonino ♌️ 
Segue no App vizinho",0,False,https://www.tiktok.com/@edysilva114oficial/video/7103563932551384326?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103563932551384326&source=h5_m,137850,424,538,869,15393,7103563919542061830,7103563919542061830,72,7103563919542061830,original sound - edysilva114oficial,✨ Edenilson_Edy  ✨,6.674286332188067e+18,✨ Edenilson_Edy  ✨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103563930325191429.mp3,,False,False,,,,,[],0,0,French Guiana,#EdySilvaDebochadoo #viraall,0,0,0,0,0,0,0,0,0,0
5,US,7095831885774998826,1652127106,falls asleep while mommy tries to record 😂 #sleepy #fyp,6804655,ashes,Asher is my world,0,False,https://www.tiktok.com/@wuvashley/video/7095831885774998826?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095831885774998826&source=h5_m,15473736,11364,57504,25111,1978481,7064509319307365126,7064509319307365126,72,7064509319307365126,original sound - speedaudiios_ (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",7.037058424858052e+18,Molly,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7064509291939597061.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/51cb25c03d7b685a28e8848473fa3eef.json,False,False,WILLOW,Wait a Minute!,original sound - speedaudiios_ (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",[],0,0,French Guiana,#sleepy #fyp,0,0,0,1,0,0,0,0,0,0
6,FR,7082801798469209350,1649093302,@Sarah t’inquiète tu n’es pas la seule mdr 🤣 et vous les filles vous faites ça? 🤣🤣#prt #frpシ #humours #prtoi #realite #fypシ゚viral #fypシ #viral,306261440284213250,Semi_lya,"💕Hypersensible 💕
J’ai 40 ans
✨Les Semyli’SS ✨
semilya.saintprix@gmail.com",0,False,https://www.tiktok.com/@semi_lya/video/7082801798469209350?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082801798469209350&source=h5_m,8725139,6135,4549,850,406099,7033915910394153775,7033915910394153775,72,7033915910394153775,Whoever uses this sound is gay (Contains music from: PLASMA STARS - Luv4skies),"Contains music from: ""PLASMA STARS""",6.756404141872662e+18,🥂,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7033915961862392622.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/dbbeb9da8780dfed9d3d9775dd5c6d26.json,False,False,Luv4skies,PLASMA STARS,Whoever uses this sound is gay (Contains music from: PLASMA STARS - Luv4skies),"Contains music from: ""PLASMA STARS""",[],0,0,French Guiana,#prt #frpシ #humours #prtoi #realite #fypシ゚viral #fypシ #viral,0,0,0,0,2,0,0,0,0,2
7,VN,7072293355199155482,1646646614,Cắp cua _ bị cua cắp,6648226905508757506,Phi Thường,Hà Nội,0,False,https://www.tiktok.com/@dienmayphithuong/video/7072293355199155482?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072293355199155482&source=h5_m,38351095,28570,14294,37204,1578120,7072293361662659354,7072293361662659354,24,7072293361662659354,original sound - dienmayphithuong,Phi Thường,6.648226905508758e+18,Phi Thường,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7072293349734681371.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7f9144dcc7183b4995fe6f7340c00639.json,False,False,,,,,[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
0,FR,7083199444241370374,1649185886,Répondre à @urbaindedieu1  j’ai trop d’la chance 😁😁 et vous vous faites quelle taille ?,6612638554596769798,Jimseuh 🇭🇹,"Instagram : Jimseuh
📩 : Jimseuh@soeuretteproductions.com",0,False,https://www.tiktok.com/@jimseuh/video/7083199444241370374?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083199444241370374&source=h5_m,1451638,1484,225,68,98018,6961542745802525445,6961542745802525445,72,6961542745802525445,original sound - intheheightsmovie (Contains music from: Carnaval Del Barrio - Daphne Rubin-Vega & Stephanie Beatriz & Dascha Polanco & Melissa Barrera & Lin-Manuel Miranda & Corey Hawkins & Gregory Diaz IV & Leslie Grace),"Contains music from: ""Carnaval Del Barrio""",6.761901464979572e+18,In The Heights,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6961542823023856390.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9a64a0eda00f578676cba02ecb7f81d1.json,False,False,Daphne Rubin-Vega & Stephanie Beatriz & Dascha Polanco & Melissa Barrera & Lin-Manuel Miranda & Corey Hawkins & Gregory Diaz IV & Leslie Grace,Carnaval Del Barrio,original sound - intheheightsmovie (Contains music from: Carnaval Del Barrio - Daphne Rubin-Vega & Stephanie Beatriz & Dascha Polanco & Melissa Barrera & Lin-Manuel Miranda & Corey Hawkins & Gregory Diaz IV & Leslie Grace),"Contains music from: ""Carnaval Del Barrio""",[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
1,IT,7078000324321021190,1647975372,Reply to @fienaraisha_  ♥️ #drawing #art,6811804882941871109,Isabel,"Artist 🇮🇹
📩 art@isabelgiannuzzi.com",0,False,https://www.tiktok.com/@isabelgiannuzzi/video/7078000324321021190?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078000324321021190&source=h5_m,44201551,12048,4495,17783,3418081,7070512570909739802,7070512570909739802,24,7070512570909739802,JOVYNN Suave sound edit (Contains music from: Suave - Remix - El Alfa),"Contains music from: ""Suave - Remix""",6.63376732857847e+18,jovynn,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7070512561212459803.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/27597e2c262d45cc63c1b4325688c10d.json,False,False,El Alfa,Suave - Remix,JOVYNN Suave sound edit (Contains music from: Suave - Remix - El Alfa),"Contains music from: ""Suave - Remix""",[],0,0,French Guiana,#drawing #art,0,0,0,0,0,0,0,0,0,0
2,GB,7088919097018305798,1650517601,Making peoples day again ##fyp #foryoupage #foryou,7074384795401126918,Omer Majid,"I reply to messages on instagram :)



Email 📧 omermajid1236@gmail.com",0,False,https://www.tiktok.com/@omermajidshorts/video/7088919097018305798?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088919097018305798&source=h5_m,6024070,795,538,13202,332700,7088919041502497542,7088919041502497542,72,7088919041502497542,original sound - omermajidshorts (Contains music from: As It Was - Harry Styles),"Contains music from: ""As It Was""",7.074384795401127e+18,Omer Majid,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088919040692898566.mp3,,False,False,Harry Styles,As It Was,original sound - omermajidshorts (Contains music from: As It Was - Harry Styles),"Contains music from: ""As It Was""",[],0,0,French Guiana,##fyp #foryoupage #foryou,1,1,0,1,0,0,0,0,0,0
3,US,7081345034280242474,1648754125,Who won ?,6736555193829164037,Melt And Pour,"Thanks for following
New videos every week",0,False,https://www.tiktok.com/@meltandpour/video/7081345034280242474?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081345034280242474&source=h5_m,203510456,115378,45239,5306,11946428,6763846277550573570,6763846277550573570,10033,6763846277550573570,Jurassic Park Theme,Voidoid,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6110200ab5404b1e82d36e702245c79e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c69ec4b70edc44588a79e9ee1a1195aa,False,True,,,,,[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
4,BE,7102845109997243654,1653760000,Ehhhh pendant 2 mois c’était ça mon quotidien alors que je savais pas ce que j’avais 🤦🏽‍♀️ #diabetes #t1d #diabetetype1 #diabetique,6932032641244709894,Hafsafar,"Travel addict + 24 countries 🌍
Fashion vintage 🌈✨
Instagram : @hafsafar_",0,False,https://www.tiktok.com/@hafsafar/video/7102845109997243654?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102845109997243654&source=h5_m,1593504,2393,3241,1902,130263,7091008875368844038,7091008875368844038,72,7091008875368844038,original sound - risma.951 (Contains music from: Tout doux - LZ),"Contains music from: ""Tout doux""",6.988617645990888e+18,R I S M A,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091008894478437125.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0b1875ac30cf012ea2347974bde4d5d7.json,False,False,LZ,Tout doux,original sound - risma.951 (Contains music from: Tout doux - LZ),"Contains music from: ""Tout doux""",[],0,0,French Guiana,#diabetes #t1d #diabetetype1 #diabetique,0,0,0,0,0,0,0,0,0,0
5,US,7076693766110760234,1647671166,Am I Lying 🤷🏾‍♂️ #fyp  #viral  #reels,6983277705325528069,Kev,,0,False,https://www.tiktok.com/@2tonbigball/video/7076693766110760234?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076693766110760234&source=h5_m,6557664,1382,15309,8191,1254299,7076693710334954283,7076693710334954283,72,7076693710334954283,original sound - 2tonbigball,Kev,6.983277705325528e+18,Kev,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076693741050055470.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7113223d62f567300b458cc4e62a8d68.json,False,False,,,,,[],0,0,French Guiana,#fyp #viral #reels,0,0,0,1,0,0,0,0,0,1
6,US,7072885120600018222,1646784397,Reply to @laporchia2  ✂️✂️ #longnails,26421804,Maryah,"Columbus OH📍  
Nail Artist 🎨
Subscribe to my YouTube 💕⬇️",0,False,https://www.tiktok.com/@nailsbyry_/video/7072885120600018222?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072885120600018222&source=h5_m,57094089,6782,9532,23601,1254675,7072885101381847854,7072885101381847854,72,7072885101381847854,original sound - nailsbyry_,Maryah,26421804.0,Maryah,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072885127445089067.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/aefe3fc49b325508dec2d0b46d8399ed.json,False,False,,,,,[],0,0,French Guiana,#longnails,0,0,0,0,0,0,0,0,0,0
7,AE,7095981099662331179,1652161850,#chocolate #cheese #foodtiktok #baking #bread,7080440435959219246,bao pingan,"Share delicious food
Carefully record a good life",0,False,https://www.tiktok.com/@baopingan1/video/7095981099662331179?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095981099662331179&source=h5_m,12528851,3287,9124,11908,619948,7066091796534675458,7066091796534675458,10033,7066091796534675458,Love You Still (abcdefu romantic version) (v1),Tyler Shaw,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/94cc554ab7db4d67a4bafe950ffa4e3e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ec87a6188efa479d9149dee2686cfd31,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1606023767', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#chocolate #cheese #foodtiktok #baking #bread,0,0,0,0,0,0,0,0,0,0
0,DE,7099643308107910401,1653014523,#foryou,6928600190875403270,Mea.Musica🦋,Music4You🦋,0,False,https://www.tiktok.com/@mea.musica/video/7099643308107910401?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099643308107910401&source=h5_m,1926556,917,1718,99,221863,7099643297613875970,7099643297613875970,72,7099643297613875970,original sound - mea.musica (Contains music from: Am I Wrong - Nico & Vinz),"Contains music from: ""Am I Wrong""",6.928600190875403e+18,Mea.Musica🦋,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099643236209281794.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/724f934e19451e799299a9a907dcb000.json,False,False,Nico & Vinz,Am I Wrong,original sound - mea.musica (Contains music from: Am I Wrong - Nico & Vinz),"Contains music from: ""Am I Wrong""",[],0,0,French Guiana,#foryou,1,0,0,0,0,0,0,0,0,0
1,FR,7099838956618976517,1653060076,Partie 3 ?,6938157014485681157,Sha,"Mr.Reverse 
🦥🦥",0,False,https://www.tiktok.com/@shaheenadk/video/7099838956618976517?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099838956618976517&source=h5_m,2963928,1210,873,137,434918,6745926612509854469,6745926612509854469,72,6745926612509854469,Follow for good content (Contains music from: Versus #En attendant FL4 - OR),"Contains music from: ""Versus #En attendant FL4""",6.713695500325586e+18,henry,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1646955730440229.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a247f9f0284c66de4756494e591788d2.json,False,False,OR,Versus #En attendant FL4,Follow for good content (Contains music from: Versus #En attendant FL4 - OR),"Contains music from: ""Versus #En attendant FL4""",[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
2,FR,7103573762825587974,1653929654,Répondre à @jsp_comment_je_mapelle_ Série Chicago med #serie #film #hospital #psichologie #medecin #infirmier #santé #mort #view #pourtoi #pour,7094036005024859141,Film_Séries,"Film🎥
Séries🍿
Abonnez-vous pour ne rien manquez!😁",0,False,https://www.tiktok.com/@ben_film_series/video/7103573762825587974?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103573762825587974&source=h5_m,180725,359,19,2,11515,7103573771591666438,7103573771591666438,72,7103573771591666438,original sound - ben_film_series,Film_Séries,7.094036005024859e+18,Film_Séries,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103573780940786438.mp3,,False,False,,,,,[],0,0,French Guiana,#serie #film #hospital #psichologie #medecin #infirmier #santé #mort #view #pourtoi #pour,0,0,0,0,0,0,1,0,0,0
3,GB,7076113717754121478,1647536112,#sharingan #narutoshippuden #naruto #contactlenses #obito #obitouchiha #tobi #mangekyousharingan #kakashi #rinnegan,7059332488255472646,madara,Naruto fan,0,False,https://www.tiktok.com/@realtimedeisel/video/7076113717754121478?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076113717754121478&source=h5_m,5114868,1875,1179,1192,128919,7076113701556128518,7076113701556128518,72,7076113701556128518,original sound - realtimedeisel,madara,7.059332488255473e+18,madara,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076113740852251398.mp3,,False,False,,,,,[],0,0,French Guiana,#sharingan #narutoshippuden #naruto #contactlenses #obito #obitouchiha #tobi #mangekyousharingan #kakashi #rinnegan,0,0,0,0,0,0,0,0,0,0
4,JP,7084152834970651906,1649407866,#siuuuu,6742459250268832769,バヤシ🥑Bayashi,"‼️More video on YouTube‼️
Subscribe to my channel ⬇️",0,False,https://www.tiktok.com/@bayashi.tiktok/video/7084152834970651906?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084152834970651906&source=h5_m,13827507,5269,1831,4765,1282633,7016554948343139074,7016554948343139074,72,7016554948343139074,Gay Using My Sound (Contains music from: JPLG - Brun's & Jcb),"Contains music from: ""JPLG""",6.989833697675937e+18,Kendal,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7016554928206269186.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/677226f925a0a06ee0dabeb08269db9e.json,False,False,Brun's & Jcb,JPLG,Gay Using My Sound (Contains music from: JPLG - Brun's & Jcb),"Contains music from: ""JPLG""",[],0,0,French Guiana,#siuuuu,0,0,0,0,0,0,0,0,0,0
5,US,7075673795784297774,1647433686,YouTube Exotictv #fyp #damn #omfg #wow #blinddate #women #blush #exotictv #cute,7015760827567424518,Child support guy,"YouTube Exotictv 
im here to collect that child support 
Let’s Go Viral
Dm Promo",0,False,https://www.tiktok.com/@childsupprt/video/7075673795784297774?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075673795784297774&source=h5_m,4944090,764,452,5079,571770,5000000001456143994,5000000001456143994,71,5000000001456143994,Don't Judge Me,Chris Brown,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/63149e6e171e436392bd5432f81328d3,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e89eb5177ae845a88c6983bd68f95134,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1456143994', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#fyp #damn #omfg #wow #blinddate #women #blush #exotictv #cute,0,0,0,1,0,0,0,0,0,0
6,NG,7096475716425927942,1652277012,🤣🤣🤣Fake bucket of water prank🤣🤣🤣.. pls SHARE🙏.. #viralvideo #viral #foryou #fyp #fypシ #blowthisup #share #goviral #funnyvideo #tiktokindia #foryoupage #prank #trylips #fypシ゚viral,6824418823475725313,trylips,"Comedian|•Prankster•
Hit FOLLOW button ❤️
Instagram: @trylips
DM on IG for Ads⬇️",0,False,https://www.tiktok.com/@trylips/video/7096475716425927942?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096475716425927942&source=h5_m,6373266,4101,13768,126900,436161,7096783893558266629,7096783893558266629,72,7096783893558266629,original sound - trylips,trylips,6.824418823475725e+18,trylips,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096783901128952581.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c26c5f4bcb1563789dd1e7ccbe369ac1.json,False,False,,,,,[],0,0,French Guiana,#viralvideo #viral #foryou #fyp #fypシ #blowthisup #share #goviral #funnyvideo #tiktokindia #foryoupage #prank #trylips #fypシ゚viral,1,1,0,1,2,0,0,0,0,2
7,US,7094296096989629701,1651769528, ,6948301036126831622,Peyman baqeri,"Persian🇮🇷
Follow me on instagram🔥",0,False,https://www.tiktok.com/@peymood/video/7094296096989629701?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094296096989629701&source=h5_m,1025887,95,66,1256,30312,6893498384754150150,6893498384754150150,72,6893498384754150150,original sound - johnnydas10,JohnnyDiez2.0,6.621505707240374e+18,JohnnyDiez2.0,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6893498276193094405.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d2ebb8c8fa4f7dded258fccbdbb79471.json,False,False,,,,,[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
