,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_comedia,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_guatemala,hash_humor,hash_parati,hash_viral
2,CZ,7094714245392174342,1651866886,Kterou Stephanie máte nejradši? #LazyTown #Stephanie,6919963934028841990,LazyTown česky,Zažijte společně se Stephanií a Sportakem skvělá dobrodružství v LazyTownu!,0,False,https://www.tiktok.com/@czechlazytown/video/7094714245392174342?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094714245392174342&source=h5_m,19674975,46972,21499,56178,2957374,7035011804078754566,7035011804078754566,72,7035011804078754566,original sound - comicbook.guy,⎊,6.791440674346173e+18,⎊,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7035011852803394309.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e05923d4a8432c07a62dec016945f385.json,False,False,,,,,[],0,0,Guatemala,#LazyTown #Stephanie,0,0,0,0,0,0,0,0,0,0
3,AR,7102967102335765766,1653788406,Quién perdió? 🥲🥲🥺 #mobcontrol #jointhemob,6764339504008446982,Yarelyly,"Hablemos por insta 👆🏻
🖤 your internet girlfriend 🖤
📩 euyarely@gmail.com",0,False,https://www.tiktok.com/@yarelyly/video/7102967102335765766?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102967102335765766&source=h5_m,680818,794,258,1536,70173,7102967071499438853,7102967071499438853,72,7102967071499438853,original sound - yarelyly (Contains music from: Spongebob Tomfoolery - Dante9k Remix - David Snell),"Contains music from: ""Spongebob Tomfoolery - Dante9k Remix""",6.764339504008447e+18,Yarelyly,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102967097517689606.mp3,,False,False,David Snell,Spongebob Tomfoolery - Dante9k Remix,original sound - yarelyly (Contains music from: Spongebob Tomfoolery - Dante9k Remix - David Snell),"Contains music from: ""Spongebob Tomfoolery - Dante9k Remix""",[],0,0,Guatemala,#mobcontrol #jointhemob,0,0,0,0,0,0,0,0,0,0
4,US,7090720603463879979,1650937043,Satisfying #unzip #satisfying #decompress #fyp #viral #relax #foryou #asmrsounds #asmr,7085177517032064043,eselden117,"Follow me to see more fun,more relaxing",0,False,https://www.tiktok.com/@eselden117/video/7090720603463879979?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090720603463879979&source=h5_m,77214053,30171,33184,38248,5277648,7090720578528807726,7090720578528807726,72,7090720578528807726,original sound - eselden117,eselden117,7.085177517032064e+18,eselden117,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7090720613039377195.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4d1ea2bb676cabb37c6d275ca2e92853.json,False,False,,,,,[],0,0,Guatemala,#unzip #satisfying #decompress #fyp #viral #relax #foryou #asmrsounds #asmr,0,1,0,0,1,0,0,0,0,1
5,GT,7097419972409855237,1652496863,Mejor me como unos shucos en la calle 😂😂,7010408426859152390,Romea 💋,CEO en decir y hacer muladas 🤠,0,False,https://www.tiktok.com/@yosely2.0/video/7097419972409855237?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097419972409855237&source=h5_m,818160,630,2488,3783,67226,7097419926012480261,7097419926012480261,72,7097419926012480261,original sound - yosely2.0,Romea 💋,7.010408426859152e+18,Romea 💋,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097419954932304645.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9f32adfdc9532b27deccf1a909abe935.json,False,False,,,,,[],0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
6,GT,7100987340725685509,1653327455,¡iPads desde Q175! #fyp #fy #viral #guatemala,7053214930849596422,Luxury Macs,"Venta de productos electrónicos importados📱
IG: @LuxuryMacsGT",0,False,https://www.tiktok.com/@luxurymacsgt/video/7100987340725685509?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100987340725685509&source=h5_m,129575,518,172,150,3825,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Guatemala,#fyp #fy #viral #guatemala,0,0,0,0,1,0,1,0,0,1
7,ES,7075828730261736709,1647469759,Charlie y la F. de Chocolates ❤ #behindthescenes #specialeffects #camera #disney #marvel,6840208537047221254,Mauro,"🇪🇨 Behind The Scenes 🇪🇨 
Sígueme en Instagram Reels 😎 
🎥 @mauro_mt2 ⚡",0,False,https://www.tiktok.com/@mauro_mt2/video/7075828730261736709?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075828730261736709&source=h5_m,45666157,4271,7735,14837,2031791,6777509948566800385,6777509948566800385,10033,6777509948566800385,Yummy,Justin Bieber,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/aa79a85312064e4fb0bac91b279bcfd9,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b209701409e943b2afab508a6f09a647,False,True,,,,,[],0,0,Guatemala,#behindthescenes #specialeffects #camera #disney #marvel,0,0,0,0,0,0,0,0,0,0
0,US,7099912725597572398,1653077251,#katespadenycabana #OscarsAtHome #weightloss #weightlosstips #weightlosscheck #fypシ,7096843404890227754,olddoctor_robert,No bio yet,0,False,https://www.tiktok.com/@olddoctor_robert/video/7099912725597572398?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099912725597572398&source=h5_m,14255991,3121,45486,75324,245780,7070105828002401030,7070105828002401030,72,7070105828002401030,original sound - weemadshazy13 (Contains music from: Unstoppable Next - Sunashi Rom),"Contains music from: ""Unstoppable Next""",6.787058272253232e+18,Wee Mad Shazy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070105826198817541.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8f8152c07c14fd6a8dd8eed8941a436e.json,False,False,Sunashi Rom,Unstoppable Next,original sound - weemadshazy13 (Contains music from: Unstoppable Next - Sunashi Rom),"Contains music from: ""Unstoppable Next""",[],0,0,Guatemala,#katespadenycabana #OscarsAtHome #weightloss #weightlosstips #weightlosscheck #fypシ,0,0,0,0,0,1,0,0,0,0
1,US,7080617131213131050,1648584645,WOW HOW AM I NOT FIRED??,6809094178438726662,majorkeylife,CHECK OUT MY CAMEO AND GET YOUR SHOUTOUT TODAY!! 👇🏽👇🏽👇🏽,0,False,https://www.tiktok.com/@majorkeylife/video/7080617131213131050?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080617131213131050&source=h5_m,51976945,22253,99187,71962,4098718,7080617086468541230,7080617086468541230,72,7080617086468541230,original sound - majorkeylife,majorkeylife,6.809094178438727e+18,majorkeylife,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080617126918130474.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/2c41c0a2e29a4fad1caee4d9b50a14b6.json,False,False,,,,,[],0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
2,DO,7103604253230386438,1653936753,Suscríbete en YouTube Jean carlo MTB ❤️🙌❤️🙌❤️🙌,6903583079743554566,jeancarlo MTB,Cuento con su apoyo en mi Instagram sigan viendo 59,0,False,https://www.tiktok.com/@siganviendo59/video/7103604253230386438?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103604253230386438&source=h5_m,125381,157,56,104,13796,7103604263079594758,7103604263079594758,72,7103604263079594758,original sound - siganviendo59,jeancarlo MTB,6.903583079743555e+18,jeancarlo MTB,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103604243772328709.mp3,,False,False,,,,,[],0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
3,GB,7095506808810376454,1652051420,Annabelle Drive Thru Prank 😂 What would you do?,7053443472463905797,moodtoobe,"🧡 Daily Videos To Lift Your Mood 💚
📧 Moodtoobe@gmail.com",0,False,https://www.tiktok.com/@moodtoobe/video/7095506808810376454?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095506808810376454&source=h5_m,47380029,34609,107883,138689,5474955,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
4,CA,7101712516765568261,1653496299,I don't have to worry about getting my shoes dirty anymore when it rains #amazon #amazonfinds #amazonmusthaves#amazonmusicjinglebelltok #amazonprime #amazonfashion #amazonprimevideo #amazonfavorites #fyp #amazonfind #amazonas #amazonas,7101239480346346501,Bulasete,welcome you,0,False,https://www.tiktok.com/@bulasete/video/7101712516765568261?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101712516765568261&source=h5_m,4060502,731,11793,4513,79025,7076430832257026050,7076430832257026050,10033,7076430832257026050,We'll Never Have Sex,Leith Ross,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b37d2de1ef474e1c8f09f16cde4bf145,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2b3b00baa16043d28de3fab7554d1b86,False,True,,,,,[],0,0,Guatemala,#amazon #amazonfinds #amazonmusthaves#amazonmusicjinglebelltok #amazonprime #amazonfashion #amazonprimevideo #amazonfavorites #fyp #amazonfind #amazonas #amazonas,0,0,0,0,1,0,0,0,0,0
5,GT,7092595864119627014,1651373664,El mejor TREND 😅 @deanna_melillo #hello🇺🇸mucha🇬🇹 no se qué pasó 😅🤣#josydeanna,6610293488385638405,Josy Esteban Chigua Canales,"🇬🇹IG: @josyesteban
🇺🇸IG: @deanna_melillo 
😲 “750K” 😲❓",0,False,https://www.tiktok.com/@josyestebanchigua/video/7092595864119627014?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092595864119627014&source=h5_m,748528,240,105,260,49995,7080723963025869573,7080723963025869573,72,7080723963025869573,original sound - yahirortega4 (Contains music from: DJ TOXIC FRIENDS SLOW BEAT 2021 - Unyil Fvnky),"Contains music from: ""DJ TOXIC FRIENDS SLOW BEAT 2021""",2.287418651797627e+17,Yahir Ortega,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080723936966658822.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/aa663d5858da12d5e2fc5ea42c4a275d.json,False,False,Unyil Fvnky,DJ TOXIC FRIENDS SLOW BEAT 2021,original sound - yahirortega4 (Contains music from: DJ TOXIC FRIENDS SLOW BEAT 2021 - Unyil Fvnky),"Contains music from: ""DJ TOXIC FRIENDS SLOW BEAT 2021""",[],0,0,Guatemala,#hello🇺🇸mucha🇬🇹 #josydeanna,0,0,0,0,0,0,0,0,0,0
6,GT,7091372831484792069,1651088902,😳 #guatemala #fyp,6646898522745487366,jimenamaradiaga,Somos la familia Mochi 🍡🇬🇹,0,False,https://www.tiktok.com/@jimemaradiaga/video/7091372831484792069?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091372831484792069&source=h5_m,190471,194,3635,732,12975,7083669946844056326,7083669946844056326,72,7083669946844056326,original sound - djdarzu (Contains music from: BOMBÓN - Daddy Yankee & El Alfa & Lil Jon),"Contains music from: ""BOMBÓN""",6.794658921953904e+18,djdarzu,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083669960660749061.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/811528d5ef2552d97a75f3c71fb1cee0.json,False,False,Daddy Yankee & El Alfa & Lil Jon,BOMBÓN,original sound - djdarzu (Contains music from: BOMBÓN - Daddy Yankee & El Alfa & Lil Jon),"Contains music from: ""BOMBÓN""",[],0,0,Guatemala,#guatemala #fyp,0,0,0,0,1,0,1,0,0,0
7,DO,7071436449131891973,1646447102,Ya es hora de 😴 #edit #parati #random #foryou #dominican,7068638160444310534,Jeyson,"Edits 
🇩🇴",0,False,https://www.tiktok.com/@cassiedelrey/video/7071436449131891973?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071436449131891973&source=h5_m,11507921,16693,63269,146093,1383386,7071436401891396358,7071436401891396358,72,7071436401891396358,original sound - cassiedelrey,Jeyson,7.068638160444311e+18,Jeyson,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071436407478258438.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7f545d5cd625e5b00eff37338b6a6aeb.json,False,False,,,,,[],0,0,Guatemala,#edit #parati #random #foryou #dominican,0,1,0,0,0,0,0,0,1,0
0,GT,7073127679620336902,1646840871,Cristian mira que me compre 😘#labichotadesuchitepequez,6991945091771581446,labichotachapina,Vayan a mi Facebook ➡️La Bichota de Suchitepequez⬅️ Saludos desde Guatemala 🇬🇹,0,False,https://www.tiktok.com/@labichotachapina/video/7073127679620336902?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073127679620336902&source=h5_m,2556584,2961,22525,63071,38765,7073127623177685765,7073127623177685765,72,7073127623177685765,original sound - labichotachapina,labichotachapina,6.991945091771581e+18,labichotachapina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073127662453033733.mp3,,False,False,,,,,[],0,0,Guatemala,#labichotadesuchitepequez,0,0,0,0,0,0,0,0,0,0
1,GT,7096231120626339078,1652220062,#parati #fypシ Siiii😻🤣,230243644241231872,Dayana Morales,🇬🇹,0,False,https://www.tiktok.com/@moralessdaya/video/7096231120626339078?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096231120626339078&source=h5_m,187916,78,44,218,15152,6833972887548971781,6833972887548971781,10036,6833972887548971781,Marry Me (feat. Toya Wright),Rasheeda,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6451d37d7406466694e79d004d0fd20e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d318fd9f56e84133a521c965d9628b59,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '536632335', 'external_song_key': 'apple_song_id'}]",0,0,Guatemala,#parati #fypシ,0,0,0,0,0,1,0,0,1,0
2,EC,7103328721527934214,1653872601,Creo que es un poquito celosa 😅 #enchufetv #comedia #pareja #toxica,6628786065359110150,enchufetv,"Queríamos hacer nopor, pero nuestras mamás no nos dejaron",0,False,https://www.tiktok.com/@enchufetv/video/7103328721527934214?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103328721527934214&source=h5_m,1705743,505,3637,7334,188635,7103328696160750342,7103328696160750342,72,7103328696160750342,original sound - enchufetv,enchufetv,6.62878606535911e+18,enchufetv,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103328705107544837.mp3,,False,False,,,,,[],0,0,Guatemala,#enchufetv #comedia #pareja #toxica,1,0,0,0,0,0,0,0,0,0
3,US,7102978445100977451,1653791044,#monaygeros #monacolegas #fyp #parati #newfashionbeautymona #trending #viral #hijasdelapelona #monaysusmonadas,7066124769155515438,Cuenta de fans,"Fan Page ❣️
Fb Oficial: New fashion beauty Mona
TikTok: @monacolegas",0,False,https://www.tiktok.com/@mona_y_geros_fans4/video/7102978445100977451?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102978445100977451&source=h5_m,3349515,193,1008,2694,145895,7102978395798014763,7102978395798014763,72,7102978395798014763,original sound - mona_y_geros_fans4,Cuenta de fans,7.066124769155515e+18,Cuenta de fans,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102978445507824426.mp3,,False,False,,,,,[],0,0,Guatemala,#monaygeros #monacolegas #fyp #parati #newfashionbeautymona #trending #viral #hijasdelapelona #monaysusmonadas,0,0,0,0,1,0,0,0,1,1
4,US,7091596382397533483,1651140955,He is afraid of this beauty machine 🤣😅#asmr #spa #skincare #boyfriendskincare #facialtime #givingmyboyfriendafacial #couples #coupletiktok #facialtreatment #facial #satisfying #fyp #fypシ,7089354290724406314,Skincare trial,"My WhatsApp account: +8613450477756
💛⬇️ check my link ⬇️💛",0,False,https://www.tiktok.com/@bellawithherboyfriend/video/7091596382397533483?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091596382397533483&source=h5_m,59057785,13365,42732,39933,2730023,7091596199538592554,7091596199538592554,72,7091596199538592554,original sound - bellawithherboyfriend,Skincare trial,7.089354290724406e+18,Skincare trial,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7091596287971478318.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/24c5055d4f054ff2700fa18b37663592.json,False,False,,,,,[],0,0,Guatemala,#asmr #spa #skincare #boyfriendskincare #facialtime #givingmyboyfriendafacial #couples #coupletiktok #facialtreatment #facial #satisfying #fyp #fypシ,0,0,0,0,1,1,0,0,0,0
5,SV,7098474437472750854,1652742375, ,7088073626424247301,Claus,¡Hola! ¡Estoy usanto WhatssApp!,0,False,https://www.tiktok.com/@claus_._/video/7098474437472750854?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098474437472750854&source=h5_m,735072,231,1702,107,47064,5000000000297284611,5000000000297284611,71,5000000000297284611,Love You So,The King Khan & BBQ Show,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/e2465cc3e91e4371a965baf84ca7b391?x-expires=1653973985&x-signature=q%2Fs4EPe2XmwqErN0DypwLraCVL8%3D,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
6,US,7101429724219444522,1653430454,Anyone going to vidcon? 😁 DC: 50% @i n d 🪷 and 50% me,99017789314609152,Merrick,"🤖 Merrick Hanna 🤖
Biz: 4mhbiz@gmail.com
Twitter.com/itsMerrickHanna",0,False,https://www.tiktok.com/@merrickhanna/video/7101429724219444522?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101429724219444522&source=h5_m,7285639,3471,1856,9803,592375,7082370286401702683,7082370286401702683,24,7082370286401702683,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",6.508494589473112e+18,Duckhead Dj Kasur,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7082370305552829210.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/241863689ab47c011269273c5f206d17.json,False,False,WILLOW,Wait a Minute!,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",[],0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
7,FR,7103622156247895302,1653940920,#haka #momoa,6640119028994703365,HAKA,"HAKA
A
K
A",0,False,https://www.tiktok.com/@haka_haka_/video/7103622156247895302?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103622156247895302&source=h5_m,117189,107,163,8,14456,7103622141874113286,7103622141874113286,72,7103622141874113286,original sound - haka_haka_,HAKA,6.640119028994703e+18,HAKA,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103622157003279110.mp3,,False,False,,,,,[],0,0,Guatemala,#haka #momoa,0,0,0,0,0,0,0,0,0,0
0,US,7070592134839029035,1646250518,Reply to @gpaleinad 😒 #fyp,6755297581364839429,Marlenybenitez,Toca la camarita 👆🏽.                Xielomanagement@gmail.com,0,False,https://www.tiktok.com/@marleneb3129/video/7070592134839029035?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070592134839029035&source=h5_m,17595497,6633,46446,2070,1350474,7070592077134007086,7070592077134007086,72,7070592077134007086,original sound - marleneb3129,Marlenybenitez,6.755297581364839e+18,Marlenybenitez,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7070592120498768683.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f72e1fbc8cb6c1353b819c25955db9dd.json,False,False,,,,,[],0,0,Guatemala,#fyp,0,0,0,0,1,0,0,0,0,0
1,US,7093676420353838382,1651625247,Hahaha mi madre @juanyyy65  es tan ocurrente😂😂 como la amoo!♥️♥️😂 #houston #humor #risa #broma #comedia #familia #mexican #chiste #funny #gritonas,6783612954337313797,Lizeth Banda,"Cotorreo Machin😎
Ahh no se crean nomas se van a reír de mi risa😂🤷🏻‍♀️",0,False,https://www.tiktok.com/@lizethbanda/video/7093676420353838382?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093676420353838382&source=h5_m,17902546,7610,42194,39160,1117366,7093676395158620971,7093676395158620971,72,7093676395158620971,original sound - lizethbanda,Lizeth Banda,6.783612954337314e+18,Lizeth Banda,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093676412669938474.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5ccfc46f0dfad7bb68f551785b5a9ba0.json,False,False,,,,,[],0,0,Guatemala,#houston #humor #risa #broma #comedia #familia #mexican #chiste #funny #gritonas,1,0,0,1,0,0,0,1,0,0
2,EC,7090713032808090885,1650935282,"#FrancoEscamilla Nancy ""Escamilla"" Olvera | Cabareteando - Guadalajara Día 2",6792038526978130950,LaPollaDesertora,Un lugar donde recopilamos lo mejor de la web | Síguenos también en @lpd.net ✌️,0,False,https://www.tiktok.com/@lapolladesertora/video/7090713032808090885?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090713032808090885&source=h5_m,36179117,13329,68052,126262,5610723,7090713043201542918,7090713043201542918,72,7090713043201542918,original sound - lapolladesertora,LaPollaDesertora,6.792038526978131e+18,LaPollaDesertora,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090713052076706565.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2741961aab1ec7bc7b4cb5f495e8cee5.json,False,False,,,,,[],0,0,Guatemala,#FrancoEscamilla,0,0,0,0,0,0,0,0,0,0
3,DE,7096180703884365061,1652208323,Cap Cut🧢                   #fypシ #Hairstyle #viral #tutorial,6592565150955683845,Ali.Friseur,"Germany  
 48165 Münster  Bergiusstr 1a
 📩 alifriseurbusiness@gmail.com",0,False,https://www.tiktok.com/@ali.friseurr/video/7096180703884365061?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096180703884365061&source=h5_m,5729153,240,1617,2666,160498,6976361338058573826,6976361338058573826,10033,6976361338058573826,Pepas,Farruko,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/86bed443675e468799e4738d4da08781,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/501ac5abf6ed4fcaa0666a597e452acb,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1573304194', 'external_song_key': 'apple_song_id'}]",0,0,Guatemala,#fypシ #Hairstyle #viral #tutorial,0,0,0,0,0,1,0,0,0,1
4,CO,7103228427041262853,1653849248,Las colombianas 🔥,6987931254185280518,gemelasabello2,"Colombianas 🇨🇴
Síguenos en Instagram 👇🏼",0,False,https://www.tiktok.com/@gemelasabello2/video/7103228427041262853?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103228427041262853&source=h5_m,2478585,1193,843,3835,358114,7095019005370452778,7095019005370452778,72,7095019005370452778,Tití me preguntó (Contains music from: Titi me preguntó - Aomak),"Contains music from: ""Titi me preguntó""",7.024650886308431e+18,ur/gf,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7095019029886274347.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9a2fe9bb843dac6dca05b56ec529a95a.json,False,False,Aomak,Titi me preguntó,Tití me preguntó (Contains music from: Titi me preguntó - Aomak),"Contains music from: ""Titi me preguntó""",[],0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
5,GT,7098335829659143470,1652710102,Responder a @dani0813 #fypシ #viralvideo #parati,6811880306082628613,🦋🦋,🦋🦋🦋,0,False,https://www.tiktok.com/@trxste_1/video/7098335829659143470?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098335829659143470&source=h5_m,228590,136,863,2769,22686,7070594439240059653,7070594439240059653,72,7070594439240059653,original sound - corridosamusic (Contains music from: Chale - Eden Muñoz),"Contains music from: ""Chale""",6.97080827051688e+18,Corridos y Regional Mexicano,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070594448731720453.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e72410ac33c4aecfe4f024091c1814f2.json,False,False,Eden Muñoz,Chale,original sound - corridosamusic (Contains music from: Chale - Eden Muñoz),"Contains music from: ""Chale""",[],0,0,Guatemala,#fypシ #viralvideo #parati,0,0,0,0,0,1,0,0,1,0
6,GT,7085210560341609733,1649654138, ,6959310241691960326,gomezjc009,,0,False,https://www.tiktok.com/@gomezjc009/video/7085210560341609733?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085210560341609733&source=h5_m,7245942,2901,35521,20070,312692,7085210505232517894,7085210505232517894,72,7085210505232517894,original sound - gomezjc009,gomezjc009,6.95931024169196e+18,gomezjc009,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085210484668205830.mp3,,False,False,,,,,[],0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
