,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_honduras,hash_humor,hash_parati,hash_tiktok,hash_viral,hash_xyzbca
4,US,7071744128471616811,1646518738,Slap Cgampionship at Arnold Classic #slap #slap #slapfight #slaps #slapping,6916929464049189893,Arm Shark Sports,Grip Strength and Armwrestling Equipment: https://www.armshark.com,0,False,https://www.tiktok.com/@armshark_/video/7071744128471616811?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071744128471616811&source=h5_m,133318628,36090,110443,128831,5667262,7.071744107500113e+18,7.071744107500113e+18,72.0,7.071744107500113e+18,original sound - armshark_,Arm Shark Sports,6.91692946404919e+18,Arm Shark Sports,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7071744125401549614.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/729e9a7e19fe4dd5abbf31925471bf76.json,False,False,,,,,[],0.0,0,Honduras,#slap #slap #slapfight #slaps #slapping,0,0,0,0,0,0,0,0,0,0
5,HN,7073881720042360070,1647016435, ,6577450929942183942,Claudia Paz 🌹,"🇭🇳
sígueme en Instagram @claupaz20",0,False,https://www.tiktok.com/@claupaz_2/video/7073881720042360070?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073881720042360070&source=h5_m,4143435,978,2249,1060,147858,7.055400343379054e+18,7.055400343379054e+18,72.0,7.055400343379054e+18,original sound - jlow_456 (Contains music from: Si Te Sabes El TikTok Baila 20 - La Tiktoker),"Contains music from: ""Si Te Sabes El TikTok Baila 20""",6.897205733760468e+18,Karla mi casita♡,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7055400402199907078.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6ea02304f072108a895c796abf3f5585.json,False,False,La Tiktoker,Si Te Sabes El TikTok Baila 20,original sound - jlow_456 (Contains music from: Si Te Sabes El TikTok Baila 20 - La Tiktoker),"Contains music from: ""Si Te Sabes El TikTok Baila 20""",[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
6,HN,7094963275728686379,1651924875, ,6566297746817957893,zeeflow,sígueme en Youtube zeeflow Twitter  @zeeflow Instagram #zeeflow Facebook zeeflow,0,False,https://www.tiktok.com/@zeefloww/video/7094963275728686379?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094963275728686379&source=h5_m,2297067,279,1299,4341,20039,7.094963174109171e+18,7.094963174109171e+18,72.0,7.094963174109171e+18,original sound - zeefloww,zeeflow,6.566297746817958e+18,zeeflow,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7094963269298948910.mp3,,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
7,US,7086541813477133611,1649964092,Was it worth it? @emmarie.xox,6706068281616270341,Jordan Matter,"The worst dancer on TikTok
Email info@jordanmatter.com",0,False,https://www.tiktok.com/@realjordanmatter/video/7086541813477133611?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086541813477133611&source=h5_m,50709040,9712,6026,14059,8881768,7.086541778215751e+18,7.086541778215751e+18,72.0,7.086541778215751e+18,original sound - realjordanmatter,Jordan Matter,6.70606828161627e+18,Jordan Matter,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7086541801993210670.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/916f6bee3b54ede06198c3b02161536a.json,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
0,US,7085437946274286850,1649707079, ,6692533216942179334,Kissme,"Di 🦋
20 ❤️
Follow my Instagram: sheloveeeeeee 🚁👇",0,False,https://m.tiktok.com/v/7085437946274286850.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085437946274286850&source=h5_m,66218903,70453,108344,174597,8037751,7.038982678271544e+18,7.038982678271544e+18,10036.0,7.038982678271544e+18,Sway (Sped Up Version),Michael Bublé,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8d38123e3caf473081c33fe9eb11d06b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f97f2b3227bb4a0eb8dd03c8e1e5c693,False,True,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
1,MX,7092102041979358469,1651258685,Atrapado,92472068893474816,NICOLE AMADO 🐉,"🇨🇴 🇵🇭 
Sígueme en IG: 👇🏻",0,False,https://m.tiktok.com/v/7092102041979358469.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092102041979358469&source=h5_m,24852226,3743,16603,51542,3380661,6.833972887548972e+18,6.833972887548972e+18,10036.0,6.833972887548972e+18,Marry Me (feat. Toya Wright),Rasheeda,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6451d37d7406466694e79d004d0fd20e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d318fd9f56e84133a521c965d9628b59,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '536632335', 'external_song_key': 'apple_song_id'}]",0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
2,HN,7088137370863734022,1650335588,Responder a @josecatracho02 @hellenperezhn 👈🏻 ahí está el perfil de ella ❤️ vayan a seguirla ❤️,6980058712506467333,darwinsuazo_oficial,"Sígueme en Instagram 👆👆
60k?? 🥺
 Ig + 60k ❤️
Face Darwin Suazo
Licenciado📚",0,False,https://m.tiktok.com/v/7088137370863734022.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088137370863734022&source=h5_m,1431683,176,217,818,103919,7.088137344204705e+18,7.088137344204705e+18,72.0,7.088137344204705e+18,original sound - elprof_suazo,darwinsuazo_oficial,6.980058712506467e+18,darwinsuazo_oficial,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088137349825088262.mp3,,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
3,HN,7079987655634717958,1648438085,Saludandito #LaGarzona,6724829882038649861,Jennifer Aplícano,"🇭🇳 Hondureña
 Instagram: Jennifer_Aplicano",0,False,https://m.tiktok.com/v/7079987655634717958.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079987655634717958&source=h5_m,2745818,2907,12299,16913,341287,7.079987639343959e+18,7.079987639343959e+18,72.0,7.079987639343959e+18,original sound - jennifer_aplicano,Jennifer Aplícano,6.72482988203865e+18,Jennifer Aplícano,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079987622441585413.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2a568887819640fd7defe297cef0b3bd.json,False,False,,,,,[],0.0,0,Honduras,#LaGarzona,0,0,0,0,0,0,0,0,0,0
4,MX,7083645974400290053,1649289853,Vean en el final 😩 #novios #trend #parati #andreasevillaa #cosasdenovios #viral @santiagosevillaa @ulises_r_l,109156448219066368,Andrea Sevilla,"Síganme en insta y les doy un abrazo🤠
YouTube 👇🏻",0,False,https://m.tiktok.com/v/7083645974400290053.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083645974400290053&source=h5_m,29298298,14138,33265,2036,4017697,7.083645938807393e+18,7.083645938807393e+18,72.0,7.083645938807393e+18,original sound - andreasevillaa (Contains music from: You Can Dance - Maikkis),"Contains music from: ""You Can Dance""",1.0915644821906637e+17,Andrea Sevilla,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083645935020641029.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c325e99f46a52467dc62fdbae644a57d.json,False,False,Maikkis,You Can Dance,original sound - andreasevillaa (Contains music from: You Can Dance - Maikkis),"Contains music from: ""You Can Dance""",[],0.0,0,Honduras,#novios #trend #parati #andreasevillaa #cosasdenovios #viral,0,0,0,0,0,0,1,0,1,0
5,HN,7088453988118547717,1650409306,"Como dice el dicho🥲ambeces te va bien, ambeces mal😞😂 @Abelardo Bobadilla",7019428727214769158,Pizza Hut Honduras,Pizza lovers! 🥰🍕,0,False,https://m.tiktok.com/v/7088453988118547717.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088453988118547717&source=h5_m,1219143,556,1672,3042,168981,7.088453963091103e+18,7.088453963091103e+18,72.0,7.088453963091103e+18,original sound - pizzahuthnd,Pizza Hut Honduras,7.019428727214769e+18,Pizza Hut Honduras,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088453961892547333.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a6af6cadca9ddf5b52545a12f68240c1.json,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
6,FR,7099984334538558725,1653093926,The end 😂 #cat #funny #crazy #wee,6809665903703393285,Hibou Zap,Hello world,0,False,https://m.tiktok.com/v/7099984334538558725.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099984334538558725&source=h5_m,50523568,28832,118739,5119,6945592,7.099984318042263e+18,7.099984318042263e+18,72.0,7.099984318042263e+18,original sound - hibouzap,Hibou Zap,6.809665903703393e+18,Hibou Zap,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099984317840968454.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/971d1e265d9996a1f10345e075bd8238.json,False,False,,,,,[],0.0,0,Honduras,#cat #funny #crazy #wee,0,0,0,0,0,0,0,0,0,0
7,HN,7082408564240764165,1649001745,#cierto #😂 #humor #hair,6712277896143111174,KarenMadrid94,"Lic  👩🏽‍🏫❤️
Catracha❤️🇭🇳
 🤗
80K. 🙏",0,False,https://m.tiktok.com/v/7082408564240764165.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082408564240764165&source=h5_m,1272424,40,41,176,21330,7.036134109361835e+18,7.036134109361835e+18,72.0,7.036134109361835e+18,original sound - jinsito777,era flop,6.977474424690361e+18,era flop,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7036134088914258694.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5d583bd0d0f13bd4b6c89e45b36d0209.json,False,False,,,,,[],0.0,0,Honduras,#cierto #😂 #humor #hair,0,0,0,0,0,1,0,0,0,0
0,US,7091869874506550571,1651204629,Hi #playstation #ps3 #asmr #asmrvideo #satisfying,7018192562080105478,LadiezMan,"YouTube YouTube ⬆️
P.O. Box 7432
Moreno Valley CA 92552
Ladiezman2one7@gmail.com",0,False,https://www.tiktok.com/@ladiiezman/video/7091869874506550571?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091869874506550571&source=h5_m,89142041,18154,34184,2519,6920680,6.878744350931635e+18,6.878744350931635e+18,10036.0,6.878744350931635e+18,Mayonaka no Door / Stay With Me,Miki Matsubara,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0f70bd30651741dab1c62f3df0d73913,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/56d3ce56ab1d404f9e3356c4b82baee0,False,True,,,,,[],0.0,0,Honduras,#playstation #ps3 #asmr #asmrvideo #satisfying,0,0,0,0,0,0,0,0,0,0
1,NI,7101386932579568901,1653420492,#parati,7010117007874688005,Salma Flores🇳🇮❤️,"El que tiene visión, ya vive en el futuro 🌥
🇳🇮💙🤍
 //Cuenta Secundaria//🤍",0,False,https://www.tiktok.com/@salma_flores03/video/7101386932579568901?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101386932579568901&source=h5_m,1072846,278,165,1718,105430,7.087744357444472e+18,7.087744357444472e+18,10036.0,7.087744357444472e+18,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,,,,,[],0.0,0,Honduras,#parati,0,0,0,0,0,0,1,0,0,0
2,VE,7103212349917498630,1653845505,“Say cheese”📸👩🏻‍✈️#parati #foryou #foryoupage #viral #virall #fyp #you #fypシ #lentejas #badbunnypr #titimepregunto #pilot #aviation #piloto,124849013668892673,Deysi Gandica,"¡Sígueme en Instagram!
@gandicadeysi_ 
Por diversión🤪",0,False,https://www.tiktok.com/@deysigandica/video/7103212349917498630?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103212349917498630&source=h5_m,464555,147,105,363,47302,7.09579206160091e+18,7.09579206160091e+18,72.0,7.09579206160091e+18,BadBunnyTeAmo (Contains music from: Tití Me Preguntó - Bad Bunny),"Contains music from: ""Tití Me Preguntó""",842942.0,Ori Maita,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096575692652989190.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/930f929a664b2900a70b798c157d6343.json,False,False,Bad Bunny,Tití Me Preguntó,BadBunnyTeAmo (Contains music from: Tití Me Preguntó - Bad Bunny),"Contains music from: ""Tití Me Preguntó""",[],0.0,0,Honduras,#parati #foryou #foryoupage #viral #virall #fyp #you #fypシ #lentejas #badbunnypr #titimepregunto #pilot #aviation #piloto,1,1,1,1,0,0,1,0,1,0
3,HN,7095511953459727621,1652052625,Le gustas a tu 2@ #viraltiktok #destacados #viral #fyp #honduras🇭🇳 #fypシ #christian #destacame #foryoupage #🏳️‍🌈,6734830196351108101,El Cris,"Honduras🇭🇳
Gracis por los 12k❤️
✨Meta: 20k✨
SI ME QUIERE FELIZ DAME GOMITAS🤗",0,False,https://www.tiktok.com/@elcris5/video/7095511953459727621?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095511953459727621&source=h5_m,199934,508,246,264,22936,7.084303665602776e+18,7.084303665602776e+18,10036.0,7.084303665602776e+18,"ULTRA SOLO (Solo y coronao ¿De qué sirve? Si no estás a mi lao' Por ti paso el día conectau, pendiente al cel, pendiente a ti, pendiente si subes una story)",Polimá Westcoast & Pailita,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4eaf8f22e4f543c08688d97f17b01b7c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/fa51ec760d654f8caff512250d732b6d,False,True,,,,,[],0.0,0,Honduras,#viraltiktok #destacados #viral #fyp #honduras🇭🇳 #fypシ #christian #destacame #foryoupage #🏳️‍🌈,0,1,1,1,1,0,0,0,1,0
4,US,7100335594538274094,1653177601,How ppl lose these #metaldetecting #minelabequinox800 #tiktok,6939633378161542149,Moe,"Hi, I'm Moe from NC. Metal Detector treasure hunter,. Youtuber - DetectorMoe",0,False,https://www.tiktok.com/@detectormoe/video/7100335594538274094?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100335594538274094&source=h5_m,23305035,2297,2013,2733,2566435,7.100343699820924e+18,7.100343699820924e+18,72.0,7.100343699820924e+18,original sound - detectormoe,Moe,6.939633378161542e+18,Moe,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100343739985513262.mp3,,False,False,,,,,[],0.0,0,Honduras,#metaldetecting #minelabequinox800 #tiktok,0,0,0,0,0,0,0,1,0,0
5,HN,7102575692407229702,1653697273,What a man #365dni #michelemorrone #massimotorricelli #365days #fy,7091067028317422598,MikiAnna365,"🔥 365 DAYS 🔥
❤ Miki & Anna ❤",0,False,https://www.tiktok.com/@mikianna365/video/7102575692407229702?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102575692407229702&source=h5_m,476732,327,888,1694,46083,7.07553429251169e+18,7.07553429251169e+18,72.0,7.07553429251169e+18,Cool for summer x Pony (Contains music from: Pony - Ginuwine),"Contains music from: ""Pony""",6.768412728564254e+18,Kuya Magik,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7075534269686369050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d652b7d2c3a023db6f701ec06bf98baa.json,False,False,Ginuwine,Pony,Cool for summer x Pony (Contains music from: Pony - Ginuwine),"Contains music from: ""Pony""",[],0.0,0,Honduras,#365dni #michelemorrone #massimotorricelli #365days #fy,0,0,0,0,0,0,0,0,0,0
6,HN,7082923346878418181,1649121604,Insta : Yoangonzales__hn #parati #foryou #fyp #viral,6873980001461486597,💜skinny💜,"cuenta Nueva
sígueme en Instagram : Yoangonzales__hn 
( 𝘓𝘢 𝘍𝘭𝘢𝘤𝘢 )",0,False,https://www.tiktok.com/@skinny_flores/video/7082923346878418181?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082923346878418181&source=h5_m,121592,19,26,56,6629,7.077645461918993e+18,7.077645461918993e+18,72.0,7.077645461918993e+18,original sound - youtubecapamorada,capamorada,6.811424717866796e+18,capamorada,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077645446910397189.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8991e2d0218abb383f38b6c541c42dbb.json,False,False,,,,,[],0.0,0,Honduras,#parati #foryou #fyp #viral,1,0,1,0,0,0,1,0,1,0
7,CO,7101403321516182790,1653424308,Actualización del despigmentante😱 #axilasoscuras #axilasbonitas #axilasmanchadas #aclararlasaxilas #despigmentantedeaxilas #manchasenlapiel,6807173609842263045,Lina Borrero,"Te ayudo a entender y a cuidar tu cabello 💕
Y otras cositas de belleza ✨",0,False,https://www.tiktok.com/@linaborreroo/video/7101403321516182790?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101403321516182790&source=h5_m,5678489,1678,4808,8795,333570,7.101403305171095e+18,7.101403305171095e+18,72.0,7.101403305171095e+18,original sound - linaborreroo,Lina Borrero,6.807173609842263e+18,Lina Borrero,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101403304680295173.mp3,,False,False,,,,,[],0.0,0,Honduras,#axilasoscuras #axilasbonitas #axilasmanchadas #aclararlasaxilas #despigmentantedeaxilas #manchasenlapiel,0,0,0,0,0,0,0,0,0,0
0,HN,7072380015362526510,1646666793,"Mini_Rocki, no se pasen 🤣",6885033222363923461,Juan Manuel Hernández,Pasenla chido gente 😎,0,False,https://www.tiktok.com/@j_manuel.1308/video/7072380015362526510?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072380015362526510&source=h5_m,2222074,2142,24635,15048,37374,6.87223959965829e+18,6.87223959965829e+18,72.0,6.87223959965829e+18,"original sound - proyectoamateurismo (Contains music from: Gonna Fly Now (From the Film ""Rocky"") - Alex Brown)","Contains music from: ""Gonna Fly Now (From the Film ""Rocky"")""",6.863712788570785e+18,amateurismo,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6872239547724401410.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/7e6dfae5aeb62d7ba1c9ce25a60c4c85.json,False,False,Alex Brown,"Gonna Fly Now (From the Film ""Rocky"")","original sound - proyectoamateurismo (Contains music from: Gonna Fly Now (From the Film ""Rocky"") - Alex Brown)","Contains music from: ""Gonna Fly Now (From the Film ""Rocky"")""",[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
1,MX,7103224978455252230,1653848446,Todos los comentarios tendrán un like 💚,105271548999020544,Aylin,Te espero en mi Instagram chiquit@ 🐻💛,0,False,https://www.tiktok.com/@aylin.criss/video/7103224978455252230?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103224978455252230&source=h5_m,10728603,17460,7896,58123,1871513,6.998932337425698e+18,6.998932337425698e+18,72.0,6.998932337425698e+18,original sound - jostinja (Contains music from: Old School - Bootleg - MARIO G),"Contains music from: ""Old School - Bootleg""",6.562218147772121e+18,Jostin JA🔥,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6998932417943833350.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fdbcef6a3253d754680ec9b40c2bb4a2.json,False,False,MARIO G,Old School - Bootleg,original sound - jostinja (Contains music from: Old School - Bootleg - MARIO G),"Contains music from: ""Old School - Bootleg""",[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
2,US,7102180059473153326,1653605155,Prancing hubby 😂 #hubbywifeyfun #hubbywifey👸💞🤴 #husbandandwifeteam #marriedlifejokes #marriedcouplesbelike #couplesjoke #interacialcouplegoals,6807499723914904581,Naomi & Kameron,"Follow us on IG @itsonyambu
Couples content & Lifestyle",0,False,https://www.tiktok.com/@itsonyambu/video/7102180059473153326?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102180059473153326&source=h5_m,5176545,2126,19773,7757,304832,7.102180042251324e+18,7.102180042251324e+18,72.0,7.102180042251324e+18,original sound - itsonyambu (Contains music from: Ameno - Remix - ERA),"Contains music from: ""Ameno - Remix""",6.807499723914905e+18,Naomi & Kameron,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102180053269646126.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/539d29a7bf0ed372933db88c5bc6da36.json,False,False,ERA,Ameno - Remix,original sound - itsonyambu (Contains music from: Ameno - Remix - ERA),"Contains music from: ""Ameno - Remix""",[],0.0,0,Honduras,#hubbywifeyfun #hubbywifey👸💞🤴 #husbandandwifeteam #marriedlifejokes #marriedcouplesbelike #couplesjoke #interacialcouplegoals,0,0,0,0,0,0,0,0,0,0
3,US,7100612237613714731,1653240120,no vuelvo a playa gringa,7719282,jessica ortiz,"💌jessjudithbusinessinfo@gmail.com
dominicana",0,False,https://www.tiktok.com/@jessicajudith2/video/7100612237613714731?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100612237613714731&source=h5_m,7423349,2480,2460,1915,1547656,7.100612208098299e+18,7.100612208098299e+18,72.0,7.100612208098299e+18,original sound - jessicajudith2,jessica ortiz,7719282.0,jessica ortiz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100612228847815470.mp3,,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
4,HN,7071425427469864197,1646444536,#viral #fyp #parati #honduras #baleadas #foodiehonduras #elvlogdediego #foodiepordiego #recomendacion,6900590848071173126,Diego Mendez,"🇭🇳
1M ? 
Hagámonos panas por Instagram⬆️
📩: diegomendezbusiness@gmail.com",0,False,https://www.tiktok.com/@_diegomendez/video/7071425427469864197?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071425427469864197&source=h5_m,2917533,1424,8052,366,159279,7.071425396058639e+18,7.071425396058639e+18,72.0,7.071425396058639e+18,original sound - _diegomendez,Diego Mendez,6.900590848071173e+18,Diego Mendez,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071425382859934469.mp3,,False,False,,,,,[],0.0,0,Honduras,#viral #fyp #parati #honduras #baleadas #foodiehonduras #elvlogdediego #foodiepordiego #recomendacion,0,0,1,0,1,0,1,0,1,0
5,US,7100616966884298026,1653241219,#greenscreen #paratytiktokviral #fouryou #paraty #fyt #pageant #pageforyou #fyppppooooooooooppppppop,6807634626955527173,Churro_22,"🇭🇳/🇦🇷
 Tx📍
Ig _yangeri_",0,False,https://www.tiktok.com/@churro_221/video/7100616966884298026?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100616966884298026&source=h5_m,85700,110,210,1231,16053,6.948249774659227e+18,6.948249774659227e+18,72.0,6.948249774659227e+18,original sound - eribeth_hernandez (Contains music from: Ansiedad de Amar - Kazzabe),"Contains music from: ""Ansiedad de Amar""",6.808523179028399e+18,Eribeth Hernández,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6948249891827223301.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/584a00b59328d7e0af1dc916f2cc3624.json,False,False,Kazzabe,Ansiedad de Amar,original sound - eribeth_hernandez (Contains music from: Ansiedad de Amar - Kazzabe),"Contains music from: ""Ansiedad de Amar""",[],0.0,0,Honduras,#greenscreen #paratytiktokviral #fouryou #paraty #fyt #pageant #pageforyou #fyppppooooooooooppppppop,0,0,0,0,0,0,0,0,0,0
6,US,7099131174995512622,1652895282,Back with my bestfriend my inspo my love my big sisterrrrrr @Bellanochez,10362295,Sofia Wylie,"ACTRESS • Film • TV 

Biz inquires: sofia_wylie@yahoo.com",0,False,https://www.tiktok.com/@sofiawylie/video/7099131174995512622?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099131174995512622&source=h5_m,3671185,1435,730,1860,742144,7.083178065446046e+18,7.083178065446046e+18,10033.0,7.083178065446046e+18,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4b3c5e3f160e4e65b438c55eecf9c5ed,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6302af0aec1f4b06ab20656a3f19c2db,False,True,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
