,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_0324mytest,hash_bhutanesemuser,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_tiktok,hash_viral,hash_xyzbca
5,US,7094006324064832810,1651702059,#distorted #bestyyy,6980137270468871173,Iiisofia10,Hi this is my sister @mousemcmanus she wants to go live and hit 1K followers,0,False,https://www.tiktok.com/@iiisofia10/video/7094006324064832810?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094006324064832810&source=h5_m,593076,499,2435,2077,26432,7035450902429371142,7035450902429371142,72,7035450902429371142,original sound - jessicakocher87 (Contains music from: TWINNEM - Remix - Coi Leray),"Contains music from: ""TWINNEM - Remix""",6.84055809340883e+18,Jessica Kocher 🖤,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7035451006204775174.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bd9b299144c55cb50d7c6c5d52ed7c63.json,False,False,Coi Leray,TWINNEM - Remix,original sound - jessicakocher87 (Contains music from: TWINNEM - Remix - Coi Leray),"Contains music from: ""TWINNEM - Remix""",[],0,0,Bhutan,#distorted #bestyyy,0,0,0,0,0,0,0,0,0,0
6,JP,7075164923269090561,1647315207,#tiktok,6885100483497755649,功夫,,0,False,https://www.tiktok.com/@taizi66/video/7075164923269090561?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075164923269090561&source=h5_m,43832262,11901,144079,306638,1068534,7075164899881552641,7075164899881552641,24,7075164899881552641,original sound - taizi66 (Contains music from: 放弃你我真的做不到 - 正华 - 北京酝星文化有限公司),"Contains music from: ""放弃你我真的做不到 - 正华""",6.885100483497756e+18,功夫,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7075164884572310273.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b63b75833301ac5ad00366c2ae0747c4.json,False,False,北京酝星文化有限公司,放弃你我真的做不到 - 正华,original sound - taizi66 (Contains music from: 放弃你我真的做不到 - 正华 - 北京酝星文化有限公司),"Contains music from: ""放弃你我真的做不到 - 正华""",[],0,0,Bhutan,#tiktok,0,0,0,0,0,0,0,1,0,0
7,FR,7078968365317901574,1648200763, ,6816032957377479685,Deborah yowa,☝️☝️ my content offers asmr videos following emojis,0,False,https://www.tiktok.com/@deborahyowa/video/7078968365317901574?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078968365317901574&source=h5_m,67783562,82395,93171,9409,2726417,7078968337274800901,7078968337274800901,72,7078968337274800901,original sound - deborahyowa,Deborah yowa,6.81603295737748e+18,Deborah yowa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078968331251845893.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6c9edec06e4065541a6df31fbcb4dc4e.json,False,False,,,,,[],0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
0,BT,7074159821397773569,1647081185,Trailer to my samyang 3x video. Watch the full video which has been uploaded ➡️#fypシ #samyang #spciynoddles #dararichallenge #bhutnesesong🇧🇹🇧🇹 #nepal #blowthisup #foryourpage #0324mytest #xyzbca,7070497093764514817,L.Tseh_Vlog,Subscribe to my channel guys 🙏🏻I upload the trailers to my Vlog here.,0,False,https://m.tiktok.com/v/7074159821397773569.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074159821397773569&source=h5_m,99540,43,22,5,3468,7065014354940349210,7065014354940349210,24,7065014354940349210,DARARI (Contains music from: DARARI - TREASURE),"Contains music from: ""DARARI""",6.773156617460467e+18,︎ ondu,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7065014354248207131.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/54993f426030b0f06eb012e26aba5c96.json,False,False,TREASURE,DARARI,DARARI (Contains music from: DARARI - TREASURE),"Contains music from: ""DARARI""",[],0,0,Bhutan,#fypシ #samyang #spciynoddles #dararichallenge #bhutnesesong🇧🇹🇧🇹 #nepal #blowthisup #foryourpage #0324mytest #xyzbca,1,0,0,0,0,0,1,0,0,1
1,BT,7077805671055510785,1647930052,@KarmaGroup21 #himalaya,6171987,lhadorje,"Artist from Bhutan 🇧🇹 🧿 
I hope my videos make you smile✨
Active on Instagram",0,False,https://m.tiktok.com/v/7077805671055510785.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077805671055510785&source=h5_m,116583,40,14,365,6231,6722656094272883458,6722656094272883458,25,6722656094272883458,She Share Story (for Vlog),山口夕依,6.647470909311959e+18,,True,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/829b4c8a915947b6b922214c6608832c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a18e9d70dbb048a9a4cf982292ee5134,True,True,,,,,[],0,0,Bhutan,#himalaya,0,0,0,0,0,0,0,0,0,0
2,US,7084289015121186050,1649439572,EXPOSING MAGIC 😱😳 #PGATOUR #painting,6874207451051754498,Milaadk,"18 year old magician 🎩 
🇦🇪 
Following back on Instagram for 24 hours 😱",0,False,https://m.tiktok.com/v/7084289015121186050.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084289015121186050&source=h5_m,18219191,431,1242,28012,324628,6896221138586699778,6896221138586699778,10033,6896221138586699778,My Name Is,D Billions,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a049073a52b94c868fa9ab9152c600ba,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0774abed07a545729418455962f68371,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1540589086', 'external_song_key': 'apple_song_id'}]",0,0,Bhutan,#PGATOUR #painting,0,0,0,0,0,0,0,0,0,0
3,DE,7089424361140161797,1650635239,#fyp #foryou,6824843425046053894,Queen Daro,"CEO OF CUTE SMILE ☺️
Check out my instagram ☝🏼
      snapchat: queen_daro1",0,False,https://m.tiktok.com/v/7089424361140161797.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089424361140161797&source=h5_m,6365383,2686,910,421,512710,6945538420957842182,6945538420957842182,72,6945538420957842182,original sound - zupku,zup,6.777828629696218e+18,zup,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/6990350794071509787.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/3b35d7b22e92f938549882247d3fdcd9.json,False,False,,,,,[],0,0,Bhutan,#fyp #foryou,0,0,1,0,0,1,0,0,0,0
4,DE,7078249882703744262,1648033478,#food #delicacy #funny #delicacies,6986810027694048261,Es schmeckt großartig7,I will give you a Chinese delicacy every day,0,False,https://m.tiktok.com/v/7078249882703744262.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078249882703744262&source=h5_m,62711547,3751,3345,3647,2868981,7078249833923955461,7078249833923955461,72,7078249833923955461,original sound - lecker77,Es schmeckt großartig7,6.986810027694048e+18,Es schmeckt großartig7,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078249878496742150.mp3,,False,False,,,,,[],0,0,Bhutan,#food #delicacy #funny #delicacies,0,0,0,0,1,0,0,0,0,0
5,US,7073214560425086250,1646861100,🍑🍑🍑🍑 #vegangloss #lipglossdrip,6786813809908925445,stellaxxcosmetics,"Welcome boss babes🍒
VEGAN CRUELTY FREE LIP GLOSS
Shop now ! Website in bio ⤵️",0,False,https://m.tiktok.com/v/7073214560425086250.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073214560425086250&source=h5_m,26726347,264,433,2934,670182,5000000001409962603,5000000001409962603,10009,5000000001409962603,EX,Kiana Ledé,,,True,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ad451a05d7a64375b0bc2f05af12dda1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a5088ab8dc1a48cf9e72d6c06201ee9c,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1457271395', 'external_song_key': 'apple_song_id'}]",0,0,Bhutan,#vegangloss #lipglossdrip,0,0,0,0,0,0,0,0,0,0
6,ID,7102444529126591770,1653666732,Spill apalagi ni? 🫣 #bajujumbo #fashionbigsize #bajubigsizejakarta #ootdbigsize #tanktopbigsize #kaosbigsize #olshopbigsize #croptopbigsize #buyandsold,7017949068663997467,buyandsold,"OUTFIT MEDIUM TILL BIGSIZE 
FIRST SUPPLIER‼️‼️
TERMURAH HARGA DIBAWAH 💸200k",0,False,https://m.tiktok.com/v/7102444529126591770.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102444529126591770&source=h5_m,16590,5,1,5,542,7055237440704973595,7055237440704973595,24,7055237440704973595,ABCDEFU TIED (Contains music from: abcdefu - GAYLE),"Contains music from: ""abcdefu""",6.689255001161893e+18,Huy Lucii,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7055237439568268058.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/77bc192579dc6c771904f6431316229f.json,False,False,GAYLE,abcdefu,ABCDEFU TIED (Contains music from: abcdefu - GAYLE),"Contains music from: ""abcdefu""",[],0,0,Bhutan,#bajujumbo #fashionbigsize #bajubigsizejakarta #ootdbigsize #tanktopbigsize #kaosbigsize #olshopbigsize #croptopbigsize #buyandsold,0,0,0,0,0,0,0,0,0,0
7,TR,7078584575143808257,1648111404,#Love #mohamadnurmaktabi #tiktok #turkey #ıstanbul #tik_tok #oyeoye,6580396960409665542,MOHAMAD NUR,"كوافير محمد نور للعنوان اسطنبول اسنيورت ميدان 
İstanbul Esenyurt
📞05393775433",0,False,https://m.tiktok.com/v/7078584575143808257.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078584575143808257&source=h5_m,51801640,1701,3112,43445,390105,7078584574111910658,7078584574111910658,72,7078584574111910658,original sound - mohamadnurmaktabi (Contains music from: Dale Don - Don Omar),"Contains music from: ""Dale Don""",6.580396960409666e+18,MOHAMAD NUR,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7078584575085054721.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/31e45c67f889f6fd6c3d76bc9360f2a0.json,False,False,Don Omar,Dale Don,original sound - mohamadnurmaktabi (Contains music from: Dale Don - Don Omar),"Contains music from: ""Dale Don""",[],0,0,Bhutan,#Love #mohamadnurmaktabi #tiktok #turkey #ıstanbul #tik_tok #oyeoye,0,0,0,0,0,0,0,1,0,0
0,BT,7078966556302068994,1648200341,my first try😁#viral #0324mytest #xyzbca #bhutan_tiktok #bhutanesemuser #bhutan #fypシ #tshokeytshomo #mindonmybody,6583532178575360006,Tsokye Tsomo Karchung,"Artist
A New Apprentice on Tiktok 👍 
Bhutan🇧🇹",0,False,https://www.tiktok.com/@tshokeytshomokarchungttk/video/7078966556302068994?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078966556302068994&source=h5_m,211835,0,34,10,11258,7067574132983991045,7067574132983991045,10036,7067574132983991045,Cool for the Summer - Sped Up (Nightcore),Demi Lovato & Speed Radio,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9fd45eb00fcc4d52a71f19b0d80ce3e1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8b503827983743d08ea6b85113beaa34,False,True,,,,,[],0,0,Bhutan,#viral #0324mytest #xyzbca #bhutan_tiktok #bhutanesemuser #bhutan #fypシ #tshokeytshomo #mindonmybody,1,1,0,0,0,0,1,0,1,1
1,BT,7078272876020845825,1648038831,Bcoz of my mom I started loving vintage songs fr. Btw it’s my sister’s choice. #fyp #mephamleledolma #bhutanesetiktoker #vintagevibes,6882398909453927429,Mepham Lele Dolma,New✨,0,False,https://www.tiktok.com/@mephamleledolma0/video/7078272876020845825?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078272876020845825&source=h5_m,99449,96,57,5,7389,7052232304638692098,7052232304638692098,72,7052232304638692098,original sound - yangchenjigmelham,yangchenjigmelham,6.956486302745839e+18,yangchenjigmelham,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7052232292089187073.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1431daf9cd30de1d7373ae5b72bb3c6c.json,False,False,,,,,[],0,0,Bhutan,#fyp #mephamleledolma #bhutanesetiktoker #vintagevibes,0,0,0,0,0,1,0,0,0,0
2,PH,7100420226860305690,1653195412,#krzyjvro #jvroigop #chunboiz,6949444096122586114,trev,paynawa kupa,0,False,https://www.tiktok.com/@trevpogiiiiii/video/7100420226860305690?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100420226860305690&source=h5_m,1100587,262,8026,312,121655,7100420235345365787,7100420235345365787,24,7100420235345365787,original sound - trevpogiiiiii (Contains music from: What If I Told You That I Love You - Ali Gatie),"Contains music from: ""What If I Told You That I Love You""",6.949444096122586e+18,trev,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7100420253359868698.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/11f4de61ccd00f6eb3b4f405a475d814.json,False,False,Ali Gatie,What If I Told You That I Love You,original sound - trevpogiiiiii (Contains music from: What If I Told You That I Love You - Ali Gatie),"Contains music from: ""What If I Told You That I Love You""",[],0,0,Bhutan,#krzyjvro #jvroigop #chunboiz,0,0,0,0,0,0,0,0,0,0
3,ZA,7077121060545563910,1647770653,#fyp#ftb#go viral,7007063182108378114,daboys,"I wad the old joshdeboss
Follow @officialdaboys_0",0,False,https://www.tiktok.com/@joshdeboss_/video/7077121060545563910?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077121060545563910&source=h5_m,3110464,5269,14235,114040,224253,6879229501335800578,6879229501335800578,72,6879229501335800578,Follow me on Instagram dark_mod7 (Contains music from: eto li schast'e? - Rauf & Faik),"Contains music from: ""eto li schast'e?""",6.812290746181223e+18,Esmy kareem,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6943604925775579905.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/fcb0b15ac4a4a16032a9d55ce1924c31.json,False,False,Rauf & Faik,eto li schast'e?,Follow me on Instagram dark_mod7 (Contains music from: eto li schast'e? - Rauf & Faik),"Contains music from: ""eto li schast'e?""",[],0,0,Bhutan,#fyp#ftb#go,0,0,0,0,0,1,0,0,0,0
4,AU,7074563161025678594,1647175095,Why cant we have a baby 😳👶🏻👩🏻‍🍼#fyp#cutecouple#prank#reaction,6771309331738051589,Nick&Carrie,"👦🏻All the couple things👧🏻
✉️ nickandcarrie.collab@gmail.com
New YT video⬇️",0,False,https://www.tiktok.com/@nickandcarrie/video/7074563161025678594?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074563161025678594&source=h5_m,10107256,7596,7323,16692,1368648,7074563178230745858,7074563178230745858,72,7074563178230745858,original sound - nickandcarrie,Nick&Carrie,6.771309331738052e+18,Nick&Carrie,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7074563173315037954.mp3,,False,False,,,,,[],0,0,Bhutan,#fyp#cutecouple#prank#reaction,0,0,0,0,0,1,0,0,0,0
5,IT,7074995718749965573,1647275808,"Wow #hacksoflife #5minutecrafts  parte 2,?",313263112386883584,prisciladerosa,prisciladerosaa@gmail.com. 🇧🇷🇮🇹📍Napoli ✅prodotti preferiti ✨qui link Amazon,0,False,https://www.tiktok.com/@prisciladerosa/video/7074995718749965573?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074995718749965573&source=h5_m,3641755,888,2899,9299,387631,7057270407434406661,7057270407434406661,10036,7057270407434406661,Ela Já Tá Louca,Anderson Neiff & John Johnis,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/731d965d34c8427eb02320385fa6e841,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b4f6974d31d04c6ab4d92d9cb87c8bee,False,True,,,,,[],0,0,Bhutan,#hacksoflife #5minutecrafts,0,0,0,0,0,0,0,0,0,0
6,GB,7101940288695930118,1653549335,Replace part of babysitting work 😂#goodthing #babystore #toys #baby #fish #toysfish #fyp #foryou,7094823502218003461,Hi party,"Hi guys
Click on the shopping bag 
👇🏻👇🏻👇🏻",0,False,https://www.tiktok.com/@babystore01/video/7101940288695930118?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101940288695930118&source=h5_m,24230,12,26,53,195,7091668892514388738,7091668892514388738,72,7091668892514388738,original sound - wonderlife.foryou (Contains music from: Timber - CDM Project),"Contains music from: ""Timber""",6.705245568698254e+18,Wonderlife,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7091668898806369025.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7515ccf89e62336c8ed3df4bf12f9b3f.json,False,False,CDM Project,Timber,original sound - wonderlife.foryou (Contains music from: Timber - CDM Project),"Contains music from: ""Timber""",[],0,0,Bhutan,#goodthing #babystore #toys #baby #fish #toysfish #fyp #foryou,0,0,1,0,0,1,0,0,0,0
7,SA,7102232835280342274,1653617447, ,6842595571388466182,hairstyle tutorial,🤍,0,False,https://www.tiktok.com/@hairstyle_tutorial2/video/7102232835280342274?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102232835280342274&source=h5_m,2318323,0,2880,20218,123416,7064509319307365126,7064509319307365126,72,7064509319307365126,original sound - speedaudiios_ (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",7.037058424858052e+18,Molly,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7064509291939597061.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/51cb25c03d7b685a28e8848473fa3eef.json,False,False,WILLOW,Wait a Minute!,original sound - speedaudiios_ (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",[],0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
0,BT,7079006431520902402,1648209625,Anyone from samtse??? 😩 took a while to post this one!!! #fyp #0324mytest #pickupline #bhutanese,6848626944079528966,Chimey Thinlay Wangmo,"For fun •🧝🏻‍♀️
Thank you for 6.2k, always grateful🥹",0,False,https://www.tiktok.com/@ch1mxyy/video/7079006431520902402?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079006431520902402&source=h5_m,96843,68,42,451,5549,6905484726061091585,6905484726061091585,72,6905484726061091585,dead man walking (Contains music from: Dead Man Walking - Brent Faiyaz),"Contains music from: ""Dead Man Walking""",6.5569037141369e+18,favsoundds,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6905484684084873985.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/9c19c9c9f1812871c93e5ec296afaaaa.json,False,False,Brent Faiyaz,Dead Man Walking,dead man walking (Contains music from: Dead Man Walking - Brent Faiyaz),"Contains music from: ""Dead Man Walking""",[],0,0,Bhutan,#fyp #0324mytest #pickupline #bhutanese,1,0,0,0,0,1,0,0,0,0
1,BT,7085934595966897410,1649822716,"wen u kill same enemy lokchi lokchi Ra, focus on kill message 😁#pubglover #pubgbhutan #pubgmobile #bhutaneseplayer #🇧🇹",6571398064287989765,sonam🇧🇹,"NO1V1
❤️🇧🇹🇵🇰❤️
♑
🆔5470671750✅",0,False,https://www.tiktok.com/@soonam54/video/7085934595966897410?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085934595966897410&source=h5_m,14520,18,6,2,692,7085744456678329089,7085744456678329089,72,7085744456678329089,original sound - soonam54,sonam🇧🇹,6.57139806428799e+18,sonam🇧🇹,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7085929108068174594.mp3,,False,False,,,,,[],0,0,Bhutan,#pubglover #pubgbhutan #pubgmobile #bhutaneseplayer #🇧🇹,0,0,0,0,0,0,0,0,0,0
2,CA,7073969486583319814,1647036869,Green Drop and Squish💚 #asmr #kineticsand #kineticsandasmr #fyp,6801278877722280966,SplendidSand,"🔥Please Check out my new YouTube Video🔥
Link Below!",0,False,https://www.tiktok.com/@splendidsand/video/7073969486583319814?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073969486583319814&source=h5_m,27454976,676,1537,11311,551599,7073969470020061958,7073969470020061958,72,7073969470020061958,original sound - splendidsand,SplendidSand,6.801278877722281e+18,SplendidSand,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073969462987148037.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c2f50c96a67db7a3e3beea34115e748e.json,False,False,,,,,[],0,0,Bhutan,#asmr #kineticsand #kineticsandasmr #fyp,0,0,0,0,0,1,0,0,0,0
3,AU,7102683694984416514,1653722418,Bro-Cauli! NO THANK YOU! #nattushah #fyp #fypシ #tiktoknepal #funnyvideos #nepalitiktok #foryou #comedy #babynattu #funny #voiceeffects,68154354540642304,Nattu Don 🧿,"Laughter is the best medicine
Goal 200k 💐
Don’t click here ⬇️",0,False,https://www.tiktok.com/@nattushah/video/7102683694984416514?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102683694984416514&source=h5_m,391826,139,160,6,31019,7102683711535450882,7102683711535450882,72,7102683711535450882,original sound - nattushah,Nattu Don 🧿,6.81543545406423e+16,Nattu Don 🧿,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102683654157044482.mp3,,False,False,,,,,[],0,0,Bhutan,#nattushah #fyp #fypシ #tiktoknepal #funnyvideos #nepalitiktok #foryou #comedy #babynattu #funny #voiceeffects,0,0,1,0,1,1,1,0,0,0
4,KR,7103178986011888898,1653837737,즐거운 학교 생활 ^_^,7074516211232654337,사이다😂,"안녕하세요 사이다 😂입니다 재미있는 영상들
매일 매일 업로드 되니까요 구독 과 좋아요 꾹꾹 부탁드립니다 감사합니다 ❤️ ❤️ ❤️ ❤️ ❤️",0,False,https://www.tiktok.com/@user70vtg9hs21/video/7103178986011888898?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103178986011888898&source=h5_m,276257,37,50,460,15472,7103178971587545857,7103178971587545857,24,7103178971587545857,original sound - user70vtg9hs21,사이다😂,7.074516211232654e+18,사이다😂,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103178939266288385.mp3,,False,False,,,,,[],0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
5,VN,7072293355199155482,1646646614,Cắp cua _ bị cua cắp,6648226905508757506,Phi Thường,Hà Nội,0,False,https://www.tiktok.com/@dienmayphithuong/video/7072293355199155482?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072293355199155482&source=h5_m,37805699,28251,14157,36759,1557907,7072293361662659354,7072293361662659354,24,7072293361662659354,original sound - dienmayphithuong,Phi Thường,6.648226905508758e+18,Phi Thường,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7072293349734681371.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7f9144dcc7183b4995fe6f7340c00639.json,False,False,,,,,[],0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
6,US,7102198880053333253,1653609540,The cotton candy machine is broken again.,7051866810283131905,Cotton Candy Guy,A guy who makes cotton candyLet me know what you want me tomake,0,False,https://www.tiktok.com/@tanggemianhuatang/video/7102198880053333253?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102198880053333253&source=h5_m,4660660,100,104,297,58489,7102198854614895365,7102198854614895365,72,7102198854614895365,original sound - tanggemianhuatang,Cotton Candy Guy,7.051866810283132e+18,Cotton Candy Guy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102198868175047429.mp3,,False,False,,,,,[],0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
7,ID,7102940124274625819,1653782123,Sprai full karet di gunakan lebih mudah #simpel #fyp #viral,7096313570816705562,Ceminil1434,"🔵Membuat kegiatan sehari-hari menjadi mudah
🔵Follow @ceminil1434 & share video",0,False,https://www.tiktok.com/@ceminil1434/video/7102940124274625819?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102940124274625819&source=h5_m,2477,1,0,0,397,6636211004302691073,6636211004302691073,25,6636211004302691073,Milk Tea,Official Sound Studio,6.633258063153676e+18,,True,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/24f6ae0fe7a64c729ae922da4a962045,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d6a31fd411124e2a8abf54488b1a8ccb,True,True,,,,,[],0,0,Bhutan,#simpel #fyp #viral,0,0,0,0,0,1,0,0,1,0
0,BT,7090557670293376257,1650899108,Expectation vs reality check😂🙈#0324mytest #fyp #foryou #tiktokgrowth #foryoupage #fy #fypシ #bhutanesecheck #xyzbca,224333446003978240,Rigzin Lhamo,Follow me up on insta 👉 adap_Rigzin,0,False,https://www.tiktok.com/@adap_lhamo/video/7090557670293376257?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090557670293376257&source=h5_m,24826,10,2,0,1469,6964570998918236933,6964570998918236933,72,6964570998918236933,original sound - scottnolasco (Contains music from: Don't You Dare Say 'I Told You So' - Predicting the Fall),"Contains music from: ""Don't You Dare Say 'I Told You So'""",6.784067097318458e+18,Scott Nolasco,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6964571173451614982.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1cbb5b956adf37298fa5364df59ae616.json,False,False,Predicting the Fall,Don't You Dare Say 'I Told You So',original sound - scottnolasco (Contains music from: Don't You Dare Say 'I Told You So' - Predicting the Fall),"Contains music from: ""Don't You Dare Say 'I Told You So'""",[],0,0,Bhutan,#0324mytest #fyp #foryou #tiktokgrowth #foryoupage #fy #fypシ #bhutanesecheck #xyzbca,1,0,1,1,0,1,1,0,0,1
