,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_duet,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_movie,hash_trending,hash_viral,hash_xyzbca
2,GB,7102067056731901189,1653578847,#movies,7075613009553458182,moviecut007,"Updated daily 🎶
Share great movies❤️
Thanks for your attention 😘",0,False,https://www.tiktok.com/@moviecut0071/video/7102067056731901189?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102067056731901189&source=h5_m,415394,24,23,30,17705,6870914108288403469,6870914108288403469,10036,6870914108288403469,Hawk Nelson - Sold Out,女王Music,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1df45ec8ef274d45983307820e21ff07,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bf5f3e4336bf4824a6425f07942d5ed5,False,True,,,,,[],0,0,Cook Islands,#movies,0,0,0,0,0,0,0,0,0,0
3,GB,7102283373820775685,1653629214,The dead body farted #movie #funny #fun #mystery,7099694625300235270,Shadow,Take it easy,0,False,https://www.tiktok.com/@shadowtvdrama/video/7102283373820775685?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102283373820775685&source=h5_m,1220812,65,68,178,43548,7102283324928133894,7102283324928133894,72,7102283324928133894,original sound - shadowtvdrama,Shadow,7.099694625300235e+18,Shadow,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102283341151488773.mp3,,False,False,,,,,[],0,0,Cook Islands,#movie #funny #fun #mystery,0,0,0,1,0,0,1,0,0,0
4,US,7101737419615243566,1653502095,Reply to @lanz51656 idk how you guys are confused…it’s pretty obvious 😂 #tesla #modelx #teslatok #karen #fyp,6614876484773969926,TeslaTok,"⚡️🚗TESLATOK🚗⚡️
🔋DAILY Tesla Videos🔋
@BangEnergy
⬇️contact & other socials⬇️",0,False,https://www.tiktok.com/@tesla.flex/video/7101737419615243566?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101737419615243566&source=h5_m,2787420,489,79,100,117036,7101737392872196906,7101737392872196906,72,7101737392872196906,original sound - tesla.flex,TeslaTok,6.61487648477397e+18,TeslaTok,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101737406646405934.mp3,,False,False,,,,,[],0,0,Cook Islands,#tesla #modelx #teslatok #karen #fyp,0,0,0,0,1,0,0,0,0,0
5,TH,7102661162994519322,1653717170,😱😨😰,6874156015571993602,เจ๊ติ๋ม สายลุย,,0,False,https://www.tiktok.com/@jetsailai/video/7102661162994519322?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102661162994519322&source=h5_m,380944,603,131,447,27083,7066265565769304833,7066265565769304833,72,7066265565769304833,original sound - itz_lenivec,дед,6.779073412309992e+18,дед,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7066265554369137410.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d61bbde8115c534ac8657b0d65d9e932.json,False,False,,,,,[],0,0,Cook Islands,,0,0,0,0,0,0,0,0,0,0
6,DE,7102814632485735685,1653752905,Fact,6755168148587054085,Thomas Chu,"CEO of Poses
Germany 🇩🇪
📩: chuthomas@gmx.de",0,False,https://www.tiktok.com/@thvmxxs/video/7102814632485735685?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102814632485735685&source=h5_m,532648,754,354,4,99642,7073036425435843354,7073036425435843354,24,7073036425435843354,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,Leiner,Fury,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",[],0,0,Cook Islands,,0,0,0,0,0,0,0,0,0,0
7,PH,7075178148463152411,1647318283,Hehe,6667671478052421634,Paulo 🤠,"999†
📧: paulotolosa.inq@gmail.com or DM me for inquiries",0,False,https://www.tiktok.com/@thegreatpaulo/video/7075178148463152411?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075178148463152411&source=h5_m,323530,217,159,435,29011,7064329620165757742,7064329620165757742,72,7064329620165757742,Mario my beloved (Contains music from: Hot In Herre - Nelly),"Contains music from: ""Hot In Herre""",7.035540136794179e+18,princess toadstool,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7064329623949232943.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/61b9253c829cdf3cee6c58f57478d236.json,False,False,Nelly,Hot In Herre,Mario my beloved (Contains music from: Hot In Herre - Nelly),"Contains music from: ""Hot In Herre""",[],0,0,Cook Islands,,0,0,0,0,0,0,0,0,0,0
0,GB,7083168675510897925,1649178723,No caption needed I’m dead #meme #viral #fyp #funny #foryou,6876735486761927682,Imjokingfam,"Best content only 
Regular uploads   
Thankyou for 11k
Please add Instagram",0,False,https://www.tiktok.com/@imjustjoking2/video/7083168675510897925?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083168675510897925&source=h5_m,12593635,16165,39543,44756,1330230,7083168655923563270,7083168655923563270,72,7083168655923563270,original sound - imjustjoking2,Imjokingfam,6.876735486761928e+18,Imjokingfam,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083168668707883782.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7ca290ff2a396a4e4bcff49c33e2d3d4.json,False,False,,,,,[],0,0,Cook Islands,#meme #viral #fyp #funny #foryou,0,1,0,1,1,0,0,0,1,0
1,FR,7092678815394041093,1651392977,Gaten 😭😭😂#caststrangerthings #gatenmatarazzo #milliebobbybrown #finnwolfhard #foryou #pourtoi,6967794939858961414,Millie💜🐳,"Millie's Fandom 💜
Best series is stranger things 🧇🩸",0,False,https://www.tiktok.com/@iam_millieons__/video/7092678815394041093?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092678815394041093&source=h5_m,5061246,3527,2314,20,1005897,7092678784037882629,7092678784037882629,72,7092678784037882629,original sound - iam_millieons__,Millie💜🐳,6.967794939858961e+18,Millie💜🐳,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092678796721736453.mp3,,False,False,,,,,[],0,0,Cook Islands,#caststrangerthings #gatenmatarazzo #milliebobbybrown #finnwolfhard #foryou #pourtoi,0,1,0,0,0,0,0,0,0,0
2,GB,7102452537776770310,1653668598,I’m honestly shocked 😭 this hack popped off!! 😳 #foundationhack #disbelief #foundationchallenge #waterbasedfoundation,6731310104774673413,Caradowntonn,"Contact - caradownton@talentandbrands.com
Instagram: Caradowntonn",0,False,https://www.tiktok.com/@caradowntonn/video/7102452537776770310?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102452537776770310&source=h5_m,2264878,357,318,828,172446,7102452535927671558,7102452535927671558,72,7102452535927671558,original sound - caradowntonn,Caradowntonn,6.731310104774673e+18,Caradowntonn,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102452536964074245.mp3,,False,False,,,,,[],0,0,Cook Islands,#foundationhack #disbelief #foundationchallenge #waterbasedfoundation,0,0,0,0,0,0,0,0,0,0
3,CA,7101808272587361541,1653518593,Like for part 2 to help this homeless man 🤍 #foryou #foryoupage #homeless #homelesspeople #bethechange #betheone #kindness #kindnessmatters #iloveyou #positivevibes,7081734379148657670,meganccosta,"DONATE TO HELP ME GIVE BACK TO OTHERS 🤍

https://linktr.ee/megancostaa",0,False,https://www.tiktok.com/@meganccosta/video/7101808272587361541?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101808272587361541&source=h5_m,3401504,5626,684,1515,188458,6786896889338923009,6786896889338923009,10033,6786896889338923009,Emotional Piano for the Soul (Inspirational Background Music),Fearless Motivation Instrumentals,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/aff1f2c7616a46d38f048218d4234d37,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2036db21e2cf4a4ab78f3b8ddf29e408,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1124318653', 'external_song_key': 'apple_song_id'}]",0,0,Cook Islands,#foryou #foryoupage #homeless #homelesspeople #bethechange #betheone #kindness #kindnessmatters #iloveyou #positivevibes,0,1,1,0,0,0,0,0,0,0
4,GB,7102694596810935558,1653724958,Not sure I could have made it more awkward…or could I? 👇,6737686786095399941,Chris Taylor,IG: christophertaylorofficial,0,False,https://www.tiktok.com/@christaylorofficial/video/7102694596810935558?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102694596810935558&source=h5_m,2327450,399,276,697,286142,7102694535125420806,7102694535125420806,72,7102694535125420806,original sound - christaylorofficial,Chris Taylor,6.7376867860954e+18,Chris Taylor,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102694576934161158.mp3,,False,False,,,,,[],0,0,Cook Islands,,0,0,0,0,0,0,0,0,0,0
5,US,7103010679212215595,1653798549,Girls am I right!?🥺  #crush #Love #relatable #relationship #girlfacts #guyfacts #fyp #zyxcba #fypシ #viral #psychology #facts #bestfriend,7083664721333634090,🖤Troy Field🖤,"just vibes
My insta will be cool too soon😁
🤩Grow your snap🤩",0,False,https://www.tiktok.com/@troyvibxs/video/7103010679212215595?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103010679212215595&source=h5_m,490665,1216,2045,5529,85239,6894937636562160386,6894937636562160386,72,6894937636562160386,original sound - darlingsthoughts,darlingsthoughts,6.744601620821001e+18,darlingsthoughts,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6894937601447316226.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/0b835c9a0a5ca54a3aa412a8e376d1f3.json,False,False,,,,,[],0,0,Cook Islands,#crush #Love #relatable #relationship #girlfacts #guyfacts #fyp #zyxcba #fypシ #viral #psychology #facts #bestfriend,0,0,0,0,1,1,0,0,1,0
6,GB,7102107667602214149,1653588301,DID THE STUDENT HANDLE IT WELL? 😱 #fyp #reaction #school,6750751329449624582,Bobby Moore,📧 Bobby@studio71creator.com,0,False,https://www.tiktok.com/@bobbymoore44/video/7102107667602214149?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102107667602214149&source=h5_m,2587171,1609,345,1475,319192,7102107669384710917,7102107669384710917,72,7102107669384710917,original sound - bobbymoore44,Bobby Moore,6.750751329449625e+18,Bobby Moore,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102107678462462725.mp3,,False,False,,,,,[],0,0,Cook Islands,#fyp #reaction #school,0,0,0,0,1,0,0,0,0,0
7,PH,7103278746110659867,1653860967,Reply to @gwenny_luna sorry po nagkasunod e #fypシ #foryou #fyppppppppppplpppppppppppp #foryourpage,6993920210114528258,Aybiii,FB; ViLLeza IvY,0,False,https://www.tiktok.com/@batangmayl4ban/video/7103278746110659867?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103278746110659867&source=h5_m,190861,183,147,102,7686,7040119996575927046,7040119996575927046,10036,7040119996575927046,Only Love Can Hurt Like This (Slowed Down Version),Paloma Faith,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9ddfb4c3721e46c68914ff0806c95890,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6d0490fc10bf4a86b8589541edaabddc,False,True,,,,,[],0,0,Cook Islands,#fypシ #foryou #fyppppppppppplpppppppppppp #foryourpage,0,1,0,0,0,1,0,0,0,0
0,GB,7095047352947395845,1651944443,#movies #fyp #foryou,7005931118647247878,Tik Toker,"❤️Thank you for your attention and love, and thank you for Tik Tok.❤️",0,False,https://www.tiktok.com/@rcppkshan364/video/7095047352947395845?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095047352947395845&source=h5_m,1087290,239,100,1690,47817,6754855767905421314,6754855767905421314,10033,6754855767905421314,Silence 1 Minute,"Silent Meditation, No Sound Pause Breaks",,,False,True,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/367983515686405fbbca3610609173ef?x-expires=1653960074&x-signature=o3lpCpp6OwV2InlXpV%2F4MaFMWGU%3D,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '478202864', 'external_song_key': 'apple_song_id'}]",0,0,Cook Islands,#movies #fyp #foryou,0,1,0,0,1,0,0,0,0,0
1,GB,7101342587860045061,1653410167,Do you think he liked it? 🤔 #barber #tiktok #viral #haircut,6895671750135694342,Mo’s Barbers.derby,"💈 BARBERSHOP located in derby 
101 Pear Tree Road, DE23 6QB, Derby",0,False,https://www.tiktok.com/@mosbarbersderby/video/7101342587860045061?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101342587860045061&source=h5_m,1219029,1392,96,79,35454,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Cook Islands,#barber #tiktok #viral #haircut,0,0,0,0,0,0,0,0,1,0
2,AU,7103431219097931010,1653896464,Getting your period in a coma 🤔 #coma #period,7098852780445647878,HotComaGirl113,"Just walkin y’all through my coma experience
   TBI SURVIVOR 🧠💪🏼",0,False,https://www.tiktok.com/@hotcomagirl1/video/7103431219097931010?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103431219097931010&source=h5_m,1047541,234,130,146,159806,7103431212672371458,7103431212672371458,72,7103431212672371458,original sound - hotcomagirl1,HotComaGirl113,7.098852780445648e+18,HotComaGirl113,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103431209765718785.mp3,,False,False,,,,,[],0,0,Cook Islands,#coma #period,0,0,0,0,0,0,0,0,0,0
3,JP,7087169172765019394,1650110162,オムライスのプロ(@omuraisupuro)とオムライスバトル🔥 #オムライス,6965168968290239489,オムライス兄さん🍅🐣🍚,"毎日オムライスを作るお兄さん
ファンマ→🍅🐣🍚 / ファンネーム→オムっ子
👇YouTube / Instagram / Twitter /グッズ👇",0,False,https://www.tiktok.com/@omurice_omelette/video/7087169172765019394?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087169172765019394&source=h5_m,44939866,9781,24551,13317,3515566,6817542729539520513,6817542729539520513,10036,6817542729539520513,"Athletic tune ""heaven and hell""",Shinonome,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/cf90e785012c4b56a851c08dfd148d98,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/386c528feaa44e21baae0cf77fdbe123,True,True,,,,,[],0,0,Cook Islands,#オムライス,0,0,0,0,0,0,0,0,0,0
4,AU,7102014115597536513,1653566519,Reply to @th3_k1d12 Red wiiiiiiiiine 🎵🎤💃Using my new markers!!!! #posca #satisfying #rap #mymoneydontjiggle,6745220068491674630,Hannah Pengilly,"✝️🎨
Born Bred Talent
Personal: @hannahpengilly
📍Canberra, AU 🇦🇺",0,False,https://www.tiktok.com/@pengoart/video/7102014115597536513?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102014115597536513&source=h5_m,366525,165,47,147,35698,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Cook Islands,#posca #satisfying #rap #mymoneydontjiggle,0,0,0,0,0,0,0,0,0,0
5,PH,7097160044956912922,1652436342,Shades On 😎 @imadriandagdag16 @jordanalipio @chiro_saito,6543908588397576194,CARDI,👁‍🗨,0,False,https://www.tiktok.com/@cardibungal/video/7097160044956912922?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097160044956912922&source=h5_m,440400,70,87,502,52865,7074912610465975067,7074912610465975067,10036,7074912610465975067,Se Acabo (feat. Method Man) (Remix),The Beatnuts,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/83967713a929434f8e9e7f3d45d7abc1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/90a3d2fbdde743b1ad7a58b5ba95f3d9,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '322754275', 'external_song_key': 'apple_song_id'}]",0,0,Cook Islands,,0,0,0,0,0,0,0,0,0,0
6,US,7080713494181629230,1648607081,#Horrify @sideshowcollectibles Logan’s about to go berserker. #marvel #wolverine #statue #collector #mancave,6833933098700801029,CollectorGuyFromTexas,,0,False,https://www.tiktok.com/@collectorguyfromtexas/video/7080713494181629230?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080713494181629230&source=h5_m,5983218,392,816,1056,192870,6937094925351766789,6937094925351766789,72,6937094925351766789,original sound - kyoungz78 (Contains music from: Hail Mary - Album Version (Edited) - 2Pac),"Contains music from: ""Hail Mary - Album Version (Edited)""",6.804891438741816e+18,Kimmie,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6990426639205272326.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/54f12f47835df03fe459b38b91db2840.json,False,False,2Pac,Hail Mary - Album Version (Edited),original sound - kyoungz78 (Contains music from: Hail Mary - Album Version (Edited) - 2Pac),"Contains music from: ""Hail Mary - Album Version (Edited)""",[],0,0,Cook Islands,#Horrify #marvel #wolverine #statue #collector #mancave,0,0,0,0,0,0,0,0,0,0
7,US,7102539530284174634,1653688851,The real use for twins 😮‍💨,6771639446683010054,Daniel and Matthew,"Instagram
@daniel_cegielski
@matthew_cegielski
📧cegielski.twins@hensonmgmt.com",0,False,https://www.tiktok.com/@cegielski_twins/video/7102539530284174634?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102539530284174634&source=h5_m,651626,862,224,638,173937,7078507227237174017,7078507227237174017,72,7078507227237174017,space cadet (Contains music from: Space Cadet - Metro Boomin),"Contains music from: ""Space Cadet""",7.046608758293726e+18,🍪,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7078507236091349762.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4f83b88844ae69c3d21f65f383fd2802.json,False,False,Metro Boomin,Space Cadet,space cadet (Contains music from: Space Cadet - Metro Boomin),"Contains music from: ""Space Cadet""",[],0,0,Cook Islands,,0,0,0,0,0,0,0,0,0,0
0,GB,7094012842965208325,1651703578,#custom #jewlery #wedding #weddingring #weddingtiktok #ring #jewllery #diyring #titanium #story #handmade #makersgonnamake #fyp #fypシ,6577453719356440581,Sangrealrings,"Handmade custom rings in the UK since 2018
↘️  shipping worldwide  ↙️",0,False,https://www.tiktok.com/@sangrealrings/video/7094012842965208325?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094012842965208325&source=h5_m,14780392,3967,24917,9906,1930163,6740248251825391617,6740248251825391617,10033,6740248251825391617,Forever,Labrinth,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/76620b22fa6148fc8a0f236baff8f4b8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/304fcf7798304e4b80402c83784c0348,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1481092680', 'external_song_key': 'apple_song_id'}]",0,0,Cook Islands,#custom #jewlery #wedding #weddingring #weddingtiktok #ring #jewllery #diyring #titanium #story #handmade #makersgonnamake #fyp #fypシ,0,0,0,0,1,1,0,0,0,0
1,US,7100305906155506987,1653168795,#fyp #fypシ #police #policeoftiktok #cop #cops #copsoftiktok #xyzbca,6846885319816676358,mixedlouisianamutt,Army Veteran. Here to make you laugh and smile. Backup Account is: louisianamutt,0,False,https://www.tiktok.com/@mixedlouisianamutt/video/7100305906155506987?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100305906155506987&source=h5_m,3700620,4955,24149,3940,243214,7038961045570259713,7038961045570259713,24,7038961045570259713,original sound - minh_9388 (Contains music from: 这是什么 - 创作灵感),"Contains music from: ""这是什么""",6.942467852557354e+18,Minh_9388,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7038961043497814786.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3aa9f7066500cae70352f68460d49c75.json,False,False,创作灵感,这是什么,original sound - minh_9388 (Contains music from: 这是什么 - 创作灵感),"Contains music from: ""这是什么""",[],0,0,Cook Islands,#fyp #fypシ #police #policeoftiktok #cop #cops #copsoftiktok #xyzbca,0,0,0,0,1,1,0,0,0,1
2,AU,7095596140703337730,1652072219,"Reply to @edwinaar 💯💯💯 if yous want to watch their lives, it’s on Kai Now on Facebook under Tomasi GAPZ & Junior 🤍 these two got me through some hard times so I’m just sharing some clips from their lives so they can brighten up someone else’s day 💯 LOVE 💙 #foryou #fyp #tonga #nz #polynesian #GAPZANDJUNIOR",7052298325273838594,alldayeveryday,Editor from the hood 🫡 AKL 🇹🇴,0,False,https://www.tiktok.com/@ad3krs_/video/7095596140703337730?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095596140703337730&source=h5_m,367565,495,992,2342,41222,7095596141781224193,7095596141781224193,72,7095596141781224193,original sound - ad3krs_,alldayeveryday,7.052298325273839e+18,alldayeveryday,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7095596101708925698.mp3,,False,False,,,,,[],0,0,Cook Islands,#foryou #fyp #tonga #nz #polynesian #GAPZANDJUNIOR,0,1,0,0,1,0,0,0,0,0
3,GB,7103513495722872070,1653915622,Restock time!!!🙌🤩#asmr #restock #refill #organize #organizingtiktok #fyp,6916928945032201218,Poppin Candy,"🍭 Online Candy Store 🍭
☝️ Follow our Instagram ☝️
🌎 Worldwide Shipping 🌎",0,False,https://www.tiktok.com/@poppincandyofficial/video/7103513495722872070?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103513495722872070&source=h5_m,201125,141,19,35,27051,7103513493021788934,7103513493021788934,72,7103513493021788934,original sound - poppincandyofficial,Poppin Candy,6.916928945032201e+18,Poppin Candy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103513491713100550.mp3,,False,False,,,,,[],0,0,Cook Islands,#asmr #restock #refill #organize #organizingtiktok #fyp,0,0,0,0,1,0,0,0,0,0
4,AU,7072894195400248577,1646786512,so tika vibes ko,7006610586231587842,heinsbadabeins,@uheinabriggs made a spam. kefe 😵‍💫,0,False,https://www.tiktok.com/@heinsbadabeins/video/7072894195400248577?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072894195400248577&source=h5_m,412253,120,88,1424,29835,7066604742193023746,7066604742193023746,72,7066604742193023746,lmao different track same moves (Contains music from: Splash - Patrice Roberts & Nessa Preppy & Travis World & Dan Evens),"Contains music from: ""Splash""",6.970942702176077e+18,mzsbg,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7066604764200553218.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a8e5af15cd1867f24337812d9836796f.json,False,False,Patrice Roberts & Nessa Preppy & Travis World & Dan Evens,Splash,lmao different track same moves (Contains music from: Splash - Patrice Roberts & Nessa Preppy & Travis World & Dan Evens),"Contains music from: ""Splash""",[],0,0,Cook Islands,,0,0,0,0,0,0,0,0,0,0
5,VN,7103515686340676890,1653916130,#ad 🤡,6548355710416065551,b3bydenh,iumchi,0,False,https://www.tiktok.com/@b3bydenh/video/7103515686340676890?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103515686340676890&source=h5_m,131492,60,54,0,7589,7103515694776077083,7103515694776077083,24,7103515694776077083,original sound - b3bydenh,b3bydenh,6.548355710416066e+18,b3bydenh,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7103515708604074779.mp3,,False,False,,,,,[],0,0,Cook Islands,#ad,0,0,0,0,0,0,0,0,0,0
6,US,7098066720199331115,1652647444,Samoan voiceover videos #samoatiktokers🇦🇸🇼🇸 #poly #polytiktok🇦🇸🇼🇸 #tiktoksamoa #fypシ #funny #foryou #samoa,7016859484472673285,Dennis Mata’afa,,0,False,https://www.tiktok.com/@mataafa76/video/7098066720199331115?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098066720199331115&source=h5_m,73635,158,237,1042,12687,7098066686263462702,7098066686263462702,72,7098066686263462702,original sound - mataafa76,Dennis Mata’afa,7.016859484472673e+18,Dennis Mata’afa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098066711445916458.mp3,,False,False,,,,,[],0,0,Cook Islands,#samoatiktokers🇦🇸🇼🇸 #poly #polytiktok🇦🇸🇼🇸 #tiktoksamoa #fypシ #funny #foryou #samoa,0,1,0,1,0,1,0,0,0,0
