,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_bajantiktok,hash_barbados,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_trending,hash_viral,hash_xyzbca
4,US,7098695999362780462,1652793961,#greenscreenvideo,6900469146723648518,Ifyouseekamyplz,Hhartteas alter ego,0,False,https://www.tiktok.com/@nothharttea/video/7098695999362780462?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098695999362780462&source=h5_m,1680330,2216,1004,1470,307011,7098695894828305198,7098695894828305198,72,7098695894828305198,original sound - nothharttea,Ifyouseekamyplz,6.900469146723649e+18,Ifyouseekamyplz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098695986268228395.mp3,,False,False,,,,,[],0,0,Barbados,#greenscreenvideo,0,0,0,0,0,0,0,0,0,0
5,US,7079465795041955115,1648316578,I love this audio 😆 #fyp,6723781284768924678,Emz,21 🎉🥳,0,False,https://www.tiktok.com/@emzrose19/video/7079465795041955115?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079465795041955115&source=h5_m,844216,467,618,3825,95760,6986617327508818694,6986617327508818694,24,6986617327508818694,original sound - zimemar,ZimemaR!,6.897128653835257e+18,ZimemaR!,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6986617503103437573.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a5606c0d2ba4914222f4b58a3d136a06.json,False,False,,,,,[],0,0,Barbados,#fyp,0,0,0,0,0,1,0,0,0,0
6,GB,7102496034877754629,1653678725,"under the influence❤️‍🔥, very slept on #chrisbrown #breezy #viral #rnb #noguidnce",7006265125834703878,NO GUIDNCE,"Josh Kaci Zeekay Ebubé 

NO GUIDNCE 2 THE 🌐

Care 4 U Out Now 👇👇",0,False,https://www.tiktok.com/@noguidnce/video/7102496034877754629?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102496034877754629&source=h5_m,2874377,4277,2447,17583,589281,7102496027470498565,7102496027470498565,72,7102496027470498565,original sound - noguidnce,NO GUIDNCE,7.006265125834704e+18,NO GUIDNCE,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102496029635431174.mp3,,False,False,,,,,[],0,0,Barbados,#chrisbrown #breezy #viral #rnb #noguidnce,0,0,0,0,0,0,0,0,1,0
7,US,7079414722415676714,1648304688,Period.,68510465861005312,So So Shanel,#ShopSoSo for gorgeous Spring 2022 clothing pieces!,0,False,https://www.tiktok.com/@iamsososhanel/video/7079414722415676714?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079414722415676714&source=h5_m,798326,939,6148,2677,71983,6949973492674824965,6949973492674824965,72,6949973492674824965,original sound - heartless_le,Lele,6.807219082086221e+18,Lele,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6949973575679920902.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8c226ff5f9f16782120a45bf4db69c82.json,False,False,,,,,[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
0,BB,7092487798841740550,1651348501,THIS SONGGGGG,5678189,Deena,"Island gyal 
Barbados 🇧🇧 
📧: Deena.g.fares@gmail.com",0,False,https://www.tiktok.com/@iamafreshavocado/video/7092487798841740550?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092487798841740550&source=h5_m,1100553,557,849,853,195270,7086201843973621762,7086201843973621762,10033,7086201843973621762,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2e6ee9db9c1440ec88118a965e786985,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/aec693bde8934a379590f77837e0bb52,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
1,BB,7074035318231452934,1647052198,#fypシ #foryoupage #foryou #locstylesforwomen #naturalhairstyles #blacgirlmagic,6963596752091890693,trendzsetters_hairsalon,"instagram:trendzsetters_hairstudio
Located:Sliver sands ChCh
Barbados📍🇧🇧",0,False,https://www.tiktok.com/@meishaknights246/video/7074035318231452934?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074035318231452934&source=h5_m,208725,127,561,919,5247,222591441494208512,222591441494208512,71,222591441494208512,I'm Blessed,Charlie Wilson,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/562434e28ad1473ba2a2f2dbba23ec52,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a615d35b92f84c5888b53e75280b3246,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1185568730', 'external_song_key': 'apple_song_id'}]",0,0,Barbados,#fypシ #foryoupage #foryou #locstylesforwomen #naturalhairstyles #blacgirlmagic,0,0,1,1,0,0,1,0,0,0
2,GB,7098352736625790213,1652714038,Late people are less stressed. #steveharvey #beinglate #latepeople #lessstress,6738376001737458694,Goalcast,✨Daily Inspiration From The 🌎‘s Most Beautiful People!,0,False,https://www.tiktok.com/@goal.cast/video/7098352736625790213?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098352736625790213&source=h5_m,5578794,5567,64084,63227,528854,7098352720653945606,7098352720653945606,72,7098352720653945606,original sound - goal.cast,Goalcast,6.738376001737459e+18,Goalcast,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098352723850005254.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ef7a5b84d270667054a2fca954a7a570.json,False,False,,,,,[],0,0,Barbados,#steveharvey #beinglate #latepeople #lessstress,0,0,0,0,0,0,0,0,0,0
3,US,7102910172720401706,1653775150,Jiggle jiggle 🤪 @brystallion33 #fypシ #viral #dance #funny #tiktok,6638423937594638341,Ameer1963,"Follow IG!: @princeeameeer
    500k? 🤪
   Actor/model
Princeameeerbiz@gmail.com",0,False,https://www.tiktok.com/@princeameeer/video/7102910172720401706?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102910172720401706&source=h5_m,484964,109,130,116,36591,6746626931065637637,6746626931065637637,72,6746626931065637637,Zenyen96_Pookie by Aya Nakamura (Contains music from: Pookie - Aya Nakamura),"Contains music from: ""Pookie""",6.741971971976414e+18,ZenYen,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1647129300295702.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/66976bad70549b58e4bf9f4ad4b8d2be.json,False,False,Aya Nakamura,Pookie,Zenyen96_Pookie by Aya Nakamura (Contains music from: Pookie - Aya Nakamura),"Contains music from: ""Pookie""",[],0,0,Barbados,#fypシ #viral #dance #funny #tiktok,0,0,0,0,1,0,1,0,1,0
4,US,7100266499209727274,1653159621,Plane taking off recorded on camera #fly #travel #shots #best #Love #traveling #couples #fyp #fy #love #amazing #trend #trending #fypシ,6934113175000564741,Chris and jasmin,👇QONJO PREGNANCY PILLOW👇,0,False,https://www.tiktok.com/@chrisandjasmin/video/7100266499209727274?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100266499209727274&source=h5_m,8746769,3794,4399,7615,598379,7100266483867061038,7100266483867061038,72,7100266483867061038,original sound - chrisandjasmin,Chris and jasmin,6.934113175000565e+18,Chris and jasmin,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100266506629417774.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/20a6182bcf09ca1a30351229ef24f716.json,False,False,,,,,[],0,0,Barbados,#fly #travel #shots #best #Love #traveling #couples #fyp #fy #love #amazing #trend #trending #fypシ,0,0,0,0,0,1,1,1,0,0
5,US,7094667658506915114,1651856039, ,6982157021697623046,Judah Shaw,"🧑🏻‍🦱👶🏼👩🏻
My New Page
Business inquiries: 
onlyjudahshaw@gmail.com
200k ?",0,False,https://www.tiktok.com/@judahshaw/video/7094667658506915114?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094667658506915114&source=h5_m,87303,28,59,31,7897,7063261151047715630,7063261151047715630,72,7063261151047715630,original sound - lamontjames7 (Contains music from: Waiting to Breathe - Nickthehighroller),"Contains music from: ""Waiting to Breathe""",6.893714023063733e+18,Lamont James,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7063261176737811247.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c9a5ce7eb3f58fe78d11367c216ef565.json,False,False,Nickthehighroller,Waiting to Breathe,original sound - lamontjames7 (Contains music from: Waiting to Breathe - Nickthehighroller),"Contains music from: ""Waiting to Breathe""",[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
6,CA,7102544486361746693,1653690007,"Listen Cassie it’s going to help for the pain, the swelling, and the hemorrhoids girl so don’t worry I got you. And you’re going to relax and sleep cause you did all the work now it’s his time to do the work 😘 #nurse #nursesoftiktok #nurselife #nurses #nursehumor #nursing #nursingstudent #nursingschool #nursetiktok #nurseproblems #medicalhumor #medicaltiktok #hospitallife #hospitaltiktoks #healthcareworker #healthcarehumor #cna #travelnurse #ernurse #pregnancy #laboranddelivery #momsoftiktok",1311438,Jc Dela Cruz,"No real patient/work scenario
Ads/Collab DM me
📩: nurse.johnnbiz@outlook.com",0,False,https://www.tiktok.com/@nurse.johnn/video/7102544486361746693?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102544486361746693&source=h5_m,1448077,926,2321,1194,202778,7094521042902764334,7094521042902764334,72,7094521042902764334,original sound - ranvision_official,Ranvision Official,7.019492714535388e+18,Ranvision Official,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7094521214986685230.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/50680e6bf1614d3f64ee027fa77697e5.json,False,False,,,,,[],0,0,Barbados,#nurse #nursesoftiktok #nurselife #nurses #nursehumor #nursing #nursingstudent #nursingschool #nursetiktok #nurseproblems #medicalhumor #medicaltiktok #hospitallife #hospitaltiktoks #healthcareworker #healthcarehumor #cna #travelnurse #ernurse #pregnancy #laboranddelivery #momsoftiktok,0,0,0,0,0,0,0,0,0,0
7,US,7081341107065408811,1648753209,🤣🤣 #fyp #funny #prank #comedy #xyzbca #viral,6809267050004153349,The Buckner familia,Hello Go Follow Us On All Our Social Media Accounts Below❗❗🔥🔥 👇🏾👇🏾👇🏾👇🏾,0,False,https://www.tiktok.com/@tkm_familia/video/7081341107065408811?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081341107065408811&source=h5_m,41906219,29834,200316,153434,3026255,7081341067949394731,7081341067949394731,72,7081341067949394731,original sound - tkm_familia,The Buckner familia,6.809267050004153e+18,The Buckner familia,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7081341103294679851.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/da38701295b116571989c2f7f564cd57.json,False,False,,,,,[],0,0,Barbados,#fyp #funny #prank #comedy #xyzbca #viral,0,0,0,0,1,1,0,0,1,1
0,BB,7082619047736560901,1649050755,Versatile #fyp #duet #barbados🇧🇧 #bahamastiktok #viral #trending #trendy #bridgertonscandal #loveyourself #bahamas,25452804,Tyedye,242 🇧🇸 to 246 🇧🇧,0,False,https://www.tiktok.com/@tyeshaj/video/7082619047736560901?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082619047736560901&source=h5_m,4794,9,1,3,329,7021864297077050117,7021864297077050117,72,7021864297077050117,only top tier black girls on this sound,chelluree,6.939674383624619e+18,chelluree,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7021864397995838213.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d5b1c98a7dea31c291db7e6b8c121057.json,False,False,,,,,[],0,0,Barbados,#fyp #duet #barbados🇧🇧 #bahamastiktok #viral #trending #trendy #bridgertonscandal #loveyourself #bahamas,0,1,0,0,0,1,0,1,1,0
1,BB,7074225123045264646,1647096390,Celebrating Women 🥳 #Spaday      📍🇧🇧Port Ferdinand,6948440567349576710,C H A N T A L,"Island Girl 🏝🌞🇧🇧
Fashion💁‍♀️ Lifestyle🤳Comedy😹
Instagram: @mrs.teaze",0,False,https://www.tiktok.com/@mrs.teaze/video/7074225123045264646?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074225123045264646&source=h5_m,4916,4,2,8,274,7062581746600413953,7062581746600413953,72,7062581746600413953,original sound - musictok365 (Contains music from: Free Mind - Tems),"Contains music from: ""Free Mind""",7.043855629131253e+18,musictok365@humzaphumza,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7062581764232858370.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e149e8befde8a30a8105f17ddaa7434e.json,False,False,Tems,Free Mind,original sound - musictok365 (Contains music from: Free Mind - Tems),"Contains music from: ""Free Mind""",[],0,0,Barbados,#Spaday,0,0,0,0,0,0,0,0,0,0
2,GB,7096526831163018501,1652288911,#fyp #africanmom #momprank #prankvideos #nigeria #foryou #prank #family #funnyprankvideos #nnamdianunobi #viral,6645996991422480390,Nnamdi Anunobi,"Insta: @nnamdianunobi buisness enquiries

fawaz@connectmgt.com

⬇️YOUTUBE⬇️",0,False,https://www.tiktok.com/@nnamdianunobi/video/7096526831163018501?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096526831163018501&source=h5_m,1628001,725,919,5397,133758,7096526802604133126,7096526802604133126,72,7096526802604133126,original sound - nnamdianunobi,Nnamdi Anunobi,6.64599699142248e+18,Nnamdi Anunobi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096526808711039750.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/633c589e65da2e47a689d8989f5dbce0.json,False,False,,,,,[],0,0,Barbados,#fyp #africanmom #momprank #prankvideos #nigeria #foryou #prank #family #funnyprankvideos #nnamdianunobi #viral,0,0,1,0,0,1,0,0,1,0
3,GB,7090960244548865286,1650992840,How did I do queeny? @Rafael Santos 🌚 #makeuptransformation,1598258,jordyn,"💜Follow insta, I’ll marry you💜
Management:
jazz@grail-talent.com",0,False,https://www.tiktok.com/@jordynlyne/video/7090960244548865286?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090960244548865286&source=h5_m,29232260,15903,23188,18874,2259200,6878786048311282437,6878786048311282437,72,6878786048311282437,original sound - nadiazuniga (Contains music from: Blank Space - Taylor Swift),"Contains music from: ""Blank Space""",6659663.0,Babi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6878785910369012486.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5b38bb03ab7451286d1e36f2bdbedbf6.json,False,False,Taylor Swift,Blank Space,original sound - nadiazuniga (Contains music from: Blank Space - Taylor Swift),"Contains music from: ""Blank Space""",[],0,0,Barbados,#makeuptransformation,0,0,0,0,0,0,0,0,0,0
4,GB,7096451297011830022,1652271326,#movie #fly,7096060393357526021,Coco_movies,"Take you into the movie life 💕
Daily update,thank you for your attention 💕",0,False,https://www.tiktok.com/@coco_movies/video/7096451297011830022?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096451297011830022&source=h5_m,3532277,686,454,8966,154216,6750372064768559105,6750372064768559105,10033,6750372064768559105,Best Day Of My Life - Single Version,American Authors,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/403f7f1d84c54f5ebbf976f36204c6a8?x-expires=1653910630&x-signature=0TgfQKjPeAp0kuh%2BqQhdRZM5dkk%3D,False,True,,,,,[],0,0,Barbados,#movie #fly,0,0,0,0,0,0,0,0,0,0
5,US,7102834668340333867,1653757569,#viral #meme #funny #fyp #foryoupage #jamaican #jamaica #🇯🇲 #nyc #jamaicancomedy #jamaicatiktok,7059083690624615471,localjmcan,"buss a laugh
NYc
🇯🇲6’1",0,False,https://www.tiktok.com/@localjmcan/video/7102834668340333867?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102834668340333867&source=h5_m,333026,668,3366,9709,57448,7102834628322626350,7102834628322626350,72,7102834628322626350,original sound - localjmcan,localjmcan,7.059083690624615e+18,localjmcan,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102834663857867566.mp3,,False,False,,,,,[],0,0,Barbados,#viral #meme #funny #fyp #foryoupage #jamaican #jamaica #🇯🇲 #nyc #jamaicancomedy #jamaicatiktok,0,0,0,1,1,1,0,0,1,0
6,US,7097247079713754414,1652456611,I think I got the flu 🤣🤣🤣#funny #foryou #fyp,7084263853852787758,Funny MIKE,"My main account is locked, please follow this channel to help me. Thanks❤️",0,False,https://www.tiktok.com/@hoohoo12020/video/7097247079713754414?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097247079713754414&source=h5_m,405342,189,219,1478,48011,7097247038902946606,7097247038902946606,72,7097247038902946606,original sound - hoohoo12020,Funny MIKE,7.084263853852788e+18,Funny MIKE,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7097247082754509614.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/6c34c435725bae0c830d998715a3898a.json,False,False,,,,,[],0,0,Barbados,#funny #foryou #fyp,0,0,1,0,1,1,0,0,0,0
7,US,7073089505401539883,1646831984,"One thing about LJ, he gone always put that s*** on 😌👶🏽 gone Butta #BabyDrip #BabyBoy #FYP #BabyShein",6807806129714267142,Ariyuana Watson,"This was my page but clearly this is for LJ, I’m just his mommy 😂

James 💙🎗",0,False,https://www.tiktok.com/@ariyuanawatson/video/7073089505401539883?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073089505401539883&source=h5_m,1274913,722,2229,42,176884,6533666765321278479,6533666765321278479,72,6533666765321278479,original sound - tayxdaviz (Contains music from: I Look Good - Chalie Boy),"Contains music from: ""I Look Good""",10063626.0,Taylor Davis,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6882343470468500230.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8ac104c1c42b03feaaf88b9f069d07eb.json,False,False,Chalie Boy,I Look Good,original sound - tayxdaviz (Contains music from: I Look Good - Chalie Boy),"Contains music from: ""I Look Good""",[],0,0,Barbados,#BabyDrip #BabyBoy #FYP #BabyShein,0,0,0,0,0,1,0,0,0,0
0,BB,7095031366957436165,1651940722,// #michaeljacksonedit #mikejacksonvsp #michaeljacksonedits #LIKEABOMBSHELL #mjinnocent #foryou #fypツ #trending #getthisonthefyp #mikeedits #foryoupage #fypp .,7042822955609523205,~ 𝒌𝒊𝒎 🧿‼️,"ఌ︎ she/her 👩🏾 .
~ MJ editor .
{ mj is innocent ‼️}
~spam like = block 🙂 .",0,False,https://www.tiktok.com/@mikejackson.vsp/video/7095031366957436165?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095031366957436165&source=h5_m,2382,2,1,0,421,7095031352663247622,7095031352663247622,72,7095031352663247622,original sound - mikejackson.vsp,~ 𝒌𝒊𝒎 🧿‼️,7.042822955609523e+18,~ 𝒌𝒊𝒎 🧿‼️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095031181015583494.mp3,,False,False,,,,,[],0,0,Barbados,#michaeljacksonedit #mikejacksonvsp #michaeljacksonedits #LIKEABOMBSHELL #mjinnocent #foryou #fypツ #trending #getthisonthefyp #mikeedits #foryoupage #fypp,0,0,1,1,0,0,0,1,0,0
1,BB,7088663013854678277,1650457975,Netflix Loses Subscribers - Cost VS Value #Netflix #TechNews #Marketing #smallbusinesstiktok #caribbeantiktokeurs,6643563346552160261,Justin⚡️Digital Marketing,"🚀Helping you be a better Marketer & Creator
📍🇹🇹 🇧🇧
👇Tap for more",0,False,https://www.tiktok.com/@jusbeau/video/7088663013854678277?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088663013854678277&source=h5_m,41014,327,172,149,2206,6891415147949066241,6891415147949066241,10033,6891415147949066241,"Succession Main Theme (From "" Succession"")",Geek Music,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/cb58a54e4c9745699d14faa1e24537ea,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd8cd0b63681499ca6bf7950b2e01539,False,True,,,,,[],0,0,Barbados,#Netflix #TechNews #Marketing #smallbusinesstiktok #caribbeantiktokeurs,0,0,0,0,0,0,0,0,0,0
2,US,7102162827829529902,1653601143,Hidden Water Gun Prank 🤣 #foryou #prank #foryoupage #fypシ #hilarious #fyp #funny,6747710828060181510,Ali,"Road To 1 Million 👀

Real Fans Subscribe To YT ↗️

NYC 🗽",0,False,https://www.tiktok.com/@alicheeser/video/7102162827829529902?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102162827829529902&source=h5_m,4981900,538,261,827,318901,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Barbados,#foryou #prank #foryoupage #fypシ #hilarious #fyp #funny,0,0,1,1,1,1,1,0,0,0
3,DE,7071326875288718597,1646421589,🤤🤤 #oreo #mugcake #foryou #viral,6818027176529888261,Randa 💫,"Good food, good mood ✨️
Daily easy recipes🤌 
Pharmacist💊
Mom
📍🇩🇪",0,False,https://www.tiktok.com/@cookwithranda/video/7071326875288718597?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071326875288718597&source=h5_m,35136356,11295,93854,3861,2323433,6925469460522355462,6925469460522355462,72,6925469460522355462,original sound - guitarman3245,Owen,6.840161177248957e+18,Owen,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6925469489567992581.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fe6413c2d5959eb102702d0532fcd3bd.json,False,False,,,,,[],0,0,Barbados,#oreo #mugcake #foryou #viral,0,0,1,0,0,0,0,0,1,0
4,GB,7101961996521721094,1653554388,Who wants to be normal anyways? #partytrick #normalpeople #unique #godmademelikethis #specialknees #icanstillgetfromatob #mylegsareannointed #mofarah #fyp #fypシ,6891727181799179270,Snshyn,"Hi I’m Sunshine
🇬🇧🇳🇬

https://linktr.ee/SNSHYN",0,False,https://www.tiktok.com/@snshyn/video/7101961996521721094?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101961996521721094&source=h5_m,416719,1497,787,1122,33192,6881368253919218438,6881368253919218438,72,6881368253919218438,original sound - official_scottjackson (Contains music from: Intro - Hailz Calmlee & SnipeBeatz),"Contains music from: ""Intro""",6.664572649736356e+18,Scott Jackson,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6881368129855949574.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/377697dba029b847a9495bd73add4a2b.json,False,False,Hailz Calmlee & SnipeBeatz,Intro,original sound - official_scottjackson (Contains music from: Intro - Hailz Calmlee & SnipeBeatz),"Contains music from: ""Intro""",[],0,0,Barbados,#partytrick #normalpeople #unique #godmademelikethis #specialknees #icanstillgetfromatob #mylegsareannointed #mofarah #fyp #fypシ,0,0,0,0,0,1,1,0,0,0
5,AU,7102056355107802369,1653576354,oops @tyler,6740536157644784646,🌸Mama Unice🌸,"𝐈𝐆:unicewani
🇺🇬🇦🇺𝟏𝟗
📨: unicewani@viralnationtalent.com",0,False,https://www.tiktok.com/@unicewani/video/7102056355107802369?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102056355107802369&source=h5_m,1068576,438,178,441,168794,7074005177556126469,7074005177556126469,72,7074005177556126469,original sound - 4udiioss,ツ,7.073598438017222e+18,ツ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074005192832322310.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f26e2d41a0264275bc1de9a2fff15cef.json,False,False,,,,,[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
6,GB,7099035921353297157,1652873106,Nicole TV 😩🤣,6798567177399911429,comedybaby,"clips are free for use ‘67
⬇️💕DOWNLOAD THE LOVE APP💕⬇️",0,False,https://www.tiktok.com/@itscomedybaby/video/7099035921353297157?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099035921353297157&source=h5_m,4190231,6256,32297,711,625270,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
7,GB,7096571173886037253,1652299236, ,6873849646385939457,Tommy,No bio,0,False,https://www.tiktok.com/@any_meme/video/7096571173886037253?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096571173886037253&source=h5_m,16552715,39458,211938,318,1703356,7096571158056798981,7096571158056798981,72,7096571158056798981,original sound - any_meme,Tommy,6.873849646385939e+18,Tommy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096571167397415685.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/49b448d6c0ae9371c1a4eac2d7aaa173.json,False,False,,,,,[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
