,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_balkan,hash_croatia,hash_foryou,hash_foryoupage,hash_fy,hash_fyp,hash_fypシ,hash_hrvatska,hash_srbija,hash_viral
4,HR,7088601731801582854,1650443716,🙃#hrs #fypシ #handball #foryoupage,6735155229254452230,marki,"🐸marky🐸
handball
judo",0,False,https://www.tiktok.com/@markulin_37/video/7088601731801582854?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088601731801582854&source=h5_m,81962,39,91,0,6202,7043722510554254106,7043722510554254106,24,7043722510554254106,got nothing in my brain (Contains music from: Shake It Off - Taylor Swift),"Contains music from: ""Shake It Off""",6.75363062109846e+18,user10101010*•*,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7043722491784596251.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/25ca1c17326c79460e8407a964fb2b8a.json,False,False,Taylor Swift,Shake It Off,got nothing in my brain (Contains music from: Shake It Off - Taylor Swift),"Contains music from: ""Shake It Off""",[],0,0,Croatia,#hrs #fypシ #handball #foryoupage,0,0,0,1,0,0,1,0,0,0
5,HR,7085685415214189830,1649764701,Ne lažem nema potrebe da guglaš išta,6868916005365416965,Stela,"The human form of the 💯 emoji.
ig- stelamodric",0,False,https://www.tiktok.com/@stelamodric/video/7085685415214189830?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085685415214189830&source=h5_m,1097256,644,132,284,61752,7079430339088681733,7079430339088681733,72,7079430339088681733,original sound - stasaam,stasaam,6.73051676836289e+18,stasaam,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079430344130956037.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/576425063c616e18e888e68013d93084.json,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
6,RS,7071656352719949062,1646498301,Tagujte #bff  koju vodite svuda sa sobom🥲 @lastankovic  ja kad me VODIS😅 #fypシ  #balkan,6646326170869596166,CALE,"Serbian star 👑⭐️ 
IG: @cale_official",0,False,https://www.tiktok.com/@caleofficial/video/7071656352719949062?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071656352719949062&source=h5_m,1309150,518,792,1012,66796,6873892096667929346,6873892096667929346,72,6873892096667929346,original sound - svengram92,Sven Đikić,6.740911889818437e+18,Sven Đikić,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6873892068410788610.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/9f869f96fea7726178a8786fe30bfb9b.json,False,False,,,,,[],0,0,Croatia,#bff #fypシ #balkan,1,0,0,0,0,0,1,0,0,0
7,HR,7085092819152440581,1649626722,Danas je pala prva 10 ka!! 🥳💪🏼 @plessazvijezdama.novatv #fyp #foryou #plessazvijezdama #psz #live,6732146577869751301,FRANKA_official,"Singer/songwritter
▪️▪️▪️▪️▪️▪️▪️▪️
▶️ ON",0,False,https://www.tiktok.com/@franka_officialmusic/video/7085092819152440581?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085092819152440581&source=h5_m,328365,86,63,0,18704,7085091491474868997,7085091491474868997,72,7085091491474868997,original sound - franka_officialmusic (Contains music from: Beating - Bytes),"Contains music from: ""Beating""",6.732146577869751e+18,FRANKA_official,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085090872597023494.mp3,,False,False,Bytes,Beating,original sound - franka_officialmusic (Contains music from: Beating - Bytes),"Contains music from: ""Beating""",[],0,0,Croatia,#fyp #foryou #plessazvijezdama #psz #live,0,0,1,0,0,1,0,0,0,0
0,GB,7103137728379768070,1653828131,#trending #viral #tiktok #trend #fypシ #fyp,7099752659749848070,Real_ginger_r9,"Main got banned at 600k
Insta the_true_r9
YouTube The_True_R9 🇧🇷🇧🇷",0,False,https://www.tiktok.com/@official_ginger_r9/video/7103137728379768070?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103137728379768070&source=h5_m,3728769,6016,5221,9043,288736,6733128484777921281,6733128484777921281,10009,6733128484777921281,Can We Kiss Forever?,Kina,,,True,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/cc2b6ff1bdd34c6eb91c2c1addc49769,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cc2da6d582e94c3d82070e2c02f72c21,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': 'USSM11914456', 'external_song_key': 'apple_song_id'}]",0,0,Croatia,#trending #viral #tiktok #trend #fypシ #fyp,0,0,0,0,0,1,1,0,0,1
1,HR,7093646075759791366,1651618184,Brzina mojih misli pred spavanje 😂💙 #fyp,6796548341695513605,Heleejna🦁,Helllooouuuu,0,False,https://www.tiktok.com/@helenajanjusevic/video/7093646075759791366?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093646075759791366&source=h5_m,132826,27,26,51,10313,7084851425720683269,7084851425720683269,72,7084851425720683269,original sound - blknox.x,gas,7.060572747056186e+18,gas,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084851462760647430.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fc2d57831f4d79c5a0ceba5cc7177e64.json,False,False,,,,,[],0,0,Croatia,#fyp,0,0,0,0,0,1,0,0,0,0
2,FR,7103112319760190725,1653822223,this daddy daughter duo 😂❤️ #handemiyy#explore#mayabasol#kirazbolat#hanker#edser#sencalkapimi#edayildiz#handeercel#handeerçel#kerembürsin#kerembursin#fyp#thebursin#serkanbolat#foryoupage,7050956275051889670,Amanim 🤎,"𝐄𝐝𝐬𝐞𝐫 & 𝐡𝐚𝐧𝐤𝐞𝐫 ツ
please don't repost my edit
all hande and kerem news",0,False,https://www.tiktok.com/@hankerposts/video/7103112319760190725?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103112319760190725&source=h5_m,1729582,318,676,70,199899,7103112320640994053,7103112320640994053,72,7103112320640994053,original sound - hankerposts (Contains music from: love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - CKay),"Contains music from: ""love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix]""",7.05095627505189e+18,Amanim 🤎,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103112348549892870.mp3,,False,False,CKay,love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],original sound - hankerposts (Contains music from: love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - CKay),"Contains music from: ""love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix]""",[],0,0,Croatia,#handemiyy#explore#mayabasol#kirazbolat#hanker#edser#sencalkapimi#edayildiz#handeercel#handeerçel#kerembürsin#kerembursin#fyp#thebursin#serkanbolat#foryoupage,0,0,0,1,0,1,0,0,0,0
3,US,7071074127859158314,1646362755,She ready to do it anywhere😜 #girlfriend #boyfriend #couples #viral #fyp #fypシ #target #shopping #girls,6726314174689805317,TALIYA & GUSTAVO,"IG: Official_gustavo
YOUTUBE: Taliya & Gustavo
BIZ EMAIL: Gustavov8721@gmail.com",0,False,https://www.tiktok.com/@taliyaandgustavo/video/7071074127859158314?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071074127859158314&source=h5_m,7031761,3035,19197,30912,461046,7071074157618055982,7071074157618055982,72,7071074157618055982,original sound - taliyaandgustavo,TALIYA & GUSTAVO,6.726314174689805e+18,TALIYA & GUSTAVO,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7071074184780188458.mp3,,False,False,,,,,[],0,0,Croatia,#girlfriend #boyfriend #couples #viral #fyp #fypシ #target #shopping #girls,0,0,0,0,0,1,1,0,0,1
4,PL,7094216444778482949,1651750983,#łyczuu #mielec,7007347024988537862,👑Łyczuu👑,"👑Jesus is KING👑
🇵🇱Poland / Mielec
💌biznes.lyczuu@gmail.com",0,False,https://www.tiktok.com/@lyczak/video/7094216444778482949?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094216444778482949&source=h5_m,51822403,72897,79801,156963,8374969,7094216404680919813,7094216404680919813,72,7094216404680919813,original sound - lyczak,👑Łyczuu👑,7.007347024988538e+18,👑Łyczuu👑,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094216414181378821.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d7b8e2ddd8fb269cedecde8b86120867.json,False,False,,,,,[],0,0,Croatia,#łyczuu #mielec,0,0,0,0,0,0,0,0,0,0
5,RS,7102498953224047877,1653679404,Barbie,6787027385508414469,Anja,"Asocial👧🏻
   22yo",0,False,https://www.tiktok.com/@anjablaa/video/7102498953224047877?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102498953224047877&source=h5_m,882665,385,174,370,69847,6825583429183228678,6825583429183228678,72,6825583429183228678,original sound - lerachernikaaa,Valerie,6.74549776663675e+18,Valerie,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/17ca61b58489172cad10d595e9fca997.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d3877cd07314592c74593ad6a56cab7d.json,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
6,HR,7077188658050157830,1647786391,Reply to @dobardan.izvolite  Najjači golman! 🤩#rkbedex #handball #rukomet #handballskills #sport #handballplayer #handballtime #goalkeeper #save #nogoal  #viral #fyp #handballteam #bedekovčina #croatia #hrvatska,7074672262972703749,rkbedex,"Rukometni Klub Bedekovčina 🤾🏻‍♂️
Bedekovčina, Croatia 🇭🇷
#rkbedex",0,False,https://www.tiktok.com/@rkbedex/video/7077188658050157830?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077188658050157830&source=h5_m,1195395,497,284,513,62353,6990441958090999809,6990441958090999809,10033,6990441958090999809,Unstoppable,Sia,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/93b99b155d1f4a9eb1402a467e66e981,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5c6ffe5a760b4ddab5229012fd23f3f9,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1162482538', 'external_song_key': 'apple_song_id'}]",0,0,Croatia,#rkbedex #handball #rukomet #handballskills #sport #handballplayer #handballtime #goalkeeper #save #nogoal #viral #fyp #handballteam #bedekovčina #croatia #hrvatska,0,1,0,0,0,1,0,1,0,1
7,NO,7094988803827387653,1651930812,I had to do this sound again😍 #busdaddy #busdriver,6728075063339631621,norwayrob,"Bus daddy 🚌 
Link to all my socials ⬇️",0,False,https://www.tiktok.com/@norwayrob/video/7094988803827387653?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094988803827387653&source=h5_m,11770009,34372,37877,47266,1343696,7086201843973621762,7086201843973621762,10033,7086201843973621762,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2e6ee9db9c1440ec88118a965e786985,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/aec693bde8934a379590f77837e0bb52,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,Croatia,#busdaddy #busdriver,0,0,0,0,0,0,0,0,0,0
0,US,7073584523165863210,1646947238,While people h8ting I’m smashing that 🍑😉 @1andonlybeth  #fyp #fypシ #foryou #longneck #foryoupage,6698239782269273093,Daddy Long Neck,CLICK THE LINK IF YOU WANT A PERSONAL SHOUT OUT FROM ME🙌🏼,0,False,https://www.tiktok.com/@longneck/video/7073584523165863210?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073584523165863210&source=h5_m,8201188,12506,15898,4191,412428,6827869501741090817,6827869501741090817,10033,6827869501741090817,I Just Had Sex - Explicit Version,The Lonely Island,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/5cd0b5fa331c4263854eee374e84947f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/71e989b463b04de58212c81a5cd11e6f,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1442826037', 'external_song_key': 'apple_song_id'}]",0,0,Croatia,#fyp #fypシ #foryou #longneck #foryoupage,0,0,1,1,0,1,1,0,0,0
1,HR,7100094972786904326,1653119686,Love your job! (Red ink not blood) #tattoo #tattoos #job #work,6775987342072316933,Marin,Business mail 📧 ronch.tattoos@gmail.com,0,False,https://www.tiktok.com/@ronch.marin/video/7100094972786904326?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100094972786904326&source=h5_m,1231734,71,126,300,83001,7100094950263540486,7100094950263540486,72,7100094950263540486,original sound - ronch.marin,Marin,6.775987342072317e+18,Marin,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100094929669769990.mp3,,False,False,,,,,[],0,0,Croatia,#tattoo #tattoos #job #work,0,0,0,0,0,0,0,0,0,0
2,AU,7102339144927431978,1653642201,better than a compliment from any man,6743684095647859717,ally🍑✨,"CERTIFIED TRAINER
check my insta b i o🍑🌶
MY NEW WORKOUT GUIDE⬇️",0,False,https://www.tiktok.com/@ptwithally/video/7102339144927431978?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102339144927431978&source=h5_m,3730642,4500,2125,2876,676357,7086207342236207915,7086207342236207915,72,7086207342236207915,original sound - wearecafune (Contains music from: Tek It (Sped Up) - Cafuné),"Contains music from: ""Tek It (Sped Up)""",6.961812931475391e+18,Cafuné,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7086207382593866542.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/181a754a5487cb9a516ee69f0a6f0393.json,False,False,Cafuné,Tek It (Sped Up),original sound - wearecafune (Contains music from: Tek It (Sped Up) - Cafuné),"Contains music from: ""Tek It (Sped Up)""",[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
3,US,7081810559473061163,1648862511,Pretending to learn my first instrument🤫😂 #music #drums #bass #guitar #music #funny #prank #musicstore,6722527399735968774,Jon Dretto,Thanks for watching :),0,False,https://www.tiktok.com/@jondretto/video/7081810559473061163?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081810559473061163&source=h5_m,28424373,6621,6301,21965,3966118,7081810560047713066,7081810560047713066,72,7081810560047713066,original sound - jondretto,Jon Dretto,6.722527399735969e+18,Jon Dretto,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7081810580331301678.mp3,,False,False,,,,,[],0,0,Croatia,#music #drums #bass #guitar #music #funny #prank #musicstore,0,0,0,0,0,0,0,0,0,0
4,US,7081777225992867114,1648854750, ,6699170269871309830,John-Jonne Smith,"BALD: THE SERIES 
NOW STREAMING 👇🏼",0,False,https://www.tiktok.com/@johnjonne/video/7081777225992867114?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081777225992867114&source=h5_m,12773736,3268,3737,3842,938709,7081777192769817387,7081777192769817387,72,7081777192769817387,original sound - johnjonne,John-Jonne Smith,6.69917026987131e+18,John-Jonne Smith,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7081777226013772587.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/6a5d1dc2f327d86f01b3f8caffc2918c.json,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
5,GB,7095472498178886917,1652043430,we ❤️ u @Justin Bieber,7089500247772283910,brookeandjess_,"it folds.


📥ellen@mokkingbird.com",0,False,https://www.tiktok.com/@brookieandjessie/video/7095472498178886917?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095472498178886917&source=h5_m,33065098,79975,80701,124908,6226275,6714094512249064198,6714094512249064198,72,6714094512249064198,original sound - jjustindanehower,jjustindanehower,6.714119329645102e+18,jjustindanehower,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1639183847056389.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/9202d458227eb3d2439ce2a294dbcedc.json,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
6,HR,7103186996574653702,1653839603,#fyp #svadba #foryou #zagreb,6779680718693123078,pake2,Zagreb,0,False,https://www.tiktok.com/@pake.23/video/7103186996574653702?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103186996574653702&source=h5_m,670813,653,2043,1993,46330,6763665569725024257,6763665569725024257,10033,6763665569725024257,Mi balkanci,Beko,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c681f5e4f8664ec1860d114fd9af34bf,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8316f9dc377a445f8adb4c8c7fb6c58d,False,True,,,,,[],0,0,Croatia,#fyp #svadba #foryou #zagreb,0,0,1,0,0,1,0,0,0,0
7,BA,7101323345542614278,1653405688,✨ #nezadovoljna_ #foryoupage #tiktokpostonfyp #fypdongggggggg #fypage #f #foryoupa #viral #funny #fypシ #fyp #foryoupa #viral #funny #fypシ #fyp #fypシ #funny #viral #foryoupa ##funny #fyp #fypシ ##fypシ #fypシ,7034869044118717445,nezadovoljna_/ig,"▶ 𝙉𝙚𝙬 𝘷𝘪𝘥𝘦𝘰𝘴 𝙚𝙫𝙚𝙧𝙮 𝖽𝖺𝗒:
zapratite me za još smiješnih video",0,False,https://www.tiktok.com/@nezadovoljna_/video/7101323345542614278?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101323345542614278&source=h5_m,149594,124,658,1304,17068,7101323326634642181,7101323326634642181,72,7101323326634642181,original sound - nezadovoljna_,nezadovoljna_/ig,7.034869044118717e+18,nezadovoljna_/ig,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101323336180878085.mp3,,False,False,,,,,[],0,0,Croatia,#nezadovoljna_ #foryoupage #tiktokpostonfyp #fypdongggggggg #fypage #f #foryoupa #viral #funny #fypシ #fyp #foryoupa #viral #funny #fypシ #fyp #fypシ #funny #viral #foryoupa ##funny #fyp #fypシ ##fypシ #fypシ,0,0,0,1,0,3,6,0,0,3
0,US,7088032179141217542,1650311095, ,28849410,ELÈNA HAZINAH,"Follow my Instagram: @elenahazinah

An Italian living in an American college🇺🇸",0,False,https://www.tiktok.com/@elenahazinah/video/7088032179141217542?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088032179141217542&source=h5_m,8127359,1862,960,1955,934218,7088032174745668358,7088032174745668358,72,7088032174745668358,original sound - elenahazinah,ELÈNA HAZINAH,28849410.0,ELÈNA HAZINAH,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088031051410328325.mp3,,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
1,US,7102458372364029227,1653669955,Web3 is going to be huge! #foryoupage #web3 #crypto,6912020171113792518,nate,"Follow Me On IG ☝🏼
📈 #1 Trading Discord 📈
👇🏼 USE CODE “1MONTH”👇🏼",0,False,https://www.tiktok.com/@comeupnate/video/7102458372364029227?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102458372364029227&source=h5_m,3258802,2097,1036,9097,299017,7064464692449774383,7064464692449774383,72,7064464692449774383,Money so big instrumental,audios,7.015581332501644e+18,audios,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7064464740608838447.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/70ce593ab1178830d5e1efbc123bef7c.json,False,False,,,,,[],0,0,Croatia,#foryoupage #web3 #crypto,0,0,0,1,0,0,0,0,0,0
2,AU,7098718249017298177,1652799140,Normal People Vs Me #funny #relatable #foryou #foryoupage #viral,6707369323914200070,EZY WAYZ,"👻 snap: broadster6
Twitch: EZYWAYZ 
🇦🇺 | 🇮🇹 | 🏴󠁧󠁢󠁳󠁣󠁴󠁿 
 19",0,False,https://www.tiktok.com/@ezy_wayz/video/7098718249017298177?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098718249017298177&source=h5_m,5657067,14398,7405,11864,885432,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Croatia,#funny #relatable #foryou #foryoupage #viral,0,0,1,1,0,0,0,0,0,1
3,NL,7098235887196196097,1652686832,Taylor Swift is my FRIEND !😎 (Part 2)  #ABC #Tiffany #TiffanyHaddish #lcyme,6577279222191685634,𝙇𝘾𝙔シ,"“Sadness flies away on the wings of time.”
𝑳𝑪𝒀 👼",0,False,https://www.tiktok.com/@lcy.me/video/7098235887196196097?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098235887196196097&source=h5_m,12769442,982,529,3466,1865347,7098235889813293825,7098235889813293825,24,7098235889813293825,original sound - lcy.me (Contains music from: Buttercup - Jack Stauber),"Contains music from: ""Buttercup""",6.577279222191686e+18,𝙇𝘾𝙔シ,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098235886705412866.mp3,,False,False,Jack Stauber,Buttercup,original sound - lcy.me (Contains music from: Buttercup - Jack Stauber),"Contains music from: ""Buttercup""",[],0,0,Croatia,#ABC #Tiffany #TiffanyHaddish #lcyme,0,0,0,0,0,0,0,0,0,0
4,US,7100644589140184322,1653247651,I can’t believe she fell for this… #fyp @nataliereynoldsx,6532011134348689409,Zack and Natalie,Link in Bio :),0,False,https://www.tiktok.com/@zackandnat/video/7100644589140184322?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100644589140184322&source=h5_m,7603591,1583,785,2149,157250,6853501652687702789,6853501652687702789,72,6853501652687702789,original sound - cpryano (Contains music from: Short Dick Man - Radio Mix - 20 Fingers),"Contains music from: ""Short Dick Man - Radio Mix""",6.833840652775704e+18,Cpryano ♉,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6874191395041741570.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/53e5b7bfc09bbfd100eea967eb65683c.json,False,False,20 Fingers,Short Dick Man - Radio Mix,original sound - cpryano (Contains music from: Short Dick Man - Radio Mix - 20 Fingers),"Contains music from: ""Short Dick Man - Radio Mix""",[],0,0,Croatia,#fyp,0,0,0,0,0,1,0,0,0,0
5,HR,7087115527688097030,1650097673, ,6747371575693739013,sonja.kovac,"Digital entrepreneur & actress 
500k+ on Instagram",0,False,https://www.tiktok.com/@sonja.kovac/video/7087115527688097030?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087115527688097030&source=h5_m,517812,181,303,375,27456,7072833381838359338,7072833381838359338,72,7072833381838359338,original sound - huggs4byers (Contains music from: La Monica - VINNE),"Contains music from: ""La Monica""",7.051325885107701e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072833412377316142.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/6bbddac5d61f7a8c4aec6a4f15530de3.json,False,False,VINNE,La Monica,original sound - huggs4byers (Contains music from: La Monica - VINNE),"Contains music from: ""La Monica""",[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
6,HR,7095791806712941830,1652117775,IG i YT: t_e_n_a ☀️🌷 #krpelj #lajmskaborelioza #lymedisease #lymeborreliosis #krpelji #orijentacija #orijentacijskotrcanje #priroda #ajmouprirodu #pazise #cuvajse,6779275798353298437,Tena Sakar Vukić,"Mama 💓
Running & Triathlon
Bipolar awareness
Collab: tena.vukic@gmail.com",0,False,https://www.tiktok.com/@t_e_n_a_/video/7095791806712941830?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095791806712941830&source=h5_m,887592,358,370,10,41912,7095791788141939461,7095791788141939461,72,7095791788141939461,original sound - t_e_n_a_,Tena Sakar Vukić,6.779275798353298e+18,Tena Sakar Vukić,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095791788027431686.mp3,,False,False,,,,,[],0,0,Croatia,#krpelj #lajmskaborelioza #lymedisease #lymeborreliosis #krpelji #orijentacija #orijentacijskotrcanje #priroda #ajmouprirodu #pazise #cuvajse,0,0,0,0,0,0,0,0,0,0
7,SI,7084557578222505221,1649502102,Taking my pet for a walk😂❤️ #ranch #farm #farmlife #onlygirl #rihanna,6799719723238245382,gordanagw,"The real house wives Slovenia
IG@gordanagw
   @ggwdesign
Creative, choreographer",0,False,https://www.tiktok.com/@gordanagw/video/7084557578222505221?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084557578222505221&source=h5_m,458753,308,1585,1300,44868,7052434960124627717,7052434960124627717,72,7052434960124627717,Pony x Only Girl In The World by Altegomusic (Contains music from: Pony - Ginuwine),"Contains music from: ""Pony""",6.925393143870342e+18,ALTÉGO,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7052434990030080773.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8aca84412b74e55787dc7e93ec4bb382.json,False,False,Ginuwine,Pony,Pony x Only Girl In The World by Altegomusic (Contains music from: Pony - Ginuwine),"Contains music from: ""Pony""",[],0,0,Croatia,#ranch #farm #farmlife #onlygirl #rihanna,0,0,0,0,0,0,0,0,0,0
