,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_bdtiktokofficial,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_tiktok,hash_trending,hash_unfrezzmyaccount,hash_video,hash_viral
6,BD,7081514330692275482,1648793540, ,6989885985882981382,ronju408,"https://www.facebook.com/mdronju.molla.733
স্বপ্ন আকাশ ছোঁয়া💥
গন্তব্য বহুদূর ✅",0,False,https://www.tiktok.com/@ronju408/video/7081514330692275482?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081514330692275482&source=h5_m,1991220,308,402,2601,98561,7030063081003109146,7030063081003109146,72,7030063081003109146,original sound - md.rdx.atik.hasan,❥━━❥so. my. love.❥━━❥,7.029319567039251e+18,❥━━❥so. my. love.❥━━❥,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7030063049575435035.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/aad57a51cb4eb56483bb4d4fc2fd0b81.json,False,False,,,,,[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
7,US,7095722399869521194,1652101616,☀️ ☀️ 🏝 @myrtlebeachsafari,6691721512229946373,Kody Antle,"🐅 Myrtle Beach Safari 🐘

🐯 Come visit us 🐵

⬇️ Tours Available ⬇️",0,False,https://www.tiktok.com/@kodyantle/video/7095722399869521194?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095722399869521194&source=h5_m,3729614,341,1270,3895,122109,7095722291098684206,7095722291098684206,72,7095722291098684206,original sound - kodyantle,Kody Antle,6.691721512229946e+18,Kody Antle,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7095722362607405870.mp3,,False,False,,,,,[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
0,BD,7102613040666840347,1653705966,Exam dite jacci sobai ashirbad Korban  #harekrishna #viralvideo #foryoupage #foryou #grow #unfeezmyaccount #bdtiktokofficial,7054367221379892250,pojarani353,Priyotoma,0,False,https://www.tiktok.com/@pojarani.rani37/video/7102613040666840347?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102613040666840347&source=h5_m,93055,0,269,12,24191,6907407717124573954,6907407717124573954,72,6907407717124573954,original sound - prityroy709 (Contains music from: Hare Rama Hare Krishna - Madhura Banerjee),"Contains music from: ""Hare Rama Hare Krishna""",6.576711375619604e+18,Pri Ty,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6907407560555367169.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4fe83d62ebbc0b3a3fc4d0585162ef3a.json,False,False,Madhura Banerjee,Hare Rama Hare Krishna,original sound - prityroy709 (Contains music from: Hare Rama Hare Krishna - Madhura Banerjee),"Contains music from: ""Hare Rama Hare Krishna""",[],0,0,Bangladesh,#harekrishna #viralvideo #foryoupage #foryou #grow #unfeezmyaccount #bdtiktokofficial,1,1,1,0,0,0,0,0,0,0
1,BD,7101616340598934810,1653473904, ,6996647959073637381,ভোলা 🇧🇩 ছেলে,,0,False,https://www.tiktok.com/@sojibpatwary255/video/7101616340598934810?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101616340598934810&source=h5_m,107004,209,60,322,10738,7100469150128032539,7100469150128032539,72,7100469150128032539,original sound - osthir_1_4_3,OSTHIR_RAKIB,6.832828275301139e+18,OSTHIR_RAKIB,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7100469140892306202.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fc59d38015bb19c0ae48863b2e9cc6f8.json,False,False,,,,,[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
2,US,7093937533427387694,1651686043,🚨Green man face reveal🚨😜 #wowyoucanreallydance,6808739390341694470,Kelli,"Hi :)
📧: hello@happykelli.com",0,False,https://www.tiktok.com/@happykelli/video/7093937533427387694?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093937533427387694&source=h5_m,33205442,7791,3825,16845,2622533,6518300055936439296,6518300055936439296,10036,6518300055936439296,Coincidance,Handsome Dancer,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/abb63284905e43e89affb9a6f3b35acf,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/359fa105a5a3414b9bf9154288ad8ae0,False,True,,,,,[],0,0,Bangladesh,#wowyoucanreallydance,0,0,0,0,0,0,0,0,0,0
3,BD,7102787463491505435,1653746577,শহর জুড়ে বৃষ্টি নামুক তুমি খুঁজে নিও ঠাই।প্রতিটা বৃষ্টির কণায় লিখা থাকুক শেষ অবধি তোমাকেই চাই👸👩‍❤️‍💋‍👨 #m_o_n_i_r #foryoupage #trending #৩বার_কপি_লিংক_করুন_প্লিজ🙏,6992235014164497435,꧁👑𝐌𝐎𝐍𝐈𝐑👑꧂,- সবার প্রিয় হতে চাই ✌️❤️,0,False,https://www.tiktok.com/@m_o_n_i_r__/video/7102787463491505435?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102787463491505435&source=h5_m,157896,33,135,1142,10920,6708736313408899846,6708736313408899846,72,6708736313408899846,original sound - sanbirkhan9_offical,🇧🇩Sanbir khan9 .Offical,6.563502236273132e+18,🇧🇩Sanbir khan9 .Offical,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1637967318504517.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/059e8967f751e517dc002503fb5087b2.json,False,False,,,,,[],0,0,Bangladesh,#m_o_n_i_r #foryoupage #trending #৩বার_কপি_লিংক_করুন_প্লিজ🙏,0,0,1,0,0,0,1,0,0,0
4,BD,7102681978054380827,1653722017,#🤣🤣😁😁,7009634646599648262,sristynath2,,0,False,https://www.tiktok.com/@sristynath2/video/7102681978054380827?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102681978054380827&source=h5_m,200226,198,158,20,14557,7098715710386998043,7098715710386998043,72,7098715710386998043,original sound - tushar_emran_official (Contains music from: Samjhawan - Jawad Ahmed & Sharib Toshi & Arijit Singh & Shreya Ghoshal),"Contains music from: ""Samjhawan""",6.974922723270329e+18,🔥 Tushar Emran 🔥,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7098715732519357210.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d4d8de7217c98d0a156493965e85c640.json,False,False,Jawad Ahmed & Sharib Toshi & Arijit Singh & Shreya Ghoshal,Samjhawan,original sound - tushar_emran_official (Contains music from: Samjhawan - Jawad Ahmed & Sharib Toshi & Arijit Singh & Shreya Ghoshal),"Contains music from: ""Samjhawan""",[],0,0,Bangladesh,#🤣🤣😁😁,0,0,0,0,0,0,0,0,0,0
5,BD,7076392457717517595,1647601011,Behind the scenes🥲. Full video in YouTube🥰 #kgbd,6744723753840182277,Love Birds,"Assalamualaikum🥰
🦉❤️🦉
🕳️
Our Verified YouTube channel Link👇",0,False,https://www.tiktok.com/@lovebirds616616/video/7076392457717517595?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076392457717517595&source=h5_m,2495095,263,175,1389,167386,6990441958090999809,6990441958090999809,10033,6990441958090999809,Unstoppable,Sia,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/93b99b155d1f4a9eb1402a467e66e981,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5c6ffe5a760b4ddab5229012fd23f3f9,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1162482538', 'external_song_key': 'apple_song_id'}]",0,0,Bangladesh,#kgbd,0,0,0,0,0,0,0,0,0,0
6,BD,7100418791191907611,1653195078,আমার জামাই দেখতে চাস 🤣 #foryoupage #fyp #tiktokindia #bdmuser #rruhan250 #unfrezzmyaccount @bdtiktokofficial,7059413531066631194,Rruhan260,You Tube Channel : Rruhan250 Link 👇👇👇,0,False,https://www.tiktok.com/@rruhan250/video/7100418791191907611?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100418791191907611&source=h5_m,245944,79,38,394,6476,7084079739565574938,7084079739565574938,72,7084079739565574938,original sound - yana220223,Priyanka Akter,6.801037331526075e+18,Priyanka Akter,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7084079757763021594.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b939a25cef793082b7e29f22862c63d3.json,False,False,,,,,[],0,0,Bangladesh,#foryoupage #fyp #tiktokindia #bdmuser #rruhan250 #unfrezzmyaccount,0,0,1,1,0,0,0,1,0,0
7,CR,7085932792831331590,1649822295,🕺🏻MOVES LIKE J̶A̶G̶G̶E̶R̶ ̶ ALABA 🕺🏻 @davidalaba #UCL #Championsleague #Dance #Alaba #RealMadrid,6693776501107033094,Real Madrid C.F.,"⚽️ The official Real Madrid C.F. account
🏆 14 times European Champions",0,False,https://www.tiktok.com/@realmadrid/video/7085932792831331590?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085932792831331590&source=h5_m,22989813,10158,17275,134220,1796487,7085932742793300741,7085932742793300741,72,7085932742793300741,original sound - realmadrid,Real Madrid C.F.,6.693776501107033e+18,Real Madrid C.F.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085932736954829574.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4a99945b4bc25f61dce016c47ddee87a.json,False,False,,,,,[],0,0,Bangladesh,#UCL #Championsleague #Dance #Alaba #RealMadrid,0,0,0,0,0,0,0,0,0,0
0,BD,7097396941641895194,1652491499,প্রিয়জন 🙂🥀#fypシ #foryou #viral #foryoupage #unfrezzmyaccount #bdtiktokofficial @bdtiktokofficial,6966841128004371458,Ew'r NobiTa ( না'ট'ক বা'জ)💦🌿,"🥰🕋{ Assalamu Alaikum } 🕋🥰
My Facebook id :- Ew'r NobiTa ( না'ট'ক বা'জ) 🥰",0,False,https://www.tiktok.com/@ewr_nobita__0/video/7097396941641895194?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097396941641895194&source=h5_m,98879,90,306,2358,17502,7095660448682396443,7095660448682396443,72,7095660448682396443,original sound - miraz_hossain01,ʟᴏᴠᴇʀ_ʙᴏʏ࿐💔,6.673803018166879e+18,ʟᴏᴠᴇʀ_ʙᴏʏ࿐💔,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7095660457532459803.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/691b03be3627c8c563b08428f70e2316.json,False,False,,,,,[],0,0,Bangladesh,#fypシ #foryou #viral #foryoupage #unfrezzmyaccount #bdtiktokofficial,1,1,1,0,1,0,0,1,0,1
1,BD,7081649652386385179,1648825047, ,6777224327080477697,Mim Aktar,Follow me,0,False,https://www.tiktok.com/@mimaktar9038/video/7081649652386385179?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081649652386385179&source=h5_m,8862636,4541,5024,24528,383500,6595794146856798982,6595794146856798982,72,6595794146856798982,original sound - miss_shuma (Contains music from: Khuda Jane - Zubeen Garg & Shyam Bhatt & Shreya Ghoshal),"Contains music from: ""Khuda Jane""",2.19184291639894e+17,🌼Shuma Das🌼,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1610301305090053.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ca8689a297dc55e9d697733ca167e4a7.json,False,False,Zubeen Garg & Shyam Bhatt & Shreya Ghoshal,Khuda Jane,original sound - miss_shuma (Contains music from: Khuda Jane - Zubeen Garg & Shyam Bhatt & Shreya Ghoshal),"Contains music from: ""Khuda Jane""",[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
2,GB,7086813509605985542,1650027352,Track ovulation to get pregnant,6539130262029079552,All about Knowledge and fun 🤩,Fun and knowledge together ❤️❤️,0,False,https://www.tiktok.com/@medco111/video/7086813509605985542?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086813509605985542&source=h5_m,8740658,323,4040,41417,60754,7086813480656833285,7086813480656833285,72,7086813480656833285,original sound - medco111,All about Knowledge and fun 🤩,6.53913026202908e+18,All about Knowledge and fun 🤩,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086813499708066566.mp3,,False,False,,,,,[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
3,BD,7085196856438918426,1649650945,Girl attitude 😎😎😎#vairal #cdrama #foryou #dramaqueen👸💜👸 #fypシ,7031141967443641370,Drama Queen👑,"Drama lover 
that's why i am Drama Queen 👸",0,False,https://www.tiktok.com/@web_series_lover/video/7085196856438918426?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085196856438918426&source=h5_m,4842182,1196,2521,40183,352650,6971908317467641857,6971908317467641857,10033,6971908317467641857,RRAK TAK TAK - Remix,Eri Qerimi,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/01b985297db54043967016792154b8de,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9962cb74280f49318d8520f58441f63c,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1571495593', 'external_song_key': 'apple_song_id'}]",0,0,Bangladesh,#vairal #cdrama #foryou #dramaqueen👸💜👸 #fypシ,0,1,0,0,1,0,0,0,0,0
4,BD,7094824722029939995,1651892607,ব্রাজিলের প্লেয়ার মানেই আগুন 🔥🇧🇷 #vairalvideo #foryoupage #প্লিজ_সবাই_সাপোর্ট_করবেন,6989807144397882369,🇧🇷👑 Njr 10 Skills 🇧🇷👑,"🤟Die Hard Fan Of Brazil 🇧🇷
🇧🇷 Big Fan of NEYMAR Jr 😇✌️
      👑 Neymar 👑",0,False,https://www.tiktok.com/@___njr_10_/video/7094824722029939995?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094824722029939995&source=h5_m,1779527,2689,1038,9352,169668,7090541388668209946,7090541388668209946,72,7090541388668209946,original sound - xadik__bruh,Bɪᴋᴇ_Lᴏᴠᴇʀ,7.005613624833508e+18,Bɪᴋᴇ_Lᴏᴠᴇʀ,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7090541406720248602.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5189cced2e5b0eb46c40897642359319.json,False,False,,,,,[],0,0,Bangladesh,#vairalvideo #foryoupage #প্লিজ_সবাই_সাপোর্ট_করবেন,0,0,1,0,0,0,0,0,0,0
5,BD,7101258337659915547,1653390550,realme C 35 Glowing Green #viral# Tik Tok# for you# video,6966583182942684165,joydeb5780,"Hye guys follow me💞
  Fb:Joydeb Mistry
so guys pls supprt me💞
       💞Tnq💞",0,False,https://www.tiktok.com/@joydeb5780/video/7101258337659915547?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101258337659915547&source=h5_m,1215357,727,865,6722,117341,7053009929019362074,7053009929019362074,72,7053009929019362074,original sound - samrat.sarakar (Contains music from: Hislerim - Serhat Durmus),"Contains music from: ""Hislerim""",6.603175252204339e+18,Samrat sarakar,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7053010066294737691.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/09da7c38ff868fc9b20a953aa06a1ed2.json,False,False,Serhat Durmus,Hislerim,original sound - samrat.sarakar (Contains music from: Hislerim - Serhat Durmus),"Contains music from: ""Hislerim""",[],0,0,Bangladesh,#viral# # #,0,0,0,0,0,0,0,0,0,1
6,BD,7091990695900138778,1651232759,#teamomi1,6589505432171233286,🍁🍁🍁omi🍁🍁🍁,"Exclusively managed by glee Digital 
Do subscribe my YouTube 👇",0,False,https://www.tiktok.com/@shamima_afrinomi/video/7091990695900138778?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091990695900138778&source=h5_m,4410585,2270,1986,9935,365736,7065971662801423130,7065971662801423130,72,7065971662801423130,original sound - noyonvai.official (Contains music from: Tomar name ke - Dj Antu),"Contains music from: ""Tomar name ke""",6.698742813145728e+18,Noyon vai Official,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7065971645780937499.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c677ba5e1373e05e5fc2b025c00e3f40.json,False,False,Dj Antu,Tomar name ke,original sound - noyonvai.official (Contains music from: Tomar name ke - Dj Antu),"Contains music from: ""Tomar name ke""",[],0,0,Bangladesh,#teamomi1,0,0,0,0,0,0,0,0,0,0
7,JP,7097345250108230914,1652479465,#iscream 撮影の裏側👀　#流行りに乗ってみた #嫁ちゃん大好きマン #おすすめにのりたい #ハムハム夫婦 #国際夫婦 #台湾人妻,6819860506871432194,嫁ちゃん大好きマン,"日台国際夫婦の嫁ちゃん大好きマンです🇯🇵🇹🇼
寄り添い合える夫婦を目指しています😊
🎥YouTubeは無加工で投稿していますので是非w",0,False,https://www.tiktok.com/@yomechandaisuki/video/7097345250108230914?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097345250108230914&source=h5_m,76542900,14715,4549,14574,4436343,7082391746126154498,7082391746126154498,24,7082391746126154498,i scream (Contains music from: environmenter - Clemencia Stgerard IV),"Contains music from: ""environmenter""",7.033293459751093e+18,sped up audios <3,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7082391698369809153.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8dbf6f9c40f7eadfb311612290358635.json,False,False,Clemencia Stgerard IV,environmenter,i scream (Contains music from: environmenter - Clemencia Stgerard IV),"Contains music from: ""environmenter""",[],0,0,Bangladesh,#iscream #流行りに乗ってみた #嫁ちゃん大好きマン #おすすめにのりたい #ハムハム夫婦 #国際夫婦 #台湾人妻,0,0,0,0,0,0,0,0,0,0
0,BD,7101998541777734939,1653562892,যেটা খুব আপন করে পেতে চাই....! 😔💔😅#foryou #sad #status #আইডিতে_view_like_আসে_না😪😪😪 #সবাই_একটু_সাপোর্ট_করো #আইডিটা_ফ্রিজ_হয়ে_আছে_💔,7014805924511007770,👑Status king👑,"💖ইউটিউব চ্যানেল টা Subscribe করে দিও💖
District : Rajshahi
Subdistrict : Bagha",0,False,https://www.tiktok.com/@sabbir1.02/video/7101998541777734939?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101998541777734939&source=h5_m,90666,97,445,3458,10389,7101998536245463834,7101998536245463834,72,7101998536245463834,original sound - sabbir1.02,👑Status king👑,7.014805924511008e+18,👑Status king👑,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7101998548481084186.mp3,,False,False,,,,,[],0,0,Bangladesh,#foryou #sad #status #আইডিতে_view_like_আসে_না😪😪😪 #সবাই_একটু_সাপোর্ট_করো #আইডিটা_ফ্রিজ_হয়ে_আছে_💔,0,1,0,0,0,0,0,0,0,0
1,BD,7100741696522046747,1653270260,Reply to @mdezaz5141 🥰✌️#Rana @asia8390,6959927972497851397,👑 _Rana _6s👑,"🇧🇩 Bangladesh 🇧🇩
 ☺️Muslim😊
Fb id: Rana lslam",0,False,https://www.tiktok.com/@_rana_6s/video/7100741696522046747?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100741696522046747&source=h5_m,78095,25,6,14,4004,6979579465038924570,6979579465038924570,72,6979579465038924570,"original sound - rotheyahmed (Contains music from: Dil Ko Karaar Aaya (From ""Sukoon"") - Yasser Desai & Neha Kakkar & Rajat Nagpal)","Contains music from: ""Dil Ko Karaar Aaya (From ""Sukoon"")""",2.352289419663319e+17,rotheyahmed,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/6979579388383808283.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2e30bde2412030adefc3be5b2561504a.json,False,False,Yasser Desai & Neha Kakkar & Rajat Nagpal,"Dil Ko Karaar Aaya (From ""Sukoon"")","original sound - rotheyahmed (Contains music from: Dil Ko Karaar Aaya (From ""Sukoon"") - Yasser Desai & Neha Kakkar & Rajat Nagpal)","Contains music from: ""Dil Ko Karaar Aaya (From ""Sukoon"")""",[],0,0,Bangladesh,#Rana,0,0,0,0,0,0,0,0,0,0
2,US,7080324825415159082,1648516588,"Behind every successful Eggburger, there are a bunch of broken ones 😂 #thatlilttlepuff #puffknowsbetter #catsoftiktok #SmellLikeIrishSpring",6732255236565877766,ThatLittlePuff,👇Get Dashing Clothes for Your Pets👇,0,False,https://www.tiktok.com/@thatlittlepuff/video/7080324825415159082?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080324825415159082&source=h5_m,33622277,8286,15900,57529,2164071,7080324813906725678,7080324813906725678,72,7080324813906725678,original sound - thatlittlepuff (Contains music from: 1000 Years - BAZZ Damiel),"Contains music from: ""1000 Years""",6.732255236565878e+18,ThatLittlePuff,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080324831106829099.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d9b5c69c54df427994ff9fff253aa08f.json,False,False,BAZZ Damiel,1000 Years,original sound - thatlittlepuff (Contains music from: 1000 Years - BAZZ Damiel),"Contains music from: ""1000 Years""",[],0,0,Bangladesh,#thatlilttlepuff #puffknowsbetter #catsoftiktok #SmellLikeIrishSpring,0,0,0,0,0,0,0,0,0,0
3,BD,7095685728675335451,1652093076, ,6635228579751018502,Ariyan,"I❤️myself and my family
wish me 9,December 😇",0,False,https://www.tiktok.com/@ariyanemroj5/video/7095685728675335451?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095685728675335451&source=h5_m,338245,0,253,1765,37666,7081538752497126171,7081538752497126171,72,7081538752497126171,original sound - alimislam140,স্কেটিং ভাই,7.030070972527347e+18,স্কেটিং ভাই,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7081538763133864731.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6e1ba4a22d13a671b2e50c2abbe1be2c.json,False,False,,,,,[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
4,BD,7071805337153654042,1646532989,Reply to @sadiyasinha2  prank 3 ✅ YouTube : Anamika Dolon ✅ #fyp #Foryou #anamika_dolon03,6988358166003352581,👑 D o l o n 👑,".  . . YouTube . . .👆
  For Promotional Purpose 📌
        _Facebook👇",0,False,https://www.tiktok.com/@anamika_dolon03/video/7071805337153654042?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071805337153654042&source=h5_m,7107327,6077,1718,535,579607,7071805358997588763,7071805358997588763,72,7071805358997588763,original sound - anamika_dolon03,👑 D o l o n 👑,6.988358166003353e+18,👑 D o l o n 👑,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7071805347723283226.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4d30fbdbaca345b828d8b01850df63da.json,False,False,,,,,[],0,0,Bangladesh,#fyp #Foryou #anamika_dolon03,0,1,0,1,0,0,0,0,0,0
5,BD,7093450505522826523,1651572647,#daloar007,6579227852826755078,Shikder Imran,I do not want to be loved by anyone I want to be needed cz the need never ends,0,False,https://www.tiktok.com/@shikder_imran/video/7093450505522826523?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093450505522826523&source=h5_m,186925,208,79,211,18749,6924137632989711105,6924137632989711105,72,6924137632989711105,original sound - raisajahan.official (Contains music from: Itchy Booty - Damn 2 Sexy & ESH),"Contains music from: ""Itchy Booty""",6.549057673898235e+18,Raisa Jahan,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6924137577880603393.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/25bd3e8f8cb0cdc8b08a940701b01d0b.json,False,False,Damn 2 Sexy & ESH,Itchy Booty,original sound - raisajahan.official (Contains music from: Itchy Booty - Damn 2 Sexy & ESH),"Contains music from: ""Itchy Booty""",[],0,0,Bangladesh,#daloar007,0,0,0,0,0,0,0,0,0,0
6,BD,7102829164398464282,1653756287,😭😭shanti moto biyetao korte deina !!shari@outfit_point #itsapurba,6831151207887176706,Apurba Apurba,"follow my Instagram 👆👆
😘MUBCian 
Subscribe my YouTube channel 👇",0,False,https://www.tiktok.com/@misschocolate67/video/7102829164398464282?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102829164398464282&source=h5_m,1608745,591,1084,165,112521,7100488340390103834,7100488340390103834,72,7100488340390103834,original sound - _shapin_,❤️𝚂𝙷𝙰𝙿𝙸𝙽❤️,6.937263247946974e+18,❤️𝚂𝙷𝙰𝙿𝙸𝙽❤️,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7100488371197184794.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/70a5c85f89d28db4e83461612865d0c2.json,False,False,,,,,[],0,0,Bangladesh,#itsapurba,0,0,0,0,0,0,0,0,0,0
7,MX,7079084993636486405,1648227916,El se asustó 😂,7075744691200050182,just Liana🤪,"Instagram - lianayel 💙
e-mail : lianayel@dreamteamhouse.ru ✉️
📍Mexico📍",0,False,https://www.tiktok.com/@lianaparmezana/video/7079084993636486405?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079084993636486405&source=h5_m,11760386,1943,784,3971,518884,7028498814554130433,7028498814554130433,10033,7028498814554130433,Envolver,Anitta,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b9da595ac92742758a78fa7efd992747,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/64d77a1ed52b41a39d8a5009811e2209,True,True,,,,,[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
