,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_couples,hash_cyprus,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_greece,hash_viral
0,CY,7088708345447697666,1650468528,🤣 #fyp #fy #foryou #foryoupage #tiktok #cyprus #trending #viral,6979532231304528902,Andrea 🖤,"Cyprus Island 🇨🇾
Just for fun 🤷🏻‍♀️",0,False,https://www.tiktok.com/@andreasavvides/video/7088708345447697666?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088708345447697666&source=h5_m,60680,25,26,79,3829,7061886230594128646,7061886230594128646,72,7061886230594128646,original sound - riskee296 (Contains music from: New Challenge for Ya'll - Therealjames),"Contains music from: ""New Challenge for Ya'll""",7.048740176361686e+18,Riskee,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7061886340316564229.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/78decab9045ec77d7fb2521d6821dbae.json,False,False,Therealjames,New Challenge for Ya'll,original sound - riskee296 (Contains music from: New Challenge for Ya'll - Therealjames),"Contains music from: ""New Challenge for Ya'll""",[],0,0,Cyprus,#fyp #fy #foryou #foryoupage #tiktok #cyprus #trending #viral,0,1,1,1,0,1,1,0,0,1
1,CY,7095318625803930882,1652007604,yesterday's outfit #cute #fypシ #μπεςφοργιουγαμω #shein #purrrrr #blackandwhite #marinalimassol,6775949657795757061,Kyriakos Panayiotou,"b̶o̶y̶ , g̶i̶r̶l̶ , 𝗢𝘁𝗵𝗲𝗿
💛🤍💜🖤",0,False,https://www.tiktok.com/@kyriakos2907/video/7095318625803930882?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095318625803930882&source=h5_m,10185,34,30,10,74,7082250350756907819,7082250350756907819,72,7082250350756907819,No Role Modelz (Remix) (Contains music from: No Role Modelz - J. Cole),"Contains music from: ""No Role Modelz""",7.04176212468569e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7082250387058707243.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/73b1325b2696a339f8ca8df42a836656.json,False,False,J. Cole,No Role Modelz,No Role Modelz (Remix) (Contains music from: No Role Modelz - J. Cole),"Contains music from: ""No Role Modelz""",[],0,0,Cyprus,#cute #fypシ #μπεςφοργιουγαμω #shein #purrrrr #blackandwhite #marinalimassol,0,0,0,0,0,0,0,1,0,0
2,SE,7100122127117880581,1653126008,#shocked #scene #scary #thriller #horror #moment #viral #fypdongggggggggシ #video,6767450054245778437,🖤🖤,"TYSM FOR 500k 🖤
Love you guys sm🥺",0,False,https://www.tiktok.com/@ndasdnr/video/7100122127117880581?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100122127117880581&source=h5_m,7983359,3308,5279,5021,702205,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,#shocked #scene #scary #thriller #horror #moment #viral #fypdongggggggggシ #video,0,0,0,0,0,0,0,0,0,1
3,AU,7096975832803036418,1652393453,I don’t think she gets it 💀  #OscarsAtHome #foryoupage #xybca #oldlady #unlockmylikes #karen #blowthisup #fyp #babynames,6774909927070499846,leanne🖤,"Grumpy Comedian 
My son’s acc - @maitlandrd",0,False,https://www.tiktok.com/@grumpy_leanne/video/7096975832803036418?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096975832803036418&source=h5_m,25988194,39667,76816,138547,4250935,7096975809261030145,7096975809261030145,72,7096975809261030145,original sound - grumpy_leanne,leanne🖤,6.7749099270705e+18,leanne🖤,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096975778395360002.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/211f8d4180cea8a8e771a4b90f5b353b.json,False,False,,,,,[],0,0,Cyprus,#OscarsAtHome #foryoupage #xybca #oldlady #unlockmylikes #karen #blowthisup #fyp #babynames,0,0,0,1,0,0,1,0,0,0
4,PL,7099886600036961541,1653071169,Ig: sevi_goalie🧔🏻 kkatrunia🧔🏼‍♀️,7034865362219123718,Katia & Seweryn,"IG:
👸🏼kkatrunia 🇺🇦
🤴🏼sewerynkielpin 🇵🇱

Katia.seweryn@gmail.com",0,False,https://www.tiktok.com/@couple.with.pets/video/7099886600036961541?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099886600036961541&source=h5_m,7911705,3765,33845,16761,271022,5000000001320781379,5000000001320781379,71,5000000001320781379,Beggin',Måneskin,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d6400ddd4c554b0a93ba73b0b991728e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6091f831d241415591b96cab5dcf6acf,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1320781379', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
5,US,7102520370019716398,1653684390,05.27.22 — happy friday ❤️‍🔥 #Vlog #fyp #dayinmylife #fitness,6974232988940157957,austinchui,"21
Lifestyle | Fitness
Austinchui27@gmail.com",0,False,https://www.tiktok.com/@austinchui/video/7102520370019716398?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102520370019716398&source=h5_m,4366327,3589,1938,3786,611674,6961029698906229510,6961029698906229510,72,6961029698906229510,original sound - itsdjlilli,DJ LILLI,6.767759831913039e+18,DJ LILLI,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6961029795438217990.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2f6aa7aca698b699579d0f06fde8092e.json,False,False,,,,,[],0,0,Cyprus,#Vlog #fyp #dayinmylife #fitness,0,0,0,0,0,0,1,0,0,0
6,CY,7099449806459800837,1652969470,Finally got my account back 😇                      #foryou#gay#fyp#viral#boys#fypシ,7050047097060213766,HiltonlBenjamin,"He/him 
Just smile ✨
Link in my Insta Bio😜
IG: Benjaminlhilton 🍬",0,False,https://www.tiktok.com/@hiltonlbenjamin/video/7099449806459800837?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099449806459800837&source=h5_m,132038,48,80,94,13029,6899714333274540802,6899714333274540802,24,6899714333274540802,original sound - honghotshow.biz (Contains music from: Bass Kill To The Hard - Poxistyle),"Contains music from: ""Bass Kill To The Hard""",6.844417363775178e+18,HÓNG SHOWBIZ - 8 THIÊN HẠ,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6899714238168845058.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bf109dc1bedaf424d17cacc20aa7635f.json,False,False,Poxistyle,Bass Kill To The Hard,original sound - honghotshow.biz (Contains music from: Bass Kill To The Hard - Poxistyle),"Contains music from: ""Bass Kill To The Hard""",[],0,0,Cyprus,#foryou#gay#fyp#viral#boys#fypシ,0,0,1,0,0,0,1,1,0,1
7,IT,7102185212070726917,1653606357,#dualipa #milano #caduta #concerto,6804573590257370117,Klaudia,🥀,0,False,https://www.tiktok.com/@klaudiaflk_4423/video/7102185212070726917?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102185212070726917&source=h5_m,10243960,4300,12430,107,411923,6586947002464996102,6586947002464996102,10036,6586947002464996102,Oh No,Kreepa,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9d4ba025fbb541578bca83b158770608,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9e4e254988e6486096f2d252e72885d2,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1491237429', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,#dualipa #milano #caduta #concerto,0,0,0,0,0,0,0,0,0,0
0,CY,7086103006017506562,1649861925,pantheon cinema 14/4/2020 8 pm,6560589430967730181,Fidias,"What are you looking at?
Check out my YouTube course link below",0,False,https://www.tiktok.com/@fidias0/video/7086103006017506562?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086103006017506562&source=h5_m,87365,75,30,28,6648,6819255229129689090,6819255229129689090,10033,6819255229129689090,The Office,The Hyphenate,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/89868bce36854e3a85b8be1a36e3133b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/fa052a836dfc44d7ada733ece06f9210,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1510802346', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
1,CY,7086826395791363330,1650030353,🤠❤️IG: nefeli.p._#fryシ #μπεςφοργιου #school,6601441884211265542,Nefeli.p❤,"just having fun🙃❤
IG:nefeli.p._",0,False,https://www.tiktok.com/@nefelii.p/video/7086826395791363330?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086826395791363330&source=h5_m,49456,105,5,37,5097,7081097120916310786,7081097120916310786,72,7081097120916310786,timber,🍪,7.046608758293726e+18,🍪,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7081097107968494337.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/beab45d4f667eb3eb3dc0d451c010f65.json,False,False,,,,,[],0,0,Cyprus,#fryシ #μπεςφοργιου #school,0,0,0,0,0,0,0,0,0,0
2,US,7091748165514235141,1651176292,Spicy quesadilla 🌶 @jaejaeb44  #fyp #languagechallenge #greece #usa,19910326,Galateia Mess,"From Greece 🇬🇷 
You know what I’m saying",0,False,https://www.tiktok.com/@galateiamess/video/7091748165514235141?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091748165514235141&source=h5_m,703615,1012,162,303,100702,7091748160078695173,7091748160078695173,72,7091748160078695173,original sound - galateiamess,Galateia Mess,19910326.0,Galateia Mess,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091748168571882246.mp3,,False,False,,,,,[],0,0,Cyprus,#fyp #languagechallenge #greece #usa,0,0,0,0,0,0,1,0,1,0
3,ES,7103528802101333254,1653919185,🙏 Thanks for the 500k 🙏  #graffiti #500k #thanks #art #spray #asmr #spraypaint #neon #neongraffiti #asmrsounds #pink #blue,6941657892094395398,Resaks Graffiti,"Instagram: @resakas1 
YouTube: RESAKS GRAFFITI",0,False,https://www.tiktok.com/@resaksgraffiti/video/7103528802101333254?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103528802101333254&source=h5_m,526366,193,57,1,16177,7103528794362874630,7103528794362874630,72,7103528794362874630,original sound - resaksgraffiti,Resaks Graffiti,6.941657892094395e+18,Resaks Graffiti,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103528796146010886.mp3,,False,False,,,,,[],0,0,Cyprus,#graffiti #500k #thanks #art #spray #asmr #spraypaint #neon #neongraffiti #asmrsounds #pink #blue,0,0,0,0,0,0,0,0,0,0
4,US,7099385752877894913,1652954555,You have curly or straight hair?😏 @Jonathan Monroe #stasyachecks #bowlmethod #hairtok #hairhacks,6838156672210273286,STASYA 💜,"PRIVETY-FIOLETY💜 
Purple beauty checker🍭
HI PURPLES💜",0,False,https://www.tiktok.com/@stasya.pro/video/7099385752877894913?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099385752877894913&source=h5_m,9705630,4635,1571,6690,813032,7099385757881731842,7099385757881731842,72,7099385757881731842,original sound - stasya.pro,STASYA 💜,6.838156672210273e+18,STASYA 💜,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099385736566262530.mp3,,False,False,,,,,[],0,0,Cyprus,#stasyachecks #bowlmethod #hairtok #hairhacks,0,0,0,0,0,0,0,0,0,0
5,CY,7102846642822352129,1653760357,#fy #fyp,125425216855371776,NANA,lamne rwta🤣🤣🤣🤣❤❤❤,0,False,https://www.tiktok.com/@nana.el3/video/7102846642822352129?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102846642822352129&source=h5_m,60217,149,12,16,3419,7102846624992447234,7102846624992447234,72,7102846624992447234,original sound - nana.el3,NANA,1.2542521685537178e+17,NANA,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102846598320884481.mp3,,False,False,,,,,[],0,0,Cyprus,#fy #fyp,0,0,0,0,0,1,1,0,0,0
6,CY,7070968348556709121,1646338113,is a joke..#siathas28 #peomouriesteam,6561044501488910341,KS28,"🦋𝖛𝖎𝖛𝖆 𝖑𝖆 𝖗𝖊𝖘𝖎𝖘𝖙𝖊𝖓𝖈𝖎𝖆🦋
  ♌️
  🔥peomouries team🔥",0,False,https://www.tiktok.com/@kleitossiathas28/video/7070968348556709121?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070968348556709121&source=h5_m,70303,81,269,367,4296,6674093649321609990,6674093649321609990,10036,6674093649321609990,Cigarette Duet,Princess Chelsea,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/eb904803d6144c789c07b187aaaab20b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9a2f5b38b3ae4bb4936b22c6b41d37aa,False,True,,,,,[],0,0,Cyprus,#siathas28 #peomouriesteam,0,0,0,0,0,0,0,0,0,0
7,AT,7095037302732377349,1651942104, ,6788128892902491141,Tik Toker,,0,False,https://www.tiktok.com/@_muratreis/video/7095037302732377349?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095037302732377349&source=h5_m,37847191,1490,2257,3641,983327,6897153534135896833,6897153534135896833,72,6897153534135896833,Топ (Contains music from: Only Time - Enya),"Contains music from: ""Only Time""",6.864268110959068e+18,🐾,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6897153452393220865.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/3b6046bec62d3ac96e7719baf272751c.json,False,False,Enya,Only Time,Топ (Contains music from: Only Time - Enya),"Contains music from: ""Only Time""",[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
0,GB,7099093785207917829,1652886577,My mom and girlfriend get along 😩🤣 @oliviavelosa4 #fyp #africanmom #momprank #prankvideos #nigeria #foryou #prank #family #funnyprankvideos #nnamdianunobi #viral #coupleprank #couples,6645996991422480390,Nnamdi Anunobi,"Insta: @nnamdianunobi buisness enquiries

fawaz@connectmgt.com

⬇️YOUTUBE⬇️",0,False,https://www.tiktok.com/@nnamdianunobi/video/7099093785207917829?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099093785207917829&source=h5_m,10687541,4248,15534,25360,953676,7088097553489906438,7088097553489906438,72,7088097553489906438,original sound - lord..xp (Contains music from: Look At Me (Freestyle) - Bammbreezy Montana),"Contains music from: ""Look At Me (Freestyle)""",6.9263255066499e+18,LORD.xp,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088097541383850758.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1dc2a1e2eda86a9b346b4e9884a709b0.json,False,False,Bammbreezy Montana,Look At Me (Freestyle),original sound - lord..xp (Contains music from: Look At Me (Freestyle) - Bammbreezy Montana),"Contains music from: ""Look At Me (Freestyle)""",[],0,0,Cyprus,#fyp #africanmom #momprank #prankvideos #nigeria #foryou #prank #family #funnyprankvideos #nnamdianunobi #viral #coupleprank #couples,1,0,1,0,0,0,1,0,0,1
1,US,7095023980947721518,1651939001,He saw me do tiktoks and wanted to do some with me he was so sweet 🥺,7076985792618562602,babyy.sawa,"YOLO I’m lit baby 😚
👩🏽‍❤️‍💋‍👩🏾 🌈",0,False,https://www.tiktok.com/@babyy.sawa/video/7095023980947721518?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095023980947721518&source=h5_m,284743,661,343,194,7455,6964831725486738182,6964831725486738182,72,6964831725486738182,original sound - johannawit,Johanna,6.855344288386565e+18,Johanna,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6964831799910468357.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3207aa7f0b7a19c61aa3fff98ee36283.json,False,False,,,,,[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
2,NG,7093039802769067269,1651477026,What did she think I meant?! 💀 why she touching up on me like that 😭                                                        #contentcreatorr #fyp,7087839655915258886,Fanpage Of Sharukhpithawall,"Let's all come and have fun together.
let's grow to 20k dis week🤝
clint0nn 🎭",0,False,https://www.tiktok.com/@contentcreatorr/video/7093039802769067269?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093039802769067269&source=h5_m,3275918,1422,4258,6836,266381,7093039766467300102,7093039766467300102,72,7093039766467300102,original sound - contentcreatorr,Fanpage Of Sharukhpithawall,7.087839655915259e+18,Fanpage Of Sharukhpithawall,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093039796838861573.mp3,,False,False,,,,,[],0,0,Cyprus,#contentcreatorr #fyp,0,0,0,0,0,0,1,0,0,0
3,US,7101398748927921413,1653423243,Reply to @madisonmairie  an udderly unnecessary commercial #filmtok #epiccommercial #videography #videographer #milk,6738845502135108614,Grace Wells,"making epic commercials for random objects.
dm me on instagram! ↑
VIDEO COURSE ↓",0,False,https://www.tiktok.com/@gracewellsphoto/video/7101398748927921413?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101398748927921413&source=h5_m,8940390,6014,3652,4827,1391383,7101398744859446021,7101398744859446021,72,7101398744859446021,original sound - gracewellsphoto (Contains music from: The Lights - Instrumental Version - ATELLER),"Contains music from: ""The Lights - Instrumental Version""",6.738845502135109e+18,Grace Wells,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101398744247143173.mp3,,False,False,ATELLER,The Lights - Instrumental Version,original sound - gracewellsphoto (Contains music from: The Lights - Instrumental Version - ATELLER),"Contains music from: ""The Lights - Instrumental Version""",[],0,0,Cyprus,#filmtok #epiccommercial #videography #videographer #milk,0,0,0,0,0,0,0,0,0,0
4,GB,7087960270424886534,1650294354, ,7083936290735080453,Wushu teaching,Teaching skillsWelcome to watch and pay attention.👊🏼👊🏼👊🏼thank you,0,False,https://www.tiktok.com/@kungfuteaching1/video/7087960270424886534?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087960270424886534&source=h5_m,16768460,2293,21618,73835,484006,6808645318133942273,6808645318133942273,10033,6808645318133942273,Can't be touched (Remix),2piece,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3483d9e63670489c8f56963fc6e52e41,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8c3c03f8eca847ee812f454c21d0201b,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1504801960', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
5,CY,7099844630719532290,1653061397,hey😙 @Chanel Terrero @Exon Arcos @itsjoshidk @amazingpool_ @Raquel Caurin @Maria Perez @Kyle Hanagami #eurovision,100678957666091008,Feidias,"hope I get the hype too
Insta: feidiass
YouTube: Feidias",0,False,https://www.tiktok.com/@feidiass/video/7099844630719532290?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099844630719532290&source=h5_m,74140,76,105,53,5815,7096452284653128491,7096452284653128491,72,7096452284653128491,original sound - kylehanagami (Contains music from: SloMo (Eurovision's Dancebreak Edit) - Chanel),"Contains music from: ""SloMo (Eurovision's Dancebreak Edit)""",2.3753314330865254e+17,Kyle Hanagami,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7096452367289289514.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/3af858b2efe695b88be9b17af1c53f53.json,False,False,Chanel,SloMo (Eurovision's Dancebreak Edit),original sound - kylehanagami (Contains music from: SloMo (Eurovision's Dancebreak Edit) - Chanel),"Contains music from: ""SloMo (Eurovision's Dancebreak Edit)""",[],0,0,Cyprus,#eurovision,0,0,0,0,0,0,0,0,0,0
6,CY,7086896325660314886,1650046634,There’s no need for that👀,6899451759917614082,Romeo,"2nd acc. 18 he/him
Message me on insta ❤️ (bio!😈)",0,False,https://www.tiktok.com/@romeo_twink/video/7086896325660314886?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086896325660314886&source=h5_m,67730,42,20,58,4487,7075074836220939050,7075074836220939050,72,7075074836220939050,fine ppl under this sound ouranboobs,nisa,6.960172779618944e+18,nisa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075074862800243502.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/e912a0263bf7bacddc31ed28da68d7bc.json,False,False,,,,,[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
7,SE,7100664469159709958,1653252280,The way I knew every line to this movie when I was younger | #ellaenchanted #ellaoffrell #annehathaway,6943265568888095750,𝐟𝐞𝐥𝐢𝐜𝐢𝐚,thank you for 290k🤍,0,False,https://www.tiktok.com/@quicksilvermaximoff/video/7100664469159709958?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100664469159709958&source=h5_m,4687760,1269,599,3696,718763,7100668013375949573,7100668013375949573,72,7100668013375949573,original sound - quicksilvermaximoff,𝐟𝐞𝐥𝐢𝐜𝐢𝐚,6.943265568888096e+18,𝐟𝐞𝐥𝐢𝐜𝐢𝐚,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100668012952324870.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6a82dbffda9a88c741b9978d88cb4ee7.json,False,False,,,,,[],0,0,Cyprus,#ellaenchanted #ellaoffrell #annehathaway,0,0,0,0,0,0,0,0,0,0
0,US,7084268743181815083,1649434853,Any friends you think would want this?🤯#creativetoy #foryou #interesting,7077769132201231403,safetoys,"🛒video toys  🛒 
👇🏻click buy link below 👇🏻 
⬇️⬇️⬇️⬇️⬇️",0,False,https://www.tiktok.com/@safetoys01/video/7084268743181815083?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084268743181815083&source=h5_m,15901978,1545,13606,11937,192511,6968950803416254465,6968950803416254465,10033,6968950803416254465,Cap,burrell,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ab2eca76a66f49ffb0a5cae914f24390,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f264297f8d47485f9df89b4bdc170569,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1570314109', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,#creativetoy #foryou #interesting,0,0,1,0,0,0,0,0,0,0
1,US,7086905555561762091,1650048783,How many did I get?! #fyp #tiktok #viral #foryoupage,6740355705893438470,BADDIES ONLY,"BEST DJ IN 🌍 
⬇️ CRAZY VLOGS EVERY WEDNESDAY! CLICK TO WATCH & SUBSCRIBE!!⬇️",0,False,https://www.tiktok.com/@imbaddiesonly/video/7086905555561762091?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086905555561762091&source=h5_m,12022926,4134,9914,13390,254366,7081344356355001131,7081344356355001131,10036,7081344356355001131,First Class,Jack Harlow,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b0ef0fd6ebb14db5b4bf031c3e284c41,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e4b682e6a6cf4c58ad80e9a8330f53ef,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1618136917', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,#fyp #tiktok #viral #foryoupage,0,0,0,1,0,0,1,0,0,1
2,CY,7095753955686272261,1652108963,Tag your friend😏 #fyp #foryou,6933583250645337093,Romeo,"he/him 
All the links on Insta😜",0,False,https://www.tiktok.com/@romeo_twi/video/7095753955686272261?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095753955686272261&source=h5_m,189784,145,107,266,23343,6941048058989923077,6941048058989923077,72,6941048058989923077,BESUTO FURENDO,Laurence Antony,6.885680256209667e+18,Laurence Antony,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6941048165327964934.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/466a68b88990a9b6a579cbed3b09e8bc.json,False,False,,,,,[],0,0,Cyprus,#fyp #foryou,0,0,1,0,0,0,1,0,0,0
3,ZA,7095961891897412870,1652157381,#stitch with @robesonzimmermanxdq9697 It had to be done!😆 #fyp #foryoupage #southafrica #southafricatiktok #gunther #goat,140279395482587138,Etienne Tromp,thanks for the follow,0,False,https://www.tiktok.com/@etiennetromp/video/7095961891897412870?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095961891897412870&source=h5_m,11405461,10705,102782,60038,530680,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,#stitch #fyp #foryoupage #southafrica #southafricatiktok #gunther #goat,0,0,0,1,0,0,1,0,0,0
