,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_duet,hash_explore,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_tiktok,hash_trending,hash_viral,hash_اكسبلور
0,AE,7088618667440688390,1650447652,#fyp,6684140905736094725,Afraa,يومياتي بالسناب 👇🏻,0,False,https://www.tiktok.com/@afrae.es/video/7088618667440688390?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088618667440688390&source=h5_m,9240152,5987,8988,25119,702898,7088602825168620293,7088602825168620293,72,7088602825168620293,original sound - afrae.es,Afraa,6.684140905736095e+18,Afraa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088617362445896454.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7d68e4d30ae521439b5a978cfbec5b84.json,False,False,,,,,[],0,0,Egypt,#fyp,0,0,0,0,1,0,0,0,0,0
1,LB,7100627904459017473,1653243767,Reply to @user472845693267 ماسك للشعر الناشف و المتكسر #foryou #fypシ #foryoupage #hairtok #لبنان #العراق #مصر #الاردن #السعودية #الجزائر_تونس_المغرب,6814835029165605894,Nathalie Houjairie,"✨haircare obsessed ✨
كل ما يخص الشعر  
ضيفوني انستاغرام لمعلومات اكتر",0,False,https://www.tiktok.com/@nathaliehoujairie/video/7100627904459017473?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100627904459017473&source=h5_m,8116281,3063,17538,181426,431829,7092499725546507013,7092499725546507013,72,7092499725546507013,original sound - jojoomoh0 (Contains music from: احمد سعد | اعلان زين العيد 2022 - Art House),"Contains music from: ""احمد سعد | اعلان زين العيد 2022""",6.785863707760117e+18,Music 🎧,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092499731976342277.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b6507e7341a6559fc77bec4b030fb926.json,False,False,Art House,احمد سعد | اعلان زين العيد 2022,original sound - jojoomoh0 (Contains music from: احمد سعد | اعلان زين العيد 2022 - Art House),"Contains music from: ""احمد سعد | اعلان زين العيد 2022""",[],0,0,Egypt,#foryou #fypシ #foryoupage #hairtok #لبنان #العراق #مصر #الاردن #السعودية #الجزائر_تونس_المغرب,0,0,1,1,0,1,0,0,0,0
2,SA,7088075517047459074,1650321187,#اكسبلور,6801050856626013190,Nader88846,"محتوى مميز 
 .... عاشق للسفر.... تابعني ومش هتندم.. بدون موسيقى ⚠️استغفرالله",0,False,https://www.tiktok.com/@nader88846/video/7088075517047459074?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088075517047459074&source=h5_m,17542446,1696,6936,15949,190951,7088075491780938498,7088075491780938498,72,7088075491780938498,original sound - nader88846,Nader88846,6.801050856626013e+18,Nader88846,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7088075430518901505.mp3,,False,False,,,,,[],0,0,Egypt,#اكسبلور,0,0,0,0,0,0,0,0,0,1
3,EG,7102786738061380869,1653746411,ايدك خفيفه على فكره🤣🤣 @alaarabi22 #ashrafadel,6815743186305385478,ashraf adel,"NEW ACCOUNT 🔪
Follow my Instagram For online coaching📩
6th World champion🦍🏅",0,False,https://www.tiktok.com/@ashraf.adel11/video/7102786738061380869?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102786738061380869&source=h5_m,238010,33,3,65,3712,7100715190035155717,7100715190035155717,72,7100715190035155717,original sound - omniawlilly,Omnia Fouad & Lilly,6.644335858051056e+18,Omnia Fouad & Lilly,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100715209391672069.mp3,,False,False,,,,,[],0,0,Egypt,#ashrafadel,0,0,0,0,0,0,0,0,0,0
4,SE,7100669817253809414,1653253526, ,6614005065966632966,cosmo,deez,0,False,https://www.tiktok.com/@cosmoswain/video/7100669817253809414?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100669817253809414&source=h5_m,11647405,6812,20131,2349,310065,7096748639627807489,7096748639627807489,72,7096748639627807489,original sound - maxz.low,maxz,7.046672998481675e+18,maxz,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096748638860331777.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d49cfb50e413826eb96079e54c1565b2.json,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
5,EG,7103599014880349446,1653935533,instagram : omar__hatem تعالوا هناك💙😂#المنصوره #omarmora #fypシ,6948100789999764485,OMAR HATEM🤪,"Follow my instagram⤴️
الواد الفرفوش🤪
400k____🚴‍♂️____350k",0,False,https://www.tiktok.com/@omarhatem233/video/7103599014880349446?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103599014880349446&source=h5_m,81020,219,165,938,16979,7094707255027452677,7094707255027452677,72,7094707255027452677,original sound - _its_edits_3,B o D e 🎥,6.641813350995411e+18,B o D e 🎥,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094707268192946949.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/634cc3cb826c0bfd307bccd3ede1eeb0.json,False,False,,,,,[],0,0,Egypt,#المنصوره #omarmora #fypシ,0,0,0,0,0,1,0,0,0,0
6,GB,7103103372907072774,1653820133,#fyp #loredanag30 #ladybarber,6868206640703144965,Georgiana Loredana G,,0,False,https://www.tiktok.com/@loredanag30/video/7103103372907072774?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103103372907072774&source=h5_m,1292575,594,1394,305,38145,6992997099147102209,6992997099147102209,10033,6992997099147102209,Tamally Maak,Amr Diab,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/dd1ac9d669d04f4b8c8ec4bc3b317f2f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d8f1d8a39d464daf8734f6040142f1d1,False,True,,,,,[],0,0,Egypt,#fyp #loredanag30 #ladybarber,0,0,0,0,1,0,0,0,0,0
7,EG,7098477235153259781,1652743026,المنشن الأول حامل 😂💙#اكسبلور_تيك_توك #ebn_masr✅ #mahmoud_ghonaim,7050461935574631429,مصمم حالات (ال̨ـ؏ـطٰٱ̍ڔ)👑🔥,"𝙻𝙴𝚃 𝚃𝙷𝙴 𝙳𝙰𝚈𝚂 𝙳𝙾 𝚆𝙷𝙰𝚃 𝚃𝙷𝙴𝚈 𝚆𝙰𝙽𝚃✨ebn_masr✅
💙20k........🚴",0,False,https://www.tiktok.com/@mahmoud_ghonaim_official/video/7098477235153259781?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098477235153259781&source=h5_m,1812285,1234,4557,6111,54215,7088431374080281346,7088431374080281346,72,7088431374080281346,original sound - speedsongs_040,Speedsongs,6.559296576127336e+18,Speedsongs,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7088431353158585090.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/057153ccaa4bc374a72d6a6fe901060b.json,False,False,,,,,[],0,0,Egypt,#اكسبلور_تيك_توك #ebn_masr✅ #mahmoud_ghonaim,0,0,0,0,0,0,0,0,0,0
0,LB,7097298586450398466,1652468600,لما معرفش يكون شبهك😥#عيلة_قشطة,6539525545120825350,Rasha Baydoun,"عيلة قشطة😋🇱🇧
For business:

rashapink@worldofbusiness.agency",0,False,https://m.tiktok.com/v/7097298586450398466.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097298586450398466&source=h5_m,700954,570,476,3317,50271,7073109627914734342,7073109627914734342,72,7073109627914734342,original sound - aboelsidproduction (Contains music from: Play - Blazy),"Contains music from: ""Play""",7.067948637422913e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073109636060121861.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1031314a1847df10f8c90d8b30fe633d.json,False,False,Blazy,Play,original sound - aboelsidproduction (Contains music from: Play - Blazy),"Contains music from: ""Play""",[],0,0,Egypt,#عيلة_قشطة,0,0,0,0,0,0,0,0,0,0
1,EG,7092362814030941446,1651319402, ,6745834441853207557,ملكة الغموض,""" ليتَ وَعْدَهُم كان صادقاً ""😔💔",0,False,https://m.tiktok.com/v/7092362814030941446.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092362814030941446&source=h5_m,3728817,1322,10565,67575,92758,7092362780489091846,7092362780489091846,72,7092362780489091846,original sound - lologamal191,ملكة الغموض,6.745834441853208e+18,ملكة الغموض,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092362799447313158.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e01ca3e47f8d541a9964edd16c927de9.json,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
2,IQ,7099728344782081282,1653034322,#سؤال من @drhasanalkhazali89  الولادة القيصرية #طب #الولادة_القيصرية #الولادة #العراق #العراق_السعوديه_الاردن_الخليج #اكسبلورexplore #طبيب_تيك_توك,7096105330723505157,Dr Hasan AlkhazAli,"الدكتور حسن الخزعلي
 طبيب جراح
اذا عندك سؤال طبي اسأل",0,False,https://m.tiktok.com/v/7099728344782081282.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099728344782081282&source=h5_m,2404633,839,2590,7432,28904,6773851609840486402,6773851609840486402,10036,6773851609840486402,Sunny Day,Ted Fresco,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d7703cfad6a64a69ac41157e713b4bbf,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/776fbffeb3ef465f8018c3a4defbcf91,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1582862815', 'external_song_key': 'apple_song_id'}]",0,0,Egypt,#سؤال #طب #الولادة_القيصرية #الولادة #العراق #العراق_السعوديه_الاردن_الخليج #اكسبلورexplore #طبيب_تيك_توك,0,0,0,0,0,0,0,0,0,0
3,TR,7074601369067441410,1647183992,#ضحك #تيك_توك,7054220859883619333,abo jod,,0,False,https://m.tiktok.com/v/7074601369067441410.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074601369067441410&source=h5_m,25687380,1055,2492,9968,247499,7074601357763824385,7074601357763824385,72,7074601357763824385,original sound - jod_678,abo jod,7.054220859883619e+18,abo jod,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7074601351681968898.mp3,,False,False,,,,,[],0,0,Egypt,#ضحك #تيك_توك,0,0,0,0,0,0,0,0,0,0
4,DE,7100174613950287109,1653138228,🙄😂,6746842776119706630,ALaa Ayman,"Dogs do speak
but to those who know how to listen
🐶❤️
For Collab DM me on Insta",0,False,https://m.tiktok.com/v/7100174613950287109.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100174613950287109&source=h5_m,19954377,935,805,929,879249,7100174600030751493,7100174600030751493,72,7100174600030751493,original sound - alaa.ayyman,ALaa Ayman,6.746842776119707e+18,ALaa Ayman,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100174617155390213.mp3,,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
5,AU,7099441745854827777,1652967592,Billy content?,6896067169823654913,Beccy,Hello… it is I,0,False,https://m.tiktok.com/v/7099441745854827777.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099441745854827777&source=h5_m,9943845,13794,6014,15962,1420308,7092395731911215878,7092395731911215878,72,7092395731911215878,i wanna i wanna ridee,quentin’,7.091964324415948e+18,quentin’,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092395735131360006.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/51c18e4eedd89224941c3d0f95076293.json,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
6,DZ,7098673370174196998,1652788693,الرد على @abdulk003,6729553516707611654,توماس شيلبي,"من تواضع لله رفعه 🤲
اللهم صلي وسلم على نبينا 
محمد ﷺ❤
🎩༺ཌ༈༈ད༻ 🎩",0,False,https://m.tiktok.com/v/7098673370174196998.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098673370174196998&source=h5_m,6835012,63239,73204,3418,287204,7051205276267055874,7051205276267055874,72,7051205276267055874,original sound - s2opn,𝟐𝟑𝒉.𝟓𝟗𝒎𝒏,6.8363032923745e+18,𝟐𝟑𝒉.𝟓𝟗𝒎𝒏,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7051205267282856706.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ed40c5e1ddf71c411a3de1855bea1d06.json,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
7,EG,7100512941786631429,1653217001,استرها معانا يارب احنا غلابه 🥲💔,6852026468197745670,ياسمين موهيي,"Follow me insta 
Yassmin_moheey♥️",0,False,https://m.tiktok.com/v/7100512941786631429.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100512941786631429&source=h5_m,1525850,952,1543,10095,109539,7090093110885092098,7090093110885092098,72,7090093110885092098,original sound - toxic_mena0 (Contains music from: كنق الحلبة - Omar Dafencii),"Contains music from: ""كنق الحلبة""",6.706530136264623e+18,𝐓𝐇𝐄 𝐐𝐔𝐄𝐄𝐍🖤✨,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7090093090983578370.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a67af10fe3b5b6ed140a747cd9c6ad8f.json,False,False,Omar Dafencii,كنق الحلبة,original sound - toxic_mena0 (Contains music from: كنق الحلبة - Omar Dafencii),"Contains music from: ""كنق الحلبة""",[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
0,EG,7079937156625599750,1648426327,عشاني يا ساحره ؟🤍🍎… #fyp #zouba #nova9SEBeTheStar #moveeveryday #trainlikeawoman #womenathletes,6639668565359181830,Shimaa sobhy_زوبا,"2M?.500k insta
winner redbull dance your style 2022 🥇
Choreographer 🇪🇬",0,False,https://m.tiktok.com/v/7079937156625599750.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079937156625599750&source=h5_m,9936416,2970,6594,37276,642215,7079937138846173958,7079937138846173958,72,7079937138846173958,original sound - zouba_official (Contains music from: بعودة يا بلادى - Wegz),"Contains music from: ""بعودة يا بلادى""",6.639668565359182e+18,Shimaa sobhy_زوبا,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079937147457735429.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4be6f60efb258686c338056d7bd11f5e.json,False,False,Wegz,بعودة يا بلادى,original sound - zouba_official (Contains music from: بعودة يا بلادى - Wegz),"Contains music from: ""بعودة يا بلادى""",[],0,0,Egypt,#fyp #zouba #nova9SEBeTheStar #moveeveryday #trainlikeawoman #womenathletes,0,0,0,0,1,0,0,0,0,0
1,EG,7094415867168984326,1651797415,#foryourpage #foryou #ArabTikTok #explor #stitch @Ferass Mohib Abulmak,6784958639276164102,Kenzy Madbouly,Top 3rd tiktok most popular comedy creator ❤️,0,False,https://m.tiktok.com/v/7094415867168984326.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094415867168984326&source=h5_m,1787495,839,2620,5372,184467,6833972887548971781,6833972887548971781,10036,6833972887548971781,Marry Me (feat. Toya Wright),Rasheeda,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6451d37d7406466694e79d004d0fd20e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d318fd9f56e84133a521c965d9628b59,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '536632335', 'external_song_key': 'apple_song_id'}]",0,0,Egypt,#foryourpage #foryou #ArabTikTok #explor #stitch,0,0,1,0,0,0,0,0,0,0
2,DE,7096924315953777925,1652381458,#fyp #viral #foryou #foryoupage #feetcare,6850402101039645701,karpfen63,⛔SUPPORT⛔ UPCOMING 🎥VIDEOS🎥⬇️,0,False,https://m.tiktok.com/v/7096924315953777925.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096924315953777925&source=h5_m,37595589,14265,52006,1395,984626,7096924319578917638,7096924319578917638,72,7096924319578917638,original sound - perf0rmanceclips,karpfen63,6.850402101039646e+18,karpfen63,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096924318470376197.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/add5e5c084de88a690034ff45aeb0728.json,False,False,,,,,[],0,0,Egypt,#fyp #viral #foryou #foryoupage #feetcare,0,0,1,1,1,0,0,0,1,0
3,US,7096904044094033153,1652376739,اشياء فظيعة يوميا,105392570775519232,Maryam Darwish,"مريم درويش 🤍
سوريا/كويت
insta - @maryamdarw1sh
قناتي اليوتيب ⬇️⬇️⬇️",0,False,https://m.tiktok.com/v/7096904044094033153.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096904044094033153&source=h5_m,7252084,3712,1708,5303,369848,7096904044002380546,7096904044002380546,72,7096904044002380546,original sound - marthedar,Maryam Darwish,1.0539257077551923e+17,Maryam Darwish,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096904044106615554.mp3,,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
4,FR,7083247234694794502,1649197014,#learnfromlatraces #latraces @latraces,6793430350955807750,Latracesduweb,"Technologie, science, innovation, divertissement, Latracesduweb commence ici !🚀",0,False,https://m.tiktok.com/v/7083247234694794502.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083247234694794502&source=h5_m,3196108,118,366,118,26819,6896221138586699778,6896221138586699778,10033,6896221138586699778,My Name Is,D Billions,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a049073a52b94c868fa9ab9152c600ba,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0774abed07a545729418455962f68371,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1540589086', 'external_song_key': 'apple_song_id'}]",0,0,Egypt,#learnfromlatraces #latraces,0,0,0,0,0,0,0,0,0,0
5,EG,7073978433524501766,1647038953,يا منى السوند حواررر 😂😂😂😂😂 #fyp #fypシ #foryou #foryoupage #vyp #vypシ #viral #explore #ahmedaly99 #memes #funny #egypt #اسكتشات_كوميدي #الدمج #مع #احمد_علي @monashaban2019,6579294647414849542,Ahmed Ali,"Follow my on instagram 👆🏼
✨Instagram :ahmed3aly✨
      650k ❤️‍🔥",0,False,https://m.tiktok.com/v/7073978433524501766.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073978433524501766&source=h5_m,1076423,292,317,832,70945,7026494857434663686,7026494857434663686,72,7026494857434663686,original sound - monashaban2019,ماما حببتي😍😍,6.587899624614494e+18,ماما حببتي😍😍,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7026494935524330246.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/42c41705ab6f3d4803f36eb2ffb6a540.json,False,False,,,,,[],0,0,Egypt,#fyp #fypシ #foryou #foryoupage #vyp #vypシ #viral #explore #ahmedaly99 #memes #funny #egypt #اسكتشات_كوميدي #الدمج #مع #احمد_علي,0,1,1,1,1,1,0,0,1,0
6,EG,7091980474104417541,1651230382, ,6977810261521089542,🌹 بوشه الطيب 🌹,"♥♥♥♥♥♥♥♥♥♥♥
مشهور مش محبوب
 نفسي اوصلK100 
 🖤بوشا بحبكم🖤
 ♥♥♥♥♥♥♥♥♥♥♥",0,False,https://m.tiktok.com/v/7091980474104417541.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091980474104417541&source=h5_m,640006,0,105,496,4653,7000029492714490629,7000029492714490629,72,7000029492714490629,original sound - david.algeria,ديفيد الجزائري,6.590829018391986e+18,ديفيد الجزائري,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7000029600415845126.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c0ed8e97bf9f55b82c615a2b3d21c4a2.json,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
7,TN,7095317630994730245,1652007373,@hafsus21 💔,6631060275569573893,djouliya_officiel,"حسابي الجديد 💘🥰
modèle /danseuse.... طبيبة عيون..🔥✨
ليبية والفخر ليا❤️‍🔥🇱🇾",0,False,https://m.tiktok.com/v/7095317630994730245.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095317630994730245&source=h5_m,6515411,18,9531,38151,174594,7024952440432691973,7024952440432691973,72,7024952440432691973,original sound - djouliya_officiel3,djouliya_officiel,6.631060275569574e+18,djouliya_officiel,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7024952482753284870.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4954fa46642de8f246a7ce887a43bcf7.json,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
0,EG,7096167742411132165,1652205304,#fyp #fypシ,6909948736098845701,Yara Abdelhamid,"Video Creator 
TV Presenter",0,False,https://www.tiktok.com/@yaraabdelhamidd/video/7096167742411132165?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096167742411132165&source=h5_m,1611113,767,1469,3086,135061,6799691409000631046,6799691409000631046,72,6799691409000631046,original sound - yomnatarekk,Yomna Tarek,1.3054656534523904e+17,Yomna Tarek,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1660087033414662.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/deb52dac24c2cc8a36b98590ab418614.json,False,False,,,,,[],0,0,Egypt,#fyp #fypシ,0,0,0,0,1,1,0,0,0,0
1,EG,7094608683103046918,1651842309,Reply to @nadamaher8911,100800718361542656,Bassant Alidinar,"ما تيجوا نشرب حاجة ☕🤍
بحبها الوليا دي 🌍🤍
Your positive dental ball 🤍🦷",0,False,https://www.tiktok.com/@bassantm.dinar/video/7094608683103046918?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094608683103046918&source=h5_m,4721173,3160,1443,9135,269087,7094608648194001669,7094608648194001669,72,7094608648194001669,original sound - bassantm.dinar,Bassant Alidinar,1.0080071836154266e+17,Bassant Alidinar,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094608673455999749.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0d12f6d74041768bd1e3b3a9a8a237ef.json,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
2,TR,7089460319063428353,1650643610,#mohamadnurmaktabi #turkey #tik_tok #Love #backbenchersonflipkart #tur #keşfet #ıstanbul #tiktok,6580396960409665542,MOHAMAD NUR,"كوافير محمد نور للعنوان اسطنبول اسنيورت ميدان 
İstanbul Esenyurt
📞05393775433",0,False,https://www.tiktok.com/@mohamadnurmaktabi/video/7089460319063428353?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089460319063428353&source=h5_m,31080466,4364,5461,59325,448233,7089460313187240706,7089460313187240706,72,7089460313187240706,original sound - mohamadnurmaktabi (Contains music from: Duhan - Serhat Durmus),"Contains music from: ""Duhan""",6.580396960409666e+18,MOHAMAD NUR,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7089460291280325378.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/dfca3833b58124ccd36d1072dfa2e4ef.json,False,False,Serhat Durmus,Duhan,original sound - mohamadnurmaktabi (Contains music from: Duhan - Serhat Durmus),"Contains music from: ""Duhan""",[],0,0,Egypt,#mohamadnurmaktabi #turkey #tik_tok #Love #backbenchersonflipkart #tur #keşfet #ıstanbul #tiktok,0,0,0,0,0,0,1,0,0,0
3,SA,7097631305482915073,1652546066,طبقوها وبتدعون لي 🤍👍🏻.   #تعليم_تصوير #ligtroompresets #لايت_روم #فلاتر_لايت_روم #تصوير_ايفون #اكسبلور #شروحات_ايفون_وبرامج #برامج_مفيده,6970430003793626113,عاصم محمد✨,"مصور محترف 📸 
الهدف  [ 1M ]  يارب 
 رابط التسجيل👇🏻",0,False,https://www.tiktok.com/@phvi_3/video/7097631305482915073?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097631305482915073&source=h5_m,22902524,7597,52714,592166,1983538,7097631305348713217,7097631305348713217,72,7097631305348713217,original sound - phvi_3,عاصم محمد✨,6.970430003793626e+18,عاصم محمد✨,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097631292019247874.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/be51cbb8311af9bedd61099a38977798.json,False,False,,,,,[],0,0,Egypt,#تعليم_تصوير #ligtroompresets #لايت_روم #فلاتر_لايت_روم #تصوير_ايفون #اكسبلور #شروحات_ايفون_وبرامج #برامج_مفيده,0,0,0,0,0,0,0,0,0,1
4,GB,7102902463564549382,1653773354,Sad very sad :( #relaxing #asmrist #asmr,6967438926836139013,Monica’s asmr,"ASMR✨💕🧚🏻
🤍Come and chill out with us🤍
🦋livestreams&videos🦋
⬇️Socials⬇️",0,False,https://www.tiktok.com/@monicasasmr/video/7102902463564549382?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102902463564549382&source=h5_m,1092007,278,58,315,57375,7102902448159050502,7102902448159050502,72,7102902448159050502,original sound - monicasasmr,Monica’s asmr,6.967438926836139e+18,Monica’s asmr,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102902451489049350.mp3,,False,False,,,,,[],0,0,Egypt,#relaxing #asmrist #asmr,0,0,0,0,0,0,0,0,0,0
