,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_eesti,hash_eestitiktok,hash_estonia,hash_foryou,hash_foryoupage,hash_fy,hash_fyp,hash_fypシ,hash_johnnydepp,hash_viral
1,AU,7072015460228730113,1646581912, ,7051676012359205889,Tik Toker,"IShowSpeed latest daily clips
FollowForMore
also comic book clips",0,False,https://www.tiktok.com/@ishowspeedclips333/video/7072015460228730113?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072015460228730113&source=h5_m,8771564,5538,14425,23393,1027409,7072015462963464962,7072015462963464962,72,7072015462963464962,original sound - ishowspeedclips333,Tik Toker,7.051676012359206e+18,Tik Toker,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7072015461352786689.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1db4b712b21c401c791a82fee0ed0c5a.json,False,False,,,,,[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
2,EE,7082426914085932289,1649006019,#eesti #eestitiktok #eu #fyp #foryoupage #viral #invation #internet #residence #new #infrastructure #education #history #learn,6771946397564765189,Kristo Visnapuu,,0,False,https://www.tiktok.com/@kristomees/video/7082426914085932289?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082426914085932289&source=h5_m,76545,679,254,0,8320,7082426954582280962,7082426954582280962,72,7082426954582280962,original sound - kristomees,Kristo Visnapuu,6.771946397564765e+18,Kristo Visnapuu,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7082426929818651394.mp3,,False,False,,,,,[],0,0,Estonia,#eesti #eestitiktok #eu #fyp #foryoupage #viral #invation #internet #residence #new #infrastructure #education #history #learn,1,1,0,0,1,0,1,0,0,1
3,EE,7080519594766585093,1648561936,#fy #fyp #foryou #foryoupage #viral,7011419258128434182,vines_ig,🇷🇺🇬🇧🇪🇪🇫🇮,0,False,https://www.tiktok.com/@vines_ig/video/7080519594766585093?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080519594766585093&source=h5_m,74399,143,337,601,7122,7080519565188401925,7080519565188401925,72,7080519565188401925,original sound - vines_ig,vines_ig,7.011419258128434e+18,vines_ig,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080519577364482821.mp3,,False,False,,,,,[],0,0,Estonia,#fy #fyp #foryou #foryoupage #viral,0,0,0,1,1,1,1,0,0,1
4,EE,7084884483819769094,1649578216,This man is so fine #estonia #basketball #henridrell,6936531829252162566,eestiviki,Estonia’s Best,0,False,https://www.tiktok.com/@eestiviki/video/7084884483819769094?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084884483819769094&source=h5_m,68366,51,95,71,3523,7083868080895511297,7083868080895511297,72,7083868080895511297,original sound - bhabiegang,BHABIE GANG,6.907877731120727e+18,BHABIE GANG,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7083868066269973250.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/15f3f017b0df78a45296a892c5ff8687.json,False,False,,,,,[],0,0,Estonia,#estonia #basketball #henridrell,0,0,1,0,0,0,0,0,0,0
5,EE,7079057587047615749,1648221535,🙂😙✌🏼 #fyp #ex #viral #dope,25570643,Laura Kiisk,,0,False,https://www.tiktok.com/@laurakiisk/video/7079057587047615749?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079057587047615749&source=h5_m,43717,28,11,19,2680,7000997401263606533,7000997401263606533,72,7000997401263606533,original sound - joshuapalmr,joshua,6.908980623777318e+18,joshua,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7000997710161562374.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7d299cd332240ed128546dfddcc86024.json,False,False,,,,,[],0,0,Estonia,#fyp #ex #viral #dope,0,0,0,0,0,0,1,0,0,1
6,EE,7075775618637384965,1647457392,#foryou #foryoupage #fyp,6792156891280589829,Desiree,"TV3 ARMASTUSE SERIAAL❤️ Karin ❤️
Eesti Laul 2018 & 2022
mummdesiree@gmail.com",0,False,https://www.tiktok.com/@thisisdesireem/video/7075775618637384965?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075775618637384965&source=h5_m,92933,51,11,37,6641,7075775606612445957,7075775606612445957,72,7075775606612445957,original sound - thisisdesireem,Desiree,6.79215689128059e+18,Desiree,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075775622198381318.mp3,,False,False,,,,,[],0,0,Estonia,#foryou #foryoupage #fyp,0,0,0,1,1,0,1,0,0,0
7,EE,7092755348657868038,1651410795,#thetomsikene#foryou#eestivined#popular#audipask#audimehed,7074214604565431302,Eesti_huumor,Eesti kuld,0,False,https://www.tiktok.com/@eesti_huumor/video/7092755348657868038?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092755348657868038&source=h5_m,59539,116,156,302,6707,7092755329175407366,7092755329175407366,72,7092755329175407366,original sound - eesti_huumor,Eesti_huumor,7.074214604565431e+18,Eesti_huumor,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092755331813772038.mp3,,False,False,,,,,[],0,0,Estonia,#thetomsikene#foryou#eestivined#popular#audipask#audimehed,0,0,0,1,0,0,0,0,0,0
0,EE,7073463535765835035,1646919130,kas seda on naha kui vaga ma tahan oma juuksed jalle maha loigata,6706200168034255877,kerru,"18
insta: @kcrlin
🇪🇪/🇬🇧
see on mu loominguline väljund
twitch: ebastabiilsus",0,False,https://www.tiktok.com/@ebastabiilsus/video/7073463535765835035?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073463535765835035&source=h5_m,99069,178,60,0,7859,6770216135636813826,6770216135636813826,10036,6770216135636813826,Sneaky Snitch,Kevin MacLeod,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea45c0acd2724cf584bf41c76dad72b8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/df401f84b6e546d59d5541b5f3c7efa2,False,True,,,,,[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
1,AU,7103497891792178433,1653911988,come say hi ig: keenanchapmann ❤️‍🔥 #fyp,16707909,Keenan,"18 
australia 
Snap - keenanchapmann",0,False,https://www.tiktok.com/@keenanchapmann/video/7103497891792178433?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103497891792178433&source=h5_m,1091670,3946,3775,2766,287243,7100139763801262853,7100139763801262853,72,7100139763801262853,everybody wants to rule the world.,🎧,7.064695653750343e+18,🎧,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100139785200618246.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/95fde2e73e435f6cc25a7bef70269edb.json,False,False,,,,,[],0,0,Estonia,#fyp,0,0,0,0,0,0,1,0,0,0
2,US,7102092524914789674,1653584775,someone should duet bahaha #fyp #tiktok #amberheard #jonnydepp #heardtrial #acting #foryou,285593444746645504,Raegan Van Duyne,"hello beautiful
19",0,False,https://www.tiktok.com/@raeganvanduyne/video/7102092524914789674?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102092524914789674&source=h5_m,4362891,4676,3153,1414,510184,7098474546306550530,7098474546306550530,72,7098474546306550530,original sound - news.com.au,News.com.au,6.743464067279259e+18,News.com.au,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098474532398271234.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5afd7b6b4e5908a548172c3116a9da77.json,False,False,,,,,[],0,0,Estonia,#fyp #tiktok #amberheard #jonnydepp #heardtrial #acting #foryou,0,0,0,1,0,0,1,0,0,0
3,US,7102829556670844206,1653756378,#stitch with @kotykaye,6815922061660980230,Sam,"🇵🇹 / all things ⚽️ 
Mom stuff
& my random thoughts",0,False,https://www.tiktok.com/@sambearrr/video/7102829556670844206?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102829556670844206&source=h5_m,1959620,707,675,332,286094,7102829502522444590,7102829502522444590,72,7102829502522444590,original sound - sambearrr,Sam,6.81592206166098e+18,Sam,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102829548840028971.mp3,,False,False,,,,,[],0,0,Estonia,#stitch,0,0,0,0,0,0,0,0,0,0
4,US,7101345580990909739,1653410864,"He said, “That’s It” 😤 @Red Bull Dance",6722263861057127430,Stance,"exploring the art of movement

Follow Instagram for up to date posts

👇 👇 👇",0,False,https://www.tiktok.com/@stanceelements/video/7101345580990909739?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101345580990909739&source=h5_m,4832043,3531,7325,6045,1103314,7101345546199157546,7101345546199157546,72,7101345546199157546,original sound - stanceelements,Stance,6.722263861057127e+18,Stance,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101345572765911851.mp3,,False,False,,,,,[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
5,EE,7087576935877971206,1650205101,tattoos of  the day #tattoos #finelinetattoo #tallinn #fyp #tattooideas #tattooartist #redtattoo,6794779057500242950,Greta Haak,"tattoo artist
Tallinn/Estonia

IG @haak.tattoo",0,False,https://www.tiktok.com/@gretahaak/video/7087576935877971206?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087576935877971206&source=h5_m,448176,33,96,1,31373,7067047232037702426,7067047232037702426,24,7067047232037702426,original sound - nianaguerrero (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",10542006.0,Niana Guerrero,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7067052920260348698.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/64217ffb019396fed1d7e93272e5fc95.json,False,False,WILLOW,Wait a Minute!,original sound - nianaguerrero (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",[],0,0,Estonia,#tattoos #finelinetattoo #tallinn #fyp #tattooideas #tattooartist #redtattoo,0,0,0,0,0,0,1,0,0,0
6,EE,7075788885229341957,1647460481,13 nädalat tegelt sht vähe,6746853008854549510,swagger,she/her,0,False,https://www.tiktok.com/@.swagger69/video/7075788885229341957?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075788885229341957&source=h5_m,49698,84,56,73,3490,7057739817069267759,7057739817069267759,72,7057739817069267759,toma tussi (Contains music from: Mi Gata - Standly & El Barto),"Contains music from: ""Mi Gata""",6.822375090220434e+18,key 💋,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7057739848668678958.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0142754e7b4a77df46fa045fc39c0298.json,False,False,Standly & El Barto,Mi Gata,toma tussi (Contains music from: Mi Gata - Standly & El Barto),"Contains music from: ""Mi Gata""",[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
7,DE,7103153431749184773,1653831788,I would buy normal salt spray tho… this homemade one probably damages your hair haha🌞,6651210179881418757,Levin,"Hey y’all 🌞
levin@sesamyagency.com",0,False,https://www.tiktok.com/@levinhotho/video/7103153431749184773?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103153431749184773&source=h5_m,619619,390,129,13,82022,7096101702448728834,7096101702448728834,72,7096101702448728834,original sound - basinfilm (Contains music from: I Wanna Love You - Album Version (Edited) - Akon),"Contains music from: ""I Wanna Love You - Album Version (Edited)""",7.04292060167404e+18,lucy,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096101676121213698.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0d7f09a4164a8b68cb39eed1d27de8a6.json,False,False,Akon,I Wanna Love You - Album Version (Edited),original sound - basinfilm (Contains music from: I Wanna Love You - Album Version (Edited) - Akon),"Contains music from: ""I Wanna Love You - Album Version (Edited)""",[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
0,AU,7103454502090493185,1653901888,i fOunD aMOnG uS 😂😂,6593269067615289349,junpei zaki,"You can follow me, but I'm lost too 🤪
👇Social Media / Email👇",0,False,https://m.tiktok.com/v/7103454502090493185.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103454502090493185&source=h5_m,625877,6539,155,715,74648,7103454506603629314,7103454506603629314,72,7103454506603629314,original sound - junpei.zaki (Contains music from: DIE AGAIN - WizWhopper),"Contains music from: ""DIE AGAIN""",6.593269067615289e+18,junpei zaki,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103454513465395969.mp3,,False,False,WizWhopper,DIE AGAIN,original sound - junpei.zaki (Contains music from: DIE AGAIN - WizWhopper),"Contains music from: ""DIE AGAIN""",[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
1,EE,7074557990753373445,1647173892,Reply to @eli.studies 🥺🤙 #draco #dracomalfoy #dracotok #harrypotter,6982181699934372870,Fictional character♥️,,0,False,https://m.tiktok.com/v/7074557990753373445.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074557990753373445&source=h5_m,892128,1298,675,2352,166824,6839757506265237505,6839757506265237505,10036,6839757506265237505,Radetsky March Classic Classic(829541),Yuumi Iida,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8b72898d77d7438cb015fbe997796d8e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ff44b8fcb75a4742870d06b3690bf19c,False,True,,,,,[],0,0,Estonia,#draco #dracomalfoy #dracotok #harrypotter,0,0,0,0,0,0,0,0,0,0
2,GB,7096596232356908294,1652305071,Omg Kris Jenner knows everything 😭💔 #fyp #kyliejenner #krisjenner,6988982017728693253,Eva,"• Follow for daily Kardashian quotes 💬💗
• 1M+ on Instagram 
• Since 2015",0,False,https://m.tiktok.com/v/7096596232356908294.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096596232356908294&source=h5_m,4310137,163,191,1416,573086,7096596218545048325,7096596218545048325,72,7096596218545048325,original sound - kardashquotes,Eva,6.988982017728693e+18,Eva,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096596225843038981.mp3,,False,False,,,,,[],0,0,Estonia,#fyp #kyliejenner #krisjenner,0,0,0,0,0,0,1,0,0,0
3,US,7093624819144461611,1651613233,#pov : you can see how many people have a crush on you (ib:@Warrenrobbie ),6727445977219744773,Marie🤍,"Business email: Hallemaarie@gmail.com
Be prepared to see me on tv or stage
18",0,False,https://m.tiktok.com/v/7093624819144461611.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093624819144461611&source=h5_m,1095689,417,41,117,114012,6764030775278045957,6764030775278045957,72,6764030775278045957,original sound - cinnamon.is.babay (Contains music from: Burn the House Down - AJR),"Contains music from: ""Burn the House Down""",6.563708521639056e+18,.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1651399709159462.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d737a0e03d2ac30fd0b7a78ad7de4e51.json,False,False,AJR,Burn the House Down,original sound - cinnamon.is.babay (Contains music from: Burn the House Down - AJR),"Contains music from: ""Burn the House Down""",[],0,0,Estonia,#pov,0,0,0,0,0,0,0,0,0,0
4,US,7084080015234714926,1649390911,i was muted for the rest of the game 🥲 #valorant #valorantclips,6823586441231844358,laura <3,"✨ mochi#laura ✨
💌 laura@proxy.gg 💌
🔽 all my socials 🔽",0,False,https://m.tiktok.com/v/7084080015234714926.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084080015234714926&source=h5_m,10062527,7300,13122,30250,2250915,7084079978194717486,7084079978194717486,72,7084079978194717486,original sound - laurathesimp,laura <3,6.823586441231844e+18,laura <3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7084080007970310958.mp3,,False,False,,,,,[],0,0,Estonia,#valorant #valorantclips,0,0,0,0,0,0,0,0,0,0
5,KZ,7102116705807207681,1653590405,#pov: you’re not used to a healthy relationship… #tomi #tomusshkaa,6630735352532090885,Tomi,"Member of: @the.yolohouse
👾collaboration@theyolohouse.com👾",0,False,https://m.tiktok.com/v/7102116705807207681.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102116705807207681&source=h5_m,2384996,750,1162,3062,355855,6925916032678857477,6925916032678857477,72,6925916032678857477,original sound - juli_ovo,Julio Portillo,6.541497874285336e+18,Julio Portillo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6925916057215437574.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f48f7db33682e54cf2102e4528d11439.json,False,False,,,,,[],0,0,Estonia,#pov: #tomi #tomusshkaa,0,0,0,0,0,0,0,0,0,0
6,EE,7094986596793044229,1651930298,Kes liblikatest ei joonud vett?🧐 #fyp #foryou #amongus,7081985935457960966,Butterfly Lounge,"🍸Eesti esimene kokteilibaar
🦋Avatud K-L
📍Vana-Viru 13, Tallinn",0,False,https://m.tiktok.com/v/7094986596793044229.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094986596793044229&source=h5_m,66434,120,23,13,1941,7094986569156807429,7094986569156807429,72,7094986569156807429,original sound - butterflyloungebar (Contains music from: We Are Among Us - Lilredx),"Contains music from: ""We Are Among Us""",7.081985935457961e+18,Butterfly Lounge,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094986587636861701.mp3,,False,False,Lilredx,We Are Among Us,original sound - butterflyloungebar (Contains music from: We Are Among Us - Lilredx),"Contains music from: ""We Are Among Us""",[],0,0,Estonia,#fyp #foryou #amongus,0,0,0,1,0,0,1,0,0,0
7,GB,7093219538149313797,1651518871,True story #Birthday #treat #sexytime #corn,6817504502208955397,Bennyg,"▪️🔺🟠 
The videos are mine, The effort is mine, The jokes… Probably arn’t",0,False,https://m.tiktok.com/v/7093219538149313797.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093219538149313797&source=h5_m,3340016,527,5093,3099,161668,7093219523108604678,7093219523108604678,72,7093219523108604678,original sound - bennyg7070,Bennyg,6.817504502208955e+18,Bennyg,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093219069466446597.mp3,,False,False,,,,,[],0,0,Estonia,#Birthday #treat #sexytime #corn,0,0,0,0,0,0,0,0,0,0
0,US,7103269422390906154,1653858792,some of y’all act like you live with me  🥱 these rumors are just getting dumber and dumber,6177718,Zoe LaVerne,"hi, i love you. you are meant to be here <3",0,False,https://www.tiktok.com/@zoelaverne/video/7103269422390906154?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103269422390906154&source=h5_m,2286583,4497,168,346,309525,7089414816812976902,7089414816812976902,72,7089414816812976902,original sound - izzy.sfx (Contains music from: Time - HUBBA),"Contains music from: ""Time""",7.013346420246218e+18,izzy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089414807480290054.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ff0e325d2069bec92fe469bc95af360a.json,False,False,HUBBA,Time,original sound - izzy.sfx (Contains music from: Time - HUBBA),"Contains music from: ""Time""",[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
1,EE,7076872144193359109,1647712699,Which one do you like better? ✨ #tattoo #sleevetattoo #artist #tattooartist #art #tattoodesign #fypシ #estonia,6937678732061787142,Karina Korol205,,0,False,https://www.tiktok.com/@karinakoroltattoo/video/7076872144193359109?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076872144193359109&source=h5_m,81836,55,108,113,4301,7047991735812705030,7047991735812705030,72,7047991735812705030,drowning,<3,6.850013393941054e+18,<3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7047991762794580741.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ebbb2aef41cad625fc8e92c0e86e878c.json,False,False,,,,,[],0,0,Estonia,#tattoo #sleevetattoo #artist #tattooartist #art #tattoodesign #fypシ #estonia,0,0,1,0,0,0,0,1,0,0
2,EE,7070541709976833286,1646238778,🤭 #kullafond #eestivined #eesti #foryou #fyp,6992491374194197509,KULLAFOND,"🇪🇪  Eesti asjadest, nii nagu need on 🇪🇪
Meelelahutusrubriik
🔵⚫️⚪️",0,False,https://www.tiktok.com/@kullafond/video/7070541709976833286?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070541709976833286&source=h5_m,97968,47,417,294,6271,7070541685125614342,7070541685125614342,72,7070541685125614342,original sound - kullafond,KULLAFOND,6.992491374194198e+18,KULLAFOND,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070541687818423045.mp3,,False,False,,,,,[],0,0,Estonia,#kullafond #eestivined #eesti #foryou #fyp,1,0,0,1,0,0,1,0,0,0
3,CA,7102224087308684550,1653615410,#tomis15b #fyp,6895240032106447877,Tomis,Best Hooper on TikTok,0,False,https://www.tiktok.com/@tomis15b/video/7102224087308684550?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102224087308684550&source=h5_m,3595157,5138,9467,11207,689980,6777279827805390850,6777279827805390850,10036,6777279827805390850,Stories 2,Danilo Stankovic,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0c5d43b2a5b846d89bc774707470526c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f5632c90176c43c091656eb93248f581,True,True,,,,,[],0,0,Estonia,#tomis15b #fyp,0,0,0,0,0,0,1,0,0,0
4,ES,7103567660486561030,1653928233,What effect does it have on you? 💙🙏🏼 #adhd #adhdtiktok #adhdcheck #adhdawareness,6859769827524740101,Nik,"ADHD Mentor with ADHD🇩🇪
🥇Helping you reach ADHD SUCCESS🥇
👇ALL LINKS👇",0,False,https://www.tiktok.com/@adhdvision/video/7103567660486561030?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103567660486561030&source=h5_m,1919257,5548,5416,14401,199133,6815049125923391489,6815049125923391489,10033,6815049125923391489,Just White Noise,White Noise,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/68d034b8f5b14f7eace6c9231df2cee2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/65f9f1f844d14107805105b7e65b536a,False,True,,,,,[],0,0,Estonia,#adhd #adhdtiktok #adhdcheck #adhdawareness,0,0,0,0,0,0,0,0,0,0
5,EE,7086092043889544453,1649859373,This case saved my life! 😩 #iphone #iphonecase #phonecase #privacycase #spycases,7085343635068601349,spycases,"Keep Your Files Private 🔐 
Over 5,000 Customers Worldwide 🌍
Get 30% OFF👇",0,False,https://www.tiktok.com/@spycases/video/7086092043889544453?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086092043889544453&source=h5_m,3204067,8969,4202,112,363941,7049098278646172422,7049098278646172422,72,7049098278646172422,original sound - _f67__,___.,6.658105954691924e+18,___.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7049098291736234758.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7fb7c660799562c85c4b71b85ed5cb84.json,False,False,,,,,[],0,0,Estonia,#iphone #iphonecase #phonecase #privacycase #spycases,0,0,0,0,0,0,0,0,0,0
6,US,7099178472253410606,1652906294,Focus on you. #keepgoing #life #sallyslices #fypシ,6663139232943849477,Sal,CEO of inspiration 👍❤️,0,False,https://www.tiktok.com/@sallyslices/video/7099178472253410606?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099178472253410606&source=h5_m,9358667,6282,3069,6762,1771199,7093736279640263470,7093736279640263470,72,7093736279640263470,original sound - band0kash (Contains music from: Tek It (Sped Up) - Cafuné),"Contains music from: ""Tek It (Sped Up)""",3819214.0,Kache❤️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093736327040027435.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2ce6efecf58551595f9612dba776dccf.json,False,False,Cafuné,Tek It (Sped Up),original sound - band0kash (Contains music from: Tek It (Sped Up) - Cafuné),"Contains music from: ""Tek It (Sped Up)""",[],0,0,Estonia,#keepgoing #life #sallyslices #fypシ,0,0,0,0,0,0,0,1,0,0
7,GB,7096224995109555461,1652218635,Reply to @fer.orca,6739579329191166982,Jodie Bell,"❤️Mental Health Matters❤️

✨21✨

👻 jodienew15 👻",0,False,https://www.tiktok.com/@jodiebell8/video/7096224995109555461?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096224995109555461&source=h5_m,24017527,17534,75462,33858,2879509,211283664486187008,211283664486187008,74,211283664486187008,It's The Hard Knock Life,Annie Movie,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4ca431da0e174bef887b4eb8bfa75385,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e2720d7626d04e399486b1f3259d9fc0,False,True,,,,,[],0,0,Estonia,,0,0,0,0,0,0,0,0,0,0
0,EE,7092415912258637062,1651331764,😈#foryou,6557585426466013190,emma,ig @emma_loora_,0,False,https://www.tiktok.com/@emmaloorq/video/7092415912258637062?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092415912258637062&source=h5_m,78596,211,12,40,10537,7088711726048299781,7088711726048299781,72,7088711726048299781,original sound - speed1sounds_ (Contains music from: Alright - Vitara),"Contains music from: ""Alright""",7.03787274686913e+18,ᥫ᭡,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088711715336080133.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/21ff590571018cc71fe275c6802e3621.json,False,False,Vitara,Alright,original sound - speed1sounds_ (Contains music from: Alright - Vitara),"Contains music from: ""Alright""",[],0,0,Estonia,#foryou,0,0,0,1,0,0,0,0,0,0
