,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_duet,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_movie,hash_tiktok,hash_viral,hash_xyzbca
0,NG,7080657104796667141,1648593952,#bopdaddy #fyp #dance #korizon_099,7066730496416138245,velodans,"ALIGHTMOTION
16 🇳🇬🏳️‍🌈
SPAM=BLOCK
PLS FOLLOW MY IG⬆️⬆️",0,False,https://www.tiktok.com/@korizon_009/video/7080657104796667141?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080657104796667141&source=h5_m,257088,489,231,6595,24227,7009271088412707585,7009271088412707585,10036,7009271088412707585,Bop Daddy,Falz & Ms Banks,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3550ade7ca8d46218ebdb0b3cee62d84,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/22857ceeddbd4b0a9610a4cb5c2bc967,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1501145520', 'external_song_key': 'apple_song_id'}]",0,0,Kiribati,#bopdaddy #fyp #dance #korizon_099,0,0,0,0,1,0,0,0,0,0
1,IT,7089025572189244677,1650542392,Would you scream?😂💋 #anime #recommendations #4you #villain #naruto,280483223279755264,your anime girl👑,"IG: @fesch6 
Cooperation: feschenko090@gmail.com
YELLOW MUKBANG🤤🍜👇🏻",0,False,https://www.tiktok.com/@fesch6/video/7089025572189244677?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089025572189244677&source=h5_m,4088777,10716,1431,5321,431234,6971889116216593158,6971889116216593158,72,6971889116216593158,original sound - elmarckel,El Marckel,6.549511096393274e+18,El Marckel,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6971889145950096133.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c12997c66e4058517678face6d630642.json,False,False,,,,,[],0,0,Kiribati,#anime #recommendations #4you #villain #naruto,0,0,0,0,0,0,0,0,0,0
2,GB,7082111959511911686,1648932687,#fyp #foryou #foryoupage,6819129194204251141,raniii652,New Bollywood content everyday😃,0,False,https://www.tiktok.com/@raniii652/video/7082111959511911686?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082111959511911686&source=h5_m,3750884,1294,686,168,155591,7082111947784604422,7082111947784604422,72,7082111947784604422,original sound - raniii652,raniii652,6.819129194204251e+18,raniii652,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082111934065167110.mp3,,False,False,,,,,[],0,0,Kiribati,#fyp #foryou #foryoupage,0,1,1,0,1,0,0,0,0,0
3,NG,7070963428868787461,1646336967,What do you guys think?😊100% vocal😊😊 @Rema @andre.vibes.ss  @Don Jazzy @ayrastarr . #Rema #calmdown #donjazzy #fypシ,6917347938222703622,vocamonix,"Lovers of Jesus

Nigerian Kings of Acapella 🇳🇬🎶",0,False,https://www.tiktok.com/@vocamonix/video/7070963428868787461?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070963428868787461&source=h5_m,605537,2083,712,10059,81592,6786896889338923009,6786896889338923009,10033,6786896889338923009,Emotional Piano for the Soul (Inspirational Background Music),Fearless Motivation Instrumentals,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/aff1f2c7616a46d38f048218d4234d37,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2036db21e2cf4a4ab78f3b8ddf29e408,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1124318653', 'external_song_key': 'apple_song_id'}]",0,0,Kiribati,#Rema #calmdown #donjazzy #fypシ,0,0,0,0,0,1,0,0,0,0
4,NG,7085241341973744901,1649661305,Hey let be friends ✌️,7033013400229970949,Diamond,🌹Your fav cute boy🥀,0,False,https://www.tiktok.com/@sadeeq_diamond/video/7085241341973744901?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085241341973744901&source=h5_m,423064,859,207,5306,24075,6973712959071832838,6973712959071832838,72,6973712959071832838,original sound - ireminc_ (Contains music from: Poderosa - Djodje),"Contains music from: ""Poderosa""",2.430636670035845e+17,I',False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6978617561827068678.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b67e2aa542a5d41351aa10cad08075b6.json,False,False,Djodje,Poderosa,original sound - ireminc_ (Contains music from: Poderosa - Djodje),"Contains music from: ""Poderosa""",[],0,0,Kiribati,,0,0,0,0,0,0,0,0,0,0
5,PH,7102308868029451546,1653635147,Ayorn lang parang baliw hahaha🤣🤣,6829636955304821761,Kim Jenneth Gumahin,"YT. Kim jenneth Gumahin
Gmail: gkimjenneth@gmail.com",0,False,https://www.tiktok.com/@kimjennethgumahin/video/7102308868029451546?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102308868029451546&source=h5_m,2957843,1171,2336,4914,145267,7095944360226786075,7095944360226786075,24,7095944360226786075,original sound - dtifn,青峰ᴅᴀɪᴋᴇ,7.040989642241885e+18,青峰ᴅᴀɪᴋᴇ,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7095944364819581722.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7a86a79a6676d5b5658310e7e3bf84c0.json,False,False,,,,,[],0,0,Kiribati,,0,0,0,0,0,0,0,0,0,0
6,GB,7087634786554039557,1650218570, ,6692703511568434181,😈𝕄𝕣 Talalaa😈,"😈Welcome to Talalaa Land😈
🥰❤️all 5.5 Million of you🥰
.
👇Social Links👇",0,False,https://www.tiktok.com/@mrtalalaa/video/7087634786554039557?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087634786554039557&source=h5_m,22521681,3972,3245,18981,999289,6842063010173930246,6842063010173930246,72,6842063010173930246,what is this,ella / finn,6.554513295548618e+18,ella / finn,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6903233517786811141.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e08ac30b822e581eca15bdd1ba6056d8.json,False,False,,,,,[],0,0,Kiribati,,0,0,0,0,0,0,0,0,0,0
7,US,7078708558942063873,1648140271,Another tutorial for y’all #dhenmark2002 #dhenmarkasis ctto,6650730684985147393,Dhenmark Asis,"20 years old
Main acc got banned
Email:dhenmarkasis62@gmail.com",0,False,https://www.tiktok.com/@dhenmark2002/video/7078708558942063873?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078708558942063873&source=h5_m,708719,70,295,2981,50506,6836160032401394434,6836160032401394434,24,6836160032401394434,Tampa Curhat Beat (Contains music from: Waterfall - Nuka),"Contains music from: ""Waterfall""",6.796533528010376e+18,referensishopeeterbaik,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6836159856400009985.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f643a8a3c09dff8938bcca594b782ba2.json,False,False,Nuka,Waterfall,Tampa Curhat Beat (Contains music from: Waterfall - Nuka),"Contains music from: ""Waterfall""",[],0,0,Kiribati,#dhenmark2002 #dhenmarkasis,0,0,0,0,0,0,0,0,0,0
0,AU,7071502602357263617,1646462504, ,6929836867899474945,kigosilipa,"Fb: Kigosilipa 
Insta: Kigosilipa
💚",0,False,https://www.tiktok.com/@kigosilipa/video/7071502602357263617?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071502602357263617&source=h5_m,449574,288,143,3759,23755,7071502586729597697,7071502586729597697,72,7071502586729597697,original sound - kigosilipa (Contains music from: Splash - Patrice Roberts & Nessa Preppy & Travis World & Dan Evens),"Contains music from: ""Splash""",6.929836867899475e+18,kigosilipa,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7071502599018564353.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/43ecd4f28ad38488290404338f5a7e14.json,False,False,Patrice Roberts & Nessa Preppy & Travis World & Dan Evens,Splash,original sound - kigosilipa (Contains music from: Splash - Patrice Roberts & Nessa Preppy & Travis World & Dan Evens),"Contains music from: ""Splash""",[],0,0,Kiribati,,0,0,0,0,0,0,0,0,0,0
1,DE,7093184620283481350,1651510742,#foryoupage #fypシ,7029016604897870854,AndyfunnyTV,"🤍Entertainer🤍
🤍Film series✅ 🤍
🤍 50k✅
       🤍100k❌ follow🙏",0,False,https://www.tiktok.com/@andytv91/video/7093184620283481350?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093184620283481350&source=h5_m,1063940,396,3230,1981,77310,7093184601111186182,7093184601111186182,72,7093184601111186182,original sound - andytv91 (Contains music from: AFRO-NAE - Kvng Vinci),"Contains music from: ""AFRO-NAE""",7.029016604897871e+18,AndyfunnyTV,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093184596581436165.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b0706b2fc4b836635abf43d6c047827b.json,False,False,Kvng Vinci,AFRO-NAE,original sound - andytv91 (Contains music from: AFRO-NAE - Kvng Vinci),"Contains music from: ""AFRO-NAE""",[],0,0,Kiribati,#foryoupage #fypシ,0,0,1,0,0,1,0,0,0,0
2,AU,7094587992412622081,1651837490,Hypnosis!!🤯 did it work for you?? #sydney #australia,6652029399490363398,Ash Magic💜,"follow for a cookie💜
sydney🇦🇺
💌Milena.Gattegno@img.com
Learn Magic👇🔮",0,False,https://www.tiktok.com/@ashmagic/video/7094587992412622081?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094587992412622081&source=h5_m,2097945,18580,3098,27017,120910,7094587988679691009,7094587988679691009,72,7094587988679691009,original sound - ashmagic,Ash Magic💜,6.652029399490363e+18,Ash Magic💜,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7094587995525368578.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5c101819e908b34c990491fced83ab9b.json,False,False,,,,,[],0,0,Kiribati,#sydney #australia,0,0,0,0,0,0,0,0,0,0
3,IT,7098053200917368070,1652644297, ,7076909073354097670,creative 69,creative video,0,False,https://www.tiktok.com/@69creative69/video/7098053200917368070?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098053200917368070&source=h5_m,929320,32,284,4731,19110,6948432037627840513,6948432037627840513,10033,6948432037627840513,Thunder,Gabry Ponte & LUM!X & Prezioso,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/7b56d0202bdd45aab74770ae0c0181ce?x-expires=1653985375&x-signature=Jka45StVmrJv%2FTkU8fqZosmDmIU%3D,True,True,,,,,[],0,0,Kiribati,,0,0,0,0,0,0,0,0,0,0
4,PH,7097050817177455898,1652410910,Reply to @chelseyanndsantos #askmantikintikam #turkishseries #series,7061859165132719105,Turkish series❤💚,turkish and movie❤,0,False,https://www.tiktok.com/@.krissyb/video/7097050817177455898?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097050817177455898&source=h5_m,408258,51,57,232,42203,6940896117009730305,6940896117009730305,24,6940896117009730305,baby slowed (Contains music from: Baby Slowed - Remix - Eduardo XD & RH Music & Matt Lasong),"Contains music from: ""Baby Slowed - Remix""",6.84652111688845e+18,˚✧ ⁺࿐˚･♥︎,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6940896052937493250.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6100e9ee056dfef05135dcd7060c177c.json,False,False,Eduardo XD & RH Music & Matt Lasong,Baby Slowed - Remix,baby slowed (Contains music from: Baby Slowed - Remix - Eduardo XD & RH Music & Matt Lasong),"Contains music from: ""Baby Slowed - Remix""",[],0,0,Kiribati,#askmantikintikam #turkishseries #series,0,0,0,0,0,0,0,0,0,0
5,IT,7085335569890364677,1649683242,Floating in Urban city 🌆 #urban #urbantheory #dance #illusion #floating #italy #sanremo #city,6672274913015907334,Urban Theory,"Italian content creators🇮🇹 
📩collab@urbantheory.it",0,False,https://www.tiktok.com/@urbantheory_/video/7085335569890364677?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085335569890364677&source=h5_m,1315057,178,208,76,123737,6834940937303492609,6834940937303492609,10033,6834940937303492609,Harry Potter,The Intermezzo Orchestra,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4847c41e12fc4f178011f3cc93ab12f1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/09de436d5aca4656847d70ae8b7c202d,False,True,,,,,[],0,0,Kiribati,#urban #urbantheory #dance #illusion #floating #italy #sanremo #city,0,0,0,0,0,0,0,0,0,0
6,AU,7077132057482169602,1647773213,Trueeee gawd #fyp #single #pilbara #fifo #aboriginal,6927524121426150402,kylehume7,"Snapchat - kylehume25
Insta - kylejack_21",0,False,https://www.tiktok.com/@kylehume7/video/7077132057482169602?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077132057482169602&source=h5_m,987867,1200,2371,6621,86761,6862029155182381826,6862029155182381826,72,6862029155182381826,HOW SINGLE ARE YOU (Contains music from: Can We Kiss Forever? (feat. Adriana Proenza) - Kina),"Contains music from: ""Can We Kiss Forever? (feat. Adriana Proenza)""",6.768333860902258e+18,Ronaldo Musa,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6862028875023600386.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f353b1231a0b4f5a1b9eacf5fbc81f70.json,False,False,Kina,Can We Kiss Forever? (feat. Adriana Proenza),HOW SINGLE ARE YOU (Contains music from: Can We Kiss Forever? (feat. Adriana Proenza) - Kina),"Contains music from: ""Can We Kiss Forever? (feat. Adriana Proenza)""",[],0,0,Kiribati,#fyp #single #pilbara #fifo #aboriginal,0,0,0,0,1,0,0,0,0,0
7,PH,7090035374910688539,1650777500,Dc: @austinonggg 🔥🔥🔥  #uwuboiss,6564147824564142082,🔥Mr:Gee🔥,"FOLLOW ME
FB:Gee IG:Luckee_gee
YoutubeChannel:LuckeeGee OfficialAccoun",0,False,https://www.tiktok.com/@luckee_gee/video/7090035374910688539?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090035374910688539&source=h5_m,711881,405,344,752,59973,7089302380616878875,7089302380616878875,24,7089302380616878875,TIMBER (Contains music from: Decline Of Summer - Delyno),"Contains music from: ""Decline Of Summer""",6.564557495154688e+18,Austin Ong,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7089302398065347355.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/624277871ee0747a4dfa79d0b166307c.json,False,False,Delyno,Decline Of Summer,TIMBER (Contains music from: Decline Of Summer - Delyno),"Contains music from: ""Decline Of Summer""",[],0,0,Kiribati,#uwuboiss,0,0,0,0,0,0,0,0,0,0
0,US,7103577687645506862,1653930566,🌟2nd @ has a crush on u😂😂#LearnOnTikTok #hygienistoftiktok #hygienist #dentalhygienist #rdh,6612726765507772422,Dental Hygienist,"📫inquires.avalener@gmail.com
😷Dental Hygienist
📍NYC
⬇️Best braces color⬇️",0,False,https://www.tiktok.com/@avalene.r/video/7103577687645506862?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103577687645506862&source=h5_m,118293,594,40,47,11037,7064884950239070977,7064884950239070977,72,7064884950239070977,Love Yourself (Drill Remix) (Contains music from: Love Yourself - Justin Bieber),"Contains music from: ""Love Yourself""",7.042141458783487e+18,❤️‍🔥,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7064887206300666626.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8b0b64d91ba02c2dcb7c2850cc3026c2.json,False,False,Justin Bieber,Love Yourself,Love Yourself (Drill Remix) (Contains music from: Love Yourself - Justin Bieber),"Contains music from: ""Love Yourself""",[],0,0,Kiribati,#LearnOnTikTok #hygienistoftiktok #hygienist #dentalhygienist #rdh,0,0,0,0,0,0,0,0,0,0
1,AU,7079907312764194049,1648419379,Their Reaction Was PRICELESS 😂 #fyp #foryou #foryoupage #comedy #prank,6812438607556215814,Aaron,"Folllow me on twitch for good luck ⬇️⬇️
📧 aaroncasabus@gmail.com",0,False,https://www.tiktok.com/@aaroncasa69/video/7079907312764194049?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079907312764194049&source=h5_m,18069106,3389,1416,7169,1902067,6766128122128500738,6766128122128500738,10033,6766128122128500738,Paris,Else,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/aca63a99735047ac9989779640d493c7,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/7e13b36ea0bf4878848a43e561f9bc72,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1461085630', 'external_song_key': 'apple_song_id'}]",0,0,Kiribati,#fyp #foryou #foryoupage #comedy #prank,0,1,1,0,1,0,0,0,0,0
2,IT,7085786078342319366,1649788134,Reply to @angelynnt11  @𝕗𝕖𝕕𝕖𝕣𝕚𝕔𝕠 look at the end😂😭,6592567199944474629,𝐹𝑎𝑏𝑖𝑜𝑙𝑎,"actress
Los angeles📍
✨18 ✨
don’t judge a book by its cover🤪🤫",0,False,https://www.tiktok.com/@fabiola.baglieri/video/7085786078342319366?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085786078342319366&source=h5_m,9218770,9144,1590,6501,1328939,6917324503026501634,6917324503026501634,10033,6917324503026501634,On The Floor,Jennifer Lopez,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/df51e10146764f9daddfee3efb9dc5ae,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9f0630bc403c4a4aab22f15a730e2d41,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '541757725', 'external_song_key': 'apple_song_id'}]",0,0,Kiribati,,0,0,0,0,0,0,0,0,0,0
3,GB,7088086385567042821,1650323717, ,6918513092150363138,F•R•I•E•N•D•S,"90% Friends, 10% other shows 💙
I’m reposting old content because I have EXAMS",0,False,https://www.tiktok.com/@friendsobsession/video/7088086385567042821?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088086385567042821&source=h5_m,22333677,2379,2191,10696,1089243,7088086377581021958,7088086377581021958,72,7088086377581021958,original sound - friendsobsession,F•R•I•E•N•D•S,6.918513092150363e+18,F•R•I•E•N•D•S,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088086364926921477.mp3,,False,False,,,,,[],0,0,Kiribati,,0,0,0,0,0,0,0,0,0,0
4,US,7084283279964212523,1649438239,TALKING PLANTS EXIST!🌱😟#fyp #tiktok #discovery #mystery #scary #caughtoncamera #viral #creature #plants #nature #weirdfacts #real #fake,6726089841887282182,TOXIC 𝕂ℕ𝕀𝔾ℍ𝕋,THIS GAME IS AMAZING!🎮,0,False,https://www.tiktok.com/@toxicknight4us/video/7084283279964212523?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084283279964212523&source=h5_m,8274406,12364,3095,17885,470243,6715993796921788417,6715993796921788417,10033,6715993796921788417,Suspense Horror Movie Music,Bobby Cole,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/40cf7af93bb646c89c45af84d696afed,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e6e390af21b64e82b835dde245b4a084,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1455158200', 'external_song_key': 'apple_song_id'}]",0,0,Kiribati,#fyp #tiktok #discovery #mystery #scary #caughtoncamera #viral #creature #plants #nature #weirdfacts #real #fake,0,0,0,0,1,0,0,1,1,0
5,PH,7076015466187164954,1647513236,"Wala ng ibang babagay sakin ♥️, Ikaw lang haahahaha charizzz paginggit pikit🤣",6829636955304821761,Kim Jenneth Gumahin,"YT. Kim jenneth Gumahin
Gmail: gkimjenneth@gmail.com",0,False,https://www.tiktok.com/@kimjennethgumahin/video/7076015466187164954?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076015466187164954&source=h5_m,5724464,1057,2703,13566,171444,7068543600119827227,7068543600119827227,24,7068543600119827227,original sound - princeian_ejidia (Contains music from: We try again tomorrow - Caribbean Snake),"Contains music from: ""We try again tomorrow""",6.874882781039887e+18,Prince Ian Ejidia,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7068543584148589338.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/10269f7e5fca2313c9d85e4768cfcbfa.json,False,False,Caribbean Snake,We try again tomorrow,original sound - princeian_ejidia (Contains music from: We try again tomorrow - Caribbean Snake),"Contains music from: ""We try again tomorrow""",[],0,0,Kiribati,,0,0,0,0,0,0,0,0,0,0
6,PH,7101655292785528090,1653482973,I like you but 😕#lyrical #aesthetic #sad #ginzel_hao #music,7101260081320739866,Ginzel_Hao,Come join me as we heal ourselves through the art of music 🖤,0,False,https://www.tiktok.com/@ginzel_hao/video/7101655292785528090?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101655292785528090&source=h5_m,4730671,1891,18911,95069,715359,6963484854365195010,6963484854365195010,24,6963484854365195010,Eenie meani Ray Surajaya Cover,Ray,6.826578848394986e+18,Ray,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6963484850271587074.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/62dd4400c159f229abf814f58ad7f5f7.json,False,False,,,,,[],0,0,Kiribati,#lyrical #aesthetic #sad #ginzel_hao #music,0,0,0,0,0,0,0,0,0,0
7,US,7075498965986446638,1647392979,Almost scared the dog to death😧😧#dog #sacred #puppy #dogsofttiktok #doggo #doglover #funny #funnyvideos #happydog #cute #pet #fyp #foryou #viral,7054809647362901039,pettiktik,"➕Follow me
You will happy every day 🐱🐶❤️",0,False,https://www.tiktok.com/@pettiktik/video/7075498965986446638?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075498965986446638&source=h5_m,3137388,1125,2650,1319,54562,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Kiribati,#dog #sacred #puppy #dogsofttiktok #doggo #doglover #funny #funnyvideos #happydog #cute #pet #fyp #foryou #viral,0,1,0,1,1,0,0,0,1,0
0,AU,7093758406460181761,1651644336,he enjoyed it a bit too much 💀,113802909791731712,.,fu’lei,0,False,https://m.tiktok.com/v/7093758406460181761.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093758406460181761&source=h5_m,270864,821,276,13,69195,6966173950116186882,6966173950116186882,10036,6966173950116186882,Grillz,Nelly,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c008815c3c204630a0ec0ec2c3eba405,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/85a72751c27f43808b9efcaf9cbecb93,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1447439127', 'external_song_key': 'apple_song_id'}]",0,0,Kiribati,,0,0,0,0,0,0,0,0,0,0
1,US,7076889787503824174,1647716805,Would you take this underwater escalator? 🐠 (viralgaleri/IG) #underwater #sightseeing #aquarium #foryoupage #foryou,115677966784659456,Whistle,"Sports & entertainment, our way.  
💪: @nodaysoff",2,False,https://m.tiktok.com/v/7076889787503824174.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076889787503824174&source=h5_m,219045,51,208,330,5486,6826761248797886465,6826761248797886465,10033,6826761248797886465,Island In The Sun,Weezer,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f42d4d533d374225a8a4b6b823ec1c9a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/82126f67982047ab8a349a658e856165,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1440916787', 'external_song_key': 'apple_song_id'}]",0,0,Kiribati,#underwater #sightseeing #aquarium #foryoupage #foryou,0,1,1,0,0,0,0,0,0,0
2,US,7083333998512180526,1649217216,#poly #tongan #grandmashouse,6808649043767706630,Brianna Rolf,,0,False,https://m.tiktok.com/v/7083333998512180526.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083333998512180526&source=h5_m,211253,536,169,9,35641,6729959230851254274,6729959230851254274,10033,6729959230851254274,Che La Luna,Louis Prima,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1de1f9fae2d74986b60bc778451b18c5,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f2fd034403fe4bb09327e4657188b3fa,False,True,,,,,[],0,0,Kiribati,#poly #tongan #grandmashouse,0,0,0,0,0,0,0,0,0,0
3,US,7092814297390206250,1651424519,I won’t stop ❤️ #mrgriffis,6816140251012170757,Ryan Griffis,"Follow my Instagram ☝🏻
Jesus ❤️
P.O Box 453 Pine Knot, KY, 42635",0,False,https://m.tiktok.com/v/7092814297390206250.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092814297390206250&source=h5_m,4071117,11882,52123,10581,317547,7092814290503125806,7092814290503125806,72,7092814290503125806,original sound - mrgriffis (Contains music from: I Won't Let Go - Rascal Flatts),"Contains music from: ""I Won't Let Go""",6.816140251012171e+18,Ryan Griffis,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092814299986529067.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8604e41fd1c0f84e12ca0d65a0614894.json,False,False,Rascal Flatts,I Won't Let Go,original sound - mrgriffis (Contains music from: I Won't Let Go - Rascal Flatts),"Contains music from: ""I Won't Let Go""",[],0,0,Kiribati,#mrgriffis,0,0,0,0,0,0,0,0,0,0
