,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_asmr,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_satisfying,hash_tiktok,hash_viral
7,US,7102768455199264043,1653742154,#dog #foryou #dogsoftiktok #fyp #pet,7082667941746295854,Dragonfly,"Follow me,Discover the various superpowers of dogs",0,False,https://www.tiktok.com/@interestingword/video/7102768455199264043?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102768455199264043&source=h5_m,4444437,158,675,5165,21620,7048999274935307010,7048999274935307010,72,7048999274935307010,original sound - khanzada32000 (Contains music from: so so alone - Totty),"Contains music from: ""so so alone""",6.921960544414189e+18,🔥𝐊𝐇𝐀𝐍 𝐁𝐀𝐁𝐀 ⚠️🔥😊,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7048999277606996737.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d3f69beffeb4140a377411c75af9b6c3.json,False,False,Totty,so so alone,original sound - khanzada32000 (Contains music from: so so alone - Totty),"Contains music from: ""so so alone""",[],0,0,French Southern Territories,#dog #foryou #dogsoftiktok #fyp #pet,0,1,0,0,0,1,0,0,0,0
0,DE,7102791118294682885,1653747430,Thank you for 900k 🙏🏼❤️ @omggmerosh,6741447354762003461,Eliass.locke,Follow me on Instagram ❤️,0,False,https://www.tiktok.com/@eliass.locke/video/7102791118294682885?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102791118294682885&source=h5_m,649135,1002,327,0,92710,7038982678271544069,7038982678271544069,10036,7038982678271544069,Sway (Sped Up Version),Michael Bublé,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8d38123e3caf473081c33fe9eb11d06b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f97f2b3227bb4a0eb8dd03c8e1e5c693,False,True,,,,,[],0,0,French Southern Territories,,0,0,0,0,0,0,0,0,0,0
1,BE,7074892423335251205,1647251759,2 ème technique d’intubation contrôlée. #horsegirl #horses #paarden #pferd #equinos #equestrian #horsesontiktok,6838297055867323398,Equitom,"INSTA & YOUTUBE 👆🏻
Sauvetage des chevaux 👉🏻 vétérinaires 
📩 info@equitom.be",0,False,https://www.tiktok.com/@equitom/video/7074892423335251205?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074892423335251205&source=h5_m,19910721,615,1415,2551,274556,6871277975694739469,6871277975694739469,10036,6871277975694739469,Le Calin,斌杨Remix,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/f6834dbcd5074b0683b82c45c6feec69?x-expires=1653969635&x-signature=AAqiYPumZnDvPcfy55NrWUdCdOw%3D,False,True,,,,,[],0,0,French Southern Territories,#horsegirl #horses #paarden #pferd #equinos #equestrian #horsesontiktok,0,0,0,0,0,0,0,0,0,0
2,US,7078277026142031147,1648039798,#OscarsAtHome #watch #Rolex #tiktok #foryou #fyp,7078274705295967274,Rolexwatch00,,0,False,https://www.tiktok.com/@rolexwatch00/video/7078277026142031147?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078277026142031147&source=h5_m,18286638,4787,7925,9366,1686957,7078276986161859370,7078276986161859370,72,7078276986161859370,original sound - rolexwatch00,Rolexwatch00,7.078274705295967e+18,Rolexwatch00,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078277010312678190.mp3,,False,False,,,,,[],0,0,French Southern Territories,#OscarsAtHome #watch #Rolex #tiktok #foryou #fyp,0,1,0,0,0,1,0,0,1,0
3,US,7100653220980182318,1653249660,Men like spa days too ladies😌 @austinmichaelus #katespadenycabana #FrunktheBeat #couple,6677003960706597893,JaneaElizabeth,"Janea 
✨but forest gump style✨
JaneaLarriviere77@gmail.com",0,False,https://www.tiktok.com/@janeaelizabethh/video/7100653220980182318?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100653220980182318&source=h5_m,467025,201,597,185,23129,6796126109965502465,6796126109965502465,10033,6796126109965502465,You Got It,Vedo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f0157c7a77084f1397e175b9aeea6df6,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5620058804534fb380b8f0ff2b0f7349,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1501268772', 'external_song_key': 'apple_song_id'}]",0,0,French Southern Territories,#katespadenycabana #FrunktheBeat #couple,0,0,0,0,0,0,0,0,0,0
4,ES,7102294784764677381,1653631874,#strangerthings4 #madrid #plazadelcallao #promo,6574279591891353605,carla🫀,mdrzz🇪🇸,0,False,https://www.tiktok.com/@caarlaavls_/video/7102294784764677381?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102294784764677381&source=h5_m,3269196,740,3635,2599,50011,6818218513426024449,6818218513426024449,10033,6818218513426024449,Stranger Things,Kyle Dixon & Michael Stein,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6cb6a6aebe3e4ac6a99e553c9a03af12,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/999ae6f0ddb24918a685a763f9fde36e,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1143131699', 'external_song_key': 'apple_song_id'}]",0,0,French Southern Territories,#strangerthings4 #madrid #plazadelcallao #promo,0,0,0,0,0,0,0,0,0,0
5,GB,7101762449740778757,1653507924,What’s your talent?👀 #asmr #simkabanditoasmr,7053168030583456774,Anastasia Simka,No bio yet,0,False,https://www.tiktok.com/@simkabanditoasmr/video/7101762449740778757?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101762449740778757&source=h5_m,75498,48,6,13,5654,7018397684943932162,7018397684943932162,72,7018397684943932162,"Famous people use my sound (Contains music from: Hi, What's Your Talent? I Can Read Minds - WZ Beat)","Contains music from: ""Hi, What's Your Talent? I Can Read Minds""",6.972738232577328e+18,hi,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7018397657257315074.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/faeabd54ce9b388b1e34eb0ec089ba56.json,False,False,WZ Beat,"Hi, What's Your Talent? I Can Read Minds","Famous people use my sound (Contains music from: Hi, What's Your Talent? I Can Read Minds - WZ Beat)","Contains music from: ""Hi, What's Your Talent? I Can Read Minds""",[],0,0,French Southern Territories,#asmr #simkabanditoasmr,1,0,0,0,0,0,0,0,0,0
6,US,7084289015121186050,1649439572,EXPOSING MAGIC 😱😳 #PGATOUR #painting,6874207451051754498,Milaadk,"18 year old magician 🎩 
🇦🇪 
Following back on Instagram for 24 hours 😱",0,False,https://www.tiktok.com/@milaadkmagic/video/7084289015121186050?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084289015121186050&source=h5_m,18562012,438,1261,29010,331417,6896221138586699778,6896221138586699778,10033,6896221138586699778,My Name Is,D Billions,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a049073a52b94c868fa9ab9152c600ba,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0774abed07a545729418455962f68371,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1540589086', 'external_song_key': 'apple_song_id'}]",0,0,French Southern Territories,#PGATOUR #painting,0,0,0,0,0,0,0,0,0,0
7,CA,7088868414625828102,1650505798,I’m a 🐹,6625345357558644742,Mr.Lee Asmr,"🤝: asmrklee@gmail.com
Watch Longer videos on YOUTUBE⬇️
Shop my cool bottles⬇️",0,False,https://www.tiktok.com/@mrlee.asmr/video/7088868414625828102?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088868414625828102&source=h5_m,45124915,6432,3801,12852,1414123,7088868415447845637,7088868415447845637,72,7088868415447845637,original sound - mrlee.asmr,Mr.Lee Asmr,6.625345357558645e+18,Mr.Lee Asmr,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088868406644722438.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bacf35147587635e2f981c5695e6b9bd.json,False,False,,,,,[],0,0,French Southern Territories,,0,0,0,0,0,0,0,0,0,0
0,SA,7083524368696986881,1649261540, ,6790373432917459973,Mto🇰🇼,"👇🏻

https://www.snapchat.com/add/ox-la?share_id=MjQwQ0FB&locale=ar_SA@calendar",0,False,https://m.tiktok.com/v/7083524368696986881.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083524368696986881&source=h5_m,9592369,12095,16610,64707,735520,7083524355900050177,7083524355900050177,72,7083524355900050177,original sound - ox8x8,Mto🇰🇼,6.79037343291746e+18,Mto🇰🇼,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7083524302573718273.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/04b4cdb266e5f70963002a1940580dd9.json,False,False,,,,,[],0,0,French Southern Territories,,0,0,0,0,0,0,0,0,0,0
1,TR,7102841501285240065,1653759160,#mohamadnurmaktabi #obenim #ıstanbul #tiktok #istanbul #ukraine #turkey #Love #ramadancheck #tik_tok,6580396960409665542,MOHAMAD NUR,"كوافير محمد نور للعنوان اسطنبول اسنيورت ميدان 
İstanbul Esenyurt
📞05393775433",0,False,https://m.tiktok.com/v/7102841501285240065.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102841501285240065&source=h5_m,9037375,536,559,5581,155813,7102841486660242177,7102841486660242177,72,7102841486660242177,original sound - mohamadnurmaktabi,MOHAMAD NUR,6.580396960409666e+18,MOHAMAD NUR,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102841487129316097.mp3,,False,False,,,,,[],0,0,French Southern Territories,#mohamadnurmaktabi #obenim #ıstanbul #tiktok #istanbul #ukraine #turkey #Love #ramadancheck #tik_tok,0,0,0,0,0,0,0,0,1,0
2,US,7073903764536659246,1647021567,Another 🅿️ool ready to go! Who’s next?! #fypシ゚viral #LearnOnTikTok #poolcleaning #oddlysatisfying #asmr #pooltok,6779731137817936902,LoskiDaBroski,"Get Ya 🅿️ool Proper w ThePoolDr
Owner of Oak City Pools & Spas
Father of 2🫶🏾",0,False,https://m.tiktok.com/v/7073903764536659246.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073903764536659246&source=h5_m,8043483,1290,391,1169,738903,7073903727660387118,7073903727660387118,72,7073903727660387118,original sound - thepooldr,LoskiDaBroski,6.779731137817937e+18,LoskiDaBroski,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7073903767711730478.mp3,,False,False,,,,,[],0,0,French Southern Territories,#fypシ゚viral #LearnOnTikTok #poolcleaning #oddlysatisfying #asmr #pooltok,1,0,0,0,0,0,1,0,0,1
3,TR,7103498387412028673,1653912103,Big Treasure Hunting❗️,6767794431338562566,arkeolog,"❗️Ful Video YouTube ARKEOLOG❗️
     ❗️📬 info@arkeologer.com❗️",0,False,https://m.tiktok.com/v/7103498387412028673.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103498387412028673&source=h5_m,500556,286,283,379,21281,6845625159894797062,6845625159894797062,72,6845625159894797062,original sound - _arkeolog_,arkeolog,6.767794431338563e+18,arkeolog,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6845625082564315909.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ae7fc95f3fbd15064ffbcfc960704a62.json,False,False,,,,,[],0,0,French Southern Territories,,0,0,0,0,0,0,0,0,0,0
4,US,7078795055531674923,1648160410,An automatic sign? 🥸🚽,7031909588577272838,5-Minute Crafts shorts,No bio yet,0,False,https://m.tiktok.com/v/7078795055531674923.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078795055531674923&source=h5_m,41651015,3562,5850,84166,2676139,6820654145293273090,6820654145293273090,10033,6820654145293273090,#WIPEITDOWN,BMW KENNY,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ef57a2c0bd1c404dad84ed60daa554dc,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9161d0c4b2574ba786a4ad8d387ed27b,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1510453475', 'external_song_key': 'apple_song_id'}]",0,0,French Southern Territories,,0,0,0,0,0,0,0,0,0,0
5,DE,7101218332874902789,1653381240,#إجابة عن @ebn.homs_funny,7051153780540998662,EBN HOMS- FUNNY,"Hii🖐🏻😹
follow me please🥰
Thank you all for 224.0K😻 
📧homsebn167@gmail.com",0,False,https://m.tiktok.com/v/7101218332874902789.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101218332874902789&source=h5_m,2539335,238,2188,784,44130,7063070580110986010,7063070580110986010,72,7063070580110986010,original sound - rizwanali465 (Contains music from: No No No (Voice Mix) - Yang Lagi Viral),"Contains music from: ""No No No (Voice Mix)""",6.61181385047833e+18,Rizwan Ali,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7063070580207045403.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7ae41ab5430583a0cd88f86d73550ed7.json,False,False,Yang Lagi Viral,No No No (Voice Mix),original sound - rizwanali465 (Contains music from: No No No (Voice Mix) - Yang Lagi Viral),"Contains music from: ""No No No (Voice Mix)""",[],0,0,French Southern Territories,#إجابة,0,0,0,0,0,0,0,0,0,0
6,US,7090682027401383210,1650928061,LMAO,7023050643862635525,cora,"c<3.
📧: cora@clementinegroup.co",0,False,https://m.tiktok.com/v/7090682027401383210.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090682027401383210&source=h5_m,12196978,32267,34840,59345,3008421,7066592157678734085,7066592157678734085,72,7066592157678734085,cute (Contains music from: Sparks - Coldplay),"Contains music from: ""Sparks""",7.044914554757858e+18,no,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7066592167552109317.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/37d2e528b48e02489f04fdc2d38caa72.json,False,False,Coldplay,Sparks,cute (Contains music from: Sparks - Coldplay),"Contains music from: ""Sparks""",[],0,0,French Southern Territories,,0,0,0,0,0,0,0,0,0,0
7,US,7073666996130385198,1646966440,#hairideas2022 #hairstyle #haircut #hairstyle #hairs,6985077325466567685,cindyhair,"Follow my Instagram
Hair Accessories 
   ⬇️Links",0,False,https://m.tiktok.com/v/7073666996130385198.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073666996130385198&source=h5_m,101247223,12714,493297,1449727,5173360,6966228648828110849,6966228648828110849,10033,6966228648828110849,You And Me,Lyus,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/08f4e417288e45398032692b6d8bb908,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d75e713ca11a40b6acdcb7ba98e3e922,True,True,,,,,[],0,0,French Southern Territories,#hairideas2022 #hairstyle #haircut #hairstyle #hairs,0,0,0,0,0,0,0,0,0,0
0,US,7073084428083285249,1646830801,Gross triple foam! #carwash #carwashing #foam #trifoam #triplefoam #carcleaning #fypシ,7052040179531596802,Auto Detailing,"I love cleaning cars!
Click the link for the products I use!",0,False,https://www.tiktok.com/@nickskidetails/video/7073084428083285249?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073084428083285249&source=h5_m,18251083,1137,654,1136,801049,7073084411579124481,7073084411579124481,72,7073084411579124481,original sound - nickskidetails,Auto Detailing,7.052040179531597e+18,Auto Detailing,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7073084391311903489.mp3,,False,False,,,,,[],0,0,French Southern Territories,#carwash #carwashing #foam #trifoam #triplefoam #carcleaning #fypシ,0,0,0,0,0,0,1,0,0,0
1,JP,7099715224600579330,1653031267,#tiktokfood #asmr,6742459250268832769,バヤシ🥑Bayashi,"‼️More video on YouTube‼️
Subscribe to my channel ⬇️",0,False,https://www.tiktok.com/@bayashi.tiktok/video/7099715224600579330?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099715224600579330&source=h5_m,8811109,11058,3573,6423,1230420,6923135497980119809,6923135497980119809,24,6923135497980119809,Stay with Me cover by Chris,Chris Andrian Yang,6.808448827949041e+18,Chris Andrian Yang,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6923135460151692033.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/caddc130d3c6536d8e8f64e0fe085866.json,False,False,,,,,[],0,0,French Southern Territories,#tiktokfood #asmr,1,0,0,0,0,0,0,0,0,0
2,US,7091852397965806890,1651200559,Have you ever seen such a strange thing?#foryoupage#funny#foryou#fypシ#entertainment,7074837582657111086,Kaveh Patricia973,,0,False,https://www.tiktok.com/@kavehpatricia973/video/7091852397965806890?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091852397965806890&source=h5_m,8940088,1099,627,1573,479218,7091852347625999150,7091852347625999150,72,7091852347625999150,original sound - kavehpatricia973,Kaveh Patricia973,7.074837582657111e+18,Kaveh Patricia973,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7091852400130149162.mp3,,False,False,,,,,[],0,0,French Southern Territories,#foryoupage#funny#foryou#fypシ#entertainment,0,1,1,1,0,0,1,0,0,0
3,US,7075621913602592046,1647421608,It won't work!!#foodtiktok #dogchef #fypシ #foryou #cute #dog #pet #chefcoco,6840706632545190918,Coco_cutiechef,"coco wants to be the best chef.😉
📨: jjww8976@gmail.com",0,False,https://www.tiktok.com/@coco_cutiechef/video/7075621913602592046?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075621913602592046&source=h5_m,36108819,8514,5532,33981,2281521,7075621742114310954,7075621742114310954,72,7075621742114310954,original sound - coco_cutiechef,Coco_cutiechef,6.840706632545191e+18,Coco_cutiechef,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075621861203266350.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/fca7b0d9780c2e4928eb6929f0ada229.json,False,False,,,,,[],0,0,French Southern Territories,#foodtiktok #dogchef #fypシ #foryou #cute #dog #pet #chefcoco,0,1,0,0,0,0,1,0,0,0
4,KR,7083869698676313346,1649341943,#대왕두피각질제거 #애니메이션 #틱톡뷰티,6912118428578268162,tinysom타이니솜,"Makeup Animation
Youtube에서 풀비디오를 시청하실 수 있습니다
Youtube 바로가기👇 Subscribe please🙏",0,False,https://www.tiktok.com/@tinysom_/video/7083869698676313346?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083869698676313346&source=h5_m,56340354,11832,8275,34498,3105093,7083869692921711362,7083869692921711362,24,7083869692921711362,original sound - tinysom_ (Contains music from: hvítur - osker wyld),"Contains music from: ""hvítur""",6.912118428578268e+18,tinysom타이니솜,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7083869656716495618.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/50c5575d448f84e027b8850f1c247aed.json,False,False,osker wyld,hvítur,original sound - tinysom_ (Contains music from: hvítur - osker wyld),"Contains music from: ""hvítur""",[],0,0,French Southern Territories,#대왕두피각질제거 #애니메이션 #틱톡뷰티,0,0,0,0,0,0,0,0,0,0
5,US,7072465961655258411,1646686803,YOOOOOOO 🤨🤨🤨#fyp #xyzbca #tiktok,6802632985117459461,Andrew🥴,"HIT ME ON INSTAGRAM ⬆️
CEO of Transform
1.5M?
⬇️LIVE ON TWITCH⬇️",0,False,https://www.tiktok.com/@itsandrewz/video/7072465961655258411?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072465961655258411&source=h5_m,8812800,13456,23190,76261,1454932,7072465940411157294,7072465940411157294,72,7072465940411157294,original sound - itsandrewz,Andrew🥴,6.802632985117459e+18,Andrew🥴,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072465965077760814.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2e8d5260b06d5a1847034d22e87ddf93.json,False,False,,,,,[],0,0,French Southern Territories,#fyp #xyzbca #tiktok,0,0,0,0,0,1,0,0,1,0
6,GB,7070486685557034246,1646225967,Do you like?#tiktok #fouryou #food #delicious #wuxiqing,6952831136808977413,Wxqfood,Cartoon pasta | food | lifestyle |pasta lovers,0,False,https://www.tiktok.com/@wuxiqing/video/7070486685557034246?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070486685557034246&source=h5_m,29515830,1898,77261,169254,678161,6888648028409105153,6888648028409105153,72,6888648028409105153,original sound - theduracellbunnyjl92,Jamielee Mac,6.802971641585911e+18,Jamielee Mac,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6990291072865815298.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/15b34cb26385f25cf51c5d7353c94afe.json,False,False,,,,,[],0,0,French Southern Territories,#tiktok #fouryou #food #delicious #wuxiqing,0,0,0,0,0,0,0,0,1,0
7,FR,7102780465374842117,1653744950,#lecahierdesther,7102096431196177413,Le cahier d'esther,dark_fr00 merci tu est mon 10k abonnés 🙊👏,0,False,https://www.tiktok.com/@le.cahier.desther.bd/video/7102780465374842117?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102780465374842117&source=h5_m,1362136,5,921,5,207552,7081839359137204993,7081839359137204993,72,7081839359137204993,original sound - .welky,|| Multi fan ||,6.823617215708841e+18,|| Multi fan ||,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7081839335967902466.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6f5a62305986847080c7e7f88aa255c7.json,False,False,,,,,[],0,0,French Southern Territories,#lecahierdesther,0,0,0,0,0,0,0,0,0,0
0,BR,7078811680158780677,1648164281,How do you say mosquito in yr language? #learninglanguages,6861308970537174022,iFluent,📩 ifluent.global@gmail.com,0,False,https://www.tiktok.com/@ifluent/video/7078811680158780677?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078811680158780677&source=h5_m,20042696,43328,48795,33491,2671268,7078811670210038533,7078811670210038533,72,7078811670210038533,original sound - ifluent,iFluent,6.861308970537174e+18,iFluent,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078811691823483654.mp3,,False,False,,,,,[],0,0,French Southern Territories,#learninglanguages,0,0,0,0,0,0,0,0,0,0
1,GB,7101972417601490182,1653556814,This is why i just stick my head out the window when backing up!,6711721368502830086,MomentsGang™,"The Videos You Want To See!
TikTok@MomentsTEAM.com
Shop the products below! 👇",0,False,https://www.tiktok.com/@momentsgang/video/7101972417601490182?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101972417601490182&source=h5_m,21750071,762,6498,8861,100850,7101972388946512646,7101972388946512646,72,7101972388946512646,original sound - momentsgang,MomentsGang™,6.71172136850283e+18,MomentsGang™,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101972399423277829.mp3,,False,False,,,,,[],0,0,French Southern Territories,,0,0,0,0,0,0,0,0,0,0
2,US,7075319271005392130,1647351141,Amarelinha Africana 🏃🏽‍♂️ #5mchouse #amarelinaafricana #springbreak,6994420661054718977,5-Minute Crafts HOUSE,,0,False,https://www.tiktok.com/@5mc.house/video/7075319271005392130?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075319271005392130&source=h5_m,21773938,1533,4387,27670,729429,7075319290216041218,7075319290216041218,72,7075319290216041218,original sound - 5mc.house,5-Minute Crafts HOUSE,6.994420661054719e+18,5-Minute Crafts HOUSE,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7075319282804673282.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3658a68508c1ba7df5c3c6bd3affaa28.json,False,False,,,,,[],0,0,French Southern Territories,#5mchouse #amarelinaafricana #springbreak,0,0,0,0,0,0,0,0,0,0
3,VN,7101991284218318106,1653561204,Khi đã vã công chúa quá thì làm gì #xuhuong #xuhuongtiktok #viral,7081952667304838145,𝓛𝓪𝓵𝓲𝓼𝓪 ✨,Link sp ở đây ạ 👇👇,0,False,https://www.tiktok.com/@user0smc66s3z8/video/7101991284218318106?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101991284218318106&source=h5_m,10695646,11051,15492,23494,778848,7096751068599683866,7096751068599683866,24,7096751068599683866,Công chúa bong bóng WMREMIX (Contains music from: Và công chúa là chỉ có mình em thôi (Công chúa bong bóng WM remix) - WM Media & Huy Vạc),"Contains music from: ""Và công chúa là chỉ có mình em thôi (Công chúa bong bóng WM remix)""",7.096038354319492e+18,Vaperemix,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7096751098539232027.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/74e50ab9215e8086343ac29972edc0ba.json,False,False,WM Media & Huy Vạc,Và công chúa là chỉ có mình em thôi (Công chúa bong bóng WM remix),Công chúa bong bóng WMREMIX (Contains music from: Và công chúa là chỉ có mình em thôi (Công chúa bong bóng WM remix) - WM Media & Huy Vạc),"Contains music from: ""Và công chúa là chỉ có mình em thôi (Công chúa bong bóng WM remix)""",[],0,0,French Southern Territories,#xuhuong #xuhuongtiktok #viral,0,0,0,0,0,0,0,0,0,1
