,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_colombia,hash_elecciones2022,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_humor,hash_parati,hash_tiktok,hash_viral
4,MX,7080199905335069957,1648487502,Se llegó el día🥰🥰 #mangagastrica #cirugia #mangagastrica🦋🙏🦋 #manga #gastricsleeve,6749150275363292166,Karla Bonfil,"Army💜 
Mty|México 🇲🇽",0,False,https://m.tiktok.com/v/7080199905335069957.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080199905335069957&source=h5_m,9150766,559,359,1512,330848,6762092669565963014,6762092669565963014,72,6762092669565963014,Celebrate the Good Times,Mason,6.618548489873228e+18,Mason,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1650920311654405.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c1b3bbd2a40bf63daa09efc2ee0e664e.json,False,False,,,,,[],0,0,Colombia,#mangagastrica #cirugia #mangagastrica🦋🙏🦋 #manga #gastricsleeve,0,0,0,0,0,0,0,0,0,0
5,CO,7098181969241984262,1652674281,Una parte crucial de esta campaña ha sido el amor de mi familia #colombia #elecciones2022 #familia #amor #blackpink #stay,6891272227842278401,Gustavo Petro,"Candidato presidencial
Haremos de Colombia una potencia mundial de la vida",0,False,https://m.tiktok.com/v/7098181969241984262.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098181969241984262&source=h5_m,1381094,1135,368,500,47064,7098181913822644997,7098181913822644997,72,7098181913822644997,original sound - gustavopetrooficial (Contains music from: STAY - Live - BLACKPINK),"Contains music from: ""STAY - Live""",6.891272227842278e+18,Gustavo Petro,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098181924757408517.mp3,,False,False,BLACKPINK,STAY - Live,original sound - gustavopetrooficial (Contains music from: STAY - Live - BLACKPINK),"Contains music from: ""STAY - Live""",[],0,0,Colombia,#colombia #elecciones2022 #familia #amor #blackpink #stay,1,1,0,0,0,0,0,0,0,0
6,FR,7089483226376359173,1650648944,She is so beautiful 😻#geonetflix #cristianoronaldo #georginarodriguez #foryou,6971136556409619461,Georinga 💕,GIO page fan💍,0,False,https://m.tiktok.com/v/7089483226376359173.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089483226376359173&source=h5_m,16886685,2569,6659,136,768955,7084302634290907909,7084302634290907909,72,7084302634290907909,the way i are,</3,7.043108937957672e+18,</3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084302639147649798.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/51284baf436d485ee9a3a3bc6f37c63a.json,False,False,,,,,[],0,0,Colombia,#geonetflix #cristianoronaldo #georginarodriguez #foryou,0,0,1,0,0,0,0,0,0,0
7,CO,7092834956702960901,1651429330,Responder a @isa_182910  Responderemos comentarioss 💜,6987931254185280518,gemelasabello2,"Colombianas 🇨🇴
Síguenos en Instagram 👇🏼",0,False,https://m.tiktok.com/v/7092834956702960901.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092834956702960901&source=h5_m,13410599,3205,9941,33146,969735,7089897949744024366,7089897949744024366,72,7089897949744024366,original sound - vaneoliveirads (Contains music from: PROVENZA - KAROL G),"Contains music from: ""PROVENZA""",6.7455577598049e+18,Vane Oliveira,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7089897969322937134.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/55a47a614fe25620fe6d8a66758c6c10.json,False,False,KAROL G,PROVENZA,original sound - vaneoliveirads (Contains music from: PROVENZA - KAROL G),"Contains music from: ""PROVENZA""",[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
0,MX,7098531726602800390,1652755713,¿En qué momento el elenco de Stranger Things creció tanto? 😱 #StrangerThings #MillieBobbyBrown #fyp #parati,6807459283509314565,SensaCine México,"¿Alguien dijo cine? 👀
🍿Instagram: sensacinemx 🎬",0,False,https://m.tiktok.com/v/7098531726602800390.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098531726602800390&source=h5_m,11860357,3572,15195,21530,906270,7098531693098732294,7098531693098732294,72,7098531693098732294,original sound - sensacinemx (Contains music from: As It Was - Harry Styles),"Contains music from: ""As It Was""",6.807459283509315e+18,SensaCine México,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098531673456823046.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/75907016046ba1fdd965277dcf58c709.json,False,False,Harry Styles,As It Was,original sound - sensacinemx (Contains music from: As It Was - Harry Styles),"Contains music from: ""As It Was""",[],0,0,Colombia,#StrangerThings #MillieBobbyBrown #fyp #parati,0,0,0,0,1,0,0,1,0,0
1,ES,7096780116642090246,1652347888,que tóxicos,6776163804649980933,Manu Rios,<3 :),0,False,https://m.tiktok.com/v/7096780116642090246.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096780116642090246&source=h5_m,29915907,16847,18558,23497,4084317,6964820395631348486,6964820395631348486,10036,6964820395631348486,Dejame Revisarte el Celular,Ingrid Laien & Los del fino,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/869918db9b2a46c485d61dcc4128fc87,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/abb372cb610b449f9900947e48f9eeb3,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1566057513', 'external_song_key': 'apple_song_id'}]",0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
2,US,7097051921394978090,1652411167,So much ear dough 🥳,7012782411805950982,DrEarWax,"Dr. of Audiology 👂🏼
Wax & Molds 🤮
Baltimore, MD 🦀
Favorite concert plugs 👇",0,False,https://m.tiktok.com/v/7097051921394978090.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097051921394978090&source=h5_m,40757396,5956,3429,470,2313134,7089828122854197249,7089828122854197249,10033,7089828122854197249,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/62d497a35bcf407598da8ac1d741359b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/38418ae73d084e45a86fb6cbbd0149fe,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
3,CO,7072497071000980742,1646694047,Golosa pero no tanto jajajaja😋😋,6889585420142707717,user8214070571926,🇦🇲,0,False,https://m.tiktok.com/v/7072497071000980742.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072497071000980742&source=h5_m,1203561,211,118,744,73320,6732976551773719301,6732976551773719301,72,6732976551773719301,Nope Nope Nope Nope Nope Yep (Contains music from: Choices (Yup) - E-40),"Contains music from: ""Choices (Yup)""",5.263458639178957e+16,JohnDees,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1643795699437589.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4c5d13c9a55a6bed148a78a9680fc018.json,False,False,E-40,Choices (Yup),Nope Nope Nope Nope Nope Yep (Contains music from: Choices (Yup) - E-40),"Contains music from: ""Choices (Yup)""",[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
4,IT,7098412948602752262,1652728057,"#220 Daily Satisfying Blackheads, Pimples and Hidden Acne #acne #blackhead #pimple #espinillas #pimplepopper #puntosnegros #satisfying #granos",7081625212772664326,pimple.popper.satisfying,Thanks for supporting my account! Love you 💗,0,False,https://m.tiktok.com/v/7098412948602752262.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098412948602752262&source=h5_m,13837527,1462,2849,2063,405218,6954037964449581057,6954037964449581057,10036,6954037964449581057,Calm acoustic guitar(1008838),Hiraoka Kotaro,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0f39e3646dac424b815e60024757bba7,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/67d587bde7844da9a41de05ff582aad7,False,True,,,,,[],0,0,Colombia,#220 #acne #blackhead #pimple #espinillas #pimplepopper #puntosnegros #satisfying #granos,0,0,0,0,0,0,0,0,0,0
5,CO,7102437498340642054,1653665097,La Boda Soñada 💍👰🏼‍♀️🤵🏼 #fyp #fypシ #boda #matrimonio #parati #foryou #paloma #laboda,6785180146963170310,Alejandro Díaz Jiménez,Sígueme en Instagram👇🏽🖤,0,False,https://m.tiktok.com/v/7102437498340642054.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102437498340642054&source=h5_m,158185,114,789,57,5293,7102437486260980485,7102437486260980485,72,7102437486260980485,original sound - soylejo,Alejandro Díaz Jiménez,6.78518014696317e+18,Alejandro Díaz Jiménez,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102437499489946374.mp3,,False,False,,,,,[],0,0,Colombia,#fyp #fypシ #boda #matrimonio #parati #foryou #paloma #laboda,0,0,1,0,1,1,0,1,0,0
6,US,7098924300501093674,1652847115,#babygirl #jrt #alsetehome #fypシ #southernillinois #lol,6924134994911478789,The BabyGirl,I’m a 7 pound  puddin’ Jack Russell who loves to swim and surf!,0,False,https://m.tiktok.com/v/7098924300501093674.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098924300501093674&source=h5_m,121210218,41584,156944,136845,5815175,7098924227717303086,7098924227717303086,72,7098924227717303086,original sound - melissaksims,The BabyGirl,6.924134994911479e+18,The BabyGirl,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098924276417448746.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/90a4ced960eb3f9c7533d0e1613e4e41.json,False,False,,,,,[],0,0,Colombia,#babygirl #jrt #alsetehome #fypシ #southernillinois #lol,0,0,0,0,0,1,0,0,0,0
7,CO,7094474920062733573,1651811168,#comedia #humor #lulu99 literal jajaja,83784929888587776,Lulu99,"Aprende a generar ingresos creando contenido
👇APROVECHA LA OFERTA DE PRE-VENTA",0,False,https://m.tiktok.com/v/7094474920062733573.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094474920062733573&source=h5_m,16695363,5173,11454,57653,1883424,7091305367812360965,7091305367812360965,72,7091305367812360965,original sound - lostmediatt,Lost Media Tik Tok 🔥,2.9661130559409766e+17,Lost Media Tik Tok 🔥,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091305388099848965.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6e1b7328145482b18af70f1d5681dcc5.json,False,False,,,,,[],0,0,Colombia,#comedia #humor #lulu99,0,0,0,0,0,0,1,0,0,0
0,CO,7101515423048289542,1653450412,Hola morrrr y la pared que ?,6699456754873238533,Paola montoya,🤖Trinity Talent Agency🥰 paomontoya14 🤖 LOS AMO🤖,0,False,https://www.tiktok.com/@paomontoyac14/video/7101515423048289542?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101515423048289542&source=h5_m,5861785,7280,10199,10624,753971,7095019005370452778,7095019005370452778,72,7095019005370452778,Tití me preguntó (Contains music from: Titi me preguntó - Aomak),"Contains music from: ""Titi me preguntó""",7.024650886308431e+18,ur/gf,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7095019029886274347.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9a2fe9bb843dac6dca05b56ec529a95a.json,False,False,Aomak,Titi me preguntó,Tití me preguntó (Contains music from: Titi me preguntó - Aomak),"Contains music from: ""Titi me preguntó""",[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
1,US,7102946374139809067,1653783577, ,7239462,Malu Trevejo,,0,False,https://www.tiktok.com/@malutrevejo/video/7102946374139809067?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102946374139809067&source=h5_m,3429923,1536,1805,3965,633135,7100329813914831621,7100329813914831621,72,7100329813914831621,NEW TREND (Contains music from: Efecto - Bad Bunny),"Contains music from: ""Efecto""",6.959959242061465e+18,PuRo0_Flow_Oficial,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100329833636367110.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/67ec351563832fb1855d54f39246ec0b.json,False,False,Bad Bunny,Efecto,NEW TREND (Contains music from: Efecto - Bad Bunny),"Contains music from: ""Efecto""",[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
2,CO,7082396809393458438,1648999009,Que #snacks comer si vas a viajar a #mexico🇲🇽 y tienes #brackets ¡Aquí te contamos que comer! #ortodoncia #noyeah #quecomer,6717053074425185285,OdontologiaLaser,"🇨🇴 📍 Bogota, Manizales, Cali y Pasto📍🇨🇴",0,False,https://www.tiktok.com/@odontologialaser/video/7082396809393458438?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082396809393458438&source=h5_m,3314681,1024,1065,3403,133023,7082396800183077638,7082396800183077638,72,7082396800183077638,original sound - odontologialaser,OdontologiaLaser,6.717053074425185e+18,OdontologiaLaser,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082396806327454470.mp3,,False,False,,,,,[],0,0,Colombia,#snacks #mexico🇲🇽 #brackets #ortodoncia #noyeah #quecomer,0,0,0,0,0,0,0,0,0,0
3,IT,7089849457705094405,1650734215,#dottmarinaconese #chirurgiaestetica,7082346472386053126,dottssamarinaconese,"👩‍⚕️ Dermatologa e Medico Estetico
Personal Beauty Coach 
📍Bari
My products ⬇️",0,False,https://www.tiktok.com/@dottssamarinaconese/video/7089849457705094405?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089849457705094405&source=h5_m,40854317,7997,33437,10595,889951,7089849493025213189,7089849493025213189,72,7089849493025213189,original sound - dottssamarinaconese,dottssamarinaconese,7.082346472386053e+18,dottssamarinaconese,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089849502642801414.mp3,,False,False,,,,,[],0,0,Colombia,#dottmarinaconese #chirurgiaestetica,0,0,0,0,0,0,0,0,0,0
4,US,7099920254599449858,1653079004,oops 🥵,6811996099553969157,Razi Monroe,"you are sun 💛 
coop: ad@beberagency.ru
⇩I'll give my soul for a subscription⇩",0,False,https://www.tiktok.com/@ssmaaaryy/video/7099920254599449858?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099920254599449858&source=h5_m,4848206,1509,873,5125,571670,6704951430974801921,6704951430974801921,10033,6704951430974801921,Copines,Aya Nakamura,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/86570c8da069410e96c0ffa79d11eea9,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5532ab7ad1df4364b27b7643996047f9,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1439806292', 'external_song_key': 'apple_song_id'}]",0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
5,AR,7102111327253974277,1653589153,#dúo con @zuleth9  qué tal creen que le salió? Vayan a verlo completo,192830514221719552,Emir Abdul Gani,Instagram : @emirabdulgani TRIPLE TTT PARTE II COMPLETO LINK Acá abajo 👇,0,False,https://www.tiktok.com/@emirabdulgani/video/7102111327253974277?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102111327253974277&source=h5_m,4850088,955,1478,571,425656,7028498814554130433,7028498814554130433,10033,7028498814554130433,Envolver,Anitta,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b9da595ac92742758a78fa7efd992747,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/64d77a1ed52b41a39d8a5009811e2209,True,True,,,,,[],0,0,Colombia,#dúo,0,0,0,0,0,0,0,0,0,0
6,CO,7084095718004116742,1649394568,Tragada 👰‍♀️ #🏳️‍🌈 #foryou #viral,6936280336784212997,dani,Sígueme en instagram: @dabarcast,0,False,https://www.tiktok.com/@dabarcast/video/7084095718004116742?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084095718004116742&source=h5_m,3950006,699,1662,3564,73388,7068080899446835974,7068080899446835974,72,7068080899446835974,original sound - _necesito_ayuda_lopez (Contains music from: If Only - Adriana Vitale),"Contains music from: ""If Only""",6.623411518103732e+18,:(:,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7068080888323934981.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4cc7ecf045eff36025259292c359feb5.json,False,False,Adriana Vitale,If Only,original sound - _necesito_ayuda_lopez (Contains music from: If Only - Adriana Vitale),"Contains music from: ""If Only""",[],0,0,Colombia,#🏳️‍🌈 #foryou #viral,0,0,1,0,0,0,0,0,0,1
7,CO,7102951867621068038,1653784858,Digo no más jajak,6832657999165981702,La_femiloka,"Feminista, Izquierdosaaa",0,False,https://www.tiktok.com/@la_femiloka/video/7102951867621068038?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102951867621068038&source=h5_m,376213,468,172,382,25374,7102951827519458054,7102951827519458054,72,7102951827519458054,original sound - la_femiloka,La_femiloka,6.832657999165982e+18,La_femiloka,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102951849220754181.mp3,,False,False,,,,,[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
0,US,7071252650456583470,1646404308,😳,6567760124612624390,Joe,I 1v1’d my little sister! 💀⬇️,0,False,https://www.tiktok.com/@joealbanese/video/7071252650456583470?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071252650456583470&source=h5_m,23204576,29961,29139,56568,2704733,7045048731485358895,7045048731485358895,72,7045048731485358895,give credits to iluvwill (Contains music from: Go Ahead - Dayin),"Contains music from: ""Go Ahead""",7.038396050862392e+18,syo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7045048740624993070.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c9d6fd9007816f8477db07d94f1e0645.json,False,False,Dayin,Go Ahead,give credits to iluvwill (Contains music from: Go Ahead - Dayin),"Contains music from: ""Go Ahead""",[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
1,AU,7090035305738210561,1650777486,I am so obsessed! | DC: @Tracy Joseph,6740536157644784646,🌸Mama Unice🌸,"𝐈𝐆:unicewani
🇺🇬🇦🇺𝟏𝟗
📨: unicewani@viralnationtalent.com",0,False,https://www.tiktok.com/@unicewani/video/7090035305738210561?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090035305738210561&source=h5_m,35076764,39386,37661,51887,3932630,7003020102824512262,7003020102824512262,72,7003020102824512262,Love Nwantiti(Dance Ver) (Contains music from: love nwantiti (ah ah ah) - CKay),"Contains music from: ""love nwantiti (ah ah ah)""",6.897884447039866e+18,FYP🖤🇲🇺,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7003020204150213382.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/645af6e7c04c94e40dffde86cfc0b5db.json,False,False,CKay,love nwantiti (ah ah ah),Love Nwantiti(Dance Ver) (Contains music from: love nwantiti (ah ah ah) - CKay),"Contains music from: ""love nwantiti (ah ah ah)""",[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
2,IT,7098756200728120581,1652807977, ,7072758824806040581,Sasha,"Il meglio del cinema 🎥  🎬 🍿


Ig: sashastanca",0,False,https://www.tiktok.com/@sashastanca10/video/7098756200728120581?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098756200728120581&source=h5_m,22901495,1925,901,3208,1261305,7098756194159889158,7098756194159889158,72,7098756194159889158,original sound - sashastanca10 (Contains music from: Abusadamente - MC Gustta & MC DG),"Contains music from: ""Abusadamente""",7.072758824806041e+18,Sasha,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098756193007192838.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a1aaf93f9d12bd609b8754c3669a576c.json,False,False,MC Gustta & MC DG,Abusadamente,original sound - sashastanca10 (Contains music from: Abusadamente - MC Gustta & MC DG),"Contains music from: ""Abusadamente""",[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
3,GB,7098357350888639749,1652715112,Three facts about my stoma..,6813456981270561798,Mesha,✨Educate & support those suffering with chronic illness - My best is on IG 👈🏽,0,False,https://www.tiktok.com/@mr.colitiscrohns/video/7098357350888639749?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098357350888639749&source=h5_m,4975040,2712,1620,2479,101182,6704977837100632066,6704977837100632066,10033,6704977837100632066,House of Memories,Panic! At The Disco,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7318acd719bc42a68eb69a1f34c10201,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/1a4b9410bb0b4a378bb4bef42a290590,True,True,,,,,[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
4,US,7074155087706213633,1647080083,Glass bridge challenge 🌉 #5mchouse #partygame #squidgame #springbreak,6994420661054718977,5-Minute Crafts HOUSE,,0,False,https://www.tiktok.com/@5mc.house/video/7074155087706213633?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074155087706213633&source=h5_m,32418082,1097,3389,12345,627888,7011006288477816834,7011006288477816834,10033,7011006288477816834,Pink Soldiers,23,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1fbc760c5789464b9df37079a1603038,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/80fb3053b25b44fdae56a66f4b481abc,False,True,,,,,[],0,0,Colombia,#5mchouse #partygame #squidgame #springbreak,0,0,0,0,0,0,0,0,0,0
5,GB,7101800675495005445,1653516825,Look at me go #walkingonwater,6887544363170464769,TJ The Frenchie,"Hi I’m TJ the Frenchie 🐾
Give me a follow 😊 
Kent, UK 🇬🇧
The boss @pup.eco",0,False,https://www.tiktok.com/@tjthefrenchie/video/7101800675495005445?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101800675495005445&source=h5_m,6739207,5488,14250,20217,843291,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Colombia,#walkingonwater,0,0,0,0,0,0,0,0,0,0
6,ES,7102707628429561094,1653727993,Madrid en alerta ⚠️ #madrid #callao #strangerthings #strangerthings4 #netflix,6892176501534540802,Madrid4U,"Quédate para conocer los planes más 🔝 de Madrid

IG Madrid4U

ENTRADAS ⬇️",0,False,https://www.tiktok.com/@madrid4u/video/7102707628429561094?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102707628429561094&source=h5_m,12284921,4600,25285,566,302337,6818218513426024449,6818218513426024449,10033,6818218513426024449,Stranger Things,Kyle Dixon & Michael Stein,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6cb6a6aebe3e4ac6a99e553c9a03af12,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/999ae6f0ddb24918a685a763f9fde36e,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1143131699', 'external_song_key': 'apple_song_id'}]",0,0,Colombia,#madrid #callao #strangerthings #strangerthings4 #netflix,0,0,0,0,0,0,0,0,0,0
7,MX,7102149717055769902,1653598091,Me encanta esta versión de @Leduar Lopez,168541398546182144,Shakira,Official account / perfil oficial,0,False,https://www.tiktok.com/@shakira/video/7102149717055769902?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102149717055769902&source=h5_m,8472911,5467,2027,3753,737862,7088052475416169262,7088052475416169262,10036,7088052475416169262,Te Felicito,Shakira & Rauw Alejandro,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a8f2b2f07194ba8ae6cc6cb1481c023,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0f99e34b243b4c5890f8242361413e55,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619007597', 'external_song_key': 'apple_song_id'}]",0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
0,CO,7101873612746968325,1653533809, ,7012110537594291205,Ellen,"Ig: ellenpalacios_

Second account: @ellenp2022",0,False,https://www.tiktok.com/@ellp2022/video/7101873612746968325?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101873612746968325&source=h5_m,5293277,664,1528,159,492378,6790548501458602758,6790548501458602758,72,6790548501458602758,S3RL Hentai (Contains music from: Hentai (DJ Edit) - S3RL & S3RL),"Contains music from: ""Hentai (DJ Edit)""",6.698307125314635e+18,FING.AVATAR,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1657853248087093.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/80df6a06e6d07927325c4aae009c8908.json,False,False,S3RL & S3RL,Hentai (DJ Edit),S3RL Hentai (Contains music from: Hentai (DJ Edit) - S3RL & S3RL),"Contains music from: ""Hentai (DJ Edit)""",[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
