,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_asmr,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_satisfying,hash_trending,hash_viral,hash_xyzbca
4,GB,7102278502187109638,1653628081,#bull #cow,7101907462891324422,🌵The sound of nature 💦,"🌱Give them a little love,the earth is our only home🥰",0,False,https://www.tiktok.com/@zxwvpn666/video/7102278502187109638?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102278502187109638&source=h5_m,117748,10,2,5,1431,6876302000137439246,6876302000137439246,10036,6876302000137439246,Paris,斌杨Remix,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/afa6612d4efa4b029fb656f468dd6442,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/02d15d9704e34920abe2d4ec983893f9,False,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#bull #cow,0,0,0,0,0,0,0,0,0,0
5,US,7085007870789438763,1649606943,@kennysafar better next time…,6779379165990650886,Dani Razooqi,"Perfect Rolls at Choco Mania Cafe
Inquiries: dani.razooqi2@gmail.com
Satire :)",0,False,https://www.tiktok.com/@danirazooqi/video/7085007870789438763?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085007870789438763&source=h5_m,10062117,6652,302,966,816735,7085007861167901486,7085007861167901486,72,7085007861167901486,original sound - danirazooqi,Dani Razooqi,6.779379165990651e+18,Dani Razooqi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7085007879308184366.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
6,GB,7095809878316420358,1652121983,First taste of pasta 🍝 what a time to be alive #babyledweaning #blw #blwideas #mumsoftiktok #babyledweaningideas,6808952162204173318,Moon & Rue,"First time Mum to 6month old, Rue
Sharing mum stuff & BLW ideas 
😊🤍",0,False,https://www.tiktok.com/@moonandrue/video/7095809878316420358?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095809878316420358&source=h5_m,10345075,5977,9229,3971,1417538,6751218106342836226,6751218106342836226,10033,6751218106342836226,Intro,The xx,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4f458f11b75d4c738ea0c473c2a5b60f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2ab34d9432f74bcb90eb72704b5fd10e,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '329481197', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#babyledweaning #blw #blwideas #mumsoftiktok #babyledweaningideas,0,0,0,0,0,0,0,0,0,0
7,GB,7091759778233339141,1651178996,I promised I’d post this as it’s a mess! Check out this video for an explanation @forfarriersbyfarriers #forfarriersbyfarriers #farrier #farriersoftiktok #equestrian #horse #fyp #fypシ #fypage #foryou #foryoupage #asmr #satisfying #viral #verifyme #onlyinmycalvins,6930384587320099845,forfarriersbyfarriers,"Educational farriery content
Business enquiries 📨 info@ffbfmedia.com
links
 👇",0,False,https://www.tiktok.com/@forfarriersbyfarriers/video/7091759778233339141?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091759778233339141&source=h5_m,13383102,1377,1737,1505,468082,6925246074957334530,6925246074957334530,10033,6925246074957334530,Clouds,Luke Faulkner,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/45da8a9b17f3463dbfd147cd29fc87e3,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ab1178aaf3964a51a1fe924238991cda,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1490426763', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#forfarriersbyfarriers #farrier #farriersoftiktok #equestrian #horse #fyp #fypシ #fypage #foryou #foryoupage #asmr #satisfying #viral #verifyme #onlyinmycalvins,1,1,1,0,1,1,1,0,1,0
0,US,7090184677285236011,1650812263,😎😎😎#fyp #foryou #foryoupage,7064815441285383214,fourhmg,,0,False,https://www.tiktok.com/@hmg....0/video/7090184677285236011?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090184677285236011&source=h5_m,4104939,21950,32752,29784,707118,7090184628509756202,7090184628509756202,72,7090184628509756202,original sound - hmg....0,fourhmg,7.064815441285383e+18,fourhmg,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7090184672000396078.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a163f6abe1cb7ad6a8806e70504f221e.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#fyp #foryou #foryoupage,0,1,1,0,1,0,0,0,0,0
1,NL,7082490434747895045,1649020807,#art #artist #realism #drawing #artbyoums #fyp #artistsoftiktok #pencilart,6759869554148623365,Artbyoums,"🇳🇱🇲🇦
Just art 
MGMT: @clickstalent
Prints & custom drawing 👇🏼",0,False,https://www.tiktok.com/@artbyoums/video/7082490434747895045?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082490434747895045&source=h5_m,17826052,11896,12272,20621,3045301,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#art #artist #realism #drawing #artbyoums #fyp #artistsoftiktok #pencilart,0,0,0,0,1,0,0,0,0,0
2,GB,7098368414531587333,1652717689,#duet with @ilysmnails,7531698,Levi Jed Murphy,"business: henry@cadence-talent.com

👇🏽 MY GAWWJUS MERCH BELOW 👇🏽",0,False,https://www.tiktok.com/@levijedmurphy/video/7098368414531587333?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098368414531587333&source=h5_m,2035637,517,233,1838,136907,7082370286401702683,7082370286401702683,24,7082370286401702683,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",6.508494589473112e+18,Duckhead Dj Kasur,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7082370305552829210.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/241863689ab47c011269273c5f206d17.json,False,False,WILLOW,Wait a Minute!,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",[],0,0,"Bonaire, Sint Eustatius and Saba",#duet,0,0,0,0,0,0,0,0,0,0
3,DE,7103234188731616517,1653850590, ,6928036397187548165,🔥Forged in Fire🔥,"🔥Forged in Fire🔥
Any Kind of weapons
⚔️🗡️🛡️🏹🎯 
you are welcome to tip",0,False,https://www.tiktok.com/@xxx.forged.in.fire.2021/video/7103234188731616517?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103234188731616517&source=h5_m,394908,32,3,18,15419,6833934234948732941,6833934234948732941,25,6833934234948732941,Get You The Moon,Kina,,,True,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7bb0a250720f4a7f9be6a49574d518ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9bf325e67b3a484893faf2054ca32e51,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1470415871', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
4,BR,7094830628843179270,1651893987,Canal no YouTube: Mannu Asmr😴 #contasgotas #asmrsonsdeboca #tiktokasmr #liveasmr #asmrspitpaint,7022049109334967302,Mannu Asmr,"😴LIVES TODOS OS DIAS 00h30😴
INSTAGRAM: @MANNUMACEDO
👇🏻Canal de Asmr👇🏻",0,False,https://www.tiktok.com/@mannuasmr/video/7094830628843179270?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094830628843179270&source=h5_m,5960566,3964,1056,3921,558045,7094830568471022342,7094830568471022342,72,7094830568471022342,original sound - mannuasmr,Mannu Asmr,7.022049109334967e+18,Mannu Asmr,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094830603865950982.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0b6bf395ca28d43b82dc968a243e40ea.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#contasgotas #asmrsonsdeboca #tiktokasmr #liveasmr #asmrspitpaint,0,0,0,0,0,0,0,0,0,0
5,US,7078818991950810414,1648165983,Everyone is so nice. Can we find these people?? #college #students #psu #fyp,63109004897292288,Sean,"19
Prulo@thecultureclub.us",0,False,https://www.tiktok.com/@thatstateguy/video/7078818991950810414?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078818991950810414&source=h5_m,15914155,3762,1414,1709,2386923,280513311648153600,280513311648153600,74,280513311648153600,How Long,Charlie Puth,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e109a2bb2db14c5095a45356372e1a18,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ecfa44aa0bfd4810816c93df238ca675,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1293230534', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#college #students #psu #fyp,0,0,0,0,1,0,0,0,0,0
6,US,7074758283654860075,1647220525,Miss you always.🤍 #fyp #foryoupage #rip #llc #widowed #parati #gravecleaning #cemetry #loves #angel #heaven #gonebutneverforgotten,6715433573019157510,NenaOcho,"#brownpride
La vida es prestada.
I make videos to cope.
LLC🤍🕊",0,False,https://www.tiktok.com/@esta.nena/video/7074758283654860075?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074758283654860075&source=h5_m,6749199,4691,2523,123,1248961,6727086418289494018,6727086418289494018,10033,6727086418289494018,When I Die,Cuete,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/bf1a808f027e48ed8ef2ab098abf534c?x-expires=1653914315&x-signature=VPlwg45zU6sM%2FRebHsJU5GNyxks%3D,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '289305681', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#fyp #foryoupage #rip #llc #widowed #parati #gravecleaning #cemetry #loves #angel #heaven #gonebutneverforgotten,0,0,1,0,1,0,0,0,0,0
7,CA,7102593801536998662,1653701496,it’s an ongoing problem… #original #singing #newmusic,6883577548808094722,Katherine Li,PRESAVE ‘HAPPENING AGAIN’ ⬇️,0,False,https://www.tiktok.com/@katherine.li/video/7102593801536998662?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102593801536998662&source=h5_m,3659015,8744,12550,47407,917250,7100368186956139270,7100368186956139270,72,7100368186956139270,presave happening again,Katherine Li,6.883577548808095e+18,Katherine Li,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100368175782546181.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2e85dcc3b0597c043248f8befefe115c.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#original #singing #newmusic,0,0,0,0,0,0,0,0,0,0
0,FR,7073822003299372293,1647002535,Wassup @yurleogfp 🦄🕺🏿 #fyp #dance #unicorn #sturdy,6932885297051911173,Ghosty 🦄,🦄🌶,0,False,https://m.tiktok.com/v/7073822003299372293.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073822003299372293&source=h5_m,10912454,3781,5266,527,1104429,7057815996584905519,7057815996584905519,72,7057815996584905519,Revolution Drill (Contains music from: New Revolution - Kenzoo),"Contains music from: ""New Revolution""",6.798317033252996e+18,𝑼𝒏𝒍𝒖𝒄𝒄𝒚 𝑹𝒐𝒎𝒆 ✪,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7057816127048747823.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/f289a8cdebb186c9d5c42169a5c14867.json,False,False,Kenzoo,New Revolution,Revolution Drill (Contains music from: New Revolution - Kenzoo),"Contains music from: ""New Revolution""",[],0,0,"Bonaire, Sint Eustatius and Saba",#fyp #dance #unicorn #sturdy,0,0,0,0,1,0,0,0,0,0
1,US,7073164486848367878,1646849441,#fyp #foryoupage #foryou @vin_cenz,6858571683356574726,MONNYMOVES,"IG - @monnymoves
💌 monnymoves@currentsmgmt.com",0,False,https://m.tiktok.com/v/7073164486848367878.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073164486848367878&source=h5_m,9831120,4579,4300,7681,651597,7073164473724455686,7073164473724455686,72,7073164473724455686,original sound - monnymoves_,MONNYMOVES,6.858571683356575e+18,MONNYMOVES,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073164489780103941.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#fyp #foryoupage #foryou,0,1,1,0,1,0,0,0,0,0
2,DE,7099111262247750917,1652890646,is it only me? ib: @Tyler Ashton #viral#fyp#trend#school#funny#elevatorboys,6813884539272201221,jacob rott,"IG: jacobrott
boy meets world 🌍 

𝕳𝖊𝖑𝖑 𝖜𝖆𝖘 𝖇𝖔𝖗𝖎𝖓𝖌",0,False,https://m.tiktok.com/v/7099111262247750917.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099111262247750917&source=h5_m,5009384,7878,3909,235,907610,6823385223921666822,6823385223921666822,72,6823385223921666822,original sound - c.e.povs,c&e,6.774796714090382e+18,c&e,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/4cbe426d4a7d4811692f9eaa39dbea6c.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/92f164588b186d84bf91550d53c1bdcc.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#viral#fyp#trend#school#funny#elevatorboys,0,0,0,1,1,0,0,0,1,0
3,AU,7087116462653017345,1650097890,Other Dads VS. Desi Dads 💁🏻‍♂️💁🏽‍♂️ #avnfam #musical,6707120964011983878,avneesha,"artist • songwriter • meme
📧bonnie@bornbredtalent.com
↓",0,False,https://m.tiktok.com/v/7087116462653017345.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087116462653017345&source=h5_m,3761223,2243,1569,10331,610779,7087116465916152577,7087116465916152577,72,7087116465916152577,original sound - avneesha_official,avneesha,6.707120964011984e+18,avneesha,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7087116404473858817.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/87d80b6aa3a657ba2fa49a9bf292a617.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#avnfam #musical,0,0,0,0,0,0,0,0,0,0
4,GB,7091346136736238853,1651082687,💖 Follow to stay 💖 #cleantok #welcometocleantok #fyp #foryoupage #cleanwithme,6809619068619686917,Tayla 🦋,"✨Cleaning & Motherhood ✨
homewithtayx@outlook.com",0,False,https://m.tiktok.com/v/7091346136736238853.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091346136736238853&source=h5_m,5127310,408,1863,87,257995,6951526420573424390,6951526420573424390,72,6951526420573424390,NOTTHEWORSTCLEANERS SOUND,Nottheworstcleaner,6.886410058105505e+18,Nottheworstcleaner,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6951526521525881606.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e67f7949c82c12fda729b105d2d0969d.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#cleantok #welcometocleantok #fyp #foryoupage #cleanwithme,0,0,1,0,1,0,0,0,0,0
5,US,7080688065748110638,1648601160,"how""s your intuition been lately? @facetsofenergy  #intuition #intuitiontest #intuitionchallenge #intuitive #testyourintuition #test  #crystaltok #stones #rocks #crystals #gems #crystalhealing #crystalhealingenergy #crystalenergy #crystalhealer #healingjourney #healingenergy  #spiritualtok #spirituality #spiritual #spiritualawakening #spirittok #spiritualjourney #witchy #witchyvibes #witchtok #facetsofenergy #💎",6530326774931264512,facetsofenergy,"Crystal Healing 💎 Spiritual Tips
 Yogini 🧘‍♀️
✨️ Self-Affirmations ✨️",0,False,https://m.tiktok.com/v/7080688065748110638.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080688065748110638&source=h5_m,5102791,24414,4757,2253,460835,7023875726227015681,7023875726227015681,10033,7023875726227015681,Time Machine,Muni Long,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f79c51aa12d3499fa3d1cdb3f196b0e2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/227c943a143e476c93217dcf66080201,False,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#intuition #intuitiontest #intuitionchallenge #intuitive #testyourintuition #test #crystaltok #stones #rocks #crystals #gems #crystalhealing #crystalhealingenergy #crystalenergy #crystalhealer #healingjourney #healingenergy #spiritualtok #spirituality #spiritual #spiritualawakening #spirittok #spiritualjourney #witchy #witchyvibes #witchtok #facetsofenergy #💎,0,0,0,0,0,0,0,0,0,0
6,US,7085403691573939499,1649699103,Y’alllll some nasty germs had the audacity to take over my stomach of steel 😂😂 #mukbang,6713646387677414405,Ashley,"♡ Someone out there feels better because you exist ♡
💌contact@ashleyyi.com",0,False,https://m.tiktok.com/v/7085403691573939499.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085403691573939499&source=h5_m,7459749,2097,771,786,1004090,6855250725862115330,6855250725862115330,10033,6855250725862115330,"Coconut Mall (From ""Mario Kart Wii"")",Arcade Player,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/94e9293d28a3496981f09994bdb78107,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/00b5572bf6a4433ab7432896cd5e7979,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1525839994', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#mukbang,0,0,0,0,0,0,0,0,0,0
7,US,7077730312373079342,1647912505,This one hurt😅 #babiesoftiktok #babies #babyfever #babyboy,6873242270616241158,Krystiana,,0,False,https://m.tiktok.com/v/7077730312373079342.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077730312373079342&source=h5_m,2514580,698,473,59,247343,7077730302042393387,7077730302042393387,72,7077730302042393387,original sound - krystianatiana,Krystiana,6.873242270616241e+18,Krystiana,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7077730325312359214.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#babiesoftiktok #babies #babyfever #babyboy,0,0,0,0,0,0,0,0,0,0
0,GB,7078972935012207878,1648201827,Reply to @marvel - I'll never give up! #drstrange @disneyplus,6726456806787712005,Dr Strange,"Benedict Cumberbatch lookalike
I am not the real actor!",0,False,https://www.tiktok.com/@cumbermatch/video/7078972935012207878?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078972935012207878&source=h5_m,21499993,7967,12870,10523,2145882,6891415307097737217,6891415307097737217,10033,6891415307097737217,Marvel Studios Fanfare,Geek Music,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b30036845c50486ebdfd0e1289cbecf3,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/fd7e58e89e7b49fbb26011f4e56c5412,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1242241854', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#drstrange,0,0,0,0,0,0,0,0,0,0
1,AU,7101730072981294338,1653500385,Reply to @favmantumuncher #hair #blonde #bleach #tutorial #beauty #foryou #fyp,6744991867483653125,viv,"follow the instagram
✨20% off eyevos contacts wit vivian20✨
lashes in linktree",0,False,https://www.tiktok.com/@viviantried/video/7101730072981294338?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101730072981294338&source=h5_m,10137637,2585,1805,28262,1082735,7080591135152229125,7080591135152229125,10036,7080591135152229125,go (Higher & Faster),Cat Burns,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e4f928b2a3e74831a669c7c8b11a0022,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ac0956c616bb4cd8a982ff1e92208de7,False,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#hair #blonde #bleach #tutorial #beauty #foryou #fyp,0,1,0,0,1,0,0,0,0,0
2,GB,7076900616731151622,1647719326,makeup inspired by emojis!! 🎭🐸🤡🍉 bringing the trend back once again hehe #fyp #foryou #emojichallenge #emojimakeup,6910142821216846854,𝐂 𝐀 𝐘 𝐋 𝐀,"19 | ily | UK
insta @caylasmakeup
youtube - CaylasMakeup
💌caylawood3@icloud.com",0,False,https://www.tiktok.com/@caysmakeup/video/7076900616731151622?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076900616731151622&source=h5_m,19156287,12978,9435,16727,3667518,6875391602689379074,6875391602689379074,72,6875391602689379074,dark horse,elizabeth,6.720539865803097e+18,elizabeth,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6914057454519208706.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/caf85f73f7de1442fe2af02090abd3f7.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#fyp #foryou #emojichallenge #emojimakeup,0,1,0,0,1,0,0,0,0,0
3,CA,7089911689084275973,1650748704,milk cake + gulab jamun #fyp #foryou #fypシ #viral #rolledicecream #canada #ontario #brampton #toronto,7002426913391084549,RockNRollz,"Rolled Icecream Store
511 Ray Lawson Blvd, Unit 11
8907 The Gore Road, Unit 18",0,False,https://www.tiktok.com/@rocknrollzicecream/video/7089911689084275973?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089911689084275973&source=h5_m,3190824,1081,4435,2030,161777,6917160771067578370,6917160771067578370,10033,6917160771067578370,Sugar,Maroon 5,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6c489ef372ad49369d47bb6385d4e1d7,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/060ed76544014c36a1d637eb1a6fce6d,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '993354484', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#fyp #foryou #fypシ #viral #rolledicecream #canada #ontario #brampton #toronto,0,1,0,0,1,1,0,0,1,0
4,US,7076482619478641962,1647622004,#stitch with @jf.okay Tesla secrets. #teslacheck  #teslatok #teslacar #lol #official #teslasecrets,6806863678836737030,Kay.Official,,0,False,https://www.tiktok.com/@kay.official.page/video/7076482619478641962?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076482619478641962&source=h5_m,10562512,2690,3776,38,408987,7076482589363571498,7076482589363571498,72,7076482589363571498,original sound - kay.official.page,Kay.Official,6.806863678836737e+18,Kay.Official,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076482611190795050.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#stitch #teslacheck #teslatok #teslacar #lol #official #teslasecrets,0,0,0,0,0,0,0,0,0,0
5,CA,7078833505043631362,1648169365,Diamond expert wasn’t amused 🙃 #diamondtesterprank #diamondtesterchallenge #diamondtester #diamonds #diamond #vancouver #vancouverbc #richmondbc #yvr,6705907292267758597,Christine Jewellers,"CEO of 💎 Testing
Follow us on IG
🇨🇦 Richmond, BC 
👇🏻 Shop Online",0,False,https://www.tiktok.com/@christinejewellers/video/7078833505043631362?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078833505043631362&source=h5_m,15209019,1182,420,4080,1622897,7078833464371350274,7078833464371350274,72,7078833464371350274,original sound - christinejewellers,Christine Jewellers,6.705907292267759e+18,Christine Jewellers,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7078833385564605185.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#diamondtesterprank #diamondtesterchallenge #diamondtester #diamonds #diamond #vancouver #vancouverbc #richmondbc #yvr,0,0,0,0,0,0,0,0,0,0
6,US,7086061598342778158,1649852285,comment what’s next 😱,6749139231430853637,dr ryan,"📩: drryanmedia@gmail.com
ENCANTO VS TURNING RED👇🏻",0,False,https://www.tiktok.com/@skincareryan/video/7086061598342778158?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086061598342778158&source=h5_m,49782873,29676,4424,14968,4965266,7086061495183821611,7086061495183821611,72,7086061495183821611,original sound - skincareryan,dr ryan,6.749139231430854e+18,dr ryan,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7086061583499053870.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d6307e896bce03d5739b292416722ea9.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
7,US,7071334642355375403,1646423397,Abuelo different !!,4603961,Tonio Skits,Tush Cush order here,0,False,https://www.tiktok.com/@tonioskits/video/7071334642355375403?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071334642355375403&source=h5_m,70875116,6770,40960,117585,1185395,7071334584121641770,7071334584121641770,72,7071334584121641770,original sound - tonioskits,Tonio Skits,4603961.0,Tonio Skits,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7071334623309122350.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/14461c568f8b14ed9a45a9d472068d7e.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
