,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,loc,test,hash_ai,hash_foryou,hash_fyp,hash_fypシ,hash_imparacontiktok,hash_italy,hash_neiperte,hash_parati,hash_perte,hash_viral
7,US,7103373882098191621,1653883117,🤦🏼‍♀️,135245035368783872,gaia bianchi👸🏼💸,barbie più drill💙,0,False,https://www.tiktok.com/@la.bianchis/video/7103373882098191621?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103373882098191621&source=h5_m,985609,831,656,1799,186382,7073876545902775046,7073876545902775046,10036,7073876545902775046,Whap Whap (feat. F.S.),Skillibeng,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/16c8c26b1d7144b184b1b942fc6d0eb4,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a76529d24f6f4094a8ae2c40b7ac3db6,False,True,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
0,IT,7102299935319575813,1653728401,Colpo di scena finale! (MI DISSOCIO),6756264418197537797,Pera Toons,"Battute e freddure quotidiane!
Acquista il mio libro GIOCHI E RISATE:",0,False,https://www.tiktok.com/@pera_toons/video/7102299935319575813?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102299935319575813&source=h5_m,2205794,769,10910,7703,139430,7102709339173014278,7102709339173014278,72,7102709339173014278,original sound - pera_toons,Pera Toons,6.756264418197538e+18,Pera Toons,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102709352154319622.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
1,IT,7101003524175072518,1653331223,#perte,6910121389613876230,🤍,"seguitemi su IG
🇮🇹",0,False,https://www.tiktok.com/@__la_sofi_/video/7101003524175072518?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101003524175072518&source=h5_m,782965,1565,1808,1984,119431,7094703300322708230,7094703300322708230,72,7094703300322708230,original sound - _ma._sticazzi_,🫶🏻,7.069532572245591e+18,🫶🏻,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094703315782470405.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a411eb358e9a2fe89db94b2fad16f722.json,False,False,[],0,0,,,,,Italy,#perte,0,0,0,0,0,0,0,0,1,0
2,IT,7102113770641673477,1653589723,HAHAHHA vi amo,226480038370553856,Denisa pralea,"Raga ho perso il profilo :(
Sparatemi grazie.
Ig: pralea_denisa",0,False,https://www.tiktok.com/@denisa_pralea0/video/7102113770641673477?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102113770641673477&source=h5_m,1147114,693,1443,2549,167486,7081321749840660481,7081321749840660481,10033,7081321749840660481,Thick (feat. MamboLosco) (Remix),Slings,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e937b792d33b49919bbcbddbd7cd6314,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/45ed4adf29ad4af2a0495482b9ba350d,False,True,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
3,IT,7103541364494765317,1653922111,#filmclips #film #ladra #truffatrice #inteligente #filmviral #parati #foryou,6827164893067592710,🎥🎥🍿,Vuoi vederti un bel film?scorri qui sotto👇🏼👇🏼🔽,0,False,https://www.tiktok.com/@ti_consiglio_un_film/video/7103541364494765317?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103541364494765317&source=h5_m,464715,217,429,0,37164,7103541375316052742,7103541375316052742,72,7103541375316052742,original sound - ti_consiglio_un_film,🎥🎥🍿,6.827164893067593e+18,🎥🎥🍿,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103541377060981510.mp3,,False,False,[],0,0,,,,,Italy,#filmclips #film #ladra #truffatrice #inteligente #filmviral #parati #foryou,0,1,0,0,0,0,0,1,0,0
4,IT,7102105558257306885,1653587810,Ma quanto è preziosa 🥹 #fypシ #dualipa #pov #milan altri video su IG @devidcampagnolo_,6733836724104938502,Devid Campagnolo,"CEO of “io non ho fatto niente”
IG: @devidcampagnolo_",0,False,https://www.tiktok.com/@devidcampagnolo_/video/7102105558257306885?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102105558257306885&source=h5_m,2236518,753,1445,1675,345404,7019714357059881733,7019714357059881733,10036,7019714357059881733,Cornfield Chase,Dorian Marko,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ef06dadaafdf4ebda4ff453f6f400696,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b4e216688fcf45cb85d82adf0e19ee54,True,True,[],0,0,,,,,Italy,#fypシ #dualipa #pov #milan,0,0,0,1,0,0,0,0,0,0
5,UA,7098679394952072453,1652790095,#🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦 #🇺🇦🇺🇦🇺🇦💙💛 #Рек #Топ #славаукраїні #украинатикток #ЗСУ #война,6898429790781850630,Александр,"PayPal
hukukraine242022@gmail.com
🇺🇦",0,False,https://www.tiktok.com/@alexhook2303/video/7098679394952072453?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098679394952072453&source=h5_m,843561,5464,698,14,121982,6869866591132109569,6869866591132109569,72,6869866591132109569,original sound - _nice_rauf (Contains music from: Ainsi bas la vida - Indila),"Contains music from: ""Ainsi bas la vida""",6.827821822529095e+18,Rauf Alekperov,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6869866407471893249.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/82933bb6b312f89157ab82a28e73889a.json,False,False,[],0,0,Indila,Ainsi bas la vida,original sound - _nice_rauf (Contains music from: Ainsi bas la vida - Indila),"Contains music from: ""Ainsi bas la vida""",Italy,#🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦 #🇺🇦🇺🇦🇺🇦💙💛 #Рек #Топ #славаукраїні #украинатикток #ЗСУ #война,0,0,0,0,0,0,0,0,0,0
6,IT,7102711301239033093,1653728848,#trash #neiperte #theferragnez #leoneluciaferragni #fedez,6985788906345219077,A tutto TRASH,Secondo profilo @a.tutto.trash1 🤪📺,0,False,https://www.tiktok.com/@a.tutto.trash5/video/7102711301239033093?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102711301239033093&source=h5_m,566837,127,554,214,34217,7102711270189189894,7102711270189189894,72,7102711270189189894,original sound - a.tutto.trash5,A tutto TRASH,6.985788906345219e+18,A tutto TRASH,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102711255879224070.mp3,,False,False,[],0,0,,,,,Italy,#trash #neiperte #theferragnez #leoneluciaferragni #fedez,0,0,0,0,0,0,1,0,0,0
7,IT,7103562130934320389,1653926945,🎣 Mention your friends 🤣 #learnfromkhaby #LearnOnTikTok @tiktok @tiktokcreators,127905465618821121,Khabane lame,"Se vuoi ridere sei nel posto giusto😎 
If u wanna laugh u r in the right place😎",0,False,https://www.tiktok.com/@khaby.lame/video/7103562130934320389?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103562130934320389&source=h5_m,3320777,4417,2699,3324,406244,7103562131865651974,7103562131865651974,72,7103562131865651974,original sound - khaby.lame,Khabane lame,1.2790546561882112e+17,Khabane lame,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103562131060771589.mp3,,False,False,[],0,0,,,,,Italy,#learnfromkhaby #LearnOnTikTok,0,0,0,0,0,0,0,0,0,0
0,IT,7071743675793018118,1646518633, ,7038619861552120838,antoniosbancatore_real,"Antonio
19y
Caserta
Ceo of: E CAPIT EH?
Mi piace divertirmi e mettermi in gioco",0,False,https://www.tiktok.com/@antoniosbancatore_real/video/7071743675793018118?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071743675793018118&source=h5_m,4006736,1570,7732,3462,177038,7071743645329689350,7071743645329689350,72,7071743645329689350,original sound - antoniosbancatore_real,antoniosbancatore_real,7.038619861552121e+18,antoniosbancatore_real,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071743660177607429.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2f9965d11b6bfbb9a9297fd3078b664f.json,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
1,IT,7103187584343411974,1653839739,my partner in crime❣@ilariacoia,6755442457738101765,Mara Conserva,"❤
instagram: mara_conserva",0,False,https://www.tiktok.com/@mara.conserva/video/7103187584343411974?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103187584343411974&source=h5_m,184241,148,246,658,28481,7074231256631986950,7074231256631986950,72,7074231256631986950,original sound - federico_412 (Contains music from: La Cripta (Remix) - Cutty Ranks & El Chombo),"Contains music from: ""La Cripta (Remix)""",6.914292857407636e+18,Hola 👀💖,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074231265691552517.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c27d539b828a80f74008c315a214c09b.json,False,False,[],0,0,Cutty Ranks & El Chombo,La Cripta (Remix),original sound - federico_412 (Contains music from: La Cripta (Remix) - Cutty Ranks & El Chombo),"Contains music from: ""La Cripta (Remix)""",Italy,,0,0,0,0,0,0,0,0,0,0
2,IT,7090607525292297478,1650910716,Nonno Faustino sempre felice ….. #neiperte #viral,6746223119608611845,carlettolife,Seguiteci su Instagram :Carlettolife,0,False,https://www.tiktok.com/@carlettolife/video/7090607525292297478?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090607525292297478&source=h5_m,778587,140,758,657,35036,7090607515100482309,7090607515100482309,72,7090607515100482309,original sound - carlettolife,carlettolife,6.746223119608612e+18,carlettolife,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090607518438689542.mp3,,False,False,[],0,0,,,,,Italy,#neiperte #viral,0,0,0,0,0,0,1,0,0,1
3,IT,7101260483050654982,1653391053,"Se avete altri dubbi inerenti agli allenamenti scrivetemi pure qui o su ig, o contattate direttamente il mio pt Andrea Capocci che è super top🖤",6985101885321593861,jennifer roncato,"Ig: jennifer.roncato
Contatti: jenniferoncato@kromagency.it",0,False,https://www.tiktok.com/@jenniferroncato4/video/7101260483050654982?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101260483050654982&source=h5_m,1507725,562,2440,8054,223697,7101260469851179782,7101260469851179782,72,7101260469851179782,original sound - jenniferroncato4,jennifer roncato,6.985101885321594e+18,jennifer roncato,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101260469947632389.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
4,IT,7103226819456797957,1653848874,"Scherzo eh, vi voglio bene ❤️",6736665109744501765,Jostyle17,"Quello che mette ansia 😂💪
Info e collab: info@isoladegliartisti.it",0,False,https://www.tiktok.com/@jostyle_17/video/7103226819456797957?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103226819456797957&source=h5_m,1261901,1538,2759,2997,211366,7103226816365972230,7103226816365972230,72,7103226816365972230,original sound - jostyle_17,Jostyle17,6.736665109744502e+18,Jostyle17,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103226823340788485.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
5,IT,7102452440544333062,1653668575,#erwinzanotti,6769474182419874822,Erwin Zanotti,"🔥Race car Driver and Supercar collector🔥

Follow my IG 🍾",0,False,https://www.tiktok.com/@erwinzanotti/video/7102452440544333062?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102452440544333062&source=h5_m,1507941,1007,1427,743,87146,7102452425751087878,7102452425751087878,72,7102452425751087878,original sound - erwinzanotti,Erwin Zanotti,6.769474182419875e+18,Erwin Zanotti,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102452429353962246.mp3,,False,False,[],0,0,,,,,Italy,#erwinzanotti,0,0,0,0,0,0,0,0,0,0
6,IT,7099085096023543045,1652884554,💙,6899814342364267522,Giulia🍀,NON andare su Instagram,0,False,https://www.tiktok.com/@giuliaottorini/video/7099085096023543045?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099085096023543045&source=h5_m,2808547,663,1114,1785,302664,7079496674678213381,7079496674678213381,10036,7079496674678213381,BOMBÓN,Daddy Yankee & El Alfa & Lil Jon,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a14555c53ea24acfbfe883fba4434a93,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e1f657b8483941b3b8cdf0e1b0234711,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1616751301', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
7,IT,7103604653618646278,1653936845,🇮🇹 Family,171767414626484224,Antonio Medugno,"Instragram: antonio.medugno
MODEL•

https://amzn.to/3DY6Jlq",0,False,https://www.tiktok.com/@antoniomedugno/video/7103604653618646278?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103604653618646278&source=h5_m,136477,90,48,62,24992,7099147793884842754,7099147793884842754,72,7099147793884842754,original sound - joshoconnorr,picklep8,7.0802527641987e+18,picklep8,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099147797651327745.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/22e5552b7383a6eeb0e1cc04ec8e6e89.json,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
0,IT,7079008912707505414,1648210203,omaigoad,109144063257288705,Alice ツ,"video cringe che potrebbero causare 
effetti collaterali anche gravi",0,False,https://www.tiktok.com/@ehvabbetantoormai/video/7079008912707505414?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079008912707505414&source=h5_m,5188766,9989,21691,16795,674863,7079008888409852678,7079008888409852678,72,7079008888409852678,amiœ daïe cosa faįə,Alice ツ,1.091440632572887e+17,Alice ツ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079008866112998149.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fce011d57fb9ac690223a3b4e04b39b3.json,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
1,US,7102115840266439941,1653590204, ,6666866281516728325,Kira Simurina lips baby🦋,👇🏼Subscribe please 👇🏼,0,False,https://www.tiktok.com/@kira_smrn/video/7102115840266439941?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102115840266439941&source=h5_m,4435772,751,386,1512,319646,7072756285149563649,7072756285149563649,24,7072756285149563649,original sound - willson_samp (Contains music from: 6 Legendary Spoons - Lil.Man),"Contains music from: ""6 Legendary Spoons""",6.976755863927686e+18,aypiks,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7072756285778692866.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bd8ee86f0ce6e10e634ac00f80c9e7de.json,False,False,[],0,0,Lil.Man,6 Legendary Spoons,original sound - willson_samp (Contains music from: 6 Legendary Spoons - Lil.Man),"Contains music from: ""6 Legendary Spoons""",Italy,,0,0,0,0,0,0,0,0,0,0
2,IT,7103600631126052101,1653935909,#medusa #cubomedusa #squalo #oceano #abissi,7017536057038111750,Video_di_tutti_i_tipi_911,"🌈ROAD TO 100,000 FOLLOWER🌈
mail: dome1991nico@libero.it",0,False,https://www.tiktok.com/@video_di_tutti_i_tipi_91/video/7103600631126052101?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103600631126052101&source=h5_m,675228,428,661,333,43299,6789771268162848769,6789771268162848769,10033,6789771268162848769,Furious,Hybrid Core Music + Sound,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b612725171c641a9833f8d82c6742e6e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/666b94c6ee6f4f23843c1454eb134f1f,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1497841469', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Italy,#medusa #cubomedusa #squalo #oceano #abissi,0,0,0,0,0,0,0,0,0,0
3,IT,7099116708279078150,1652891914, ,6637798948688347141,Sara Fregosi,"🏳️‍🌈
she/her
Scienze e Tecniche Psicologiche
Ordina qui il mio ROMANZO ⬇️",0,False,https://www.tiktok.com/@sarafregosi/video/7099116708279078150?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099116708279078150&source=h5_m,1530737,611,293,542,206625,7099116730185714438,7099116730185714438,72,7099116730185714438,original sound - sarafregosi,Sara Fregosi,6.637798948688347e+18,Sara Fregosi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099116732610661126.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
4,CO,7088731949560368390,1650474024,Bumbum 🍒,6987931254185280518,gemelasabello2,"Colombianas 🇨🇴
Síguenos en Instagram 👇🏼",0,False,https://www.tiktok.com/@gemelasabello2/video/7088731949560368390?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088731949560368390&source=h5_m,15802189,6722,26533,54992,1726110,7082928340063308550,7082928340063308550,10036,7082928340063308550,Vai malandra (feat. Tropkillaz & DJ Yuri Martins),Anitta & MC Zaac & Maejor,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9462474c0d114ee4a55594831b13ad5b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f373003e7c034aa4af80a84e179b2271,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1325912203', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
5,IT,7097582819420998917,1652534778,#ad VUOI UN CAFFÈ?✨ #italia #parlare #gesti #italiano #mamma #figli #Eurovision2022 #DietroLeQuinte  #ragazzi #perte #neiperte #viral @eurovision @tiktok_it #ad,6775939620619437062,Mattia Stanga,"Brescia, 👻
Vorrei fare tante cose ma faccio solo schifo
Insta: mattia_stanga 🤡",0,False,https://www.tiktok.com/@mattiastanga/video/7097582819420998917?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097582819420998917&source=h5_m,1338149,780,2217,1994,277206,7097582812185873157,7097582812185873157,72,7097582812185873157,original sound - mattiastanga,Mattia Stanga,6.775939620619437e+18,Mattia Stanga,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097582821967547141.mp3,,False,False,[],0,0,,,,,Italy,#ad #italia #parlare #gesti #italiano #mamma #figli #Eurovision2022 #DietroLeQuinte #ragazzi #perte #neiperte #viral #ad,0,0,0,0,0,0,1,0,1,1
6,IT,7103488932381216002,1653909902,Come rendere unico il tuo iPhone! ✨#iPhone #Smartphone #IPhone13ProMax #IPhone12 #iPhone11 #IPhoneXS #IPhone12Pro #IPhone13Pro #iPhoneMini #MiniIPhone #Tecnologia #Gadget #Tech,6783781390956086277,GoldenGianpy,"Email: gianpaolo.golden@gmail.com
📱 Seguimi Su Instagram 📱",0,False,https://www.tiktok.com/@goldengianpy/video/7103488932381216002?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103488932381216002&source=h5_m,97681,60,137,476,8971,7103488947133270785,7103488947133270785,72,7103488947133270785,original sound - goldengianpy,GoldenGianpy,6.783781390956086e+18,GoldenGianpy,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103488921791286018.mp3,,False,False,[],0,0,,,,,Italy,#iPhone #Smartphone #IPhone13ProMax #IPhone12 #iPhone11 #IPhoneXS #IPhone12Pro #IPhone13Pro #iPhoneMini #MiniIPhone #Tecnologia #Gadget #Tech,0,0,0,0,0,0,0,0,0,0
7,BR,7076122683229998342,1647538200,esses filtros estão cada vez mais precisos,6806398678791537669,Pri Arpini,"🇧🇷
insta @priscillaarpini",0,False,https://www.tiktok.com/@priarpini/video/7076122683229998342?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076122683229998342&source=h5_m,23297544,6058,3562,7745,2018691,7052185505961757486,7052185505961757486,72,7052185505961757486,original sound - ricksidebitch (Contains music from: Spider - Doggo),"Contains music from: ""Spider""",7.051282844338341e+18,lasnite,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7052185522072226607.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4ca861105c4d2b01877da6461c41d540.json,False,False,[],0,0,Doggo,Spider,original sound - ricksidebitch (Contains music from: Spider - Doggo),"Contains music from: ""Spider""",Italy,,0,0,0,0,0,0,0,0,0,0
0,IT,7098302030724222214,1652702233,#ai#monti#lattari#😋😋😋😋😋neiperteeeeeeee #viraletiktokkkkk,6990634271836767238,Donato,"via pignasecca 10 
3896279596",0,False,https://www.tiktok.com/@donatodecaprio3/video/7098302030724222214?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098302030724222214&source=h5_m,5055693,3283,2434,547,173888,7098302020406889222,7098302020406889222,72,7098302020406889222,original sound - donatodecaprio3,Donato,6.990634271836767e+18,Donato,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098301995819305733.mp3,,False,False,[],0,0,,,,,Italy,#ai#monti#lattari#😋😋😋😋😋neiperteeeeeeee #viraletiktokkkkk,1,0,0,0,0,0,0,0,0,0
1,IT,7097259550256008454,1652459512, ,6899814342364267522,Giulia🍀,NON andare su Instagram,0,False,https://www.tiktok.com/@giuliaottorini/video/7097259550256008454?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097259550256008454&source=h5_m,4418190,1234,1843,2538,506660,7087744357444471557,7087744357444471557,10036,7087744357444471557,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
2,IT,7093917323307912454,1651681338,Come vede una persona astigmatica ?👁 #ottici #optometristi #visione #astigmatismo #difettivisi #occhialidavista #lentiacontatto #occhio #benesserevisivo #optometria #contattologia,7082296101948785669,Ottica Peirano,"🛍Negozio di occhiali
🥼Pillole su lenti e difetti visivi
⬇️Scopri i servizi",0,False,https://www.tiktok.com/@otticapeirano/video/7093917323307912454?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093917323307912454&source=h5_m,2778628,2449,3503,1856,155872,7093917313925155590,7093917313925155590,72,7093917313925155590,original sound - otticapeirano,Ottica Peirano,7.082296101948786e+18,Ottica Peirano,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093917307298138886.mp3,,False,False,[],0,0,,,,,Italy,#ottici #optometristi #visione #astigmatismo #difettivisi #occhialidavista #lentiacontatto #occhio #benesserevisivo #optometria #contattologia,0,0,0,0,0,0,0,0,0,0
3,IT,7098407959826320645,1652726896,Like e follow per la prossima parte!❤️ #iene,6946166356770587654,Ciro Esposito,Napoletan monkey⚪️🔵,0,False,https://www.tiktok.com/@ciruzzoinfermabbile/video/7098407959826320645?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098407959826320645&source=h5_m,4365805,2040,5001,2669,234287,7098408005746248454,7098408005746248454,72,7098408005746248454,original sound - ciruzzoinfermabbile,Ciro Esposito,6.946166356770588e+18,Ciro Esposito,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098408012108303109.mp3,,False,False,[],0,0,,,,,Italy,#iene,0,0,0,0,0,0,0,0,0,0
4,IT,7103506836279561477,1653914071,Se non ballo valle in qualsiasi posto non sono io 😂😍,6562055184686694405,franceska🥀,"Ca ke qe shef?
🦋🇦🇱
IG : _francesca_lecini_",0,False,https://www.tiktok.com/@lecinifranceska/video/7103506836279561477?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103506836279561477&source=h5_m,362209,616,606,0,38322,7103506823583435525,7103506823583435525,72,7103506823583435525,original sound - lecinifranceska,franceska🥀,6.562055184686694e+18,franceska🥀,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103506805627652869.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
5,BR,7085038682335399173,1649614117,viciada nesse short.,96402384888725504,Gabriela Moura,📍brasil,0,False,https://www.tiktok.com/@gabimfmoura/video/7085038682335399173?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085038682335399173&source=h5_m,27356614,17073,28441,43279,3438626,242635592474492928,242635592474492928,71,242635592474492928,Rompe,Reggaeton Latino Band,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/597a05b12e554cf69165e5c75d4eb62e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/baccde39ed984dadbcd48028c416a123,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '286759926', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
6,IT,7097144185198791942,1652432653,☹️,6806084018603066374,Piero Iacopini,"Ig:piero.iacopini
Treviso",0,False,https://www.tiktok.com/@pietro.iacopini23/video/7097144185198791942?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097144185198791942&source=h5_m,6663645,7386,7488,10779,1019480,7095338437565303554,7095338437565303554,72,7095338437565303554,original sound - quotez.editzz,Quotez.editzz,6.981469249793918e+18,Quotez.editzz,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7095338422419720961.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/eedbe4fc9ce47bd169285ef5a8f6bec5.json,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
