,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_goviral,hash_tiktok,hash_trending,hash_viral
4,NG,7084622151017368837,1649517136,#hungry_teacherofficial,6946664024260871174,Hungry_teacherofficial,"ACTOR,MC,SINGER,COMEDIAN , WRITER ETC . FOR BOOKINGS,PLS SEND A DM ON IG",0,False,https://www.tiktok.com/@hungry_teacherofficial/video/7084622151017368837?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084622151017368837&source=h5_m,33397412,24521,144866,662087,864428,7003689203506711322,7003689203506711322,24,7003689203506711322,original sound - phouthone67 (Contains music from: Lupa Daratan - Aurora Creation),"Contains music from: ""Lupa Daratan""",6.808062959748023e+18,Thongnaphapuak,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7003689170174561050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9dffc59b2b0018e226fe06ee2a45e451.json,False,False,Aurora Creation,Lupa Daratan,original sound - phouthone67 (Contains music from: Lupa Daratan - Aurora Creation),"Contains music from: ""Lupa Daratan""",[],0,0,Equatorial Guinea,#hungry_teacherofficial,0,0,0,0,0,0,0,0,0,0
5,US,7103148788625231147,1653830711,Rapapani,16401279,korraobidi,"Delta Princess, Musician, Pro- dancer 🇺🇸🇳🇬
NewEP #soundsfromthethroneroom 🕊",0,False,https://www.tiktok.com/@korraobidi/video/7103148788625231147?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103148788625231147&source=h5_m,613037,337,77,375,31873,7087810046372907010,7087810046372907010,10033,7087810046372907010,ROYAL LAMBA - LIVE,Korra Obidi,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/948ec631c8194cc696a92e09f4433b6f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/3478b7eec6ac4dada8854a7ea7ed4cf6,False,True,,,,,[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
6,NG,7084698943208066309,1649535016,#fypシ゚viral #fypシ I no they like onions na 😭😭😭,6607787730096537605,David🥹,"Great God ❤️
40k???
IG iam_davidryan
Text on IG if you wanna talk to me",0,False,https://www.tiktok.com/@iam_davidryan/video/7084698943208066309?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084698943208066309&source=h5_m,1505896,2533,4714,16089,176489,7084698939630308101,7084698939630308101,72,7084698939630308101,original sound - iam_davidryan,David🥹,6.607787730096538e+18,David🥹,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084698948455222022.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/12e51c0d815e32ee2ca24d5b3961ad5b.json,False,False,,,,,[],0,0,Equatorial Guinea,#fypシ゚viral #fypシ,0,0,0,0,0,2,0,0,0,1
7,NG,7082737090055638278,1649078237,I love y’all🥺 please what’s happening🥺 the love is much🥺🙏,7058235663681913861,🦋❤️Chioma🦋❤️,"❤️🦋CHIOMA🦋❤️
🦋Black ❤️Pearl💎
DM (IG) FOR PROMOTIONS",0,False,https://www.tiktok.com/@empresschi3402/video/7082737090055638278?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082737090055638278&source=h5_m,5661443,9602,9484,46172,203643,6786466310474812166,6786466310474812166,72,6786466310474812166,original sound - izzyyllama,Izzyyllama,6.676283254121907e+18,Izzyyllama,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1656852320501781.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/94a0c6ee08d731099b7ee829448a31e0.json,False,False,,,,,[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
0,GH,7103492799638621446,1653910805,Try this and let me know ❤️💕 #fyp #viral #foryoupage,7039085050809811974,Chef AB,"Abbys.cooks
Food Content Videos❤️
Passion for cooking💕",0,False,https://m.tiktok.com/v/7103492799638621446.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103492799638621446&source=h5_m,121530,47,86,1785,9930,7093191325738666798,7093191325738666798,72,7093191325738666798,original sound - kervo.dolo (Contains music from: Back It Up - Shawn P),"Contains music from: ""Back It Up""",6.750005724712044e+18,Kervo.dolo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093189969040411438.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/ea6ae6e46cfc13ccbbeaca8ccaddcfe3.json,False,False,Shawn P,Back It Up,original sound - kervo.dolo (Contains music from: Back It Up - Shawn P),"Contains music from: ""Back It Up""",[],0,0,Equatorial Guinea,#fyp #viral #foryoupage,0,1,0,0,1,0,0,0,0,1
1,US,7073005907990514990,1646812523,Before bbl surgery #bbljourney #plsticsurgery #fyp,6700894934746170374,Jjnycolexo,"Bbl journey ❤️
Cashapp $jjuicyjjay69",0,False,https://m.tiktok.com/v/7073005907990514990.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073005907990514990&source=h5_m,3824756,368,295,141,97099,6740248251825391617,6740248251825391617,10033,6740248251825391617,Forever,Labrinth,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/76620b22fa6148fc8a0f236baff8f4b8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/304fcf7798304e4b80402c83784c0348,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1481092680', 'external_song_key': 'apple_song_id'}]",0,0,Equatorial Guinea,#bbljourney #plsticsurgery #fyp,0,0,0,0,1,0,0,0,0,0
2,IT,7072418638980058373,1646675785,@paola_manghisi #lorenzobrock#paolaebrock#motherandson,6679019194639696902,BROCK,"Brock🥦 
CEO of Mother - Son
Dancer and teacher🕺🏻
IG: lorenzo_brock_
INFO⬇️",0,False,https://m.tiktok.com/v/7072418638980058373.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072418638980058373&source=h5_m,32479244,13615,21337,69590,2709008,7058829370881887003,7058829370881887003,24,7058829370881887003,Because of you by (Contains music from: Because Of You - Ne-Yo),"Contains music from: ""Because Of You""",6.781256685489341e+18,NiñoCeniza🔥,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7058829374560226075.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/96e9e4a6328485f19178bfb3e5c9b797.json,False,False,Ne-Yo,Because Of You,Because of you by (Contains music from: Because Of You - Ne-Yo),"Contains music from: ""Because Of You""",[],0,0,Equatorial Guinea,#lorenzobrock#paolaebrock#motherandson,0,0,0,0,0,0,0,0,0,0
3,NG,7101116219473825029,1653357463,#theibukunoluwa01 #voxpop #meme #cruise #fyp #foryou #viral,6811174370875950085,theibukunoluwa01,"Actor/content creator ❤️
follow me on IG☝️
Dont like more than 4 videos🙏
10k 🙏",0,False,https://m.tiktok.com/v/7101116219473825029.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101116219473825029&source=h5_m,642191,1205,2830,16734,48658,7101116203967499014,7101116203967499014,72,7101116203967499014,original sound - theibukunoluwa01,theibukunoluwa01,6.81117437087595e+18,theibukunoluwa01,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101116206962264838.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/04ccfa02286e3ad9866dd217831687d3.json,False,False,,,,,[],0,0,Equatorial Guinea,#theibukunoluwa01 #voxpop #meme #cruise #fyp #foryou #viral,1,0,0,0,1,0,0,0,0,1
4,US,7073537449951071534,1646936278,Ginger Detox Tea - Make a toast to health 🥂#detoxtea #detox #ginger #detoxdrink #health #healthyliving #guthealth #tea #beautytips,6835424237650953221,Holistic Bikini Athlete /Coach,"Coach Posh
Bikini Athlete
Become Radiant Inside&Out
👇🏽Cleanses, Teas, Coaching",0,False,https://m.tiktok.com/v/7073537449951071534.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073537449951071534&source=h5_m,3005300,714,5040,18288,95998,7066479399826131717,7066479399826131717,72,7066479399826131717,original sound - westwing,Westwing,6.7643130018237e+18,Westwing,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7066479414678260486.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3b23d75e388f91d895ab8ab576a5d0e6.json,False,False,,,,,[],0,0,Equatorial Guinea,#detoxtea #detox #ginger #detoxdrink #health #healthyliving #guthealth #tea #beautytips,0,0,0,0,0,0,0,0,0,0
5,CI,7073852198114905349,1647009562,😂🥺,7059346664846885893,La seule et l’unique 💖,Cc moi c’est Manuella 💖et bienvenue dans mon monde 🙌🏾🤝,0,False,https://m.tiktok.com/v/7073852198114905349.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073852198114905349&source=h5_m,11577242,11617,14719,87845,819391,7042673712898067205,7042673712898067205,72,7042673712898067205,original sound - natercia.tiktok,Natércia,6.617022063784837e+18,Natércia,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7042673721848449797.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/949022a6b7e0ac1a3f01c716c630a4b3.json,False,False,,,,,[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
6,JM,7088474621149777158,1650414110,Powerful remedy works everytime for my#sickbaby#sickbabyhack#babycough#babycold#fyp#eliyahmashiach#learnfromeliyahmashiach,6946947975709672454,Eliyah Mashiach,"👉🏿 Business Inquiries: eliyahmashiach@gmail.com
Follow My YouTube Channel⬇️⬇️⬇",0,False,https://m.tiktok.com/v/7088474621149777158.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088474621149777158&source=h5_m,5335234,355,15333,67934,85931,7019113180005681947,7019113180005681947,24,7019113180005681947,original sound - dollyyu495,dollyyu495,6.612951760384852e+18,dollyyu495,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7019113109298187034.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/169a748bed96aa932706e3f1fd9031f9.json,False,False,,,,,[],0,0,Equatorial Guinea,#sickbaby#sickbabyhack#babycough#babycold#fyp#eliyahmashiach#learnfromeliyahmashiach,0,0,0,0,1,0,0,0,0,0
7,KE,7103451393062604038,1653901165,Plan B is already kicking in 🥲 #toolittletoolate #teamo #Love #hate #money #trending #viralvideo #trendingsong #fyp #contentcreatortips #tiktokkenya #alexaplay #healingjourney #vibes #prettygirl,6545420028287959046,Rokxie,"📍Kenya
🎭Acting student | Commercial model",0,False,https://m.tiktok.com/v/7103451393062604038.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103451393062604038&source=h5_m,163767,268,909,7656,11701,7101748122606471941,7101748122606471941,72,7101748122606471941,Te Amo x Too Little Too Late,noxz,6.734029416391624e+18,noxz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101748138016312070.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/77c935f655159ba91d5f350599963c8b.json,False,False,,,,,[],0,0,Equatorial Guinea,#toolittletoolate #teamo #Love #hate #money #trending #viralvideo #trendingsong #fyp #contentcreatortips #tiktokkenya #alexaplay #healingjourney #vibes #prettygirl,0,0,0,0,1,0,0,0,1,0
0,US,7100233646853917998,1653151971,😭😭#FrunktheBeat #army #militarytiktok #militarylife #haitiantiktok #fyp #fypシ #fypシ,6810097318030033926,Jenny Camp,🏳️‍🌈,0,False,https://www.tiktok.com/@jennycamp7/video/7100233646853917998?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100233646853917998&source=h5_m,1212888,498,166,2181,54731,7093250098850728709,7093250098850728709,72,7093250098850728709,Number one (Contains music from: Number One - Dj Consequence & Dj Tarico),"Contains music from: ""Number One""",7.005517054229644e+18,Symplyciana,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093250109030615813.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/409e1d8f877e3d05619b2ce25527dda7.json,False,False,Dj Consequence & Dj Tarico,Number One,Number one (Contains music from: Number One - Dj Consequence & Dj Tarico),"Contains music from: ""Number One""",[],0,0,Equatorial Guinea,#FrunktheBeat #army #militarytiktok #militarylife #haitiantiktok #fyp #fypシ #fypシ,0,0,0,0,1,2,0,0,0,0
1,US,7079816280097721642,1648398182, ,6896945879821304837,NAHSKIII,"Type shii
CEO of “Damn”‼️
“DAMNNN”‼️
SUBSCRIBE TO MY YT‼️
FOLLOW MY IG: Nahskoo",0,False,https://www.tiktok.com/@nahskkiii/video/7079816280097721642?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079816280097721642&source=h5_m,1902235,782,476,1819,147421,6981622485682752262,6981622485682752262,72,6981622485682752262,original sound - nahskkiii,NAHSKIII,6.896945879821305e+18,NAHSKIII,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6981622617010703110.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d490eb76a2649b2c115c79af7cf95590.json,False,False,,,,,[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
2,ZA,7102111128754326790,1653589107, ,6717996900085711877,Bamanga hair,"Hey guys welcome 💁🏽‍♀️🇬🇦🇿🇦
Natural hair lover 
Self taught makeup",0,False,https://www.tiktok.com/@bamangahair/video/7102111128754326790?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102111128754326790&source=h5_m,676673,304,1138,4742,70591,7076503496719223557,7076503496719223557,72,7076503496719223557,original sound - speedupsxxgs,speedupsxxgs,7.063923745190086e+18,speedupsxxgs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076503511764060933.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d6c291236fc94166ae67e545e3449046.json,False,False,,,,,[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
3,DE,7075732289438633221,1647447304,#fypdongfyp#fypdongggggggg#viral,7029721044874691590,black.foxy01,✨Follow my Instagram black_foxxy.offi,0,False,https://www.tiktok.com/@black.foxy01/video/7075732289438633221?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075732289438633221&source=h5_m,15148731,2101,84635,570,1553760,6997815314868128518,6997815314868128518,72,6997815314868128518,Omg picture (Contains music from: Ha Ha Ha - Bob tik),"Contains music from: ""Ha Ha Ha""",6.943589623079847e+18,Joanna ❤️Jojo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6997815397378525958.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0b887bc28be5bda4fc1e15344b85b702.json,False,False,Bob tik,Ha Ha Ha,Omg picture (Contains music from: Ha Ha Ha - Bob tik),"Contains music from: ""Ha Ha Ha""",[],0,0,Equatorial Guinea,#fypdongfyp#fypdongggggggg#viral,0,0,0,0,0,0,0,0,0,1
4,TR,7094310495296965890,1651772880, ,7065028106591077378,rock❤️,❤️big boss ❤️,0,False,https://www.tiktok.com/@the_sylvester/video/7094310495296965890?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094310495296965890&source=h5_m,2237495,1310,1015,7533,112402,6972547500221663233,6972547500221663233,10036,6972547500221663233,Ameno Amapiano Remix (You Wanna Bamba),Goya Menor & Nektunez,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a8eb3491a39549ee9e81b541f607dd31,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9d4322ff12004fcdaf2c41e184544ecf,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1603826298', 'external_song_key': 'apple_song_id'}]",0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
5,NG,7082066225920036101,1648922039,New Music In two weeks #omahlay #music #afrobeat,6939968243088311302,Omah Lay,omah lay fans,0,False,https://www.tiktok.com/@omahh_lay/video/7082066225920036101?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082066225920036101&source=h5_m,2126556,3038,4737,59310,264222,7082066217909029637,7082066217909029637,72,7082066217909029637,Boy Alone Omah Lay,Omah Lay,6.939968243088311e+18,Omah Lay,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082066218537995013.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7ab64947084e60782cbb200e5b4670ed.json,False,False,,,,,[],0,0,Equatorial Guinea,#omahlay #music #afrobeat,0,0,0,0,0,0,0,0,0,0
6,NG,7096229196858461445,1652219613,#pumbrown body fresh,6655688717305036806,PUMbrown,"Influencer
Dm on Instagram or send an email for promotions 
pumbrownn@gmail.com",0,False,https://www.tiktok.com/@pumbrownn/video/7096229196858461445?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096229196858461445&source=h5_m,1917237,2816,2914,14042,101249,6831927107161950210,6831927107161950210,10033,6831927107161950210,Pon Mi,Shenseea & Dunw3ll,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0e424634a76f4b4b9f140b90716392e1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6ab22e71a85b4fbfaeb88089da2ef414,True,True,,,,,[],0,0,Equatorial Guinea,#pumbrown,0,0,0,0,0,0,0,0,0,0
7,NG,7102132676508798214,1653594124,🔑 #berbypicxy,6893770060440585222,𝕭𝖊𝖗𝖇𝖞 𝙥𝙞𝙘𝙭𝙮 💫 ♕ ♡,"YouTube & IG______👆
✨I 💙 you all❤️‍🔥
ᴛʜᴀɴᴋꜱ for 5M fam ❤️
🙏Instagram link👇",0,False,https://www.tiktok.com/@berby_picxy/video/7102132676508798214?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102132676508798214&source=h5_m,104965,158,37,510,11381,7095454153140423429,7095454153140423429,72,7095454153140423429,original sound - otega_ent,Otegaent,6.719886266101646e+18,Otegaent,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095454156026333958.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/67825bd3427808a324749644885749bd.json,False,False,,,,,[],0,0,Equatorial Guinea,#berbypicxy,0,0,0,0,0,0,0,0,0,0
0,GH,7096156085458980102,1652202591,@emmaifeanyi leave me alone o 🙄 #erkuahofficial #fyp #viral,6679886495132910597,erkuahofficial 🤪,"This is my only account!!!
I’m here to make you smile ☺️
Thank you for 2.7M 🎉",0,False,https://www.tiktok.com/@erkuahofficial/video/7096156085458980102?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096156085458980102&source=h5_m,875696,1799,600,6158,125670,7096149139629247237,7096149139629247237,72,7096149139629247237,original sound - erkuahofficial,erkuahofficial 🤪,6.679886495132911e+18,erkuahofficial 🤪,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096155438672071430.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/15e6a13da472bc7b5ad3c54a539ec710.json,False,False,,,,,[],0,0,Equatorial Guinea,#erkuahofficial #fyp #viral,0,0,0,0,1,0,0,0,0,1
1,GB,7087540228180741382,1650196555,Even a fight on the street can’t stop @senolerdoganofficial giving me a Fade 😂💇🏽‍♂️😂💇🏽‍♂️😂 #hair #foryou #اكسبلور #عرب٤٨ #لندن🇬🇧 #fyp #london #sumeerbody #Lifestyle #haircut #arab #tiktok #funny #uk,16129120,Ahmad Rabus,خلينا نوصل لل 200k متابع ❤️,0,False,https://www.tiktok.com/@ahmadrabus0/video/7087540228180741382?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087540228180741382&source=h5_m,10041491,6465,8591,12563,314977,7087540203836934917,7087540203836934917,72,7087540203836934917,original sound - ahmadrabus0,Ahmad Rabus,16129120.0,Ahmad Rabus,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087540190021012229.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e1a29d8b40b4e620d9203474e94ec873.json,False,False,,,,,[],0,0,Equatorial Guinea,#hair #foryou #اكسبلور #عرب٤٨ #لندن🇬🇧 #fyp #london #sumeerbody #Lifestyle #haircut #arab #tiktok #funny #uk,1,0,1,0,1,0,0,1,0,0
2,TH,7092682938927549723,1651393934,Runner Nigeria 🏃 #runner #respect #running #nigeria,6945368626557060098,NCH-SPORT,B5 🍻,0,False,https://www.tiktok.com/@nchsport/video/7092682938927549723?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092682938927549723&source=h5_m,3660931,1863,1605,5432,95608,7092682942241098522,7092682942241098522,24,7092682942241098522,original sound - nchsport,NCH-SPORT,6.94536862655706e+18,NCH-SPORT,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7092682965821475611.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/dcb4eff78363ccbb8da352c0cfd6e00b.json,False,False,,,,,[],0,0,Equatorial Guinea,#runner #respect #running #nigeria,0,0,0,0,0,0,0,0,0,0
3,BR,7100888881712729349,1653304533,#fyyypppp #viraaall #tiktok,6674286332188066821,✨ Edenilson_Edy  ✨,"Debochado/Tímido 
Brasil 🇧🇷 
Leonino ♌️ 
Segue no App vizinho",0,False,https://www.tiktok.com/@edysilva114oficial/video/7100888881712729349?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100888881712729349&source=h5_m,2034448,5786,5153,13809,185933,7100888858144836358,7100888858144836358,72,7100888858144836358,original sound - edysilva114oficial,✨ Edenilson_Edy  ✨,6.674286332188067e+18,✨ Edenilson_Edy  ✨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100888862242671365.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9f19c39bf91a7684faebd616572e394f.json,False,False,,,,,[],0,0,Equatorial Guinea,#fyyypppp #viraaall #tiktok,0,0,0,0,0,0,0,1,0,0
4,US,7097312521824062762,1652471843,😂😂@nadula.com,6988941917603513350,Realslimm🍼,Be kind🫶🏾🎀,0,False,https://www.tiktok.com/@slimm.jordyn_/video/7097312521824062762?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097312521824062762&source=h5_m,253584,119,78,1530,38279,6958963070496492293,6958963070496492293,72,6958963070496492293,original sound - cierraramirezofficial (Contains music from: She Got a Donkey - Remix - Young Money),"Contains music from: ""She Got a Donkey - Remix""",6.722356961424115e+18,Cierra Ramirez ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6958963107523808006.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/455532ac04d39c7eba172e2060d522c6.json,False,False,Young Money,She Got a Donkey - Remix,original sound - cierraramirezofficial (Contains music from: She Got a Donkey - Remix - Young Money),"Contains music from: ""She Got a Donkey - Remix""",[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
5,NG,7102728558790839558,1653732864,Dear Child of God #trending #fyp #begodly7 #christiantiktok,6856322301517382662,BeGodly,"Heyyy, I’m Zoe
Welcome, Let God guide your ship, and personal spiritual growth",0,False,https://www.tiktok.com/@begodly7/video/7102728558790839558?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102728558790839558&source=h5_m,326902,684,9499,25766,22736,7102728534518500102,7102728534518500102,72,7102728534518500102,original sound - begodly7,BeGodly,6.856322301517383e+18,BeGodly,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102728545260014341.mp3,,False,False,,,,,[],0,0,Equatorial Guinea,#trending #fyp #begodly7 #christiantiktok,0,0,0,0,1,0,0,0,1,0
6,DE,7079353512873790725,1648290436, ,6819644843963515909,LisaBrehm,No bio yet,0,False,https://www.tiktok.com/@thevetphysio/video/7079353512873790725?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079353512873790725&source=h5_m,3294918,161,597,964,11611,7050023752947469058,7050023752947469058,72,7050023752947469058,RAVE DOWN UNDER,🔥COLIN HENNERZ🔥,6.814457882337592e+18,🔥COLIN HENNERZ🔥,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7050023746639284994.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1857e299e9c435ab01df1d1f660f71cd.json,False,False,,,,,[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
7,NG,7103144051871878405,1653829604,#question from @ettaenyi #question from @ettaenyi #sex #healthtipstiktok #healthtips #question #america #usa_tiktok #usa #viral #viralvideo #viraltiktok #explorepage✨ #explorepage #explorepage #virall #virall #exploremore #exploremore #gynecologist #gynecology #canada #naija #naijatiktok #nigerianmedic,6815364316176352261,Etta Enyi,"Medic|Model|Politician|Activist|6’3inches
Follow my Instagram ☝️☝️",0,False,https://www.tiktok.com/@ettaenyi/video/7103144051871878405?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103144051871878405&source=h5_m,279105,414,322,1896,8134,7095447408993651461,7095447408993651461,72,7095447408993651461,THE BRUSH CHALLENGE,👑 LORD OF TRANSITIONS💄,6.913854062208566e+18,👑 LORD OF TRANSITIONS💄,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095819150819347205.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9907c9a363f0a3849f1b29ba3ebdff02.json,False,False,,,,,[],0,0,Equatorial Guinea,#question #question #sex #healthtipstiktok #healthtips #question #america #usa_tiktok #usa #viral #viralvideo #viraltiktok #explorepage✨ #explorepage #explorepage #virall #virall #exploremore #exploremore #gynecologist #gynecology #canada #naija #naijatiktok #nigerianmedic,0,0,0,0,0,0,0,0,0,1
