,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_explore,hash_foryou,hash_foryoupage,hash_fy,hash_fyp,hash_fypシ,hash_tiktok,hash_trending,hash_viral,hash_اكسبلور
1,IQ,7079177905565142273,1648249551, ,168526928700674048,😂,Only 50k 🙏🏻😭,0,False,https://m.tiktok.com/v/7079177905565142273.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079177905565142273&source=h5_m,2086455,2577,5381,95,67701,7079177865216674561,7079177865216674561,72,7079177865216674561,original sound - r4_cr4zy,😂,1.6852692870067405e+17,😂,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7079177845490060034.mp3,,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
2,TR,7100334673208921345,1653175496,part4😅👆#foryou #viral #fyp #keşfet #netflix,7041572598044673025,nitrugen.,new. account,0,False,https://m.tiktok.com/v/7100334673208921345.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100334673208921345&source=h5_m,3572010,463,520,1294,159421,7100334657257949954,7100334657257949954,72,7100334657257949954,original sound - nitrugen.e (Contains music from: Ella Quiere Hmm... Haa... Hmm - Tik Tok Remix - Eduardo Luzquiños & Deskom),"Contains music from: ""Ella Quiere Hmm... Haa... Hmm - Tik Tok Remix""",7.041572598044673e+18,nitrugen.,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100334590010723074.mp3,,False,False,Eduardo Luzquiños & Deskom,Ella Quiere Hmm... Haa... Hmm - Tik Tok Remix,original sound - nitrugen.e (Contains music from: Ella Quiere Hmm... Haa... Hmm - Tik Tok Remix - Eduardo Luzquiños & Deskom),"Contains music from: ""Ella Quiere Hmm... Haa... Hmm - Tik Tok Remix""",[],0,0,Iraq,#foryou #viral #fyp #keşfet #netflix,0,1,0,0,1,0,0,0,1,0
3,SA,7097629199581662465,1652545576,#فن #الكتابه #هتشوف_العجب #اكسبلورexplore #اكسبلور_تيك_توك #لايك,7051708727879877637,بن سلامة,,0,False,https://m.tiktok.com/v/7097629199581662465.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097629199581662465&source=h5_m,12067593,7900,19723,3071,185096,7024305507485666050,7024305507485666050,72,7024305507485666050,original sound - ali_essa227,Ali Essa,6.573977644466504e+18,Ali Essa,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7024305374903814913.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/eef2aac7d594a683c745b0b34ea683e3.json,False,False,,,,,[],0,0,Iraq,#فن #الكتابه #هتشوف_العجب #اكسبلورexplore #اكسبلور_تيك_توك #لايك,0,0,0,0,0,0,0,0,0,0
4,AL,7098973001064172805,1652858461,Reply to @bts.blackpin1000 #fyp #fyp #viral #fyppppppppppppppppppppppp #pizza #food,6821468791278224390,Rejdi,Pizzayolo😜,0,False,https://m.tiktok.com/v/7098973001064172805.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098973001064172805&source=h5_m,7297669,821,107,58,83800,7098972935003638534,7098972935003638534,72,7098972935003638534,original sound - rejdi.lami,Rejdi,6.821468791278224e+18,Rejdi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098972922030689029.mp3,,False,False,,,,,[],0,0,Iraq,#fyp #fyp #viral #fyppppppppppppppppppppppp #pizza #food,0,0,0,0,2,0,0,0,1,0
5,IQ,7103260950375058690,1653856821,#hama__muzic #mali_yarm #foryou #foryoupage#slemani #erbil #duhok #active,7101204467311510529,hama muzic,سناپم ئاد بکەن,0,False,https://m.tiktok.com/v/7103260950375058690.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103260950375058690&source=h5_m,513662,133,2223,6599,54354,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Iraq,#hama__muzic #mali_yarm #foryou #foryoupage#slemani #erbil #duhok #active,0,1,1,0,0,0,0,0,0,0
6,IQ,7086886405728767233,1650044324,"ذنب الجميلة أن عيناها في الحزن فاتنة ، لا أحد يصدق خيبتها "".❣️✨",7015324712944616449,𝐉𝐀𝐂𝐊 _جاك,"★""حسابي أنستا ألي يحب أيضيفني👆""★
♡   ▽   ♡
ألفيديوهات بجودة 🅷🅳(تليكرام)↓↓
⬇⬇⬇",0,False,https://m.tiktok.com/v/7086886405728767233.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086886405728767233&source=h5_m,7775514,3880,15681,65353,471203,7086886401379224322,7086886401379224322,72,7086886401379224322,original sound - .5xod,𝐉𝐀𝐂𝐊 _جاك,7.015324712944616e+18,𝐉𝐀𝐂𝐊 _جاك,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7086886386246421250.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7ebefcf6d2a81d136a7e02f9e0cdbdf6.json,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
7,TR,7078646876924366081,1648125909,Hiç Falafel yediniz mi 😊🙋‍♂️ #SokakLezzetleri,7002465861332206597,Ne Yesek Yaa ?,"HasAdan(ALİ)yım
Her güne yepyeni lezzetler
İnstagram : Neyesekyaaa",0,False,https://m.tiktok.com/v/7078646876924366081.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078646876924366081&source=h5_m,8871659,3776,5061,7596,222489,7078646873841568513,7078646873841568513,72,7078646873841568513,original sound - neyesekyaa,Ne Yesek Yaa ?,7.002465861332207e+18,Ne Yesek Yaa ?,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7078646853155277570.mp3,,False,False,,,,,[],0,0,Iraq,#SokakLezzetleri,0,0,0,0,0,0,0,0,0,0
0,SE,7071618014029925638,1646489375,#fun #clips #iran #sweden #top #viral #explore #tiktok #instagram #funny #funnyvideos,6648418801769742341,Hoomi,,0,False,https://m.tiktok.com/v/7071618014029925638.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071618014029925638&source=h5_m,7477622,1524,12894,26402,79657,7071617982761290502,7071617982761290502,72,7071617982761290502,original sound - hoomi__,Hoomi,6.648418801769742e+18,Hoomi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071617975727508230.mp3,,False,False,,,,,[],0,0,Iraq,#fun #clips #iran #sweden #top #viral #explore #tiktok #instagram #funny #funnyvideos,1,0,0,0,0,0,1,0,1,0
1,GB,7072576535622077742,1646712548, ,7063328636344288303,Hoạ mi hót,😉😉😉,0,False,https://m.tiktok.com/v/7072576535622077742.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072576535622077742&source=h5_m,38300301,9930,4458,12792,2160356,7064628218766183173,7064628218766183173,72,7064628218766183173,original sound - dwaynethedripjohnson (Contains music from: Metal Gear Solid - Aurora Creation),"Contains music from: ""Metal Gear Solid""",6.965537924298884e+18,tc,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7064628239796390662.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e729f62cc1fc82addd60cc14c5fc0aba.json,False,False,Aurora Creation,Metal Gear Solid,original sound - dwaynethedripjohnson (Contains music from: Metal Gear Solid - Aurora Creation),"Contains music from: ""Metal Gear Solid""",[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
2,AE,7096489194905767170,1652280148,Which countries did you guess right? 😂,7088022233965364225,Habibtis,"7 habibtis taking over Dubai
Stay tuned 🎥 & help us reach 150k 💘
Collab👇🏼📩",0,False,https://m.tiktok.com/v/7096489194905767170.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096489194905767170&source=h5_m,10044444,3348,2058,3155,517743,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
3,TR,7098258776226106626,1652692161,Yedi bitirdi bizi canavar #keşfet #keşfetbeniöneçıkar #carnivorveterinerkliniği #hırçınkedi,6914305688453776390,Carnivor Veteriner Kliniği,"Veteriner Hekimi Ali Kaçan 
Halkalı / İstasyon Mahallesi / İst.
📞 02126960808",0,False,https://m.tiktok.com/v/7098258776226106626.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098258776226106626&source=h5_m,63088231,33139,107039,72017,2993462,7098258768131099393,7098258768131099393,72,7098258768131099393,original sound - carnivorveterinerklinigi,Carnivor Veteriner Kliniği,6.914305688453776e+18,Carnivor Veteriner Kliniği,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098258755053308673.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/37d875201843076ff6d18f97188a79ca.json,False,False,,,,,[],0,0,Iraq,#keşfet #keşfetbeniöneçıkar #carnivorveterinerkliniği #hırçınkedi,0,0,0,0,0,0,0,0,0,0
4,EG,7100296555118218502,1653166619,#الله #fyp,6690683256989762562,السيد النفراوي,https://vm.tiktok.com/ZMR28mteY/,0,False,https://m.tiktok.com/v/7100296555118218502.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100296555118218502&source=h5_m,5829483,5890,20180,42180,600214,7100301067207936773,7100301067207936773,72,7100301067207936773,original sound - sekaa34 (Contains music from: Gesi Bağları - Serhat Durmus),"Contains music from: ""Gesi Bağları""",6.690683256989763e+18,السيد النفراوي,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100301082496797445.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/988f78d7eed3e2501e5c7938a3317686.json,False,False,Serhat Durmus,Gesi Bağları,original sound - sekaa34 (Contains music from: Gesi Bağları - Serhat Durmus),"Contains music from: ""Gesi Bağları""",[],0,0,Iraq,#الله #fyp,0,0,0,0,1,0,0,0,0,0
5,IQ,7072329226497576193,1646654967,Daya bm gaya kushtyanm 🥲👍🏾❌!😂😂,7026046871224632326,🐆,ئاگاداربە ڪە تۆ دەگمەنیت 🤍..,0,False,https://m.tiktok.com/v/7072329226497576193.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072329226497576193&source=h5_m,652982,170,649,1854,14658,7072329196126685954,7072329196126685954,72,7072329196126685954,original sound - sumii.x4nm,🐆,7.026046871224632e+18,🐆,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7072329183887723266.mp3,,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
6,AE,7100600461014600962,1653237377,Love is not a joke A good person gives up living🥹💔❤️‍🔥 #mehtabpardesi @sadiq_ahmed007 @charutandon09 #tiktok #tiktoker #viral #trending @pktiktokofficial,6906744618240394242,Mehtab Pardesi,"Mehtab_pardeshi
Facebook: Mehtab007",0,False,https://m.tiktok.com/v/7100600461014600962.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100600461014600962&source=h5_m,13200397,524,1559,8347,128520,7100600461257919234,7100600461257919234,72,7100600461257919234,original sound - mehtabpardeshi (Contains music from: Eza Elt Bhebak - Fadi Fattal),"Contains music from: ""Eza Elt Bhebak""",6.906744618240394e+18,Mehtab Pardesi,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100600452634397441.mp3,,False,False,Fadi Fattal,Eza Elt Bhebak,original sound - mehtabpardeshi (Contains music from: Eza Elt Bhebak - Fadi Fattal),"Contains music from: ""Eza Elt Bhebak""",[],0,0,Iraq,#mehtabpardesi #tiktok #tiktoker #viral #trending,0,0,0,0,0,0,1,1,1,0
7,DE,7085477336077831429,1649716249, ,6565705184898891781,Ayse Mejdun,Altın kaplama hint setleri kalitenin tek adresi fecebook Ayse imitasyon Gold,0,False,https://m.tiktok.com/v/7085477336077831429.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085477336077831429&source=h5_m,34244592,25335,110305,9427,1212784,6775105888941361925,6775105888941361925,72,6775105888941361925,original sound - emanshexsaber,𝑬𝒎𝒂𝒏 𝑺𝒉𝒆𝒙 𝑺𝒂𝒃𝒆𝒓,6.632291037367747e+18,𝑬𝒎𝒂𝒏 𝑺𝒉𝒆𝒙 𝑺𝒂𝒃𝒆𝒓,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1654093188778022.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5e88addad438cec5a98e5e054c61a07d.json,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
0,TR,7093428588258577665,1651567544,❤️😘#اللهم_صلي_على_نبينا_محمد #الله #fypシ #تيك_توك_عرب #keşfet,6783714603505206278,ali♡ahmet,"Arkadaşlar yeni YouTube hesabımızı takip edermsnz
friends follow our yotub accou",0,False,https://www.tiktok.com/@isa.123muhammet/video/7093428588258577665?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093428588258577665&source=h5_m,22858888,2973,5159,13120,458539,7082013986769750785,7082013986769750785,72,7082013986769750785,original sound - arabiaweatherjo,طقس العرب,6.765471382379628e+18,طقس العرب,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7082013968407415554.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c6b7bccdcf0d3372f198e4b005370dfb.json,False,False,,,,,[],0,0,Iraq,#اللهم_صلي_على_نبينا_محمد #الله #fypシ #تيك_توك_عرب #keşfet,0,0,0,0,0,1,0,0,0,0
1,PK,7102806462304472346,1653751001,Easily Remove Dust 😳یہ جیل صرف میل ڈسٹ  ڈیڈ سکن وغیرہ ریموو کرتا ہیں وائٹ نھیں کرتا #TiktokGaGa #GlowANDclean #Beauty #Foryou #foryoupage #ameenbeautytips @ameencosmeticscenter,6964443492019373058,ameenbeautytips,"🥀 Masha Allah 🥀
وتعز من تشاء وتذل من تشاء",0,False,https://www.tiktok.com/@ameenbeautytips/video/7102806462304472346?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102806462304472346&source=h5_m,11499303,3331,5982,41586,236345,6981289378274495234,6981289378274495234,72,6981289378274495234,original sound - neelammunirkhan1,Neelam Muneer Khan Fan,6.548720186239768e+18,Neelam Muneer Khan Fan,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6981289334024555265.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5f1919e8bb198b16fe1b7a398f41f873.json,False,False,,,,,[],0,0,Iraq,#TiktokGaGa #GlowANDclean #Beauty #Foryou #foryoupage #ameenbeautytips,0,1,1,0,0,0,0,0,0,0
2,DE,7094696006469684485,1651862639,#viral #fypシ #youmi,7074512728409801733,Youmikh.90,"Pls follow my YouTube channel 👆👆👆👆
Account for Youmi Fans",0,False,https://www.tiktok.com/@youmii.khoury/video/7094696006469684485?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094696006469684485&source=h5_m,2922115,1285,1433,68,170235,7094696011696327429,7094696011696327429,72,7094696011696327429,original sound - youmii.khoury,Youmikh.90,7.074512728409802e+18,Youmikh.90,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094696006658329350.mp3,,False,False,,,,,[],0,0,Iraq,#viral #fypシ #youmi,0,0,0,0,0,1,0,0,1,0
3,IQ,7102560046638288129,1653693631, ,6963692690995282945,Rekar majed,,0,False,https://www.tiktok.com/@rekar248/video/7102560046638288129?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102560046638288129&source=h5_m,1801533,283,1901,4197,25724,7102560009153678082,7102560009153678082,72,7102560009153678082,original sound - rekar248,Rekar majed,6.963692690995283e+18,Rekar majed,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102559933551397633.mp3,,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
4,LB,7099153979346586882,1652900592,😑#متابعه_ليصلك_كل_جديد_❤️عشان_الجديد #foryoupage #foryou #fypシ #fyp,7078771018894214146,بيــــبــو 𝔹𝔼𝔹𝕆𝕆,"محمد عمري21~~سنكل😉
اللـهم لا تبتـلينا فيـما لا نسـتطيع عـليه صبرأ~",0,False,https://www.tiktok.com/@dranas___75/video/7099153979346586882?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099153979346586882&source=h5_m,12075758,486,664,5066,230549,6843058842473892614,6843058842473892614,72,6843058842473892614,original sound - .t_4.1,توم,6.781391912882275e+18,توم,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6843058795715824389.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6bcce7087babebaf3f08907fb7e01dbf.json,False,False,,,,,[],0,0,Iraq,#متابعه_ليصلك_كل_جديد_❤️عشان_الجديد #foryoupage #foryou #fypシ #fyp,0,1,1,0,1,1,0,0,0,0
5,IQ,7073568515067890945,1646943512,#fyp #fotyou #foryoupage #h4v9 #😂🤍,6791446021991613446,𝓱4𝓿𝓲𝓷:/↬ ﮼ههيڤ💙,"🪬💙-ᴍᴏᴏɴ ʟɪghᴛ☝︎︎
⬳ ⬳ ⬳ ⬳
🌍 ﮼روحهاديهانفسلاترغببشيء 🤍↬
⬳ ⬳ ⬳ ⬳
☟︎ᴍʏ ᴇᴅɪᴛ",0,False,https://www.tiktok.com/@h4v1in.x/video/7073568515067890945?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073568515067890945&source=h5_m,1578522,196,280,2402,51195,6930718618489801474,6930718618489801474,72,6930718618489801474,original sound - h4v1in.x,𝓱4𝓿𝓲𝓷:/↬ ﮼ههيڤ💙,6.791446021991613e+18,𝓱4𝓿𝓲𝓷:/↬ ﮼ههيڤ💙,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6930718552576051969.mp3,,False,False,,,,,[],0,0,Iraq,#fyp #fotyou #foryoupage #h4v9 #😂🤍,0,0,1,0,1,0,0,0,0,0
6,MA,7086929257389182214,1650054301,#بنات_تيك_توك #fypシ゚viral #إكسبلوررررررر_explore ##المغرب🇲🇦تونس🇹🇳الجزائر🇩🇿 #pourtoi,7059442125049447426,صالون🍯حلاوة بالمغرب 🇲🇦🇲🇦,"🍯 يلا يا بنات😍 حلاوة لكل الدات🍯في الرباط❤
حسابي الثاني @halawa1332",0,False,https://www.tiktok.com/@halawa332/video/7086929257389182214?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086929257389182214&source=h5_m,23274425,539,24932,4007,324830,7086929245280242438,7086929245280242438,72,7086929245280242438,original sound - halawa332,صالون🍯حلاوة بالمغرب 🇲🇦🇲🇦,7.059442125049447e+18,صالون🍯حلاوة بالمغرب 🇲🇦🇲🇦,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086929227219487493.mp3,,False,False,,,,,[],0,0,Iraq,#بنات_تيك_توك #fypシ゚viral #إكسبلوررررررر_explore ##المغرب🇲🇦تونس🇹🇳الجزائر🇩🇿 #pourtoi,0,0,0,0,0,1,0,0,1,0
7,CL,7081695808457821445,1648835794,➡️➡️➡️➡️➡️➡️@jdl008w4,7081695364454351877,user1731955244859,,0,False,https://www.tiktok.com/@user1731955244859/video/7081695808457821445?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081695808457821445&source=h5_m,29881533,5101,13640,50661,481809,7081695788228725510,7081695788228725510,72,7081695788228725510,original sound - user1731955244859,user1731955244859,7.081695364454352e+18,user1731955244859,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081695796587989765.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3ec930711c6434c3e954ad5eac794629.json,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
0,US,7095855578144312622,1652132622, ,7046380415594759214,fruit.hd,"🍏🍎🍐🍊🍋🍌🍉🍇🍓
Help me get 2M follow",0,False,https://www.tiktok.com/@fruit.hd/video/7095855578144312622?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095855578144312622&source=h5_m,10779303,2479,7018,22078,353758,7095855534263356206,7095855534263356206,72,7095855534263356206,original sound - fruit.hd,fruit.hd,7.046380415594759e+18,fruit.hd,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7095855575069657902.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/129064596c6980e7d530c8a74d51c1a7.json,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
1,GB,7096427790525844742,1652265853,#hercai #fypシ #goviral #turkishdrama #turkishseries #viral #Love #xyzbca #trending,7044926146781398021,iconic.movies,follow me for more contentsss❤️🎥,0,False,https://www.tiktok.com/@iconiccmoviess/video/7096427790525844742?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096427790525844742&source=h5_m,12603554,2271,2843,23465,746921,7053493342608837378,7053493342608837378,72,7053493342608837378,original sound - futbotv,FutboTV,6.585082218300801e+18,FutboTV,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7053493339768785665.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3bf443dc4e12bb1cdc03280830551a3e.json,False,False,,,,,[],0,0,Iraq,#hercai #fypシ #goviral #turkishdrama #turkishseries #viral #Love #xyzbca #trending,0,0,0,0,0,1,0,1,1,0
2,IT,7102065512405814534,1653578486,La fine 😳,6655556726450765829,MuraA,"INSTA: iammura_ ⬆️

Email commerciale: muracolu4321@gmail.com",0,False,https://www.tiktok.com/@mura0201/video/7102065512405814534?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102065512405814534&source=h5_m,9934449,2133,2870,8349,605895,6832448649671248646,6832448649671248646,72,6832448649671248646,original sound - djprecise,DJ Precise,6.780923368507868e+18,DJ Precise,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7971e94538ed4d5cc2c4df802602d2b3.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/804f35986df21a62f3ca7fd567c8a3df.json,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
3,IQ,7084641032238927105,1649521534,تا کۆتایی سەیر کە بزانە چی روو دەدا 😂💔#١٠٠٠٠٠هەزار_بینەر #هەولێرەکەم,6895162994185356290,ꪖꫝꪑꫀᦔ,".~~~~~~~~~~~~~~~~~~~~~~~~.
سپۆنسەری پێکەنین منم 😂💔
.~~~~~~~~~~~~~~~~~~~~~~~~.",0,False,https://www.tiktok.com/@ahmad__sweet/video/7084641032238927105?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084641032238927105&source=h5_m,3015758,1653,10995,23908,119703,7065755423475190530,7065755423475190530,72,7065755423475190530,original sound - 555_v (Contains music from: Corrupt Bitches! - Dolla50),"Contains music from: ""Corrupt Bitches!""",7.03687848537845e+18,محمد,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7065755401496660738.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cdce35ad60ae8e749c5efa0e2cf6edfd.json,False,False,Dolla50,Corrupt Bitches!,original sound - 555_v (Contains music from: Corrupt Bitches! - Dolla50),"Contains music from: ""Corrupt Bitches!""",[],0,0,Iraq,#١٠٠٠٠٠هەزار_بینەر #هەولێرەکەم,0,0,0,0,0,0,0,0,0,0
4,IQ,7096598236919532802,1652305538,لینكی سناپ لە بیۆیە ئازیزان♥️  (hedyamin),6702471261577069574,Hedy animals 🐕🐈,"FB/ Hedy Amin 
hamwman ba agadare XWA ben",0,False,https://www.tiktok.com/@hedyamen2/video/7096598236919532802?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096598236919532802&source=h5_m,1351916,640,138,427,66127,7096598187162520322,7096598187162520322,72,7096598187162520322,original sound - hedyamen2,Hedy animals 🐕🐈,6.70247126157707e+18,Hedy animals 🐕🐈,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096598165415480066.mp3,,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
5,IQ,7099900501373832449,1653074405,Haydi söyle 😻                        #darkarajam,6924047300089119745,𝗕𝗶𝗿𝗸𝗼𝗼𝗧𝗮𝘁𝗹𝗶𝘀𝗲𝘀❤︎,"𝗗𝗲𝗿𝘁𝗹𝗮 𝗱𝗲𝗿𝘆𝗮 𝗼𝗹𝗺𝘂ş
𝗕𝗲𝗻𝗱𝗮 𝗯𝗶𝗿 𝘀𝗮𝗻𝗱𝗮l
  🤎🪐",0,False,https://www.tiktok.com/@1br4him_t4tlises/video/7099900501373832449?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099900501373832449&source=h5_m,2846379,961,9663,56583,198694,7099900493698206466,7099900493698206466,72,7099900493698206466,original sound - 1br4him_t4tlises,𝗕𝗶𝗿𝗸𝗼𝗼𝗧𝗮𝘁𝗹𝗶𝘀𝗲𝘀❤︎,6.92404730008912e+18,𝗕𝗶𝗿𝗸𝗼𝗼𝗧𝗮𝘁𝗹𝗶𝘀𝗲𝘀❤︎,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099900480087739138.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/53559ac92b52061169076bdebe801ee4.json,False,False,,,,,[],0,0,Iraq,#darkarajam,0,0,0,0,0,0,0,0,0,0
