,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_comedy,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_love,hash_relatable,hash_trending,hash_viral
2,GB,7102833090321550597,1653757201,this or that ?🤣 i like this game😭,154839862926372864,Dan Woolley,"olivia@alphatalentgroup.co.uk
Check out my IG .. 
Danwoolley7",0,False,https://m.tiktok.com/v/7102833090321550597.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102833090321550597&source=h5_m,482200,2027,77,231,66340,7102833089114229509,7102833089114229509,72,7102833089114229509,if u see this hit that plus button,Dan Woolley,1.5483986292637286e+17,Dan Woolley,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102833102476561158.mp3,,False,False,,,,,[],0,0,Falkland Islands (Malvinas),,0,0,0,0,0,0,0,0,0,0
3,GB,7089450845116452102,1650641405, ,6772207205724931077,Davina! #POD,Business Enquiries: Davina@nomistalent.com,0,False,https://m.tiktok.com/v/7089450845116452102.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089450845116452102&source=h5_m,1913712,4475,2738,5264,319229,7089450837001079557,7089450837001079557,72,7089450837001079557,original sound - davinadickson,Davina! #POD,6.772207205724931e+18,Davina! #POD,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089450841085594373.mp3,,False,False,,,,,[],0,0,Falkland Islands (Malvinas),,0,0,0,0,0,0,0,0,0,0
4,GB,7102431212165172485,1653663632,Wait for it…. WHY DO THEY DO THIS? 👀😂 #fyp #foryou #relate #kidsbelike #comedy,6733298918313034757,Luke Vernon,"Let’s Have Some Fun Then 🙃
25
MGNT-  @connectmgt
AAX EXCHANGE IN BIO 👀",0,False,https://m.tiktok.com/v/7102431212165172485.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102431212165172485&source=h5_m,1294421,1319,1354,1950,139592,7102431224961977093,7102431224961977093,72,7102431224961977093,original sound - lukevernon_,Luke Vernon,6.733298918313035e+18,Luke Vernon,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102431228901198597.mp3,,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#fyp #foryou #relate #kidsbelike #comedy,1,1,0,0,1,0,0,0,0,0
5,GB,7096889599653367046,1652373375,Here we go again 🤣 #norma #nantok #nan,6807103045786059781,Jess and Norma,"🤍

normaandjessinfo@gmail.com",0,False,https://m.tiktok.com/v/7096889599653367046.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096889599653367046&source=h5_m,4339443,6130,4868,5240,557623,7096889556116867846,7096889556116867846,72,7096889556116867846,original sound - jessandnorma,Jess and Norma,6.80710304578606e+18,Jess and Norma,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096889588962167557.mp3,,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#norma #nantok #nan,0,0,0,0,0,0,0,0,0,0
6,CA,7095826178941963525,1652125778,Like who doesn’t like cinnamon rolls? #cinnamonrolls #yummyfood #fyp #trending #delicious #lunch #dessert #icing #tiktokfoodie,6532035803604844546,Kelly H,,0,False,https://m.tiktok.com/v/7095826178941963525.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095826178941963525&source=h5_m,1503748,759,7158,2008,49895,7094308170943908654,7094308170943908654,72,7094308170943908654,Ima need a cinnamon roll,Judith Rupp💎,6.816374905702385e+18,Judith Rupp💎,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7094308238627244846.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a01903d71809694e2a5d41033275402d.json,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#cinnamonrolls #yummyfood #fyp #trending #delicious #lunch #dessert #icing #tiktokfoodie,0,0,0,0,1,0,0,0,1,0
7,GB,7101040272838003973,1653339779,#fyp #Love #bae #simp #fypシ #viral #simphub,7065789270435283973,🤍💍Simp for you💍🤍,"Simp for you 😍
Tysm for 85k 💕
Tysm for 1.0m likes🥺☺️
T+S",0,False,https://m.tiktok.com/v/7101040272838003973.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101040272838003973&source=h5_m,1914372,4840,13134,18326,281835,6830652859621673734,6830652859621673734,72,6830652859621673734,RIP OG MAP,Peely,6.799400336713893e+18,Peely,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/9cb8a0631edc53988bdbfc89b3e849aa.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/aac1059f42eee4f4f461e5bd60a47cb2.json,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#fyp #Love #bae #simp #fypシ #viral #simphub,0,0,0,0,1,1,1,0,0,1
0,GB,7100184636940143878,1653140561,join my lives #growingupbritish #growinguponacouncilestate #relatable #comedy #banter #humour,6997781477720474629,councilestatequeen,"Are we ready for this.. 
Course we f*kin are👊🤪
follow my other socials 
👇👇👇",0,False,https://www.tiktok.com/@councilestatequeen/video/7100184636940143878?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100184636940143878&source=h5_m,2141285,882,1124,1164,144465,7100184615700253445,7100184615700253445,72,7100184615700253445,original sound - councilestatequeen,councilestatequeen,6.997781477720475e+18,councilestatequeen,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100184629080263430.mp3,,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#growingupbritish #growinguponacouncilestate #relatable #comedy #banter #humour,1,0,0,0,0,0,0,1,0,0
1,GB,7103580588858248454,1653931243,When you have a substitute teacher! #school #teacher #student #viral #fyp #foryoupage,6807374175930549254,Nathan Connor,"Violation Pro! Follow the insta 👆🏾
Work/Collab: nathan@elryagency.co.uk",0,False,https://www.tiktok.com/@nathanconnortv/video/7103580588858248454?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103580588858248454&source=h5_m,157917,257,208,340,23602,7103580588238064389,7103580588238064389,72,7103580588238064389,original sound - nathanconnortv,Nathan Connor,6.807374175930549e+18,Nathan Connor,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103580599243393797.mp3,,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#school #teacher #student #viral #fyp #foryoupage,0,0,1,0,1,0,0,0,0,1
2,GB,7100873096764067077,1653300857,Follow for more #skripper #skrippertok #skrippers #britishhumour #funnytrends,6892808209350886402,ChantelleMarquez,Full $trippa Vlogs on Youtube. TAP INSTA LOGO ^^ for my Youtube channel,0,False,https://www.tiktok.com/@chantellemarquez_/video/7100873096764067077?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100873096764067077&source=h5_m,526942,134,85,151,45001,6769046027488987137,6769046027488987137,10036,6769046027488987137,FEEL THE GROOVE,"Queens Road, Fabian Graetz",,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/728c6089a88144adac2e7a4bfb8c9e05,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/524d6c6ad91744c8918cdb7ea04e3adc,False,True,,,,,[],1683439005981702,0,Falkland Islands (Malvinas),#skripper #skrippertok #skrippers #britishhumour #funnytrends,0,0,0,0,0,0,0,0,0,0
3,US,7078012412045118763,1647978186,#duet with @luckydogfy I kinda see it 🤣🤣🤣🤣,6864320287262540806,Oneya D’Amelio,"Chicago📍
GO CHECK OUT MY NEW MUSIC VIDEO ⬇️",0,False,https://www.tiktok.com/@angryreactions/video/7078012412045118763?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078012412045118763&source=h5_m,17263206,12708,17416,12607,1828748,6919687211701062406,6919687211701062406,72,6919687211701062406,Aint No simpin,WheresyourhoodieBoogie?,13939630.0,WheresyourhoodieBoogie?,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6919687239559662341.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/e43da3b781cfbb113e75b431ab483934.json,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#duet,0,0,0,0,0,0,0,0,0,0
4,AU,7093289221636607234,1651535097,"you LAUGH, you LOSE! (OMG)",6718878262574351365,JoelBergs,"🇦🇺
Melbourne / Australia 
@Bangenergy",0,False,https://www.tiktok.com/@joelbergs/video/7093289221636607234?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093289221636607234&source=h5_m,6042650,3509,4902,23254,1157774,7093289165793659649,7093289165793659649,72,7093289165793659649,original sound - joelbergs (Contains music from: Jocelyn Flores - XXXTENTACION),"Contains music from: ""Jocelyn Flores""",6.718878262574351e+18,JoelBergs,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7093289079705783042.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/338c0fff63b26887d68a61f056f7df08.json,False,False,XXXTENTACION,Jocelyn Flores,original sound - joelbergs (Contains music from: Jocelyn Flores - XXXTENTACION),"Contains music from: ""Jocelyn Flores""",[],0,0,Falkland Islands (Malvinas),,0,0,0,0,0,0,0,0,0,0
5,GB,7081358285768641798,1648757209,When they take role play too serious 😂,9303130,daz_black,"Sup Dazzerlers
Youtube: Daz Games
Instagram: Daz_black",0,False,https://www.tiktok.com/@daz_black/video/7081358285768641798?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081358285768641798&source=h5_m,3932003,14582,21056,20831,1034665,7081358315737189125,7081358315737189125,72,7081358315737189125,original sound - daz_black,daz_black,9303130.0,daz_black,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081358300738423558.mp3,,False,False,,,,,[],0,0,Falkland Islands (Malvinas),,0,0,0,0,0,0,0,0,0,0
6,GB,7100274178447789317,1653161409,🌎 Worlds biggest animals caught on camera Pt.7 📸 Make sure you like and follow for more content 👍 #biggest #big #animals #caughtoncamera #world ✨,6927718779279967238,Wonder Planet,✨☄️Explore the Vast and serene discoveries of our Planet and even beyond🌍💫,0,False,https://www.tiktok.com/@wonderplanetx/video/7100274178447789317?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100274178447789317&source=h5_m,81914,150,21,182,16116,7100276191684348678,7100276191684348678,72,7100276191684348678,original sound - wonderplanetx (Contains music from: She Knows - J. Cole),"Contains music from: ""She Knows""",6.927718779279967e+18,Wonder Planet,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100276214354479877.mp3,,False,False,J. Cole,She Knows,original sound - wonderplanetx (Contains music from: She Knows - J. Cole),"Contains music from: ""She Knows""",[],0,0,Falkland Islands (Malvinas),#biggest #big #animals #caughtoncamera #world,0,0,0,0,0,0,0,0,0,0
7,GB,7092488198231706886,1651348594,He’s a real life food vacuum 😂🥞🍟🍔,6761439278596113413,Dontai and Kaory,"We love you 💕
Dontaikaory@grail-talent.com 💌
Join our YouTube Family🥰☟",0,False,https://www.tiktok.com/@dontaikaory/video/7092488198231706886?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092488198231706886&source=h5_m,4473602,1389,6399,4421,317509,7020478489333713670,7020478489333713670,72,7020478489333713670,original sound - twotrends,Espe & Sebas,6.619676879421456e+18,Espe & Sebas,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7020478532996336389.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/de9120677e2137fb718f393724f4a90c.json,False,False,,,,,[],0,0,Falkland Islands (Malvinas),,0,0,0,0,0,0,0,0,0,0
0,GB,7102346722243808518,1653643964,Using a public toilet with your kids is fun #kidsbelike #comedy,135927296842055680,Mammy Banter,"Comedy Writer ✍️ Derry Mammy (Mum, Mom) 🇮🇪
Sunday Times Best Seller 👇 📖",0,False,https://www.tiktok.com/@mammybanter/video/7102346722243808518?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102346722243808518&source=h5_m,1515517,1457,8794,2164,180413,7102346711783262981,7102346711783262981,72,7102346711783262981,original sound - mammybanter,Mammy Banter,1.3592729684205568e+17,Mammy Banter,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102346690044201733.mp3,,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#kidsbelike #comedy,1,0,0,0,0,0,0,0,0,0
1,GB,7103476352887688454,1653906976,"This guy knows he’s won at this point. Filmed in Sheffield, England 🏴󠁧󠁢󠁥󠁮󠁧󠁿. #fyp #foryou #foryoupage #johnny #johnnydepp #music #depp #justiceforjohnnydepp #amberheard #amber #amberturd #amberheardjohnnydepp #fypシ #court #johnnydepptiktok",6939242415052948486,𝙏𝙤𝙢,"🫒
@txm.olive",0,False,https://www.tiktok.com/@txmvids1308/video/7103476352887688454?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103476352887688454&source=h5_m,2513871,2817,6680,3076,263543,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Falkland Islands (Malvinas),#fyp #foryou #foryoupage #johnny #johnnydepp #music #depp #justiceforjohnnydepp #amberheard #amber #amberturd #amberheardjohnnydepp #fypシ #court #johnnydepptiktok,0,1,1,0,1,1,0,0,0,0
2,US,7078886520379198763,1648181705,"Since everyone on my snap told me to post this on here i had to, I CANT BELIEVE THIS IS REAL LIFE RN OMGGGG #fyp #viral #storytime #tinder",6749172580823974918,AK,"🇸🇾 
Follow me on iG : @yooitsak",0,False,https://www.tiktok.com/@yooitsak/video/7078886520379198763?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078886520379198763&source=h5_m,26364895,33626,84648,28690,5048163,7078886496471616298,7078886496471616298,72,7078886496471616298,original sound - yooitsak,AK,6.749172580823975e+18,AK,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078886521599789870.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/07a2cba4bbee86808ac8ff189dd48199.json,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#fyp #viral #storytime #tinder,0,0,0,0,1,0,0,0,0,1
3,US,7090294030415777067,1650837723,People Read Their Last Breakup Texts #relationships #breakup #ex,6736753654080537605,Jubilee,"SPECTRUM is now a card game! 
🙏 Back our Kickstarter here! 👇",0,False,https://www.tiktok.com/@jubilee/video/7090294030415777067?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090294030415777067&source=h5_m,4130679,4430,2576,1217,538381,7090294016654330670,7090294016654330670,72,7090294016654330670,original sound - jubilee,Jubilee,6.736753654080538e+18,Jubilee,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7090294051764767531.mp3,,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#relationships #breakup #ex,0,0,0,0,0,0,0,0,0,0
4,GB,7100159419723304198,1653134690,What a guy😂🤦‍♂️ #fyp #foryoupage #viral#trending #poker #pokernight #pokergame#themisses #girlfriend #drama #argument#movingout #britishhumour #britishmemes#drunk #boys #latenight #pokerfunny#girlfrienddrama,6962569913756779526,Funny videos uk,"Funny UK videos 🇬🇧🤣 
Help me achieve 1M followers please🤷‍♂️
Backup @lmfaouk",0,False,https://www.tiktok.com/@uklmfao/video/7100159419723304198?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100159419723304198&source=h5_m,2793361,545,4188,6133,212265,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,Falkland Islands (Malvinas),#fyp #foryoupage #viral#trending #poker #pokernight #pokergame#themisses #girlfriend #drama #argument#movingout #britishhumour #britishmemes#drunk #boys #latenight #pokerfunny#girlfrienddrama,0,0,1,0,1,0,0,0,1,1
5,GB,7096600617736473862,1652306091,send this to “that” person 😂 #thegoogleearthguy #fyp #viral #funnyvideos #endbell,6806335584840762374,Thegoogleearthguy,"1.4M 🐐 
For business inquiries or to message me my insta is : thegoogleearthguy",0,False,https://www.tiktok.com/@thegoogleearthguy/video/7096600617736473862?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096600617736473862&source=h5_m,2032964,1419,25172,7294,55762,6853410514224057093,6853410514224057093,72,6853410514224057093,original sound - toddum14 (Contains music from: You Make My Dreams (Come True) - Daryl Hall & John Oates),"Contains music from: ""You Make My Dreams (Come True)""",2.0439046925306675e+17,Todd Marsh,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6853410471458982661.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/7a3ca31469f99a0e09bec5c1901208d2.json,False,False,Daryl Hall & John Oates,You Make My Dreams (Come True),original sound - toddum14 (Contains music from: You Make My Dreams (Come True) - Daryl Hall & John Oates),"Contains music from: ""You Make My Dreams (Come True)""",[],0,0,Falkland Islands (Malvinas),#thegoogleearthguy #fyp #viral #funnyvideos #endbell,0,0,0,0,1,0,0,0,0,1
6,GB,7102422285528648966,1653661554,Oh well! #CallumTheDragonOfficial #CalTheDragon #Famous #Tiktoker #footballcontentcreator #blowthisup #footballtiktok #goviral #viral #fyp,6559213412110254085,Callum The Dragon,"🐉Official TikTok account for Cal ‘The Dragon’🐉
🐉Stay for Football Content 🐉",0,False,https://www.tiktok.com/@cal_the_dragon_official/video/7102422285528648966?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102422285528648966&source=h5_m,3670786,2917,1038,0,200058,6887954167801841665,6887954167801841665,10033,6887954167801841665,Fly Away,Tones And I,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1c475feb98644fbd845887cd06991810,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/980e31e506ac48cfa0661c9511b1f162,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1538451008', 'external_song_key': 'apple_song_id'}]",0,0,Falkland Islands (Malvinas),#CallumTheDragonOfficial #CalTheDragon #Famous #Tiktoker #footballcontentcreator #blowthisup #footballtiktok #goviral #viral #fyp,0,0,0,0,1,0,0,0,0,1
7,GB,7098059811148844294,1652645836,Just want to be by your side….  #foryoupageofficiall2022 #foryoupageofficiall #foryoupageofficial #foroyoupage #foryoupage❤️❤️ #foryou #forher #forhim #fypage #fyp #viral #quotes #feelings #boysfeeltoo #relatable #4liferssssss #4lifers #relationshipgoals,6866937029365122053,PrivateLife3Ns,⚡️,0,False,https://www.tiktok.com/@foreign0210/video/7098059811148844294?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098059811148844294&source=h5_m,1182135,10761,13477,17873,273109,7067157596867971887,7067157596867971887,72,7067157596867971887,If only,Speed songs,7.067146743928882e+18,Speed songs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7067157615805139758.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/aa41484b78678e8f1e76dd24ab99423f.json,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#foryoupageofficiall2022 #foryoupageofficiall #foryoupageofficial #foroyoupage #foryoupage❤️❤️ #foryou #forher #forhim #fypage #fyp #viral #quotes #feelings #boysfeeltoo #relatable #4liferssssss #4lifers #relationshipgoals,0,1,1,0,1,0,0,1,0,1
0,US,7079206262537309482,1648256151,This was him helping me set up my camera for videos 🥺,6730019113845310470,Karlynn,"Welcome to my misadventures
I like to play dress up & read books
📚🌼🤠",0,False,https://m.tiktok.com/v/7079206262537309482.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079206262537309482&source=h5_m,12573201,6859,8093,115,1657313,7032040697666505478,7032040697666505478,72,7032040697666505478,original sound - frankiesaudios (Contains music from: Lets Hope - Maikkis),"Contains music from: ""Lets Hope""",6.897001405002843e+18,frankiesaudios,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7032040746136193797.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/de89650a09071b113daded4aed01da78.json,False,False,Maikkis,Lets Hope,original sound - frankiesaudios (Contains music from: Lets Hope - Maikkis),"Contains music from: ""Lets Hope""",[],0,0,Falkland Islands (Malvinas),,0,0,0,0,0,0,0,0,0,0
1,US,7070251795003493678,1646171277,Reply to @scottkress_  the end result omg 😳😱 #makeup #contour #fyp,6846113334393521157,Sydney Morgan,"Actor/Model/Makeup Artist
Snap: Sydney.m0rgan
sydmorganmgmt@gmail.com",0,False,https://m.tiktok.com/v/7070251795003493678.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070251795003493678&source=h5_m,11802497,5001,1931,4452,1607960,6708008838341135110,6708008838341135110,72,6708008838341135110,sailorj contouring 101 on youtube,skeet,17427948.0,skeet,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1637702278328341.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b692ed657b29d024a9ffafa90d55bc18.json,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#makeup #contour #fyp,0,0,0,0,1,0,0,0,0,0
2,GB,7092107537541008646,1651259964,Reply to @lllllllpromis  for legal reasons this has absolutely nothing to do with my personal preferences 🙂 #relatable #thingsgirlswanttoknow #fortheboys,6775579464921220101,Chloe Taylor,"Brutal honesty & beauty 💁🏼‍♀️💆🏼‍♀️
Management @connectmgt
Shop my brand👇🏻",0,False,https://m.tiktok.com/v/7092107537541008646.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092107537541008646&source=h5_m,3583352,3100,3323,4140,291682,7092107551688362757,7092107551688362757,72,7092107551688362757,original sound - chloetayloruk,Chloe Taylor,6.77557946492122e+18,Chloe Taylor,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092107552120490757.mp3,,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#relatable #thingsgirlswanttoknow #fortheboys,0,0,0,0,0,0,0,1,0,0
3,ZA,7087251704831298821,1650129378,Me 👀 @blk.water #ladywiththebendyface #blkwater,15502758,Crystal Greeff-Katsini,"-TheLadyWithTheBendyFace-
#sunbeams☀️
Top 🎁 @positivequotestiktok - Thank you!",0,False,https://m.tiktok.com/v/7087251704831298821.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087251704831298821&source=h5_m,8436219,4715,9209,27669,783768,7057906832542649093,7057906832542649093,72,7057906832542649093,original sound - linnjardim (Contains music from: Diging the sky - Caribbean Snake),"Contains music from: ""Diging the sky""",6.782237535823758e+18,Linn Jardim,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7057906874246515461.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/42969daeea6d36cb4812d1fd030a31cb.json,False,False,Caribbean Snake,Diging the sky,original sound - linnjardim (Contains music from: Diging the sky - Caribbean Snake),"Contains music from: ""Diging the sky""",[],0,0,Falkland Islands (Malvinas),#ladywiththebendyface #blkwater,0,0,0,0,0,0,0,0,0,0
4,GB,7098002284184915205,1652632442,#stitch with @daniellegansky #fypシ #fyp #viral #viralvideos,6817480091103495174,Jonny,,0,False,https://m.tiktok.com/v/7098002284184915205.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098002284184915205&source=h5_m,3485182,3129,4678,3559,293659,7098002261321845509,7098002261321845509,72,7098002261321845509,original sound - jonnypro,Jonny,6.817480091103495e+18,Jonny,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098002286856669958.mp3,,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#stitch #fypシ #fyp #viral #viralvideos,0,0,0,0,1,1,0,0,0,1
5,US,7075810402528939307,1647465491,He was confused..🧐 #fyp #foryoupage #trending #couple #viral @officialkiddae @emilylou.xoxo,6741185119190991878,Emily Lou,"ᖴOᒪᒪOᗯ ᗰᗴ Oᑎ IᑎᔕTᗩᘜᖇᗩᗰ
Subscribe & Watch Our Latest Video!!⬇️⬇️",0,False,https://m.tiktok.com/v/7075810402528939307.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075810402528939307&source=h5_m,7513757,5859,10408,17556,1927997,7075810378629925678,7075810378629925678,72,7075810378629925678,original sound - emilyylouu1,Emily Lou,6.741185119190992e+18,Emily Lou,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075810405754653486.mp3,,False,False,,,,,[],0,0,Falkland Islands (Malvinas),#fyp #foryoupage #trending #couple #viral,0,0,1,0,1,0,0,0,1,1
6,US,7096646062840253742,1652316671,got the squad together for this one #fyp,6837298775694984197,carlie,"16
thx for 10 followers",0,False,https://m.tiktok.com/v/7096646062840253742.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096646062840253742&source=h5_m,5249342,3669,6037,18155,1359447,7068354872076618501,7068354872076618501,72,7068354872076618501,original sound - thefunmaster3000 (Contains music from: Beatzin Fofo - WZ Beat),"Contains music from: ""Beatzin Fofo""",6.978587718997919e+18,Meme Fanpage,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7068354884789209862.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/23a2c37145c4818630fb36fe0ebfa8b7.json,False,False,WZ Beat,Beatzin Fofo,original sound - thefunmaster3000 (Contains music from: Beatzin Fofo - WZ Beat),"Contains music from: ""Beatzin Fofo""",[],0,0,Falkland Islands (Malvinas),#fyp,0,0,0,0,1,0,0,0,0,0
