,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_asmr,hash_food,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_humour,hash_pourtoi,hash_tahiti,hash_viral
2,US,7102978640987688234,1653791090, ,7096311929081300010,_Andcarli_,Follow me on IG too,0,False,https://www.tiktok.com/@_andcarli_/video/7102978640987688234?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102978640987688234&source=h5_m,187110,32,4,21,3559,7102978643604802346,7102978643604802346,72,7102978643604802346,original sound - _andcarli_,_Andcarli_,7.0963119290813e+18,_Andcarli_,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102978651263765294.mp3,,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
3,US,7101170548318735659,1653370111,Reply to @babyfaceniko he got in trouble for this😂,6625079984771088389,BABYFACE,"I Love My Lil Family
Insta: @NikoValdes 
YouTube: The CAN Family",0,False,https://www.tiktok.com/@babyfaceniko/video/7101170548318735659?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101170548318735659&source=h5_m,4291298,186,265,516,303536,7101170442324445995,7101170442324445995,72,7101170442324445995,original sound - babyfaceniko,BABYFACE,6.625079984771088e+18,BABYFACE,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101170520376445742.mp3,,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
4,FR,7101717224116800774,1653497394,#texasdad #rire_tiktok,6817932875032380421,Diaki''S 💯,Diakitemama237@gmail.com,0,False,https://www.tiktok.com/@diakki/video/7101717224116800774?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101717224116800774&source=h5_m,1852459,1020,5903,511,194740,7101717259353164549,7101717259353164549,72,7101717259353164549,original sound - diakki,Diaki''S 💯,6.81793287503238e+18,Diaki''S 💯,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101717259500014341.mp3,,False,False,,,,,[],0,0,French Polynesia,#texasdad #rire_tiktok,0,0,0,0,0,0,0,0,0,0
5,AU,7102538178162117890,1653688538,Does yours have one? Life changing #gymhack,6732043457177945094,Soph 🤍,"CPT 🇦🇺 your fitness bestie
My coaching app → @trainwithsoph
600k of us?! 🥲✨",0,False,https://www.tiktok.com/@sopheallen/video/7102538178162117890?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102538178162117890&source=h5_m,855827,362,474,539,45890,7087995821165153029,7087995821165153029,72,7087995821165153029,louis theroux still dre by Leonz,Leonz,6.822690156940936e+18,Leonz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087995830241626885.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d293909338935325a2dacdb196e4c6c8.json,False,False,,,,,[],0,0,French Polynesia,#gymhack,0,0,0,0,0,0,0,0,0,0
6,DE,7102831298221247750,1653756785,#pov You’re the photographer @Nic Kaufman #redcarpet#elevatorboys @elevatormansion,6813884539272201221,jacob rott,"IG: jacobrott
boy meets world 🌍 

𝕳𝖊𝖑𝖑 𝖜𝖆𝖘 𝖇𝖔𝖗𝖎𝖓𝖌",0,False,https://www.tiktok.com/@jacob_rtt/video/7102831298221247750?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102831298221247750&source=h5_m,3938553,3862,3695,238,889352,7059778961454287622,7059778961454287622,72,7059778961454287622,Swim x The Hills (Contains music from: Swim - Chase Atlantic),"Contains music from: ""Swim""",6.802895546200147e+18,matteocaudullo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7059778980563389190.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ab3e63f7f5cb7b526034a90fac366dfd.json,False,False,Chase Atlantic,Swim,Swim x The Hills (Contains music from: Swim - Chase Atlantic),"Contains music from: ""Swim""",[],0,0,French Polynesia,#pov #redcarpet#elevatorboys,0,0,0,0,0,0,0,0,0,0
7,GB,7100643464202751238,1653247390,This is NUTS🔥DONUTS with a Kick😉#menwiththepot #foodporn #asmr #fyp #foryou #fire #nature #food #donuts #cooking,6810741827034809349,menwiththepot,Knives ⬇️,0,False,https://www.tiktok.com/@menwiththepot/video/7100643464202751238?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100643464202751238&source=h5_m,1286780,651,1369,1138,176124,7100643581081176837,7100643581081176837,72,7100643581081176837,original sound - menwiththepot,menwiththepot,6.810741827034809e+18,menwiththepot,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100643587104197381.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3dd8501d41579e19d74b489cbdc55de2.json,False,False,,,,,[],0,0,French Polynesia,#menwiththepot #foodporn #asmr #fyp #foryou #fire #nature #food #donuts #cooking,1,1,1,0,1,0,0,0,0,0
0,PF,7097017616929230082,1652403184,Nous revoilà en force ❤️🔥💪#bestduoever #pourtoii#fypシ #merefille #4uu,6515012348464337935,🌸CeDuoMereFille🌸,🥰Enjoy la vida🥰,0,False,https://www.tiktok.com/@miti_and_mum/video/7097017616929230082?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097017616929230082&source=h5_m,52631,15,5,109,3818,7074278372330834694,7074278372330834694,72,7074278372330834694,original sound - joaovictor.menezes (Contains music from: DANÇARINA - PEDRO SAMPAIO & Mc Pedrinho),"Contains music from: ""DANÇARINA""",6.791888163817309e+18,João Victor Menezes,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074278384362081029.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8cda0fc547bd0b6ee83397e08b2de1aa.json,False,False,PEDRO SAMPAIO & Mc Pedrinho,DANÇARINA,original sound - joaovictor.menezes (Contains music from: DANÇARINA - PEDRO SAMPAIO & Mc Pedrinho),"Contains music from: ""DANÇARINA""",[],0,0,French Polynesia,#bestduoever #pourtoii#fypシ #merefille #4uu,0,0,0,0,0,1,0,0,0,0
1,PF,7090795563209215234,1650954497,🌸• petit come back 🥰 •🌸 #fypシ #Love #987 #dance #goodvibes,7007232507738457089,🦋 Haupualaniiiiii🦋,"new account 💋 
Free life 😜💪🏻 
17 years old soon 😜
Strong girl 💪🏻🌸",0,False,https://www.tiktok.com/@pualani_18/video/7090795563209215234?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090795563209215234&source=h5_m,51070,36,15,0,4046,7084889486034815745,7084889486034815745,72,7084889486034815745,original sound - kamahea07 (Contains music from: Dans Les Nuages - RuskieBanana),"Contains music from: ""Dans Les Nuages""",6.782043368891745e+18,JD_khn,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7084889473955138306.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/50d8aa595ac882aedee663cd8f3683b9.json,False,False,RuskieBanana,Dans Les Nuages,original sound - kamahea07 (Contains music from: Dans Les Nuages - RuskieBanana),"Contains music from: ""Dans Les Nuages""",[],0,0,French Polynesia,#fypシ #Love #987 #dance #goodvibes,0,0,0,0,0,1,0,0,0,0
2,TR,7090740048408120578,1650941572,🤙🥵🎮 #nissan #370z  #NEEDFORSPEED #NFS #FARIZ_600RR #logitech #foryou #fypシ #fyp #logitech29 #logitech920 #logitechg29 #logitechg920 #viral,6666896549211029510,No Bike... No Life!!!,"무궁화 꽃이 피었습니다 

Subscribe Now On my channel👇",0,False,https://www.tiktok.com/@fariz_600rr/video/7090740048408120578?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090740048408120578&source=h5_m,33402793,2295,15415,59461,703747,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,French Polynesia,#nissan #370z #NEEDFORSPEED #NFS #FARIZ_600RR #logitech #foryou #fypシ #fyp #logitech29 #logitech920 #logitechg29 #logitechg920 #viral,0,0,1,0,1,1,0,0,0,1
3,GB,7091214571720969478,1651052057,Off-duty time😌#home #housework #immersive #foryou,7067355713182237702,homeshare2,😊😊😊,0,False,https://www.tiktok.com/@homeshare2/video/7091214571720969478?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091214571720969478&source=h5_m,14762125,2537,1636,8639,573874,7091214552959879941,7091214552959879941,72,7091214552959879941,original sound - homeshare2,homeshare2,7.067355713182238e+18,homeshare2,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091214544697428742.mp3,,False,False,,,,,[],0,0,French Polynesia,#home #housework #immersive #foryou,0,0,1,0,0,0,0,0,0,0
4,GB,7103084866144849157,1653815824,Cutting my own hair...was maybe a bad idea 😀. Click our link to watch now! 💖 #haircut #wolfcut #subscribe #trending #fyp #fypシ #youtuber #youtubechannel #youtube #hairtutorial,7102751149363446790,Dipty Daily,Hey Gen Z Nation! Yes! we are officially on tik tok! Don't forget to subscribe,0,False,https://www.tiktok.com/@dipty.daily/video/7103084866144849157?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103084866144849157&source=h5_m,1577227,505,184,382,110753,7103084852475398918,7103084852475398918,72,7103084852475398918,original sound - dipty.daily,Dipty Daily,7.102751149363447e+18,Dipty Daily,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103084849098967814.mp3,,False,False,,,,,[],0,0,French Polynesia,#haircut #wolfcut #subscribe #trending #fyp #fypシ #youtuber #youtubechannel #youtube #hairtutorial,0,0,0,0,1,1,0,0,0,0
5,AE,7079841217743293697,1648403989,#tiktok#Fyp#philippines#japanese#canada🇨🇦,6913217181157229573,Heart Mender,"I love positive lifestyle 🇨🇲🇦🇪🇶🇦🇵🇭🌍🌍❤️
Let’s get to 500k followers ❤️",0,False,https://www.tiktok.com/@menderboy/video/7079841217743293697?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079841217743293697&source=h5_m,40866516,22637,326256,339381,872642,6980960643218295578,6980960643218295578,24,6980960643218295578,original sound - adnanroy080 (Contains music from: Philipinpini - CaviarFlow),"Contains music from: ""Philipinpini""",6.886229213600187e+18,Adnan Roy,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/6980960582224726811.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/08c7addabd255264d1d0cbf62a00de03.json,False,False,CaviarFlow,Philipinpini,original sound - adnanroy080 (Contains music from: Philipinpini - CaviarFlow),"Contains music from: ""Philipinpini""",[],0,0,French Polynesia,#tiktok#Fyp#philippines#japanese#canada🇨🇦,0,0,0,0,1,0,0,0,0,0
6,SA,7099916775642467585,1653078198,ناجل #غوص #سمك #بحر,7059418231938204677,عاشق البحر,لايوجد سيرة😅😅 شويه مقاطع من تصويري,0,False,https://www.tiktok.com/@abusailm2/video/7099916775642467585?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099916775642467585&source=h5_m,291590,34,136,275,2822,7099916768826755841,7099916768826755841,72,7099916768826755841,original sound - abusailm2,عاشق البحر,7.059418231938205e+18,عاشق البحر,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099916752842820353.mp3,,False,False,,,,,[],0,0,French Polynesia,#غوص #سمك #بحر,0,0,0,0,0,0,0,0,0,0
7,US,7103540778915417386,1653921973,"Follow your passion, it’ll take you further than you’ll ever believe",6799211962154976261,Devon Rodriguez,"NYC 🗽 
📩Devonrodriguezartist@gmail.com
-
TikTok for Artists course👇🏼",0,False,https://www.tiktok.com/@devonrodriguezart/video/7103540778915417386?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103540778915417386&source=h5_m,1626879,662,173,443,170899,6970742613263665926,6970742613263665926,72,6970742613263665926,Sweet Dreams (Contains music from: Sweet Dreams - Instrumental Guitar - Ravens Rock),"Contains music from: ""Sweet Dreams - Instrumental Guitar""",6.76994924413477e+18,Ravens Rock ★ | Guitarist,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6970742672105491205.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9208d0f8db71773cd8e7b0777c5aa920.json,False,False,Ravens Rock,Sweet Dreams - Instrumental Guitar,Sweet Dreams (Contains music from: Sweet Dreams - Instrumental Guitar - Ravens Rock),"Contains music from: ""Sweet Dreams - Instrumental Guitar""",[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
0,PF,7080749458719280385,1648615456,#tahiti un peu dans le ha’sauce 💥,6571152335135932422,nol_ter,"🇵🇫
nolter@wediama.com",0,False,https://www.tiktok.com/@nol_ter/video/7080749458719280385?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080749458719280385&source=h5_m,69220,36,33,0,6048,7072684079673641730,7072684079673641730,72,7072684079673641730,original sound - heree__,here,1.1842656532708147e+17,here,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7074028380689107714.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c164e3df6e0dd1c4cd47dfd5e7a88608.json,False,False,,,,,[],0,0,French Polynesia,#tahiti,0,0,0,0,0,0,0,0,1,0
1,PF,7071746152885980417,1646519210,Petite danse de l’ambiance 🤣 bon week-end tout le monde ♥️,6784885173781185542,Cheryl Watanabe,"Polynesian 🇵🇫 
From: Takapoto & Tahiti 🌴🌺 
instagram: cheryl.watanaber ✨",0,False,https://www.tiktok.com/@cherylwatanaber/video/7071746152885980417?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071746152885980417&source=h5_m,95637,101,12,161,6134,7065215814395251458,7065215814395251458,72,7065215814395251458,original sound - kissme4baby (Contains music from: Lovinjitis - Wizboyy),"Contains music from: ""Lovinjitis""",6.742570375761331e+18,Ariitaiashrk,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7065215799702702849.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c8ce37265aeeddbe688e4e7707bef382.json,False,False,Wizboyy,Lovinjitis,original sound - kissme4baby (Contains music from: Lovinjitis - Wizboyy),"Contains music from: ""Lovinjitis""",[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
2,VN,7081829423237958938,1648866903, ,6974918472330396674,Country TV,"Gmail keduydiet010305@gmail.com
Lh cv : Fb Trọng  Cương",0,False,https://www.tiktok.com/@countrytv11/video/7081829423237958938?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081829423237958938&source=h5_m,30304446,3046,1565,2448,796323,7081829432469572378,7081829432469572378,72,7081829432469572378,original sound - countrytv11,Country TV,6.974918472330397e+18,Country TV,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7081829440535169818.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6e9dc1f259ca395842710c9c49c78490.json,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
3,GB,7099668264673922310,1653020335,Satisfied car wash#carwashchallenge #carwashbabe #fyp #carwaah,7068184711071564805,Carwash Babe,"Car wash Babe, giving you the most satisfying car wash video🧼🚗👇products",0,False,https://www.tiktok.com/@carwashbabe/video/7099668264673922310?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099668264673922310&source=h5_m,2893418,191,829,476,131914,7099668251054967558,7099668251054967558,72,7099668251054967558,original sound - carwashbabe,Carwash Babe,7.068184711071565e+18,Carwash Babe,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099668207056800517.mp3,,False,False,,,,,[],0,0,French Polynesia,#carwashchallenge #carwashbabe #fyp #carwaah,0,0,0,0,1,0,0,0,0,0
4,US,7089071300068592938,1650553038,Airbrush name design on a t-shirt#airbrushname #cursivewriting #fyp #art #airbrush #script #graffiti,6794481600648627206,Jeff Copeland,"👇Contact 👇
Jeffcopelandart@gmail.com",0,False,https://www.tiktok.com/@jeffcopelandart/video/7089071300068592938?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089071300068592938&source=h5_m,35800530,5968,16751,16230,944076,6782233713825564673,6782233713825564673,10033,6782233713825564673,Background Hip Hop Beat,Oleg Fedak,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4ca9529b16114d70bb92f9346e991f14,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/4083ad033c5941d1bb0ace33855a04e1,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1495449290', 'external_song_key': 'apple_song_id'}]",0,0,French Polynesia,#airbrushname #cursivewriting #fyp #art #airbrush #script #graffiti,0,0,0,0,1,0,0,0,0,0
5,IT,7088649652098174214,1650454864,Tutorial Best Rubber Band Magic #tutorial #magic #foryou,6603799604104986629,dumenicus,For business email➡️ dumenicus@gmail.com  If you want support me ♥️⬇️,0,False,https://www.tiktok.com/@dumenicus/video/7088649652098174214?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088649652098174214&source=h5_m,61123056,2467,37505,508601,2638364,7088649622532459270,7088649622532459270,72,7088649622532459270,original sound - dumenicus (Contains music from: INDUSTRY BABY - Lil Nas X & Jack Harlow),"Contains music from: ""INDUSTRY BABY""",6.603799604104987e+18,dumenicus,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088649635505392390.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5fba53cd3fd9f4accc546d6a3222a8ae.json,False,False,Lil Nas X & Jack Harlow,INDUSTRY BABY,original sound - dumenicus (Contains music from: INDUSTRY BABY - Lil Nas X & Jack Harlow),"Contains music from: ""INDUSTRY BABY""",[],0,0,French Polynesia,#tutorial #magic #foryou,0,0,1,0,0,0,0,0,0,0
6,US,7077929908365823237,1647958978,New challenge 🥰🐾 It was a huge jump 🙈 #catchallenge#cat,6780037443465217030,Mia & Jerrie,"Ambassadors of Fluff 
UK🇬🇧
💌 mmeowmmia@gmail.com
🍿new video on YouTube🍿",0,False,https://www.tiktok.com/@mmeowmmia/video/7077929908365823237?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077929908365823237&source=h5_m,155264807,58658,272108,4018,15447015,7077929893333453573,7077929893333453573,72,7077929893333453573,original sound - mmeowmmia (Contains music from: Among Us - Sembari +),"Contains music from: ""Among Us""",6.780037443465217e+18,Mia & Jerrie,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077929908915325701.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3b0638715b54af458123d3c3a6ebe5cd.json,False,False,Sembari +,Among Us,original sound - mmeowmmia (Contains music from: Among Us - Sembari +),"Contains music from: ""Among Us""",[],0,0,French Polynesia,#catchallenge#cat,0,0,0,0,0,0,0,0,0,0
7,US,7100163379897191726,1653135612, ,7100162179899999278,comdyab12,,0,False,https://www.tiktok.com/@comdyab12/video/7100163379897191726?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100163379897191726&source=h5_m,7933550,3474,6169,5183,335884,7100163260346911530,7100163260346911530,72,7100163260346911530,original sound - comdyab12,comdyab12,7.100162179899999e+18,comdyab12,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100163354706185006.mp3,,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
0,PF,7095222686502161666,1651985267,tu me fais un édit ?🥷#pourtoi #dance #987,6941529560719541250,H E I K U L A N I E,"Fb : Heiku Lanie 😉
1m60 🦦",0,False,https://www.tiktok.com/@heiku_lanie/video/7095222686502161666?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095222686502161666&source=h5_m,85421,85,35,992,7477,7087426798543244033,7087426798543244033,72,7087426798543244033,original sound - heree__ (Contains music from: Ménage - MC Matias & Rayssa cunha),"Contains music from: ""Ménage""",1.1842656532708147e+17,here,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7087426799776582401.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/78b8f5a19ec2ecc284e43bbc76c853d9.json,False,False,MC Matias & Rayssa cunha,Ménage,original sound - heree__ (Contains music from: Ménage - MC Matias & Rayssa cunha),"Contains music from: ""Ménage""",[],0,0,French Polynesia,#pourtoi #dance #987,0,0,0,0,0,0,0,1,0,0
1,PF,7071070961772023042,1646362006,no words,178472773282000897,▪️yestinou▪️,🧿 ig : yesss.dadddyy 🧿,0,False,https://www.tiktok.com/@yesss_daddyyy/video/7071070961772023042?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071070961772023042&source=h5_m,58842,40,14,38,2041,7061985832575519494,7061985832575519494,72,7061985832575519494,original sound - osakavsp_,L,6.752384618878567e+18,L,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7061985851001162502.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/32943d0e1e57958403239c3026817d62.json,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
2,FR,7100984309619739910,1653326750,Watch it simply 😂😂#meme #funny #comedy #foryou #fypシ #doritos #dog #blg_asn34,7018971561521923077,Blago Asenov,BULGARIA🇧🇬,0,False,https://www.tiktok.com/@blg.asn34/video/7100984309619739910?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100984309619739910&source=h5_m,129699,14,17,37,7065,6950784728488299270,6950784728488299270,72,6950784728488299270,"original sound - tiktoktalent_j (Contains music from: Bre, Petrunko (Ho! Dear Petroona) - Koutev Bulgarian National Ensemble)","Contains music from: ""Bre, Petrunko (Ho! Dear Petroona)""",6.902449882915014e+18,JOSUE,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6950784850332896006.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4419bfdb27c1f93c200680ef269742b0.json,False,False,Koutev Bulgarian National Ensemble,"Bre, Petrunko (Ho! Dear Petroona)","original sound - tiktoktalent_j (Contains music from: Bre, Petrunko (Ho! Dear Petroona) - Koutev Bulgarian National Ensemble)","Contains music from: ""Bre, Petrunko (Ho! Dear Petroona)""",[],0,0,French Polynesia,#meme #funny #comedy #foryou #fypシ #doritos #dog #blg_asn34,0,0,1,0,0,1,0,0,0,0
3,GB,7103544526303694085,1653922846,Reply to @court_lee96 posca markers ✨✨✨,6803002669210010629,Lanastill,I make custom body designs ✨,0,False,https://www.tiktok.com/@lanastill/video/7103544526303694085?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103544526303694085&source=h5_m,126998,38,18,49,10337,7096239146045278210,7096239146045278210,10033,7096239146045278210,Dope,John Legend,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b1b93ff34a19457e95ca30b1827fa3e8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/7a8c17e59ce44a9388ac7c6eee239e87,True,True,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
4,US,7079435631654489390,1648309555,#foryou #tiktok #foodtiktok,7073104136003404846,Ao_Cooking,Thank you for liking my video💕,0,False,https://www.tiktok.com/@ao_cooking/video/7079435631654489390?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079435631654489390&source=h5_m,25709717,9842,21134,104719,3329801,7079435610267749166,7079435610267749166,72,7079435610267749166,original sound - ao_cooking,Ao_Cooking,7.073104136003405e+18,Ao_Cooking,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7079435637279017774.mp3,,False,False,,,,,[],0,0,French Polynesia,#foryou #tiktok #foodtiktok,0,0,1,0,0,0,0,0,0,0
5,FR,7100221321346370822,1653149102, ,7077888346631177222,Elena,,0,False,https://www.tiktok.com/@life4046/video/7100221321346370822?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100221321346370822&source=h5_m,17144927,8327,66438,4887,1740919,6880141158211685121,6880141158211685121,72,6880141158211685121,original sound - _habibi_official_,❤habibi_official❤,6.801379700298122e+18,❤habibi_official❤,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6880141111831153410.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/230e86245ea581067b01fc6d4f91894d.json,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
6,US,7096837015995567402,1652361133,Glass bottle vs the Hand Of God,6727761606816941061,Noah klein,"📍 Ohio
🧀 Cheese man
🍳 Nonstick pan man
⬇️ Get the Pan & more ⬇️",0,False,https://www.tiktok.com/@614lyfe/video/7096837015995567402?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096837015995567402&source=h5_m,20197748,9832,563,1501,666773,7094587151051917313,7094587151051917313,10033,7094587151051917313,Dua Lipa,Jack Harlow,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2d12264fd7fb4856a0f231f06b75ac3f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/56ed04e59e2f4a6fb30018c28d21fb2a,False,True,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
7,US,7094405263771438378,1651794944,What in the hail #tornado2022,6796018552618255366,user9827638932303,,0,False,https://www.tiktok.com/@wtf_lg/video/7094405263771438378?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094405263771438378&source=h5_m,3349557,1004,1081,703,95814,7094405218791852846,7094405218791852846,72,7094405218791852846,original sound - wtf_lg,user9827638932303,6.796018552618255e+18,user9827638932303,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7094405265650420526.mp3,,False,False,,,,,[],0,0,French Polynesia,#tornado2022,0,0,0,0,0,0,0,0,0,0
