,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_johnnydepp,hash_pourtoi,hash_viral,hash_xyzbca
2,SI,7094588768513969414,1651837672,oh she was upset upset😂 #foryoupage #meganfox #mgk #goviral #meganfoxmgk #fyp,6882437282248524802,modelshow,"🤍u look lost, follow me🤍",0,False,https://www.tiktok.com/@angelic_clips/video/7094588768513969414?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094588768513969414&source=h5_m,19925914,7015,6971,6052,1599385,6921490873293211649,6921490873293211649,10033,6921490873293211649,She Knows,J. Cole,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/972ca2e197e24f8a9abe630560de2bda,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c3c471c38c2847f494712dbe3b52df63,False,True,,,,,[],0,0,Belgium,#foryoupage #meganfox #mgk #goviral #meganfoxmgk #fyp,0,1,0,0,1,0,0,0,0,0
3,NZ,7097882199214591237,1652604484,How high could you handle? #blob #waterpark #aquapark #funpark #themepark #nz,6891780391814136834,Kiwi Water Park 💧💙☀️,"NZ’s largest, newest & most exciting inflatable water park. 💙☀️💧🐣",0,False,https://www.tiktok.com/@kiwiwaterpark/video/7097882199214591237?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097882199214591237&source=h5_m,11037697,11878,3410,3592,1183961,6773851609840486402,6773851609840486402,10036,6773851609840486402,Sunny Day,Ted Fresco,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d7703cfad6a64a69ac41157e713b4bbf,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/776fbffeb3ef465f8018c3a4defbcf91,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1582862815', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,#blob #waterpark #aquapark #funpark #themepark #nz,0,0,0,0,0,0,0,0,0,0
4,BE,7088601348488301829,1650443619,Wait for it 😭 #jokes #dead #cheating cr : @SanGoMan,18685196,Cher,"Skits 
QUEEN of facial expressions 🥸
IG callmecherrrr
callmecher.pro@gmail.com",0,False,https://www.tiktok.com/@cherismynamee/video/7088601348488301829?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088601348488301829&source=h5_m,380640,204,358,417,45966,7078737529565989638,7078737529565989638,72,7078737529565989638,original sound - sango101,SanGoMan,6.774455941532239e+18,SanGoMan,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078737542556027653.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d2e1eefd1deebb1b30b00237c7c60212.json,False,False,,,,,[],0,0,Belgium,#jokes #dead #cheating,0,0,0,0,0,0,0,0,0,0
5,US,7094713503696702766,1651866712,Reply to @sarieelouisee Just because you asked so nicely ;) #starwars #princessleia #slaveleia,6770351129194955781,Bri,"22 🐣 
biz: missbricosplay@gmail.com
if you see this, you are loved 🐝💛",0,False,https://www.tiktok.com/@missbricosplay/video/7094713503696702766?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094713503696702766&source=h5_m,33472252,21250,71376,27154,4670141,6918843027901385473,6918843027901385473,72,6918843027901385473,Put Your Head On My Shoulder (Contains music from: Streets - Doja Cat),"Contains music from: ""Streets""",6.804020814900446e+18,Giulia Di Nicolantonio,False,True,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6918842920359480065.mp3,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/770247f78a84e4b49bb0d36f45f88465.json,False,False,Doja Cat,Streets,Put Your Head On My Shoulder (Contains music from: Streets - Doja Cat),"Contains music from: ""Streets""",[],0,0,Belgium,#starwars #princessleia #slaveleia,0,0,0,0,0,0,0,0,0,0
6,BE,7070940207071153413,1646331560,Every football player know this feeling... 🤣 #football #soccer,6675985752776262661,Celine Dept,"Go follow my insta 👆🏼
📩 cemi@fantube.me
Belgium 🇧🇪",0,False,https://www.tiktok.com/@celinedept/video/7070940207071153413?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070940207071153413&source=h5_m,481045,742,136,267,58972,7023329394898832134,7023329394898832134,72,7023329394898832134,original sound - absolutecr7 (Contains music from: Ainsi bas la vida - Emre Destan Yılmaz),"Contains music from: ""Ainsi bas la vida""",6.967499000933123e+18,AB7,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7023329493590756102.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/28ec2a919141d19cccb4caa9715cedad.json,False,False,Emre Destan Yılmaz,Ainsi bas la vida,original sound - absolutecr7 (Contains music from: Ainsi bas la vida - Emre Destan Yılmaz),"Contains music from: ""Ainsi bas la vida""",[],0,0,Belgium,#football #soccer,0,0,0,0,0,0,0,0,0,0
7,US,7103216752028536110,1653846529,Reply to @isabellathebozo everyone says I keep avoiding this question so…,199011768785133568,Brooke Ashley Hall,"WIFEY + BOY MOM
4 BILLION+ VIEWS on YT
thank you.
KIDS VS ADULTS ⬇️",0,False,https://www.tiktok.com/@brookeashleyhall/video/7103216752028536110?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103216752028536110&source=h5_m,2204365,887,223,90,214457,7053264878286621487,7053264878286621487,72,7053264878286621487,I Love You by Young Slo Be,ʚ❤︎ɞNanami's Wifeʚ❤︎ɞ,6.793509460452738e+18,ʚ❤︎ɞNanami's Wifeʚ❤︎ɞ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7053264900658924335.mp3,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/b24fc05b8cc6027db2215d724efbec55.json,False,False,,,,,[],0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
0,GB,7102716175288700165,1653729982,Animal comedy #animalcomedyjam credits@djmeechymeech #funnymemes #memes #fypシ #fyp #meme,7055215445499184134,Animal Comedy Jam😂Funny clips,Funny animal voice-over clips.,0,False,https://www.tiktok.com/@animalcomedyjam/video/7102716175288700165?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102716175288700165&source=h5_m,4081188,2340,8682,26301,442478,7102716149586299653,7102716149586299653,73,7102716149586299653,Original Sound,Unknown,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102716130594196229.mp3,,False,False,,,,,[],0,0,Belgium,#animalcomedyjam #funnymemes #memes #fypシ #fyp #meme,0,0,0,0,1,1,0,0,0,0
1,US,7075057885725625642,1647290282,He turned me into a Harry Potter fan… #dog #harrypotter,6921723746890843141,Johnathan Lower,"Teddys Dad
Dog | Funny Videos | Travel | DIY 
Aguyandagolden@yahoo.com
Socials⬇️",0,False,https://www.tiktok.com/@aguyandagolden/video/7075057885725625642?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075057885725625642&source=h5_m,9315640,12728,54311,30381,1411847,6626959371161045762,6626959371161045762,141,6626959371161045762,Harry Potter Theme Song,Ost,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/eb077bcd00474c57b414b91edab6a506,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6c574461bdc54c5993517df6c3691291,False,True,,,,,[],0,0,Belgium,#dog #harrypotter,0,0,0,0,0,0,0,0,0,0
2,BY,7083868061995945218,1649341562,she's so pretty #fyp #рекомендации #bhadbhabie #бэдбэйби #лучшее #femalerap #queen 0,6907877731120727042,BHABIE GANG,"Bhaddest Of The Bhabies
he/him17
#StopAsianHate",0,False,https://www.tiktok.com/@bhabiegang/video/7083868061995945218?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083868061995945218&source=h5_m,17837694,7472,2235,10678,1753156,7083868080895511297,7083868080895511297,72,7083868080895511297,original sound - bhabiegang,BHABIE GANG,6.907877731120727e+18,BHABIE GANG,False,True,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7083868066269973250.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/15f3f017b0df78a45296a892c5ff8687.json,False,False,,,,,[],0,0,Belgium,#fyp #рекомендации #bhadbhabie #бэдбэйби #лучшее #femalerap #queen,0,0,0,0,1,0,0,0,0,0
3,BH,7096517061098228993,1652286636,#simracing #tiktok #viral #fyp #forzahorizon5#crash#forza #drift #g920,6716467421902865413,Madness Gamerz,↯ ≡ 𝙴𝚊𝚝 𝚂𝚕𝚎𝚎𝚙 𝙶𝚊𝚖𝚎 𝚁𝚎𝚙𝚎𝚊𝚝 ↻ ╴ ╴,0,False,https://www.tiktok.com/@madnessgamerzz/video/7096517061098228993?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096517061098228993&source=h5_m,16376348,2765,8376,9478,1072965,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,#simracing #tiktok #viral #fyp #forzahorizon5#crash#forza #drift #g920,0,0,0,0,1,0,0,0,1,0
4,US,7080189601842826539,1648485103,#magic #fyp #foryou,7078308644604953642,Frederick Gupton642,,0,False,https://www.tiktok.com/@frederickgupton64/video/7080189601842826539?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080189601842826539&source=h5_m,23352416,4788,1206,4666,808024,6740248251825391617,6740248251825391617,10033,6740248251825391617,Forever,Labrinth,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/76620b22fa6148fc8a0f236baff8f4b8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/304fcf7798304e4b80402c83784c0348,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1481092680', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,#magic #fyp #foryou,1,0,0,0,1,0,0,0,0,0
5,BE,7099089414558665989,1652885560,Tag the CEO of tfoe 🤣🇲🇦 #tiktokmorocco #fyp #funny,6797074421045904389,Andreas,"CEO of In Dubai we don’t say..
Ready to hear my summer song? 🔥🎤
IG : imagreek",0,False,https://www.tiktok.com/@mynameisandreas/video/7099089414558665989?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099089414558665989&source=h5_m,474234,672,667,662,26540,7099089384028375813,7099089384028375813,72,7099089384028375813,original sound - mynameisandreas,Andreas,6.797074421045904e+18,Andreas,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099089387597744902.mp3,,False,False,,,,,[],0,0,Belgium,#tiktokmorocco #fyp #funny,0,0,1,0,1,0,0,0,0,0
6,BE,7075744764229881094,1647450208,This trend has me dying #foryou #pourtoi #goviral #trend #fyp,2048983,Shauna Dewit,"💫Voila Voila 💫 
CEO of Cringe 
I’m NOT French, I’m Belgian
More on the gram",0,False,https://www.tiktok.com/@shaunadewit/video/7075744764229881094?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075744764229881094&source=h5_m,242003,217,118,116,14838,7072533799778650922,7072533799778650922,72,7072533799778650922,original sound - clint_stafford90 (Contains music from: My Favourite Curse Word - Young Adon),"Contains music from: ""My Favourite Curse Word""",6.716248483681207e+18,random videos,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072533820301478699.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/abdc0939ce8a51643e3a2f6a09c1f54a.json,False,False,Young Adon,My Favourite Curse Word,original sound - clint_stafford90 (Contains music from: My Favourite Curse Word - Young Adon),"Contains music from: ""My Favourite Curse Word""",[],0,0,Belgium,#foryou #pourtoi #goviral #trend #fyp,1,0,0,0,1,0,0,1,0,0
7,RS,7072034666156526853,1646586384,moj prvi video🐣🐥,7071969389545489414,♡Diana♡,Volim Dianu🐰🖤,0,False,https://www.tiktok.com/@diana..my..princessq/video/7072034666156526853?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072034666156526853&source=h5_m,7635828,0,33710,17388,238658,7049764707628075781,7049764707628075781,72,7049764707628075781,original sound - kkay488 (Contains music from: Happy Friends - Vektor),"Contains music from: ""Happy Friends""",6.80948342934633e+18,Katie,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7049764738091191045.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/75e0414198f7e1ecf18145a6b6f5dabe.json,False,False,Vektor,Happy Friends,original sound - kkay488 (Contains music from: Happy Friends - Vektor),"Contains music from: ""Happy Friends""",[],0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
0,US,7103220351840029994,1653847367,Hands only 😍,6785866116469343237,Meredith Duxbury,"💄 MUA 💄
Ig: @meredithduxbury",0,False,https://www.tiktok.com/@meredithduxbury/video/7103220351840029994?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103220351840029994&source=h5_m,853724,407,93,4,74165,7063427023024524037,7063427023024524037,72,7063427023024524037,Ah ah ah,kriptozavr,6.851602152281802e+18,kriptozavr,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7063427040543771398.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ae0c3b1a9e45ea399bdb87eabec15bcd.json,False,False,,,,,[],0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
1,US,7075820082521328942,1647467745,ready for a beach day 👙 #1000lbBestFriends #TLC,6761127162433012741,tlc,Official account for all things TLC,2,False,https://www.tiktok.com/@tlctv/video/7075820082521328942?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075820082521328942&source=h5_m,40872238,63302,597404,153082,2292021,7075820055296248622,7075820055296248622,72,7075820055296248622,original sound - tlctv,tlc,6.761127162433013e+18,tlc,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075820083691457322.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/114acecbaf096a4f53f035869f353a2c.json,False,False,,,,,[],0,0,Belgium,#1000lbBestFriends #TLC,0,0,0,0,0,0,0,0,0,0
2,US,7093974526719151406,1651694659,Don’t make fun of my Arabic 😂 #arab,6746417382892176389,KEEMOKAZI,"Keemokazi@collab.inc 
Follow me on IG for good luck 🍀 
New video out now 🔥⬇️",0,False,https://www.tiktok.com/@keemokazi/video/7093974526719151406?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093974526719151406&source=h5_m,8595474,5609,5081,9596,1028494,7093974501334977322,7093974501334977322,72,7093974501334977322,original sound - keemokazi,KEEMOKAZI,6.746417382892176e+18,KEEMOKAZI,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093974539331275562.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/b6b9998ffdb01c949c1762e33a993a8a.json,False,False,,,,,[],0,0,Belgium,#arab,0,0,0,0,0,0,0,0,0,0
3,FR,7099497254121213190,1652980517,Joke #Cannes2022 #JuliaRobert #CannesFilmFestival #Humor #Photographer,6805583732688028677,FlorianBoggia,"Photographer Artist Creator 
📸🎥",0,False,https://www.tiktok.com/@florianboggia/video/7099497254121213190?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099497254121213190&source=h5_m,14055902,2330,642,17,786768,6921490873293211649,6921490873293211649,10033,6921490873293211649,She Knows,J. Cole,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/972ca2e197e24f8a9abe630560de2bda,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c3c471c38c2847f494712dbe3b52df63,False,True,,,,,[],0,0,Belgium,#Cannes2022 #JuliaRobert #CannesFilmFestival #Humor #Photographer,0,0,0,0,0,0,0,0,0,0
4,GB,7102688988212907270,1653723656,#fyp #movie,7022635518195024902,mcdougallbellael,,0,False,https://www.tiktok.com/@mcdougallbellael/video/7102688988212907270?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102688988212907270&source=h5_m,3730527,126,117,377,326625,6817450080614746114,6817450080614746114,10036,6817450080614746114,Happy Up Beat (Medium),TimTaj,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/53dd7e5d406641619086a9a0deff927c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/96aa323b13c44dd0ba3ba945e93d37f6,False,True,,,,,[],0,0,Belgium,#fyp #movie,0,0,0,0,1,0,0,0,0,0
5,BE,7085770547967118597,1649784518,It’s her face at the end for me 😂 #fyp #FORYOU #dogs #dogsoftiktok #PetsOfTikTok #springvibes #foryoupage,6677066907508196357,Nelson and Rose,"👇🏻 Follow us on Instagram 👇🏻
@kingmajesty_and_princessrose",0,False,https://www.tiktok.com/@kingmajesty_princessrose/video/7085770547967118597?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085770547967118597&source=h5_m,796344,294,1256,4,46627,6586947002464996102,6586947002464996102,10036,6586947002464996102,Oh No,Kreepa,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9d4ba025fbb541578bca83b158770608,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9e4e254988e6486096f2d252e72885d2,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1491237429', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,#fyp #FORYOU #dogs #dogsoftiktok #PetsOfTikTok #springvibes #foryoupage,1,1,0,0,1,0,0,0,0,0
6,BE,7070453003890773254,1646218126, ,9594529,FRENCHGUYSAGAIN,"Yes this is my second account

Pro: Sdavidrodriguez.p@gmail.com",0,False,https://www.tiktok.com/@sdavidrodriguez/video/7070453003890773254?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070453003890773254&source=h5_m,567044,394,173,340,113703,6857647782119918341,6857647782119918341,72,6857647782119918341,original sound - payjoeyy,joey 🚎,6.643148060115665e+18,joey 🚎,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6857647737241160454.mp3,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/f2998350653c23fdda6a1ffc6bf627f6.json,False,False,,,,,[],0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
7,ZA,7100239203350351110,1653153265,#kungfucats #fypシ,7087163495469237253,wrldofpetz,"Your Source of Serotonin
Click the link to learn how to train your puppy",0,False,https://www.tiktok.com/@wrldofpetz/video/7100239203350351110?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100239203350351110&source=h5_m,8201284,37882,57396,87325,1594291,6721396263494879233,6721396263494879233,10033,6721396263494879233,Kung Fu Fighting (Single Version),Cee Lo Green,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/112b16d76d7045b78caafea15d7016a4,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/4ced3db1f2a74c1593473e6176cfb4e7,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '392458181', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,#kungfucats #fypシ,0,0,0,0,0,1,0,0,0,0
0,US,7070670823643745582,1646268839,@Melissa Ong Part 1:  Not me thinking this was an obvious announcement 💀 #pregnancyannouncement #reaction,6711849852026340358,𝕳𝖆𝖓𝖓𝖆𝖍 𝕾𝖚𝖓𝖌,"SOON TO BE MOTHER🩸
I design apparels. Shop at ⬇️",0,False,https://www.tiktok.com/@meowyoface/video/7070670823643745582?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070670823643745582&source=h5_m,30869196,873,817,2459,2086559,6684948732393294598,6684948732393294598,72,6684948732393294598,original sound - shae_bae86,Shae_bae86,9.652176960326451e+16,Shae_bae86,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1632066931595286.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cf46b2af165ccfe51b0ff8e67b04b04a.json,False,False,,,,,[],0,0,Belgium,#pregnancyannouncement #reaction,0,0,0,0,0,0,0,0,0,0
1,US,7094239912395918634,1651756447,Seriously… do these daily and you’ll be amazed at week 2 or 3. Commit and see results of reduced pain and stiffness! #backpain #chiropractor #chiropractic #lowerbackpainrelief #backpainrelief,6889661591101998086,Dr. Devon,"Tips & Tricks to stay Move Pain Free
Dr of Physical Therapy 
👇🏽Work 1on1 w/ me",0,False,https://www.tiktok.com/@dr.devon/video/7094239912395918634?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094239912395918634&source=h5_m,3651270,544,30048,29964,202625,6817120527187020549,6817120527187020549,10036,6817120527187020549,Still Don't Know My Name,Labrinth,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3b180f73cf3e45d0a41a108af588e57d,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e39f857c3f0549e9861a9e619a35706c,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1481092695', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,#backpain #chiropractor #chiropractic #lowerbackpainrelief #backpainrelief,0,0,0,0,0,0,0,0,0,0
2,GB,7092795941979213062,1651420246,Jess’s dumpy jiggle jiggles 🍑 #jelliegym #challenge #back #4you #competition #fyp #dumpy #trending #vibes #cutting #gymtrend #gymcomedy #pancake #louistheroux,7015678002197693446,Jelliegym,"Jess + Ellie = Jellie 
| IG: jtc.fit & ellie.curtis | 
  Gainz & brainz",0,False,https://www.tiktok.com/@jelliegym/video/7092795941979213062?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092795941979213062&source=h5_m,26142797,8031,20703,18388,2475978,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,#jelliegym #challenge #back #4you #competition #fyp #dumpy #trending #vibes #cutting #gymtrend #gymcomedy #pancake #louistheroux,0,0,0,0,1,0,0,0,0,0
3,GB,7102804263973309702,1653750491,#fyp #foryou,7099380767403754502,Spicy love triangle 🔼,"Yes we have one — insta ⬆️ 🌶🔗
Follow our love triangle journey 🥹",0,False,https://www.tiktok.com/@babycharlotte69/video/7102804263973309702?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102804263973309702&source=h5_m,5690916,4402,7916,4000,236599,7088521543600311082,7088521543600311082,72,7088521543600311082,original sound - shortbabyd,Baby D💕💕,6.877541906767693e+18,Baby D💕💕,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7088521562508233518.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/dfbafde2e511a0269c82aa9ed727b168.json,False,False,,,,,[],0,0,Belgium,#fyp #foryou,1,0,0,0,1,0,0,0,0,0
4,CA,7102250242187250950,1653621499,Cant believe he loves me for my personality 🥳🍑✌️ #squats #glutesworkout #glutes #personality #likeyou,6621187864221384710,LeendaDong,"📍LOS ANGELES 
Business: LeendaDManagement@clique-now.com
Phucbichfamily.ca",0,False,https://www.tiktok.com/@yoleendadong/video/7102250242187250950?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102250242187250950&source=h5_m,2415273,1417,2327,2812,415837,7053264878286621487,7053264878286621487,72,7053264878286621487,I Love You by Young Slo Be,ʚ❤︎ɞNanami's Wifeʚ❤︎ɞ,6.793509460452738e+18,ʚ❤︎ɞNanami's Wifeʚ❤︎ɞ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7053264900658924335.mp3,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/b24fc05b8cc6027db2215d724efbec55.json,False,False,,,,,[],0,0,Belgium,#squats #glutesworkout #glutes #personality #likeyou,0,0,0,0,0,0,0,0,0,0
5,BE,7101745618871258373,1653504006,HAHAHAHAAA WHAT IS THIS @Pommelien Thijs,7063386493821174789,Laura Tesoro,NOT EASY >> out now !!,0,False,https://www.tiktok.com/@lauratesoroisback/video/7101745618871258373?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101745618871258373&source=h5_m,829411,419,153,527,70698,7089828122854197249,7089828122854197249,10033,7089828122854197249,About Damn Time,Lizzo,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/62d497a35bcf407598da8ac1d741359b,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/38418ae73d084e45a86fb6cbbd0149fe,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
6,BE,7074998876784102661,1647276543,🇪🇸 🇧🇷,6917739013130699781,Ed People,"Can you teach me your favorite dance move? 💃
Support the project 👇",0,False,https://www.tiktok.com/@edpeople/video/7074998876784102661?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074998876784102661&source=h5_m,1333333,212,126,245,130260,7074998862628473605,7074998862628473605,72,7074998862628473605,original sound - edpeople (Contains music from: Asegúrate Con Tu Baile - Dj Perreo Mix),"Contains music from: ""Asegúrate Con Tu Baile""",6.9177390131307e+18,Ed People,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074998862284704518.mp3,,False,False,Dj Perreo Mix,Asegúrate Con Tu Baile,original sound - edpeople (Contains music from: Asegúrate Con Tu Baile - Dj Perreo Mix),"Contains music from: ""Asegúrate Con Tu Baile""",[],0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
