,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_korean,hash_movie,hash_viral,hash_xyzbca,hash_이어찍기,hash_추천
7,KR,7096373753990483201,1652253271,에버랜드 직원 요정계 도전!! #추천 #fyp #요정계 #요정 #에버랜드,79896272218,인션 InSean,"💜시현Rania -> 인션InSean💜
🎡에버랜드 홍보팀⭐️ 놀이기구❌ 주말근무❌
평일에 장소 시간 불문, 포켓몬처럼 출몰⚡️",0,False,https://t.tiktok.com/i18n/share/video/7096373753990483201/?region=US&mid=7082391746126154498&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096373753990483201&source=h5_t,203212,58,9,19,9244,7082391746126154498,7082391746126154498,24,7082391746126154498,i scream (Contains music from: Wind - DAVI),"Contains music from: ""Wind""",7.033293459751093e+18,sped up audios <3,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7082391698369809153.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8dbf6f9c40f7eadfb311612290358635.json,False,False,DAVI,Wind,i scream (Contains music from: Wind - DAVI),"Contains music from: ""Wind""",[],0,0,"Korea, Republic of",#추천 #fyp #요정계 #요정 #에버랜드,0,0,1,0,0,0,0,0,0,1
0,AU,7102399060149128450,1653656146,Reply to @kyuruni what a save ✨ #foodies #foodtiktok #groceryshopping #hotpot,6747261041090511877,TIEN,"@tientrnn
💌 hello@foodwtien.com",0,False,https://t.tiktok.com/i18n/share/video/7102399060149128450/?region=US&mid=7075301651015322414&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102399060149128450&source=h5_t,2385188,429,256,824,238138,7075301651015322414,7075301651015322414,72,7075301651015322414,Sweetest pie dua lip and megan thee stallion (Contains music from: Reliable - Artwork),"Contains music from: ""Reliable""",7.044109716095583e+18,Moon 🫧 ⭑,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075301713351052075.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5872911bcbc89a3533196a8a071c3d5f.json,False,False,Artwork,Reliable,Sweetest pie dua lip and megan thee stallion (Contains music from: Reliable - Artwork),"Contains music from: ""Reliable""",[],0,0,"Korea, Republic of",#foodies #foodtiktok #groceryshopping #hotpot,0,0,0,0,0,0,0,0,0,0
1,VN,7100178440359382273,1653139118,The one Amber Heard fears the most #johnnydepp #amberheard #johnnydepptrial #johnnydeppcourt #justiceforjohnnydepp #johnnydeppisinnocent,7041192927456674818,Lessons in 30s,Justice for Johnny Depp,0,False,https://t.tiktok.com/i18n/share/video/7100178440359382273/?region=US&mid=7100178451369380610&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100178440359382273&source=h5_t,10568895,7593,10632,18732,1574128,7100178451369380610,7100178451369380610,24,7100178451369380610,original sound - Lessons in 30s,Lessons in 30s,7.041192927456675e+18,Lessons in 30s,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100178442611706626.mp3,,False,False,,,,,[],0,0,"Korea, Republic of",#johnnydepp #amberheard #johnnydepptrial #johnnydeppcourt #justiceforjohnnydepp #johnnydeppisinnocent,0,0,0,0,0,0,0,0,0,0
2,US,7101841007230111022,1653526213,Follow my IG: nellasauce sc:@maxgrabel #2018songs #2018hits #2018 #2018music #2018throwbacks #throwbacksongs #throwbacks #throwbackhitschallenge #throwbackhits,6770824299483874309,Nella,"🇵🇭|📍SoCal
IG, YT, Spotify, Apple Music: @nellasauce",0,False,https://t.tiktok.com/i18n/share/video/7101841007230111022/?region=US&mid=7094066520183049002&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101841007230111022&source=h5_t,2105671,1495,1028,10741,342845,7094066520183049002,7094066520183049002,72,7094066520183049002,original sound - Max Grabel,Max Grabel,6.757404114026382e+18,Max Grabel,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7094066539330046762.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/fea2b10dd55e4cbc58a84ee9f9d24595.json,False,False,,,,,[],0,0,"Korea, Republic of",#2018songs #2018hits #2018 #2018music #2018throwbacks #throwbacksongs #throwbacks #throwbackhitschallenge #throwbackhits,0,0,0,0,0,0,0,0,0,0
3,KZ,7103433340249705729,1653896958,follow my instagram: hommm9k 💖.,6517183233778521103,ХОМЯК,"💌For business and collabs: homa@jks.kz 💌
⬇️ BRAND «MY HOMMIES»⬇️",0,False,https://t.tiktok.com/i18n/share/video/7103433340249705729/?region=US&mid=7096492424406567685&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103433340249705729&source=h5_t,3762766,2063,232,716,472425,7096492424406567685,7096492424406567685,72,7096492424406567685,Barbecue Bacon Burger Rock,Kyoshi Sad,6.807330869055325e+18,Kyoshi Sad,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096492437305330438.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0e1d8fbef74c11760b9cf3be9af06e60.json,False,False,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
4,DE,7099783440853175557,1653047152,I am 🇩🇪🇮🇹🇰🇷🇲🇳🇷🇺🇺🇦 | Born in 🇺🇦 | Mum: 🇰🇷🇲🇳 / Dad: 🇷🇺🇺🇦 | Adopted by my 🇩🇪 mother (My one and only mother) and my 🇮🇹 dad (My one and only dad) | I speak 🇩🇪🇮🇹🇬🇧 | I feel 🇩🇪🇮🇹 | In sta: @casuphil,6807385568914457605,phil,"Hola ❤️‍🔥 Insta: @casuphil
philipp@enkime.de",0,False,https://t.tiktok.com/i18n/share/video/7099783440853175557/?region=US&mid=7038982678271544069&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099783440853175557&source=h5_t,2419497,5045,479,29,201102,7038982678271544069,7038982678271544069,10036,7038982678271544069,Sway (Sped Up Version),Michael Bublé,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8d38123e3caf473081c33fe9eb11d06b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f97f2b3227bb4a0eb8dd03c8e1e5c693,False,True,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
5,KR,7073512586813181186,1646930489,자기가 '소리 질러' 하면 무시하라는 코시국 아이돌 #방탄소년단 #BTS,6866310473076605953,in the name of love,"𝘉𝘛𝘚 𝘦𝘥𝘪𝘵𝘴
𝘧𝘶𝘭𝘭 𝘷𝘪𝘥𝘦𝘰𝘴 𝘰𝘯 𝘺𝘰𝘶𝘵𝘶𝘣𝘦ㅤ

🌙",0,False,https://t.tiktok.com/i18n/share/video/7073512586813181186/?region=US&mid=7073512645030185729&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073512586813181186&source=h5_t,220550,200,417,0,34641,7073512645030185729,7073512645030185729,72,7073512645030185729,original sound - in the name of love,in the name of love,6.866310473076606e+18,in the name of love,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7073512636607924994.mp3,,False,False,,,,,[],0,0,"Korea, Republic of",#방탄소년단 #BTS,0,0,0,0,0,0,0,0,0,0
6,KR,7102805894471142657,1653750869,"인스타에서 조회수 100만회 넘은 이 아이,, 틱톡에도 남겨놔야징 #추천 #추천떠라_추천",6630191021845233665,도레미담,"↗️insta
⬇️youtube",0,False,https://t.tiktok.com/i18n/share/video/7102805894471142657/?region=US&mid=7102805873604791041&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102805894471142657&source=h5_t,109668,18,155,1319,10722,7102805873604791041,7102805873604791041,24,7102805873604791041,original sound - 도레미담 (Contains music from: Missing My Love - Donell Lewis),"Contains music from: ""Missing My Love""",6.630191021845234e+18,도레미담,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102805871469677313.mp3,,False,False,Donell Lewis,Missing My Love,original sound - 도레미담 (Contains music from: Missing My Love - Donell Lewis),"Contains music from: ""Missing My Love""",[],0,0,"Korea, Republic of",#추천 #추천떠라_추천,0,0,0,0,0,0,0,0,0,1
7,PH,7097139521199803674,1652431563,she be smiling for 1 sec and do the 😐 face 😭😭 [ #sadiesink #strangerthings #fearstreet #dearzoe #fyp ],6992090351544615963,L ♡,"*･゜ﾟ･*
she / her
i use after effects 2020",0,False,https://t.tiktok.com/i18n/share/video/7097139521199803674/?region=US&mid=7069973379251571502&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097139521199803674&source=h5_t,5335630,10569,5596,18494,1420060,7069973379251571502,7069973379251571502,72,7069973379251571502,original sound - There I Ruined It (Contains music from: New Day - Notimes),"Contains music from: ""New Day""",6.862349409351697e+18,There I Ruined It,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7069973394342693678.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/e2cf55a02bfae34282c28931fd3d9431.json,False,False,Notimes,New Day,original sound - There I Ruined It (Contains music from: New Day - Notimes),"Contains music from: ""New Day""",[],0,0,"Korea, Republic of",#sadiesink #strangerthings #fearstreet #dearzoe #fyp,0,0,1,0,0,0,0,0,0,0
0,KR,7085591967576509697,1649742941,Marry Me？💍#Dreamcatcher #드림캐쳐 #수아 #유현 #다미  #kpop #fyp #foryou #trend,6850353163058578434,Dreamcatcher(드림캐쳐),Dreamcatcher(드림캐쳐) Official TikTok,0,False,https://www.tiktok.com/@official_dreamcatcher/video/7085591967576509697?_r=1&u_code=0&region=US&mid=6833972887548971781&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085591967576509697&source=h5_t,3891504,5481,7747,15011,976038,6833972887548971781,6833972887548971781,10036,6833972887548971781,Marry Me (feat. Toya Wright),Rasheeda,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6451d37d7406466694e79d004d0fd20e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d318fd9f56e84133a521c965d9628b59,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '536632335', 'external_song_key': 'apple_song_id'}]",0,0,"Korea, Republic of",#Dreamcatcher #드림캐쳐 #수아 #유현 #다미 #kpop #fyp #foryou #trend,1,0,1,0,0,0,0,0,0,0
1,KR,7103226401393921285,1653848777,Wait for the king at the end 🤫 #fyp #seoul #korea #hanyanguniversity #pourtoi,6591088695163273221,leslie,"Seoul, South Korea
Insta : @leslippp
📧: lesliebedard00@gmail.com",0,False,https://www.tiktok.com/@leslie_bdr/video/7103226401393921285?_r=1&u_code=0&region=US&mid=7090489329688020993&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103226401393921285&source=h5_t,1744099,2740,3233,4122,479801,7090489329688020993,7090489329688020993,10033,7090489329688020993,That That (prod. & feat. SUGA of BTS),PSY,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7ffa5c42ddc445768a4b2ed7d83e9dc9,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c4ddaada42234fe9bd5d38308ac347f9,False,True,,,,,[],0,0,"Korea, Republic of",#fyp #seoul #korea #hanyanguniversity #pourtoi,0,0,1,0,0,0,0,0,0,0
2,GB,7102083159797353734,1653582596, ,6963983333907383302,mary,you support me I’ll do like wise 💘💖💘💖💘 Backup account follow please 🥀🥀,0,False,https://www.tiktok.com/@maryywiggins77/video/7102083159797353734?_r=1&u_code=0&region=US&mid=7102083139081751302&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102083159797353734&source=h5_t,7195819,5619,13375,3372,801614,7102083139081751302,7102083139081751302,72,7102083139081751302,original sound - mary,mary,6.963983333907383e+18,mary,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102083155632360198.mp3,,False,False,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
3,GB,7101663897450597637,1653484979,Reply to @bobbygraham286 #fyp #foryou,7068834622764205061,barrylily7,"she/her
💋Follow me 💋",0,False,https://www.tiktok.com/@barrylily7/video/7101663897450597637?_r=1&u_code=0&region=US&mid=7090178858808675078&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101663897450597637&source=h5_t,6541681,2657,562,813,948555,7090178858808675078,7090178858808675078,72,7090178858808675078,original sound - barrylily7 (Contains music from: La Câlin - Serhat Durmus),"Contains music from: ""La Câlin""",7.068834622764205e+18,barrylily7,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090178873215699717.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e17e70861d85a84d99f1d6ebc39e3e1e.json,False,False,Serhat Durmus,La Câlin,original sound - barrylily7 (Contains music from: La Câlin - Serhat Durmus),"Contains music from: ""La Câlin""",[],0,0,"Korea, Republic of",#fyp #foryou,1,0,1,0,0,0,0,0,0,0
4,KR,7102000048766061826,1653563244,함부로 따라하면 안되는 이유.... 15초 슬픈 영화📽 #틱톡순삭별들의미션 #그레빠체리,6712223445356659713,그레빠체리,"🤴🏻 GREAPA 
👸🏻 CHERRI 
👶🏻 CHAE DOL
광고/협찬 문의",0,False,https://www.tiktok.com/@greapaxcherri/video/7102000048766061826?_r=1&u_code=0&region=US&mid=7102000029438675713&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102000048766061826&source=h5_t,2679427,903,1109,1927,225511,7102000029438675713,7102000029438675713,24,7102000029438675713,original sound - 그레빠체리,그레빠체리,6.71222344535666e+18,그레빠체리,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102000021842709249.mp3,,False,False,,,,,[],0,0,"Korea, Republic of",#틱톡순삭별들의미션 #그레빠체리,0,0,0,0,0,0,0,0,0,0
5,US,7103069770983034114,1653812308,🤪,6781769642391372806,Elsarca,"Inst: elsarca 
Member of @xoteam ❤️",0,False,https://www.tiktok.com/@elsarca/video/7103069770983034114?_r=1&u_code=0&region=US&mid=7098509409982122795&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103069770983034114&source=h5_t,230638,223,70,375,32547,7098509409982122795,7098509409982122795,72,7098509409982122795,original sound - chase keith,chase keith,674713.0,chase keith,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098509431020718890.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/31ac1eff01f189570b5f29d801c6f46d.json,False,False,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
6,DE,7102979810145651973,1653791366,insta @enzowms | #manipulation #selfdestrxyed,7086984622366229510,Enzo,"what's the point of life?
only content, I'm fine.
100k <3",0,False,https://www.tiktok.com/@selfdestrxyed/video/7102979810145651973?_r=1&u_code=0&region=US&mid=7102979766717811462&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102979810145651973&source=h5_t,242921,72,63,28,24941,7102979766717811462,7102979766717811462,72,7102979766717811462,original sound - Enzo,Enzo,7.08698462236623e+18,Enzo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102979779724692230.mp3,,False,False,,,,,[],0,0,"Korea, Republic of",#manipulation #selfdestrxyed,0,0,0,0,0,0,0,0,0,0
7,US,7102571993911938346,1653696412,im sorry i cant stop making these but this is how i became an army fr #drinkingwithsoobin #bts,6754206447405892613,irenedoll,"currently drinking with soobin
💌: irenedollbusiness@gmail.com",0,False,https://www.tiktok.com/@irenedoll/video/7102571993911938346?_r=1&u_code=0&region=US&mid=6842063010173930246&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102571993911938346&source=h5_t,717033,1115,576,1621,206297,6842063010173930246,6842063010173930246,72,6842063010173930246,what is this,ella / finn,6.554513295548618e+18,ella / finn,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6903233517786811141.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e08ac30b822e581eca15bdd1ba6056d8.json,False,False,,,,,[],0,0,"Korea, Republic of",#drinkingwithsoobin #bts,0,0,0,0,0,0,0,0,0,0
0,KR,7091917991981354241,1651215833,엔하이픈의 jay park crew 가나다라🥬 #ENHYPEN #JAY #heeseung #JUNGWON,6854933796647846914,enhypen,"#ENHYPEN Official TikTok
#ENHYPEN 공식 틱톡",0,False,https://www.tiktok.com/@enhypen/video/7091917991981354241?_r=1&u_code=0&region=US&mid=7073859960731454210&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091917991981354241&source=h5_t,8485440,70103,53103,149961,2431792,7073859960731454210,7073859960731454210,24,7073859960731454210,original sound - Jay Park (박재범) (Contains music from: GANADARA (Feat. IU) - Jay Park),"Contains music from: ""GANADARA (Feat. IU)""",6.813915918847133e+18,Jay Park (박재범),False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7073859916062116609.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/03fc54a26943ee8c5c0271f0e41a0259.json,False,False,Jay Park,GANADARA (Feat. IU),original sound - Jay Park (박재범) (Contains music from: GANADARA (Feat. IU) - Jay Park),"Contains music from: ""GANADARA (Feat. IU)""",[],0,0,"Korea, Republic of",#ENHYPEN #JAY #heeseung #JUNGWON,0,0,0,0,0,0,0,0,0,0
1,KR,7094262773739195650,1651761769,@유링딩 님과 #이어찍기 #추천 #fyp #viral #xyzbca #korean #おすすめ,6869286989888406529,원정맨 WonJeong,"🇰🇷 Korean 🇰🇷
 ▼ MAMAAAA ▼
SOONENT
🔽 원정맨 클래스 🔽",0,False,https://www.tiktok.com/@ox_zung/video/7094262773739195650?_r=1&u_code=0&region=US&mid=7094262774871870209&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094262773739195650&source=h5_t,7289120,10919,2946,6943,874199,7094262774871870209,7094262774871870209,24,7094262774871870209,original sound - 원정맨 WonJeong (Contains music from: Se Acabo (feat. Method Man) (Translated Remix) - The Beatnuts),"Contains music from: ""Se Acabo (feat. Method Man) (Translated Remix)""",6.869286989888407e+18,원정맨 WonJeong,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7094262737139911425.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f811f74ff891812b30d6bdfb8dc80919.json,False,False,The Beatnuts,Se Acabo (feat. Method Man) (Translated Remix),original sound - 원정맨 WonJeong (Contains music from: Se Acabo (feat. Method Man) (Translated Remix) - The Beatnuts),"Contains music from: ""Se Acabo (feat. Method Man) (Translated Remix)""",[],0,0,"Korea, Republic of",#이어찍기 #추천 #fyp #viral #xyzbca #korean #おすすめ,0,0,1,0,1,0,1,1,1,1
2,GB,7103087940116483333,1653816540,#fyp #foryou,7095710363585545221,Xiaoxi,"She/her
💋follow me 💋",0,False,https://www.tiktok.com/@xiaoxi8080/video/7103087940116483333?_r=1&u_code=0&region=US&mid=6817499172644587521&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103087940116483333&source=h5_t,577627,36,22,36,23096,6817499172644587521,6817499172644587521,10036,6817499172644587521,"Healing, sleep and meditation-Reiki",Red Blue Studio,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/45320f3bd7c7492283bee974444f4578,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9e613f7e3f9940928adc3b1f9298ca1b,False,True,,,,,[],0,0,"Korea, Republic of",#fyp #foryou,1,0,1,0,0,0,0,0,0,0
3,GB,7100623009701956869,1653242627,#fyp #video #movie,7078987746186904582,serwaqing,Please follow me 💕,0,False,https://www.tiktok.com/@serwaqing/video/7100623009701956869?_r=1&u_code=0&region=US&mid=6817434213931812865&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100623009701956869&source=h5_t,8375454,1531,430,1873,784303,6817434213931812865,6817434213931812865,10036,6817434213931812865,A moist healing song,Nez Tunes,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8b09236d77624aafa8338b7415069a45,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/7c75ad85be724c2bbf2777b1a7a776d4,True,True,,,,,[],0,0,"Korea, Republic of",#fyp #video #movie,0,0,1,0,0,1,0,0,0,0
4,CA,7102838430907796741,1653758445,@mrjohnnyung  🤣,6764050550927246342,JEENIE,✈️ Just a goof,0,False,https://www.tiktok.com/@jeenie.weenie/video/7102838430907796741?_r=1&u_code=0&region=US&mid=7093264066357119790&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102838430907796741&source=h5_t,166652,402,217,78,32315,7093264066357119790,7093264066357119790,72,7093264066357119790,original sound - Chrissy Allen (Contains music from: Regulate - Warren G),"Contains music from: ""Regulate""",6.762757654806218e+18,Chrissy Allen,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093264087399910190.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1c01b9e855b63610988aa075cd77edbf.json,False,False,Warren G,Regulate,original sound - Chrissy Allen (Contains music from: Regulate - Warren G),"Contains music from: ""Regulate""",[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
5,FR,7096525681944775941,1652288644,why they so pressed 😭 #france #fyp,6966681686114436102,daisy,"🧿⚢
20",0,False,https://www.tiktok.com/@daisyastarr/video/7096525681944775941?_r=1&u_code=0&region=US&mid=7096525660855814918&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096525681944775941&source=h5_t,13700063,17333,25467,67,2432564,7096525660855814918,7096525660855814918,72,7096525660855814918,original sound - daisy,daisy,6.966681686114436e+18,daisy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096525670808931078.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/99a9d8ddee0967c7478567c5019d4db5.json,False,False,,,,,[],0,0,"Korea, Republic of",#france #fyp,0,0,1,0,0,0,0,0,0,0
6,KR,7100467175885982978,1653206344,드디어 성공함!!!!!!!!!!!!!,6696442862413284353,. (쩜),"😈INSTAGRAM : @4.10.20😈
Witu mcn
⬇️바나다 왁싱 링크⬇️",0,False,https://www.tiktok.com/@april_ten/video/7100467175885982978?_r=1&u_code=0&region=US&mid=7073036425435843354&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100467175885982978&source=h5_t,632944,107,87,1,46141,7073036425435843354,7073036425435843354,24,7073036425435843354,taehyun is so bf (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,Kwixou,I Love You,taehyun is so bf (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
7,ES,7103307831742401798,1653867737,would you believe me if i told you theres no transition,54086091175112704,Benji Krol,"hi :D
insta: @benjikrol
business email - biz@krolbenji.com",0,False,https://www.tiktok.com/@benjikrol/video/7103307831742401798?_r=1&u_code=0&region=US&mid=7101426391886924549&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103307831742401798&source=h5_t,705200,2064,207,762,151819,7101426391886924549,7101426391886924549,72,7101426391886924549,original sound - Rafael Santos,Rafael Santos,6.705002130678253e+18,Rafael Santos,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101426387302550278.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/22ceb7e29431c2325d20fbaae82444d3.json,False,False,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
0,KR,7092701660694187307,1651398300,Bruh,6734408959006098437,Krys Tha Sis,"Beyoncé Ibnidas 💅🏽
Stop Asian Hate
797k Baddies ❤️
🇵🇭🇰🇷🇺🇸",0,False,https://www.tiktok.com/@beyonceibnidas/video/7092701660694187307?_r=1&u_code=0&region=US&mid=6992153170696767490&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092701660694187307&source=h5_t,334387,727,110,3,84523,6992153170696767490,6992153170696767490,10033,6992153170696767490,Running Out Of Time,Lin-Manuel Miranda & Ynairaly Simo & Chris Jackson & Veronica Jackson & Gloria Calderón Kellett & Bri Holland & Alana Da Fonseca & Jada Banks-Mace & Gloria Estefan & Zoe Saldana & Leslie David Baker,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/5f7ab3eeb68e4eb0bacc9eb31c6fb4b4,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/64e22694dfba43fe8dea1df1ff183c21,False,True,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
1,KR,7072734587545308418,1646749347, ,6536300106080616450,46년생 춘자씨,"😘
chunja46y@gmail.com",0,False,https://www.tiktok.com/@chunja46/video/7072734587545308418?_r=1&u_code=0&region=US&mid=7068807621117119278&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072734587545308418&source=h5_t,1325851,1850,6039,2406,175962,7068807621117119278,7068807621117119278,72,7068807621117119278,original sound - triippyjermm (Contains music from: Big And Chunky - will.i.am),"Contains music from: ""Big And Chunky""",6.634554115862413e+18,triippyjermm,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7068807647608343342.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/da03b7398b27e9ee2365358cc069450a.json,False,False,will.i.am,Big And Chunky,original sound - triippyjermm (Contains music from: Big And Chunky - will.i.am),"Contains music from: ""Big And Chunky""",[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
