,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,loc,test,hash_comedia,hash_ecuador,hash_foryou,hash_fyp,hash_fypシ,hash_humor,hash_parati,hash_paratii,hash_tiktok,hash_viral
2,ES,7101335161320508677,1653408438,#miedo #miedoyterror #terrorifico #video #muñeco #curiosidsdes_varias #curiosidade #terror me sigues?⚠️,6875040991880070149,CURIOSIDADES,UN NUEVO CANÁL DE  ⚠️DÁTOS INTERESANTES⚠️y algo más.,0,False,https://m.tiktok.com/v/7101335161320508677.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101335161320508677&source=h5_m,8737582,1009,8029,13506,418686,6836007714699610114,6836007714699610114,10033,6836007714699610114,Silence,None,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/cb9a9e4e05d34a48a0ff8585aa27a501,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/54e2188b12a642a98e27f7ba978a7b01,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '269095490', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Ecuador,#miedo #miedoyterror #terrorifico #video #muñeco #curiosidsdes_varias #curiosidade #terror,0,0,0,0,0,0,0,0,0,0
3,CL,7102290980736371974,1653630988,"Nuestra bichota impactada x la fuerza y ganas de las chilenas al cantar mami😍 se dio todo y más, la amooooo 💕🫶🏻#karolgchile #karolg #bichota #bichotatour #tiktok #movistararenachile #mami #chile #2022 #karolgtour2022",181693161298305025,Samantha Belén Riveros Salfate,"23 añitos🌙
Antofagasta, Chile",0,False,https://m.tiktok.com/v/7102290980736371974.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102290980736371974&source=h5_m,6004235,1928,3889,9868,746539,7102290946162805509,7102290946162805509,72,7102290946162805509,original sound - samibelen19,Samantha Belén Riveros Salfate,1.8169316129830502e+17,Samantha Belén Riveros Salfate,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102289417892547333.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/16024cccf25616d3462d2f351642ed0f.json,False,False,[],0,0,,,,,Ecuador,#karolgchile #karolg #bichota #bichotatour #tiktok #movistararenachile #mami #chile #2022 #karolgtour2022,0,0,0,0,0,0,0,0,1,0
4,CO,7101653815237283078,1653482632,Quieren saber que paso? 🥺 link en mi perfil del video completo!,6773618154594714629,Camila Pardod,"Colombia 
Life Style | Bromas | Deporte | Tips | Viajes ❤️
Follow me on Fb",0,False,https://m.tiktok.com/v/7101653815237283078.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101653815237283078&source=h5_m,8870989,3511,12671,28573,621670,7101653804877220614,7101653804877220614,72,7101653804877220614,original sound - camilapardod,Camila Pardod,6.773618154594715e+18,Camila Pardod,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101653826452687622.mp3,,False,False,[],0,0,,,,,Ecuador,,0,0,0,0,0,0,0,0,0,0
5,EC,7103311554040302854,1653868608,Alma de comerciante y mi ✨mazador✨ #comedia #xyzbca #ecuador #parati #fyp,6545519466455766031,𝕬𝖑𝖎𝖘𝖘𝖔𝖓💜,"👽👾👻🤘🏽🦄🍔
ig: alissonmf97",0,False,https://m.tiktok.com/v/7103311554040302854.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103311554040302854&source=h5_m,112552,63,248,605,11090,7100738296023616261,7100738296023616261,72,7100738296023616261,original sound - arturoargudo,Arturo Argudo,6.603513921822097e+18,Arturo Argudo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100738294442380038.mp3,,False,False,[],0,0,,,,,Ecuador,#comedia #xyzbca #ecuador #parati #fyp,1,1,0,1,0,0,1,0,0,0
6,EC,7097885868685397253,1652605340,Mira lo que tengo pa’tiiii 😌😌😌,6784604714124395525,Lale,Sígueme en Mis redes sociales 😌🔥,0,False,https://m.tiktok.com/v/7097885868685397253.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097885868685397253&source=h5_m,3164418,1813,3837,3253,270110,6966350310121982726,6966350310121982726,72,6966350310121982726,original sound - musicakerlop (Contains music from: Taka Taka - La Materialista),"Contains music from: ""Taka Taka""",6.937801215938381e+18,FANS LA MATERIALISTA,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6966350394775685894.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e4e4cc9c3bd264a2f0f39d7cdcce4f73.json,False,False,[],0,0,La Materialista,Taka Taka,original sound - musicakerlop (Contains music from: Taka Taka - La Materialista),"Contains music from: ""Taka Taka""",Ecuador,,0,0,0,0,0,0,0,0,0,0
7,EC,7100285150151445766,1653163963,#salsachoque,6612039699999703045,Daymi Erazo,"Me ayudan a llegar a los 500k?🥺🤩
Twerk y otros tipos de baile 💃✨
🇪🇨🇨🇴",0,False,https://m.tiktok.com/v/7100285150151445766.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100285150151445766&source=h5_m,683444,207,263,2066,61213,7078313792186239750,7078313792186239750,72,7078313792186239750,original sound - ovejanegraec (Contains music from: La Mujer De Esta Era - Oveja Negra),"Contains music from: ""La Mujer De Esta Era""",7.061486540614911e+18,Oveja Negra EC,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078313811752635142.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8f6b801866493851386a60005c59ffdf.json,False,False,[],0,0,Oveja Negra,La Mujer De Esta Era,original sound - ovejanegraec (Contains music from: La Mujer De Esta Era - Oveja Negra),"Contains music from: ""La Mujer De Esta Era""",Ecuador,#salsachoque,0,0,0,0,0,0,0,0,0,0
0,EC,7077683739261750533,1647901662,Responder a @charmicasitaweb #viral #fyp #ecuador #foryou,6659129235224920070,CarlaBucaram,"insta: @Carlabucaramm
Me rio con ustedes.",0,False,https://m.tiktok.com/v/7077683739261750533.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077683739261750533&source=h5_m,1322594,2200,930,1404,93606,7077683721951906565,7077683721951906565,72,7077683721951906565,original sound - carla.bucaram,CarlaBucaram,6.65912923522492e+18,CarlaBucaram,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077683734396291846.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/66fe0028d3d59417b54382e5a0675c6d.json,False,False,[],0,0,,,,,Ecuador,#viral #fyp #ecuador #foryou,0,1,1,1,0,0,0,0,0,1
1,MX,7102924453729914118,1653778474,Sígueme en insta contesto todo💎,6602411652552654853,Alberto Preciado,"Insta:soyalbertopreciado
📩preciado@ignition.agency",0,False,https://m.tiktok.com/v/7102924453729914118.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102924453729914118&source=h5_m,5592461,5083,48361,123587,528651,6817206998401026049,6817206998401026049,10036,6817206998401026049,Ambient-style emotional piano,MoppySound,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/bd1657f941534382a65b1c2f8ba1b7fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c81b247c20aa4382b204a45c9b423e85,True,True,[],0,0,,,,,Ecuador,,0,0,0,0,0,0,0,0,0,0
2,CO,7100228839816629509,1653150853,Ayúdame a lograrlo 🙏🏽🥹@karolg,6974099392740983814,Johan From The Bronx 🅱️👹🥷🏾,Si quieres  GRATIS una chaqueta Bape Shark 🦈 háblame ya por insta 👇🏾🥺🔥,0,False,https://m.tiktok.com/v/7100228839816629509.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100228839816629509&source=h5_m,24582006,133002,7877,10036,3437814,7020216921152817154,7020216921152817154,10033,7020216921152817154,Still Into You Drill,ShoBeatz,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6bda83bd876c463693c64f1c855a10a2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/4f209667f31b4217a903b0deba58b06b,False,True,[],0,0,,,,,Ecuador,,0,0,0,0,0,0,0,0,0,0
3,ES,7098445124354592006,1652735550,Nadie se dará cuenta #foryoupage #pov #tiktok #comediaenespañol #asisoy,6841515785761326085,Belix,"Pasa y siéntate,  estas en tu casa 🏚
📽 Un Óscar a la peor actriz 🎭🎬",0,False,https://m.tiktok.com/v/7098445124354592006.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098445124354592006&source=h5_m,19810381,2011,3125,3829,1250916,7098445127769426694,7098445127769426694,72,7098445127769426694,original sound - beligrosa,Belix,6.841515785761326e+18,Belix,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098445129350646533.mp3,,False,False,[],0,0,,,,,Ecuador,#foryoupage #pov #tiktok #comediaenespañol #asisoy,0,0,0,0,0,0,0,0,1,0
4,CO,7101094878226025734,1653352495,llamarias a tu ex? 😂 #Viral #ParaTi #Broma #Humor,6786863214744601606,David Florez,Decibel Prank TV,0,False,https://m.tiktok.com/v/7101094878226025734.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101094878226025734&source=h5_m,8486797,1548,805,3939,553535,7101094883041004293,7101094883041004293,72,7101094883041004293,original sound - decibelpranktv,David Florez,6.786863214744602e+18,David Florez,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101094895343651590.mp3,,False,False,[],0,0,,,,,Ecuador,#Viral #ParaTi #Broma #Humor,0,0,0,0,0,1,1,0,0,1
5,US,7099164633822481707,1652903072,🌸 Llegando a #TimesSquare 🗽 a darlo todo 🌈😂con la Michy y la Melo desde 🇪🇨 @Victor Arauz @davichoreinoso,6554130366859318287,Javo pero no tú Javo mi amor!,"✨ Déjen sus comentarios y de que parte son , estaré sorteando vasos de colada ❤️",0,False,https://m.tiktok.com/v/7099164633822481707.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099164633822481707&source=h5_m,1373319,947,1360,2309,107546,7087744357444471557,7087744357444471557,10036,7087744357444471557,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,[],0,0,,,,,Ecuador,#TimesSquare,0,0,0,0,0,0,0,0,0,0
6,EC,7074769958361713925,1647223245,Cena rápida perdida de peso 🔥 #bajadepeso #Fitness #cena #viral,6809780147681674246,Alex Cifuentes,"Recetas sencillas y económicas 🍏
Asesoría nutricional ⬇️
@alex_cifuentesfit",0,False,https://m.tiktok.com/v/7074769958361713925.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074769958361713925&source=h5_m,4527561,3161,16683,30374,170948,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Ecuador,#bajadepeso #Fitness #cena #viral,0,0,0,0,0,0,0,0,0,1
7,EC,7095570947079539973,1652066356,#greenscreen zumbaaa,7058829752068523013,Anahis Moreira,Sígueme,0,False,https://m.tiktok.com/v/7095570947079539973.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095570947079539973&source=h5_m,402258,123,606,570,46330,7095116584297040682,7095116584297040682,10036,7095116584297040682,Después de la Playa,Bad Bunny,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/721ea53e65fc4dda9cfe22c4de023d17,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ec782e2e72ca4960b394f0a39316da96,True,True,[],0,0,,,,,Ecuador,#greenscreen,0,0,0,0,0,0,0,0,0,0
0,EC,7087590964885310725,1650208367,#viral #parati #viral #parati,6987078522816840710,Pelada H tu mujer,abran el link para entrar a whats,0,False,https://www.tiktok.com/@peladahtumujer/video/7087590964885310725?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087590964885310725&source=h5_m,3574643,2697,8779,13843,504030,7087590942391274246,7087590942391274246,72,7087590942391274246,original sound - peladahtumujer,Pelada H tu mujer,6.987078522816841e+18,Pelada H tu mujer,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087590952600455942.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8717985a6d8b5631a7f435027d649822.json,False,False,[],0,0,,,,,Ecuador,#viral #parati #viral #parati,0,0,0,0,0,0,2,0,0,2
1,MX,7098396353461554437,1652724194, ,6737515395912352774,Síganos en esta nueva cuenta❤️,Síganme en IG💜 Gisjimenez1,0,False,https://www.tiktok.com/@lastransloversoficial/video/7098396353461554437?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098396353461554437&source=h5_m,2528343,1032,9191,7330,279803,7098396352212404997,7098396352212404997,72,7098396352212404997,original sound - lastransloversoficial,Síganos en esta nueva cuenta❤️,6.737515395912353e+18,Síganos en esta nueva cuenta❤️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098396355701394182.mp3,,False,False,[],0,0,,,,,Ecuador,,0,0,0,0,0,0,0,0,0,0
2,US,7086554050640039211,1649966942,#shopping,7078226325761573931,Alien,alienshopping,0,False,https://www.tiktok.com/@alienshopping66/video/7086554050640039211?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086554050640039211&source=h5_m,2332481,821,1091,1376,87032,7086554036098566958,7086554036098566958,72,7086554036098566958,original sound - alienshopping66,Alien,7.078226325761574e+18,Alien,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7086554065215425322.mp3,,False,False,[],0,0,,,,,Ecuador,#shopping,0,0,0,0,0,0,0,0,0,0
3,EC,7091452749245582597,1651107511,🤍🤍    #fyp #parati #ecuador #ecuador🇪🇨 #travel #trending #ecuador_turismo #tattoo #tatuaje,6904269737111733250,Elisa Tervonen,"Una finlandesa viviendo en Ecuador


🦋 instagram: @elisatervonen 🦋",0,False,https://www.tiktok.com/@elisatervonen1/video/7091452749245582597?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091452749245582597&source=h5_m,935439,668,208,458,92827,7080187047843056389,7080187047843056389,10036,7080187047843056389,Demasiadas Mujeres,C. Tangana,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7d197d9a9a294c16b486aaa85dfc3e60,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/00c27e43554d433b90c0cef84992665e,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1533257210', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Ecuador,#fyp #parati #ecuador #ecuador🇪🇨 #travel #trending #ecuador_turismo #tattoo #tatuaje,0,2,0,1,0,0,1,0,0,0
4,EC,7086280169245216005,1649903175,"El peeling es una de las opciones más eficaz para tratar en manchas, textura y foliculitis #fyp #viral #gluteo #peeling",128357847616180224,Katherine Suárez,"✨Despigmentación/Depilación/Láser/Antiacné/drenaje linfático /Peeling
Gyq-Ec🇪🇨",0,False,https://www.tiktok.com/@stetikatt.ec/video/7086280169245216005?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086280169245216005&source=h5_m,1853330,398,378,737,49361,7060881142547040257,7060881142547040257,10033,7060881142547040257,SAOKO,ROSALÍA,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0e38ac4894f44b1a89ca1d90531a05fe,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e4455f08c3104612a7173e09b03d77eb,True,True,[],0,0,,,,,Ecuador,#fyp #viral #gluteo #peeling,0,0,0,1,0,0,0,0,0,1
5,US,7102941049970216238,1653782337,Comida rapido y deliciosa😍 #fyp #foryou #foryoupage #parati #viral #TikTokComida #food #dominican #dominicana #latina #rico #arroz #riceislife #rice #fypシ,6987861661357638662,Arís_Cucina👋,"Hi! 👋
We make Delicious Foods🔥
Follow us for more food content😎",0,False,https://www.tiktok.com/@ari_cocina/video/7102941049970216238?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102941049970216238&source=h5_m,2558876,1157,10396,17151,177167,6976762552520903429,6976762552520903429,72,6976762552520903429,original sound - elizalopexx,Elizabeth,6.65354631324418e+18,Elizabeth,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6976762671001848582.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/17674dae8aef9a1c5820af4b953db10c.json,False,False,[],0,0,,,,,Ecuador,#fyp #foryou #foryoupage #parati #viral #TikTokComida #food #dominican #dominicana #latina #rico #arroz #riceislife #rice #fypシ,0,0,1,1,1,0,1,0,0,1
6,EC,7087224368920562949,1650123012,Jajajaja te amo @elizabethcader feliz cumple amorrrr,6778697199780086790,Don Day,,0,False,https://www.tiktok.com/@donday/video/7087224368920562949?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087224368920562949&source=h5_m,1802269,239,165,607,127574,7057497500445428485,7057497500445428485,72,7057497500445428485,original sound - shinchan_es,Shin chan España,7.017766337565033e+18,Shin chan España,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7057497525669890821.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/76e096ac59e8ef691e95f15a745856d1.json,False,False,[],0,0,,,,,Ecuador,,0,0,0,0,0,0,0,0,0,0
7,US,7094424469099351342,1651799416, ,7026005973270709294,🙏🙏🙏,I am king of tiktok,0,False,https://www.tiktok.com/@safsw.omg/video/7094424469099351342?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094424469099351342&source=h5_m,23837765,501,1923,31050,140835,7092826773880326958,7092826773880326958,24,7092826773880326958,original sound - safsw.omg (Contains music from: Oh my God sound - Bytes),"Contains music from: ""Oh my God sound""",7.026005973270709e+18,🙏🙏🙏,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092826813826648874.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/82de7fcf1753d4dd655a056ae56101da.json,False,False,[],0,0,Bytes,Oh my God sound,original sound - safsw.omg (Contains music from: Oh my God sound - Bytes),"Contains music from: ""Oh my God sound""",Ecuador,,0,0,0,0,0,0,0,0,0,0
0,US,7102476264987954474,1653674121,When the producers son interrupts the studio session with Michael Jackson🤦🏽‍♂️😂 #fyp #foryou,2114049,Marrkadams,Business only: Mjadams1994@gmail.com,0,False,https://m.tiktok.com/v/7102476264987954474.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102476264987954474&source=h5_m,4111420,1236,789,8873,578075,6748693359088418818,6748693359088418818,141,6748693359088418818,Billie Jean,Michael Jackson,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/dd80138eac3d4831ba3cb6e1cd08abcf,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/513989dc61564b2ca073c833dbc8daf6,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1442671565', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Ecuador,#fyp #foryou,0,0,1,1,0,0,0,0,0,0
1,EC,7075775136548392197,1647457280, ,6631933221431246854,Juliana,"ESTO LO HAGO PA DIVERTIRME 
PA DIVERTIRME…Instagram julyroblez 🌷🇪🇨🥰",0,False,https://m.tiktok.com/v/7075775136548392197.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075775136548392197&source=h5_m,1313979,100,162,48,52784,7071364779901930246,7071364779901930246,72,7071364779901930246,"original sound - iammarawder (Contains music from: Residente: Bzrp Music Sessions, Vol. 49 - Bizarrap & Residente)","Contains music from: ""Residente: Bzrp Music Sessions, Vol. 49""",6.784609107119719e+18,Marawder,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071364811803642629.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2d86b2504e700132beb378f3632cb003.json,False,False,[],0,0,Bizarrap & Residente,"Residente: Bzrp Music Sessions, Vol. 49","original sound - iammarawder (Contains music from: Residente: Bzrp Music Sessions, Vol. 49 - Bizarrap & Residente)","Contains music from: ""Residente: Bzrp Music Sessions, Vol. 49""",Ecuador,,0,0,0,0,0,0,0,0,0,0
2,CO,7088800730043206918,1650490038,Ey @soycintiacossio está me la vas a pagar 😡,283033917828526080,Yef,Sígueme en Instagram👇🏻🖤,0,False,https://m.tiktok.com/v/7088800730043206918.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088800730043206918&source=h5_m,30027264,1377,1179,5726,1187915,7088800736489769733,7088800736489769733,72,7088800736489769733,original sound - yefersoncossio,Yef,2.8303391782852608e+17,Yef,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088800727061056261.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/04c27b2ddbbd9ac5363d51cb1e12ab93.json,False,False,[],0,0,,,,,Ecuador,,0,0,0,0,0,0,0,0,0,0
3,US,7102217221447060782,1653613808,#xiaomi #foryou #samsung #iphone,6905001216137282566,Phone,what's ap:+(8)(6)/(1)(3)(6)/(8)(6)/(1)(1)//(7)O//(1)(7),0,False,https://m.tiktok.com/v/7102217221447060782.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102217221447060782&source=h5_m,3730152,362,1217,1107,125807,7083178065446045698,7083178065446045698,10033,7083178065446045698,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4b3c5e3f160e4e65b438c55eecf9c5ed,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6302af0aec1f4b06ab20656a3f19c2db,False,True,[],0,0,,,,,Ecuador,#xiaomi #foryou #samsung #iphone,0,0,1,0,0,0,0,0,0,0
4,EC,7094269287946292485,1651763286,😅😅😍,7082729669494522886,Valito🦋,El único modo de hacer un gran trabajo es amar lo que haces🦋💓,0,False,https://m.tiktok.com/v/7094269287946292485.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094269287946292485&source=h5_m,861207,458,6812,9033,27600,7011550596692036357,7011550596692036357,72,7011550596692036357,original sound - noemyofficial2,💕NOEMY💕,6.955025367876257e+18,💕NOEMY💕,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7011550680791943942.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4f0daa8c952ea48e2e200cc438e0bdf5.json,False,False,[],0,0,,,,,Ecuador,,0,0,0,0,0,0,0,0,0,0
5,EC,7102777275376028934,1653744207, ,6803378642639488006,Jeily kerly,❤️❄️,0,False,https://m.tiktok.com/v/7102777275376028934.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102777275376028934&source=h5_m,83495,228,135,590,13213,7094492085461502763,7094492085461502763,72,7094492085461502763,abrahanemiliano_ (Contains music from: Aguacero - Bad Bunny),"Contains music from: ""Aguacero""",6.973848037332354e+18,huh,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7094492159612701483.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/904a2217cbb10f85883e30dc2ecd09c2.json,False,False,[],0,0,Bad Bunny,Aguacero,abrahanemiliano_ (Contains music from: Aguacero - Bad Bunny),"Contains music from: ""Aguacero""",Ecuador,,0,0,0,0,0,0,0,0,0,0
6,EC,7099980524613143813,1653093039,el profesor😫,6857561612402164741,eliiespinoza,ECUADOR🇪🇨❤️,0,False,https://m.tiktok.com/v/7099980524613143813.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099980524613143813&source=h5_m,958759,593,147,831,61462,7091743683325758213,7091743683325758213,72,7091743683325758213,original sound - dannyospina1 (Contains music from: PROVENZA - KAROL G),"Contains music from: ""PROVENZA""",19143821.0,Danny Ospina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091743689466252038.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/963c1ea0c023f829e5ce285f96118cac.json,False,False,[],0,0,KAROL G,PROVENZA,original sound - dannyospina1 (Contains music from: PROVENZA - KAROL G),"Contains music from: ""PROVENZA""",Ecuador,,0,0,0,0,0,0,0,0,0,0
7,EC,7098006823659228421,1652633499,#fyp #viral,7092047675285685253,frizer_17,YA Q TE METISTES A REVISAR MI PERFIL SIGUEME O SI NO TENDRAS MALA SUERTE😎,0,False,https://m.tiktok.com/v/7098006823659228421.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098006823659228421&source=h5_m,1184916,117,63,300,53849,7098006802264918790,7098006802264918790,72,7098006802264918790,original sound - frizer_17,frizer_17,7.092047675285685e+18,frizer_17,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098006828415585029.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b292db917a7424359532583aea6c9a10.json,False,False,[],0,0,,,,,Ecuador,#fyp #viral,0,0,0,1,0,0,0,0,0,1
0,US,7093699270519344430,1651630567,Guía para extranjeros parte 2 🥰 #guayaquil #gye #ecuadortiktok #ecuador #ecuador🇪🇨 #fyp #humor,6965691408477291525,alebamaaa,"Streamer #Twitch Alebamaaa
Cubana 🇨🇺 Mexicana 🇲🇽
La Mexicana del Guasmo 🇪🇨",0,False,https://www.tiktok.com/@alebamaaa/video/7093699270519344430?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093699270519344430&source=h5_m,857454,613,1023,2674,91909,7093699249254189867,7093699249254189867,72,7093699249254189867,original sound - alebamaaa,alebamaaa,6.965691408477292e+18,alebamaaa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093699275082730282.mp3,,False,False,[],0,0,,,,,Ecuador,#guayaquil #gye #ecuadortiktok #ecuador #ecuador🇪🇨 #fyp #humor,0,2,0,1,0,1,0,0,0,0
