,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_duet,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_ghanatiktok,hash_tiktok,hash_tiktokghana,hash_trending,hash_viral
0,GH,7100169905915301125,1653137132,If I enter your moto pipipi🤗❤️❤️❤️✌️#gracyyaababy #fyp #viral,6864607532632048642,Gracy yaababy,"A model 💯📸
FollowBackupaccount @yaababy_funpage 
Ig:Gracyyaababy 💯
Influencer",0,False,https://www.tiktok.com/@gracyyaababy/video/7100169905915301125?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100169905915301125&source=h5_m,506753,510,217,2919,55092,7097650527277779717,7097650527277779717,72,7097650527277779717,Pimpimpim (Contains music from: Overloading (OVERDOSE) - Mavins & Crayon & Ayra Starr),"Contains music from: ""Overloading (OVERDOSE)""",6.947253459821364e+18,Boy Spyce 🐰,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097650524173978374.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/327a25a4f0f1dca2357374121ed05cc2.json,False,False,Mavins & Crayon & Ayra Starr,Overloading (OVERDOSE),Pimpimpim (Contains music from: Overloading (OVERDOSE) - Mavins & Crayon & Ayra Starr),"Contains music from: ""Overloading (OVERDOSE)""",[],0,0,Ghana,#gracyyaababy #fyp #viral,0,0,0,1,0,0,0,0,0,1
1,GH,7101965665623461125,1653555241,#fyp #draft #blooper,6850745462032270342,Adwoa_Achiaa,"Instagram : @maadwoa__
YouTube:Achiaa the entertainer 
Snapchat:nana.damiah",0,False,https://www.tiktok.com/@achiaa_damiah/video/7101965665623461125?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101965665623461125&source=h5_m,191970,934,59,350,21496,7101965617670621957,7101965617670621957,72,7101965617670621957,original sound - achiaa_damiah,Adwoa_Achiaa,6.85074546203227e+18,Adwoa_Achiaa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101965661328395014.mp3,,False,False,,,,,[],0,0,Ghana,#fyp #draft #blooper,0,0,0,1,0,0,0,0,0,0
2,GH,7100104354472004869,1653121872,#fyp #fy #KBM #holyspirit #tiktok #drbempah #christiantiktok #christian #holyspirit #drbempahteaching #HolyHillChapelAG #thewordofgod #bible #christianity #thewordofgod #Jesus #God #comedy #wordsofwisdom #laughter #relationship #Love #dating  #motivation #motivate #loving #relationshipadvice #relationshipgoals #relationships,6996273269876917253,Dr. Kwadwo Bempah,SUPERNATURAL | HEALING | SOUL-WINNING | MIRACLES | SIGNS | WONDERS,0,False,https://www.tiktok.com/@dr_kwadwo_bempah/video/7100104354472004869?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100104354472004869&source=h5_m,1378131,1241,5910,35077,75797,6999028466939070465,6999028466939070465,10033,6999028466939070465,Epic Inspirational,Saltonbria,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/52602c30df6e429b924a1cd2eca48fbd,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d2bb3bc581504835abb76eb559bd27d9,False,True,,,,,[],0,0,Ghana,#fyp #fy #KBM #holyspirit #tiktok #drbempah #christiantiktok #christian #holyspirit #drbempahteaching #HolyHillChapelAG #thewordofgod #bible #christianity #thewordofgod #Jesus #God #comedy #wordsofwisdom #laughter #relationship #Love #dating #motivation #motivate #loving #relationshipadvice #relationshipgoals #relationships,0,0,0,1,0,0,1,0,0,0
3,GH,7075262579337170182,1647337943,#duet with @emmaifeanyi The end though 🤦😂. I go beat person wife oo😒 #emmaifeanyi,6890732833414775814,Emma Ifeanyi,"Welcome to my page🥰
WE ALMOST THERE GUYS😩❤️
A follow 4rm U will make it work🙏",0,False,https://www.tiktok.com/@emmaifeanyi/video/7075262579337170182?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075262579337170182&source=h5_m,638316,662,428,2499,74035,6895446692632562433,6895446692632562433,72,6895446692632562433,Another Number,mum,6.718678335486117e+18,mum,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6895446621065415426.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9039a06f078a5b077dcdee7f624e6fc9.json,False,False,,,,,[],0,0,Ghana,#duet #emmaifeanyi,1,0,0,0,0,0,0,0,0,0
4,GH,7102504289066650885,1653680647,Eiii this boy😳who go tag him to see..?😂😂😂 #trending #greenscreen #fypviral #jebonyreigns #ebonyreigns,7100499168669484038,Jebony Reigns,"Old acc.. block❌
Thanks for 10k follow🙏🙏🙏",0,False,https://www.tiktok.com/@jebonyreigns/video/7102504289066650885?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102504289066650885&source=h5_m,175704,93,18,403,16690,7074226312755727110,7074226312755727110,72,7074226312755727110,Balance it,D Jay,6.850251941935711e+18,D Jay,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074226326077065990.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/59f8904dad0d1d6a11e962f7e8dde757.json,False,False,,,,,[],0,0,Ghana,#trending #greenscreen #fypviral #jebonyreigns #ebonyreigns,0,0,0,0,0,0,0,0,1,0
5,GH,7088791110901910789,1650487798,This happens all the time 😂😂#jackline_mensah #laasu #donmama🤑 #ghanatiktok #teamtennie #viral #trending,6671946882523643910,THE TIKTOK GODDESS 🧝🏻‍♀️,"Tap on the link below to follow me on Instagram 🥰❤️
2M?🥺🥺
I luv y’all 😻",0,False,https://www.tiktok.com/@jackline_mensah/video/7088791110901910789?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088791110901910789&source=h5_m,261275,215,47,596,24877,6889796803911256066,6889796803911256066,10033,6889796803911256066,We Are in The Battle - Medley,Sis. Gloria Oluchi,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/5e6ca1e8b8e84acba1922958f3ed10b5,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/502dd46f1dd345d68d20e5ae6ce30813,False,True,,,,,[],0,0,Ghana,#jackline_mensah #laasu #donmama🤑 #ghanatiktok #teamtennie #viral #trending,0,0,0,0,0,1,0,0,1,1
6,US,7077183973574610219,1647785301,he said this is what we not about to do 🤣 #brentandmir #fyp #fy #couples #trend #viral,6771610644334576646,Brent & Mir,"Husband/Wife 💍
Married Humor 🤣
📧 brentandmir@gmail.com
New YouTube Video👇🏾",0,False,https://www.tiktok.com/@brentandmir/video/7077183973574610219?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077183973574610219&source=h5_m,2945601,2067,2787,2904,215007,7072547771093551918,7072547771093551918,72,7072547771093551918,original sound - tay_nia16 (Contains music from: Cash App - Louie Ray),"Contains music from: ""Cash App""",7.05501676162846e+18,𝚂𝚘𝚂𝙰 🥷🏾,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072547799677569834.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/f75e0736ee039fb3e7cbcb193d89872a.json,False,False,Louie Ray,Cash App,original sound - tay_nia16 (Contains music from: Cash App - Louie Ray),"Contains music from: ""Cash App""",[],0,0,Ghana,#brentandmir #fyp #fy #couples #trend #viral,0,0,0,1,0,0,0,0,0,1
7,GH,7095722859661692165,1652101723,I tried 😂😂,6514364664300704783,Yhar Baby,"Completing university on my birthday 🥳  17th June 🥳🥳

Y’all follow me on IG",0,False,https://www.tiktok.com/@yharbaby/video/7095722859661692165?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095722859661692165&source=h5_m,805686,1059,1046,6275,37483,7069209543951305518,7069209543951305518,10036,7069209543951305518,Don't Stop,Olamide,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f807cf0993ad4fc18bf349dbbcd832f5,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ce4e3b01067f4a12a49e813024b5ac5a,False,True,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
0,GH,7072098722011680006,1646601298,Congratulations to us 🎉🎉🎉 #erkuahofficial #viral #fyp video credit : @wesleykessegh 😂😂😂 #Ghtiktokersparty,6679886495132910597,erkuahofficial 🤪,"This is my only account!!!
I’m here to make you smile ☺️
Thank you for 2.7M 🎉",0,False,https://www.tiktok.com/@erkuahofficial/video/7072098722011680006?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072098722011680006&source=h5_m,4730359,8368,1024,10778,491048,7072098698414541574,7072098698414541574,72,7072098698414541574,original sound - erkuahofficial,erkuahofficial 🤪,6.679886495132911e+18,erkuahofficial 🤪,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072098723329739525.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/788eac43395c01970a79f3392e665964.json,False,False,,,,,[],0,0,Ghana,#erkuahofficial #viral #fyp #Ghtiktokersparty,0,0,0,1,0,0,0,0,0,1
1,GH,7090552807413009669,1650897976,You want to😋😜😂😂try and thank me later 😂#tiktokgh🇬🇭 #fyp2022 #trend,6714340846076085253,Berry,"Proudly Aquarius♒️🧿
Come let catch some fun 🤩 
IG- PaTiEnCE-BeRRy✌️
Goal 20k🎊",0,False,https://www.tiktok.com/@patiencekombat/video/7090552807413009669?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090552807413009669&source=h5_m,746649,431,185,1756,23929,6857023464771946497,6857023464771946497,10033,6857023464771946497,Dangerous,Jah Prayzah,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6b8ac5ad10384b03a4620d80eb65df68,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/db4a9cf49d6e4924b192b6eb8b05fa93,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1526196762', 'external_song_key': 'apple_song_id'}]",0,0,Ghana,#tiktokgh🇬🇭 #fyp2022 #trend,0,0,0,0,0,0,0,0,0,0
2,NG,7099969260948114694,1653090415,😁 #nickiminaj #queen #fypシ #tiktok #Love #barbz #nicki #queenofrap #viral #foryoupage #foryou,6964229819139703814,Nicki Minaj,"NM5 is Coming 🚨
Follow for more updates",0,False,https://www.tiktok.com/@nickiminaj88909/video/7099969260948114694?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099969260948114694&source=h5_m,1832491,690,4020,36046,128652,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Ghana,#nickiminaj #queen #fypシ #tiktok #Love #barbz #nicki #queenofrap #viral #foryoupage #foryou,0,1,1,0,1,0,1,0,0,1
3,GH,7091695752950435078,1651164088,Na me dey run this town!! 🙅😂🚶3rd update from #reeldeel22 💥🤣 #dacosterghana #official_dacoster,6808693226355835910,official_dacoster,"lG:, official_dacoster
Multiple Award winning 
comedian 
Actor 
brand influencer",0,False,https://www.tiktok.com/@official_dacoster/video/7091695752950435078?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091695752950435078&source=h5_m,2193742,2355,2145,13076,197559,7091695731073501958,7091695731073501958,72,7091695731073501958,original sound - official_dacoster,official_dacoster,6.808693226355836e+18,official_dacoster,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091695742250715909.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/76ac033d1a2b3a8bf50aa31ac6329861.json,False,False,,,,,[],0,0,Ghana,#reeldeel22 #dacosterghana #official_dacoster,0,0,0,0,0,0,0,0,0,0
4,GH,7099838587205651717,1653059990,Pls Read My Bio 😩🥲 #kcreietin #ghanahighschool,6810370883530671109,Kcreietin Cummin.gs ✨💦,"I want a bestie 😢Pls Dm me on Instagram 
TheHighSchoolMaker
Ads Dm on Instagram",0,False,https://www.tiktok.com/@kcreietin/video/7099838587205651717?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099838587205651717&source=h5_m,472364,423,111,1507,45882,7091056913370106629,7091056913370106629,72,7091056913370106629,Deep Coughing (Contains music from: Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix - Russ Millions & YV & SwitchOTR),"Contains music from: ""Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix""",6.958172207894922e+18,user3488332569599,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091056937957214982.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5964cbbb8ce89588d22b2e8cf3b4bdb8.json,False,False,Russ Millions & YV & SwitchOTR,Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix,Deep Coughing (Contains music from: Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix - Russ Millions & YV & SwitchOTR),"Contains music from: ""Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix""",[],0,0,Ghana,#kcreietin #ghanahighschool,0,0,0,0,0,0,0,0,0,0
5,GH,7092778490893700357,1651416182,My Ga kids never disappoints 😂😂,6896054580670546949,Vera Naa Kai,"Love you all❤️
Instagram 💚:theblackgirl .509
Snapchat 💚:vera_laryea2020",0,False,https://www.tiktok.com/@theblackgirl35/video/7092778490893700357?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092778490893700357&source=h5_m,391802,592,373,1287,29704,7088286489326586629,7088286489326586629,72,7088286489326586629,original sound - hajiah_linash,❤️ALIMATU SADIA❤️,6.810628477214197e+18,❤️ALIMATU SADIA❤️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088286471446186758.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7f1614cb0d7a2ea180ec46e2c674644a.json,False,False,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
6,SE,7100922106774342917,1653312268, ,6820324918360015877,Favor Nakazwe,"🇿🇲🇳🇬🇸🇪
YOUTUBE : Nick n favor",0,False,https://www.tiktok.com/@favornakazwe/video/7100922106774342917?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100922106774342917&source=h5_m,5710809,8705,51579,152071,212849,7024760387308358405,7024760387308358405,72,7024760387308358405,original sound - thuyhauk2018 (Contains music from: Cash - SUAVÉ MENTÉ),"Contains music from: ""Cash""",6.939129005292799e+18,ThuyhaUK,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7024760472134109958.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/255e7f7fda017136e07ac4cd4087c892.json,False,False,SUAVÉ MENTÉ,Cash,original sound - thuyhauk2018 (Contains music from: Cash - SUAVÉ MENTÉ),"Contains music from: ""Cash""",[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
7,GH,7099484048774515973,1652977443,😂😂🤣🤣#amabonsu,6913225014062613509,Ama_Bonsu,I’m no longer using this account pls follow my new account @ama_bonsu_🥺😭,0,False,https://www.tiktok.com/@ama_bonsu/video/7099484048774515973?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099484048774515973&source=h5_m,237340,468,354,1449,16609,7094675617165773573,7094675617165773573,72,7094675617165773573,original sound - yaayaa0809,Eugenia Kumah,6.861358344331216e+18,Eugenia Kumah,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094675630867991302.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/010e20b57496431f07e01f6990d5cde5.json,False,False,,,,,[],0,0,Ghana,#amabonsu,0,0,0,0,0,0,0,0,0,0
0,GH,7098388530019175686,1652722372,Deleting soon 🙄❤️#chillybest #fypシ #trending #fyp #viral @qwabena pencil @nana_hemaa_rich_life @richie_smith2,6909773943948821510,Gambrah Hilda,"God Alone Is Enough 🥺❤️🙏
Don’t like 4 videos at the same time please🥺🙏",0,False,https://www.tiktok.com/@life.of.akosua_/video/7098388530019175686?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098388530019175686&source=h5_m,155574,718,79,498,12499,7079378132540607238,7079378132540607238,72,7079378132540607238,Hands forward atopa,qwabena pencil,6.719045322394109e+18,qwabena pencil,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079449287834323717.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/04ef6005ef544f67656b469389f2cf8b.json,False,False,,,,,[],0,0,Ghana,#chillybest #fypシ #trending #fyp #viral,0,0,0,1,1,0,0,0,1,1
1,GH,7099836651626695942,1653059540,@alishaskincaregh @trimudeee @emmaifeanyi,6816636336691348486,musah.23,"Movie Actor TikTok influencer 
Follow me on IG @Officialmusah.23
Follow on
 👇",0,False,https://www.tiktok.com/@musah.23/video/7099836651626695942?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099836651626695942&source=h5_m,266835,422,176,2047,32880,7098293211214465835,7098293211214465835,72,7098293211214465835,Carry Me Dey Go (Contains music from: Carry Me Dey Go My Husband House - O'tion),"Contains music from: ""Carry Me Dey Go My Husband House""",7.017152403180307e+18,Naijadove.tv,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098293326113229614.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/6eb535c39c53250468348d3144cf6162.json,False,False,O'tion,Carry Me Dey Go My Husband House,Carry Me Dey Go (Contains music from: Carry Me Dey Go My Husband House - O'tion),"Contains music from: ""Carry Me Dey Go My Husband House""",[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
2,GH,7096741871828995334,1652338984,Buga challenge who got ur attention 🇳🇬or 🇬🇭#mrmenz2 #buga #ghana #nigeria,6817826551830266885,Kwaku Ankorah Enoch,"🥰Grafix Designs👨‍💻
 💯Picture frame 🖼 
❤️Digital painting 🎨
📞0556838149☎️",0,False,https://www.tiktok.com/@mrmenz2/video/7096741871828995334?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096741871828995334&source=h5_m,513801,1908,394,3892,41402,7096741839524449030,7096741839524449030,72,7096741839524449030,original sound - mrmenz2 (Contains music from: Buga (Lo Lo Lo) - Kizz Daniel & Tekno),"Contains music from: ""Buga (Lo Lo Lo)""",6.817826551830267e+18,Kwaku Ankorah Enoch,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096741863872269062.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cb4f7640ae0d2e61b625bfa4edb8b301.json,False,False,Kizz Daniel & Tekno,Buga (Lo Lo Lo),original sound - mrmenz2 (Contains music from: Buga (Lo Lo Lo) - Kizz Daniel & Tekno),"Contains music from: ""Buga (Lo Lo Lo)""",[],0,0,Ghana,#mrmenz2 #buga #ghana #nigeria,0,0,0,0,0,0,0,0,0,0
3,FR,7094786398619716870,1651883686,#duet with @slimgoldart,6588196754705022981,life is good meen !!,duet King Kong !!🤴👑,0,False,https://www.tiktok.com/@bibiniiy3nipaooo/video/7094786398619716870?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094786398619716870&source=h5_m,1871438,581,922,1101,31679,7074971253953628934,7074971253953628934,72,7074971253953628934,Who Dey ZuZu!? (Contains music from:   - Astor),"Contains music from: "" """,6.756922037036729e+18,Sabinus1,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074971231979686662.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a042372e7a76113684dca7432f89ffc4.json,False,False,Astor, ,Who Dey ZuZu!? (Contains music from:   - Astor),"Contains music from: "" """,[],0,0,Ghana,#duet,1,0,0,0,0,0,0,0,0,0
4,NG,7072447785911586050,1646682571,Reply to @mimimovie1 #annabelb26 #viral #annabelbb2 #tiktok #trending #uae,7024230189803897861,annabel bassey,"🌴Daily grow host 🌴
For entertainment/cruise 
Don’t spam like my videos",0,False,https://www.tiktok.com/@annabelbb2/video/7072447785911586050?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072447785911586050&source=h5_m,1467484,4274,807,7337,164506,7072447774503406337,7072447774503406337,72,7072447774503406337,original sound - annabelbb2,annabel bassey,7.024230189803898e+18,annabel bassey,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7072447773156608770.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a0bfeae61be2b42c3f7a406f445a5e7c.json,False,False,,,,,[],0,0,Ghana,#annabelb26 #viral #annabelbb2 #tiktok #trending #uae,0,0,0,0,0,0,1,0,1,1
5,US,7100347382088338730,1653178452,#fyp #loveofmylife💍,6977881112266802181,www.tiktok.com/@marcoirizarry2,Music is my life… believe in faith,0,False,https://www.tiktok.com/@marcoirizarry2/video/7100347382088338730?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100347382088338730&source=h5_m,2218170,689,45980,16315,70400,7087395806428416811,7087395806428416811,72,7087395806428416811,original sound - marcoirizarry2,www.tiktok.com/@marcoirizarry2,6.977881112266802e+18,www.tiktok.com/@marcoirizarry2,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7087785527126149931.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/31938b10b1e7114fee683308855c53f0.json,False,False,,,,,[],0,0,Ghana,#fyp #loveofmylife💍,0,0,0,1,0,0,0,0,0,0
6,GH,7098011708475575558,1652634636,This rooster won't let me lie in peace #khing_william_ #viral @BashTheEntertainer,6910011313738105862,SCORPION KHING,"Old account hacked🥺😩
 add up new account 🙏😔🥺",0,False,https://www.tiktok.com/@khing_william_/video/7098011708475575558?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098011708475575558&source=h5_m,1837499,4753,6209,32225,257179,7076359950171130629,7076359950171130629,72,7076359950171130629,original sound - mel__pn,Melody,6.640634555277541e+18,Melody,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076359959935568645.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fcb4dcbd4caefcd9531217c8e527b00a.json,False,False,,,,,[],0,0,Ghana,#khing_william_ #viral,0,0,0,0,0,0,0,0,0,1
7,GH,7101689834720349445,1653491017,But I’m becoming fat oo🤦‍♀️ #foryoupage,6808676772575233030,Akuapempoloo,"I’m blessed not lucky 🍀 
Instagram: @akuapem_poloo",0,False,https://www.tiktok.com/@akuapempoloo/video/7101689834720349445?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101689834720349445&source=h5_m,157094,116,16,148,14499,7088339667661228806,7088339667661228806,72,7088339667661228806,original sound - que.des.fous.rires (Contains music from: Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix - Russ Millions & YV & SwitchOTR),"Contains music from: ""Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix""",6.998052303542732e+18,Abonne toi si tu veut rire,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088339673289919238.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/71444e86b81ede9f9c50e36581541887.json,False,False,Russ Millions & YV & SwitchOTR,Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix,original sound - que.des.fous.rires (Contains music from: Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix - Russ Millions & YV & SwitchOTR),"Contains music from: ""Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix""",[],0,0,Ghana,#foryoupage,0,0,1,0,0,0,0,0,0,0
0,GH,7086056340904365318,1649851061, ,6900139434932913157,Tak-eela❤️😍,,0,False,https://www.tiktok.com/@takeela20/video/7086056340904365318?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086056340904365318&source=h5_m,825634,1930,393,2646,76602,7086056300467063557,7086056300467063557,72,7086056300467063557,original sound - takeela20,Tak-eela❤️😍,6.900139434932913e+18,Tak-eela❤️😍,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086056308201343749.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c64d7a4e03a74c80c9f8d40ee6384da0.json,False,False,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
1,GH,7094090872072981765,1651721748,#nigeriantiktok #ghanatiktok #trendingtiktok #nigeriatrending #trending #ghanatrending,7012327004083553285,remy,🇬🇭🇬🇭🇬🇭,0,False,https://www.tiktok.com/@remy_24k/video/7094090872072981765?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094090872072981765&source=h5_m,4704438,1732,4210,31454,163339,6966219018340419585,6966219018340419585,10033,6966219018340419585,Ukwu,Timaya,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2b598a4dcf9447a98853fc230da0c5cc,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f5c94a875c3640adbf717f3549db59b6,False,True,,,,,[],0,0,Ghana,#nigeriantiktok #ghanatiktok #trendingtiktok #nigeriatrending #trending #ghanatrending,0,0,0,0,0,1,0,0,1,0
