,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_asmr,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_movie,hash_oscarsathome,hash_polytiktok,hash_viral
0,AS,7098759143724551426,1652808662, ,6828066393667142662,Danny Kasatik,"Goal: 2 000 000 ✨  
Collaboration: ads@inc88.ru",0,False,https://www.tiktok.com/@dannykasatik/video/7098759143724551426?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098759143724551426&source=h5_m,71632,69,26,131,8394,6961936661307575042,6961936661307575042,72,6961936661307575042,أنتا الي تقرا أحبك (Contains music from: Night Bomb (Nhego Petri Remix) - Kavenaghi),"Contains music from: ""Night Bomb (Nhego Petri Remix)""",6.857194756356654e+18,musique🎵,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6961936571952007938.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3fe878b5a9c477952ccb11d9a19a8ed3.json,False,False,Kavenaghi,Night Bomb (Nhego Petri Remix),أنتا الي تقرا أحبك (Contains music from: Night Bomb (Nhego Petri Remix) - Kavenaghi),"Contains music from: ""Night Bomb (Nhego Petri Remix)""",[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
1,AS,7072999518014278958,1646811033,Good things to recommend 😘#goodthing #musthaves #shopping #tiktokbuys #tiktokmademebuyit,7051791598095549445,I love my home,Selected light luxury bags for women,0,False,https://www.tiktok.com/@ilovemyhome05/video/7072999518014278958?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072999518014278958&source=h5_m,8929,2,0,4,134,7072999425165069102,7072999425165069102,72,7072999425165069102,original sound - ilovemyhome05 (Contains music from: Heat Waves - Glass Animals),"Contains music from: ""Heat Waves""",7.051791598095549e+18,I love my home,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072999479351315243.mp3,,False,False,Glass Animals,Heat Waves,original sound - ilovemyhome05 (Contains music from: Heat Waves - Glass Animals),"Contains music from: ""Heat Waves""",[],0,0,American Samoa,#goodthing #musthaves #shopping #tiktokbuys #tiktokmademebuyit,0,0,0,0,0,0,0,0,0,0
2,US,7075177235287641390,1647318070,my night routine as a trucker 😴 #foryoupage #viral #trending #waitforit #bigrig #18wheeler #trucker #truckerlife #share #foryou,6726767548036498437,Alex Nino,"If youre breathing follow me & my instagram 

NEW YOUTUBE VIDEO ⤵️",0,False,https://www.tiktok.com/@alexnino_/video/7075177235287641390?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075177235287641390&source=h5_m,30064775,5433,14691,19381,3168584,6773851609840486402,6773851609840486402,10036,6773851609840486402,Sunny Day,Ted Fresco,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d7703cfad6a64a69ac41157e713b4bbf,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/776fbffeb3ef465f8018c3a4defbcf91,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1582862815', 'external_song_key': 'apple_song_id'}]",0,0,American Samoa,#foryoupage #viral #trending #waitforit #bigrig #18wheeler #trucker #truckerlife #share #foryou,0,1,1,0,0,0,0,0,0,1
3,GB,7102694871953116421,1653725025,#movieclips #movie,7098130718203593733,topmovie006,,0,False,https://www.tiktok.com/@topmovie006/video/7102694871953116421?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102694871953116421&source=h5_m,627637,109,20,74,26326,7102694883752332037,7102694883752332037,72,7102694883752332037,original sound - topmovie006,topmovie006,7.098130718203594e+18,topmovie006,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102694850092468997.mp3,,False,False,,,,,[],0,0,American Samoa,#movieclips #movie,0,0,0,0,0,0,1,0,0,0
4,VN,7101725260050943258,1653499264,Sau khi nước lũ rút 🐟🐟🐟,7092713453902955521,Săn Bắt Tự Nhiên,Thế Giới Đó Đây,0,False,https://www.tiktok.com/@san.battunhien/video/7101725260050943258?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101725260050943258&source=h5_m,12305136,874,359,1420,338216,7101725242581682971,7101725242581682971,24,7101725242581682971,original sound - san.battunhien,Săn Bắt Tự Nhiên,7.092713453902956e+18,Săn Bắt Tự Nhiên,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7101725280548424475.mp3,,False,False,,,,,[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
5,JP,7103145564744748290,1653829955,#ドラマの撮影#誰かわからないけど分かりそう,6751438548383187969,ま͓̽,ちっくたっくでひとすみ,0,False,https://www.tiktok.com/@manakabayo/video/7103145564744748290?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103145564744748290&source=h5_m,189769,129,152,0,7270,7103145545477180161,7103145545477180161,24,7103145545477180161,original sound - manakabayo,ま͓̽,6.751438548383188e+18,ま͓̽,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103145528091642625.mp3,,False,False,,,,,[],0,0,American Samoa,#ドラマの撮影#誰かわからないけど分かりそう,0,0,0,0,0,0,0,0,0,0
6,PH,7102759707554630938,1653740115,Awit,6878778932217758721,Joeeeee,,0,False,https://www.tiktok.com/@tanjirokamado0619/video/7102759707554630938?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102759707554630938&source=h5_m,95855,660,120,186,2813,7076819615875173121,7076819615875173121,24,7076819615875173121,Somebody That I Used to Know (Remix) (Contains music from: Time - Leiner),"Contains music from: ""Time""",7.039728171708761e+18,♬,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7076819594492545793.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cb532bf3d2e69ce0ffb54c5f19ca87bd.json,False,False,Leiner,Time,Somebody That I Used to Know (Remix) (Contains music from: Time - Leiner),"Contains music from: ""Time""",[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
7,GB,7103120695193767174,1653824166,#fyp,6862518157132252165,Adnan,,0,False,https://www.tiktok.com/@adnan.0106/video/7103120695193767174?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103120695193767174&source=h5_m,114613,93,16,4,2442,7103120684104289030,7103120684104289030,72,7103120684104289030,original sound - adnan.0106,Adnan,6.862518157132252e+18,Adnan,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103120676382395142.mp3,,False,False,,,,,[],0,0,American Samoa,#fyp,0,0,0,0,1,0,0,0,0,0
0,AS,7101570266341395754,1653463181,But me and my family don’t give a damn😚😂bij byeing😘#ShowYourJOWO,6675941328343729158,Kasia💨❤️,"🤓💛
WDIF🫶🏻💗",0,False,https://m.tiktok.com/v/7101570266341395754.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101570266341395754&source=h5_m,2026,0,0,0,229,7088339667661228806,7088339667661228806,72,7088339667661228806,original sound - que.des.fous.rires (Contains music from: Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix - Russ Millions & YV & SwitchOTR),"Contains music from: ""Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix""",6.998052303542732e+18,Abonne toi si tu veut rire,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088339673289919238.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/71444e86b81ede9f9c50e36581541887.json,False,False,Russ Millions & YV & SwitchOTR,Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix,original sound - que.des.fous.rires (Contains music from: Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix - Russ Millions & YV & SwitchOTR),"Contains music from: ""Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix""",[],0,0,American Samoa,#ShowYourJOWO,0,0,0,0,0,0,0,0,0,0
1,AS,7088919654885821738,1650517727,im bored. #MoveWithTommy #CatOnALeash #samoan #fyp #nails #polygel,138299665246158848,sei’a✨,࿊ ࿊ ࿊,0,False,https://m.tiktok.com/v/7088919654885821738.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088919654885821738&source=h5_m,5749,0,0,0,236,7050925335956769537,7050925335956769537,72,7050925335956769537,I was down but whatever (Contains music from: Broken Clocks - SZA),"Contains music from: ""Broken Clocks""",7.047094151775962e+18,Tik Toker,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7058264288368069377.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3c3fb8d928c814d8cfcbf004af6b5524.json,False,False,SZA,Broken Clocks,I was down but whatever (Contains music from: Broken Clocks - SZA),"Contains music from: ""Broken Clocks""",[],0,0,American Samoa,#MoveWithTommy #CatOnALeash #samoan #fyp #nails #polygel,0,0,0,0,1,0,0,0,0,0
2,US,7077631785340816683,1647889565,He does this every time ❤️❤️❤️ #kindness #choosekindness #grandpasoftiktok,6802411787633181702,Yanderi B.,"Mom skills, wife skills, bad acting skills.",0,False,https://m.tiktok.com/v/7077631785340816683.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077631785340816683&source=h5_m,3078587,6325,1327,78,345536,6777935271007619074,6777935271007619074,10033,6777935271007619074,Surrender,Natalie Taylor,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/fbc2c96266cd4521bed1d10bd37795c6,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f44684743c3f4a11b778fc36d1534930,True,True,,,,,[],0,0,American Samoa,#kindness #choosekindness #grandpasoftiktok,0,0,0,0,0,0,0,0,0,0
3,US,7078468783295237422,1648084443,And I teach my children this when they uses their own cards at stores#fyp #fypシ #liquenews #trending #viral #lique #liquebabies #liquebaby #cardinfo #stealin #sad #foryou #foryoupage #savage #sad,6532023666329305089,Liquebaby,"God 1st,Momof3,Wife,&Boss",0,False,https://m.tiktok.com/v/7078468783295237422.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078468783295237422&source=h5_m,1806730,1078,10079,4600,167456,7078468755457657643,7078468755457657643,72,7078468755457657643,original sound - liquebaby,Liquebaby,6.532023666329305e+18,Liquebaby,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078468787078433578.mp3,,False,False,,,,,[],0,0,American Samoa,#fyp #fypシ #liquenews #trending #viral #lique #liquebabies #liquebaby #cardinfo #stealin #sad #foryou #foryoupage #savage #sad,0,1,1,0,1,1,0,0,0,1
4,US,7083440603815480577,1649242037,My husband always buys something that is difficult to cook.Today cow’s ribs for me 😡😡#beefribs  #chinesefood #countrylife #foodie #food #wildfood #foodie_chineses #fy #fyp,7070054053233656838,Tik Toker,No bio yet,0,False,https://m.tiktok.com/v/7083440603815480577.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083440603815480577&source=h5_m,12537884,10519,5111,5964,960999,7083440626993302274,7083440626993302274,72,7083440626993302274,original sound - uservgtizdn8bm,Tik Toker,7.070054053233657e+18,Tik Toker,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7083440635578993409.mp3,,False,False,,,,,[],0,0,American Samoa,#beefribs #chinesefood #countrylife #foodie #food #wildfood #foodie_chineses #fy #fyp,0,0,0,0,1,0,0,0,0,0
5,US,7072106048844352814,1646603006,Trying to fix my fords cracked windshield #ford #87 #f150 #rainx #repair #cartok,6688363565492372486,Jibba_james,hit that button 👆🏻,0,False,https://m.tiktok.com/v/7072106048844352814.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072106048844352814&source=h5_m,26090170,3695,49330,2858,1363533,7072106045623077675,7072106045623077675,72,7072106045623077675,original sound - jibbasworld,Jibba_james,6.688363565492372e+18,Jibba_james,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072106057841052459.mp3,,False,False,,,,,[],0,0,American Samoa,#ford #87 #f150 #rainx #repair #cartok,0,0,0,0,0,0,0,0,0,0
6,VN,7102811296546016514,1653752127,Ben Chew reminds me of a LEGEND #johnnydepp #amberheard #johnnydepptrial #johnnydeppcourt #justiceforjohnnydepp #johnnydeppisinnocent #viral,7041192927456674818,Lessons in 30s,Justice for Johnny Depp,0,False,https://m.tiktok.com/v/7102811296546016514.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102811296546016514&source=h5_m,916212,976,2209,1510,117413,7102811285058374401,7102811285058374401,24,7102811285058374401,original sound - lessonsin30s,Lessons in 30s,7.041192927456675e+18,Lessons in 30s,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102811289629887234.mp3,,False,False,,,,,[],0,0,American Samoa,#johnnydepp #amberheard #johnnydepptrial #johnnydeppcourt #justiceforjohnnydepp #johnnydeppisinnocent #viral,0,0,0,0,0,0,0,0,0,1
7,MX,7101689691719634182,1653490984,😅🤣😂 Jajajajaja...,6960414697623979014,STYLO JOVEN Magazine,STYLO JOVEN MAGAZINE - Noticias y Mucho Mas...,0,False,https://m.tiktok.com/v/7101689691719634182.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101689691719634182&source=h5_m,9336843,4327,42059,25844,257632,6641799387494222594,6641799387494222594,140,6641799387494222594,Happy Laughing,Sound Effect,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0d3f4fab62ab47a299f28095f585c565,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/51b66df80d2444a28aaa495c273cb403,False,True,,,,,[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
0,AS,7101789267302698241,1653514168,after take 123456789🥴😂 finally got it #fyp #likeabombshell #frunkthebeat,6650406743954309126,Jenjen Tominiko,keige MalaeOLeTalu💙,0,False,https://m.tiktok.com/v/7101789267302698241.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101789267302698241&source=h5_m,1927,0,0,0,129,6701927947952998401,6701927947952998401,10033,6701927947952998401,Juicy Fruit,Mtume,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/49f99bff290447bda3cfb0a77718164a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/77589adde2f1445c91d3fa05a9baa19b,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '192485479', 'external_song_key': 'apple_song_id'}]",0,0,American Samoa,#fyp #likeabombshell #frunkthebeat,0,0,0,0,1,0,0,0,0,0
1,AS,7090087481617485099,1650789637,Army ah kua le guu🤣🤣#NYC #amsamoa🇦🇸 #fypシ #PringlesCanHands,6687813498947699717,♊️,🤍16-30 #1️⃣7️⃣💫,0,False,https://m.tiktok.com/v/7090087481617485099.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090087481617485099&source=h5_m,8038,15,1,10,733,7084535354552453890,7084535354552453890,72,7084535354552453890,original sound - vseiuli,🇼🇸,6.770549533602711e+18,🇼🇸,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7084535340077222658.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9f917a6735c245c8cd86e86a00ccd097.json,False,False,,,,,[],0,0,American Samoa,#NYC #amsamoa🇦🇸 #fypシ #PringlesCanHands,0,0,0,0,0,1,0,0,0,0
2,GB,7092686136342056197,1651394682,This is the full recipe 💯,7015242996425819142,FlomoCrafts,"Follow for the best recipes
Subscribe to my YouTube channel ☝️♥️",0,False,https://m.tiktok.com/v/7092686136342056197.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092686136342056197&source=h5_m,3931413,3444,17993,53318,118320,7092686142365059846,7092686142365059846,72,7092686142365059846,original sound - flomocrafts,FlomoCrafts,7.015242996425819e+18,FlomoCrafts,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092686159725349638.mp3,,False,False,,,,,[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
3,AU,7093838013188394241,1651662871,Went to Karen’s diner in Melbourne #OscarsAtHome #fyp #foryou #karensgoingwild #karensdiner,6766768071010599942,CharlieButler,Had to make a new account,0,False,https://m.tiktok.com/v/7093838013188394241.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093838013188394241&source=h5_m,12431997,14240,25494,14257,1738048,7093838034835524353,7093838034835524353,72,7093838034835524353,original sound - charliebutler95,CharlieButler,6.7667680710106e+18,CharlieButler,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7093838043194329857.mp3,,False,False,,,,,[],0,0,American Samoa,#OscarsAtHome #fyp #foryou #karensgoingwild #karensdiner,0,1,0,0,1,0,0,1,0,0
4,US,7073621672430947630,1646955887,Chipping an Obsidian Spearhead!,6656794786911158277,Zack,"Maker of things
Instagram: Lava_Blades",0,False,https://m.tiktok.com/v/7073621672430947630.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073621672430947630&source=h5_m,12938608,16005,7194,5650,1863970,7073621655532145450,7073621655532145450,72,7073621655532145450,original sound - lavabladez,Zack,6.656794786911158e+18,Zack,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7073621684229753646.mp3,,False,False,,,,,[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
5,US,7101569751121431854,1653463060,"I’m in a bad mood today, so my hands are rougher 👋🏻😡😗😙#coupletiktok #couples #fy #fyp #skincare #satisfying #facialtime #xyzbca #spa #asmr #immersive #love",7089354290724406314,Skincare trial,"My WhatsApp account: +8613450477756
💛⬇️ check my link ⬇️💛",0,False,https://m.tiktok.com/v/7101569751121431854.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101569751121431854&source=h5_m,3985294,903,1952,1488,119721,7101569623585213227,7101569623585213227,72,7101569623585213227,original sound - bellawithherboyfriend,Skincare trial,7.089354290724406e+18,Skincare trial,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101569685539425070.mp3,,False,False,,,,,[],0,0,American Samoa,#coupletiktok #couples #fy #fyp #skincare #satisfying #facialtime #xyzbca #spa #asmr #immersive #love,1,0,0,0,1,0,0,0,0,0
6,US,7084038010232163630,1649381130,Brow lamination transformation video dedicated to the Karen’s in the comments 🙃 #brows#WomenOwnedBusiness#InstaxChallenge#browwaxingtraining#browwaxing#fyp#losangeles#losangelesbeauty#salonowner#salonowner#salonlife#beautyhacks#beautytips#waxingtiktok#browlamination#browlaminationtutorial#browlaminationproducts#browlaminationtraining,6761812057425544197,sorellawaxbar,"#1 Brow bar in Los Angeles ✨
IG: sorellawaxbar
📍Woodland Hills ca",0,False,https://m.tiktok.com/v/7084038010232163630.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084038010232163630&source=h5_m,18564099,2467,5586,6358,1203986,6873526724840130562,6873526724840130562,10036,6873526724840130562,LoFi(860862),skollbeats,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6295de2a36be4ddeb5286467e019d500,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a6c2678fb567485a836f6a1d70399ce7,True,True,,,,,[],0,0,American Samoa,#brows#WomenOwnedBusiness#InstaxChallenge#browwaxingtraining#browwaxing#fyp#losangeles#losangelesbeauty#salonowner#salonowner#salonlife#beautyhacks#beautytips#waxingtiktok#browlamination#browlaminationtutorial#browlaminationproducts#browlaminationtraining,0,0,0,0,1,0,0,0,0,0
7,CA,7101476470840642821,1653441341,#duet with @kalausi73 #fyp #fypシ #foryoupage#drink #responsibly #zone,6896988081573594114,zeldan912,Follow me on Instagram and subscribe to my YouTube channel I’ll get back to U..,0,False,https://m.tiktok.com/v/7101476470840642821.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101476470840642821&source=h5_m,888202,786,9655,12081,27700,7100197014235450118,7100197014235450118,72,7100197014235450118,original sound - kalausi73,Kaka Luis.,6.917647522610824e+18,Kaka Luis.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100197025505266438.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2deb4a8bec29baa9be4b1c64a69ca2ca.json,False,False,,,,,[],0,0,American Samoa,#duet #fyp #fypシ #foryoupage#drink #responsibly #zone,0,0,1,0,1,1,0,0,0,0
0,AS,7082156065848347950,1648942956,beach day💛 #fypシ #AFairShotWithBlock #GameTok #sistersister #polytiktok #🇦🇸,6639124449708998661,nei🤎,🇦🇸🤎,0,False,https://www.tiktok.com/@neipenitusi/video/7082156065848347950?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082156065848347950&source=h5_m,15760,18,2,0,1549,7078948925075442433,7078948925075442433,72,7078948925075442433,original sound - 03.ariki,Tokz79er,2.988572431970099e+17,Tokz79er,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7078948923368311553.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b1997138ac628d1dbbc55b4d952ece2b.json,False,False,,,,,[],0,0,American Samoa,#fypシ #AFairShotWithBlock #GameTok #sistersister #polytiktok #🇦🇸,0,0,0,0,0,1,0,0,1,0
1,AS,7077822261805305134,1647933916,I think you need it #car #speed #adui #tiktokmademebuyit #amazoncarfinds #gadget,7047479914496934918,Passerby loves cars,Daily roadside shots of cars☺️,0,False,https://www.tiktok.com/@cardvd077/video/7077822261805305134?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077822261805305134&source=h5_m,17779,5,2,5,262,7077822187381639982,7077822187381639982,72,7077822187381639982,original sound - cardvd077 (Contains music from: SLEEPING IN LONDON - SOUND PAGE),"Contains music from: ""SLEEPING IN LONDON""",7.047479914496935e+18,Passerby loves cars,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7077822242004011819.mp3,,False,False,SOUND PAGE,SLEEPING IN LONDON,original sound - cardvd077 (Contains music from: SLEEPING IN LONDON - SOUND PAGE),"Contains music from: ""SLEEPING IN LONDON""",[],0,0,American Samoa,#car #speed #adui #tiktokmademebuyit #amazoncarfinds #gadget,0,0,0,0,0,0,0,0,0,0
2,CA,7095745201376890117,1652106924,#bigheart #heart #Love #loving #kind #generous #give #giver #giving #love #beautiful #life #hurt #pain #inspirational #quotesoftheday #inspirationalquotes #inspirationalvideo #fyp #fypシ #foryou #relatable #relationships #sad #takenadvantageof #keepsmiling,6707071260562162693,Mdh2,"☁️ ✈️ 🌎
Awareness, Heartache & Healing.
I ❤️ YOU",0,False,https://www.tiktok.com/@livethelifeyouloveee/video/7095745201376890117?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095745201376890117&source=h5_m,2693588,10299,33709,27447,273329,6992429831220693765,6992429831220693765,72,6992429831220693765,original sound - thinkinganddriving,thinking and driving,6.948283785872967e+18,thinking and driving,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6992430000322480902.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6a806e92599669b22aec3921e8ef73ea.json,False,False,,,,,[],0,0,American Samoa,#bigheart #heart #Love #loving #kind #generous #give #giver #giving #love #beautiful #life #hurt #pain #inspirational #quotesoftheday #inspirationalquotes #inspirationalvideo #fyp #fypシ #foryou #relatable #relationships #sad #takenadvantageof #keepsmiling,0,1,0,0,1,1,0,0,0,0
3,GB,7102283373820775685,1653629214,The dead body farted #movie #funny #fun #mystery,7099694625300235270,Shadow,Take it easy,0,False,https://www.tiktok.com/@shadowtvdrama/video/7102283373820775685?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102283373820775685&source=h5_m,1098636,59,64,160,37975,7102283324928133894,7102283324928133894,72,7102283324928133894,original sound - shadowtvdrama,Shadow,7.099694625300235e+18,Shadow,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102283341151488773.mp3,,False,False,,,,,[],0,0,American Samoa,#movie #funny #fun #mystery,0,0,0,1,0,0,1,0,0,0
4,CA,7081313491503713541,1648746779,Mixing sodium with potassium is crazy! #science #chemistry #nilered,6778260823494050821,NileRed,"Capturing the natural beauty of chemistry
| Find me on Youtube |",0,False,https://www.tiktok.com/@nilered/video/7081313491503713541?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081313491503713541&source=h5_m,30413277,33931,67361,1144,5097140,7081313513523727109,7081313513523727109,72,7081313513523727109,original sound - nilered,NileRed,6.778260823494051e+18,NileRed,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081314180309076741.mp3,,False,False,,,,,[],0,0,American Samoa,#science #chemistry #nilered,0,0,0,0,0,0,0,0,0,0
5,KR,7102716062940073218,1653729954,04년생 제로투,6930236701847634945,현종인,,0,False,https://www.tiktok.com/@hyeonjongin/video/7102716062940073218?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102716062940073218&source=h5_m,14205,8,8,42,696,7102716053465172738,7102716053465172738,24,7102716053465172738,original sound - hyeonjongin,현종인,6.930236701847635e+18,현종인,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102716030207757058.mp3,,False,False,,,,,[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
