,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_fy,hash_fyp,hash_fypシ,hash_movie,hash_tiktok,hash_viral,hash_xyzbca,hash_zepeto
6,SG,7103252047172062466,1653854748,Your new neighbourhood privacy rooms ✨ “3 Hours may not be enough!” - The Lodge room is fully booked this coming Sunday 05/06. Thank you everyone for the support thus far! 👍🏻 #sgdateideas #sgdateplace #sgtiktok #sgplacetogo #tiktoksg🇸🇬 #exploresg #sghalal #hiddengemsg #sgfyp #sgdateidea,7080425885748659202,Lodge and Co,"🇸🇬 1st Privacy Themed Rooms

Study. Work. Chill. Play

www.lodgenco.com",0,False,https://m.tiktok.com/v/7103252047172062466.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103252047172062466&source=h5_m,40055,30,153,23,2418,7.10325203138888e+18,7.10325203138888e+18,24.0,7.10325203138888e+18,original sound - lodgencosg (Contains music from: Look At Me Mega - Relajacion),"Contains music from: ""Look At Me Mega""",7.080425885748659e+18,Lodge and Co,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103252035327380226.mp3,,False,False,Relajacion,Look At Me Mega,original sound - lodgencosg (Contains music from: Look At Me Mega - Relajacion),"Contains music from: ""Look At Me Mega""",[],0.0,0,Bouvet Island,#sgdateideas #sgdateplace #sgtiktok #sgplacetogo #tiktoksg🇸🇬 #exploresg #sghalal #hiddengemsg #sgfyp #sgdateidea,0,0,0,0,0,0,0,0,0,0
7,FI,7102448467603164422,1653667651,You reap what you sow. 🇵🇭🇫🇮,6844017186407908357,Diana Rantamäki🇵🇭🇫🇮,"🇵🇭🇫🇮
BighedMama / Cringe / Vibe 
Based in Finland. @BangEnergy",0,False,https://m.tiktok.com/v/7102448467603164422.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102448467603164422&source=h5_m,1424400,472,85,148,86076,6.837835112978091e+18,6.837835112978091e+18,72.0,6.837835112978091e+18,original sound - millennial32 (Contains music from: Feelings - M.O.S.),"Contains music from: ""Feelings""",6.811486243077129e+18,Millennial32,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6837835054090128134.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d7042fd932e4723de61064bd485d149e.json,False,False,M.O.S.,Feelings,original sound - millennial32 (Contains music from: Feelings - M.O.S.),"Contains music from: ""Feelings""",[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
0,US,7103199742594944302,1653842569,I like how @AJR takes a selfie much better! Pre-save their new song in my B10 #ajr #concert #selfie #ajrbrothers,6748371565462963205,TheMcCartys,"@bangenergy
FAMILY RUN account
themccartysbusiness@gmail.com",0,False,https://m.tiktok.com/v/7103199742594944302.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103199742594944302&source=h5_m,96506,59,5,9,10000,7.103199727683898e+18,7.103199727683898e+18,72.0,7.103199727683898e+18,original sound - themccartys,TheMcCartys,6.748371565462963e+18,TheMcCartys,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103199742745791278.mp3,,False,False,,,,,[],0.0,0,Bouvet Island,#ajr #concert #selfie #ajrbrothers,0,0,0,0,0,0,0,0,0,0
1,US,7091711887703854382,1651167844,lol here’s a blooper for u😭😂 #tiktoxtina #trendxtina #hdtiktok,6757925661464495109,Christina,"Dallas Theater Center Resident Acting Company
💌: christinaaustinlopez@yahoo.com",0,False,https://m.tiktok.com/v/7091711887703854382.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091711887703854382&source=h5_m,124793,72,16,68,7832,7.064884950239071e+18,7.064884950239071e+18,72.0,7.064884950239071e+18,Love Yourself (Drill Remix) (Contains music from: Love Yourself - Justin Bieber),"Contains music from: ""Love Yourself""",7.042141458783487e+18,❤️‍🔥,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7064887206300666626.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8b0b64d91ba02c2dcb7c2850cc3026c2.json,False,False,Justin Bieber,Love Yourself,Love Yourself (Drill Remix) (Contains music from: Love Yourself - Justin Bieber),"Contains music from: ""Love Yourself""",[],0.0,0,Bouvet Island,#tiktoxtina #trendxtina #hdtiktok,0,0,0,0,0,0,0,0,0,0
2,CM,7088042471560596742,1650313492,Reply to @iamboard123 never 👎 #fypシ #xzybca #bts #makeup #cover #green,6636243958207578117,CRA,❤️🔥Shop the blonde Bodywave wig ⬇️⬇️,0,False,https://m.tiktok.com/v/7088042471560596742.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088042471560596742&source=h5_m,13532418,5351,5704,6892,876876,6.728562975734516e+18,6.728562975734516e+18,10036.0,6.728562975734516e+18,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0.0,0,Bouvet Island,#fypシ #xzybca #bts #makeup #cover #green,0,0,0,0,1,0,0,0,0,0
3,VE,7090972079729741062,1650995596,#ad El postre 👶,6701474618203227141,Guicmay,😈,0,False,https://m.tiktok.com/v/7090972079729741062.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090972079729741062&source=h5_m,9886267,27174,74090,425,779489,7.090972078404292e+18,7.090972078404292e+18,72.0,7.090972078404292e+18,original sound - guicmay1,Guicmay,6.701474618203227e+18,Guicmay,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090971592506870533.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/972cddb7be47c266e5296f5effce7c2c.json,False,False,,,,,[],0.0,0,Bouvet Island,#ad,0,0,0,0,0,0,0,0,0,0
4,US,7099462333692415274,1652972386,#haitiantiktok #funny #boston #viralvideo #fypシ #foryoupage #duet  #goodvibes #justforfun #viral #bostontiktok #viraltiktok #verifymetiktok #truelove,7060902515401868335,Gregy,IG: @gregy_lloyd,0,False,https://m.tiktok.com/v/7099462333692415274.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099462333692415274&source=h5_m,8113109,4764,33695,26549,332705,6.844921356623022e+18,6.844921356623022e+18,10033.0,6.844921356623022e+18,Heat Waves,Glass Animals,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4071b028aaa648d2bbf45b844edbc8c1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5c4747652e0441c7bcd87204e6ca7bda,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1508562516', 'external_song_key': 'apple_song_id'}]",0.0,0,Bouvet Island,#haitiantiktok #funny #boston #viralvideo #fypシ #foryoupage #duet #goodvibes #justforfun #viral #bostontiktok #viraltiktok #verifymetiktok #truelove,0,1,0,0,1,0,0,1,0,0
5,SG,7102819074568146177,1653753941,skirt dah ketat ada hati nak ddk kat motor dah bes tuh kaki cramp. bdh😭,6608123247760244737,_alxyxh_,she/her/baddest bitch,0,False,https://m.tiktok.com/v/7102819074568146177.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102819074568146177&source=h5_m,26936,10,45,17,1958,7.102819067371441e+18,7.102819067371441e+18,24.0,7.102819067371441e+18,original sound - peeepooopp,_alxyxh_,6.608123247760245e+18,_alxyxh_,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102819057732274945.mp3,,False,False,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
6,AU,7093864231484902657,1651668976,#greenscreenvideo,6612878443393204229,Chloe gaggiano,"gift my vids 

Insta @chloegaggiano
✉️ gaggianochloe@outlook.com",0,False,https://m.tiktok.com/v/7093864231484902657.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093864231484902657&source=h5_m,32621797,27662,55178,28687,5174798,7.092070503070043e+18,7.092070503070043e+18,72.0,7.092070503070043e+18,original sound - natalied.xx (Contains music from: Party Rock Anthem - LMFAO),"Contains music from: ""Party Rock Anthem""",6.985117990866028e+18,nata 👸🏼,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092070516441385733.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cb4ec371266b4a210c9fd9c9009ae9cf.json,False,False,LMFAO,Party Rock Anthem,original sound - natalied.xx (Contains music from: Party Rock Anthem - LMFAO),"Contains music from: ""Party Rock Anthem""",[],0.0,0,Bouvet Island,#greenscreenvideo,0,0,0,0,0,0,0,0,0,0
7,US,7103361942588247339,1653880334,Sorry babe 😂,6740781056423166982,Angela,"My bf is my only personality trait
✉️ angela@palettemgmt.com",0,False,https://m.tiktok.com/v/7103361942588247339.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103361942588247339&source=h5_m,112780,75,114,33,17503,7.01866837904091e+18,7.01866837904091e+18,72.0,7.01866837904091e+18,original sound - gravelinstitute (Contains music from: Gravel Institute - Bob tik),"Contains music from: ""Gravel Institute""",6.79637044187662e+18,Gravel Institute,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7018668433403398918.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/eea019c0cdad0ca212f5039e84756388.json,False,False,Bob tik,Gravel Institute,original sound - gravelinstitute (Contains music from: Gravel Institute - Bob tik),"Contains music from: ""Gravel Institute""",[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
0,TW,7102682046664887579,1653722033,不准說你朋友女朋友醜🤨🤨🤨🤨,6552551836233302017,望望,"分享生活喜歡就交朋友😂
潮流服飾 衣服 鞋子 可詢問我😊
💙FB:望望
💜FB球鞋直播：Avant一中店
🧡IG:htwang0930",0,False,https://www.tiktok.com/@htwang0930/video/7102682046664887579?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102682046664887579&source=h5_m,18823,20,60,17,95,7.102682039488794e+18,7.102682039488794e+18,24.0,7.102682039488794e+18,original sound - htwang0930,望望,6.552551836233302e+18,望望,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7102682061864962842.mp3,,False,False,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
1,US,7081454367232003371,1648779579,I rec all my hijabi queens to do this first look 10/10 🤍,6778164297900508166,R B,رؤيا 🇵🇸,0,False,https://www.tiktok.com/@rbraqa/video/7081454367232003371?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081454367232003371&source=h5_m,35236387,8667,5295,609,3720788,7.026381838230851e+18,7.026381838230851e+18,72.0,7.026381838230851e+18,original sound - y_a_n_l_i_z__,thomas🤠shelby,6.862975891451774e+18,thomas🤠shelby,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7026381806282754818.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/87a182dce1a6e86003a374419bf5576e.json,False,False,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
2,US,7078088232935771438,1647995840,#teacher #teachersoftiktok #riddle #dadjokes #teachertiktok #teachertok,8081466,Michael Andrew Esqueda,"💪🏽Gym🏋🏽‍♂️
🐶DogDad🐕
🇺🇸USHistoryTeacher👨🏽‍🏫
💰Venmo-@Michael_AndrewE💵",0,False,https://www.tiktok.com/@michael_andrewe/video/7078088232935771438?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078088232935771438&source=h5_m,22719414,32639,9236,31095,2941190,6.792956373559691e+18,6.792956373559691e+18,10033.0,6.792956373559691e+18,Roxanne - Instrumental,Califa Azul,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0a0d743b51564fbd96b8860762a9c05b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/180de35e65d14bc79f0b4e4da5265320,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1498919550', 'external_song_key': 'apple_song_id'}]",0.0,0,Bouvet Island,#teacher #teachersoftiktok #riddle #dadjokes #teachertiktok #teachertok,0,0,0,0,0,0,0,0,0,0
3,US,7082155791821851950,1648942892,Tapered Square Nail Tips + Mint + Cover Pink + Crystal Clear Acrylic + Top Coat from Anacrylics #anacrylics #nails 🦋💗🌸,6771498251486610437,🦋 ANA 🦋,"High Quality Nail Brand 💅🏼
🛍MEMORIAL DAY SALE 
20% OFF EVERYTHING 👇🏻",0,False,https://www.tiktok.com/@anacrylics/video/7082155791821851950?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082155791821851950&source=h5_m,10009349,1285,1176,4495,1740115,7.082155769243733e+18,7.082155769243733e+18,72.0,7.082155769243733e+18,original sound - anacrylics,🦋 ANA 🦋,6.77149825148661e+18,🦋 ANA 🦋,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7082155802185812779.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5763fb643089262d684572381b266591.json,False,False,,,,,[],0.0,0,Bouvet Island,#anacrylics #nails,0,0,0,0,0,0,0,0,0,0
4,GB,7102426814202596614,1653662609,If u are Durant#film #movieclips #movie #fyp #tiktok #thankli 😌😌😌,7099460558445659138,thkmovie,Follow me to share quality movies every day 🧟,0,False,https://www.tiktok.com/@nicolemovie/video/7102426814202596614?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102426814202596614&source=h5_m,2488382,506,259,966,213841,6.817450080614746e+18,6.817450080614746e+18,10036.0,6.817450080614746e+18,Happy Up Beat (Medium),TimTaj,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/53dd7e5d406641619086a9a0deff927c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/96aa323b13c44dd0ba3ba945e93d37f6,False,True,,,,,[],0.0,0,Bouvet Island,#film #movieclips #movie #fyp #tiktok #thankli,0,0,0,1,0,1,1,0,0,0
5,US,7081706547327487278,1648838295,Reply to @jolie317  they’re not thrilled @ktg_bell  #fypシ #zoom #workfromhome #greenscreen #funny #comedy #viral #foryoupage,6806502299290534917,mattdotgarcia,"Video | Photo | Marketing for Hire
📧 info@mattdotgarcia.com
💼 Inquiries 👆🏼",0,False,https://www.tiktok.com/@mattdotgarcia/video/7081706547327487278?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081706547327487278&source=h5_m,16253268,2368,3581,5598,3096728,6.770216135636814e+18,6.770216135636814e+18,10036.0,6.770216135636814e+18,Sneaky Snitch,Kevin MacLeod,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea45c0acd2724cf584bf41c76dad72b8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/df401f84b6e546d59d5541b5f3c7efa2,False,True,,,,,[],0.0,0,Bouvet Island,#fypシ #zoom #workfromhome #greenscreen #funny #comedy #viral #foryoupage,0,1,0,0,1,0,0,1,0,0
6,EE,7098041659929201925,1652641610,#curls #fashion #bikinifashion #highheel #mules #platform #legsfordays #stiletto #higharches #nylon #pantyhose #lingeriefashion #bumbum #swimwear,6980779296575013893,HeySexyLady,FashionFan and ex-model. Follow for fashion stream and donate if you like show.,0,False,https://www.tiktok.com/@hey_sexylady/video/7098041659929201925?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098041659929201925&source=h5_m,13759518,13188,20573,8051,861608,6.715195987159157e+18,6.715195987159157e+18,10033.0,6.715195987159157e+18,T.N.T.,AC/DC,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/eebce34ebb234c6e87304a9e5ffd46da,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/486ee93548aa4db0b81a17e4d4765f6e,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '575998664', 'external_song_key': 'apple_song_id'}]",0.0,0,Bouvet Island,#curls #fashion #bikinifashion #highheel #mules #platform #legsfordays #stiletto #higharches #nylon #pantyhose #lingeriefashion #bumbum #swimwear,0,0,0,0,0,0,0,0,0,0
7,MY,7103063862580170011,1653810932, ,6748777376643712002,𝕝𝕚𝕓𝕣𝕒𝕘𝕚𝕣𝕝 💜🔮,random ♡ ´･ᴗ･` ♡,0,False,https://www.tiktok.com/@rinawaziff/video/7103063862580170011?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103063862580170011&source=h5_m,62039,108,128,91,4705,7.073036425435844e+18,7.073036425435844e+18,24.0,7.073036425435844e+18,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,Leiner,Fury,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
0,US,7103390205083716866,1653886917, ,6806648197319820294,XO Team,"XO TEAM FAMILY 
INST: @the_xo_team 
✉️ xoteam@xoagency.co
OUR REALITY 👇🏼",0,False,https://www.tiktok.com/@xoteam/video/7103390205083716866?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103390205083716866&source=h5_m,114359,191,20,76,19599,7.072479175814188e+18,7.072479175814188e+18,72.0,7.072479175814188e+18,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",6.831674564565763e+18,Iconicfatma,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072479167769873157.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d203808dc93f54480af65167e04b08e8.json,False,False,Myriam Fares,Goumi - Sped Up Version,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
1,US,7102525267498945838,1653685530,Xoco #genderreveal #fyp,6686192710698877957,Abbie Tunney,,0,False,https://www.tiktok.com/@abbietunney/video/7102525267498945838?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102525267498945838&source=h5_m,34212039,5388,33124,19006,2661079,6.839458035321014e+18,6.839458035321014e+18,10033.0,6.839458035321014e+18,Lady,Brett Young,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f3ba45fa77cc4459a452ffe1ba11c34f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/91b6d7e390404eb5b535d57177980c08,True,True,,,,,[],0.0,0,Bouvet Island,#genderreveal #fyp,0,0,0,1,0,0,0,0,0,0
2,US,7103283164491074862,1653861992,Dad guessing beauty products😂,6656544744476524550,Joe Mele,"Do what you love :)
✉️mmmjoemele@gmail.com
Verizon⬇️",0,False,https://www.tiktok.com/@mmmjoemele/video/7103283164491074862?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103283164491074862&source=h5_m,3628985,1148,1579,720,590029,7.103283139228732e+18,7.103283139228732e+18,72.0,7.103283139228732e+18,original sound - mmmjoemele,Joe Mele,6.656544744476525e+18,Joe Mele,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103283167385406254.mp3,,False,False,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
3,US,7078022562088832298,1647980550,I knew it was too good to be true 😭😭 #fyp #couples,116469050561449984,Ced & Chels,"Welcome to our unorthodox, wild love life 🇭🇹❤️‍🔥
📧 cedandchels2021@gmail.com",0,False,https://www.tiktok.com/@cedandchels/video/7078022562088832298?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078022562088832298&source=h5_m,20636831,13372,53350,90863,2881252,6.728562975734516e+18,6.728562975734516e+18,10036.0,6.728562975734516e+18,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0.0,0,Bouvet Island,#fyp #couples,0,0,0,1,0,0,0,0,0,0
4,US,7090276109601836330,1650833551,My boys got my back! #dad #viral #brothers #fyp #foryou #foryoupage,6793914108284175365,The Furrha Family,"Business: furrhafamilybusiness@gmail.com
New videos every day",0,False,https://www.tiktok.com/@thefurrhafamily/video/7090276109601836330?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090276109601836330&source=h5_m,6828905,2173,2986,6936,595582,7.090276080828943e+18,7.090276080828943e+18,72.0,7.090276080828943e+18,original sound - thefurrhafamily,The Furrha Family,6.793914108284175e+18,The Furrha Family,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7090276107546610475.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/84967c6599de34f26c661e378ccb7802.json,False,False,,,,,[],0.0,0,Bouvet Island,#dad #viral #brothers #fyp #foryou #foryoupage,1,1,0,1,0,0,0,1,0,0
5,PH,7103109395080318235,1653821533,I litteraly cried during this scene. #strangerthings,7102782347954783258,max,,0,False,https://www.tiktok.com/@mikewhler/video/7103109395080318235?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103109395080318235&source=h5_m,114821,177,62,125,8119,7.103109399958408e+18,7.103109399958408e+18,24.0,7.103109399958408e+18,original sound - mikewhler,max,7.102782347954783e+18,max,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7103109408669895451.mp3,,False,False,,,,,[],0.0,0,Bouvet Island,#strangerthings,0,0,0,0,0,0,0,0,0,0
6,US,7103010679212215595,1653798549,Girls am I right!?🥺  #crush #Love #relatable #relationship #girlfacts #guyfacts #fyp #zyxcba #fypシ #viral #psychology #facts #bestfriend,7083664721333634090,🖤Troy Field🖤,"just vibes
My insta will be cool too soon😁
🤩Grow your snap🤩",0,False,https://www.tiktok.com/@troyvibxs/video/7103010679212215595?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103010679212215595&source=h5_m,405215,1004,1759,4337,71699,6.894937636562161e+18,6.894937636562161e+18,72.0,6.894937636562161e+18,original sound - darlingsthoughts,darlingsthoughts,6.744601620821001e+18,darlingsthoughts,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6894937601447316226.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/0b835c9a0a5ca54a3aa412a8e376d1f3.json,False,False,,,,,[],0.0,0,Bouvet Island,#crush #Love #relatable #relationship #girlfacts #guyfacts #fyp #zyxcba #fypシ #viral #psychology #facts #bestfriend,0,0,0,1,1,0,0,1,0,0
7,US,7074690684074118443,1647204786,#,6754715045215732742,Christian Hicks,"Single Father Of The Year!!!
Mississippian Living in Georgia!!",0,False,https://www.tiktok.com/@christianhicks01/video/7074690684074118443?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074690684074118443&source=h5_m,8471359,5138,18592,28951,473312,7.013518724460219e+18,7.013518724460219e+18,72.0,7.013518724460219e+18,original sound - stxr.froggi (Contains music from: Idc Inc. - Hope Wright),"Contains music from: ""Idc Inc.""",6.988490973971154e+18,Judez🐸✨💀,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7013518841431673606.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9f2b9cf350ee52f7013de3ad940d3e12.json,False,False,Hope Wright,Idc Inc.,original sound - stxr.froggi (Contains music from: Idc Inc. - Hope Wright),"Contains music from: ""Idc Inc.""",[],0.0,0,Bouvet Island,#,0,0,0,0,0,0,0,0,0,0
0,US,7096879460154117418,1652371014,He didn’t believe me 😂😂😂😂,6758089970629903365,Ashley Elliott,New VLOG of my son’s birthday 🥳 👇🏻,0,False,https://www.tiktok.com/@ash.e.e/video/7096879460154117418?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096879460154117418&source=h5_m,17884933,7204,3999,1544,2579296,6.705081709160827e+18,6.705081709160827e+18,10033.0,6.705081709160827e+18,Wiggle (feat. Snoop Dogg),Jason Derulo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a5fd89867e2246eba280d28d8b122e41,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ebe58ffa2c0c44ef9fe020e7de29b530,True,True,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
1,GB,7096205684802473222,1652214139,#friend #foryou #foryou #foryoupage #fypシ #viral #foryoupage #friends #girls #friendships,6678903454071014406,KADS⚡️,Follow my ig💕,0,False,https://www.tiktok.com/@__kadz/video/7096205684802473222?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096205684802473222&source=h5_m,7581338,13978,19176,52921,1412312,6.988056979264605e+18,6.988056979264605e+18,72.0,6.988056979264605e+18,that way (Contains music from: that way - Tate McRae),"Contains music from: ""that way""",6.860151735215326e+18,:),False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6988057183216765702.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/75bf24d0985958a1440c5d9c2c35a7e7.json,False,False,Tate McRae,that way,that way (Contains music from: that way - Tate McRae),"Contains music from: ""that way""",[],0.0,0,Bouvet Island,#friend #foryou #foryou #foryoupage #fypシ #viral #foryoupage #friends #girls #friendships,2,2,0,0,1,0,0,1,0,0
