,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_kuwait,hash_tiktok,hash_viral,hash_اكسبلور,hash_الشعب_الصيني_ماله_حل
4,SA,7082855888666545410,1649105896,شوفو للاخر👍#اكسبورر #طرق_مختلفة #التيك_توك #شروحات #شروحات_ايفون_وبرامج #شروحاتي #شروحات_شدا🍡🍪 #شروحات🦋 #ايفون #ايفون11 #للايفونات #للايفون #شروحاتي🎀🖇️ #شروحاتي🌝 #شروحاتي🤏🏼🤍 #شروحاتي🎀🖇 #شروحاتي💕🍩 #شروحاتي🥺💗 #شروحاتي_🍡🍪 #تقنية #تقنية_جديدة #تقنية_المعلومات #تقنية_الهواتف #تقنيةios #تقنيتي #تقنيات #تقنيات_جديدة #اسرار_تقنية #تكنلوجيا #تعلم_التكنلوجيا #تعلم #تعليم #برامج_ايفون #شرح #شرحي #شرحي_انا🦋 #شروحات🦋 #شروحاتي🎀☁️ #تقني #برامجي,6723179906833007621,العسل💜,"كن جميلا كوردة ولا تكن ظالما كشوكة🥀✨
    المحتوى : متنوع💜
حياكم👇🏻💜",0,False,https://www.tiktok.com/@non__12466/video/7082855888666545410?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082855888666545410&source=h5_m,33264772,9258,70200,765386,704202,7082855866059918082,7082855866059918082,72,7082855866059918082,original sound - non__12466,العسل💜,6.723179906833008e+18,العسل💜,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7082855858569218817.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/05fa16437da337e4a179d4d210d46714.json,False,False,,,,,[],0,0,Kuwait,#اكسبورر #طرق_مختلفة #التيك_توك #شروحات #شروحات_ايفون_وبرامج #شروحاتي #شروحات_شدا🍡🍪 #شروحات🦋 #ايفون #ايفون11 #للايفونات #للايفون #شروحاتي🎀🖇️ #شروحاتي🌝 #شروحاتي🤏🏼🤍 #شروحاتي🎀🖇 #شروحاتي💕🍩 #شروحاتي🥺💗 #شروحاتي_🍡🍪 #تقنية #تقنية_جديدة #تقنية_المعلومات #تقنية_الهواتف #تقنيةios #تقنيتي #تقنيات #تقنيات_جديدة #اسرار_تقنية #تكنلوجيا #تعلم_التكنلوجيا #تعلم #تعليم #برامج_ايفون #شرح #شرحي #شرحي_انا🦋 #شروحات🦋 #شروحاتي🎀☁️ #تقني #برامجي,0,0,0,0,0,0,0,0,0,0
5,QA,7075618844680768770,1647420891,شنو الا يشغلكم 🤩#اكسبلور #اكسبلورر #قطر #مشاهير_تيك_توك #تيكتوك #لايك #كومنت #عرب #ArabTikTok #fyp #fypシ #foryou #قطر #الامارات #البحرين #الكويت #عمان #السعودية #تيك_توك #مشاهير #viral #famous #funny #fun #marriage,269983471941607424,Zuzu.devilish_angel,"Snap: zdevilis.angel
Qatari
Actor/Model/Bloger/MC/RJ",0,False,https://www.tiktok.com/@zuzu.devilish_angel/video/7075618844680768770?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075618844680768770&source=h5_m,779698,112,260,790,17562,6859447951941831430,6859447951941831430,72,6859447951941831430,"cook clean plot twist tyananana (Contains music from: Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Extended] - David Guetta)","Contains music from: ""Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Extended]""",6.627263811551265e+18,tyana,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6922159119919024901.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c04cdd5ac3fe2cb4f1e6713629fb09ac.json,False,False,David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Extended]","cook clean plot twist tyananana (Contains music from: Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Extended] - David Guetta)","Contains music from: ""Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Extended]""",[],0,0,Kuwait,#اكسبلور #اكسبلورر #قطر #مشاهير_تيك_توك #تيكتوك #لايك #كومنت #عرب #ArabTikTok #fyp #fypシ #foryou #قطر #الامارات #البحرين #الكويت #عمان #السعودية #تيك_توك #مشاهير #viral #famous #funny #fun #marriage,1,0,1,1,1,0,0,1,1,0
6,QA,7099716402218667266,1653031541, ,6597463529127723014,അന്നും ഇന്നും എന്നും,No bio yet,0,False,https://www.tiktok.com/@MS4wLjABAAAATjRHj1vk9spnwAX76aSvE8lyYxnoyn5--nRJe7BKqymJlTTFxM6ZLQukZFOgtyIT/video/7099716402218667266?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099716402218667266&source=h5_m,2629501,106,522,1381,19717,7099716388914989825,7099716388914989825,72,7099716388914989825,original sound - അന്നുംഇന്നുംഎന്നു,അന്നും ഇന്നും എന്നും,6.597463529127723e+18,അന്നും ഇന്നും എന്നും,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099716337328605953.mp3,,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
7,CZ,7080185060850257158,1648484046,Love how she just went with it #couplecomedy,7054258952099808261,Elli & Flo 👋🏻,"comedy & couple tingz
✉️contact.lefamily@gmail.com
BF DOES MY MAKE UP VIDEO 👇🏻",0,False,https://www.tiktok.com/@_thelefamily/video/7080185060850257158?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080185060850257158&source=h5_m,50172272,16017,60849,89340,1250536,7032591689231371009,7032591689231371009,72,7032591689231371009,original sound - e_y_a_d_m (Contains music from: help_urself - Ezekiel),"Contains music from: ""help_urself""",6.643723510052684e+18,Eyad mohab,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7032591712279087873.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0a270c5a0671f8c1924fd0a539ed4341.json,False,False,Ezekiel,help_urself,original sound - e_y_a_d_m (Contains music from: help_urself - Ezekiel),"Contains music from: ""help_urself""",[],0,0,Kuwait,#couplecomedy,0,0,0,0,0,0,0,0,0,0
0,EC,7102178008039034117,1653604680, ,7102174936961762310,smwibw,"For u
⬇️⬇️",0,False,https://www.tiktok.com/@smwibw/video/7102178008039034117?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102178008039034117&source=h5_m,3305659,176,745,2246,67447,7100895077437901610,7100895077437901610,72,7100895077437901610,Mý. pÖŘŇÖ._VîÍĎ.Ë0 ón ĺink in._BÍö,Tik Toker,6.987289724285306e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100895145717058350.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/7e1e3d3e3081cd12fe322c7bce8449f0.json,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
1,CA,7102431502671072517,1653663701,La fin … 🫣😱😂 #tiktokcouple #couplecomedy #humour #couplegoals #marriagehumor,6956884920498045957,Happylifecanada,"CARO & MARTIN 💍
Humour couple ! 🇨🇦
Contact : martin.caro@dulcedo.com",0,False,https://www.tiktok.com/@happylifecanada/video/7102431502671072517?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102431502671072517&source=h5_m,7164170,5003,10374,21423,270000,7030869625311086594,7030869625311086594,10033,7030869625311086594,Sunroof,Nicky Youre & dazy,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/986dfec9a96747239819231f7dc93931,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a118c1899d5b40d1a5c6c65c307b0e2d,True,True,,,,,[],0,0,Kuwait,#tiktokcouple #couplecomedy #humour #couplegoals #marriagehumor,0,0,0,0,0,0,0,0,0,0
2,GB,7095364976524659973,1652018396,#movie,7078899604497908741,ommarkathiana,,0,False,https://www.tiktok.com/@ommarkathiana/video/7095364976524659973?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095364976524659973&source=h5_m,9744764,5464,3284,19109,383431,6817208513685620738,6817208513685620738,10036,6817208513685620738,"Spooky, quiet, scary atmosphere piano songs",Skittlegirl Sound,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e1f873ceb95b433c807dbdd2c0c14602,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d44020564b964ece8fc7d53a8b75ea5b,True,True,,,,,[],0,0,Kuwait,#movie,0,0,0,0,0,0,0,0,0,0
3,EG,7092515284698811654,1651354900,#lucifer#fyp#foryou#luciferediter3,7008501072692167686,GASSER,"content you added series ❤️
My goal is to reach 400k❤️?
subscribe here👇👇",0,False,https://www.tiktok.com/@luciferediter3/video/7092515284698811654?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092515284698811654&source=h5_m,26110693,4073,5400,70498,2910368,7092515271377701637,7092515271377701637,72,7092515271377701637,original sound - luciferediter3 (Contains music from: น้ำแดงน้ำส้ม (Nam Dang Nam Som) (Slowed) - SpaDJ),"Contains music from: ""น้ำแดงน้ำส้ม (Nam Dang Nam Som) (Slowed)""",7.008501072692168e+18,GASSER,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092515266244119302.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c3c61f16a6ef715519ab8aa3e0e4c612.json,False,False,SpaDJ,น้ำแดงน้ำส้ม (Nam Dang Nam Som) (Slowed),original sound - luciferediter3 (Contains music from: น้ำแดงน้ำส้ม (Nam Dang Nam Som) (Slowed) - SpaDJ),"Contains music from: ""น้ำแดงน้ำส้ม (Nam Dang Nam Som) (Slowed)""",[],0,0,Kuwait,#lucifer#fyp#foryou#luciferediter3,1,0,0,1,0,0,0,0,0,0
4,BH,7091292237182684417,1651070138,Gomy gomy #fyp #foryoupage #foryou,6749797491790808066,Dominic Jaloux Torre,"Hiiii😍😍😍
🇵🇭🇵🇭🏳️‍🌈
Dancer 💃
FB:Dominic Jaloux Torregosa
IG: ohmyjaloux",0,False,https://www.tiktok.com/@ohmyjaloux/video/7091292237182684417?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091292237182684417&source=h5_m,4953927,16469,23159,36288,219433,7072479175814187782,7072479175814187782,72,7072479175814187782,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",6.831674564565763e+18,Iconicfatma,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072479167769873157.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d203808dc93f54480af65167e04b08e8.json,False,False,Myriam Fares,Goumi - Sped Up Version,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",[],0,0,Kuwait,#fyp #foryoupage #foryou,1,1,0,1,0,0,0,0,0,0
5,KW,7090530524963343617,1650892788, ,7072994434422555650,Dr edward,My official account check followers and video follow back edward is back,0,False,https://www.tiktok.com/@dr.edwardpinoyofficial/video/7090530524963343617?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090530524963343617&source=h5_m,429035,932,522,18,18717,6925246939554383873,6925246939554383873,10033,6925246939554383873,Sad Music,Max-Music,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0404921682d0437a8bb0e92d34ef5190,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c94cab980443474cb5171bdc6c08fb50,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1552066883', 'external_song_key': 'apple_song_id'}]",0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
6,QA,7098228268779703554,1652685058,حنين الكندري ياحلووووها 🤍🤍,6810966035535447046,X.,Just for fun don’t take it serious 🫦,0,False,https://www.tiktok.com/@xxs19alb/video/7098228268779703554?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098228268779703554&source=h5_m,1766695,1023,1206,4352,126614,7098228254259170050,7098228254259170050,72,7098228254259170050,original sound - xxs19alb,X.,6.810966035535447e+18,X.,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098228248512875265.mp3,,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
7,MU,7078677015485828357,1648132927,Groupe ps4🫠 #fyp #gay #sus #victim,7010816750724891653,Jeureumm😮‍💨,Le mec cho ♨️,0,False,https://www.tiktok.com/@6locc6a6ydaddy/video/7078677015485828357?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078677015485828357&source=h5_m,266816,276,345,1143,13165,6704930248477116418,6704930248477116418,10033,6704930248477116418,Thinking with My Dick (feat. Juicy J),Kevin Gates,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/48f5fa1fcc544f02a28544f3e85009eb,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9b751e22d4374f3883da37dcbe088130,True,True,,,,,[],0,0,Kuwait,#fyp #gay #sus #victim,0,0,0,1,0,0,0,0,0,0
0,AR,7102162956405804293,1653601175, ,7102161291054105606,wecceiwo,Only for you😋⤵️,0,False,https://m.tiktok.com/v/7102162956405804293.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102162956405804293&source=h5_m,5241487,691,1276,3988,100770,7100895077437901610,7100895077437901610,72,7100895077437901610,Mý. pÖŘŇÖ._VîÍĎ.Ë0 ón ĺink in._BÍö,Tik Toker,6.987289724285306e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100895145717058350.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/7e1e3d3e3081cd12fe322c7bce8449f0.json,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
1,AR,7096276428978736390,1652230612,🥰❤️❤️,6856815657457501190,Julieta ❤️ (GirlOfNox),"Hola solo quiero hacerte feliz un ratito 🥺❤️
4,8M? 🥰❤️",0,False,https://m.tiktok.com/v/7096276428978736390.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096276428978736390&source=h5_m,5257902,2163,4267,13937,326754,7072479175814187782,7072479175814187782,72,7072479175814187782,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",6.831674564565763e+18,Iconicfatma,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072479167769873157.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d203808dc93f54480af65167e04b08e8.json,False,False,Myriam Fares,Goumi - Sped Up Version,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
2,IT,7095828518319213829,1652126323,quando ti scappa all improvviso 🙈🤦🏽‍♀️🤣🤣🤣🤣🤣 #neiperte #funnylove #funny #2022tiktok,6779310983971587078,Rosa Della Porta,"❤️Rosa&Emanuele❤️
#funny #happy #love #salerno",0,False,https://m.tiktok.com/v/7095828518319213829.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095828518319213829&source=h5_m,26666985,3436,10882,38697,497259,7095828509646048005,7095828509646048005,72,7095828509646048005,original sound - funny.love15,Rosa Della Porta,6.779310983971587e+18,Rosa Della Porta,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095828498677385989.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3717f0944e4ce7991f45759d67c0d5ea.json,False,False,,,,,[],0,0,Kuwait,#neiperte #funnylove #funny #2022tiktok,0,0,1,0,0,0,0,0,0,0
3,QA,7096642748949810433,1652315904,#pitty #tiktok #bangladesh🇧🇩,6585563122949242886,mainuddin 727,জীবনের বাতি জলে ধিকি ধিকি 😭😭😭😭😭😭😭,0,False,https://m.tiktok.com/v/7096642748949810433.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096642748949810433&source=h5_m,9789745,1429,3440,829,356655,6782370962479401733,6782370962479401733,72,6782370962479401733,original sound - daure_18,💕mother💕,6.608047694751744e+18,💕mother💕,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6873069976740268802.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fcd664498f2ac21d93d1ad74d2412412.json,False,False,,,,,[],0,0,Kuwait,#pitty #tiktok #bangladesh🇧🇩,0,0,0,0,0,0,1,0,0,0
4,AE,7077112858391186690,1647768743, ,6654502965040300038,ايدا إندونيسيا 🇮🇩,"im from indonesia🇮🇩
i love all cauntry 😘😘",0,False,https://m.tiktok.com/v/7077112858391186690.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077112858391186690&source=h5_m,13067816,8403,33423,976,156279,6935888160811387653,6935888160811387653,72,6935888160811387653,original sound - yunnialtuve,Yunni Altuve,6.611331741159686e+18,Yunni Altuve,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6935888172131830534.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/542e33d6678ad3bb54224d978e2880ad.json,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
5,SA,7098285059907521794,1652698280,الله يالوناسه  #fyp #اكسبلور #fypシ,6791868796833793029,الملكة,احب الضحك والوناسة في الدنيا ذي,0,False,https://m.tiktok.com/v/7098285059907521794.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098285059907521794&source=h5_m,3035614,5673,34418,55006,230285,7073109627914734342,7073109627914734342,72,7073109627914734342,original sound - aboelsidproduction (Contains music from: Play - Blazy),"Contains music from: ""Play""",7.067948637422913e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073109636060121861.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1031314a1847df10f8c90d8b30fe633d.json,False,False,Blazy,Play,original sound - aboelsidproduction (Contains music from: Play - Blazy),"Contains music from: ""Play""",[],0,0,Kuwait,#fyp #اكسبلور #fypシ,0,0,0,1,1,0,0,0,1,0
6,SA,7101316878282362113,1653404181,#foryou #قطوتي #ضيمممممممممممممم💔💔💔💔💔💔💔 😂😂😂😂😂 انهرت,6867133372235564034,غاده بنت محمد .,"مرحباً او مُر بحباً. ✨💜 
 ماشاءالله  . 
My snap⬇️",0,False,https://m.tiktok.com/v/7101316878282362113.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101316878282362113&source=h5_m,9065224,7750,51167,78788,599286,7101316881012886274,7101316881012886274,72,7101316881012886274,original sound - ghadaala20,غاده بنت محمد .,6.867133372235564e+18,غاده بنت محمد .,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101316870308891394.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/01a24a87f0ecc2a8fbff22d7f760875b.json,False,False,,,,,[],0,0,Kuwait,#foryou #قطوتي #ضيمممممممممممممم💔💔💔💔💔💔💔,1,0,0,0,0,0,0,0,0,0
