,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,loc,test,hash_duet,hash_ethiopia,hash_ethiopian_tik_tok,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_habesha,hash_habeshatiktok,hash_viral
7,ET,7101692932100607237,1653491739,#nebasheger #ethiopian_tik_tok🇪🇹🇪🇹🇪🇹🇪🇹ሀገሬ #ethiopian #ኢትዮጵያ🇪🇹 #ኢትዮጵያ_ለዘለዓለም_ትኑር🇪🇹🇪🇹🇪🇹 #ኦርቶዶክስ #habeshamuslim🇪🇹💘🇪🇹 #ethiopiamuslim😍 #ortodoxmezemur #ortodoxtewahdo #ethiopiaortodoxtewahdo💚💛❤⛪⛪⛪⛪🙏🙏🙏 #habesha🇪🇹 #ethiopian_tik_tok🇪🇹🇪🇹🇪🇹🇪🇹 #ኦርቶዶክስ_ተዋህዶ_ፀንታ_ለዘለዓለም_ትኑር #ኦርቶዶክስተዋህዶ #yonimagna_1 #habeshagirl #habeshacomedy,6874177581617349633,Neba,I Give Everyone Respect Before I Disrespected  Them Remember That,0,False,https://www.tiktok.com/@nebasheger/video/7101692932100607237?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101692932100607237&source=h5_m,533942,513,1625,184,7071,7101692918004058885,7101692918004058885,72,7101692918004058885,original sound - nebasheger,Neba,6.87417758161735e+18,Neba,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101692909611354885.mp3,,False,False,[],0,0,,,,,Ethiopia,#nebasheger #ethiopian_tik_tok🇪🇹🇪🇹🇪🇹🇪🇹ሀገሬ #ethiopian #ኢትዮጵያ🇪🇹 #ኢትዮጵያ_ለዘለዓለም_ትኑር🇪🇹🇪🇹🇪🇹 #ኦርቶዶክስ #habeshamuslim🇪🇹💘🇪🇹 #ethiopiamuslim😍 #ortodoxmezemur #ortodoxtewahdo #ethiopiaortodoxtewahdo💚💛❤⛪⛪⛪⛪🙏🙏🙏 #habesha🇪🇹 #ethiopian_tik_tok🇪🇹🇪🇹🇪🇹🇪🇹 #ኦርቶዶክስ_ተዋህዶ_ፀንታ_ለዘለዓለም_ትኑር #ኦርቶዶክስተዋህዶ #yonimagna_1 #habeshagirl #habeshacomedy,0,0,2,0,0,0,0,1,0,0
0,ET,7095774821589552389,1652113821,#Christiantiktok#foryoupage#Love#ethi #habeshatiktok#followme#happy#ethiopianprotestant#christianmezmur#protestant#ethiopian_tik_tokq,6914316442197033989,Segen Yifter,Challenge makes you more responsible 😉,0,False,https://m.tiktok.com/v/7095774821589552389.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095774821589552389&source=h5_m,142777,130,57,20,8879,7095774802274831109,7095774802274831109,72,7095774802274831109,original sound - bellisima_segenyifter,Segen Yifter,6.914316442197034e+18,Segen Yifter,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095774807107881734.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/db6b3e33e642b7767caeb4f9996f985d.json,False,False,[],0,0,,,,,Ethiopia,#Christiantiktok#foryoupage#Love#ethi #habeshatiktok#followme#happy#ethiopianprotestant#christianmezmur#protestant#ethiopian_tik_tokq,0,0,0,0,1,0,0,0,1,0
1,ET,7101903644508966149,1653540806,#girls #viraltiktok #4u #ethiopian_tik_tok @tekitaka_6 #hawassauniversty,6867944440166794246,Berry Mulugeta,"🇪🇹🇪🇹🇪🇹 PROUD TO BE ETHIOPIAN🇪🇹🇪🇹🇪🇹
Dancer 💃",0,False,https://m.tiktok.com/v/7101903644508966149.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101903644508966149&source=h5_m,83911,1,6,146,5488,7088024545903004421,7088024545903004421,72,7088024545903004421,original sound - angelakhouryy_,ANGIE,6.758957482276062e+18,ANGIE,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088024545910704901.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/54529447044ca516e76ad8c510368323.json,False,False,[],0,0,,,,,Ethiopia,#girls #viraltiktok #4u #ethiopian_tik_tok #hawassauniversty,0,0,1,0,0,0,0,0,0,0
2,ET,7091164205109267717,1651040331,@winta474,6993781231620097029,daytime photographs,,0,False,https://m.tiktok.com/v/7091164205109267717.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091164205109267717&source=h5_m,510498,125,167,102,4504,7091164163313076997,7091164163313076997,72,7091164163313076997,original sound - daytime_ph,daytime photographs,6.993781231620097e+18,daytime photographs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091162206628268806.mp3,,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
3,AE,7097942735658814721,1652618577,#በጌታ ደስ ይበላችሁ🙏🙏🙏🙏🙏,6762095477225538566,user4700431804681,I am blessed,0,False,https://m.tiktok.com/v/7097942735658814721.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097942735658814721&source=h5_m,461523,1164,200,1237,11202,7097942746178079490,7097942746178079490,72,7097942746178079490,original sound - solomon56,user4700431804681,6.762095477225539e+18,user4700431804681,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097942710136654593.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9293aae11915acfea5b7b2f566a497e4.json,False,False,[],0,0,,,,,Ethiopia,#በጌታ,0,0,0,0,0,0,0,0,0,0
4,ET,7080179584242666757,1648482771,I don't understand her last move 😅 @mekita_ta_ta   #fyp #viral #nebilnur,93468116139077632,Nebil Nur,"🖤| ʟᴏᴠᴇ = s ᴘ ʀ ᴇ ᴀ ᴅ   ɪᴛ
ከዚኛው ውጪ ሌላ አካውንት የለኝም!
ʏⓄᴜᴛᴜʙᴇ 👇👇",0,False,https://m.tiktok.com/v/7080179584242666757.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080179584242666757&source=h5_m,935268,468,250,2706,76571,7070604752014428974,7070604752014428974,72,7070604752014428974,One Lege (Contains music from: One Leg - Jay Hover),"Contains music from: ""One Leg""",6.791090497566918e+18,Jay Hover,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7070604774584781614.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c26edb710fd800b34a4f3f7dafbef7d9.json,False,False,[],0,0,Jay Hover,One Leg,One Lege (Contains music from: One Leg - Jay Hover),"Contains music from: ""One Leg""",Ethiopia,#fyp #viral #nebilnur,0,0,0,0,0,1,0,0,0,1
5,ET,7099846174428925189,1653061757,Roast @mensur & @Dnati Roast Night 😂 🔥 #danitadesse #የእናንተገፅ,6785849360334259206,Dani Tadesse,"YouTube Subscribe እያረጋችሁ አናዱኝ 🥺
🚨 You Tube Link in the Bio 👆👆",0,False,https://m.tiktok.com/v/7099846174428925189.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099846174428925189&source=h5_m,1093847,388,233,4261,64976,7099846408563362566,7099846408563362566,72,7099846408563362566,original sound - danitadesse,Dani Tadesse,6.785849360334259e+18,Dani Tadesse,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099846409821752069.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4d2878ffbed7f306af7d36793dd40006.json,False,False,[],0,0,,,,,Ethiopia,#danitadesse #የእናንተገፅ,0,0,0,0,0,0,0,0,0,0
6,ET,7096557611331423493,1652296078, ,6902431383030154246,Mesfen Gebrehiwot,,0,False,https://m.tiktok.com/v/7096557611331423493.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096557611331423493&source=h5_m,1012787,508,675,5480,28070,7096557590640970501,7096557590640970501,72,7096557590640970501,original sound - mesfengebrehiwot,Mesfen Gebrehiwot,6.902431383030154e+18,Mesfen Gebrehiwot,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096557594026445573.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/72e50e06d3ea2ccf694e197cefa9ff89.json,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
7,ET,7100912286696590598,1653309981,#iamekram #ehsamzain,6803658275503260677,🦋𝔼𝕜𝕣𝕒𝕞 𝕤𝕙𝕚𝕞𝕖𝕝𝕤🦋,"🧕
🦋
♥️

Instagram @iamekram1",0,False,https://m.tiktok.com/v/7100912286696590598.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100912286696590598&source=h5_m,451283,867,149,3103,23677,7100912260197026565,7100912260197026565,72,7100912260197026565,original sound - iamekram,🦋𝔼𝕜𝕣𝕒𝕞 𝕤𝕙𝕚𝕞𝕖𝕝𝕤🦋,6.803658275503261e+18,🦋𝔼𝕜𝕣𝕒𝕞 𝕤𝕙𝕚𝕞𝕖𝕝𝕤🦋,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100912265042053893.mp3,,False,False,[],0,0,,,,,Ethiopia,#iamekram #ehsamzain,0,0,0,0,0,0,0,0,0,0
0,ET,7086859015292062982,1650037947,ሰውን መጥፎ አታድርጉ😂 #fyp #foryoupage #foryou #habeshatiktok #ethiopian_tik_tok #ethiopia #xyzbca,6579949509030985734,mekdiyee,"እስቲ ፈገግ በሉልኝ ❤️

ፕሊዝ ዶንት ቢ ኢሞሽናል ሂር",0,False,https://www.tiktok.com/@mekdiyeee/video/7086859015292062982?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086859015292062982&source=h5_m,642816,621,531,58,51293,7075824292365355782,7075824292365355782,72,7075824292365355782,original sound - mafye19,ግፍ ሞልቶ ፈሰሰ ጎርፉን ግን ፈራሁላችሁ‼,6.820015060200228e+18,ግፍ ሞልቶ ፈሰሰ ጎርፉን ግን ፈራሁላችሁ‼,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075824300619533062.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/33786ece084082793e9de064b2cdfdc5.json,False,False,[],0,0,,,,,Ethiopia,#fyp #foryoupage #foryou #habeshatiktok #ethiopian_tik_tok #ethiopia #xyzbca,0,1,1,1,1,1,0,0,1,0
1,ET,7098650684765080837,1652783411, ,6858244795233698822,Adisu Love ♡♡,,0,False,https://www.tiktok.com/@adisulove14/video/7098650684765080837?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098650684765080837&source=h5_m,443550,255,182,4895,27863,7098650627399617286,7098650627399617286,72,7098650627399617286,original sound - adisulove14 (Contains music from: Saglii - Lencho Gemechu),"Contains music from: ""Saglii""",6.858244795233699e+18,Adisu Love ♡♡,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098650654129916677.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0096a4117a0d27923a61a56583468a0e.json,False,False,[],0,0,Lencho Gemechu,Saglii,original sound - adisulove14 (Contains music from: Saglii - Lencho Gemechu),"Contains music from: ""Saglii""",Ethiopia,,0,0,0,0,0,0,0,0,0,0
2,LK,7081143136847662363,1648707115, ,6769803423241110533,Sanu :/,"IG - sanuliya_official_
📍🇱🇰",0,False,https://www.tiktok.com/@sanuliya/video/7081143136847662363?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081143136847662363&source=h5_m,5081381,1370,3830,15269,404060,7081143132934720283,7081143132934720283,72,7081143132934720283,original sound - sanuliya (Contains music from: Hips Don't Lie (feat. Wyclef Jean) - Shakira),"Contains music from: ""Hips Don't Lie (feat. Wyclef Jean)""",6.769803423241111e+18,Sanu :/,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7081143135480400666.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4a68fc2e99e6f06de1e86c12850d0ffe.json,False,False,[],0,0,Shakira,Hips Don't Lie (feat. Wyclef Jean),original sound - sanuliya (Contains music from: Hips Don't Lie (feat. Wyclef Jean) - Shakira),"Contains music from: ""Hips Don't Lie (feat. Wyclef Jean)""",Ethiopia,,0,0,0,0,0,0,0,0,0,0
3,FI,7088062167148154117,1650318078,Woge😫😂,6816641213090661381,Tomas,TORPA,0,False,https://www.tiktok.com/@torpamatos/video/7088062167148154117?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088062167148154117&source=h5_m,687390,291,187,1755,46737,7088062156612471558,7088062156612471558,72,7088062156612471558,original sound - torpamatos,Tomas,6.816641213090661e+18,Tomas,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088062150958549765.mp3,,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
4,AU,7103064151982968066,1653811000,ሁሉም አብታም እንደኔ ቢሆኑ መልካም ነው እላለሁ💸💸💸,6838196580555080709,እንቅጭ እንቅጩን,ፎሎ አያስከፍልም Feri,0,False,https://www.tiktok.com/@hermoncameron/video/7103064151982968066?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103064151982968066&source=h5_m,516473,1125,356,210,18858,7103064175328512770,7103064175328512770,72,7103064175328512770,original sound - hermoncameron,እንቅጭ እንቅጩን,6.838196580555081e+18,እንቅጭ እንቅጩን,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103064167116065538.mp3,,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
5,US,7089645365275790634,1650686695, ,97614653324771328,Selena Gomez,REVELACIÓN is out now: http://smarturl.it/REVELACIONSG,0,False,https://www.tiktok.com/@selenagomez/video/7089645365275790634?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089645365275790634&source=h5_m,18014287,12097,11750,25731,1806235,7086608848068430638,7086608848068430638,72,7086608848068430638,original sound - blairwalnuts (Contains music from: Janam tere - Majrooh Malik),"Contains music from: ""Janam tere""",6.610525221147509e+18,Blair walnuts,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7086603266079083310.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/f9bf3d7dec0638e9e5d2a98002a16cc7.json,False,False,[],0,0,Majrooh Malik,Janam tere,original sound - blairwalnuts (Contains music from: Janam tere - Majrooh Malik),"Contains music from: ""Janam tere""",Ethiopia,,0,0,0,0,0,0,0,0,0,0
6,ET,7078654968818978054,1648127794,netsanet #christian #habesha #drama #fyp #christiantiktok #viral @aschereshen,6749512837335925766,kalebsamson😂,"lets goooooooo 50k 🔥
tg @kaleb_king",0,False,https://www.tiktok.com/@kaleb_samson_king/video/7078654968818978054?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078654968818978054&source=h5_m,269272,269,264,3474,7456,7078654912392989446,7078654912392989446,72,7078654912392989446,original sound - kaleb_samson_king,kalebsamson😂,6.749512837335926e+18,kalebsamson😂,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078654949789354758.mp3,,False,False,[],0,0,,,,,Ethiopia,#christian #habesha #drama #fyp #christiantiktok #viral,0,0,0,0,0,1,0,1,0,1
7,AE,7077554154310339842,1647871490, ,7023072279296017414,@Dagisha,it's dagisha.....its my new account (click the link below👇👇👇👇,0,False,https://www.tiktok.com/@dagiesha/video/7077554154310339842?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077554154310339842&source=h5_m,607672,332,255,3546,46233,7070180671922162437,7070180671922162437,72,7070180671922162437,"I faram Gami (Contains music from: I Faram Gami, I Faram - Jemberu Demeke)","Contains music from: ""I Faram Gami, I Faram""",6.789114034387338e+18,Jemberu Demeke ጀምበሩ ደመቀ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070180678171724550.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9d51da610967501d21d8a7a34033e61c.json,False,False,[],0,0,Jemberu Demeke,"I Faram Gami, I Faram","I faram Gami (Contains music from: I Faram Gami, I Faram - Jemberu Demeke)","Contains music from: ""I Faram Gami, I Faram""",Ethiopia,,0,0,0,0,0,0,0,0,0,0
0,ET,7096356880548629766,1652249346,#addisababa #ethiopian #tiktokhabesha #legeta,6804775537946444806,Ashu,በሁሉም ቦታ የሚደርስ እጅ #የእግዚአብሔር ብቻ ነው🙏,0,False,https://www.tiktok.com/@ashyjudah/video/7096356880548629766?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096356880548629766&source=h5_m,280107,1064,431,50,28141,7079282436441557806,7079282436441557806,72,7079282436441557806,original sound - adilla440 (Contains music from: Egzihaber Ale - Workneh Alaro),"Contains music from: ""Egzihaber Ale""",6.827883907486451e+18,🅐🅓🅘🅛🅛🅐,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7079282477025561390.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a33e2ae13a03d54ce61ed541d33a4367.json,False,False,[],0,0,Workneh Alaro,Egzihaber Ale,original sound - adilla440 (Contains music from: Egzihaber Ale - Workneh Alaro),"Contains music from: ""Egzihaber Ale""",Ethiopia,#addisababa #ethiopian #tiktokhabesha #legeta,0,0,0,0,0,0,0,0,0,0
1,ET,7082790752597593350,1649090731,#tomioka,6873501823925093381,ጋሌሎ,siuuuuuuuuuu,0,False,https://www.tiktok.com/@anwarshekur1/video/7082790752597593350?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082790752597593350&source=h5_m,410962,221,1439,9237,20617,7082790754657078021,7082790754657078021,72,7082790754657078021,original sound - anwarshekur1,ጋሌሎ,6.873501823925093e+18,ጋሌሎ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082790755537849093.mp3,,False,False,[],0,0,,,,,Ethiopia,#tomioka,0,0,0,0,0,0,0,0,0,0
2,ET,7072248826844744966,1646636251,#trending #foryourpage #viralvideos #semerebariaw #ሠመረባርያ #ሰመረባሪያው #ምንትላለች #semere,6817835965438002182,Semere Bariaw,"Born in Addis and raised in Ethiopia
Aware + Educated + Free Spirited
MUSIC FAN",0,False,https://www.tiktok.com/@semerebariaw/video/7072248826844744966?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072248826844744966&source=h5_m,980841,1,828,281,25788,7072248778006252293,7072248778006252293,72,7072248778006252293,original sound - semerebariaw,Semere Bariaw,6.817835965438002e+18,Semere Bariaw,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072248748054825734.mp3,,False,False,[],0,0,,,,,Ethiopia,#trending #foryourpage #viralvideos #semerebariaw #ሠመረባርያ #ሰመረባሪያው #ምንትላለች #semere,0,0,0,0,0,0,0,0,0,0
3,ET,7076429802860842246,1647609707,TikTokethiopia 🇪🇹 highly requested 😁 #yeti #habeshatiktok #ethiopian_tik_tok #ethiopia #habesha,6677442875460551685,Yetnayet Taye,"ኩሩ ኢትዮጵያዊ ት💚💛❤️
United we stand divided we fall
Awaqi’s theme song",0,False,https://www.tiktok.com/@y_e_t_i_/video/7076429802860842246?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076429802860842246&source=h5_m,868009,718,506,217,62939,7069482257274489606,7069482257274489606,72,7069482257274489606,original sound - ethiomelk,ቅመሟ,7.043209237664646e+18,ቅመሟ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7069482256984705797.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e61fcd420459b671017724f96c25d251.json,False,False,[],0,0,,,,,Ethiopia,#yeti #habeshatiktok #ethiopian_tik_tok #ethiopia #habesha,0,1,1,0,0,0,0,1,1,0
4,ET,7090467386670845189,1650878092,#stitch with @africa24official,6803943843429827589,Deva Deva,@davesax1   (telegram),0,False,https://www.tiktok.com/@dawit_yetim/video/7090467386670845189?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090467386670845189&source=h5_m,593332,816,263,872,45403,7090467355968441094,7090467355968441094,72,7090467355968441094,original sound - dawit_yetim,Deva Deva,6.803943843429828e+18,Deva Deva,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090467341095439110.mp3,,False,False,[],0,0,,,,,Ethiopia,#stitch,0,0,0,0,0,0,0,0,0,0
5,ET,7102300889259527429,1653633294,ፍረዱን#ኢትዮጵያ_ለዘለዓለም_ትኑር🇪🇹🇪🇹🇪🇹 #ኢትዮጵያንቲክቶክ #ኢትዮጵያ,6909794208937690117,Ja Ja,"Jaጃ Entertainment
🔴CEO of ''ያዙኝ ልቀቁኝ!''
🔴Promotion
  (ማስታወቂያ እንሰራለን!)",0,False,https://www.tiktok.com/@jaja9011jaja/video/7102300889259527429?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102300889259527429&source=h5_m,475131,378,56,794,24046,7102300845836471045,7102300845836471045,72,7102300845836471045,original sound - jaja9011jaja,Ja Ja,6.90979420893769e+18,Ja Ja,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102300862466231046.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f68f702650319de67d755eedd162718f.json,False,False,[],0,0,,,,,Ethiopia,#ኢትዮጵያ_ለዘለዓለም_ትኑር🇪🇹🇪🇹🇪🇹 #ኢትዮጵያንቲክቶክ #ኢትዮጵያ,0,0,0,0,0,0,0,0,0,0
