,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_bulgaria,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_viral,hash_българия,hash_ергенът
5,BG,7079510825882406150,1648327063, ,6900189661953410054,Самуил Мушевски,,0,False,https://m.tiktok.com/v/7079510825882406150.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079510825882406150&source=h5_m,261835,70,1232,1065,9938,6984520153329321985,6984520153329321985,10033,6984520153329321985,Gta San Andreas Theme,Soundscape,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/3fc9dc14efe64df89b2c36a3e01217d4?x-expires=1653918667&x-signature=n7QKwoE65EHMs9%2Bb7ph6keotKnc%3D,False,True,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
6,BG,7096437590433221893,1652268134,❤️,76155965443633152,Гюрай Гюнаев,"Instagram-gyuraiii
🇹🇷🇧🇬",0,False,https://m.tiktok.com/v/7096437590433221893.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096437590433221893&source=h5_m,173872,58,83,213,11184,7095905951932271365,7095905951932271365,72,7095905951932271365,original sound - thestarr____ (Contains music from: Plan B - Torino & Pashata),"Contains music from: ""Plan B""",6.644590680058528e+18,Yildiz Yilmaz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095905939089361669.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b3beebb1c9e7c1fa55d115cfc4b2b06c.json,False,False,Torino & Pashata,Plan B,original sound - thestarr____ (Contains music from: Plan B - Torino & Pashata),"Contains music from: ""Plan B""",[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
7,BG,7085023296508431621,1649610535,#foryou #funny,6868550892808012806,Im Shano,Follow,0,False,https://m.tiktok.com/v/7085023296508431621.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085023296508431621&source=h5_m,818229,600,5237,4,41654,7085023282642701061,7085023282642701061,72,7085023282642701061,original sound - galabinboevskibrat,Im Shano,6.868550892808013e+18,Im Shano,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085023284257245958.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cde62d85f99f46b8af79e3d817515146.json,False,False,,,,,[],0,0,Bulgaria,#foryou #funny,0,1,0,1,0,0,0,0,0,0
0,BG,7096118243399601414,1652193780,Haha,6991459705441321990,presllavas,"Follow my instaa ^^^^^^^
second account @presllavass",0,False,https://www.tiktok.com/@presllavas/video/7096118243399601414?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096118243399601414&source=h5_m,214555,224,541,0,25423,7092411132178205445,7092411132178205445,72,7092411132178205445,original sound - hapchetozaglava,hapchezaglava,6.77696978408281e+18,hapchezaglava,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092411145549630214.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/df4c31d20cd35707baaae91c07bba6d6.json,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
1,BG,7100821078825635078,1653288748,@raduli_  #fyp #foryoupage #fypシ #viral,6656080942668546053,Ralitsa,,0,False,https://www.tiktok.com/@rali_savova/video/7100821078825635078?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100821078825635078&source=h5_m,77246,259,122,219,7991,7073036425435843354,7073036425435843354,24,7073036425435843354,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,Leiner,Fury,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",[],0,0,Bulgaria,#fyp #foryoupage #fypシ #viral,0,0,1,0,0,1,1,1,0,0
2,US,7099599927583755566,1653004422,Can’t believe this filter exists,6750367151393555461,Maddie Dean,"🌴LA🌴
For business inquiries: maddie@collectivemedia.com",0,False,https://www.tiktok.com/@maddie_dean/video/7099599927583755566?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099599927583755566&source=h5_m,10310276,5090,9633,4912,1541204,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
3,DZ,7094679674462194949,1651858837,Airplane mini,265344486497517568,Riyadh Bougueroua,"Tout type de vidéos, funny, utile, sport, astuces, technologie et smartphone",0,False,https://www.tiktok.com/@un_peu_detout/video/7094679674462194949?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094679674462194949&source=h5_m,38376149,2242,304056,847393,1115346,6831879093869398017,6831879093869398017,10033,6831879093869398017,Konvoy,Orheyn,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/005c3d76fd054c5ab6a2130632799ef2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d12bcaf3a3074f9ea8e687ac6a201934,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1515574615', 'external_song_key': 'apple_song_id'}]",0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
4,US,7097053997697076522,1652411651,PSA       #travel #psa #helpingothers #airplane #airportsafety #reels,6971919901385638918,user5816783430491,"Creating fun stuff.
FB/IG @lucydiamondshow",0,False,https://www.tiktok.com/@lucydiamondshow/video/7097053997697076522?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097053997697076522&source=h5_m,16131767,539,702,3874,165436,7097053950712613675,7097053950712613675,72,7097053950712613675,original sound - lucydiamondshow,user5816783430491,6.971919901385639e+18,user5816783430491,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7097053995776117546.mp3,,False,False,,,,,[],0,0,Bulgaria,#travel #psa #helpingothers #airplane #airportsafety #reels,0,0,0,0,0,0,0,0,0,0
5,BG,7092004178599480581,1651235906,"#foryou #ecapcuteditss #fyp Много жалко,че си тръгна😭",7016652616662909958,ecapcuteditss,Edits bg,0,False,https://www.tiktok.com/@ecapcuteditss/video/7092004178599480581?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092004178599480581&source=h5_m,102925,83,65,248,13593,7092004166343609093,7092004166343609093,72,7092004166343609093,original sound - ecapcuteditss,ecapcuteditss,7.01665261666291e+18,ecapcuteditss,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092004162342374149.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b8eadfea0e851c5f7c240e17898f5ee9.json,False,False,,,,,[],0,0,Bulgaria,#foryou #ecapcuteditss #fyp,0,1,0,0,0,1,0,0,0,0
6,BG,7083877619858476294,1649343787,#stitch with @niko_100_ 😂😂 #foryoupage #foryou #varna #софия #bulgaria #бг #пловдив #добрич,6912127900469150725,Gabriel Conforto,Follow me in YouTube 👇🏾,0,False,https://www.tiktok.com/@gabrielconforto23/video/7083877619858476294?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083877619858476294&source=h5_m,231828,118,248,321,10641,7083877625285937926,7083877625285937926,72,7083877625285937926,original sound - gabrielconforto23,Gabriel Conforto,6.912127900469151e+18,Gabriel Conforto,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083877652032981765.mp3,,False,False,,,,,[],0,0,Bulgaria,#stitch #foryoupage #foryou #varna #софия #bulgaria #бг #пловдив #добрич,1,1,1,0,0,0,0,0,0,0
7,BG,7092656238479019269,1651387722, ,114775596575977472,Kalya-Demetra 🪷,“tva ne e li tuz ot tiktok”,0,False,https://www.tiktok.com/@portokalsii/video/7092656238479019269?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092656238479019269&source=h5_m,102275,60,8,44,11893,7087518122873277189,7087518122873277189,72,7087518122873277189,Geri slayyy,Bgg,7.085792367525152e+18,Bgg,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087518099255364358.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/327d03cd7659241955c447aeb208e929.json,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
0,BG,7083111503154498821,1649165412,Случва ли ви се често? #fypシ #foryou #drevelina #факт #факти #доктор #медсестра #doctor #nurse,6747741823840240646,Dr.Evelina,🇧🇬Съвети за вашето здраве🇹🇩,0,False,https://m.tiktok.com/v/7083111503154498821.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083111503154498821&source=h5_m,619257,305,1032,603,29194,7036527535228193542,7036527535228193542,72,7036527535228193542,Jersey anniversary (Contains music from: Jersey Anniversary - KiaBHN),"Contains music from: ""Jersey Anniversary""",6.738838031895971e+18,Malcolm B,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7036527470014663430.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e93c8caf30315d8a0967ac18e7408083.json,False,False,KiaBHN,Jersey Anniversary,Jersey anniversary (Contains music from: Jersey Anniversary - KiaBHN),"Contains music from: ""Jersey Anniversary""",[],0,0,Bulgaria,#fypシ #foryou #drevelina #факт #факти #доктор #медсестра #doctor #nurse,0,1,0,0,0,0,1,0,0,0
1,BG,7101046096163523846,1653341135, ,157297016472096768,Hristiqn Vranchev,,0,False,https://m.tiktok.com/v/7101046096163523846.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101046096163523846&source=h5_m,108029,234,406,333,14998,7095097227550477062,7095097227550477062,72,7095097227550477062,original sound - a.dimitroff,Åñtöñìö,6.606692910309491e+18,Åñtöñìö,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095097254138415877.mp3,,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
2,IT,7094281230782352646,1651766067, ,6816995522239693830,🔆,🇮🇹🍕,0,False,https://m.tiktok.com/v/7094281230782352646.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094281230782352646&source=h5_m,46302550,19499,39683,10279,943120,7094281226827156229,7094281226827156229,72,7094281226827156229,original sound - licclisa,🔆,6.816995522239694e+18,🔆,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094281212528823045.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b1489670fbca04ffa09c621edf7f73e0.json,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
3,BG,7071259583683038470,1646405921, ,7013021824826147846,🌪,,0,False,https://m.tiktok.com/v/7071259583683038470.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071259583683038470&source=h5_m,132313,86,254,0,12953,7070853716324829957,7070853716324829957,72,7070853716324829957,original sound - chrlomssss,𝑫𝒖𝒏𝒌𝒊𝒏 ✈︎,6.981063681225147e+18,𝑫𝒖𝒏𝒌𝒊𝒏 ✈︎,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070853707641932550.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f31223568a406436b1081be6ffb78811.json,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
4,BG,7071357933463850246,1646428820, ,6894674956534760454,Velislava,,0,False,https://m.tiktok.com/v/7071357933463850246.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071357933463850246&source=h5_m,668309,328,2264,2327,37553,7071357928027982597,7071357928027982597,72,7071357928027982597,original sound - vili.vd,Velislava,6.89467495653476e+18,Velislava,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071357921795328773.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/98042bac87aba5346c95f3988d9bb4ec.json,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
5,BG,7099434780416101637,1652965972, ,64952312049205248,⚜️Nikita⚜️,"Kara kiz👸🏾 
Fb: Николина Ц Ачева",0,False,https://m.tiktok.com/v/7099434780416101637.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099434780416101637&source=h5_m,933664,13,520,347,27147,6951088948009585413,6951088948009585413,72,6951088948009585413,original sound - iliq.gechev98,🏆🥇VIP - Gechev🥇🏆,6.634450668910477e+18,🏆🥇VIP - Gechev🥇🏆,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6951088981450803974.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/41cd011a556665ee4a22055f6d862520.json,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
6,BG,7079162304633359621,1648245917,@Kaloyan Vasilev @Katerina K. Dobreva,6734932366496203781,Станислав Марков,Instagram: s.markoff,0,False,https://m.tiktok.com/v/7079162304633359621.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079162304633359621&source=h5_m,88354,19,55,117,4859,7071901976451091242,7071901976451091242,72,7071901976451091242,original sound - themouseceo (Contains music from: The Legend of Zeld - Legacy Hits),"Contains music from: ""The Legend of Zeld""",6.862581855473337e+18,themouseceo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7071902003659770670.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a3ba4c26ad50967b343d2c6b3fbddfc2.json,False,False,Legacy Hits,The Legend of Zeld,original sound - themouseceo (Contains music from: The Legend of Zeld - Legacy Hits),"Contains music from: ""The Legend of Zeld""",[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
7,PT,7095408747337600262,1652028587,Snack time 😋 #cheese #chips #snack #foryou,6794533734479578117,Tommy,"Life hacks 
Collaboration: tomi_gw83@yahoo.com
Promo code: TOMMY 👇",0,False,https://m.tiktok.com/v/7095408747337600262.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095408747337600262&source=h5_m,8466296,248,1631,3258,163399,6808457731310094337,6808457731310094337,10033,6808457731310094337,Wildest Dreams,Duomo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/bc39672a1e7a4600ab594b21c4ebef06,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/06e3912968f3407685d38cb8b266814e,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1504307728', 'external_song_key': 'apple_song_id'}]",0,0,Bulgaria,#cheese #chips #snack #foryou,0,1,0,0,0,0,0,0,0,0
0,BG,7081681672067943686,1648832502,#fyp #foryou #foryoupage #bulgaria #павелгоранов #pavelgoranov,6782277001502000129,Gabriel,🎭,0,False,https://www.tiktok.com/@gabriel.georgievv/video/7081681672067943686?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081681672067943686&source=h5_m,327712,359,800,767,33677,6975721965327846150,6975721965327846150,72,6975721965327846150,23 miley cyrus (Contains music from: 23 - Mike WiLL Made-It),"Contains music from: ""23""",6.798203378129405e+18,edits,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6975722090678782726.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9bae70ef6b51f8c0bb73c9d60e081dcb.json,False,False,Mike WiLL Made-It,23,23 miley cyrus (Contains music from: 23 - Mike WiLL Made-It),"Contains music from: ""23""",[],0,0,Bulgaria,#fyp #foryou #foryoupage #bulgaria #павелгоранов #pavelgoranov,1,1,1,0,0,1,0,0,0,0
1,BG,7075451773770550533,1647381992,#foryou #4you #mylove #myboys @jordanakiss 💙,6609223813174788102,Галя Маркова,,0,False,https://www.tiktok.com/@galq_markova.5/video/7075451773770550533?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075451773770550533&source=h5_m,2710589,2261,1775,2100,258684,6495899853346835213,6495899853346835213,10009,6495899853346835213,Him & I,G-Eazy & Halsey,,,True,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/becab614abec452a8f736f1d9ff07511,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/97679398737a488492c285cb6e161e90,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1545256507', 'external_song_key': 'apple_song_id'}]",0,0,Bulgaria,#foryou #4you #mylove #myboys,0,1,0,0,0,0,0,0,0,0
2,DE,7100566724021406982,1653229523,The process of conceiving a child science centre in Gdańsk #fyp #process #conceiving #science #child #wissenschaft #viral #foryou #funny #❤️❤️❤️,6810391036323169286,user5542877330623,🥰🥰🥰🥰🥰🥰,0,False,https://www.tiktok.com/@myyourbusiness55/video/7100566724021406982?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100566724021406982&source=h5_m,20731224,9436,36912,1684,363941,7100566755117959941,7100566755117959941,72,7100566755117959941,original sound - myyourbusiness55,user5542877330623,6.810391036323169e+18,user5542877330623,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100566766828391174.mp3,,False,False,,,,,[],0,0,Bulgaria,#fyp #process #conceiving #science #child #wissenschaft #viral #foryou #funny #❤️❤️❤️,0,1,0,1,0,1,0,1,0,0
3,GB,7099054149462920454,1652877349,Успех на матурите! #тиктокбългария #България #bulgaria🇧🇬 #tiktokbulgari #tiktokbulgaria,183302569597984768,MILEN KOLEV,"Follow my Instagram ➡️ milen_kolevv
За бизнес📧: milenkolevv@yahoo.com
YouTube⤵️",0,False,https://www.tiktok.com/@milenkolev1/video/7099054149462920454?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099054149462920454&source=h5_m,62018,265,154,87,6937,7099054107671186182,7099054107671186182,72,7099054107671186182,original sound - milenkolev1,MILEN KOLEV,1.8330256959798477e+17,MILEN KOLEV,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099054112368937734.mp3,,False,False,,,,,[],0,0,Bulgaria,#тиктокбългария #България #bulgaria🇧🇬 #tiktokbulgari #tiktokbulgaria,1,0,0,0,0,0,0,0,1,0
4,US,7097327170598620462,1652475256,#ad When you take too long to put on your amazing @Adore Me  set #adoreme  #sponsored ❤️❤️❤️,12680137,Lele Pons,PIKETONA👇🏼👇🏼👇🏼,0,False,https://www.tiktok.com/@lelepons/video/7097327170598620462?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097327170598620462&source=h5_m,8683568,1970,9686,15244,1389621,7076281184623314946,7076281184623314946,10033,7076281184623314946,BIZCOCHITO,ROSALÍA,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a5a8ef0d8a6d476a892c1c2e33cd3296,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0be6fc652fe14d92b07e8c968e7fee3f,False,True,,,,,[],0,0,Bulgaria,#ad #adoreme #sponsored,0,0,0,0,0,0,0,0,0,0
5,US,7103377083224657153,1653883861,😒,6806648197319820294,XO Team,"XO TEAM FAMILY 
INST: @the_xo_team 
✉️ xoteam@xoagency.co
OUR REALITY 👇🏼",0,False,https://www.tiktok.com/@xoteam/video/7103377083224657153?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103377083224657153&source=h5_m,107264,128,7,77,15151,242635592474492928,242635592474492928,71,242635592474492928,Rompe,Reggaeton Latino Band,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/597a05b12e554cf69165e5c75d4eb62e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/baccde39ed984dadbcd48028c416a123,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '286759926', 'external_song_key': 'apple_song_id'}]",0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
6,BG,7076890643381128454,1647717004,Не очаквах такъв край! Когато съм най-непослушната клиентка 😃🤣 @Adrian Ysl,6552534193627206671,Geri Petkova,"🎥 Youtuber: Geri Petkova
📸 Instagram: geri__petkova
НОВОТО ВИДЕО В YOUTUBE ↘️",0,False,https://www.tiktok.com/@badgalgr/video/7076890643381128454?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076890643381128454&source=h5_m,833041,151,104,211,44261,7064278722249067270,7064278722249067270,72,7064278722249067270,original sound - shamarabarberstil,🇧🇬Шамара🇧🇬 Барбер Стил🇧?,6.635612226802401e+18,🇧🇬Шамара🇧🇬 Барбер Стил🇧?,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7064278697670806278.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0f9c3cc28f6f59dafccf451d6bd3b6db.json,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
7,RU,7076583223672753409,1647645429,Перепутала😳🤣 #prank#react#humor,6748424368017753093,ILYA BORZOV,"PR👉ilyaborzov10@gmail.com
⬇️Full video on Facebook⬇️",0,False,https://www.tiktok.com/@ilya_borzov/video/7076583223672753409?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076583223672753409&source=h5_m,42474964,1470,1632,6162,567856,7076583201829096193,7076583201829096193,24,7076583201829096193,original sound - ilya_borzov,ILYA BORZOV,6.748424368017753e+18,ILYA BORZOV,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7076583150792575745.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3b176873cf87821464be57b8fc4d74aa.json,False,False,,,,,[],0,0,Bulgaria,#prank#react#humor,0,0,0,0,0,0,0,0,0,0
0,GB,7088716288301878533,1650470378,I think he’s happy😍🥺#funny #dog #fyp #foryoupage,6981433692657517574,Animals of TikTok,"Follow for daily content!
Sub to my YouTube so I can create videos
DM 4 promos",0,False,https://m.tiktok.com/v/7088716288301878533.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088716288301878533&source=h5_m,21421395,9216,189303,27054,1021309,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Bulgaria,#funny #dog #fyp #foryoupage,0,0,1,1,0,1,0,0,0,0
1,BG,7084612248026500357,1649514830,@Веселин Антонов @Ivan Chakarov @Pokemonche @Каан Дервиш,6682984813992199173,anissta,"22y
Instagram: @aniissta 🦋",0,False,https://m.tiktok.com/v/7084612248026500357.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084612248026500357&source=h5_m,113376,5,39,0,11676,7063450335980833542,7063450335980833542,72,7063450335980833542,original sound - _v.vladimirovw_,Владимир Костадинов,1.0463760994290074e+17,Владимир Костадинов,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7063450330256067333.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/dddb2a3050d5c466be2d94c153a31c64.json,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
2,ES,7099365514664791302,1652949848,Поддържаме се млади шугармамита #ричбич #ричбичлайфстайл,6983963364667032578,kyosina,"💸 the one and only РИЧ БИЧ 💸
Vanessa Kyosina",0,False,https://m.tiktok.com/v/7099365514664791302.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099365514664791302&source=h5_m,673148,288,1505,1293,44942,7099365481944976134,7099365481944976134,72,7099365481944976134,original sound - kyosina,kyosina,6.983963364667033e+18,kyosina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099365502685907718.mp3,,False,False,,,,,[],0,0,Bulgaria,#ричбич #ричбичлайфстайл,0,0,0,0,0,0,0,0,0,0
3,BG,7092481985960086790,1651347148,#fypシ,7069320253176300550,🐆∙𝓡𝓪𝓭𝓸𝓼𝓵𝓪𝔀𝔀𝓪∙🐆,"New profile!!!
Instagram - @radito_baby_haha_ 💋",0,False,https://m.tiktok.com/v/7092481985960086790.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092481985960086790&source=h5_m,181679,401,386,649,12400,6574885601059965702,6574885601059965702,72,6574885601059965702,original sound - alexaudios.bg,Bulgarian Songs🇧🇬,6.536202554852775e+18,Bulgarian Songs🇧🇬,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1605196679851014.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f5b8bbf20d079115526bda68cc1f34e8.json,False,False,,,,,[],0,0,Bulgaria,#fypシ,0,0,0,0,0,0,1,0,0,0
4,GB,7099676661246889222,1653022293, ,7007006403270624261,foryou2502,🤣🤣🤣,0,False,https://m.tiktok.com/v/7099676661246889222.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099676661246889222&source=h5_m,2708730,1115,558,445,121546,7099676620339874566,7099676620339874566,72,7099676620339874566,original sound - foryou2502,foryou2502,7.007006403270624e+18,foryou2502,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099676620356635397.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b9d37abb830b034ca3f93f59fd1c4dd9.json,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
