,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,loc,test,hash_argentina,hash_comedia,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_greenscreen,hash_humor,hash_parati,hash_viral
7,AR,7077613298845240581,1647885261,todavía no caigo q tuve así d cerca a miley cyrus #argentina #fyp #mileycyrus #miley,6996447299770762245,luli,no tengo 12 tengo 16,0,False,https://m.tiktok.com/v/7077613298845240581.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077613298845240581&source=h5_m,132549,43,43,134,12216,6993763817847130886,6993763817847130886,10036,6993763817847130886,Yo Voy,Zion y Lennox,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1647a5e55a924dd6a38ce8ab89058c49,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d621a92f81644dd5ad3e7de3b69995a5,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '862710010', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Argentina,#argentina #fyp #mileycyrus #miley,1,0,0,0,1,0,0,0,0,0
0,GB,7086478973173042433,1649949462,Do u like Oscar’s SPA?🧼👀 #dog #weimaraner #spa,6804392709844091910,Oskar🐾 Johnny,"🔥НОВЫЙ СЕРИАЛ ОТ ОСКАРА И ДЖОНИ 🔥
👇🏽2 СЕРИЯ УЖЕ НА YOUTUBE👇🏽",0,False,https://www.tiktok.com/@hoootdogs/video/7086478973173042433?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086478973173042433&source=h5_m,29649266,8887,58156,49140,1295007,7086478968916511489,7086478968916511489,72,7086478968916511489,original sound - hoootdogs,Oskar🐾 Johnny,6.804392709844092e+18,Oskar🐾 Johnny,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7086478942030285569.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b5e91404c451e37572b7ea62701261fd.json,False,False,[],0,0,,,,,Argentina,#dog #weimaraner #spa,0,0,0,0,0,0,0,0,0,0
1,AR,7100244789785808134,1653154566,#greenscreen @emiliamernes @tinistoessel,7045515940625597446,tini_mari_emi_45,"🔥Tini 🔥 María 🔥 Emilia 🔥
   las amo✨❤️",0,False,https://www.tiktok.com/@lasnenasdeargentina45/video/7100244789785808134?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100244789785808134&source=h5_m,578374,105,377,10,47284,7004166342035442437,7004166342035442437,72,7004166342035442437,original sound - tinixdelfi,deeelffiii,6.985543854746535e+18,deeelffiii,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7004166460012628742.mp3,,False,False,[],0,0,,,,,Argentina,#greenscreen,0,0,0,0,0,0,1,0,0,0
2,VN,7092393516172578075,1651326548,women☕:))#memes #memestiktok #funnyvideo #fypシ #fyp,7061507710223041562,Trọngツ,UwU,0,False,https://www.tiktok.com/@_d.twzrong07_/video/7092393516172578075?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092393516172578075&source=h5_m,41172481,36957,63699,140762,5146332,7078175400072891163,7078175400072891163,24,7078175400072891163,GORENG2 by Dj Sopan (Contains music from: Goreng Goreng - Dj Bai),"Contains music from: ""Goreng Goreng""",2.3835635650266317e+17,RikoBeban🥀,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7078175399527664410.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/deae1f6070e608353c4440ef4ec86087.json,False,False,[],0,0,Dj Bai,Goreng Goreng,GORENG2 by Dj Sopan (Contains music from: Goreng Goreng - Dj Bai),"Contains music from: ""Goreng Goreng""",Argentina,#memes #memestiktok #funnyvideo #fypシ #fyp,0,0,0,0,1,1,0,0,0,0
3,AR,7102518757452500230,1653684016,"Anoche sobró entraña, hoy se almuerza. #Asmr",6806496963333227526,ramitagram,"Ya termine de entender tik tok, ponele",0,False,https://www.tiktok.com/@ramitagram1/video/7102518757452500230?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102518757452500230&source=h5_m,1439710,604,318,864,194954,6817665487665629186,6817665487665629186,10036,6817665487665629186,Chopin Nocturne No. 2 Piano Mono,moshimo sound design,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7776172bb19a49c89a9506853c72a930,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/048d06b24d194ba2997cd69ee708c1c7,False,True,[],0,0,,,,,Argentina,#Asmr,0,0,0,0,0,0,0,0,0,0
4,AR,7103252492019944710,1653854852,TINI Y MARIA BECERRA JUNTAS EN EL HIPODROMO💖💖💖🌈🌈🌈 @tinistoessel @mariabecerra_22 #tinistoessel #mariabecerra,6691067028352779270,Quiero Música,"El canal nro. 1 de la música en español🎤🎶
Instagram: @Quieromusicatv 😎",0,False,https://www.tiktok.com/@quieromusicatv/video/7103252492019944710?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103252492019944710&source=h5_m,157471,52,48,130,16198,7103252483799370502,7103252483799370502,72,7103252483799370502,original sound - quieromusicatv,Quiero Música,6.691067028352779e+18,Quiero Música,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103252483015117574.mp3,,False,False,[],0,0,,,,,Argentina,#tinistoessel #mariabecerra,0,0,0,0,0,0,0,0,0,0
5,PE,7101067293735570693,1653346071,kun sos mi ídolo #kunagueroclips #kunaguerostream #clipsdetwitch #twitch,6968073075376292870,Instaaa clips,Clips de Twitch,0,False,https://www.tiktok.com/@instaaa_clips/video/7101067293735570693?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101067293735570693&source=h5_m,1696555,1437,2944,4214,197873,7101067264220924678,7101067264220924678,72,7101067264220924678,original sound - instaaa_clips,Instaaa clips,6.968073075376293e+18,Instaaa clips,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101067284823378694.mp3,,False,False,[],0,0,,,,,Argentina,#kunagueroclips #kunaguerostream #clipsdetwitch #twitch,0,0,0,0,0,0,0,0,0,0
6,AR,7080911010680425734,1648653069,Gracias a la vaquita por el espacio y a Lautaro Olmos por su mente xd #parati #humor #gracioso #tiktok #argentina,6943233745659692037,tresxsuerte,"📩Contacto: tresxsuerte@gmail.com
…
👇🏻¡Vean nuestro Corto!👇🏻",0,False,https://www.tiktok.com/@tresxsuerte/video/7080911010680425734?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080911010680425734&source=h5_m,3369040,1142,2088,4426,373064,7080910985863039750,7080910985863039750,72,7080910985863039750,original sound - tresxsuerte,tresxsuerte,6.943233745659692e+18,tresxsuerte,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080910993915710214.mp3,,False,False,[],0,0,,,,,Argentina,#parati #humor #gracioso #tiktok #argentina,1,0,0,0,0,0,0,1,1,0
7,AR,7094419735068052741,1651798316,Responder a @tanjiro452_oniichan panchitoo!,112051179039162368,Mati Murguia,"BIENVENIDOS! ,SOMOS BOXFLIX (marca registrada)! Hacemos envíos en Buenos Aires😁",0,False,https://www.tiktok.com/@boxflix/video/7094419735068052741?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094419735068052741&source=h5_m,2735819,3118,146,572,190117,7094419838801545989,7094419838801545989,72,7094419838801545989,original sound - boxflix,Mati Murguia,1.1205117903916237e+17,Mati Murguia,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094419852814797574.mp3,,False,False,[],0,0,,,,,Argentina,,0,0,0,0,0,0,0,0,0,0
0,US,7085895644195376427,1649813645,Se tomó la canción muy personal #parati  @Frankely MC,6680860150209135621,Miketoks,"🇩🇴
Bang Energy elite ⭐️
Miketoks.contact@gmail.com",0,False,https://www.tiktok.com/@miketoks/video/7085895644195376427?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085895644195376427&source=h5_m,31528293,9736,8003,33969,3179697,7079475982117210885,7079475982117210885,72,7079475982117210885,MI TOXICA FRANKELY MC (Contains music from: Mi Toxica - Frankely MC),"Contains music from: ""Mi Toxica""",6.772548337977378e+18,Frankely MC,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079475982591183622.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/841c35217c30e954fac1a91e40e944db.json,False,False,[],0,0,Frankely MC,Mi Toxica,MI TOXICA FRANKELY MC (Contains music from: Mi Toxica - Frankely MC),"Contains music from: ""Mi Toxica""",Argentina,#parati,0,0,0,0,0,0,0,0,1,0
1,AR,7101719398771100933,1653497901,Estudiar con besos y abrazos 🥰💓 #foryou #viral #carme #parati,16584659,Nicole Sabatino,"21
🇦🇷
MI
FOTÓGRAFA
Ig: nicolesabatiino",0,False,https://www.tiktok.com/@nicolesabatino/video/7101719398771100933?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101719398771100933&source=h5_m,514751,406,128,391,72237,7101719391678499590,7101719391678499590,72,7101719391678499590,original sound - nicolesabatino (Contains music from: MELÓN VINO - WOS),"Contains music from: ""MELÓN VINO""",16584659.0,Nicole Sabatino,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101719395089877765.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/08d1b74c7c1544e345c8b75700ddd4af.json,False,False,[],0,0,WOS,MELÓN VINO,original sound - nicolesabatino (Contains music from: MELÓN VINO - WOS),"Contains music from: ""MELÓN VINO""",Argentina,#foryou #viral #carme #parati,0,0,1,0,0,0,0,0,1,1
2,US,7095373183393516846,1652020306,Cómo ser un Yankee 101 😅🇺🇸❤️🇦🇷 #estadosunidos #merienda #fiesta #asadito #parejainternacional #argentina #usa #asiquebueno #aprendiendoespañol,6827974874334577670,Sam y Hernán,"🇺🇸❤️🇦🇷
Founders at Mate Society
Based in Florida",0,False,https://www.tiktok.com/@majesticbambi/video/7095373183393516846?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095373183393516846&source=h5_m,1319573,372,251,227,118425,7095373145229527850,7095373145229527850,72,7095373145229527850,original sound - majesticbambi,Sam y Hernán,6.827974874334578e+18,Sam y Hernán,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7095373167581088558.mp3,,False,False,[],0,0,,,,,Argentina,#estadosunidos #merienda #fiesta #asadito #parejainternacional #argentina #usa #asiquebueno #aprendiendoespañol,1,0,0,0,0,0,0,0,0,0
3,MX,7080199905335069957,1648487502,Se llegó el día🥰🥰 #mangagastrica #cirugia #mangagastrica🦋🙏🦋 #manga #gastricsleeve,6749150275363292166,Karla Bonfil,"Army💜 
Mty|México 🇲🇽",0,False,https://www.tiktok.com/@karlabonfil/video/7080199905335069957?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080199905335069957&source=h5_m,8794749,528,346,1447,316133,6762092669565963014,6762092669565963014,72,6762092669565963014,Celebrate the Good Times,Mason,6.618548489873228e+18,Mason,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1650920311654405.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c1b3bbd2a40bf63daa09efc2ee0e664e.json,False,False,[],0,0,,,,,Argentina,#mangagastrica #cirugia #mangagastrica🦋🙏🦋 #manga #gastricsleeve,0,0,0,0,0,0,0,0,0,0
4,US,7094014038946008366,1651703855,#ad Juicy one.. I KNOW I KEEP PROMISING MY FIANCÉS BUT HIS NOSE WAS FINE AGAIN LAST NIGHT.. so here’s this super satisfying one for you. #neilmed #keepwatching #sinusrelief #sinus,6639059855641427974,Alanna,,0,False,https://www.tiktok.com/@laneydoodlebop/video/7094014038946008366?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094014038946008366&source=h5_m,13376119,16591,32234,15212,988642,7094014010386909995,7094014010386909995,72,7094014010386909995,original sound - laneydoodlebop,Alanna,6.639059855641428e+18,Alanna,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7094014048258509614.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8203f9524d520d5bf76f3a8d5d58868d.json,False,False,[],0,0,,,,,Argentina,#ad #neilmed #keepwatching #sinusrelief #sinus,0,0,0,0,0,0,0,0,0,0
5,AR,7095084938109685038,1651953194,Pinto #envolver version BeluMari JAJAJSJJAJAJWJWJWJJWJW TE AMO @beleenegri,6565156589396180998,Maria Becerra,"Cuenta Oficial
IG: @mariabecerra
YT: Maria Becerra Music",0,False,https://www.tiktok.com/@mariabecerra_22/video/7095084938109685038?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095084938109685038&source=h5_m,5261533,3508,3557,15867,815620,7028498814554130433,7028498814554130433,10033,7028498814554130433,Envolver,Anitta,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b9da595ac92742758a78fa7efd992747,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/64d77a1ed52b41a39d8a5009811e2209,True,True,[],0,0,,,,,Argentina,#envolver,0,0,0,0,0,0,0,0,0,0
6,AR,7088355818046786822,1650386449,#dúo con @edysilva114oficial nivel 14,6807523878450430982,Jere Montero,"ig:@jeremontero53 📸
info comercial: @monterojeremias53@gmail.com",0,False,https://www.tiktok.com/@jeremontero53/video/7088355818046786822?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088355818046786822&source=h5_m,2754561,724,5241,12160,271703,7080639346155522821,7080639346155522821,72,7080639346155522821,original sound - edysilva114oficial,✨ Edenilson_Edy  ✨,6.674286332188067e+18,✨ Edenilson_Edy  ✨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080639339457268486.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9f19c39bf91a7684faebd616572e394f.json,False,False,[],0,0,,,,,Argentina,#dúo,0,0,0,0,0,0,0,0,0,0
7,US,7094716292913089838,1651867363,@Lauren #fyp,2387704,julia collins,19,0,False,https://www.tiktok.com/@j0mgl0m/video/7094716292913089838?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094716292913089838&source=h5_m,51645131,62673,38711,95808,10117391,7094716246561934126,7094716246561934126,72,7094716246561934126,original sound - j0mgl0m,julia collins,2387704.0,julia collins,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7094716286269295406.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c9647b66aa8e29a277091f2865d8b4a5.json,False,False,[],0,0,,,,,Argentina,#fyp,0,0,0,0,1,0,0,0,0,0
0,AR,7102835535621655814,1653757771,Chetos,6680762619430061061,Laila Roth,"Hago Stand Up
Venite a verme a algún show
Info y entradas 👇",0,False,https://m.tiktok.com/v/7102835535621655814.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102835535621655814&source=h5_m,158301,23,29,62,20489,7102835517938617093,7102835517938617093,72,7102835517938617093,original sound - lailaroth,Laila Roth,6.680762619430061e+18,Laila Roth,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102835522615249669.mp3,,False,False,[],0,0,,,,,Argentina,,0,0,0,0,0,0,0,0,0,0
1,GB,7095137697441828101,1651965479,Out strong girl! Crazy how her birthmark changed and grew 1 surgery down 2 to go #fyp #fypage #fypシ゚viral #viral #viraltiktok #surgeon #cmn #birthmarkbaby #raisingawareness #viral #daughter,151281279462768640,Celine&Dan,"My family is everthing 🤍
Vienna’s journey on Instagram: viennarosebrookshaw",0,False,https://m.tiktok.com/v/7095137697441828101.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095137697441828101&source=h5_m,16680448,3394,1626,1151,930066,7094728171861461765,7094728171861461765,72,7094728171861461765,original sound - jenniferowens_,Jennifer Owens,6.784116406666855e+18,Jennifer Owens,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094728188768553733.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/dd2c9f26684ffa30f44a75b82cfb2e47.json,False,False,[],0,0,,,,,Argentina,#fyp #fypage #fypシ゚viral #viral #viraltiktok #surgeon #cmn #birthmarkbaby #raisingawareness #viral #daughter,0,0,0,0,1,1,0,0,0,3
2,UY,7101751383384214789,1653505347,#EstádeMC no opinar sobre el cuerpo de nadie 💛 #PubliCVR @McDonald’s Uruguay,6807171743146050566,evitta luna,,0,False,https://m.tiktok.com/v/7101751383384214789.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101751383384214789&source=h5_m,240618,153,140,334,29838,7101751370114140933,7101751370114140933,72,7101751370114140933,original sound - evitta_luna_,evitta luna,6.807171743146051e+18,evitta luna,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101751383862954758.mp3,,False,False,[],0,0,,,,,Argentina,#EstádeMC #PubliCVR,0,0,0,0,0,0,0,0,0,0
3,AR,7096682377568652549,1652325130,#dúo con @enzoaguilarokk 🖤,6738032255506007046,LALI,,0,False,https://m.tiktok.com/v/7096682377568652549.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096682377568652549&source=h5_m,2484716,3359,1153,1420,477129,7096584014991641350,7096584014991641350,72,7096584014991641350,original sound - enzoaguilarokk,Enzo Aguilar,6.745976862848222e+18,Enzo Aguilar,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096583994359188229.mp3,,False,False,[],0,0,,,,,Argentina,#dúo,0,0,0,0,0,0,0,0,0,0
4,IT,7102069064754793733,1653589501,Poliglotta 🌹,6742446996706542597,ivanhoe spalluto,"Jasper's dad⚡
Singers🎤
Italy📍
C’È QUI IL TUO PAPÀ - FUORI ORA 🌹⬇️",0,False,https://m.tiktok.com/v/7102069064754793733.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102069064754793733&source=h5_m,9249377,9082,22502,44990,2282356,7102112811567860486,7102112811567860486,72,7102112811567860486,original sound - unmoderated.ivanhoe,ivanhoe spalluto,6.742446996706543e+18,ivanhoe spalluto,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102112819876842246.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/611b7b8666191cce7bc06fa80cc17971.json,False,False,[],0,0,,,,,Argentina,,0,0,0,0,0,0,0,0,0,0
5,AR,7083547661168561413,1649266962,#andaatucasa #humor,6921136139219420165,Axel y me dicen Yayu,👋🏾 TE DEJO INFO DE ⬆️CONTACTO⬆️ EN MI PERFIL DE INSTAGRAM @yayurastatoo,0,False,https://m.tiktok.com/v/7083547661168561413.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083547661168561413&source=h5_m,5262222,4756,37791,107546,722344,7083547639509207813,7083547639509207813,72,7083547639509207813,original sound - yayuttfs,Axel y me dicen Yayu,6.92113613921942e+18,Axel y me dicen Yayu,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083547646463806214.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/43f82970069af8a322dcd2042c5a2683.json,False,False,[],0,0,,,,,Argentina,#andaatucasa #humor,0,0,0,0,0,0,0,1,0,0
6,US,7098827927457975594,1652824678,🫣! #shangelnyc #shangelandmya #foru #foryou #exotictv #couples #foryoupage #fyp #blinddate #newyork #viral #trending #nyc,7006932802735506438,.,"shangel and mya
tysm for 14.5K followers and 1.6M likes
🫶😻",0,False,https://m.tiktok.com/v/7098827927457975594.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098827927457975594&source=h5_m,7386391,2311,2932,117,1515019,7053560242382293806,7053560242382293806,72,7053560242382293806,original sound - edits.__.velocity,🤍,7.045375801123112e+18,🤍,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7053560260644227887.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/807a25a4843e3a34ed58a5e9be1aa690.json,False,False,[],0,0,,,,,Argentina,#shangelnyc #shangelandmya #foru #foryou #exotictv #couples #foryoupage #fyp #blinddate #newyork #viral #trending #nyc,0,0,1,1,1,0,0,0,0,1
7,AR,7097765731059780869,1652577367,@katiadelosreyesss ❤️‍🔥#viral #tutuca #beboteo #parati #baile #fypシ #de0a100,135670147842838528,Cami Landi,Ig: @camm_landi,0,False,https://m.tiktok.com/v/7097765731059780869.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097765731059780869&source=h5_m,2562758,2437,3769,613,301965,7084303665602775814,7084303665602775814,10036,7084303665602775814,"ULTRA SOLO (Solo y coronao ¿De qué sirve? Si no estás a mi lao' Por ti paso el día conectau, pendiente al cel, pendiente a ti, pendiente si subes una story)",Polimá Westcoast & Pailita,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4eaf8f22e4f543c08688d97f17b01b7c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/fa51ec760d654f8caff512250d732b6d,False,True,[],0,0,,,,,Argentina,#viral #tutuca #beboteo #parati #baile #fypシ #de0a100,0,0,0,0,0,1,0,0,1,1
0,GB,7102462417652747525,1653670899,Genius! #fyp #foryou #funny #viral #hoangbuiuk,6697290178928919553,T_Bui 🇻🇳🇬🇧,"I don’t know who you are. !
But .... just want to say ....
. .I LOVE YOU . .🥰",0,False,https://www.tiktok.com/@hoangbuiuk/video/7102462417652747525?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102462417652747525&source=h5_m,9791092,3134,9132,260,621685,6586176538914327298,6586176538914327298,141,6586176538914327298,New Thang,Redfoo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/809c6d94c57842b88110933c56ed5463,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/61b21e77faf9431f8a43f9a56be9ce67,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1066548613', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Argentina,#fyp #foryou #funny #viral #hoangbuiuk,0,0,1,0,1,0,0,0,0,1
1,AR,7087664862867852549,1650225573,hay Prioridades ma 😅#gaming #gamerentiktok #yfp #otakugamer #otakumeme,6813585085473227782,Gaston Figueroa,Hola Desconocid@ 🙂,0,False,https://www.tiktok.com/@krwgaston/video/7087664862867852549?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087664862867852549&source=h5_m,4255554,905,6732,13050,487512,7086620594761927429,7086620594761927429,72,7086620594761927429,original sound - yng_codi,yng_codi,6.982027188783171e+18,yng_codi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086620610922875654.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/24669ce252f3529bb2a2a5bf16ef030f.json,False,False,[],0,0,,,,,Argentina,#gaming #gamerentiktok #yfp #otakugamer #otakumeme,0,0,0,0,0,0,0,0,0,0
2,KG,7070106551247342849,1646137460, ,7040050795244930053,Adilet Adiletov655,"🇺🇸🇰🇬
Adilet",0,False,https://www.tiktok.com/@adiletxan_/video/7070106551247342849?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070106551247342849&source=h5_m,41205203,16472,50782,87696,6141152,7070106554875251458,7070106554875251458,72,7070106554875251458,original sound - adiletxan_,Adilet Adiletov655,7.04005079524493e+18,Adilet Adiletov655,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7070106533626923778.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/721b78ce585ecaff15dd015b34c8293a.json,False,False,[],0,0,,,,,Argentina,,0,0,0,0,0,0,0,0,0,0
3,AR,7098791899577847045,1652816289,Responder a @ttobiaguirree,6642666910277222405,Sofía (Loly),"Sofía  29 años 😍 peluquera, tengo un maldito tumor😞",0,False,https://www.tiktok.com/@sofiacorrealamarginal/video/7098791899577847045?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098791899577847045&source=h5_m,2239278,11758,9313,158,108253,7098791871828331269,7098791871828331269,72,7098791871828331269,original sound - sofiacorrealamarginal,Sofía (Loly),6.642666910277222e+18,Sofía (Loly),False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098791893433076485.mp3,,False,False,[],0,0,,,,,Argentina,,0,0,0,0,0,0,0,0,0,0
4,US,7101798341473815851,1653600601,That wall wasn't ready... 🏠💥#FailArmy..#workout #workoutfail #funny #funnyfail,278451059965267968,FailArmy,Every success begins with a fail…,0,False,https://www.tiktok.com/@failarmy/video/7101798341473815851?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101798341473815851&source=h5_m,2608863,3911,7687,7650,198724,7102160483163065134,7102160483163065134,72,7102160483163065134,original sound - failarmy,FailArmy,2.7845105996526797e+17,FailArmy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102160488485767978.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6e9c9a24f3e3503a3de82b945a22327f.json,False,False,[],0,0,,,,,Argentina,#FailArmy..#workout #workoutfail #funny #funnyfail,0,0,0,0,0,0,0,0,0,0
5,AR,7097246246825479430,1652456413,Sospechoso,6806539500418171909,pablitocastilloo,"HOLAAAAAA 🤩
Soy vos o tu amig@ en un tiktok 💁🏽‍♀️🤍🙋🏽‍♂️",0,False,https://www.tiktok.com/@pablitocastilloo/video/7097246246825479430?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097246246825479430&source=h5_m,3795984,1050,12595,31763,426075,7047621795264088878,7047621795264088878,72,7047621795264088878,My sound is blowing up,LLS🙏🏿🕊,6.613882134284534e+18,LLS🙏🏿🕊,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7047621829896211247.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/89baa9656164a75b442ede6f04d68b4f.json,False,False,[],0,0,,,,,Argentina,,0,0,0,0,0,0,0,0,0,0
