,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,loc,test,hash_cotedivoire,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_humour,hash_pourtoi,hash_tiktok,hash_trending,hash_viral
7,US,7103072535968894209,1653812952,My XO boys ☺️ IG:marysenn,28852477,Mary Senn,"LA📍QUEEN OF POV👸🏽
🇸🇳🇺🇦
FAM @xoteam 💖
📧world.marysenn@gmail.com",0,False,https://www.tiktok.com/@marysenn/video/7103072535968894209?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103072535968894209&source=h5_m,404320,444,219,778,52550,7072479175814187782,7072479175814187782,72,7072479175814187782,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",6.831674564565763e+18,Iconicfatma,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072479167769873157.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d203808dc93f54480af65167e04b08e8.json,False,False,[],0,0,Myriam Fares,Goumi - Sped Up Version,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
0,NO,7098671621929471238,1652788286,#stitch with @bigodjibril smartiiibooyh el bazboort #fyp #foryou #comedy #foryoupage #xyzbca #bazzbort,7031619816210646022,Mr.abbosiiofficial,"Abbosi 👨🏻 & King 🐕
WALKING AROUND NORWAY 
NSTAGRAM
⬇️⬇️⬇️⬇️⬇️
IG:@gucciflako",0,False,https://m.tiktok.com/v/7098671621929471238.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098671621929471238&source=h5_m,3010203,3377,11226,17058,144476,7098671590527470342,7098671590527470342,72,7098671590527470342,original sound - mr.abbosii,Mr.abbosiiofficial,7.031619816210646e+18,Mr.abbosiiofficial,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098671608209902341.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3732fcaaa3743d726d0d7381b3a967ce.json,False,False,[],0,0,,,,,Côte d'Ivoire,#stitch #fyp #foryou #comedy #foryoupage #xyzbca #bazzbort,0,1,1,1,0,0,0,0,0,0
1,BJ,7100577923995831558,1653232130,"3,8M Followers Thanks 😍🥳❤️‍🔥🎊 @Mlle__amgv 💍😮‍💨❤️‍🔥",6930603810827355142,Théma YOROU,"Creator vidéo🕺
~🤘Créativité🥴.~.🥴Originalité🤘~
 🙏👇Follow me Instagram👇🙏",0,False,https://m.tiktok.com/v/7100577923995831558.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100577923995831558&source=h5_m,558224,277,84,1062,67195,6833972887548971781,6833972887548971781,10036,6833972887548971781,Marry Me (feat. Toya Wright),Rasheeda,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6451d37d7406466694e79d004d0fd20e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d318fd9f56e84133a521c965d9628b59,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '536632335', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
2,CI,7098306796238064901,1652703343,#joiedevivre❤️💖❤️,6955898847609209862,fraise040,Lait fondant à la fraise 🥰,0,False,https://m.tiktok.com/v/7098306796238064901.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098306796238064901&source=h5_m,904003,336,1800,18001,52629,7082359438295698181,7082359438295698181,72,7082359438295698181,Beka Cest doux remix x Rolls des nuances x Lovely,Mr EVINO,6.934161393684923e+18,Mr EVINO,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082359434302737158.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a44e1a305cca3c0e2df6a3c811c7a816.json,False,False,[],0,0,,,,,Côte d'Ivoire,#joiedevivre❤️💖❤️,0,0,0,0,0,0,0,0,0,0
3,GB,7102151928397745414,1653598607,#dingdong #redsox #baseball #foryou,7073428390850413573,Squishy thighs,Check out my insta for more xsammyjanex,0,False,https://m.tiktok.com/v/7102151928397745414.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102151928397745414&source=h5_m,10410235,3365,4624,10969,240104,6830486689857784582,6830486689857784582,72,6830486689857784582,original sound - federicap122,Federica P,6.762577791952537e+18,Federica P,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/ea4f3c998cebc6d181a10dc457c09222.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f4c01f7893206196ae28fd3afdfb5ab1.json,False,False,[],0,0,,,,,Côte d'Ivoire,#dingdong #redsox #baseball #foryou,0,1,0,0,0,0,0,0,0,0
4,US,7092452795281919275,1651340350,guess my size… SHE WAS READY TO RISK IT ALL 😳💦,676286,SwagBoyQ on IG,❗️❗️PART 2 ON IG: SwagBoyQ ❗️❗️,0,False,https://m.tiktok.com/v/7092452795281919275.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092452795281919275&source=h5_m,2774093,654,559,7378,277977,7092452784221489966,7092452784221489966,72,7092452784221489966,original sound - swagboyq,SwagBoyQ on IG,676286.0,SwagBoyQ on IG,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092452799795841838.mp3,,False,False,[],0,0,,,,,Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
5,US,7090611593066581290,1650911662,The worst timing 🤣💀 #foryou #tiktok #fyp,6632009315657007110,Mariah and Bill ღ,"Stay Positive ☺️
✉️: mariahandbillbusiness@gmail.com",0,False,https://m.tiktok.com/v/7090611593066581290.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090611593066581290&source=h5_m,8611943,909,1439,2410,213626,7079848233727527723,7079848233727527723,72,7079848233727527723,original sound - hope_schwing (Contains music from: Perfect - Jungleboy),"Contains music from: ""Perfect""",6.41086141261865e+16,Hope Schwing,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7079848259551824686.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/bdbf6f7891913266ce1589afae9f9f0c.json,False,False,[],0,0,Jungleboy,Perfect,original sound - hope_schwing (Contains music from: Perfect - Jungleboy),"Contains music from: ""Perfect""",Côte d'Ivoire,#foryou #tiktok #fyp,0,1,0,1,0,0,0,1,0,0
6,NG,7090244713483209989,1650826242, ,6957326707754337286,Nathan Musa Butu,,0,False,https://m.tiktok.com/v/7090244713483209989.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090244713483209989&source=h5_m,2340140,583,4621,33038,45836,7030477441651067654,7030477441651067654,72,7030477441651067654,original sound - musah.23,musah.23,6.816636336691348e+18,musah.23,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7030477521799908102.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/db882d1f9cdeeab1b4b384dcfb76d472.json,False,False,[],0,0,,,,,Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
7,CI,7095648827021085958,1652084490,Faire pleurer notre danseur on peut faire sa😭🤣,6942855597135053829,marielaureguede,Je suis très nulle 💔🤣,0,False,https://m.tiktok.com/v/7095648827021085958.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095648827021085958&source=h5_m,758423,1634,2686,460,37608,7095648818540792582,7095648818540792582,72,7095648818540792582,original sound - marielaureguede,marielaureguede,6.942855597135054e+18,marielaureguede,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095648802232830726.mp3,,False,False,[],0,0,,,,,Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
0,CI,7096522229311098118,1652287840,Blaaaaaahiiiiiiiiiiiiii 😂😂😂 ak mon bébé 🥹❤️ #flypシ #humour #humournoir,7043919977858319365,steephbooyeux,"J’ai été piraté 😭 famille mais c’est R abonnez-vous 
On va gatei le coin 😏",0,False,https://www.tiktok.com/@steephbooyeux/video/7096522229311098118?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096522229311098118&source=h5_m,707649,2336,933,7156,73780,7092872099173321478,7092872099173321478,72,7092872099173321478,original sound - lvv_spamm,Levy_spam,6.955251303011763e+18,Levy_spam,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092898643175033606.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/741c4152e4e17dbf317380c6560c1512.json,False,False,[],0,0,,,,,Côte d'Ivoire,#flypシ #humour #humournoir,0,0,0,0,0,1,0,0,0,0
1,CI,7097216423201688837,1652449470,#tiktokrire #rire #comedy #abidjan225🇨🇮 #fyp,6797089706036200454,Mort de rire 😂,"Smart boy …

Just for laughing 😂

Objectif/ Road on …..10k family",0,False,https://www.tiktok.com/@__arch_225/video/7097216423201688837?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097216423201688837&source=h5_m,4986106,239,2290,590,45749,7097216394751642374,7097216394751642374,72,7097216394751642374,original sound - __arch_225,Mort de rire 😂,6.7970897060362e+18,Mort de rire 😂,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097216408659987205.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7bf8fe6bd9cb0f095ff9ad9a91eab2b7.json,False,False,[],0,0,,,,,Côte d'Ivoire,#tiktokrire #rire #comedy #abidjan225🇨🇮 #fyp,0,0,0,1,0,0,0,0,0,0
2,KE,7096810399978425606,1652354936,let give this 10k likes plzzz🥰🙏🔏😊#fypシ #viralvideos #teamsigarino #sigarino #fyp,6969830878571267074,sigarino ke,"IG@sigarino💘💥let's grow
At YouTube channel@sigarino
link is here👇👇👇👇",0,False,https://www.tiktok.com/@sigarino1/video/7096810399978425606?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096810399978425606&source=h5_m,4384232,113,870,7588,97072,7096562325326498565,7096562325326498565,72,7096562325326498565,original sound - sigarino1 (Contains music from: Wishlist - Jaywillz),"Contains music from: ""Wishlist""",6.969830878571267e+18,sigarino ke,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096562342087527173.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/25a645d037382d229b938f348d4c9202.json,False,False,[],0,0,Jaywillz,Wishlist,original sound - sigarino1 (Contains music from: Wishlist - Jaywillz),"Contains music from: ""Wishlist""",Côte d'Ivoire,#fypシ #viralvideos #teamsigarino #sigarino #fyp,0,0,0,1,1,0,0,0,0,0
3,CI,7075688153327176966,1647437028, ,6619782198114926597,King,Just Fun,0,False,https://www.tiktok.com/@kingcrown.1/video/7075688153327176966?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075688153327176966&source=h5_m,16570890,11374,53560,2260,298789,7075688113040935686,7075688113040935686,72,7075688113040935686,original sound - kingcrown.1,King,6.619782198114927e+18,King,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075688132183689989.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/dad9a41f3673997b6a5963ac4e252620.json,False,False,[],0,0,,,,,Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
4,DE,7101628831823334662,1653476815,"Start to document your journey, you’ll be proud asf when u are looking back at your progress bro ( Ig: pslfitness ) #Fitness #pslfitness #foryou #gymmotivation #fitnessmotivation",6821247183821865990,Pascal Adama,I look more aesthetic on Insta🥱,0,False,https://www.tiktok.com/@pslfitness/video/7101628831823334662?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101628831823334662&source=h5_m,2729170,2404,3987,267,512284,6920063733663041537,6920063733663041537,10033,6920063733663041537,in heat.,Hentai Xander,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/65f16b0e467243daaf543671d01fc344,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/71a1d4fc409a4179971e64e9b5a3cb32,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1549883415', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Côte d'Ivoire,#Fitness #pslfitness #foryou #gymmotivation #fitnessmotivation,0,1,0,0,0,0,0,0,0,0
5,US,7074690328267197738,1647204703,It’s bubbly :D @Sleepy Guy,6737810526791468037,HolyGxd ( HolyGod ),"Business Inquiries:
HolyGxdBooking@gmail.com",0,False,https://www.tiktok.com/@holygxd74/video/7074690328267197738?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074690328267197738&source=h5_m,3843942,243,2146,12994,73694,7074690309979999018,7074690309979999018,72,7074690309979999018,original sound - holygxd74,HolyGxd ( HolyGod ),6.737810526791468e+18,HolyGxd ( HolyGod ),False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7074690325389839147.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/4722da2822c07c12819628d75bd89a59.json,False,False,[],0,0,,,,,Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
6,JM,7091100630302887174,1651025526, ,7016706977088029702,Young legend,"♎️ Libra 
🇯🇲
@ryoungthug
Gifts are fun",0,False,https://www.tiktok.com/@cmartin7153/video/7091100630302887174?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091100630302887174&source=h5_m,9544776,525,36432,66582,75013,6642168923733101314,6642168923733101314,140,6642168923733101314,Funny Laugh no no no,Sound Effect,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c93f2e38c2d04b50be1e683d7c77a9be,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/977cae6b18b74a3685035d98ada79060,False,True,[],0,0,,,,,Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
7,GH,7102819227635043589,1653753974,😭😂 Especially if you had good times with them @emmaifeanyi,7006867245465224197,PRINCE ❤️ 👑,"OLD ACCOUNT LIVE SHADOW BANNED
PLEASE FOLLOW ME 🥺♥️🤲
500k🥺❤️
Stay Entertained",0,False,https://www.tiktok.com/@jusstprince/video/7102819227635043589?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102819227635043589&source=h5_m,186697,250,173,1081,17257,7093949567481285381,7093949567481285381,10036,7093949567481285381,Buga (Lo Lo Lo),Kizz Daniel & Tekno,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1e5583a1ea154f6ba01499ffe3936b4a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53a160ccc5714d6c986cc822daeb6ddd,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1621384034', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
0,CI,7093856612607216901,1651667205,#duo avec @mhmdzss  ils sont mal frais 😭🤣🏃‍♀️,6900932206786659333,Awa_T,"Rien de spécial 🤷‍♀️😘
La Wawa🧏‍♀️🥷snap: awatou108 👻",0,False,https://www.tiktok.com/@la_wawaa/video/7093856612607216901?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093856612607216901&source=h5_m,1158685,1271,240,2044,54231,6972547500221663233,6972547500221663233,10036,6972547500221663233,Ameno Amapiano Remix (You Wanna Bamba),Goya Menor & Nektunez,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a8eb3491a39549ee9e81b541f607dd31,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9d4322ff12004fcdaf2c41e184544ecf,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1603826298', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Côte d'Ivoire,#duo,0,0,0,0,0,0,0,0,0,0
1,CI,7102404833205865734,1653657491, ,7029757249728463877,poupeemimistar225,Skinny,0,False,https://www.tiktok.com/@poupeemimi_225/video/7102404833205865734?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102404833205865734&source=h5_m,95628,83,32,220,5098,7094609092320840453,7094609092320840453,72,7094609092320840453,original sound - meganekotchi24,Megini24,7.035550988606473e+18,Megini24,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094608181858454277.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/18dde90b2addcfdba0fab6001b3b6ba7.json,False,False,[],0,0,,,,,Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
2,DE,7101336383846894854,1653408723,Big advantage 😂 #fyp #fürdich #fy,6770280819560711174,noelgoescrazy,"Dancer🇳🇬🇩🇪
God first
Instagram: noelmoves 
📩: noel@labs.management",0,False,https://www.tiktok.com/@noelgoescrazy/video/7101336383846894854?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101336383846894854&source=h5_m,4732399,1796,2297,282,250764,7019862529954351878,7019862529954351878,72,7019862529954351878,DJ Rony Remix (Contains music from: Sindhi Dialog (352) - Sajjad Ali Chandio),"Contains music from: ""Sindhi Dialog (352)""",6.780132320621708e+18,Rony,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7019862561542015749.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ba36682c23304b8c00f0bf1d6875a946.json,False,False,[],0,0,Sajjad Ali Chandio,Sindhi Dialog (352),DJ Rony Remix (Contains music from: Sindhi Dialog (352) - Sajjad Ali Chandio),"Contains music from: ""Sindhi Dialog (352)""",Côte d'Ivoire,#fyp #fürdich #fy,0,0,0,1,0,0,0,0,0,0
3,PH,7078211197421587738,1648024469,Do u need☺️ #goodthing #foryou #women #fyp #alwayspads,7068956615232226310,puysvsz,Hi🥰you’re beautiful,0,False,https://www.tiktok.com/@puysvsz/video/7078211197421587738?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078211197421587738&source=h5_m,29966495,3055,2738,26710,511060,7078211206443502362,7078211206443502362,72,7078211206443502362,original sound - puysvsz,puysvsz,7.068956615232226e+18,puysvsz,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7078211208913931035.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ada44d5d55c62da7f5fbbf18399c491e.json,False,False,[],0,0,,,,,Côte d'Ivoire,#goodthing #foryou #women #fyp #alwayspads,0,1,0,1,0,0,0,0,0,0
4,US,7082437037839666434,1649008375, ,6842252721720181766,Саша Циркач,Add circus to your life,0,False,https://www.tiktok.com/@sasha_circusman/video/7082437037839666434?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082437037839666434&source=h5_m,15725236,431,1126,9869,211969,7082437018524928770,7082437018524928770,24,7082437018524928770,original sound - sasha_circusman (Contains music from: Wineing Freestyle - Hypa 4000),"Contains music from: ""Wineing Freestyle""",6.842252721720182e+18,Саша Циркач,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7082436986174245633.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/26fce3f2a0122bf0c6e3f6f34612ad50.json,False,False,[],0,0,Hypa 4000,Wineing Freestyle,original sound - sasha_circusman (Contains music from: Wineing Freestyle - Hypa 4000),"Contains music from: ""Wineing Freestyle""",Côte d'Ivoire,,0,0,0,0,0,0,0,0,0,0
5,AE,7072172910718242049,1646618575,#gta5 #gtav #grandtheftauto #grandtheftauto5,7072020899101377537,gta5_n4,"👇Click on the link to enter the site👇 
👇اضغط على الرابط لدخول الموقع👇",0,False,https://www.tiktok.com/@gta5_n4/video/7072172910718242049?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072172910718242049&source=h5_m,4232210,0,198016,15421,91592,7040900835617868549,7040900835617868549,72,7040900835617868549,Hey Ladies Remix,👨🏽‍🦯,7.025628250358875e+18,👨🏽‍🦯,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7040900871085591301.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/669740296267a24ab70431fd96d2e15b.json,False,False,[],0,0,,,,,Côte d'Ivoire,#gta5 #gtav #grandtheftauto #grandtheftauto5,0,0,0,0,0,0,0,0,0,0
6,US,7072104989467938090,1646602757,Coming in hot 🔥 #OREOBdayStack #OutlanderChallenge #arnoldclassic #racing #motivationmonday #fastaf,6611497532924624901,Zion Clark,"Guiness World Record ⚡️

@LEGENDS athlete 

📧 management@zionclark.com",0,False,https://www.tiktok.com/@bigznoexcuses/video/7072104989467938090?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072104989467938090&source=h5_m,16434536,3593,13914,25105,583969,6733266551195172870,6733266551195172870,10009,6733266551195172870,Coming In Hot,Andy Mineo & Lecrae,,,True,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6156e2e7269d4661926cbd0036a2b06b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/360b0fdd43b04dc9b3c590434893611c,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1413373185', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Côte d'Ivoire,#OREOBdayStack #OutlanderChallenge #arnoldclassic #racing #motivationmonday #fastaf,0,0,0,0,0,0,0,0,0,0
7,CI,7103249725545073925,1653854208,Bazin na Bazin @afrikrea vous préférez lequel ? #afrikreatrip #bazin #abidjan225🇨🇮 #fypシ,6742859420927968262,Mr.Gbm,"•Mr. GBM
📥h-officiel-h@hotmail.com
📸 Mr.Gbm_ on Instagram
👻: Gbmbyh",0,False,https://www.tiktok.com/@mr.gbm/video/7103249725545073925?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103249725545073925&source=h5_m,333594,433,224,1110,46893,7087564158765632262,7087564158765632262,72,7087564158765632262,original sound - bello_falcao,Agninninwagninnin ❤️🎧🤘🏿,6.980632782138377e+18,Agninninwagninnin ❤️🎧🤘🏿,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087564175232224005.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fe3ea0eb50cea2ba91810c48766581d6.json,False,False,[],0,0,,,,,Côte d'Ivoire,#afrikreatrip #bazin #abidjan225🇨🇮 #fypシ,0,0,0,0,1,0,0,0,0,0
0,US,7095437928549289262,1652035381,#foryou #fyp,6810622105014338566,brenda,the rickest rick,0,False,https://m.tiktok.com/v/7095437928549289262.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095437928549289262&source=h5_m,30603920,42417,81858,101609,2419041,7054445788147190575,7054445788147190575,72,7054445788147190575,original sound - mfhuevito,Mfhuevito,6.788583698474305e+18,Mfhuevito,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7054445826235632430.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/2ea39807f163389630046e732f34478c.json,False,False,[],0,0,,,,,Côte d'Ivoire,#foryou #fyp,0,1,0,1,0,0,0,0,0,0
1,CA,7101426896960818437,1653429798,🖤 #fyp,6781453305577276421,Jake Andrich / Jakipz,"My Instagram & YouTube 👆
Full-time weirdo 😛🍁
Twitter: @Jakipz",0,False,https://m.tiktok.com/v/7101426896960818437.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101426896960818437&source=h5_m,12002821,32268,53045,67363,1203994,6548420735604364288,6548420735604364288,72,6548420735604364288,original sound - woxawo,Lolo 😃,1.580872073193595e+17,Lolo 😃,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6881866001470786310.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/406a08ae45cd3e152c92ad24bd3fde37.json,False,False,[],0,0,,,,,Côte d'Ivoire,#fyp,0,0,0,1,0,0,0,0,0,0
2,GB,7087248241900670213,1650128571,#prank #funny_zh,7046990385353180166,funny_zh,"Cure your bad mood🥰
Click the plus sign to see more😘",0,False,https://m.tiktok.com/v/7087248241900670213.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087248241900670213&source=h5_m,41665156,16156,153195,106089,2576774,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Côte d'Ivoire,#prank #funny_zh,0,0,0,0,0,0,0,0,0,0
3,TH,7096728415381785883,1652335845,ปู#อาหาร,7096397000656110618,ของกิน,รักชีวิต รักอาหาร,0,False,https://m.tiktok.com/v/7096728415381785883.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096728415381785883&source=h5_m,65887193,94819,239881,227570,2067903,7096728412093549339,7096728412093549339,72,7096728412093549339,original sound - delicioua0,ของกิน,7.096397000656111e+18,ของกิน,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7096728428998773531.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/03859f67a7f73b8ed3286516d4afb8f7.json,False,False,[],0,0,,,,,Côte d'Ivoire,#อาหาร,0,0,0,0,0,0,0,0,0,0
