,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_israel,hash_trending,hash_viral,hash_פוריו,hash_اكسبلور,hash_فلسطين
4,DZ,7101390910398696709,1653421418,#thevoiceglobal #thevoice #foryou #fyp #duet,6855675992049927173,❁.𝑴𝒐𝒖𝒏𝒋𝒆𝒅.❁,"☘︎𝑴𝒐𝒖𝒏𝒋𝒆𝒅 ☂︎...20𝒂𝒏𝒔⚣︎
ᴍʏ ᴅʀᴇᴀᴍ. 30ᴋ𓆙
𝔪𝔦𝔩𝔞 43....𝔡𝔢𝔢𝔭 𝔪𝔞𝔫☠",0,False,https://m.tiktok.com/v/7101390910398696709.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101390910398696709&source=h5_m,2079514,488,224,185,55221,7101390912323914501,7101390912323914501,72,7101390912323914501,original sound - x_ama_r_x,❁.𝑴𝒐𝒖𝒏𝒋𝒆𝒅.❁,6.855675992049927e+18,❁.𝑴𝒐𝒖𝒏𝒋𝒆𝒅.❁,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101390923921230598.mp3,,False,False,,,,,[],0,0,Israel,#thevoiceglobal #thevoice #foryou #fyp #duet,1,0,1,0,0,0,0,0,0,0
5,IL,7071959093384056066,1646568788,#snake #snakes #animals #rabbit #fyp #wild #🥲,6698247435527242758,Mn2882,Animals lover,0,False,https://m.tiktok.com/v/7071959093384056066.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071959093384056066&source=h5_m,95023,10,37,25,1080,6453663404438915853,6453663404438915853,22,6453663404438915853,Ultimate,Denzel Curry,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/396d26a4ee32411ab400903a48abd623,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/dd0c5651815746a4b0a6d60981b47f14,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1164469645', 'external_song_key': 'apple_song_id'}]",0,0,Israel,#snake #snakes #animals #rabbit #fyp #wild #🥲,0,0,1,0,0,0,0,0,0,0
6,IL,7102350073585093890,1653644741, ,7089084736815318018,Mostafa Albuhise,,0,False,https://m.tiktok.com/v/7102350073585093890.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102350073585093890&source=h5_m,196910,133,651,1111,7494,7102350061341788929,7102350061341788929,72,7102350061341788929,original sound - mostafaalbuhise,Mostafa Albuhise,7.089084736815318e+18,Mostafa Albuhise,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102350009798085378.mp3,,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
7,IL,7100587140051913986,1653234275,#חיבור סרטון עם @noyagabbay זו דעתי. כמובן שכל אחד ואיך שהוא חווה את הדברים. #אוטיסט #אוטיזם #דעה #שוות_ושווים,6981421658273203201,דניאל עמית,"מוזיקאי 🎸
קומיקסאי 🖌️
אוטיסט גאה 🦸‍♂️",0,False,https://m.tiktok.com/v/7100587140051913986.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100587140051913986&source=h5_m,163474,255,83,41,15918,7100587142178425601,7100587142178425601,72,7100587142178425601,original sound - danielamitt,דניאל עמית,6.981421658273203e+18,דניאל עמית,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100587116274502401.mp3,,False,False,,,,,[],0,0,Israel,#חיבור #אוטיסט #אוטיזם #דעה #שוות_ושווים,0,0,0,0,0,0,0,0,0,0
0,IL,7103226169369103618,1653848722, ,6739797208935482373,Muohamad Juma,,0,False,https://www.tiktok.com/@muohamadjuma/video/7103226169369103618?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103226169369103618&source=h5_m,867983,2076,7131,11868,70303,7103226155101145857,7103226155101145857,72,7103226155101145857,original sound - muohamadjuma,Muohamad Juma,6.739797208935482e+18,Muohamad Juma,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103226135202958082.mp3,,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
1,QA,7098331654283955461,1652709131,"So much emotion… a dream of so many, I can’t believe it. حلم كل طفل و حلمي من زمان، مش مصدقة… شكراً من كل قلبي على هاي الفرصة @ooredooqatar @psg 🥺❤️ #messi #ooredooqatar #قطر",6575879221213396997,AJNABIYEH,"Natalia | نتاليا الاجنبية 
Greek/Polish who loves Arabic
Based in 🇯🇴 & 🇶🇦",0,False,https://www.tiktok.com/@ajnabiyeh/video/7098331654283955461?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098331654283955461&source=h5_m,12829902,9652,8408,22520,1416147,7097619004306557701,7097619004306557701,72,7097619004306557701,original sound - khaby.lame (Contains music from: Heat Waves - Glass Animals),"Contains music from: ""Heat Waves""",1.2790546561882112e+17,Khabane lame,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097619038330735365.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6a8ecba8ea89685e75f5960792355c3e.json,False,False,Glass Animals,Heat Waves,original sound - khaby.lame (Contains music from: Heat Waves - Glass Animals),"Contains music from: ""Heat Waves""",[],0,0,Israel,#messi #ooredooqatar #قطر,0,0,0,0,0,0,0,0,0,0
2,IL,7097564800095390978,1652530582,חברים לא תאמינו הוא הסכים לעשות איתי טיקטוק! #פוריו,6806733817593545730,Hilli_miller,"Dancer (:
🤍🤍🤍💗💗💗",0,False,https://www.tiktok.com/@hilli_miller/video/7097564800095390978?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097564800095390978&source=h5_m,1541769,4358,1141,28,117462,7097564789542603522,7097564789542603522,72,7097564789542603522,original sound - hilli_miller,Hilli_miller,6.806733817593546e+18,Hilli_miller,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097564755853904641.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2f77811fa28856d51dedc82fa796a65a.json,False,False,,,,,[],0,0,Israel,#פוריו,0,0,0,0,0,0,0,1,0,0
3,US,7091092909675597099,1651023727,they lowkey be flirting 👀,14956611,Maddie and Elijah,"YT: Maddie and Elijah 2M 🥰

📧: lamont@empiresocialmgmt.com",0,False,https://www.tiktok.com/@maddieandelijah/video/7091092909675597099?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091092909675597099&source=h5_m,710377,205,745,330,72704,6846830742056585990,6846830742056585990,72,6846830742056585990,original sound - ...twill,TWILL🕺🏼,6.737028949753021e+18,TWILL🕺🏼,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6990302028132436737.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4274915b7568eb3fdebaa36e5a4470fd.json,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
4,IL,7103611995303202050,1653938554,ואז צעקו לי שיש ג׳וק על הבמה.,6832171634351637510,Noa Kirel,Dale Promo is OUT ! 🔥,0,False,https://www.tiktok.com/@noakirel/video/7103611995303202050?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103611995303202050&source=h5_m,96873,221,53,102,8419,7099461030572460033,7099461030572460033,10033,7099461030572460033,DALE PROMO,Metro The Savage & Noa Kirel,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1d6771fbf5484479bec623f2eda26ad0,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b1976379e7d74856b4f583c571e7cb81,False,True,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
5,IL,7080023529814609153,1648446438,#fyp #4u,6852276143942697989,orelruimi_,"זו ארצי , לבנות ולהיבנות בה 🇮🇱
𓂆 ✡︎",0,False,https://www.tiktok.com/@orelruimi_/video/7080023529814609153?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080023529814609153&source=h5_m,23110,59,7,0,3063,7072182858357410565,7072182858357410565,72,7072182858357410565,original sound - yolandafister (Contains music from: Lavel Up - Sunashi Rom),"Contains music from: ""Lavel Up""",6.924322216269104e+18,yolanda fister,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072182874849463045.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cfbadad181b8f0a92fc4e0c95ec9c073.json,False,False,Sunashi Rom,Lavel Up,original sound - yolandafister (Contains music from: Lavel Up - Sunashi Rom),"Contains music from: ""Lavel Up""",[],0,0,Israel,#fyp #4u,0,0,1,0,0,0,0,0,0,0
6,IL,7103535619460123906,1653920772, ,6682601237063549958,محمد قرش,محمد قرش,0,False,https://www.tiktok.com/@abusnenih22/video/7103535619460123906?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103535619460123906&source=h5_m,118708,47,149,6,1504,7103535609477745409,7103535609477745409,72,7103535609477745409,original sound - abusnenih22,محمد قرش,6.68260123706355e+18,محمد قرش,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103535615618419458.mp3,,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
7,DE,7088644696964074757,1650453709,#youmi #viral #fypシ,7074512728409801733,Youmikh.90,"Pls follow my YouTube channel 👆👆👆👆
Account for Youmi Fans",0,False,https://www.tiktok.com/@youmii.khoury/video/7088644696964074757?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088644696964074757&source=h5_m,10412208,4122,9005,551,672400,7088644668841315077,7088644668841315077,72,7088644668841315077,original sound - youmii.khoury,Youmikh.90,7.074512728409802e+18,Youmikh.90,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088644655390132997.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/022880ce53449a8239dada141355abe8.json,False,False,,,,,[],0,0,Israel,#youmi #viral #fypシ,0,0,0,1,0,0,1,0,0,0
0,US,7094354726812339502,1651783178,Perfect,6859181322817930246,Nick Smithyman 😏,"More on my YouTube ⤴️
Biz: NickSmithyMgmt@outlook.com
⬇️NEW YOUTUBE VIDEO⬇️",0,False,https://m.tiktok.com/v/7094354726812339502.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094354726812339502&source=h5_m,11177611,1883,1999,5658,901105,7039286358531476226,7039286358531476226,72,7039286358531476226,Mne malo malo tebya,Seth,6.794322551771481e+18,Seth,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7039286361379392257.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/71a1475518de0f9c599194fce161f826.json,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
1,US,7094437965006540078,1651802558,Real life don’t let her fool you she get cray 😂 @jenniferstano #mrsandmrs #lgbtcouples #iloveyourshirt #skit,6793861870547289093,Danielle Tortorello,"Be kind to each other

♓️ 🏳️‍🌈❤️

Follow me on Instagram",0,False,https://m.tiktok.com/v/7094437965006540078.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094437965006540078&source=h5_m,4778325,1362,4149,1513,324796,6846830742056585990,6846830742056585990,72,6846830742056585990,original sound - ...twill,TWILL🕺🏼,6.737028949753021e+18,TWILL🕺🏼,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6990302028132436737.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4274915b7568eb3fdebaa36e5a4470fd.json,False,False,,,,,[],0,0,Israel,#mrsandmrs #lgbtcouples #iloveyourshirt #skit,0,0,0,0,0,0,0,0,0,0
2,US,7080311459611282734,1648513476,Whose underwear are these !?!?!?!????,6618625927126663174,Summer Sky,"Master Of None
Cash App $ummersky
Instagram Summerskyvibe",0,False,https://m.tiktok.com/v/7080311459611282734.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080311459611282734&source=h5_m,37549155,84413,61807,17445,3216057,7080311452430568234,7080311452430568234,72,7080311452430568234,original sound - summerskyvibe,Summer Sky,6.618625927126663e+18,Summer Sky,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080311465206401834.mp3,,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
3,IL,7102779701122419970,1653744774,الرد على @1_mohammad_7_x_3 مين بعرف يافا؟؟ #جماعة_ابو_حميد #fyp,7065056289668105217,جماعة آبو حميد بلقلب والله♥️,"الحساب البديل بإسم ( ابو حميد شخصيًا)✅
Insta 👉🏽(ahmadmaher_official)
ألأسآسي⬇️",0,False,https://m.tiktok.com/v/7102779701122419970.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102779701122419970&source=h5_m,528171,1007,1597,1793,14701,7102779704926538498,7102779704926538498,72,7102779704926538498,original sound - abo7med_official (Contains music from: Salameh محكمة #دس الكل  # راب الاردن - Ahmad),"Contains music from: ""Salameh محكمة #دس الكل  # راب الاردن""",7.065056289668105e+18,جماعة آبو حميد بلقلب والله♥️,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102779702644984577.mp3,,False,False,Ahmad,Salameh محكمة #دس الكل  # راب الاردن,original sound - abo7med_official (Contains music from: Salameh محكمة #دس الكل  # راب الاردن - Ahmad),"Contains music from: ""Salameh محكمة #دس الكل  # راب الاردن""",[],0,0,Israel,#جماعة_ابو_حميد #fyp,0,0,1,0,0,0,0,0,0,0
4,IL,7103224827988692226,1653848410,😛 #fyp #מיזאת dc : @ofek.shoval,14356703,Anna Zak,"""מי זאת"" עכשיו ביוטיוב!!✨
music@itmodels.co.il",0,False,https://m.tiktok.com/v/7103224827988692226.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103224827988692226&source=h5_m,309440,287,105,3,26511,7099461032497661953,7099461032497661953,10033,7099461032497661953,מי זאת 2,אנה זק,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e630d01ad77b40b6b0adb54f9d0405f1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/84dfabfdf3ef4698976e72417643e5dd,False,True,,,,,[],0,0,Israel,#fyp #מיזאת,0,0,1,0,0,0,0,0,0,0
5,US,7082058297372593409,1648920193,That HURT‼️🤯 #virall #funny #prank #fyp #foryourpage #tiktok,6760610012346041350,Or Zuti,"ZUTI GANG 💚
CEO of WHAT⁉️NO WAY‼️",0,False,https://m.tiktok.com/v/7082058297372593409.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082058297372593409&source=h5_m,211346673,77236,251754,341278,13601698,6994724904944568322,6994724904944568322,10033,6994724904944568322,abcdefu,GAYLE,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8c1cf4e8d68b47b79b326b0e6bf7568e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ec2759188abe4aed83509fde944fc363,True,True,,,,,[],0,0,Israel,#virall #funny #prank #fyp #foryourpage #tiktok,0,0,1,0,0,0,0,0,0,0
6,US,7084116934060444970,1649399508, ,6944253428819035142,timeciunt,❤️welcome to Ian Somerhalder fans home❤️,0,False,https://m.tiktok.com/v/7084116934060444970.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084116934060444970&source=h5_m,5737903,1071,627,183,263622,7084116813507775275,7084116813507775275,72,7084116813507775275,original sound - timeciunt,timeciunt,6.944253428819035e+18,timeciunt,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7084116880316042030.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c13cce9fe60ae99715a37dcc7bf75229.json,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
7,IL,7085735141917625601,1649776275,"Episode 5 - #pov: I can, I can, I can!!!!",6591825745399873541,Bad Barbie 🙎🏼‍♀️🍼✨🕊,"@xoteam in my🫀
cooperation : badbarbie@xoagency.co
My new song 👇🏻",0,False,https://m.tiktok.com/v/7085735141917625601.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085735141917625601&source=h5_m,30269475,11127,3256,21596,3292398,7075891693362711301,7075891693362711301,10036,7075891693362711301,Fuera del mercado,Danny Ocean,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ba21cd3d548a421394d72ae14442fa09,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d552449b69734e6c8c45ff2263da554c,False,True,,,,,[],0,0,Israel,#pov:,0,0,0,0,0,0,0,0,0,0
0,IL,7103056636322893058,1653809250,لا حول ولا قوة الا بالله العلي العظيم على هذا المشهد الذي يتنافى وأخلاق كل مؤمن! #أفيخاي_أدرعي #الأقصى #القدس,6919018693536187394,افيخاي أدرعي,"التفاعل الراقي هو مفتاح التلاقي
حساب رسمي للمتحدث باسم جيش الدفاع الإسرائيلي🇮🇱",0,False,https://www.tiktok.com/@avichay.adraee/video/7103056636322893058?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103056636322893058&source=h5_m,506854,673,498,684,6576,7103056617113815810,7103056617113815810,72,7103056617113815810,original sound - avichay.adraee,افيخاي أدرعي,6.919018693536187e+18,افيخاي أدرعي,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103056581755308802.mp3,,False,False,,,,,[],0,0,Israel,#أفيخاي_أدرعي #الأقصى #القدس,0,0,0,0,0,0,0,0,0,0
1,IL,7101641387795287297,1653479736,هاي بارت تور بدكو الثالث 😂💔#fyp #fyp ##fyp #fyp #foryou #fypシ #fyp,6934430445548176390,في اشي 💔😂,فـلـســ𝒑𝒂𝒍𝒆𝒔𝒕𝒊𝒏𝒆ـطـيـنّ. ⁽🇵🇸🔥₎.,0,False,https://www.tiktok.com/@remas683/video/7101641387795287297?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101641387795287297&source=h5_m,93376,598,563,11,5334,7101641407290411777,7101641407290411777,72,7101641407290411777,original sound - remas683,في اشي 💔😂,6.934430445548176e+18,في اشي 💔😂,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102350847526308610.mp3,,False,False,,,,,[],0,0,Israel,#fyp #fyp ##fyp #fyp #foryou #fypシ #fyp,1,0,5,1,0,0,0,0,0,0
2,IL,7091249367318809857,1651060156,#rge #foryou שי לייי💋💋,6744441631913870342,𝗡𝗼𝘆𝗮 𝗮𝘀𝗵𝗮𝘀𝗵🦋,"💋💋💋💋💋💋💋💋💋💋💋💋💋💋
Instagram : Noya_ashash1",0,False,https://www.tiktok.com/@noyaashash5/video/7091249367318809857?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091249367318809857&source=h5_m,948321,1014,635,922,72355,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Israel,#rge #foryou,1,0,0,0,0,0,0,0,0,0
3,US,7100892328834927915,1653305334,اشتركو بقناتي على اليوتيوب فالرابط ❤️,6877409630039147526,بدر آل صفر,"👆 تابعوني على انستقرام   

اشتركو بقناتي على يوتيوب 👇",0,False,https://www.tiktok.com/@arabicbaderalsafar/video/7100892328834927915?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100892328834927915&source=h5_m,1184708,2509,501,690,17308,6859153853636413441,6859153853636413441,10033,6859153853636413441,Zou Bisou Bisou,Gillian Hills,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0a25dbc8544a4005809f2ef12c305401,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cb18559f2e0b4feeb8823efd8ce590bb,False,True,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
4,IL,7102402346281422081,1653656911,ستو انااا🤣❤️@hayasweiiid,6884695656745796609,ShadyAshi,No bio yet,0,False,https://www.tiktok.com/@shady.ashi/video/7102402346281422081?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102402346281422081&source=h5_m,1456974,565,997,135,83209,7102402343198526210,7102402343198526210,72,7102402343198526210,original sound - shady.ashi,ShadyAshi,6.884695656745797e+18,ShadyAshi,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102403155392350977.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/11a989a8c31563ed9dc350de2a716341.json,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
5,EC,7102596606238723334,1653702143, ,7102593946480280582,Zenka,HE®E 👇,0,False,https://www.tiktok.com/@tedasazemina58/video/7102596606238723334?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102596606238723334&source=h5_m,1709420,65,829,1092,21276,7102509701216209669,7102509701216209669,72,7102509701216209669,FŮĊĶ МŶ PŪŠŠý în bîõ,Malina,7.073733998388397e+18,Malina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102509735039273733.mp3,,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
6,US,7092629293746097454,1651381445,😳 !!!!,6817404248420451334,Gefilte Fish,Started From The Bottom Now We Here,0,False,https://www.tiktok.com/@hasidimofbrooklyn/video/7092629293746097454?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092629293746097454&source=h5_m,148538,931,522,404,6377,7092629262804470574,7092629262804470574,72,7092629262804470574,original sound - hasidimofbrooklyn,Gefilte Fish,6.817404248420451e+18,Gefilte Fish,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092629285885823787.mp3,,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
7,IL,7075562055478136065,1647407670,🥶🍁🍃 #vanlife #vwt3 #vwt3camper #vwt3bus #vwbus #camperlife #rustic #rusticlife #vanlifetravel #vanliving #homeonwheels #vanlifebuild #vanlifefood #vanlifecouple,6932635100635890689,majdy ab,"• Instgram تعااالوو  👆🏼
Majdy - مجدي
• Home Is Where I Park It
Subscribe",0,False,https://www.tiktok.com/@majdyab/video/7075562055478136065?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075562055478136065&source=h5_m,153284,122,711,11,8186,6968856525737691906,6968856525737691906,72,6968856525737691906,original sound - charaf.elldine,ℂ𝕙/🥀,6.712731181929088e+18,ℂ𝕙/🥀,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6968856529390947073.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7fb8978849316a167147bb5260181a9b.json,False,False,,,,,[],0,0,Israel,#vanlife #vwt3 #vwt3camper #vwt3bus #vwbus #camperlife #rustic #rusticlife #vanlifetravel #vanliving #homeonwheels #vanlifebuild #vanlifefood #vanlifecouple,0,0,0,0,0,0,0,0,0,0
0,IL,7072730821026696449,1646748470,#foryoupage #viral #foryou #israel #idf #fyp,6715020073835398150,Shira Harif,Thank you for 350k☺️,0,False,https://www.tiktok.com/@shiraharif/video/7072730821026696449?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072730821026696449&source=h5_m,1165753,643,908,865,69211,6671647994519079686,6671647994519079686,72,6671647994519079686,original sound - kurmitsam (Contains music from: Man Areas - Jonny McGovern),"Contains music from: ""Man Areas""",6.58178057520708e+18,KurmitSam,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1628947876016150.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/fc9dc64b554b3afb0a025b4e0d3c0d98.json,False,False,Jonny McGovern,Man Areas,original sound - kurmitsam (Contains music from: Man Areas - Jonny McGovern),"Contains music from: ""Man Areas""",[],0,0,Israel,#foryoupage #viral #foryou #israel #idf #fyp,1,1,1,0,1,0,1,0,0,0
1,IL,7088234762401238273,1650358264,#מדדגלבוע @nivgilboa 🍪,162683527011057664,G R I N C E S S,📍Israel 🇮🇱,0,False,https://www.tiktok.com/@grincesslera/video/7088234762401238273?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088234762401238273&source=h5_m,497363,678,305,157,46264,6914023490668579585,6914023490668579585,72,6914023490668579585,UNFORGETTABLE FRENCH MONTANA FT SWAE LEE,officialsoundsldn❤️‍🔥.,6.872369192324384e+18,officialsoundsldn❤️‍🔥.,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6914023423668652801.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/4b01f0495ae9a24710d753007934a7a1.json,False,False,,,,,[],0,0,Israel,#מדדגלבוע,0,0,0,0,0,0,0,0,0,0
2,IL,7102856578562329857,1653762670,חייבת לציין שבהתחלה לא אהבתי את הטרנד הזה #foryou #fyp #foryoupage,6653399600920346629,hila goldberg,"HILA GOLDBERG 🤍
-19-
Follow me and help me make my dream come true",0,False,https://www.tiktok.com/@hilagoldberg_/video/7102856578562329857?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102856578562329857&source=h5_m,272000,321,327,533,27763,7087744357444471557,7087744357444471557,10036,7087744357444471557,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,,,,,[],0,0,Israel,#foryou #fyp #foryoupage,1,1,1,0,0,0,0,0,0,0
