,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_bolivia,hash_comedia,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_humor,hash_parati,hash_tiktok,hash_viral
5,PL,7085992350190767366,1649836163,#rabbit #funny #animal #crazy,6952220219041825797,Krosh🐰,,0,False,https://www.tiktok.com/@rabbit_kroshh/video/7085992350190767366?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085992350190767366&source=h5_m,32689615,74743,142774,252568,4589960,7073003915675175686,7073003915675175686,72,7073003915675175686,original sound - awhlewis (Contains music from: All be OK - Dendro),"Contains music from: ""All be OK""",6.805981631543805e+18,r; awhhlewis,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073003949996935942.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/395f570d6bf417be783685bd5d492e09.json,False,False,Dendro,All be OK,original sound - awhlewis (Contains music from: All be OK - Dendro),"Contains music from: ""All be OK""",[],0,0,"Bolivia, Plurinational State of",#rabbit #funny #animal #crazy,0,0,0,0,0,0,0,0,0,0
6,BO,7086221129089699077,1649889428,我无法处理这个😂 #soonent #foryou #dance @cindy518c,7081849603796648966,一只沐沐吖,"中国人
抖音ID : Pomelo61H
Ins : pomelo61H
Contact soonent@soon-ent.co.kr
我们会成为朋友",0,False,https://www.tiktok.com/@pomelo61h/video/7086221129089699077?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086221129089699077&source=h5_m,1087441,201,551,2624,103723,6833972887548971781,6833972887548971781,10036,6833972887548971781,Marry Me (feat. Toya Wright),Rasheeda,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6451d37d7406466694e79d004d0fd20e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d318fd9f56e84133a521c965d9628b59,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '536632335', 'external_song_key': 'apple_song_id'}]",0,0,"Bolivia, Plurinational State of",#soonent #foryou #dance,0,0,1,0,0,0,0,0,0,0
7,SE,7100581207586376965,1653232896,This is IT 🪓 {fake blood} #negan #rick #rickgrimes #carlgrimes #daryldixon #twd #walkingdead #thewalkingdead #thereturnofrickgrimes #judithgrimes #maggie #glennrhee #twdedit #fyp #foryou #foryoupage #viral,6990788657390437382,TWD edits,"{TWD Edits}
Join #TheReturnOfRickGrimes
- He will return -",0,False,https://www.tiktok.com/@fanpage_todd/video/7100581207586376965?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100581207586376965&source=h5_m,9272509,2887,1760,5491,765482,7082413905137781510,7082413905137781510,72,7082413905137781510,original sound - itsdjlilli,DJ LILLI,6.767759831913039e+18,DJ LILLI,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082413909541505798.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9dc77e165edb05466bcae507d0b8c38e.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",#negan #rick #rickgrimes #carlgrimes #daryldixon #twd #walkingdead #thewalkingdead #thereturnofrickgrimes #judithgrimes #maggie #glennrhee #twdedit #fyp #foryou #foryoupage #viral,0,0,1,1,1,0,0,0,0,1
0,EC,7088863998384377094,1650504769,"Cuando estoy triste, hago tik toks 😞😞 #humor #parati",6593735368272576517,anthonnyswagg,,0,False,https://www.tiktok.com/@anthonnyswagg3/video/7088863998384377094?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088863998384377094&source=h5_m,22631931,8066,16195,38110,2399652,7088863963835878149,7088863963835878149,72,7088863963835878149,original sound - anthonnyswagg3 (Contains music from: René - Residente),"Contains music from: ""René""",6.593735368272577e+18,anthonnyswagg,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088863995829947141.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/92ef861874d2efea2a4f687242398723.json,False,False,Residente,René,original sound - anthonnyswagg3 (Contains music from: René - Residente),"Contains music from: ""René""",[],0,0,"Bolivia, Plurinational State of",#humor #parati,0,0,0,0,0,0,1,1,0,0
1,US,7100655164180204842,1653250113,#fyp #foru #paraty #alejandraguzman  #teamguzman,6925280980262716421,Dayanaroberto,No bio yet,0,False,https://www.tiktok.com/@dayanapolanskyroberto/video/7100655164180204842?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100655164180204842&source=h5_m,6026709,516,3128,4780,222681,7100655122635606827,7100655122635606827,72,7100655122635606827,original sound - dayanapolanskyroberto,Dayanaroberto,6.925280980262716e+18,Dayanaroberto,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100655152545270571.mp3,,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",#fyp #foru #paraty #alejandraguzman #teamguzman,0,0,0,0,1,0,0,0,0,0
2,GB,7102462417652747525,1653670899,Genius! #fyp #foryou #funny #viral #hoangbuiuk,6697290178928919553,T_Bui 🇻🇳🇬🇧,"I don’t know who you are. !
But .... just want to say ....
. .I LOVE YOU . .🥰",0,False,https://www.tiktok.com/@hoangbuiuk/video/7102462417652747525?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102462417652747525&source=h5_m,9902203,3171,9206,266,633924,6586176538914327298,6586176538914327298,141,6586176538914327298,New Thang,Redfoo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/809c6d94c57842b88110933c56ed5463,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/61b21e77faf9431f8a43f9a56be9ce67,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1066548613', 'external_song_key': 'apple_song_id'}]",0,0,"Bolivia, Plurinational State of",#fyp #foryou #funny #viral #hoangbuiuk,0,0,1,0,1,0,0,0,0,1
3,AR,7102899538813373701,1653772673, ,6823772160822363142,Nika👑,"👠👑💅🏽
Pole dance Arg
IG Saymenika_",0,False,https://www.tiktok.com/@saymeniki/video/7102899538813373701?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102899538813373701&source=h5_m,2486949,583,1214,2523,120289,6540418169415144463,6540418169415144463,74,6540418169415144463,God's Plan,Drake,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d1bc79ae766245e29074a262f2a33479,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ea3d158481e146f7b4a07c76eab8ce0c,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1406109863', 'external_song_key': 'apple_song_id'}]",0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
4,US,7099910815058316586,1653076806,Responder a @fernanda.12.24 #fyp #tutorial #fakebody⚠️,6583008569645383686,Kim🤍,"Puerto Rico ♡
Sígueme en insta: @kimberlyacr",0,False,https://www.tiktok.com/@kimberlyacr/video/7099910815058316586?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099910815058316586&source=h5_m,7333814,1157,5332,57713,892419,7094303917231605761,7094303917231605761,10033,7094303917231605761,Party,Bad Bunny & Rauw Alejandro,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/49fd32620c854059b5dd09578a78a8d2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5f619d9a515d4f7290cc125329ac949b,True,True,,,,,[],0,0,"Bolivia, Plurinational State of",#fyp #tutorial #fakebody⚠️,0,0,0,0,1,0,0,0,0,0
5,BO,7080713784880368901,1648607150,"Deja de sobrepensar, no te hace bien.#fypシ #bolivia🇧🇴 #parati",6631887631704981509,Yovany,🇧🇴,0,False,https://www.tiktok.com/@hiyovany/video/7080713784880368901?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080713784880368901&source=h5_m,364738,416,926,5587,34487,6968467082811853573,6968467082811853573,72,6968467082811853573,original sound - okthedixie,Emma | dix followed 3-30-2021,6.910969893568562e+18,Emma | dix followed 3-30-2021,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6968467153947216645.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6f69afaa23cb9bfb26daebcf04b586ee.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",#fypシ #bolivia🇧🇴 #parati,1,0,0,0,0,1,0,1,0,0
6,BO,7102507720657407238,1653681446,🥴 @Bruno Ferrante @Grisel Quiroga @Antonio flores @Yoel Clinton Velez A  @Carlos Landivar,6638574997756510214,laclauoficial,"Fb. La Clau 
Ig. @laclauoficial
#piñasypiños #lapiña #🍍",0,False,https://www.tiktok.com/@laclauoficial/video/7102507720657407238?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102507720657407238&source=h5_m,1205539,536,333,827,72798,7064246175901190918,7064246175901190918,72,7064246175901190918,original sound - yibaking007,Yibaking,7.001282236696413e+18,Yibaking,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7064246184856685318.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2774b8667d8ad6ea64235a98eb11e2a3.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
7,PE,7102088595393056005,1653583860,❤️mi bebito fui fiu,6781689369550095365,Magdyel Ugaz,Actriz y conductora 🇵🇪📺,0,False,https://www.tiktok.com/@magdyelugaz/video/7102088595393056005?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102088595393056005&source=h5_m,8641723,5180,4995,9489,705373,7100040281902336774,7100040281902336774,72,7100040281902336774,Mi Bebito Fiu Fiu (Contains music from: Mi Bebito Fiu Fiu - Tito Silva Music),"Contains music from: ""Mi Bebito Fiu Fiu""",6.916699667125011e+18,JhonaTan.CQ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100040289033341701.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bc5960943d4d9f4308208074317e2ce7.json,False,False,Tito Silva Music,Mi Bebito Fiu Fiu,Mi Bebito Fiu Fiu (Contains music from: Mi Bebito Fiu Fiu - Tito Silva Music),"Contains music from: ""Mi Bebito Fiu Fiu""",[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
0,MX,7100776319750917381,1653278327,🥰💗,7042559686680314885,! 𝐕𝐢𝐯𝐢𝐚𝐧𝐚 𝐌𝐮𝐧̃𝐢𝐳!,𝑾𝒉𝒂𝒕!!!,0,False,https://www.tiktok.com/@mz.___viviana92/video/7100776319750917381?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100776319750917381&source=h5_m,10140650,1760,2312,5812,240978,7023818670908541702,7023818670908541702,72,7023818670908541702,original sound - sandyvega_12,Sandy Vega,6.777655494255281e+18,Sandy Vega,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7023822219667081989.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/de373c49ce836e453d96114d5a9f6b88.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
1,BO,7077751145439005958,1647917357,Tac de la mamá y el hijo ♥️,6812505656785421318,Rina Puro Limpias,Síganme y los sigo mis hermosás ♥️,0,False,https://www.tiktok.com/@rinapurolimpias/video/7077751145439005958?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077751145439005958&source=h5_m,493590,382,683,71,38686,6812764623364803333,6812764623364803333,73,6812764623364803333,Original Sound,Unknown,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1663274779328566.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4a92a983fb49715a8405a580d4927d1c.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
2,US,7091596382397533483,1651140955,He is afraid of this beauty machine 🤣😅#asmr #spa #skincare #boyfriendskincare #facialtime #givingmyboyfriendafacial #couples #coupletiktok #facialtreatment #facial #satisfying #fyp #fypシ,7089354290724406314,Skincare trial,"My WhatsApp account: +8613450477756
💛⬇️ check my link ⬇️💛",0,False,https://www.tiktok.com/@bellawithherboyfriend/video/7091596382397533483?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091596382397533483&source=h5_m,57846377,12923,41409,38867,2637543,7091596199538592554,7091596199538592554,72,7091596199538592554,original sound - bellawithherboyfriend,Skincare trial,7.089354290724406e+18,Skincare trial,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7091596287971478318.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/24c5055d4f054ff2700fa18b37663592.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",#asmr #spa #skincare #boyfriendskincare #facialtime #givingmyboyfriendafacial #couples #coupletiktok #facialtreatment #facial #satisfying #fyp #fypシ,0,0,0,0,1,1,0,0,0,0
3,AR,7101679688984038662,1653488655,🪖 VS 🏃🏽‍♂️#ea #ejercitoargentino #ejercito #militares #militar #militarylife #militaryfitness #Fitness #running #run #ffaa #ejercitomexicano #ejercitoespañol #usmilitary,6945246114589803525,🦍 M O N K Y / F O R C E ✖️MKF,"🦍 Street Workout Clothing & Equipments 🦍
👇SHOP ON LINE👇 🚀 Envíos todo 🇦🇷",0,False,https://www.tiktok.com/@monkyforce/video/7101679688984038662?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101679688984038662&source=h5_m,6230072,1282,489,2227,274138,6959332106996583174,6959332106996583174,72,6959332106996583174,original sound - edits_randoms_01,Edits Randoms,6.885896990150215e+18,Edits Randoms,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6959332201301281542.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e932dfa404cbf3b7e4e055dcec83808c.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",#ea #ejercitoargentino #ejercito #militares #militar #militarylife #militaryfitness #Fitness #running #run #ffaa #ejercitomexicano #ejercitoespañol #usmilitary,0,0,0,0,0,0,0,0,0,0
4,BO,7096608767088807173,1652307989,Ig:@viviikin,6914868175726265350,Vivianne Heresi,"Insta: viviikin 🔥
Cuenta secundaria: @viviannehro",0,False,https://www.tiktok.com/@viviannehr2/video/7096608767088807173?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096608767088807173&source=h5_m,1097232,344,464,5362,63923,7075369432302177030,7075369432302177030,72,7075369432302177030,original sound - .foot.lit (Contains music from: Socadona (feat. Mariah Angeliq e Mr. Vegas) [Funk Remix] - LUDMILLA & DJ Will22 & Topo La Maskara),"Contains music from: ""Socadona (feat. Mariah Angeliq e Mr. Vegas) [Funk Remix]""",6.838723477471167e+18,andres 😮💨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075369443274672902.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/471d6c27ea06f5d4a8bf2a318f3312d4.json,False,False,LUDMILLA & DJ Will22 & Topo La Maskara,Socadona (feat. Mariah Angeliq e Mr. Vegas) [Funk Remix],original sound - .foot.lit (Contains music from: Socadona (feat. Mariah Angeliq e Mr. Vegas) [Funk Remix] - LUDMILLA & DJ Will22 & Topo La Maskara),"Contains music from: ""Socadona (feat. Mariah Angeliq e Mr. Vegas) [Funk Remix]""",[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
5,ES,7102137139999149318,1653595164,Responder a @albertorp_05  asi #serie #callao #netflix #strangerthings #madrid  #quarantine #viral #fypシ #fyp #foryoupage #foryou #,6778193752516887558,Antón_Martínn__,"Marvel
🇭🇳 🇪🇦
🔴🔺️🔻🟥🔻🔺️🔴🔺️🔻🟥🔻🔺️🔴🔺️🔻🟥🔻🔺️🔴",0,False,https://www.tiktok.com/@antonmarthing/video/7102137139999149318?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102137139999149318&source=h5_m,31040641,6285,8142,15492,904144,6818218513426024449,6818218513426024449,10033,6818218513426024449,Stranger Things,Kyle Dixon & Michael Stein,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6cb6a6aebe3e4ac6a99e553c9a03af12,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/999ae6f0ddb24918a685a763f9fde36e,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1143131699', 'external_song_key': 'apple_song_id'}]",0,0,"Bolivia, Plurinational State of",#serie #callao #netflix #strangerthings #madrid #quarantine #viral #fypシ #fyp #foryoupage #foryou #,0,0,1,1,1,1,0,0,0,1
6,CO,7100315294605921542,1653170983,"También pasa aquí en tik tok, perdón por traumarlos #cirugia #recuperacion #sísepuede💞",6806679653206574085,🌺MalejiiTa InchiMa🌺,"~Ayer~ Es pasado
~Hoy~ Una nueva oportunidad
😍🌹✨
IG: malejiitainchima",0,False,https://www.tiktok.com/@malejiitainchima/video/7100315294605921542?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100315294605921542&source=h5_m,7976180,1512,711,1269,216766,7087744357444471557,7087744357444471557,10036,7087744357444471557,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,,,,,[],0,0,"Bolivia, Plurinational State of",#cirugia #recuperacion #sísepuede💞,0,0,0,0,0,0,0,0,0,0
7,BO,7100643026845846790,1653247288, ,7100642040509416453,lijatad878,🅥🅔🅡 🅕🅞🅣🅞🅢 🅟🅡🅘🅥🅐🅓🅐🅢 🅔🅝 🅘🅝🅢🅣🅐🅖🅡🅐🅜,0,False,https://www.tiktok.com/@lijatad878/video/7100643026845846790?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100643026845846790&source=h5_m,30044,5,25,95,1207,7100643074929363717,7100643074929363717,72,7100643074929363717,original sound - lijatad878,lijatad878,7.100642040509416e+18,lijatad878,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100643064691706629.mp3,,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
0,KR,7102196554093628674,1653609005,Okay... #fyp #trend #yukasungfamily,82635728445,YUKA유카,"Insta:@bjyuka 
YT: YUKACHANNEL 
🤰➡️🤱 
JAPANESE lives in 🇰🇷
A new YT video⏬",0,False,https://m.tiktok.com/v/7102196554093628674.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102196554093628674&source=h5_m,20344818,5035,5625,17057,2253675,7072479175814187782,7072479175814187782,72,7072479175814187782,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",6.831674564565763e+18,Iconicfatma,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072479167769873157.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d203808dc93f54480af65167e04b08e8.json,False,False,Myriam Fares,Goumi - Sped Up Version,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",[],0,0,"Bolivia, Plurinational State of",#fyp #trend #yukasungfamily,0,0,0,0,1,0,0,0,0,0
1,US,7100992441670683950,1653328643,Wingman,294077009104707584,Mailson junior,"🇧🇷 CT 
IG mailson_junior 
👻mjunior639 
E mail - mailsonjuniorpj@gmail.com",0,False,https://m.tiktok.com/v/7100992441670683950.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100992441670683950&source=h5_m,13957362,3004,1781,5135,1260795,6842929580081171201,6842929580081171201,24,6842929580081171201,original sound - dika.nane,Dne♠️,6.776518630031361e+18,Dne♠️,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6842929488444017410.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ac5655929fbc3d9d587df75eb12d27d2.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
2,FR,7079067298144750853,1648223796, ,6783406686327358469,Antony Newton,"🇫🇷 I love extreme sports
DM's : antygravity@tiktal.co",0,False,https://m.tiktok.com/v/7079067298144750853.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079067298144750853&source=h5_m,34154819,4222,11098,2306,980154,6757901896666580994,6757901896666580994,10033,6757901896666580994,Everyday Normal Guy 2,Jon Lajoie,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84482597bd2f4679afe49cdaac10de87,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/277453dee52e4461a93658868d1b9878,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '304414012', 'external_song_key': 'apple_song_id'}]",0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
3,AU,7094527188887751938,1651823334,Laser resurfacing is the best treatment for acne scarring 🙌🏼 stay tuned for the results 🔜 #skinspecialist #beautifulskin #cosmedixclinics #beautifulskinstartshere #skin #pimplepop #laser #sydney #australia,6864391854634370053,Cosmedix Clinics,"SYDNEY SKIN & LASER SPECIALISTS
Your confidence is in your skin!
Call 0280063344",0,False,https://m.tiktok.com/v/7094527188887751938.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094527188887751938&source=h5_m,14582619,875,5036,6374,114831,6922504203873176325,6922504203873176325,72,6922504203873176325,"Let's Groove (Contains music from: Let's Groove - Earth, Wind & Fire)","Contains music from: ""Let's Groove""",6.874839649467254e+18,absolutesnacc,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6922504213943651078.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/1dbf6f4ac03483ff5dd284c1fab21095.json,False,False,"Earth, Wind & Fire",Let's Groove,"Let's Groove (Contains music from: Let's Groove - Earth, Wind & Fire)","Contains music from: ""Let's Groove""",[],0,0,"Bolivia, Plurinational State of",#skinspecialist #beautifulskin #cosmedixclinics #beautifulskinstartshere #skin #pimplepop #laser #sydney #australia,0,0,0,0,0,0,0,0,0,0
4,PE,7094393118912515333,1651792118,Ig: Cristopuente7 #fyp,6996880028613215237,Cristorata,"Alucina
           Nuevo video en Yutu👇🏻🙈👽",0,False,https://m.tiktok.com/v/7094393118912515333.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094393118912515333&source=h5_m,8558896,5812,13184,24306,1333510,7094394290415209222,7094394290415209222,72,7094394290415209222,original sound - cristorata7,Cristorata,6.996880028613215e+18,Cristorata,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094394298703072005.mp3,,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",#fyp,0,0,0,0,1,0,0,0,0,0
5,BO,7088106852705127685,1650328482, ,6926003889754866694,Marel,"🇧🇴 
IG: marelscz 🔥
Todo lo que buscas está en mi IG 💙🤍",0,False,https://m.tiktok.com/v/7088106852705127685.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088106852705127685&source=h5_m,1399944,639,629,5683,136269,6992299517890611969,6992299517890611969,72,6992299517890611969,original sound - lisalisa.j (Contains music from: Big And Chunky - will.i.am),"Contains music from: ""Big And Chunky""",6.845228204391892e+18,...,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6992299458801273601.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3127f9e8137b9d355c211de64d82d819.json,False,False,will.i.am,Big And Chunky,original sound - lisalisa.j (Contains music from: Big And Chunky - will.i.am),"Contains music from: ""Big And Chunky""",[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
6,BO,7103193264349646085,1653841062,#parati #foryou,7010021994130490374,celeste,f por mi perfil me etiquetado más de 3 personas y tenía que cumplirlo,0,False,https://m.tiktok.com/v/7103193264349646085.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103193264349646085&source=h5_m,578310,554,2616,314,77319,7100585408467127046,7100585408467127046,72,7100585408467127046,original sound - disney_magic_world,⭐ 𝔼𝔻𝕀𝕋𝕊 𝔸ℕ𝔻 𝕄𝕆ℝ𝔼 ⭐,6.968410857685468e+18,⭐ 𝔼𝔻𝕀𝕋𝕊 𝔸ℕ𝔻 𝕄𝕆ℝ𝔼 ⭐,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100585422513851142.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2aaf869f5da1032a8cc4f0470bf1af08.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",#parati #foryou,0,0,1,0,0,0,0,1,0,0
7,US,7091376422652038446,1651089738, ,7065658245550277679,Christine,"Secret account! I’m Christine 24y.o😊
Follow my IG😘",0,False,https://m.tiktok.com/v/7091376422652038446.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091376422652038446&source=h5_m,3524192,250,293,2254,116761,6742199989981678342,6742199989981678342,72,6742199989981678342,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",2381819.0,molly 💛,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1646046236596230.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/300aaff96976f5891d3ce79259304b7f.json,False,False,Andre Swilley & Cookie Cutters,Pistol,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
