,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_jamaicatiktok,hash_love,hash_movie,hash_trending,hash_viral
6,US,7087320353495780654,1650145360,#duet with @funny_v_i_p not a baxide. #jamaicatiktok #HPSustainableSounds #foodtiktok #notinapanorama #yaadvibes #tiktokjamaica #jamaicantiktok🇯🇲viral #denturesvsfood #duetthis,6993488644741006341,KjjGold,"Living My Blessed Life.  
Staying Strong and Courageous. 
🦋Warrior 💜",0,False,https://www.tiktok.com/@kjjgold/video/7087320353495780654?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087320353495780654&source=h5_m,213402,354,1766,522,3295,7085978325126122286,7085978325126122286,72,7085978325126122286,original sound - funny_v_i_p (Contains music from: 炸雷炸雷 - DJ文意啊),"Contains music from: ""炸雷炸雷""",6.761277845504493e+18,user3929382767154mia,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7085978433599081262.mp3,,False,False,DJ文意啊,炸雷炸雷,original sound - funny_v_i_p (Contains music from: 炸雷炸雷 - DJ文意啊),"Contains music from: ""炸雷炸雷""",[],0,0,Antigua and Barbuda,#duet #jamaicatiktok #HPSustainableSounds #foodtiktok #notinapanorama #yaadvibes #tiktokjamaica #jamaicantiktok🇯🇲viral #denturesvsfood #duetthis,0,0,0,0,0,1,0,0,0,1
7,AU,7102747701745372418,1653737321,You had one job @jacobabrha,6740536157644784646,🌸Mama Unice🌸,"𝐈𝐆:unicewani
🇺🇬🇦🇺𝟏𝟗
📨: unicewani@viralnationtalent.com",0,False,https://www.tiktok.com/@unicewani/video/7102747701745372418?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102747701745372418&source=h5_m,105140,74,0,35,9809,7063109333492140806,7063109333492140806,72,7063109333492140806,Iskaba,Yahooze😕,7.043863493116265e+18,Yahooze😕,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7063109367993780997.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d8280708a0ddcc3b9fbd3409d2d663bc.json,False,False,,,,,[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
0,GB,7100529894932745477,1653220948,My son who has additional needs has wanted a tattoo for a few years. We never thought he would sit through the pain. He now proudly shows his tattoo to anyone that will look. @kundutattoo are amazing and really did make it easy for him. #specialneeds #tattoo,80862032543023104,JoanneLDodd,Clocking 40 with no idea what I’m doing. Lockdown entertainment.,0,False,https://m.tiktok.com/v/7100529894932745477.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100529894932745477&source=h5_m,2809928,390,244,0,355483,6787197703983090438,6787197703983090438,72,6787197703983090438,DONT BE SAD GO GET A TATTOO,Delaney Bailey,6.700368100775724e+18,Delaney Bailey,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1657031417163782.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5cc06729e6328af967dfbe41cc323370.json,False,False,,,,,[],0,0,Antigua and Barbuda,#specialneeds #tattoo,0,0,0,0,0,0,0,0,0,0
1,GB,7101783072047156486,1653512725,#boy #facts #you #didnt #know,6928849313506755590,Male Advice 💯,"Advice For The Boys
Follow For More
💯💪🏽235k🎯",0,False,https://m.tiktok.com/v/7101783072047156486.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101783072047156486&source=h5_m,1901116,2398,7759,7839,256102,7101783047858703110,7101783047858703110,72,7101783047858703110,original sound - master.menn,Male Advice 💯,6.928849313506756e+18,Male Advice 💯,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101783067093748485.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#boy #facts #you #didnt #know,0,0,0,0,0,0,0,0,0,0
2,GB,7096880506813304070,1652371258,#fyp #video #movie,7078987746186904582,serwaqing,Please follow me 💕,0,False,https://m.tiktok.com/v/7096880506813304070.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096880506813304070&source=h5_m,667979,572,52,58,47408,6817434213931812865,6817434213931812865,10036,6817434213931812865,A moist healing song,Nez Tunes,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8b09236d77624aafa8338b7415069a45,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/7c75ad85be724c2bbf2777b1a7a776d4,True,True,,,,,[],0,0,Antigua and Barbuda,#fyp #video #movie,0,0,0,1,0,0,0,1,0,0
3,GB,7095874342839454981,1652136992, ,7008917718074147845,Money| Investing,All You Need To Join The 1% Club 🚀,0,False,https://m.tiktok.com/v/7095874342839454981.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095874342839454981&source=h5_m,1419826,2089,12140,29655,120673,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
4,GB,7099001890138115334,1652865184,Proud mummy moment 🥰 #london #cucumberalley #allofme #piano #sweetmoments,6839678873695175685,Harriettvictoria,"Member of the Human race 💫 
Rivers Mum 🌞
Londoner 
Spreading smiles 🫶🏻",0,False,https://m.tiktok.com/v/7099001890138115334.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099001890138115334&source=h5_m,2183758,3091,1501,4888,461356,7099001857791609605,7099001857791609605,72,7099001857791609605,original sound - harriettarcher,Harriettvictoria,6.839678873695176e+18,Harriettvictoria,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099001884584741637.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#london #cucumberalley #allofme #piano #sweetmoments,0,0,0,0,0,0,0,0,0,0
5,CA,7076161622565276933,1647547266,Here is your leg workout for the week! #dance #dancechallenge #tutorial #tutorials,206449984714461184,Bizzy Boom,"Dance/Lifestyle
Inquiries: bizzy@viralnationtalent.com
🇨🇦🇬🇭🇬🇩",0,False,https://m.tiktok.com/v/7076161622565276933.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076161622565276933&source=h5_m,130737,51,84,1234,14109,7057815996584905519,7057815996584905519,72,7057815996584905519,Revolution Drill (Contains music from: New Revolution - Kenzoo),"Contains music from: ""New Revolution""",6.798317033252996e+18,𝑼𝒏𝒍𝒖𝒄𝒄𝒚 𝑹𝒐𝒎𝒆 ✪,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7057816127048747823.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/f289a8cdebb186c9d5c42169a5c14867.json,False,False,Kenzoo,New Revolution,Revolution Drill (Contains music from: New Revolution - Kenzoo),"Contains music from: ""New Revolution""",[],0,0,Antigua and Barbuda,#dance #dancechallenge #tutorial #tutorials,0,0,0,0,0,0,0,0,0,0
6,US,7080265360468888875,1648502741,This encounter was intense but super proud of my dogs recall. Forever a repost. #OscarsAtHome #dog  #dogtrainer #fp  #fyp,208471523198844928,Oddtailpups,"Pack of pups living their best life.
Alt account @oddtailpupss",0,False,https://m.tiktok.com/v/7080265360468888875.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080265360468888875&source=h5_m,7293529,2113,2378,42,1501648,7016472860025719558,7016472860025719558,72,7016472860025719558,arlantacious for yt rank (Contains music from: Pose (feat. Megan Thee Stallion & Lil Uzi Vert) - Yo Gotti),"Contains music from: ""Pose (feat. Megan Thee Stallion & Lil Uzi Vert)""",6.941450341004658e+18,Arlantacious,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7016473034429074181.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1f41affc1e10f037b356a7ebacd3b111.json,False,False,Yo Gotti,Pose (feat. Megan Thee Stallion & Lil Uzi Vert),arlantacious for yt rank (Contains music from: Pose (feat. Megan Thee Stallion & Lil Uzi Vert) - Yo Gotti),"Contains music from: ""Pose (feat. Megan Thee Stallion & Lil Uzi Vert)""",[],0,0,Antigua and Barbuda,#OscarsAtHome #dog #dogtrainer #fp #fyp,0,0,0,1,0,0,0,0,0,0
7,US,7085474139175226666,1649715505,#TurboTaxAndRelax #ImoniCarly,6722164387632120838,Andy DeNoon,,0,False,https://m.tiktok.com/v/7085474139175226666.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085474139175226666&source=h5_m,12835223,13975,79210,32541,3017711,7084786315812965166,7084786315812965166,72,7084786315812965166,original sound - sirbakes1987,sirbakes1987,6.793872127805539e+18,sirbakes1987,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7084786340491021102.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/07b8afb82e0136bcc94a7cd61d44ba38.json,False,False,,,,,[],0,0,Antigua and Barbuda,#TurboTaxAndRelax #ImoniCarly,0,0,0,0,0,0,0,0,0,0
0,US,7092542108476656942,1651361145,🤬🤬🤬#putgodfirst #cmillertv #viral #jamaicantiktok #trending #YouTube #foryoupage #fyn,6922491296221840389,C Miller TV,"Subscribe to our YouTube channel we have the best 
PRANKS",0,False,https://www.tiktok.com/@dwayne_cmiller/video/7092542108476656942?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092542108476656942&source=h5_m,173614,106,181,306,8943,7092542087719144235,7092542087719144235,72,7092542087719144235,original sound - dwayne_cmiller,C Miller TV,6.92249129622184e+18,C Miller TV,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092542113044581162.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#putgodfirst #cmillertv #viral #jamaicantiktok #trending #YouTube #foryoupage #fyn,0,1,0,0,0,0,0,0,1,1
1,US,7071015892234161450,1646349182,#blacklove #blacktictok #tictoklovestory #longisland #whoscarole #blackisbeautiful  #lovestory,6958821023367595014,jos_u_waa,"Im just here

Follow me on Instagram @jos_u_waa",0,False,https://www.tiktok.com/@jos_u_waa/video/7071015892234161450?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071015892234161450&source=h5_m,1205162,16442,18982,6381,135287,7071015908088630059,7071015908088630059,72,7071015908088630059,original sound - jos_u_waa,jos_u_waa,6.958821023367595e+18,jos_u_waa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7071015934617520942.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/ae7178798ab6c90838e0f68f579d1f26.json,False,False,,,,,[],0,0,Antigua and Barbuda,#blacklove #blacktictok #tictoklovestory #longisland #whoscarole #blackisbeautiful #lovestory,0,0,0,0,0,0,0,0,0,0
2,US,7072517753147510059,1646698862,Favor Confession from Life-Changing Words of Faith for Every Day,6892308044102206469,Angelia Brown,"Keep It Positive ☺️
If you ❤️ a video share it 🥰
Speaker | Trainer | Encourager",0,False,https://www.tiktok.com/@coachangelia/video/7072517753147510059?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072517753147510059&source=h5_m,2908311,27036,90764,40879,490275,7072517765680220970,7072517765680220970,72,7072517765680220970,Angelia Brown Favor of God Affirmation,Angelia Brown,6.892308044102206e+18,Angelia Brown,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072517797338696494.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/44d0616d65d53408ba307c608b940d2f.json,False,False,,,,,[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
3,GB,7103168991501356334,1653835409, ,6932032624324264965,user7516037489164,Follow me,0,False,https://www.tiktok.com/@keai80/video/7103168991501356334?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103168991501356334&source=h5_m,252749,117,38,83,22386,6830462309895276545,6830462309895276545,10036,6830462309895276545,dance(256762),TimTaj,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/aabf89bd826e4d71b9a870e114bb2bc3,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/365f0bbc20fa4bcfbac7dec8565ad4a5,False,True,,,,,[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
4,US,7101723070997515522,1653498755,Quick weave ponytail with hair bangs🤩🌟❤️ #iseehairbeauty #hairstyles #hairtutorial #ponytail #summerhair #superlinghair #hairbangs #cute #fyp,6698520479915164677,ISEEHAIR,"ISEE Best Hair Collection ✨ 
Code: TOK10 💰
IG@iseehairbeauty
📲 +86)13271220951",2,False,https://www.tiktok.com/@iseehairbeauty/video/7101723070997515522?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101723070997515522&source=h5_m,731686,53,282,172,51104,7101723088659761922,7101723088659761922,72,7101723088659761922,original sound - iseehairbeauty,ISEEHAIR,6.698520479915165e+18,ISEEHAIR,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101723078484347649.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#iseehairbeauty #hairstyles #hairtutorial #ponytail #summerhair #superlinghair #hairbangs #cute #fyp,0,0,0,1,0,0,0,0,0,0
5,US,7103248152693886254,1653853840,Heyyyy #fyp #xyzcba #viral #foryoupage #proppafixx,6994771764916880390,proppa_fixx25,"dancer
cashapp: damiiexellent
Ig: proppa_fixx",0,False,https://www.tiktok.com/@proppa_fixx25/video/7103248152693886254?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103248152693886254&source=h5_m,77699,282,286,250,5711,7103248110536805166,7103248110536805166,72,7103248110536805166,original sound - proppa_fixx25,proppa_fixx25,6.99477176491688e+18,proppa_fixx25,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103248144049212206.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#fyp #xyzcba #viral #foryoupage #proppafixx,0,1,0,1,0,0,0,0,0,1
6,GB,7099936043696164102,1653082681,I had to this verse was just to crazy !!!🔥🔥🔥 #bunremix,6871926681021547522,Iqdiprince,"The Royals 🤴🏾

TAP THIS LINK BELOW !!!⬇️ ⬇️ ⬇️⬇️",0,False,https://www.tiktok.com/@iqdiprince/video/7099936043696164102?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099936043696164102&source=h5_m,69087,83,155,748,9003,7096155833650432001,7096155833650432001,10033,7096155833650432001,Bun Fi Bun (Cheating),IQ & Kranium & Stalk Ashley,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/5c34256a5f844d1d8b82c477b87f9ff3,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/1643b28cd00141c8b3cc0c739d0feda9,False,True,,,,,[],0,0,Antigua and Barbuda,#bunremix,0,0,0,0,0,0,0,0,0,0
7,ZA,7101713465898945798,1653496519, ,13073450,DJ 🎧Wami,"17🇿🇦🇪🇹🇺🇸
I’M BACK! ❤️",0,False,https://www.tiktok.com/@owami_mafokate/video/7101713465898945798?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101713465898945798&source=h5_m,420122,582,579,4707,56135,7055094405816011567,7055094405816011567,72,7055094405816011567,original sound - thebennyway (Contains music from: Coronavirus - iMarkkeyz),"Contains music from: ""Coronavirus""",17825661.0,kingimprint,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7055094417253862191.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d3d0c2c715befe45df9331a12a88d802.json,False,False,iMarkkeyz,Coronavirus,original sound - thebennyway (Contains music from: Coronavirus - iMarkkeyz),"Contains music from: ""Coronavirus""",[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
0,US,7077897777564405035,1647951497,Good morning ladies & gents 🤦🏽‍♀️🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 #fyp,6780468527730426885,ThatLoperLady,"Contact Us:
Email: loperlady@carter-agency.com

PO Box 361531
Hoover, AL 35246",0,False,https://m.tiktok.com/v/7077897777564405035.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077897777564405035&source=h5_m,3824750,9739,86303,13467,414545,7077897737508866859,7077897737508866859,72,7077897737508866859,original sound - thatloperlady,ThatLoperLady,6.780468527730427e+18,ThatLoperLady,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7077897748162595630.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/0384fa36f45bcd7697ac622c5cc71bd1.json,False,False,,,,,[],0,0,Antigua and Barbuda,#fyp,0,0,0,1,0,0,0,0,0,0
1,NG,7102711518432660742,1653728899,Crazy shit 😂💯,7029656929563935750,emi_tyger,,0,False,https://m.tiktok.com/v/7102711518432660742.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102711518432660742&source=h5_m,680002,1104,6299,5653,84464,7102711498283207430,7102711498283207430,72,7102711498283207430,original sound - emi_tyger,emi_tyger,7.029656929563936e+18,emi_tyger,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102711482323946245.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
2,GB,7096115347987746054,1652193106,How to easily turn your gin bottle into a glass #upcycle #bottles #upcycledglasses #bombaysapphire #bombaygin #bombay #stircreativity #glasses #drinkingglasses #gift #giftforhim #giftforher #giftsforhim #fathersdaygift #fathersday #uniquegifts #upcycledbottles #shopsmall #recycledbottles #handmade #upcycleideas #upcycled #homemade #gifts #giftideas #etsyuk,7032051170948613126,SmoothEdge,"♻️Handmade upcycled glassware
⭐️200+ 5 star review
👇Click to get a free glass",0,False,https://m.tiktok.com/v/7096115347987746054.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096115347987746054&source=h5_m,4261553,1136,7068,10560,258806,6769046027488987137,6769046027488987137,10036,6769046027488987137,FEEL THE GROOVE,"Queens Road, Fabian Graetz",,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/728c6089a88144adac2e7a4bfb8c9e05,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/524d6c6ad91744c8918cdb7ea04e3adc,False,True,,,,,[],1683439005981702,0,Antigua and Barbuda,#upcycle #bottles #upcycledglasses #bombaysapphire #bombaygin #bombay #stircreativity #glasses #drinkingglasses #gift #giftforhim #giftforher #giftsforhim #fathersdaygift #fathersday #uniquegifts #upcycledbottles #shopsmall #recycledbottles #handmade #upcycleideas #upcycled #homemade #gifts #giftideas #etsyuk,0,0,0,0,0,0,0,0,0,0
3,US,7101297045293550894,1653399564,THIS MAN CANT EVEN TIE A DURAG !!! @𝓴 𝓻 𝓭 #🇯🇲 #viral #flyguy_yagga #makemefameous,7044315520667681838,YAGGA,"follow backup page @theyknowyagga
instagram - flyguyyagga
cashapp - $kayybozo",0,False,https://m.tiktok.com/v/7101297045293550894.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101297045293550894&source=h5_m,204222,871,977,744,23081,7101296972119837486,7101296972119837486,72,7101296972119837486,original sound - flyguy_yaggaa,YAGGA,7.044315520667682e+18,YAGGA,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101297030554831659.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#🇯🇲 #viral #flyguy_yagga #makemefameous,0,0,0,0,0,0,0,0,0,1
4,US,7077305896220577066,1647813687,I spent the night on the counter. Although I didn’t sleep well. It was worth it. #VenmoSpringBreak #houseflipping #sleepinginweirdplaces #OscarsAtHome #photoprank #friendlyprank #harmlesspranks @littlebittyprettyone,6729322870802252805,JAR,Artist • Bathroom Atmosphere is King,0,False,https://m.tiktok.com/v/7077305896220577066.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077305896220577066&source=h5_m,11287043,1953,6129,1375,1918994,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Antigua and Barbuda,#VenmoSpringBreak #houseflipping #sleepinginweirdplaces #OscarsAtHome #photoprank #friendlyprank #harmlesspranks,0,0,0,0,0,0,0,0,0,0
5,GB,7102728663090744582,1653732891, ,7004897709275694086,Jodie,"TIK TOK SHOP
   ONLY
 NO DMS 
   ONLY 
BUSINESSES",0,False,https://m.tiktok.com/v/7102728663090744582.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102728663090744582&source=h5_m,553,2,0,0,14,6556108588052384514,6556108588052384514,141,6556108588052384514,Gold (Remix),Kiiara,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c171d1799a28456ba10d7b3289e64fe0,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/000993f24d1644e489e9bf8a8c0a088e,True,True,,,,,[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
6,NG,7082737090055638278,1649078237,I love y’all🥺 please what’s happening🥺 the love is much🥺🙏,7058235663681913861,🦋❤️Chioma🦋❤️,"❤️🦋CHIOMA🦋❤️
🦋Black ❤️Pearl💎
DM (IG) FOR PROMOTIONS",0,False,https://m.tiktok.com/v/7082737090055638278.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082737090055638278&source=h5_m,5597620,9490,9381,45468,200528,6786466310474812166,6786466310474812166,72,6786466310474812166,original sound - izzyyllama,Izzyyllama,6.676283254121907e+18,Izzyyllama,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1656852320501781.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/94a0c6ee08d731099b7ee829448a31e0.json,False,False,,,,,[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
7,NG,7101415524810247430,1653427150,🥳🥳🤣🤣. #jennifrank29 #jennites #viral #may29 #may29th,6585561027164635142,Jenni_frank,"👑Multi-talented Queen 👑 
🤯 Content Diversity 🤯
 🌎👑 JENNI FRANK 👑🌎
3.5M ?",0,False,https://m.tiktok.com/v/7101415524810247430.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101415524810247430&source=h5_m,735443,3495,108,1105,117452,7090485140249430789,7090485140249430789,72,7090485140249430789,original sound - _badboywilly (Contains music from: Ithonga - Dj Obza),"Contains music from: ""Ithonga""",6.761422117479695e+18,William,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090485159870401286.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7f1f7f70c93d1a877d8f83f8ad5110f7.json,False,False,Dj Obza,Ithonga,original sound - _badboywilly (Contains music from: Ithonga - Dj Obza),"Contains music from: ""Ithonga""",[],0,0,Antigua and Barbuda,#jennifrank29 #jennites #viral #may29 #may29th,0,0,0,0,0,0,0,0,0,1
0,CA,7100623611811187974,1653242768,Sat May 21st camping trip. #hurricane #ontario #camping #storm #ipeedmypants,6944340751388378117,BeaverNunChucks,I'm a fat egg head.,0,False,https://www.tiktok.com/@beavernunchucks/video/7100623611811187974?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100623611811187974&source=h5_m,3596796,2596,8369,1,344892,7084351226632063786,7084351226632063786,72,7084351226632063786,original sound - bookoomedia_,Mario & JD,6.806053476562028e+18,Mario & JD,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7084351247142406958.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/eb3565de9adb4315ffda4ddc7822386f.json,False,False,,,,,[],0,0,Antigua and Barbuda,#hurricane #ontario #camping #storm #ipeedmypants,0,0,0,0,0,0,0,0,0,0
1,TH,7103227738131107099,1653849087,ขัดผิวบางนะ เลาเป็นห่วงงง😁🪞 #fyp #เอสรา,75410784810,POPPIPE,"🌻 ดูรายการสินค้าเพิ่มเติม ♡
Facebook    ◍  ชื่อ’ป๊อป แป๊บ",0,False,https://www.tiktok.com/@pop_pipe/video/7103227738131107099?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103227738131107099&source=h5_m,574,1,0,0,22,7053689528673962779,7053689528673962779,24,7053689528673962779,original sound - _earnnittaya,E A R N_7💚🐥,6.518663706296762e+18,E A R N_7💚🐥,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7053689541256891162.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5e211383e7c5f0cd3bd56deea07d4780.json,False,False,,,,,[],0,0,Antigua and Barbuda,#fyp #เอสรา,0,0,0,1,0,0,0,0,0,0
2,ZA,7102406530040892677,1653657886,Another female taken in Durbanville now. Please look out for that vehicle #tiktoksouthafrica #viral #sos#share,6830853935588262917,Zeenat Dennis,I'm spontaneous as life is unpredictable 😁😌❤️,0,False,https://www.tiktok.com/@zeed126/video/7102406530040892677?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102406530040892677&source=h5_m,269299,588,1444,3004,4865,6827021800455571458,6827021800455571458,10033,6827021800455571458,Oceans (Where Feet May Fail),Wayne Cumming,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6dd12e0dad4f42749cc9526f9b1aa214,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/3679273647904411aeb3d5f1e8345531,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1510515566', 'external_song_key': 'apple_song_id'}]",0,0,Antigua and Barbuda,#tiktoksouthafrica #viral #sos#share,0,0,0,0,0,0,0,0,0,1
